LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,mortality,kill_rate,block_initial,simday,mass_llins_fund
Ilesha East,Owan East,2026,Ilesha East,0.8,0.8,0.8,0.8,3,march,0.40077994,0.740266485,0.65,2260,PBO (2021)
Ilesha East,Owan East,2029,Ilesha East,0.8,0.8,0.8,0.8,4,march,0.40077994,0.740266485,0.65,3355,PBO (2021)
Ilesha West,Akinyele,2020,Ilesha West,0.8,0.8,0.8,0.8,1,may,0.387460247,0.738933305,0.65,131,PBO (2021)
Ilesha West,Akinyele,2023,Ilesha West,0.8,0.8,0.8,0.8,2,may,0.387460247,0.738933305,0.65,1226,PBO (2021)
Ilesha West,Akinyele,2026,Ilesha West,0.8,0.8,0.8,0.8,3,may,0.387460247,0.738933305,0.65,2321,PBO (2021)
Ilesha West,Akinyele,2029,Ilesha West,0.8,0.8,0.8,0.8,4,may,0.387460247,0.738933305,0.65,3416,PBO (2021)
Illela,Gawabawa,2020,Illela,0.8,0.8,0.8,0.8,1,august,0.78404554,0.751682958,0.916727662,223,PBO (2021)
Illela,Gawabawa,2023,Illela,0.8,0.8,0.8,0.8,2,august,0.78404554,0.751682958,0.916727662,1318,PBO (2021)
Illela,Gawabawa,2026,Illela,0.8,0.8,0.8,0.8,3,august,0.78404554,0.751682958,0.916727662,2413,PBO (2021)
Illela,Gawabawa,2029,Illela,0.8,0.8,0.8,0.8,4,august,0.78404554,0.751682958,0.916727662,3508,PBO (2021)
Ilorin East,Oke-Ero,2020,Ilorin East,0.8,0.8,0.8,0.8,1,july,0.350824888,0.734273969,0.65,186,PBO (2021)
Ilorin East,Oke-Ero,2023,Ilorin East,0.8,0.8,0.8,0.8,2,july,0.350824888,0.734273969,0.65,1281,PBO (2021)
Ilorin East,Oke-Ero,2026,Ilorin East,0.8,0.8,0.8,0.8,3,july,0.350824888,0.734273969,0.65,2376,PBO (2021)
Ilorin East,Oke-Ero,2029,Ilorin East,0.8,0.8,0.8,0.8,4,july,0.350824888,0.734273969,0.65,3471,PBO (2021)
Ilorin South,Oke-Ero,2020,Ilorin South,0.8,0.8,0.8,0.8,1,july,0.316790933,0.728132477,0.65,186,PBO (2021)
Ilorin South,Oke-Ero,2023,Ilorin South,0.8,0.8,0.8,0.8,2,july,0.316790933,0.728132477,0.65,1281,PBO (2021)
Ilorin South,Oke-Ero,2026,Ilorin South,0.8,0.8,0.8,0.8,3,july,0.316790933,0.728132477,0.65,2376,PBO (2021)
Ilorin South,Oke-Ero,2029,Ilorin South,0.8,0.8,0.8,0.8,4,july,0.316790933,0.728132477,0.65,3471,PBO (2021)
Ilorin West,Owan East,2020,Ilorin West,0.8,0.8,0.8,0.8,1,march,0.300629985,0.724356821,0.65,70,PBO (2021)
Ilorin West,Owan East,2023,Ilorin West,0.8,0.8,0.8,0.8,2,march,0.300629985,0.724356821,0.65,1165,PBO (2021)
Ilorin West,Owan East,2026,Ilorin West,0.8,0.8,0.8,0.8,3,march,0.300629985,0.724356821,0.65,2260,PBO (2021)
Ilorin West,Owan East,2029,Ilorin West,0.8,0.8,0.8,0.8,4,march,0.300629985,0.724356821,0.65,3355,PBO (2021)
Imeko-Afon,Oke-Ero,2021,Imeko-Afon,0.8,0.8,0.8,0.8,1,july,0.370192293,0.736939847,0.65,551,PBO (2021)
Imeko-Afon,Oke-Ero,2024,Imeko-Afon,0.8,0.8,0.8,0.8,2,july,0.370192293,0.736939847,0.65,1646,PBO (2021)
Imeko-Afon,Oke-Ero,2027,Imeko-Afon,0.8,0.8,0.8,0.8,3,july,0.370192293,0.736939847,0.65,2741,PBO (2021)
Imeko-Afon,Oke-Ero,2030,Imeko-Afon,0.8,0.8,0.8,0.8,4,july,0.370192293,0.736939847,0.65,3836,PBO (2021)
Ingawa,Rimi,2021,Ingawa,0.931034483,0.833333333,0.8,0.818181818,1,march,0.687125681,0.750812891,0.864552136,435,PBO (2021)
Ingawa,Rimi,2024,Ingawa,0.931034483,0.833333333,0.8,0.818181818,2,march,0.687125681,0.750812891,0.864552136,1530,PBO (2021)
Ingawa,Rimi,2027,Ingawa,0.931034483,0.833333333,0.8,0.818181818,3,march,0.687125681,0.750812891,0.864552136,2625,PBO (2021)
Ingawa,Rimi,2030,Ingawa,0.931034483,0.833333333,0.8,0.818181818,4,march,0.687125681,0.750812891,0.864552136,3720,PBO (2021)
Ini,Ngor-Okpala,2021,Ini,0.8,0.8,0.8,0.8,1,june,0.395911217,0.45642023,0.53,527,Pyrethroid (2020)
Ini,Ngor-Okpala,2024,Ini,0.8,0.8,0.8,0.8,2,june,0.395911217,0.45642023,0.53,1622,Pyrethroid (2020)
Ini,Ngor-Okpala,2027,Ini,0.8,0.8,0.8,0.8,3,june,0.395911217,0.45642023,0.53,2717,Pyrethroid (2020)
Ini,Ngor-Okpala,2030,Ini,0.8,0.8,0.8,0.8,4,june,0.395911217,0.45642023,0.53,3812,Pyrethroid (2020)
Ipokia,Uzo-Uwani,2021,Ipokia,0.8,0.8,0.8,0.8,1,june,0.383971272,0.738556166,0.65,527,PBO (2021)
Ipokia,Uzo-Uwani,2024,Ipokia,0.8,0.8,0.8,0.8,2,june,0.383971272,0.738556166,0.65,1622,PBO (2021)
Ipokia,Uzo-Uwani,2027,Ipokia,0.8,0.8,0.8,0.8,3,june,0.383971272,0.738556166,0.65,2717,PBO (2021)
Ipokia,Uzo-Uwani,2030,Ipokia,0.8,0.8,0.8,0.8,4,june,0.383971272,0.738556166,0.65,3812,PBO (2021)
Irele,Akinyele,2020,Irele,0.8,0.8,0.8,0.8,1,may,0.393822894,0.739590471,0.65,131,PBO (2021)
Irele,Akinyele,2023,Irele,0.8,0.8,0.8,0.8,2,may,0.393822894,0.739590471,0.65,1226,PBO (2021)
Irele,Akinyele,2026,Irele,0.8,0.8,0.8,0.8,3,may,0.393822894,0.739590471,0.65,2321,PBO (2021)
Irele,Akinyele,2029,Irele,0.8,0.8,0.8,0.8,4,may,0.393822894,0.739590471,0.65,3416,PBO (2021)
Irepo,Oke-Ero,2020,Irepo,0.8,0.8,0.8,0.8,1,july,0.40196685,0.9,0.94,186,IG2 & PBO (2020)
Irepo,Oke-Ero,2023,Irepo,0.8,0.8,0.8,0.8,2,july,0.40196685,0.9,0.94,1281,IG2 & PBO (2020)
Irepo,Oke-Ero,2026,Irepo,0.8,0.8,0.8,0.8,3,july,0.40196685,0.9,0.94,2376,IG2 & PBO (2020)
Irepo,Oke-Ero,2029,Irepo,0.8,0.8,0.8,0.8,4,july,0.40196685,0.9,0.94,3471,IG2 & PBO (2020)
Irepodun/Ifelodun,Oke-Ero,2020,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,1,july,0.314066122,0.727540664,0.65,186,PBO (2021)
Irepodun/Ifelodun,Oke-Ero,2023,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,2,july,0.314066122,0.727540664,0.65,1281,PBO (2021)
Irepodun/Ifelodun,Oke-Ero,2026,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,3,july,0.314066122,0.727540664,0.65,2376,PBO (2021)
Irepodun/Ifelodun,Oke-Ero,2029,Irepodun-Ifelodun,0.8,0.8,0.8,0.8,4,july,0.314066122,0.727540664,0.65,3471,PBO (2021)
Irepodun1,Owan East,2020,Irepodun1,0.8,0.8,0.8,0.8,1,march,0.354587436,0.734832129,0.65,70,PBO (2021)
Irepodun1,Owan East,2023,Irepodun1,0.8,0.8,0.8,0.8,2,march,0.354587436,0.734832129,0.65,1165,PBO (2021)
Irepodun1,Owan East,2026,Irepodun1,0.8,0.8,0.8,0.8,3,march,0.354587436,0.734832129,0.65,2260,PBO (2021)
Irepodun1,Owan East,2029,Irepodun1,0.8,0.8,0.8,0.8,4,march,0.354587436,0.734832129,0.65,3355,PBO (2021)
Irepodun2,Akinyele,2020,Irepodun2,0.8,0.8,0.8,0.8,1,may,0.48248331,0.745776531,0.65,131,PBO (2021)
Irepodun2,Akinyele,2023,Irepodun2,0.8,0.8,0.8,0.8,2,may,0.48248331,0.745776531,0.65,1226,PBO (2021)
Irepodun2,Akinyele,2026,Irepodun2,0.8,0.8,0.8,0.8,3,may,0.48248331,0.745776531,0.65,2321,PBO (2021)
Irepodun2,Akinyele,2029,Irepodun2,0.8,0.8,0.8,0.8,4,may,0.48248331,0.745776531,0.65,3416,PBO (2021)
Irewole,Akinyele,2020,Irewole,0.8,0.8,0.8,0.8,1,may,0.390385171,0.739240199,0.65,131,PBO (2021)
Irewole,Akinyele,2023,Irewole,0.8,0.8,0.8,0.8,2,may,0.390385171,0.739240199,0.65,1226,PBO (2021)
Irewole,Akinyele,2026,Irewole,0.8,0.8,0.8,0.8,3,may,0.390385171,0.739240199,0.65,2321,PBO (2021)
Irewole,Akinyele,2029,Irewole,0.8,0.8,0.8,0.8,4,may,0.390385171,0.739240199,0.65,3416,PBO (2021)
Isa,Rimi,2020,Isa,0.8,0.8,0.8,0.8,1,march,0.799422792,0.751783474,0.922834645,70,PBO (2021)
Isa,Rimi,2023,Isa,0.8,0.8,0.8,0.8,2,march,0.799422792,0.751783474,0.922834645,1165,PBO (2021)
Isa,Rimi,2026,Isa,0.8,0.8,0.8,0.8,3,march,0.799422792,0.751783474,0.922834645,2260,PBO (2021)
Isa,Rimi,2029,Isa,0.8,0.8,0.8,0.8,4,march,0.799422792,0.751783474,0.922834645,3355,PBO (2021)
Ise/Orun,Oke-Ero,2020,Ise-Orun,0.8,0.8,0.8,0.8,1,july,0.409896538,0.74109031,0.65,186,PBO (2021)
Ise/Orun,Oke-Ero,2023,Ise-Orun,0.8,0.8,0.8,0.8,2,july,0.409896538,0.74109031,0.65,1281,PBO (2021)
Ise/Orun,Oke-Ero,2026,Ise-Orun,0.8,0.8,0.8,0.8,3,july,0.409896538,0.74109031,0.65,2376,PBO (2021)
Ise/Orun,Oke-Ero,2029,Ise-Orun,0.8,0.8,0.8,0.8,4,july,0.409896538,0.74109031,0.65,3471,PBO (2021)
Iseyin,Akinyele,2020,Iseyin,0.8,0.8,0.8,0.8,1,may,0.381804807,0.9,0.94,131,IG2 & PBO (2020)
Iseyin,Akinyele,2023,Iseyin,0.8,0.8,0.8,0.8,2,may,0.381804807,0.9,0.94,1226,IG2 & PBO (2020)
Iseyin,Akinyele,2026,Iseyin,0.8,0.8,0.8,0.8,3,may,0.381804807,0.9,0.94,2321,IG2 & PBO (2020)
Iseyin,Akinyele,2029,Iseyin,0.8,0.8,0.8,0.8,4,may,0.381804807,0.9,0.94,3416,IG2 & PBO (2020)
Ishielu,Owan East,2020,Ishielu,0.8,0.8,0.8,0.8,1,march,0.402215764,0.461555673,0.53,70,Pyrethroid (2020)
Ishielu,Owan East,2023,Ishielu,0.8,0.8,0.8,0.8,2,march,0.402215764,0.461555673,0.53,1165,Pyrethroid (2020)
Ishielu,Owan East,2026,Ishielu,0.8,0.8,0.8,0.8,3,march,0.402215764,0.461555673,0.53,2260,Pyrethroid (2020)
Ishielu,Owan East,2029,Ishielu,0.8,0.8,0.8,0.8,4,march,0.402215764,0.461555673,0.53,3355,Pyrethroid (2020)
Isi-Uzo,Owan East,2020,Isi-Uzo,0.8,0.8,0.8,0.8,1,march,0.425114132,0.742325146,0.65,70,PBO (2021)
Isi-Uzo,Owan East,2023,Isi-Uzo,0.8,0.8,0.8,0.8,2,march,0.425114132,0.742325146,0.65,1165,PBO (2021)
Isi-Uzo,Owan East,2026,Isi-Uzo,0.8,0.8,0.8,0.8,3,march,0.425114132,0.742325146,0.65,2260,PBO (2021)
Isi-Uzo,Owan East,2029,Isi-Uzo,0.8,0.8,0.8,0.8,4,march,0.425114132,0.742325146,0.65,3355,PBO (2021)
Isiala-Ngwa North,Ngor-Okpala,2020,Isiala-Ngwa North,0.8,0.8,0.8,0.8,1,june,0.347639146,0.733784825,0.65,162,PBO (2021)
Isiala-Ngwa North,Ngor-Okpala,2023,Isiala-Ngwa North,0.8,0.8,0.8,0.8,2,june,0.347639146,0.733784825,0.65,1257,PBO (2021)
Isiala-Ngwa North,Ngor-Okpala,2026,Isiala-Ngwa North,0.8,0.8,0.8,0.8,3,june,0.347639146,0.733784825,0.65,2352,PBO (2021)
Isiala-Ngwa North,Ngor-Okpala,2029,Isiala-Ngwa North,0.8,0.8,0.8,0.8,4,june,0.347639146,0.733784825,0.65,3447,PBO (2021)
Isiala-Ngwa South,Ngor-Okpala,2020,Isiala-Ngwa South,0.8,0.8,0.8,0.8,1,june,0.381316588,0.738260872,0.65,162,PBO (2021)
Isiala-Ngwa South,Ngor-Okpala,2023,Isiala-Ngwa South,0.8,0.8,0.8,0.8,2,june,0.381316588,0.738260872,0.65,1257,PBO (2021)
Isiala-Ngwa South,Ngor-Okpala,2026,Isiala-Ngwa South,0.8,0.8,0.8,0.8,3,june,0.381316588,0.738260872,0.65,2352,PBO (2021)
Isiala-Ngwa South,Ngor-Okpala,2029,Isiala-Ngwa South,0.8,0.8,0.8,0.8,4,june,0.381316588,0.738260872,0.65,3447,PBO (2021)
Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.8,0.8,0.8,0.8,1,june,0.468083262,0.745056709,0.65,162,PBO (2021)
Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.8,0.8,0.8,0.8,2,june,0.468083262,0.745056709,0.65,1257,PBO (2021)
Isiala Mbano,Ngor-Okpala,2026,Isiala Mbano,0.8,0.8,0.8,0.8,3,june,0.468083262,0.745056709,0.65,2352,PBO (2021)
Isiala Mbano,Ngor-Okpala,2029,Isiala Mbano,0.8,0.8,0.8,0.8,4,june,0.468083262,0.745056709,0.65,3447,PBO (2021)
Isin,Oke-Ero,2020,Isin,0.8,0.8,0.8,0.8,1,july,0.349688854,0.734101315,0.65,186,PBO (2021)
Isin,Oke-Ero,2023,Isin,0.8,0.8,0.8,0.8,2,july,0.349688854,0.734101315,0.65,1281,PBO (2021)
Isin,Oke-Ero,2026,Isin,0.8,0.8,0.8,0.8,3,july,0.349688854,0.734101315,0.65,2376,PBO (2021)
Isin,Oke-Ero,2029,Isin,0.8,0.8,0.8,0.8,4,july,0.349688854,0.734101315,0.65,3471,PBO (2021)
Isokan,Akinyele,2020,Isokan,0.8,0.8,0.8,0.8,1,may,0.367314771,0.736574739,0.65,131,PBO (2021)
Isokan,Akinyele,2023,Isokan,0.8,0.8,0.8,0.8,2,may,0.367314771,0.736574739,0.65,1226,PBO (2021)
Isokan,Akinyele,2026,Isokan,0.8,0.8,0.8,0.8,3,may,0.367314771,0.736574739,0.65,2321,PBO (2021)
Isokan,Akinyele,2029,Isokan,0.8,0.8,0.8,0.8,4,may,0.367314771,0.736574739,0.65,3416,PBO (2021)
Isoko North,Isoko South,2022,Isoko North,0.8,0.8,0.8,0.8,1,june,0.19337815,0.67039561,0.65,892,PBO (2021)
Isoko North,Isoko South,2025,Isoko North,0.8,0.8,0.8,0.8,2,june,0.19337815,0.67039561,0.65,1987,PBO (2021)
Isoko North,Isoko South,2028,Isoko North,0.8,0.8,0.8,0.8,3,june,0.19337815,0.67039561,0.65,3082,PBO (2021)
Isoko South,Isoko South,2022,Isoko South,0.8,0.8,0.8,0.8,1,june,0.162398226,0.636925918,0.65,892,PBO (2021)
Isoko South,Isoko South,2025,Isoko South,0.8,0.8,0.8,0.8,2,june,0.162398226,0.636925918,0.65,1987,PBO (2021)
Isoko South,Isoko South,2028,Isoko South,0.8,0.8,0.8,0.8,3,june,0.162398226,0.636925918,0.65,3082,PBO (2021)
Isu,Ngor-Okpala,2020,Isu,0.8,0.8,0.8,0.8,1,june,0.310898215,0.726830753,0.65,162,PBO (2021)
Isu,Ngor-Okpala,2023,Isu,0.8,0.8,0.8,0.8,2,june,0.310898215,0.726830753,0.65,1257,PBO (2021)
Isu,Ngor-Okpala,2026,Isu,0.8,0.8,0.8,0.8,3,june,0.310898215,0.726830753,0.65,2352,PBO (2021)
Isu,Ngor-Okpala,2029,Isu,0.8,0.8,0.8,0.8,4,june,0.310898215,0.726830753,0.65,3447,PBO (2021)
Isuikwato,Ngor-Okpala,2020,Isuikwato,0.8,0.8,0.8,0.8,1,june,0.414408176,0.741473832,0.65,162,PBO (2021)
Isuikwato,Ngor-Okpala,2023,Isuikwato,0.8,0.8,0.8,0.8,2,june,0.414408176,0.741473832,0.65,1257,PBO (2021)
Isuikwato,Ngor-Okpala,2026,Isuikwato,0.8,0.8,0.8,0.8,3,june,0.414408176,0.741473832,0.65,2352,PBO (2021)
Isuikwato,Ngor-Okpala,2029,Isuikwato,0.8,0.8,0.8,0.8,4,june,0.414408176,0.741473832,0.65,3447,PBO (2021)
Itas/Gadau,Taura,2021,Itas-Gadau,0.8,0.8,0.8,0.915155207,1,july,0.742973977,0.686667971,0.860740455,551,Pyrethroid (2020)
Itas/Gadau,Taura,2024,Itas-Gadau,0.8,0.8,0.8,0.915155207,2,july,0.742973977,0.686667971,0.860740455,1646,Pyrethroid (2020)
Itas/Gadau,Taura,2027,Itas-Gadau,0.8,0.8,0.8,0.915155207,3,july,0.742973977,0.686667971,0.860740455,2741,Pyrethroid (2020)
Itas/Gadau,Taura,2030,Itas-Gadau,0.8,0.8,0.8,0.915155207,4,july,0.742973977,0.686667971,0.860740455,3836,Pyrethroid (2020)
Itesiwaju,Akinyele,2020,Itesiwaju,0.8,0.8,0.8,0.8,1,may,0.428195908,0.9,0.94,131,IG2 & PBO (2020)
Itesiwaju,Akinyele,2023,Itesiwaju,0.8,0.8,0.8,0.8,2,may,0.428195908,0.9,0.94,1226,IG2 & PBO (2020)
Itesiwaju,Akinyele,2026,Itesiwaju,0.8,0.8,0.8,0.8,3,may,0.428195908,0.9,0.94,2321,IG2 & PBO (2020)
Itesiwaju,Akinyele,2029,Itesiwaju,0.8,0.8,0.8,0.8,4,may,0.428195908,0.9,0.94,3416,IG2 & PBO (2020)
Itu,Ngor-Okpala,2021,Itu,0.8,0.8,0.8,0.8,1,june,0.415010863,0.471929182,0.53,527,Pyrethroid (2020)
Itu,Ngor-Okpala,2024,Itu,0.8,0.8,0.8,0.8,2,june,0.415010863,0.471929182,0.53,1622,Pyrethroid (2020)
Itu,Ngor-Okpala,2027,Itu,0.8,0.8,0.8,0.8,3,june,0.415010863,0.471929182,0.53,2717,Pyrethroid (2020)
Itu,Ngor-Okpala,2030,Itu,0.8,0.8,0.8,0.8,4,june,0.415010863,0.471929182,0.53,3812,Pyrethroid (2020)
Ivo,Ngor-Okpala,2020,Ivo,0.8,0.8,0.8,0.8,1,june,0.433913174,0.487111038,0.53,162,Pyrethroid (2020)
Ivo,Ngor-Okpala,2023,Ivo,0.8,0.8,0.8,0.8,2,june,0.433913174,0.487111038,0.53,1257,Pyrethroid (2020)
Ivo,Ngor-Okpala,2026,Ivo,0.8,0.8,0.8,0.8,3,june,0.433913174,0.487111038,0.53,2352,Pyrethroid (2020)
Ivo,Ngor-Okpala,2029,Ivo,0.8,0.8,0.8,0.8,4,june,0.433913174,0.487111038,0.53,3447,Pyrethroid (2020)
Iwajowa,Oke-Ero,2020,Iwajowa,0.8,0.8,0.8,0.8,1,july,0.430464219,0.9,0.94,186,IG2 & PBO (2020)
Iwajowa,Oke-Ero,2023,Iwajowa,0.8,0.8,0.8,0.8,2,july,0.430464219,0.9,0.94,1281,IG2 & PBO (2020)
Iwajowa,Oke-Ero,2026,Iwajowa,0.8,0.8,0.8,0.8,3,july,0.430464219,0.9,0.94,2376,IG2 & PBO (2020)
Iwajowa,Oke-Ero,2029,Iwajowa,0.8,0.8,0.8,0.8,4,july,0.430464219,0.9,0.94,3471,IG2 & PBO (2020)
Iwo,Akinyele,2020,Iwo,0.8,0.8,0.8,0.8,1,may,0.456747451,0.744428187,0.65,131,PBO (2021)
Iwo,Akinyele,2023,Iwo,0.8,0.8,0.8,0.8,2,may,0.456747451,0.744428187,0.65,1226,PBO (2021)
Iwo,Akinyele,2026,Iwo,0.8,0.8,0.8,0.8,3,may,0.456747451,0.744428187,0.65,2321,PBO (2021)
Iwo,Akinyele,2029,Iwo,0.8,0.8,0.8,0.8,4,may,0.456747451,0.744428187,0.65,3416,PBO (2021)
Izzi,Owan East,2020,Izzi,0.8,0.8,0.8,0.8,1,march,0.409695434,0.467628265,0.53,70,Pyrethroid (2020)
Izzi,Owan East,2023,Izzi,0.8,0.8,0.8,0.8,2,march,0.409695434,0.467628265,0.53,1165,Pyrethroid (2020)
Izzi,Owan East,2026,Izzi,0.8,0.8,0.8,0.8,3,march,0.409695434,0.467628265,0.53,2260,Pyrethroid (2020)
Izzi,Owan East,2029,Izzi,0.8,0.8,0.8,0.8,4,march,0.409695434,0.467628265,0.53,3355,Pyrethroid (2020)
Jaba,Oke-Ero,2022,Jaba,0.8,0.8,0.8,0.8,1,july,0.493173179,0.74626027,0.65,916,PBO (2021)
Jaba,Oke-Ero,2025,Jaba,0.8,0.8,0.8,0.8,2,july,0.493173179,0.74626027,0.65,2011,PBO (2021)
Jaba,Oke-Ero,2028,Jaba,0.8,0.8,0.8,0.8,3,july,0.493173179,0.74626027,0.65,3106,PBO (2021)
Jada,Alkaleri,2020,Jada,0.8,0.8,0.8,0.8,1,july,0.556558753,0.748447432,0.735699981,186,PBO (2021)
Jada,Alkaleri,2023,Jada,0.8,0.8,0.8,0.8,2,july,0.556558753,0.748447432,0.735699981,1281,PBO (2021)
Jada,Alkaleri,2026,Jada,0.8,0.8,0.8,0.8,3,july,0.556558753,0.748447432,0.735699981,2376,PBO (2021)
Jada,Alkaleri,2029,Jada,0.8,0.8,0.8,0.8,4,july,0.556558753,0.748447432,0.735699981,3471,PBO (2021)
Jahun,Taura,2021,Jahun,0.906724843,0.88129703,0.8,0.931820208,1,july,0.743526887,0.751375143,0.898083766,551,PBO (2021)
Jahun,Taura,2024,Jahun,0.906724843,0.88129703,0.8,0.931820208,2,july,0.743526887,0.751375143,0.898083766,1646,PBO (2021)
Jahun,Taura,2027,Jahun,0.906724843,0.88129703,0.8,0.931820208,3,july,0.743526887,0.751375143,0.898083766,2741,PBO (2021)
Jahun,Taura,2030,Jahun,0.906724843,0.88129703,0.8,0.931820208,4,july,0.743526887,0.751375143,0.898083766,3836,PBO (2021)
Jakusko,Taura,2022,Jakusko,0.8,0.8,0.8,0.8,1,july,0.726795273,0.751226732,0.889153116,916,PBO (2021)
Jakusko,Taura,2025,Jakusko,0.8,0.8,0.8,0.8,2,july,0.726795273,0.751226732,0.889153116,2011,PBO (2021)
Jakusko,Taura,2028,Jakusko,0.8,0.8,0.8,0.8,3,july,0.726795273,0.751226732,0.889153116,3106,PBO (2021)
Jalingo,Keana,2022,Jalingo,0.8,0.8,0.8,0.8,1,august,0.356978455,0.735176223,0.65,953,PBO (2021)
Jalingo,Keana,2025,Jalingo,0.8,0.8,0.8,0.8,2,august,0.356978455,0.735176223,0.65,2048,PBO (2021)
Jalingo,Keana,2028,Jalingo,0.8,0.8,0.8,0.8,3,august,0.356978455,0.735176223,0.65,3143,PBO (2021)
Jama'are,Taura,2021,Jama'are,0.8,0.8,0.8,0.8,1,july,0.749263424,0.689541118,0.8648732,551,Pyrethroid (2020)
Jama'are,Taura,2024,Jama'are,0.8,0.8,0.8,0.8,2,july,0.749263424,0.689541118,0.8648732,1646,Pyrethroid (2020)
Jama'are,Taura,2027,Jama'are,0.8,0.8,0.8,0.8,3,july,0.749263424,0.689541118,0.8648732,2741,Pyrethroid (2020)
Jama'are,Taura,2030,Jama'are,0.8,0.8,0.8,0.8,4,july,0.749263424,0.689541118,0.8648732,3836,Pyrethroid (2020)
Jega,Birnin Kebbi,2021,Jega,0.934417004,0.8,0.8,0.915591009,1,august,0.700200915,0.750959923,0.873235608,588,PBO (2021)
Jega,Birnin Kebbi,2024,Jega,0.934417004,0.8,0.8,0.915591009,2,august,0.700200915,0.750959923,0.873235608,1683,PBO (2021)
Jega,Birnin Kebbi,2027,Jega,0.934417004,0.8,0.8,0.915591009,3,august,0.700200915,0.750959923,0.873235608,2778,PBO (2021)
Jega,Birnin Kebbi,2030,Jega,0.934417004,0.8,0.8,0.915591009,4,august,0.700200915,0.750959923,0.873235608,3873,PBO (2021)
Jema'a,Soba,2022,Jema'a,0.8,0.8,0.8,0.8,1,july,0.50980792,0.746937746,0.664175216,916,PBO (2021)
Jema'a,Soba,2025,Jema'a,0.8,0.8,0.8,0.8,2,july,0.50980792,0.746937746,0.664175216,2011,PBO (2021)
Jema'a,Soba,2028,Jema'a,0.8,0.8,0.8,0.8,3,july,0.50980792,0.746937746,0.664175216,3106,PBO (2021)
Jere,Gawabawa,2020,Jere,0.8,0.8,0.8,0.8,1,august,0.753750697,0.751459291,0.903166987,223,PBO (2021)
Jere,Gawabawa,2023,Jere,0.8,0.8,0.8,0.8,2,august,0.753750697,0.751459291,0.903166987,1318,PBO (2021)
Jere,Gawabawa,2026,Jere,0.8,0.8,0.8,0.8,3,august,0.753750697,0.751459291,0.903166987,2413,PBO (2021)
Jere,Gawabawa,2029,Jere,0.8,0.8,0.8,0.8,4,august,0.753750697,0.751459291,0.903166987,3508,PBO (2021)
Jibia,Rimi,2021,Jibia,0.854166667,0.826086957,0.8,0.8,1,march,0.628110182,0.749983655,0.816973639,435,PBO (2021)
Jibia,Rimi,2024,Jibia,0.854166667,0.826086957,0.8,0.8,2,march,0.628110182,0.749983655,0.816973639,1530,PBO (2021)
Jibia,Rimi,2027,Jibia,0.854166667,0.826086957,0.8,0.8,3,march,0.628110182,0.749983655,0.816973639,2625,PBO (2021)
Jibia,Rimi,2030,Jibia,0.854166667,0.826086957,0.8,0.8,4,march,0.628110182,0.749983655,0.816973639,3720,PBO (2021)
Jos East,Soba,2020,Jos East,0.8,0.8,0.8,0.8,1,july,0.522538958,0.554956846,0.583599957,186,Pyrethroid (2020)
Jos East,Soba,2023,Jos East,0.8,0.8,0.8,0.8,2,july,0.522538958,0.554956846,0.583599957,1281,Pyrethroid (2020)
Jos East,Soba,2026,Jos East,0.8,0.8,0.8,0.8,3,july,0.522538958,0.554956846,0.583599957,2376,Pyrethroid (2020)
Jos East,Soba,2029,Jos East,0.8,0.8,0.8,0.8,4,july,0.522538958,0.554956846,0.583599957,3471,Pyrethroid (2020)
Jos North,Soba,2020,Jos North,0.8,0.8,0.8,0.8,1,july,0.493441356,0.533403445,0.53,186,Pyrethroid (2020)
Jos North,Soba,2023,Jos North,0.8,0.8,0.8,0.8,2,july,0.493441356,0.533403445,0.53,1281,Pyrethroid (2020)
Jos North,Soba,2026,Jos North,0.8,0.8,0.8,0.8,3,july,0.493441356,0.533403445,0.53,2376,Pyrethroid (2020)
Jos North,Soba,2029,Jos North,0.8,0.8,0.8,0.8,4,july,0.493441356,0.533403445,0.53,3471,Pyrethroid (2020)
Jos South,Soba,2020,Jos South,0.8,0.8,0.8,0.8,1,july,0.463767002,0.510654246,0.53,186,Pyrethroid (2020)
Jos South,Soba,2023,Jos South,0.8,0.8,0.8,0.8,2,july,0.463767002,0.510654246,0.53,1281,Pyrethroid (2020)
Jos South,Soba,2026,Jos South,0.8,0.8,0.8,0.8,3,july,0.463767002,0.510654246,0.53,2376,Pyrethroid (2020)
Jos South,Soba,2029,Jos South,0.8,0.8,0.8,0.8,4,july,0.463767002,0.510654246,0.53,3471,Pyrethroid (2020)
Kabba/Bunu,Oke-Ero,2020,Kabba-Bunu,0.8,0.8,0.8,0.8,1,july,0.319779497,0.728762304,0.65,186,PBO (2021)
Kabba/Bunu,Oke-Ero,2023,Kabba-Bunu,0.8,0.8,0.8,0.8,2,july,0.319779497,0.728762304,0.65,1281,PBO (2021)
Kabba/Bunu,Oke-Ero,2026,Kabba-Bunu,0.8,0.8,0.8,0.8,3,july,0.319779497,0.728762304,0.65,2376,PBO (2021)
