,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
51,Okobo,Nsit Ubium,0.3,0.222222222,0.454545455,0.290909091
52,Onna,Nsit Ubium,0.415362737,0.411823643,0.219786096,0.410602704
53,Oruk Anam,Nsit Ubium,0.345323717,0.431578963,0.239130379,0.284408547
54,Ukanafun,Nsit Ubium,0.265452627,0.285096449,0.102586479,0.139673943
55,Uruan,Nsit Ubium,0.33564019,0.30263162,0.215921543,0.260106819
56,Urue-Offong/Oruko,Nsit Ubium,0.421052632,0.307692308,0.208333333,0.321428571
57,Ayamelum,Uzo-Uwani,0.226000001,0.090196079,0.056149735,0.148743718
58,Uyo,Nsit Ubium,0.189887959,0.077486364,0.109020534,0.123168765
59,Aguata,Oru West,0.255850471,0.387034474,0.239642794,0.237666189
60,Anambra East,Uzo-Uwani,0.107142857,0.224106265,0.1,0.035087719
61,Anambra West,Uzo-Uwani,0.32464731,0.370188311,0.265600186,0.278397658
62,Anaocha,Oru West,0.181100292,0.123857833,0.152765099,0.105016002
63,Dunukofia,Uzo-Uwani,0.276486564,0.224106265,0.160050482,0.188842186
64,Ekwusigo,Oru West,0.366666667,0.083333333,0.041666667,0.203389831
65,Idemili North,Uzo-Uwani,0.293142139,0.219004233,0.1091815,0.194200106
66,Idemili South,Oru West,0.184337998,0.117186102,0.091506586,0.163297291
67,Ihiala,Oru West,0.200934575,0.230563004,0.187705817,0.306561085
68,Njikoka,Uzo-Uwani,0.285714286,0.16700485,0.195035427,0.150182471
69,Nnewi North,Oru West,0.252890955,0.225946586,0.152765099,0.217649894
70,Nnewi South,Oru West,0.384363006,0.428571429,0.244666354,0.251257319
71,Ogbaru,Ahoada West,0.346153846,0.266666667,0.363636364,0.220588235
72,Onitsha North,Uzo-Uwani,0.03030303,0.224106265,0.160050482,0.029850746
73,Onitsha South,Uzo-Uwani,0.276486564,0.224106265,0.047619048,0.015151515
74,Orumba North,Oru West,0.254172856,0.159451365,0.102097342,0.110652484
75,Orumba South,Oru West,0.252890955,0.225946586,0.152765099,0.217649894
76,Oyi,Uzo-Uwani,0.22643074,0.060150372,0.033836856,0.101360915
77,Alkaleri,Alkaleri,0.455387964,0.397922582,0.306625021,0.457443319
78,Bauchi,Alkaleri,0.449957029,0.254519356,0.275214477,0.412964953
79,Bogoro,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113
80,Damban,Darazo,0.320754717,0.325,0.282608696,0.519480519
81,Darazo,Darazo,0.381143004,0.333840547,0.354634865,0.522147671
82,Dass,Alkaleri,0.861111111,0.461538462,0.363636364,0.773584906
83,Gamawa,Gwarzo,0.484848485,0.25,0.333333333,0.634920635
84,Jama'are,Taura,0.53934621,0.444648002,0.516734467,0.797350525
85,Ganjuwa,Darazo,0.576367392,0.244194758,0.307748719,0.624384825
86,Giade,Darazo,0.314285714,0.085714286,0.142857143,0.308823529
87,Itas/Gadau,Taura,0.704426374,0.610191562,0.629827895,0.915155207
88,Katagum,Gwarzo,0.515383228,0.391156259,0.432060917,0.764630621
89,Kirfi,Alkaleri,0.611111111,0.157894737,0.193548387,0.483870968
90,Misau,Darazo,0.388163903,0.340650807,0.23447449,0.609141639
91,Ningi,Takali,0.599580132,0.317186346,0.365245735,0.69904886
92,Ukum,Keana,0.402895063,0.341754412,0.408776947,0.277550274
93,Shira,Takali,0.781774613,0.55818179,0.45037035,0.758869912
94,Tafawa-Balewa,Alkaleri,0.461421544,0.263822992,0.171341493,0.42448662
95,Toro,Giwa,0.481885111,0.255012033,0.242007543,0.632073731
96,Warji,Takali,0.861111111,0.296296296,0.390243902,0.836363636
97,Zaki,Taura,0.498359592,0.41261459,0.456992977,0.706893587
98,Kolokuma/Opokuma,Ahoada West,0.236773625,0.146298451,0.199398894,0.25380437
99,Nembe,Ahoada West,0.615384615,0.555555556,0.35,0.528301887
100,Ogbia,Ahoada West,0.279080839,0.195282068,0.099086898,0.168082691
101,Sagbama,Ahoada West,0.231956133,0.226313895,0.173679613,0.205364027
102,Yenegoa,Isoko South,0.266772758,0.256305154,0.222104023,0.244577309
103,Ado,Akinyele,0.394663802,0.22521866,0.201283786,0.280297908
104,Agatu,Keana,0.75,0.833333333,0.655172414,0.705882353
105,Apa,Keana,0.842105263,0.352941176,0.416666667,0.467741935
106,Buruku,Keana,0.678571429,0.527777778,0.546875,0.523584906
107,Gboko,Keana,0.764633412,0.645455044,0.438547558,0.565466494
108,Guma,Keana,0.754372326,0.751840155,0.739637308,0.670350686
109,Gwer East,Oke-Ero,0.888888889,0.916666667,0.739130435,0.660714286
110,Gwer West,Keana,0.535714286,0.294117647,0.866666667,0.484375
111,Katsina-Ala,Keana,0.770171343,0.610136606,0.461619835,0.540749047
112,Konshisha,Oke-Ero,0.37037037,0.181818182,0.307692308,0.353846154
113,Logo,Keana,0.508873086,0.36051872,0.345747474,0.443661769
114,Makurdi,Keana,0.805491132,0.613397361,0.655426287,0.646262764
115,Obi1,Keana,0.508873086,0.36051872,0.345747474,0.443661769
116,Ogbadibo,Owan East,0.464431748,0.418946669,0.343821936,0.380122437
117,Ohimini,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976
118,Oju,Oke-Ero,0.623814125,0.399359141,0.386233941,0.415949169
119,Okpokwu,Akinyele,0.484848485,0.133333333,0.142857143,0.34375
120,Oturkpo,Owan East,0.665504672,0.504148738,0.437773746,0.495138587
121,Tarka,Keana,0.88,0.583333333,0.782608696,0.716666667
122,Ushongo,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446
123,Vandeikya,Oke-Ero,0.581193317,0.487317931,0.378051261,0.458639931
124,Askira/Uba,Darazo,0.349526848,0.286287543,0.113684119,0.346127211
125,Enugu East,Uzo-Uwani,0.329093825,0.20369517,0.219981236,0.228052903
126,Bayo,Alkaleri,0.324324324,0.565217391,0.448979592,0.479452055
127,Biu,Darazo,0.157894737,0.171428571,0.156862745,0.222222222
128,Chibok,Darazo,0.452267101,0.327499677,0.260204646,0.492014848
129,Damboa,Darazo,0.452267101,0.327499677,0.260204646,0.492014848
130,Biase,Ngor-Okpala,0.482671224,0.526268077,0.476156082,0.550827005
131,Dikwa,Darazo,0.452267101,0.327499677,0.260204646,0.492014848
132,Gubio,Gawabawa,0.285714286,0.352734644,0.238095238,0.212765957
133,Jere,Gawabawa,0.511039422,0.394532061,0.208201451,0.382382438
134,Guzamala,Babura,0.717584416,0.651199027,0.639332017,0.715626442
135,Hawul,Darazo,0.337806295,0.384955748,0.285515959,0.308921158
136,Kwaya Kusar,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113
137,Enugu North,Uzo-Uwani,0.154716936,0.048309143,0.141453801,0.113708785
138,Kaga,Darazo,0.388888889,0.318181818,0.233333333,0.385964912
139,Mafa,Darazo,0.452267101,0.327499677,0.260204646,0.492014848
140,Obudu,Obubra,0.647208055,0.594090851,0.548608298,0.560815073
141,Konduga,Darazo,0.512820513,0.421052632,0.689655172,0.698113208
142,Bomadi,Isoko South,0.375,0.789473684,0.3,0.303571429
143,Magumeri,Gawabawa,0.541896854,0.352734644,0.28107122,0.599523849
144,Maiduguri,Darazo,0.459238917,0.46306288,0.282129313,0.444007024
145,Shani,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113
146,Abi,Obubra,0.64610383,0.450892796,0.426174519,0.566548821
147,Marte,Babura,0.717584416,0.651199027,0.639332017,0.715626442
148,Nganzai,Gawabawa,0.541896854,0.352734644,0.28107122,0.599523849
149,Bekwara,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446
150,Calabar-Municipal,Nsit Ubium,0.331461607,0.392374883,0.149901442,0.248555116
151,Ikom,Obubra,0.5828662,0.461164995,0.73705717,0.47923167
152,Obubra,Obubra,0.674772031,0.704081635,0.539772723,0.587939693
153,Enugu South,Uzo-Uwani,0.117565295,0.096628193,0.089494789,0.134867503
154,Odukpani,Ngor-Okpala,0.341531595,0.210471194,0.048749998,0.308634786
155,Ogoja,Obubra,0.482802547,0.54187192,0.533333333,0.462743438
156,Yakurr,Obubra,0.24258289,0.088757375,0.255827844,0.349943355
157,Ogbomosho North,Akinyele,0.378056084,0.444615416,0.408676299,0.388909059
158,Yala,Oke-Ero,0.354784519,0.478395015,0.378736362,0.41809937
159,Aniocha North,Uzo-Uwani,0.454545455,0.642857143,0.575757576,0.490196078
160,Aniocha South,Uzo-Uwani,0.309074723,0.216639461,0.149918383,0.114574196
161,Ibadan South West,Owan East,0.269024205,0.426143685,0.247986825,0.278602363
162,Ethiope East,Isoko South,0.071428571,0.156482654,0.052470085,0.07965734
163,Ethiope West,Isoko South,0.2,0.255845189,0.111111111,0.255813953
164,Ika North East,Uzo-Uwani,0.1,0.166666667,0.160050482,0.038461538
165,Ika South,Uzo-Uwani,0.276486564,0.224106265,0.076923077,0.0625
166,Isoko North,Isoko South,0.166666667,0.285714286,0.25,0.142857143
167,Ogbomosho South,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976
168,Isoko South,Isoko South,0.463214914,0.49319292,0.535686944,0.394115143
169,Ndokwa East,Ahoada West,0.416666667,0.307692308,0.214285714,0.366666667
170,Ndokwa West,Isoko South,0.631578947,0.5,0.470588235,0.321428571
171,Okpe,Isoko South,0.333333333,0.166666667,0.148148148,0.266666667
172,Oshimili North,Uzo-Uwani,0.276486564,0.224106265,0.160050482,0.188842186
173,Oshimili South,Uzo-Uwani,0.375,0.444444444,0.166666667,0.37254902
174,Patani,Isoko South,0.489620759,0.569279466,0.528683068,0.357097751
175,Sapele,Isoko South,0.335412085,0.218260693,0.274587058,0.349576812
176,Udu,Isoko South,0.578947368,0.285714286,0.392857143,0.327272727
177,Ughelli North,Isoko South,0.190181401,0.12316324,0.039430875,0.130051453
178,Ughelli South,Isoko South,0.498249426,0.48956742,0.224957721,0.182540209
179,Ukwuani,Uzo-Uwani,0.266666667,0.1,0.058823529,0.217391304
180,Uvwie,Isoko South,0.294117647,0.368943463,0.238086574,0.153605817
181,Warri South,Isoko South,0.351097037,0.450830272,0.38439152,0.345305595
182,Ohaozara,Obubra,0.727416794,0.717607948,0.722082809,0.655497383
183,Abakaliki,Owan East,0.763663577,0.624739896,0.555434439,0.620208008
184,Afikpo North,Oru West,0.905685179,0.7833935,0.678846153,0.738112654
185,Afikpo South,Ngor-Okpala,0.66709147,0.563956235,0.528864595,0.583653742
186,Ebonyi,Owan East,0.464431748,0.418946669,0.343821936,0.380122437
187,Ezza North,Owan East,0.68627451,0.6,0.529411765,0.5625
188,Ezza South,Obubra,0.735494891,0.665466448,0.65376283,0.622009871
189,Ikwo,Obubra,0.762011018,0.676328931,0.602892256,0.710917223
190,Ishielu,Owan East,0.620780141,0.706437387,0.497992048,0.589326015
191,Ivo,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909
192,Izzi,Owan East,0.551277798,0.537229424,0.444185918,0.516621408
193,Ohaukwu,Owan East,0.375,0.5,0.483870968,0.446428571
194,Onicha,Obubra,0.674363328,0.706345041,0.57082199,0.662857148
195,Akoko-Edo,Owan East,0.403855019,0.232317606,0.394492588,0.499327837
196,Egor,Uzo-Uwani,0.199248098,0.166666667,0.21594687,0.156359395
197,Esan North East,Uzo-Uwani,0.266666667,0.3,0.230769231,0.227272727
198,Esan Central,Owan East,0.555555556,0.625,0.235294118,0.280701754
199,Esan South East,Uzo-Uwani,0.419240922,0.298191902,0.318773719,0.413052039
200,Esan West,Uzo-Uwani,0.333333333,0.4,0.6,0.243243243
201,Etsako Central,Owan East,0.25,0.133333333,0.391304348,0.160714286
202,Etsako East,Owan East,0.222853343,0.035081229,0.082263184,0.219326988
203,Etsako West,Owan East,0.156801223,0.047429771,0.039901288,0.091796309
204,Igueben,Uzo-Uwani,0.246225282,0.155754508,0.318977515,0.312708352
205,Ikpoba-Okha,Uzo-Uwani,0.320654373,0.317064796,0.486610421,0.409053457
206,Aninri,Oru West,0.415856951,0.502677276,0.181500874,0.379519564
207,Oredo,Uzo-Uwani,0.408607556,0.324212256,0.228866773,0.318484301
208,Orhionmwon,Uzo-Uwani,0.25178341,0.296366685,0.275456393,0.242035061
209,Ovia North East,Owan East,0.363636364,0.3,0.166666667,0.375
210,Ovia South West,Akinyele,0.631147615,0.384615397,0.516129069,0.518817183
211,Owan East,Owan East,0.37037037,0.25,0.25,0.372093023
212,Owan West,Owan East,0.151941644,0.138882972,0.214010569,0.387601876
213,Uhunmwonde,Owan East,0.224944264,0.162064783,0.167862242,0.283756511
214,Ado Ekiti,Owan East,0.307654798,0.266792702,0.30162414,0.251320966
215,Efon-Alayee,Oke-Ero,0.209302326,0.375,0.166666667,0.225490196
216,Ekiti East,Oke-Ero,0.25,0.299429972,0.125,0.188679245
217,Ekiti South West,Oke-Ero,0.27166064,0.266233759,0.271209078,0.255773664
218,Awgu,Oru West,0.083333333,0.095238095,0.107142857,0.085365854
219,Ekiti West,Oke-Ero,0.184223534,0.213830864,0.207872038,0.250242197
220,Emure,Oke-Ero,0.357142857,0.153846154,0.090909091,0.216666667
221,Gboyin,Obubra,0.31983529,0.131551915,0.188804999,0.238079038
222,Idosi-Osi,Oke-Ero,0.200434256,0.201353458,0.15356295,0.157016209
223,Ijero,Oke-Ero,0.351895834,0.399107494,0.215514406,0.210181374
224,Ikere,Owan East,0.5,0.166666667,0.3,0.288888889
225,Ikole,Oke-Ero,0.213149407,0.229371439,0.189242759,0.224233591
226,Ilemeji,Oke-Ero,0.666666667,0.571428571,0.4,0.24
227,Irepodun/Ifelodun,Oke-Ero,0.181818182,0.299429972,0.260379648,0.157894737
228,Ise/Orun,Oke-Ero,0.171060699,0.158432706,0.218823528,0.266373142
229,Moba,Oke-Ero,0.383931717,0.196426059,0.159547617,0.17050588
230,Oye,Oke-Ero,0.245703847,0.209197195,0.036515435,0.143266993
231,Ezeagu,Uzo-Uwani,0.406541925,0.310152923,0.183547524,0.347315147
232,Igbo-Etiti,Uzo-Uwani,0.169787781,0.114435291,0.170949379,0.215102855
233,Igbo-Eze North,Uzo-Uwani,0.221092798,0.217855838,0.209511436,0.118120562
234,Igbo-Eze South,Uzo-Uwani,0.233254471,0.136519718,0.166793844,0.240351624
235,Isi-Uzo,Owan East,0.464431748,0.418946669,0.343821936,0.380122437
236,Nkanu East,Owan East,0.559380035,0.306545916,0.262474999,0.394325816
237,Nkanu West,Uzo-Uwani,0.210526316,0.1,0.160050482,0.106060606
238,Nsukka,Uzo-Uwani,0.38611887,0.308084027,0.130108738,0.221830526
239,Oji-River,Oru West,0.086956522,0.225946586,0.055555556,0.038961039
240,Udenu,Uzo-Uwani,0.218782976,0.170819671,0.028096039,0.175444736
241,Udi,Uzo-Uwani,0.3040081,0.253926617,0.162436058,0.258933681
242,Uzo-Uwani,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862
243,Ahiazu-Mbaise,Ngor-Okpala,0.090909091,0.428571429,0.076923077,0.214285714
244,Abaji,Keana,0.426753569,0.242500786,0.181989309,0.341084875
245,Bwari,Giwa,0.244205568,0.13000955,0.04295174,0.179001411
246,Gwagwalada,Keana,0.335692259,0.228815615,0.178987204,0.224981429
247,Kuje,Keana,0.508873086,0.36051872,0.345747474,0.443661769
248,Kwali,Keana,0.249141339,0.091169507,0.095544523,0.240719521
249,Bunkure,Gwarzo,0.829787234,0.666666667,0.794117647,0.861111111
250,Abuja Municipal,Keana,0.418523067,0.320238662,0.155117782,0.264070273
251,Akko,Alkaleri,0.31899959,0.2148466,0.214430948,0.466775466
252,Balanga,Alkaleri,0.556849082,0.508376924,0.564286353,0.803248637
253,Billiri,Alkaleri,0.531522209,0.380907069,0.33393797,0.705255164
254,Dukku,Darazo,0.233051961,0.096059125,0.098622582,0.422999526
255,Funakaye,Alkaleri,0.35483871,0.215686275,0.205882353,0.555555556
256,Gombe,Alkaleri,0.359366859,0.280686294,0.281409971,0.460274947
257,Kaltungo,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113
258,Kwami,Alkaleri,0.304503189,0.193656634,0.159344999,0.530232685
259,Dala,Alkaleri,0.658560253,0.452861936,0.465236703,0.621102597
260,Nafada,Alkaleri,0.480470832,0.387279203,0.271401175,0.718152909
261,Shomgom,Alkaleri,0.528795842,0.400231178,0.481615342,0.835300207
262,Yamaltu/Deba,Alkaleri,0.352948378,0.312419728,0.151352523,0.634547765
263,Aboh-Mbaise,Ngor-Okpala,0.194444444,0.266473717,0.076923077,0.086021505
264,Fagge,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113
265,Ehime-Mbano,Ngor-Okpala,0.1769013,0.190706742,0.191736714,0.128451426
266,Ezinihitte,Ngor-Okpala,0.039516986,0.062695796,0.109386966,0.189200567
267,Ideato North,Oru West,0.096977064,0.134732491,0.062479402,0.126360864
268,Ideato South,Ngor-Okpala,0.454545455,0.266473717,0.095238095,0.117647059
269,Ihitte/Uboma,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909
270,Ikeduru,Ngor-Okpala,0.169572346,0.12167345,0.171591701,0.240899779
271,Isiala Mbano,Ngor-Okpala,0.289884807,0.243586368,0.227390223,0.210542634
272,Isu,Ngor-Okpala,0.214285714,0.266473717,0.25,0.288135593
273,Mbaitoli,Ngor-Okpala,0.388128732,0.305279057,0.151276234,0.283367964
274,Obowo,Ngor-Okpala,0.04616033,0.075746025,0.067782444,0.145227952
275,Ngor-Okpala,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846
276,Njaba,Ngor-Okpala,0.304424538,0.086561791,0.036011103,0.032867537
277,Nkwerre,Ngor-Okpala,0.222012635,0.104956786,0.219305704,0.182582974
278,Nwangele,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909
279,Oyo East,Akinyele,0.222222222,0.142857143,0.277777778,0.257575758
280,Oguta,Oru West,0.35483871,0.333333333,0.24,0.294117647
281,Ohaji/Egbema,Oru West,0.261863148,0.095878891,0.096041132,0.150670666
282,Okigwe,Ngor-Okpala,0.24,0.192307692,0.068181818,0.101449275
283,Orlu,Oru West,0.260869565,0.125,0.133333333,0.157303371
284,Orsu,Oru West,0.257919839,0.364935574,0.328369299,0.243362921
285,Oru East,Oru West,0.052631579,0.222222222,0.227272727,0.166666667
286,Oru West,Oru West,0.272736387,0.333250624,0.207451519,0.346218903
287,Owerri-Municipal,Oru West,0.8125,0.75,0.916666667,0.585714286
288,Tofa,Taura,0.75,0.55,0.42,0.784810127
289,Owerri North,Ngor-Okpala,0.619047619,0.666666667,0.526315789,0.607843137
290,Owerri West,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909
291,Unuimo,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909
292,Auyo,Taura,0.727272727,0.692307692,0.771428571,0.747663551
293,Babura,Babura,0.874582296,0.842755015,0.74694856,0.861709269
294,Biriniwa,Taura,0.749295991,0.646893034,0.947368421,0.767208089
295,Malam Madori,Taura,0.857142857,0.818181818,0.875,0.931034483
296,Birni Kudu,Takali,0.879221521,0.780412827,0.840102739,0.8898771
297,Buji,Takali,0.742088223,0.432266982,0.549887443,0.86602248
298,Jahun,Taura,0.906724843,0.88129703,0.796475482,0.931820208
299,Dutse,Takali,0.740198607,0.8758553,0.622426255,0.767381241
300,Gagarawa,Taura,0.923076923,0.972222222,0.871794872,0.942028986
301,Kafin Hausa,Taura,0.950194866,0.840231475,0.908210855,0.972138948
302,Garki,Babura,0.944444444,0.878787879,0.952380952,0.932432432
303,Gumel,Babura,0.813953488,0.814814815,0.9,0.983050847
304,Guri,Taura,0.749295991,0.646893034,0.603650819,0.767208089
305,Gwaram,Takali,0.836572687,0.813620788,0.702300859,0.915806931
306,Gwiwa,Babura,0.942307692,0.903225806,0.838709677,0.951612903
307,Hadejia,Taura,0.749295991,0.646893034,0.603650819,0.767208089
308,Kaugama,Taura,0.87755102,0.888888889,0.921052632,0.767208089
309,Kazaure,Babura,0.867924528,0.789473684,0.796875,0.949367089
310,Kiri Kasamma,Taura,0.95426831,0.931417983,0.902249808,0.953359679
311,Tsanyawa,Gwarzo,0.914893617,0.652173913,0.611111111,0.873015873
312,Miga,Taura,0.749295991,0.916666667,0.962962963,0.97826087
313,Ringim,Taura,0.828571429,0.95,0.846153846,0.970149254
314,Roni,Babura,0.717584416,0.651199027,0.639332017,0.715626442
315,Taura,Taura,0.822222222,0.769230769,0.620689655,0.841269841
316,Yankwashi,Babura,0.906122861,0.769208941,0.818889593,0.939150636
317,kiyawa,Takali,0.836363636,0.697674419,0.513513514,0.823529412
318,Dutsi,Rimi,0.774193548,0.68,0.605263158,0.707692308
319,Birnin-Gwari,Giwa,0.582706192,0.469378753,0.328007795,0.532330697
320,Kajuru,Soba,0.928571429,0.761904762,0.48,0.652173913
321,Chikun,Soba,0.8,0.846153846,0.52,0.508474576
322,Giwa,Giwa,0.737419113,0.583410843,0.416886871,0.720179025
323,Koko/Besse,Birnin Kebbi,0.950888927,0.844308444,0.675011074,0.85687547
324,Igabi,Soba,0.566011302,0.528315258,0.436655293,0.481778827
325,Ikara,Soba,0.633002088,0.472517731,0.580761674,0.604234676
326,Jaba,Oke-Ero,0.555555556,0.5,0.272727273,0.523809524
327,Ogori/Mangongo,Owan East,0.464431748,0.418946669,0.343821936,0.380122437
328,Jema'a,Soba,0.471794867,0.268834255,0.250138653,0.423622566
329,Kachia,Ngor-Okpala,0.492198246,0.473976046,0.37721268,0.382450653
330,Kaduna North,Soba,0.218632612,0.254940711,0.159292034,0.089167459
331,Kudan,Giwa,0.78026403,0.584976317,0.686797898,0.682705958
332,Kagarko,Oke-Ero,0.869565217,0.333333333,0.352941176,0.5
333,Kaura,Soba,0.904761905,0.571428571,0.586206897,0.529411765
334,Kauru,Soba,0.954545455,0.515566576,0.666666667,0.838235294
335,Kubau,Soba,0.811072268,0.714979278,0.554951194,0.65087995
336,Lere,Soba,0.864,0.712250712,0.571332887,0.718087019
337,Markafi,Gwarzo,0.705952781,0.606857993,0.508646207,0.693592607
338,Sabon-Gari,Soba,0.607866755,0.354691675,0.361975754,0.374085897
339,Sanga,Soba,0.7,0.541666667,0.75,0.508196721
340,Soba,Soba,0.843427297,0.749648955,0.739366889,0.67322227
341,Zango-Kataf,Soba,0.61059512,0.537943709,0.637003665,0.728417262
342,Zaria,Soba,0.619440196,0.399002754,0.32668156,0.367714952
343,Kaduna South,Soba,0.476059913,0.531677658,0.435082141,0.380913205
344,Bichi,Gwarzo,0.705952781,0.606857993,0.508646207,0.693592607
345,Ajingi,Taura,0.838709677,0.727272727,0.740740741,0.980769231
346,Albasu,Takali,0.789473684,0.631578947,0.590909091,0.806451613
347,Bagwai,Babura,0.907407407,0.697674419,0.710526316,0.838235294
348,Bebeji,Gwarzo,0.763157895,0.7,0.575757576,0.666666667
349,Dambatta,Babura,0.584615385,0.567567568,0.285714286,0.705882353
350,Dawakin Kudu,Gwarzo,0.85,0.681818182,0.611111111,0.694444444
351,Dawakin Tofa,Taura,0.829268293,0.794117647,0.62,0.793650794
352,Doguwa,Giwa,0.736111111,0.770833333,0.5,0.816091954
353,Gabasawa,Taura,0.658536585,0.612903226,0.661016949,0.698924731
354,Garko,Gwarzo,0.658536585,0.407407407,0.408163265,0.6625
355,Garum Mallam,Gwarzo,0.818181818,0.75,0.608695652,0.783783784
356,Gaya,Gwarzo,0.878787879,0.730769231,0.806451613,0.941176471
357,Gezawa,Gwarzo,0.740740741,0.741935484,0.711538462,0.718309859
358,Gwale,Alkaleri,0.761861053,0.732151497,0.715963606,0.644022018
359,Gwarzo,Gwarzo,0.673076923,0.5,0.403508772,0.538461538
