,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
719,Iwajowa,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
720,Atigbo,Oke-Ero,0.421052632,0.315789474,0.375,0.579545455
721,Baruten,Oke-Ero,0.159087158,0.035065667,0.061186654,0.166466891
722,Borgu,Oke-Ero,0.168695913,0.105193908,0.078409211,0.01298473
723,Bagudo,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
724,Dandi,Birnin Kebbi,0.673076923,0.363636364,0.482758621,0.669902913
725,Arewa-Dandi,Birnin Kebbi,0.24982629,0.179934011,0.149465346,0.235459039
726,Gudu,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
727,Tangaza,Gawabawa,0.108458844,0.060626686,0.062426311,0.096097868
728,Gada,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
729,Sabon Birni,Gawabawa,0.140360189,0.076231098,0.060961644,0.093340935
730,kaita,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
731,Jibia,Rimi,0.567901235,0.25,0.303030303,0.472440945
732,Mashi,Rimi,0.182538477,0.050374429,0.051449907,0.206796237
733,Mai'Adua,Rimi,0.179420244,0.076654309,0.06497504,0.164271353
734,Zango,Babura,0.084019284,0.048532657,0.053251464,0.085591563
735,Baure,Babura,0.084019284,0.048532657,0.053251464,0.085591563
736,Sule-Tankarkar,Babura,0.227820261,0.139816123,0.1515807,0.243173794
737,Maigatari,Babura,0.093275884,0.03327189,0.012020559,0.168211251
738,Ussa,Oru West,0.230641915,0.164100907,0.116855278,0.210331671
739,Machina,Taura,0.181535236,0.11021374,0.086236149,0.171748891
740,Yusufari,Taura,0.012363246,0.11021374,0.013154353,0.028588973
741,Shomolu,Isoko South,0.390556111,0.191331319,0.17169163,0.153344743
742,Yunusari,Babura,0.084019284,0.048532657,0.053251464,0.085591563
743,Monguno,Babura,0.056161236,0.048532657,0.050589557,0.036940684
744,Mobbar,Babura,0.084019284,0.048532657,0.053251464,0.085591563
745,Ngala,Taura,0.181535236,0.11021374,0.086236149,0.171748891
746,Abadam,Babura,0.15,0.176470588,0.115384615,0.180555556
747,Kukawa,Babura,0.023057171,0.048532657,0.022361381,0.034664626
748,Kala/Balge,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
749,Bama,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
750,Gwoza,Darazo,0.105014985,0.08448735,0.068696764,0.030073324
751,Madagali,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
752,Michika,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
753,Mubi North,Darazo,0.105014985,0.08448735,0.068696764,0.108877417
754,Maiha,Alkaleri,0.069444444,0.074074074,0.016666667,0.084745763
755,Fufore,Alkaleri,0.13044323,0.082130326,0.059652859,0.10186533
756,Jada,Alkaleri,0.132587204,0.076452603,0.071663483,0.132599888
757,Ganaye,Alkaleri,0.118463907,0.072751232,0.053568923,0.110290165
758,Toungo,Keana,0.185599666,0.112881666,0.096685117,0.159002102
759,Kurmi,Oru West,0.230641915,0.164100907,0.116855278,0.210331671
760,Gashaka,Oru West,0.230641915,0.164100907,0.116855278,0.210331671
761,Sardauna,Oru West,0.053972723,0.032064256,0.021688015,0.057962922
762,Takum,Keana,0.153177688,0.131992125,0.046401378,0.159741623
763,Kwande,Oke-Ero,0.168695913,0.105193908,0.078409211,0.165696417
764,Obanliku,Obubra,0.428571429,0.066666667,0.166666667,0.227272727
765,Boki,Obubra,0.290662596,0.379024434,0.251763788,0.384912365
766,Etung,Obubra,0.429713217,0.251621606,0.20387603,0.38575305
767,Akamkpa,Ngor-Okpala,0.173968308,0.09834203,0.141805012,0.282516219
768,Bakassi,Obubra,0.308113692,0.239554191,0.191552783,0.284120767
769,Akpabuyo,Nsit Ubium,0.336385119,0.237170329,0.216668236,0.34854346
770,Eti-Osa,Isoko South,0.8,0.120277523,0.272727273,0.410714286
771,Ikorodu,Uzo-Uwani,0.350620427,0.21074835,0.24305958,0.247997614
772,Kosofe,Isoko South,0.211353982,0.081754998,0.080696033,0.081031632
773,Lagos Island,Isoko South,0.111111111,0.285714286,0.090909091,0.094339623
774,Lagos Mainland,Isoko South,0.079546185,0.176827164,0.072668131,0.111708576
