LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use_m,U5201.repDS,U5_ITN_use_l,U5_ITN_use,six_nine_ITN_use_m,six_nine_ITN_use_l,six_nine_ITN_use,six_n.year,ten_eighteen_ITN_use_m,ten_eighteen_ITN_use_l,ten_eighteen_ITN_use,ten_e.year,over_eighteen_ITN_use_m,over_eighteen_ITN_use_l,over_eighteen_ITN_use,over_.year
Tambuwal,Tambuwal,Birnin Kebbi,1095,730,2013,0.771427002,0.699284483,0.878398111,0.0141217,Birnin Kebbi,0,0.132122541,0.016036437,0,0.111857525,2013,0.006088323,0,0.101254667,2013,0.009464527,0,0.136282986,2013
Tureta,Tureta,Birnin Kebbi,1095,730,2013,0.792046748,0.70782607,0.889651364,0.24982629,Birnin Kebbi,0.131825449,0.36782713,0.179934011,0.084112923,0.2757551,2013,0.149465346,0.054299002,0.244631691,2013,0.235459039,0.10864058,0.362277498,2013
Wamako,Wamako,Gawabawa,1095,730,2013,0.797146263,0.709862406,0.892253416,0.195121951,Gawabawa,0.117697333,0.272546569,0.111111111,0.065562925,0.156659297,2013,0.134615385,0.103222202,0.166008567,2013,0.142857143,0.096077354,0.189636932,2013
Wurno,Wurno,Gawabawa,1095,730,2013,0.774541035,0.700606421,0.880175993,0.114630392,Gawabawa,0.037205774,0.19205501,0.069580791,0.024032605,0.115128977,2013,0.06870721,0.037314028,0.100100393,2013,0.08942712,0.042647331,0.136206909,2013
Yabo,Yabo,Gawabawa,1095,730,2013,0.745764844,0.687948856,0.86259115,0.153846154,Gawabawa,0.076421536,0.231270772,0.03030303,0,0.075851216,2013,0.060961644,0.029568462,0.092354826,2013,0.032967033,0,0.079746822,2013
Ardo-Kola,Ardo-Kola,Keana,1095,730,2013,0.406347907,0.464913317,0.53,0.255319149,Keana,0.202736708,0.30790159,0.108108108,0.075190442,0.141025774,2013,0.081632653,0.05650304,0.106762266,2013,0.231481481,0.188841842,0.274121121,2013
Gassol,Gassol,Keana,1095,730,2013,0.374978294,0.439278935,0.53,0.144927536,Keana,0.092345095,0.197509977,0.021276596,0,0.054194262,2013,0.06,0.034870387,0.085129613,2013,0.171428571,0.128788932,0.214068211,2013
Bali,Bali,Keana,1095,730,2013,0.504206097,0.541470027,0.543316563,0.134883414,Keana,0.082300973,0.187465854,0.051672566,0.018754901,0.084590232,2013,0.040111241,0.014981628,0.065240854,2013,0.09657667,0.05393703,0.13921631,2013
Donga,Donga,Keana,1095,730,2013,0.45406133,0.503065731,0.53,0.070175439,Keana,0.017592998,0.122757879,0.054054054,0.021136388,0.08697172,2013,0.040816327,0.015686714,0.065945939,2013,0.062992126,0.020352486,0.105631766,2013
Ibi,Ibi,Keana,1095,730,2013,0.422424747,0.477905881,0.53,0.287878788,Keana,0.235296347,0.340461229,0.156862745,0.123945079,0.189780411,2013,0.0625,0.037370387,0.087629613,2013,0.219298246,0.176658606,0.261937885,2013
Jalingo,Jalingo,Keana,1095,730,2013,0.356978455,0.424462611,0.53,0.192307692,Keana,0.139725252,0.244890133,0.058823529,0.025905864,0.091741195,2013,0.119047619,0.093918006,0.144177232,2013,0.148148148,0.105508509,0.190787788,2013
Yorro,Yorro,Alkaleri,1095,730,2013,0.517387575,0.55120021,0.572644103,0.14064342,Alkaleri,0.116947902,0.164338939,0.089505412,0.069700537,0.109310287,2013,0.075154642,0.055769338,0.094539947,2013,0.133911821,0.113459013,0.154364629,2013
Potiskum,Potiskum,Darazo,1095,730,2013,0.756968245,0.692995272,0.869753749,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Karin-Lamido,Karin-Lamido,Alkaleri,1095,730,2013,0.39417534,0.455003762,0.53,0.128293658,Alkaleri,0.10459814,0.151989177,0.07975139,0.059946515,0.099556265,2013,0.058026797,0.038641493,0.077412101,2013,0.130531112,0.110078304,0.15098392,2013
Lau,Lau,Alkaleri,1095,730,2013,0.456276312,0.504803441,0.53,0.176470588,Alkaleri,0.15277507,0.200166107,0.111111111,0.091306236,0.130915986,2013,0.111111111,0.091725807,0.130496415,2013,0.154545455,0.134092647,0.174998263,2013
Wukari,Wukari,Keana,1095,730,2013,0.400486685,0.460148695,0.53,0.150943396,Keana,0.098360955,0.203525837,0.090909091,0.057991425,0.123826757,2013,0.052631579,0.027501966,0.077761192,2013,0.114285714,0.071646075,0.156925354,2013
Zing,Zing,Alkaleri,1095,730,2013,0.647611651,0.637049113,0.777987243,0.43902439,Alkaleri,0.415328872,0.462719909,0.275,0.255195125,0.294804875,2013,0.159090909,0.139705605,0.178476213,2013,0.313131313,0.292678505,0.333584121,2013
Bade,Bade,Taura,1095,730,2013,0.715785679,0.673687029,0.841216899,0.181535236,Taura,0.113920213,0.24915026,0.11021374,0.069729057,0.150698423,2013,0.086236149,0.048821515,0.123650783,2013,0.171748891,0.114239895,0.229257888,2013
Nguru,Nguru,Taura,1095,730,2013,0.638131481,0.63148795,0.767254793,0.636516535,Taura,0.568901512,0.704131559,0.384306201,0.343821518,0.424790884,2013,0.473967732,0.436553098,0.511382366,2013,0.626244283,0.568735287,0.683753279,2013
Bursari,Bursari,Taura,1095,730,2013,0.696388917,0.663861803,0.82547683,0.019230769,Taura,0,0.086845793,0.11021374,0.069729057,0.150698423,2013,0.086236149,0.048821515,0.123650783,2013,0.010869565,0,0.068378562,2013
Damaturu,Damaturu,Darazo,1095,730,2013,0.713904356,0.672754775,0.839759765,0.043478261,Darazo,0,0.09109091,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.092105263,0.053438561,0.130771965,2013
Fika,Fika,Darazo,1095,730,2013,0.755004111,0.692121556,0.868528229,0.104166667,Darazo,0.056554018,0.151779315,0.03030303,0,0.074473874,2013,0.01754386,0,0.053703286,2013,0.115384615,0.076717913,0.154051317,2013
Gujba,Gujba,Darazo,1095,730,2013,0.684790286,0.657759675,0.815265793,0.062670998,Darazo,0.015058349,0.110283647,0.00968468,0,0.053855523,2013,0.028991963,0,0.065151389,2013,0.081754929,0.043088227,0.120421631,2013
Fune,Fune,Darazo,1095,730,2013,0.756549801,0.692809524,0.869493717,0.02444186,Darazo,0,0.072054509,0.042418134,0,0.086588978,2013,0.033975358,0,0.070134784,2013,0.045896829,0.007230127,0.084563531,2013
Gulani,Gulani,Alkaleri,1095,730,2013,0.657079381,0.642489607,0.788184427,0.1375,Alkaleri,0.113804482,0.161195518,0.074074074,0.054269199,0.093878949,2013,0.046153846,0.026768542,0.06553915,2013,0.136363636,0.115910828,0.156816444,2013
Geidam,Geidam,Babura,1095,730,2013,0.758492868,0.693670268,0.870696388,0.084019284,Babura,0.031224227,0.136814341,0.048532657,0.014483779,0.082581536,2013,0.053251464,0.024693429,0.081809499,2013,0.085591563,0.039061959,0.132121167,2013
Nangere,Nangere,Darazo,1095,730,2013,0.80170709,0.711658449,0.894523088,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Jakusko,Jakusko,Taura,1095,730,2013,0.726795273,0.679053969,0.849460586,0.082095321,Taura,0.014480297,0.149710345,0.065810587,0.025325904,0.10629527,2013,0.050408599,0.012993965,0.087823233,2013,0.112344529,0.054835532,0.169853525,2013
Karasuwa,Karasuwa,Taura,1095,730,2013,0.736988539,0.683888724,0.856678729,0.288260415,Taura,0.220645391,0.355875439,0.199936198,0.159451515,0.240420881,2013,0.168878473,0.131463839,0.206293107,2013,0.299326087,0.241817091,0.356835083,2013
Tarmua,Tarmua,Rimi,1095,730,2013,0.741653475,0.686058597,0.859855304,0.179420244,Rimi,0.119339694,0.239500794,0.076654309,0.043086278,0.110222339,2013,0.06497504,0.036513712,0.093436369,2013,0.164271353,0.106166562,0.222376145,2013
Anka,Anka,Darazo,1095,730,2013,0.695814162,0.663563431,0.824985417,0.246153846,Darazo,0.198541198,0.293766495,0.129032258,0.084861415,0.173203101,2013,0.047619048,0.011459622,0.083778474,2013,0.213592233,0.174925531,0.252258935,2013
Bakura,Bakura,Darazo,1095,730,2013,0.73158069,0.681339741,0.852897483,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Birnin Magaji,Birnin Magaji,Rimi,1095,730,2013,0.793671815,0.708478232,0.890488041,0.043419911,Rimi,0,0.103500461,0.076654309,0.043086278,0.110222339,2013,0.00848454,0,0.036945869,2013,0.028149393,0,0.086254184,2013
Bukkuyum,Bukkuyum,Alkaleri,1095,730,2013,0.698622761,0.665017493,0.827372665,0.05,Alkaleri,0.026304482,0.073695518,0.048780488,0.028975613,0.068585363,2013,0.023255814,0.00387051,0.042641118,2013,0.072916667,0.052463859,0.093369475,2013
Bungudu,Bungudu,Takali,1095,730,2013,0.78759069,0.706022165,0.887320604,0.224901737,Takali,0.189887009,0.259916465,0.10031746,0.077731499,0.122903421,2013,0.108660286,0.085878157,0.131442415,2013,0.167375455,0.144223743,0.190527167,2013
Gummi,Gummi,Birnin Kebbi,1095,730,2013,0.733770917,0.682376452,0.854441885,0.24982629,Birnin Kebbi,0.131825449,0.36782713,0.179934011,0.084112923,0.2757551,2013,0.149465346,0.054299002,0.244631691,2013,0.235459039,0.10864058,0.362277498,2013
Ipokia,Ipokia,Uzo-Uwani,1095,730,2013,0.383971272,0.44665789,0.53,0.296296296,Uzo-Uwani,0.269161891,0.323430701,0.25,0.227109982,0.272890018,2013,0.225806452,0.203903587,0.247709316,2013,0.333333333,0.31755361,0.349113057,2013
Gusau,Gusau,Darazo,1095,730,2013,0.74575499,0.68794435,0.862584663,0.018984148,Darazo,0,0.066596797,0.08448735,0.040316507,0.128658193,2013,0.046142479,0.009983053,0.082301905,2013,0.026817245,0,0.065483947,2013
Kaura-Namoda,Kaura-Namoda,Rimi,1095,730,2013,0.83259153,0.72320853,0.908564528,0.057416727,Rimi,0,0.117497277,0.076654309,0.043086278,0.110222339,2013,0.06497504,0.036513712,0.093436369,2013,0.031152556,0,0.089257347,2013
Maradun,Maradun,Darazo,1095,730,2013,0.782439008,0.703907955,0.884557893,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Tsafe,Tsafe,Takali,1095,730,2013,0.751053987,0.690350267,0.866025051,0.101449555,Takali,0.066434826,0.136464283,0.05735459,0.034768629,0.079940551,2013,0.045574567,0.022792438,0.068356696,2013,0.089767787,0.066616075,0.112919498,2013
Maru,Maru,Giwa,1095,730,2013,0.663477353,0.646101776,0.794792939,0.0777625,Giwa,0,0.178752378,0.007313879,0,0.029095108,2013,0.042538072,0.009935467,0.075140678,2013,0.096649843,0,0.208217285,2013
Shinkafi,Shinkafi,Rimi,1095,730,2013,0.80839035,0.714247715,0.89775377,0.179420244,Rimi,0.119339694,0.239500794,0.076654309,0.043086278,0.110222339,2013,0.06497504,0.036513712,0.093436369,2013,0.164271353,0.106166562,0.222376145,2013
Talata Mafara,Talata Mafara,Darazo,1095,730,2013,0.728240789,0.679747419,0.850507895,0.475,Darazo,0.427387351,0.522612649,0.352941176,0.308770333,0.39711202,2013,0.243902439,0.207743013,0.280061865,2013,0.563218391,0.524551689,0.601885093,2013
Zurmi,Zurmi,Rimi,1095,730,2013,0.780157318,0.702961675,0.883310434,0.066582292,Rimi,0.006501742,0.126662841,0.043658249,0.010090219,0.077226279,2013,0.036866841,0.008405512,0.065328169,2013,0.05237906,0,0.110483851,2013
Mbo,Mbo,Nsit Ubium,1095,730,2013,0.299002486,0.376723643,0.53,0.3125,Nsit Ubium,0.260722171,0.364277829,0.2,0.1483308,0.2516692,2013,0.186046512,0.149084769,0.223008254,2013,0.287356322,0.252111331,0.322601313,2013
Oron,Oron,Nsit Ubium,1095,730,2013,0.308094501,0.384179387,0.53,0.071428571,Nsit Ubium,0.019650743,0.1232064,0.2,0.1483308,0.2516692,2013,0.081081081,0.044119338,0.118042824,2013,0.159090909,0.123845918,0.1943359,2013
Udung Uko,Udung Uko,Nsit Ubium,1095,730,2013,0.232099503,0.322887578,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Calabar South,Calabar South,Nsit Ubium,1095,730,2013,0.442007326,0.4935513,0.53,0.214285714,Nsit Ubium,0.162507886,0.266063543,0.133333333,0.081664134,0.185002533,2013,0.11087847,0.073916727,0.147840213,2013,0.202247191,0.1670022,0.237492182,2013
Ibeno,Ibeno,Nsit Ubium,1095,730,2013,0.270147342,0.353239894,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Eastern Obolo,Eastern Obolo,Nsit Ubium,1095,730,2013,0.178491572,0.281859788,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Degema,Degema,Ahoada West,1095,730,2013,0.284841623,0.365159834,0.53,0.16928682,Ahoada West,0.112350057,0.226223582,0.11544762,0.065696043,0.165199198,2013,0.097571244,0.05595057,0.139191918,2013,0.106746269,0.059546491,0.153946048,2013
Brass,Brass,Ahoada West,1095,730,2013,0.269238091,0.352505409,0.53,0.222472335,Ahoada West,0.165535572,0.279409098,0.152426059,0.102674481,0.202177637,2013,0.080675519,0.039054845,0.122296193,2013,0.14007958,0.092879801,0.187279358,2013
Southern Ijaw,Southern Ijaw,Ahoada West,1095,730,2013,0.300385456,0.377856327,0.53,0.160524201,Ahoada West,0.103587439,0.217460964,0.130699943,0.080948365,0.18045152,2013,0.089218018,0.047597344,0.130838693,2013,0.106120473,0.058920695,0.153320252,2013
Ekeremor,Ekeremor,Ahoada West,1095,730,2013,0.323932604,0.397208796,0.53,0.374869162,Ahoada West,0.317932399,0.431805924,0.370413068,0.320661491,0.420164646,2013,0.295081513,0.253460838,0.336702187,2013,0.376372112,0.329172333,0.423571891,2013
Burutu,Burutu,Isoko South,1095,730,2013,0.209856161,0.305581011,0.53,0.103840495,Isoko South,0.057120125,0.150560865,0.18220687,0.151834849,0.21257889,2013,0.152872957,0.127968664,0.17777725,2013,0.143812085,0.115871998,0.171752172,2013
Warri South West,Warri South West,Isoko South,1095,730,2013,0.13055915,0.247431724,0.53,0.131147541,Isoko South,0.084427171,0.177867911,0.107142857,0.076770837,0.137514878,2013,0.161290323,0.13638603,0.186194616,2013,0.096385542,0.068445455,0.124325629,2013
Warri North,Warri North,Owan East,1095,730,2013,0.22537172,0.317614669,0.53,0.190417906,Owan East,0.153548785,0.227287028,0.133905361,0.107225469,0.160585254,2013,0.099953742,0.078152944,0.12175454,2013,0.141747932,0.11516187,0.168333993,2013
Ilaje,Ilaje,Owan East,1095,730,2013,0.29492871,0.373390349,0.53,0.299792666,Owan East,0.262923544,0.336661788,0.291362171,0.264682279,0.318042064,2013,0.258542617,0.236741819,0.280343415,2013,0.312781312,0.28619525,0.339367373,2013
Ibeju-Lekki,Ibeju/Lekki,Uzo-Uwani,1095,730,2013,0.430387467,0.484293743,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amuwo-Odofin,Amuwo-Odofin,Isoko South,1095,730,2013,0.414522642,0.471534679,0.53,0.133333333,Isoko South,0.086612963,0.180053704,0.137931034,0.107559014,0.168303055,2013,0.090909091,0.066004798,0.115813384,2013,0.038095238,0.010155151,0.066035325,2013
Badagry,Badagry,Uzo-Uwani,1095,730,2013,0.426397668,0.48109727,0.53,0.166666667,Uzo-Uwani,0.139532262,0.193801072,0.08,0.057109982,0.102890018,2013,0.035714286,0.013811421,0.05761715,2013,0.077777778,0.061998054,0.093557501,2013
Egbado North,Egbado North,Owan East,1095,730,2013,0.310892073,0.386477465,0.53,0.652173913,Owan East,0.615304791,0.689043035,0.545454545,0.518774653,0.572134438,2013,0.444444444,0.422643646,0.466245242,2013,0.553846154,0.527260092,0.580432215,2013
Imeko-Afon,Imeko-Afon,Oke-Ero,1095,730,2013,0.370192293,0.435344578,0.53,0.222222222,Oke-Ero,0.187889748,0.256554696,0.0625,0.037347528,0.087652472,2013,0.142857143,0.121853956,0.16386033,2013,0.241935484,0.208612473,0.275258494,2013
Iwajowa,Iwajowa,Oke-Ero,1095,730,2013,0.430464219,0.484355148,0.53,0.168695913,Oke-Ero,0.134363439,0.203028386,0.105193908,0.080041436,0.13034638,2013,0.078409211,0.057406024,0.099412398,2013,0.165696417,0.132373407,0.199019428,2013
Atigbo,Atigbo,Oke-Ero,1095,730,2013,0.430762739,0.484593946,0.53,0.421052632,Oke-Ero,0.386720158,0.455385105,0.315789474,0.290637002,0.340941945,2013,0.375,0.353996813,0.396003187,2013,0.579545455,0.546222444,0.612868465,2013
Baruten,Baruten,Oke-Ero,1095,730,2013,0.347941602,0.417009995,0.53,0.159087158,Oke-Ero,0.124754684,0.193419632,0.035065667,0.009913196,0.060218139,2013,0.061186654,0.040183467,0.082189841,2013,0.166466891,0.133143881,0.199789902,2013
Borgu,Borgu,Oke-Ero,1095,730,2013,0.335547745,0.406785099,0.53,0.168695913,Oke-Ero,0.134363439,0.203028386,0.105193908,0.080041436,0.13034638,2013,0.078409211,0.057406024,0.099412398,2013,0.01298473,0,0.046307741,2013
Bagudo,Bagudo,Birnin Kebbi,1095,730,2013,0.544171429,0.570435833,0.626667632,0.24982629,Birnin Kebbi,0.131825449,0.36782713,0.179934011,0.084112923,0.2757551,2013,0.149465346,0.054299002,0.244631691,2013,0.235459039,0.10864058,0.362277498,2013
Dandi,Dandi,Birnin Kebbi,1095,730,2013,0.635354493,0.629837503,0.764008393,0.673076923,Birnin Kebbi,0.555076083,0.791077764,0.363636364,0.267815275,0.459457452,2013,0.482758621,0.387592276,0.577924965,2013,0.669902913,0.543084454,0.796721372,2013
Arewa-Dandi,Arewa-Dandi,Birnin Kebbi,1095,730,2013,0.736871845,0.683834101,0.856598264,0.24982629,Birnin Kebbi,0.131825449,0.36782713,0.179934011,0.084112923,0.2757551,2013,0.149465346,0.054299002,0.244631691,2013,0.235459039,0.10864058,0.362277498,2013
Gudu,Gudu,Gawabawa,1095,730,2013,0.818072663,0.71791011,0.902240952,0.140360189,Gawabawa,0.06293557,0.217784807,0.076231098,0.030682912,0.121779285,2013,0.060961644,0.029568462,0.092354826,2013,0.093340935,0.046561146,0.140120723,2013
Tangaza,Tangaza,Gawabawa,1095,730,2013,0.75519424,0.692206336,0.868647412,0.108458844,Gawabawa,0.031034225,0.185883462,0.060626686,0.0150785,0.106174872,2013,0.062426311,0.031033129,0.093819493,2013,0.096097868,0.049318079,0.142877657,2013
Gada,Gada,Gawabawa,1095,730,2013,0.721220117,0.676355095,0.845345797,0.140360189,Gawabawa,0.06293557,0.217784807,0.076231098,0.030682912,0.121779285,2013,0.060961644,0.029568462,0.092354826,2013,0.093340935,0.046561146,0.140120723,2013
Sabon Birni,Sabon Birni,Gawabawa,1095,730,2013,0.753753181,0.691562668,0.867741117,0.140360189,Gawabawa,0.06293557,0.217784807,0.076231098,0.030682912,0.121779285,2013,0.060961644,0.029568462,0.092354826,2013,0.093340935,0.046561146,0.140120723,2013
kaita,kaita,Rimi,1095,730,2013,0.68725966,0.659073113,0.817492417,0.179420244,Rimi,0.119339694,0.239500794,0.076654309,0.043086278,0.110222339,2013,0.06497504,0.036513712,0.093436369,2013,0.164271353,0.106166562,0.222376145,2013
Jibia,Jibia,Rimi,1095,730,2013,0.628110182,0.625486443,0.755313442,0.567901235,Rimi,0.507820685,0.627981784,0.25,0.21643197,0.28356803,2013,0.303030303,0.274568975,0.331491631,2013,0.472440945,0.414336154,0.530545736,2013
Mashi,Mashi,Rimi,1095,730,2013,0.651664195,0.639391742,0.782414316,0.182538477,Rimi,0.122457927,0.242619027,0.050374429,0.016806399,0.083942459,2013,0.051449907,0.022988579,0.079911236,2013,0.206796237,0.148691446,0.264901028,2013
Mai'Adua,Mai'Adua,Rimi,1095,730,2013,0.639919513,0.632545498,0.769320148,0.179420244,Rimi,0.119339694,0.239500794,0.076654309,0.043086278,0.110222339,2013,0.06497504,0.036513712,0.093436369,2013,0.164271353,0.106166562,0.222376145,2013
Zango,Zango,Babura,1095,730,2013,0.602424842,0.609533872,0.721688451,0.084019284,Babura,0.031224227,0.136814341,0.048532657,0.014483779,0.082581536,2013,0.053251464,0.024693429,0.081809499,2013,0.085591563,0.039061959,0.132121167,2013
Baure,Baure,Babura,1095,730,2013,0.697826557,0.664606296,0.826699498,0.084019284,Babura,0.031224227,0.136814341,0.048532657,0.014483779,0.082581536,2013,0.053251464,0.024693429,0.081809499,2013,0.085591563,0.039061959,0.132121167,2013
Sule-Tankarkar,Sule-Tankarkar,Babura,1095,730,2013,0.751666281,0.690626067,0.86641646,0.227820261,Babura,0.175025204,0.280615318,0.139816123,0.105767244,0.173865001,2013,0.1515807,0.123022665,0.180138735,2013,0.243173794,0.19664419,0.289703398,2013
Maigatari,Maigatari,Babura,1095,730,2013,0.68089069,0.655669759,0.811689913,0.093275884,Babura,0.040480827,0.146070941,0.03327189,0,0.067320769,2013,0.012020559,0,0.040578594,2013,0.168211251,0.121681647,0.214740855,2013
Ussa,Ussa,Oru West,1095,730,2013,0.406782856,0.46526634,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Machina,Machina,Taura,1095,730,2013,0.733696395,0.682341276,0.854389628,0.181535236,Taura,0.113920213,0.24915026,0.11021374,0.069729057,0.150698423,2013,0.086236149,0.048821515,0.123650783,2013,0.171748891,0.114239895,0.229257888,2013
Yusufari,Yusufari,Taura,1095,730,2013,0.734326648,0.682638557,0.854830928,0.012363246,Taura,0,0.079978269,0.11021374,0.069729057,0.150698423,2013,0.013154353,0,0.050568988,2013,0.028588973,0,0.086097969,2013
Shomolu,Shomolu,Isoko South,1095,730,2013,0.475867815,0.520017201,0.53,0.390556111,Isoko South,0.343835741,0.437276482,0.191331319,0.160959299,0.22170334,2013,0.17169163,0.146787337,0.196595923,2013,0.153344743,0.125404656,0.18128483,2013
Yunusari,Yunusari,Babura,1095,730,2013,0.748711292,0.689290824,0.864515832,0.084019284,Babura,0.031224227,0.136814341,0.048532657,0.014483779,0.082581536,2013,0.053251464,0.024693429,0.081809499,2013,0.085591563,0.039061959,0.132121167,2013
Monguno,Monguno,Babura,1095,730,2013,0.734824367,0.682872976,0.855178397,0.056161236,Babura,0.003366179,0.108956293,0.048532657,0.014483779,0.082581536,2013,0.050589557,0.022031522,0.079147592,2013,0.036940684,0,0.083470288,2013
Mobbar,Mobbar,Babura,1095,730,2013,0.814938687,0.716736078,0.900812965,0.084019284,Babura,0.031224227,0.136814341,0.048532657,0.014483779,0.082581536,2013,0.053251464,0.024693429,0.081809499,2013,0.085591563,0.039061959,0.132121167,2013
Ngala,Ngala,Taura,1095,730,2013,0.627405037,0.625059413,0.754449323,0.181535236,Taura,0.113920213,0.24915026,0.11021374,0.069729057,0.150698423,2013,0.086236149,0.048821515,0.123650783,2013,0.171748891,0.114239895,0.229257888,2013
Abadam,Abadam,Babura,1095,730,2013,0.658846787,0.643492642,0.790032325,0.15,Babura,0.097204943,0.202795057,0.176470588,0.14242171,0.210519467,2013,0.115384615,0.086826581,0.14394265,2013,0.180555556,0.134025952,0.227085159,2013
Kukawa,Kukawa,Babura,1095,730,2013,0.639968548,0.632574443,0.769376515,0.023057171,Babura,0,0.075852228,0.048532657,0.014483779,0.082581536,2013,0.022361381,0,0.050919416,2013,0.034664626,0,0.08119423,2013
Kala-Balge,Kala/Balge,Darazo,1095,730,2013,0.645505958,0.63582369,0.775649402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bama,Bama,Darazo,1095,730,2013,0.707957691,0.669778823,0.835057736,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Gwoza,Gwoza,Darazo,1095,730,2013,0.679653584,0.655002722,0.810540041,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.030073324,0,0.068740026,2013
Madagali,Madagali,Darazo,1095,730,2013,0.722065325,0.67676674,0.845977403,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Michika,Michika,Darazo,1095,730,2013,0.688720491,0.659846477,0.818796046,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Mubi North,Mubi North,Darazo,1095,730,2013,0.698641529,0.665027176,0.827388498,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Maiha,Maiha,Alkaleri,1095,730,2013,0.647421068,0.636938432,0.777776713,0.069444444,Alkaleri,0.045748926,0.093139963,0.074074074,0.054269199,0.093878949,2013,0.016666667,0,0.036051971,2013,0.084745763,0.064292955,0.105198571,2013
Fufore,Fufore,Alkaleri,1095,730,2013,0.635571581,0.629966874,0.764263886,0.13044323,Alkaleri,0.106747712,0.154138749,0.082130326,0.062325451,0.101935201,2013,0.059652859,0.040267555,0.079038164,2013,0.10186533,0.081412522,0.122318138,2013
Jada,Jada,Alkaleri,1095,730,2013,0.556558753,0.579074542,0.649304323,0.132587204,Alkaleri,0.108891686,0.156282723,0.076452603,0.056647728,0.096257478,2013,0.071663483,0.052278178,0.091048787,2013,0.132599888,0.11214708,0.153052696,2013
Ganaye,Ganaye,Alkaleri,1095,730,2013,0.427407559,0.481907173,0.53,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Toungo,Toungo,Keana,1095,730,2013,0.383744468,0.446472042,0.53,0.185599666,Keana,0.133017226,0.238182107,0.112881666,0.079964,0.145799331,2013,0.096685117,0.071555504,0.12181473,2013,0.159002102,0.116362463,0.201641742,2013
Kurmi,Kurmi,Oru West,1095,730,2013,0.452232517,0.501628429,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Gashaka,Gashaka,Oru West,1095,730,2013,0.402171636,0.461519779,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Sardauna,Sardauna,Oru West,1095,730,2013,0.281154575,0.362160557,0.53,0.053972723,Oru West,0,0.145637976,0.032064256,0,0.118119314,2013,0.021688015,0,0.062161268,2013,0.057962922,0,0.139465905,2013
Takum,Takum,Keana,1095,730,2013,0.408710545,0.466829983,0.53,0.153177688,Keana,0.100595247,0.205760129,0.131992125,0.099074459,0.16490979,2013,0.046401378,0.021271765,0.071530991,2013,0.159741623,0.117101984,0.202381263,2013
