LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use_m,U5201.repDS,U5_ITN_use_l,U5_ITN_use,six_nine_ITN_use_m,six_nine_ITN_use_l,six_nine_ITN_use,six_n.year,ten_eighteen_ITN_use_m,ten_eighteen_ITN_use_l,ten_eighteen_ITN_use,ten_e.year,over_eighteen_ITN_use_m,over_eighteen_ITN_use_l,over_eighteen_ITN_use,over_.year
Aba North,Aba North,Ngor-Okpala,1095,730,2013,0.319067389,0.393201897,0.53,0.230769231,Ngor-Okpala,0.177483779,0.284054682,0.294117647,0.246977741,0.341257553,2013,0.2,0.160638906,0.239361094,2013,0.205128205,0.157844396,0.252412015,2013
Aba South,Aba South,Ngor-Okpala,1095,730,2013,0.311454386,0.38693958,0.53,0.220513671,Ngor-Okpala,0.167228219,0.273799122,0.182138112,0.134998206,0.229278018,2013,0.052654228,0.013293133,0.092015322,2013,0.107924917,0.060641108,0.155208727,2013
Arochukwu,Arochukwu,Ngor-Okpala,1095,730,2013,0.431823298,0.485441926,0.53,0.230769231,Ngor-Okpala,0.177483779,0.284054682,0.267245815,0.220105908,0.314385721,2013,0.245034815,0.205673721,0.28439591,2013,0.170444141,0.123160332,0.217727951,2013
Bende,Bende,Ngor-Okpala,1095,730,2013,0.451630723,0.501154968,0.53,0.265013079,Ngor-Okpala,0.211727627,0.31829853,0.220612557,0.173472651,0.267752463,2013,0.155350739,0.115989645,0.194711834,2013,0.259426298,0.212142489,0.306710108,2013
Ikwuano,Ikwuano,Ngor-Okpala,1095,730,2013,0.469780688,0.51532143,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Isiala-Ngwa North,Isiala-Ngwa North,Ngor-Okpala,1095,730,2013,0.347639146,0.416760484,0.53,0.078519105,Ngor-Okpala,0.025233653,0.131804557,0.015349098,0,0.062489004,2013,0.031909458,0,0.071270553,2013,0.053881174,0.006597365,0.101164984,2013
Isiala-Ngwa South,Isiala-Ngwa South,Ngor-Okpala,1095,730,2013,0.381316588,0.444481729,0.53,0.235269258,Ngor-Okpala,0.181983806,0.288554709,0.265801954,0.218662048,0.31294186,2013,0.219864653,0.180503558,0.259225747,2013,0.220867863,0.173584053,0.268151672,2013
Isuikwato,Isuikwato,Ngor-Okpala,1095,730,2013,0.414408176,0.471442169,0.53,0.307692308,Ngor-Okpala,0.254406856,0.360977759,0.4,0.352860094,0.447139906,2013,0.411764706,0.372403611,0.4511258,2013,0.261363636,0.214079827,0.308647446,2013
Obi Nwa,Obi Nwa,Ngor-Okpala,1095,730,2013,0.339144556,0.409752288,0.53,0.153846154,Ngor-Okpala,0.100560702,0.207131606,0.166666667,0.11952676,0.213806573,2013,0.041666667,0.002305572,0.081027761,2013,0.063829787,0.016545978,0.111113597,2013
Ohafia,Ohafia,Ngor-Okpala,1095,730,2013,0.433165676,0.486514324,0.53,0.28951923,Ngor-Okpala,0.236233778,0.342804682,0.464209843,0.417069937,0.511349749,2013,0.218758596,0.179397501,0.25811969,2013,0.281309139,0.234025329,0.328592948,2013
Osisioma Ngwa,Osisioma Ngwa,Ngor-Okpala,1095,730,2013,0.3223721,0.395923243,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Ugwunagbo,Ugwunagbo,Ngor-Okpala,1095,730,2013,0.311296946,0.386810187,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Ukwa East,Ukwa East,Nsit Ubium,1095,730,2013,0.30363416,0.380519132,0.53,0.3,Nsit Ubium,0.248222171,0.351777829,0.304347826,0.252678627,0.356017026,2013,0.2,0.163038257,0.236961743,2013,0.195652174,0.160407183,0.230897165,2013
Ukwa West,Ukwa West,Nsit Ubium,1095,730,2013,0.294680951,0.373187786,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Umu-Neochi,Umu-Neochi,Oru West,1095,730,2013,0.436597759,0.489251418,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Umuahia North,Umuahia North,Ngor-Okpala,1095,730,2013,0.451576154,0.501112024,0.53,0.181818182,Ngor-Okpala,0.12853273,0.235103634,0.272727273,0.225587367,0.319867179,2013,0.068965517,0.029604423,0.108326612,2013,0.130434783,0.083150973,0.177718592,2013
Umuahia South,Umuahia South,Ngor-Okpala,1095,730,2013,0.48752647,0.528927156,0.53,0.139534894,Ngor-Okpala,0.086249442,0.192820345,0.142857191,0.095717285,0.189997097,2013,0.05263159,0.013270496,0.091992685,2013,0.079777333,0.032493523,0.127061142,2013
Demsa,Demsa,Alkaleri,1095,730,2013,0.495212973,0.534738199,0.53,0.066666667,Alkaleri,0.042971148,0.090362185,0.037037037,0.017232162,0.056841912,2013,0.037735849,0.018350545,0.057121153,2013,0.050505051,0.030052242,0.070957859,2013
Gireri,Gireri,Darazo,1095,730,2013,0.658506137,0.643299625,0.789677498,0.086667131,Darazo,0.039054482,0.13427978,0.040613399,0,0.084784242,2013,0.055284054,0.019124628,0.09144348,2013,0.069084013,0.030417311,0.107750715,2013
Gombi,Gombi,Alkaleri,1095,730,2013,0.515567645,0.54986676,0.568706617,0.043478261,Alkaleri,0.019782742,0.067173779,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.043478261,0.023025453,0.063931069,2013
Guyuk,Guyuk,Alkaleri,1095,730,2013,0.571995521,0.58959986,0.675592018,0.169959092,Alkaleri,0.146263574,0.193654611,0.088263646,0.068458771,0.108068521,2013,0.123127899,0.103742594,0.142513203,2013,0.141267391,0.120814583,0.161720199,2013
Hong,Hong,Darazo,1095,730,2013,0.634881453,0.629555395,0.763450658,0.026577194,Darazo,0,0.074189843,0.025693914,0,0.069864757,2013,0.068696764,0.032537338,0.10485619,2013,0.029674851,0,0.068341553,2013
Lamurde,Lamurde,Alkaleri,1095,730,2013,0.429924862,0.483923569,0.53,0.37037037,Alkaleri,0.346674852,0.394065889,0.347826087,0.328021212,0.367630962,2013,0.307692308,0.288307003,0.327077612,2013,0.3,0.279547192,0.320452808,2013
Mayo-Belwa,Mayo-Belwa,Alkaleri,1095,730,2013,0.615915722,0.618014343,0.739910945,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Numan,Numan,Alkaleri,1095,730,2013,0.518273564,0.55184819,0.57454826,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Shelleng,Shelleng,Darazo,1095,730,2013,0.58914423,0.600969346,0.702457608,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Itu,Itu,Ngor-Okpala,1095,730,2013,0.415010863,0.471929182,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Song,Song,Darazo,1095,730,2013,0.551949619,0.575879905,0.641046694,0.170212766,Darazo,0.122600117,0.217825415,0.173913043,0.1297422,0.218083887,2013,0.068696764,0.032537338,0.10485619,2013,0.114942529,0.076275827,0.153609231,2013
Yola North,Yola North,Alkaleri,1095,730,2013,0.581884889,0.596198663,0.691373749,0.208496008,Alkaleri,0.18480049,0.232191527,0.158812559,0.139007683,0.178617434,2013,0.211686374,0.192301069,0.231071678,2013,0.149064666,0.128611858,0.169517474,2013
Yola South,Yola South,Alkaleri,1095,730,2013,0.57254926,0.589972357,0.676497023,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Abak,Abak,Nsit Ubium,1095,730,2013,0.358412263,0.425644469,0.53,0.137931034,Nsit Ubium,0.086153206,0.189708863,0.3125,0.2608308,0.3641692,2013,0.204545455,0.167583712,0.241507197,2013,0.228571429,0.193326437,0.26381642,2013
Awka North,Awka North,Uzo-Uwani,1095,730,2013,0.388205397,0.450124783,0.53,0.168157145,Uzo-Uwani,0.14102274,0.19529155,0.119988856,0.097098838,0.142878873,2013,0.09154177,0.069638905,0.113444634,2013,0.114805248,0.099025525,0.130584972,2013
Eket,Eket,Nsit Ubium,1095,730,2013,0.238612216,0.328021397,0.53,0.089131707,Nsit Ubium,0.037353878,0.140909536,0.073748799,0.0220796,0.125417999,2013,0.092996157,0.056034414,0.1299579,2013,0.076034622,0.040789631,0.111279613,2013
Esit Eket,Esit Eket,Nsit Ubium,1095,730,2013,0.262279676,0.346897657,0.53,0.195415181,Nsit Ubium,0.143637352,0.24719301,0.152328295,0.100659096,0.203997495,2013,0.081961453,0.04499971,0.118923196,2013,0.165974528,0.130729536,0.201219519,2013
Essien Udim,Essien Udim,Ngor-Okpala,1095,730,2013,0.369824263,0.435041855,0.53,0.21875,Ngor-Okpala,0.165464548,0.272035452,0.125,0.077860094,0.172139906,2013,0.3125,0.273138906,0.351861094,2013,0.237623762,0.190339953,0.284907572,2013
Etim Ekpo,Etim Ekpo,Ngor-Okpala,1095,730,2013,0.326319464,0.399175674,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Etinan,Etinan,Nsit Ubium,1095,730,2013,0.271254927,0.35413511,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Ibesikpo Asutan,Ibesikpo Asutan,Nsit Ubium,1095,730,2013,0.364757188,0.430871605,0.53,0.078947368,Nsit Ubium,0.02716954,0.130725197,0.129032258,0.077363059,0.180701458,2013,0.161290323,0.12432858,0.198252065,2013,0.198347107,0.163102116,0.233592099,2013
Ibiono Ibom,Ibiono Ibom,Ngor-Okpala,1095,730,2013,0.383194312,0.446021174,0.53,0.333333333,Ngor-Okpala,0.280047882,0.386618785,0.037037037,0,0.084176943,2013,0.022727273,0,0.062088367,2013,0.203703704,0.156419894,0.250987513,2013
Ika,Ika,Ngor-Okpala,1095,730,2013,0.281330517,0.36230356,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Ikono,Ikono,Ngor-Okpala,1095,730,2013,0.3504186,0.419053252,0.53,0.262846013,Ngor-Okpala,0.209560561,0.316131465,0.208112873,0.160972967,0.255252779,2013,0.171288626,0.131927532,0.210649721,2013,0.218595141,0.171311332,0.265878951,2013
Ikot Abasi,Ikot Abasi,Nsit Ubium,1095,730,2013,0.194063012,0.293529351,0.53,0.292682927,Nsit Ubium,0.240905098,0.344460756,0.285714286,0.234045086,0.337383485,2013,0.297297297,0.260335554,0.33425904,2013,0.336363636,0.301118645,0.371608628,2013
Ikot Ekpene,Ikot Ekpene,Ngor-Okpala,1095,730,2013,0.356519334,0.424084125,0.53,0.210526316,Ngor-Okpala,0.157240864,0.263811768,0.090909091,0.043769185,0.138048997,2013,0.2,0.160638906,0.239361094,2013,0.162162162,0.114878353,0.209445972,2013
Ini,Ini,Ngor-Okpala,1095,730,2013,0.395911217,0.45642023,0.53,0.0625,Ngor-Okpala,0.009214548,0.115785452,0.115384615,0.068244709,0.162524522,2013,0.162790698,0.123429603,0.202151792,2013,0.3,0.25271619,0.34728381,2013
Mkpat Enin,Mkpat Enin,Nsit Ubium,1095,730,2013,0.225930858,0.318051677,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Nsit Atai,Nsit Atai,Nsit Ubium,1095,730,2013,0.243345201,0.331769618,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Nsit Ibom,Nsit Ibom,Nsit Ubium,1095,730,2013,0.357951303,0.425264532,0.53,0.215088335,Nsit Ubium,0.163310506,0.266866164,0.170899306,0.119230106,0.222568505,2013,0.171733537,0.134771794,0.20869528,2013,0.209209515,0.173964524,0.244454506,2013
Nsit Ubium,Nsit Ubium,Nsit Ubium,1095,730,2013,0.247213687,0.334843575,0.53,0.052631579,Nsit Ubium,0.00085375,0.104409408,0.12,0.0683308,0.1716692,2013,0.205882353,0.16892061,0.242844096,2013,0.2,0.164755009,0.235244991,2013
Awka South,Awka South,Uzo-Uwani,1095,730,2013,0.431794981,0.485419293,0.53,0.03030303,Uzo-Uwani,0.003168625,0.057437435,0.055555556,0.032665538,0.078445573,2013,0.09154177,0.069638905,0.113444634,2013,0.010869565,0,0.026649289,2013
Obot Akara,Obot Akara,Ngor-Okpala,1095,730,2013,0.376065149,0.440171735,0.53,0.142857143,Ngor-Okpala,0.089571691,0.196142595,0.136363636,0.08922373,0.183503543,2013,0.115384615,0.076023521,0.15474571,2013,0.262626263,0.215342453,0.309910072,2013
Okobo,Okobo,Nsit Ubium,1095,730,2013,0.269257198,0.352520839,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Onna,Onna,Nsit Ubium,1095,730,2013,0.191877243,0.291878138,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Oruk Anam,Oruk Anam,Nsit Ubium,1095,730,2013,0.312496984,0.387796568,0.53,0.188744623,Nsit Ubium,0.136966795,0.240522452,0.151054467,0.099385268,0.202723667,2013,0.11087847,0.073916727,0.147840213,2013,0.152047526,0.116802535,0.187292517,2013
Ukanafun,Ukanafun,Nsit Ubium,1095,730,2013,0.340679142,0.41101835,0.53,0.3,Nsit Ubium,0.248222171,0.351777829,0.066666667,0.014997467,0.118335866,2013,0.060606061,0.023644318,0.097567803,2013,0.226190476,0.190945485,0.261435467,2013
Uruan,Uruan,Nsit Ubium,1095,730,2013,0.401030149,0.460591042,0.53,0.096774194,Nsit Ubium,0.044996365,0.148552022,0.047619048,0,0.099288247,2013,0.026315789,0,0.063277532,2013,0.148648649,0.113403657,0.18389364,2013
Urue-Offong-Oruko,Urue-Offong/Oruko,Nsit Ubium,1095,730,2013,0.204236897,0.30126919,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ayamelum,Ayamelum,Uzo-Uwani,1095,730,2013,0.436497382,0.489171465,0.53,0.071428571,Uzo-Uwani,0.044294166,0.098562976,0.090909091,0.068019073,0.113799108,2013,0.024390244,0.002487379,0.046293109,2013,0.081632653,0.06585293,0.097412377,2013
Uyo,Uyo,Nsit Ubium,1095,730,2013,0.399966547,0.459725229,0.53,0.096505028,Nsit Ubium,0.044727199,0.148282857,0.091630406,0.039961206,0.143299605,2013,0.053898038,0.016936295,0.090859781,2013,0.083010129,0.047765138,0.11825512,2013
Aguata,Aguata,Oru West,1095,730,2013,0.454034567,0.503044714,0.53,0.200149982,Oru West,0.108484728,0.291815235,0.028021638,0,0.114076697,2013,0.05228792,0.011814668,0.092761173,2013,0.125433206,0.043930223,0.206936189,2013
Anambra East,Anambra East,Uzo-Uwani,1095,730,2013,0.375672105,0.439848897,0.53,0.086956522,Uzo-Uwani,0.059822117,0.114090927,0.052631579,0.029741561,0.075521596,2013,0.085714286,0.063811421,0.10761715,2013,0.058823529,0.043043806,0.074603253,2013
Anambra West,Anambra West,Uzo-Uwani,1095,730,2013,0.39176502,0.453035277,0.53,0.168157145,Uzo-Uwani,0.14102274,0.19529155,0.119988856,0.097098838,0.142878873,2013,0.09154177,0.069638905,0.113444634,2013,0.114805248,0.099025525,0.130584972,2013
Anaocha,Anaocha,Oru West,1095,730,2013,0.420247823,0.476153753,0.53,0.181818182,Oru West,0.090152929,0.273483435,0.142857143,0.056802085,0.228912201,2013,0.116855278,0.076382026,0.157328531,2013,0.141509434,0.060006451,0.223012417,2013
Dunukofia,Dunukofia,Uzo-Uwani,1095,730,2013,0.421451191,0.477122595,0.53,0.133333333,Uzo-Uwani,0.106198928,0.160467738,0.043478261,0.020588243,0.066368278,2013,0.083333333,0.061430469,0.105236198,2013,0.129411765,0.113632041,0.145191488,2013
Ekwusigo,Ekwusigo,Oru West,1095,730,2013,0.255572543,0.341515837,0.53,0.096774194,Oru West,0.00510894,0.188439447,0.066666667,0,0.152721725,2013,0.041666667,0.001193414,0.082139919,2013,0.047169811,0,0.128672794,2013
Idemili North,Idemili North,Uzo-Uwani,1095,730,2013,0.422797782,0.478205882,0.53,0.01807543,Uzo-Uwani,0,0.045209835,0.10391129,0.081021272,0.126801307,2013,0.019687722,0,0.041590587,2013,0.057105545,0.041325822,0.072885269,2013
Idemili South,Idemili South,Oru West,1095,730,2013,0.377378695,0.441250403,0.53,0.17370269,Oru West,0.082037437,0.265367943,0.098226104,0.012171046,0.184281162,2013,0.07809865,0.037625398,0.118571903,2013,0.108480451,0.026977468,0.189983434,2013
Ihiala,Ihiala,Oru West,1095,730,2013,0.199598953,0.297729955,0.53,0.13805026,Oru West,0.046385006,0.229715513,0.174410029,0.088354971,0.260465087,2013,0.055218123,0.014744871,0.095691376,2013,0.124251415,0.042748432,0.205754399,2013
Njikoka,Njikoka,Uzo-Uwani,1095,730,2013,0.436915256,0.489504274,0.53,0.168157145,Uzo-Uwani,0.14102274,0.19529155,0.119988856,0.097098838,0.142878873,2013,0.09154177,0.069638905,0.113444634,2013,0.114805248,0.099025525,0.130584972,2013
Nnewi North,Nnewi North,Oru West,1095,730,2013,0.308642745,0.38462961,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Nnewi South,Nnewi South,Oru West,1095,730,2013,0.303374646,0.380306319,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.164100907,0.078045848,0.250155965,2013,0.116855278,0.076382026,0.157328531,2013,0.210331671,0.128828688,0.291834654,2013
Ogbaru,Ogbaru,Ahoada West,1095,730,2013,0.230996863,0.322021221,0.53,0.249920244,Ahoada West,0.192983481,0.306857007,0.098220617,0.048469039,0.147972194,2013,0.128942124,0.08732145,0.170562798,2013,0.168661623,0.121461844,0.215861402,2013
Onitsha North,Onitsha North,Uzo-Uwani,1095,730,2013,0.382531956,0.445478249,0.53,0.17926712,Uzo-Uwani,0.152132714,0.206401525,0.028652557,0.005762539,0.051542574,2013,0.021185902,0,0.043088767,2013,0.079461965,0.063682242,0.095241689,2013
Onitsha South,Onitsha South,Uzo-Uwani,1095,730,2013,0.368656397,0.434081069,0.53,0.168157145,Uzo-Uwani,0.14102274,0.19529155,0.119988856,0.097098838,0.142878873,2013,0.09154177,0.069638905,0.113444634,2013,0.114805248,0.099025525,0.130584972,2013
Orumba North,Orumba North,Oru West,1095,730,2013,0.403508225,0.462606614,0.53,0.083333333,Oru West,0,0.174998587,0.285714286,0.199659227,0.371769344,2013,0.121212121,0.080738869,0.161685374,2013,0.157303371,0.075800388,0.238806354,2013
Orumba South,Orumba South,Oru West,1095,730,2013,0.438379079,0.490669288,0.53,0.230641915,Oru West,0.138976662,0.322307169,0.142857143,0.056802085,0.228912201,2013,0.055555556,0.015082303,0.096028808,2013,0.063157895,0,0.144660878,2013
Oyi,Oyi,Uzo-Uwani,1095,730,2013,0.387377598,0.449447388,0.53,0.168157145,Uzo-Uwani,0.14102274,0.19529155,0.119988856,0.097098838,0.142878873,2013,0.09154177,0.069638905,0.113444634,2013,0.114805248,0.099025525,0.130584972,2013
Alkaleri,Alkaleri,Alkaleri,1095,730,2013,0.570092852,0.588317246,0.672462749,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Bauchi,Bauchi,Alkaleri,1095,730,2013,0.627087591,0.624866967,0.754059265,0.217140886,Alkaleri,0.193445368,0.240836405,0.12456069,0.104755815,0.144365565,2013,0.078945586,0.059560282,0.09833089,2013,0.193672806,0.173219998,0.214125614,2013
Bogoro,Bogoro,Alkaleri,1095,730,2013,0.578959907,0.594258836,0.686789221,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Damban,Damban,Darazo,1095,730,2013,0.81015375,0.714922519,0.898587768,0.012255252,Darazo,0,0.0598679,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.032509583,0,0.071176285,2013
Darazo,Darazo,Darazo,1095,730,2013,0.786253294,0.705476275,0.886610487,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Dass,Dass,Alkaleri,1095,730,2013,0.466190501,0.512538393,0.53,0.118463907,Alkaleri,0.094768389,0.142159426,0.072751232,0.052946357,0.092556107,2013,0.053568923,0.034183619,0.072954227,2013,0.110290165,0.089837356,0.130742973,2013
Gamawa,Gamawa,Gwarzo,1095,730,2013,0.770682387,0.698966685,0.877968696,0.063062651,Gwarzo,0.003157184,0.122968117,0.037239774,0,0.076178602,2013,0.025602661,0,0.053686478,2013,0.029096548,0,0.080674988,2013
Jama'are,Jama'are,Taura,1095,730,2013,0.749263424,0.689541118,0.8648732,0.181535236,Taura,0.113920213,0.24915026,0.11021374,0.069729057,0.150698423,2013,0.086236149,0.048821515,0.123650783,2013,0.171748891,0.114239895,0.229257888,2013
Ganjuwa,Ganjuwa,Darazo,1095,730,2013,0.647484501,0.636975276,0.777846808,0.013333333,Darazo,0,0.060945982,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.025862069,0,0.064528771,2013
Giade,Giade,Darazo,1095,730,2013,0.730326034,0.680743195,0.852004738,0.105014985,Darazo,0.057402336,0.152627634,0.08448735,0.040316507,0.128658193,2013,0.068696764,0.032537338,0.10485619,2013,0.108877417,0.070210715,0.147544119,2013
Itas-Gadau,Itas/Gadau,Taura,1095,730,2013,0.742973977,0.686667971,0.860740455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Katagum,Katagum,Gwarzo,1095,730,2013,0.74547039,0.687814164,0.862397166,0.010454854,Gwarzo,0,0.07036032,0.051418292,0.012479463,0.09035712,2013,0.048921788,0.020837971,0.077005604,2013,0.015516975,0,0.067095415,2013
