,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
714,Ibeju/Lekki,Uzo-Uwani,0.032258065,0.074567206,0.067921762,0.090909091
715,Amuwo-Odofin,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
716,Badagry,Uzo-Uwani,0.132714912,0.074567206,0.067921762,0.080523576
717,Egbado North,Owan East,0.27027027,0.321428571,0.285714286,0.485294118
718,Imeko-Afon,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
719,Iwajowa,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
720,Atigbo,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
721,Baruten,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
722,Borgu,Oke-Ero,0.522727273,0.212121212,0.193548387,0.493150685
723,Bagudo,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
724,Dandi,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
725,Arewa-Dandi,Birnin Kebbi,0.569072595,0.468955353,0.386894174,0.543093854
726,Gudu,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
727,Tangaza,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
728,Gada,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
729,Sabon Birni,Gawabawa,0.56855196,0.449598764,0.309015741,0.454882641
730,kaita,Rimi,0.038461538,0.090909091,0.069767442,0.067567568
731,Jibia,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
732,Mashi,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
733,Mai'Adua,Rimi,0.039720548,0.053729588,0.073583608,0.06946137
734,Zango,Babura,0.048780488,0.214522186,0.126023075,0.057971014
735,Baure,Babura,0.290909091,0.09375,0.093023256,0.114754098
736,Sule-Tankarkar,Babura,0.375325174,0.214522186,0.126023075,0.350839769
737,Maigatari,Babura,0.375325174,0.214522186,0.126023075,0.350839769
738,Ussa,Oru West,0.343098592,0.295986276,0.219999637,0.304709624
739,Machina,Taura,0.53646592,0.440114892,0.368967436,0.583396689
740,Yusufari,Taura,0.611111111,0.457142857,0.47826087,0.586206897
741,Shomolu,Isoko South,0.127069006,0.5,0.076923077,0.037735849
742,Yunusari,Babura,0.375325174,0.214522186,0.126023075,0.350839769
743,Monguno,Babura,0.375325174,0.214522186,0.126023075,0.350839769
744,Mobbar,Babura,0.375325174,0.214522186,0.126023075,0.350839769
745,Ngala,Taura,0.53646592,0.440114892,0.368967436,0.583396689
746,Abadam,Babura,0.375325174,0.214522186,0.126023075,0.350839769
747,Kukawa,Babura,0.375325174,0.214522186,0.126023075,0.350839769
748,Kala/Balge,Darazo,0.6,0.5,0.346153846,0.690909091
749,Bama,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
750,Gwoza,Darazo,0.46787632,0.313975754,0.226588337,0.47097189
751,Madagali,Darazo,0.769230769,0.444444444,0.5,0.653333333
752,Michika,Darazo,0.354166667,0.382352941,0.192982456,0.328947368
753,Mubi North,Darazo,0.5,0.25,0.269230769,0.353658537
754,Maiha,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
755,Fufore,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
756,Jada,Alkaleri,0.481667677,0.306521543,0.256637785,0.410395137
757,Ganaye,Alkaleri,0.75,0.941176471,0.8,0.73015873
758,Toungo,Keana,0.086924687,0.045651648,0.033072808,0.087141812
759,Kurmi,Oru West,0.343098592,0.295986276,0.219999637,0.304709624
760,Gashaka,Oru West,0.343098592,0.295986276,0.219999637,0.304709624
761,Sardauna,Oru West,0.157894737,0.295986276,0.219999637,0.114285714
762,Takum,Keana,0.086924687,0.045651648,0.033072808,0.087141812
763,Kwande,Oke-Ero,0.270838415,0.138120033,0.087266194,0.23846713
764,Obanliku,Obubra,0.276762984,0.182743565,0.131962766,0.21025261
765,Boki,Obubra,0.192307692,0.066666667,0.043478261,0.153846154
766,Etung,Obubra,0.276762984,0.182743565,0.131962766,0.21025261
767,Akamkpa,Ngor-Okpala,0.111873819,0.10469624,0.070636395,0.08256596
768,Bakassi,Obubra,0.276762984,0.182743565,0.131962766,0.21025261
769,Akpabuyo,Nsit Ubium,0.432432432,0.083333333,0.333333333,0.2
770,Eti-Osa,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
771,Ikorodu,Uzo-Uwani,0.111111111,0.074567206,0.067921762,0.023809524
772,Kosofe,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
773,Lagos Island,Isoko South,0.127069006,0.150563576,0.056750149,0.070841701
774,Lagos Mainland,Isoko South,0.285714286,0.150563576,0.148148148,0.218181818
