LGA,LGA_old,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use_u,over_eighteen_ITN_use_u,simday,duration,year,mortality_rate,kill_rate,block_initial
Gaya,Gaya,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.763092032,0.695689515,0.873494821
Gezawa,Gezawa,Gwarzo,0.972365401,0.868230511,0.880801123,0.653846167,1825,1095,2015,0.80805322,0.714118308,0.897593458
Gwale,Gwale,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.600920439,0.608574402,0.719575964
Gwarzo,Gwarzo,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.823387017,0.719876187,0.904610429
Kabo,Kabo,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.81249578,0.71581337,0.899683768
Kano Municipal,Kano Municipal,Alkaleri,0.579046782,0.247483039,0.247095125,0.37059497,1825,1095,2015,0.636999309,0.630816237,0.765936956
Karaye,Karaye,Gwarzo,0.748835989,0.595503238,0.503225366,0.546419111,1825,1095,2015,0.844998327,0.727556296,0.913607988
Kibiya,Kibiya,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.813323711,0.716126831,0.900068059
Kiru,Kiru,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.826693612,0.721083872,0.90605241
Kumbotso,Kumbotso,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.728034042,0.679648396,0.850358589
Yagba West,Yagba West,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.304086126,0.380889805,0.53
Kunchi,Kunchi,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.729388444,0.680296131,0.851333743
Kura,Kura,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.796070741,0.70943541,0.891710333
Madobi,Madobi,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.853563186,0.730463144,0.916908166
Makoda,Makoda,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.698126715,0.664761406,0.826953605
Ekiti,Ekiti,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.316166435,0.390814415,0.53
Minjibir,Minjibir,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.765361635,0.696676631,0.874851198
Nasarawa1,Nasarawa1,Alkaleri,0.596288162,0.660181452,0.484304428,0.456065056,1825,1095,2015,0.596034944,0.605439633,0.712600807
Rano,Rano,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.827920103,0.721528803,0.906581085
Rimin Gado,Rimin Gado,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.821146228,0.719050977,0.903619228
Bindawa,Bindawa,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.7272811,0.679287322,0.849813467
Rogo,Rogo,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.768098821,0.697858927,0.876465765
Shanono,Shanono,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.799731381,0.710883327,0.89354646
Sumaila,Sumaila,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.700387319,0.665925938,0.828854507
Takali,Takali,Takali,0.552777443,0.446230337,0.497177357,0.554373112,1825,1095,2015,0.795192474,0.709085745,0.891264604
Tarauni,Tarauni,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.628535688,0.625743826,0.755833336
Tudun Wada,Tudun Wada,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.765017665,0.696527424,0.874646665
Ungogo,Ungogo,Taura,0.760238426,0.675964272,0.628108005,0.79263866,1825,1095,2015,0.67144052,0.650525031,0.802712793
Warawa,Warawa,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.807358735,0.713851327,0.897262338
Wudil,Wudil,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.764562514,0.696329773,0.874375455
Daura,Daura,Babura,0.885971706,0.862209526,0.839895278,0.873557699,1825,1095,2015,0.575080323,0.591670466,0.680601118
Bakori,Bakori,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.670473637,0.649992258,0.801768816
Batagarawa,Batagarawa,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.663607785,0.646174875,0.794925359
Batsari,Batsari,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.697059776,0.664209538,0.826048529
Charanchi,Charanchi,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.738728442,0.684701159,0.857872621
Dan Musa,Dan Musa,Rimi,0.625388519,0.488489725,0.493450159,0.612313687,1825,1095,2015,0.814381216,0.7165261,0.900556532
Dandume,Dandume,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.480345251,0.523452319,0.53
Danja,Danja,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.615786128,0.617933944,0.739741926
Dutsin-Ma,Dutsin-Ma,Rimi,0.4528395,0.469442106,0.511105526,0.423064323,1825,1095,2015,0.731600297,0.681349048,0.852911388
Faskari,Faskari,Giwa,0.856365909,0.884055097,0.797814998,0.66498727,1825,1095,2015,0.713932669,0.672768838,0.839781802
Funtua,Funtua,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.500280747,0.538540771,0.534213095
Asa,Asa,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.293917451,0.372563685,0.53
Ingawa,Ingawa,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.687125681,0.65900205,0.817372352
Kafur,Kafur,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.742026184,0.686230808,0.860105758
Kankara,Kankara,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.803891608,0.712510337,0.89559138
Kankia,Kankia,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.757287742,0.693136955,0.86995191
Katsina,Katsina,Rimi,0.825388519,0.855156392,0.608327748,0.748064323,1825,1095,2015,0.71205914,0.671836104,0.838316494
Kurfi,Kurfi,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.682045441,0.656290638,0.812756485
Kusada,Kusada,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.768769267,0.698147157,0.876857731
Malumfashi,Malumfashi,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.793678153,0.708480769,0.89049129
Mani,Mani,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.663582347,0.64616062,0.79489954
Matazuu,Matazuu,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.801649222,0.711635809,0.894494624
Birnin Kebbi,Birnin Kebbi,Birnin Kebbi,0.594616379,0.316949395,0.396507877,0.499263911,1825,1095,2015,0.745947987,0.688032578,0.862711652
Musawa,Musawa,Gwarzo,0.841053729,0.673936827,0.623429507,0.68366705,1825,1095,2015,0.831548285,0.722835449,0.908125683
Rimi,Rimi,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.681368316,0.655926771,0.812131855
Sabuwa,Sabuwa,Giwa,0.768362802,0.693447655,0.626943415,0.665192842,1825,1095,2015,0.595830662,0.605307927,0.71230528
Safana,Safana,Babura,0.556828325,0.536134043,0.638492599,0.535340322,1825,1095,2015,0.597825124,0.60659165,0.715177247
Sandamu,Sandamu,Rimi,0.731138362,0.647172038,0.538460378,0.704966445,1825,1095,2015,0.756649451,0.692853778,0.869555693
Aleiro,Aleiro,Birnin Kebbi,0.41604495,0.316949395,0.473305262,0.58728569,1825,1095,2015,0.705366928,0.6684684,0.83296266
Argungu,Argungu,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.749755556,0.689763899,0.865190861
Augie,Augie,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.747566745,0.688770794,0.86377172
Bunza,Bunza,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.672182056,0.650932828,0.803433505
Fakai,Fakai,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.590008654,0.601533253,0.703749978
Gwandu,Gwandu,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.783737788,0.704443878,0.885261384
Jega,Jega,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.700200915,0.665830158,0.828698619
Kalgo,Kalgo,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.681068976,0.655765729,0.811855009
Iseyin,Iseyin,Akinyele,0.391010175,0.568309499,0.564139008,0.461952289,1825,1095,2015,0.381804807,0.444882082,0.53
Maiyama,Maiyama,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.635960953,0.630198767,0.764721412
Ngaski,Ngaski,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.50355318,0.540983781,0.541814331
Sakaba,Sakaba,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.671709859,0.650673231,0.802974894
Shanga,Shanga,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.602629245,0.609664023,0.721974202
Suru,Suru,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.607478923,0.612737045,0.728665589
Wasagu-Danko,Wasagu/Danko,Alkaleri,0.618027292,0.539408505,0.459304428,0.729080929,1825,1095,2015,0.603250653,0.610059384,0.722841054
Yauri,Yauri,Birnin Kebbi,0.536446889,0.297428713,0.378136696,0.522795497,1825,1095,2015,0.619243928,0.620072014,0.744212654
Zuru,Zuru,Alkaleri,0.556114624,0.477462268,0.426503692,0.486993657,1825,1095,2015,0.60621808,0.611940869,0.726942142
Adavi,Adavi,Owan East,0.486503448,0.577718782,0.216445285,0.34154494,1825,1095,2015,0.308698703,0.384675567,0.53
Ajaokuta,Ajaokuta,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.321205627,0.394962504,0.53
Ankpa,Ankpa,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.382494781,0.445447774,0.53
Bassa1,Bassa1,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.406315085,0.464886674,0.53
Dekina,Dekina,Owan East,0.296960964,0.332784063,0.117374078,0.166292414,1825,1095,2015,0.371777405,0.436648124,0.53
Edu,Edu,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.339359862,0.409929917,0.53
Ibaji,Ibaji,Uzo-Uwani,0.636565089,0.61050876,0.509389401,0.627435832,1825,1095,2015,0.335530068,0.406770517,0.53
Idah,Idah,Uzo-Uwani,0.286565089,0.190054215,0.127780206,0.154436483,1825,1095,2015,0.382023573,0.445061456,0.53
Igalamela-Odolu,Igalamela-Odolu,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.344682632,0.414321376,0.53
Ijumu,Ijumu,Oke-Ero,0.450714171,0.517534052,0.314814825,0.272389929,1825,1095,2015,0.312708323,0.387970309,0.53
Kabba-Bunu,Kabba/Bunu,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.319779497,0.393788165,0.53
Kogi,Kogi,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.368216183,0.433718849,0.53
Lokoja,Lokoja,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.314676325,0.389588612,0.53
Mopa-Muro,Mopa-Muro,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.291856976,0.370880339,0.53
Ofu,Ofu,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.33495597,0.406296962,0.53
Okehi,Okehi,Owan East,0.350600811,0.202718782,0.269076864,0.18228568,1825,1095,2015,0.293031638,0.371839834,0.53
Okene,Okene,Owan East,0.283072075,0.363433068,0.225217215,0.166292414,1825,1095,2015,0.275677686,0.357715363,0.53
Olamabolo,Olamabolo,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.317039805,0.391533051,0.53
Omala,Omala,Keana,0.588971138,0.27388485,0.117974158,0.298947901,1825,1095,2015,0.455368605,0.504091735,0.53
Yagba East,Yagba East,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.291276571,0.370406416,0.53
Ifelodun1,Ifelodun1,Oke-Ero,0.11417571,0.353179327,0.327494473,0.089631308,1825,1095,2015,0.357982328,0.425290104,0.53
Ilorin East,Ilorin East,Oke-Ero,0.278944909,0.226336363,0.247285625,0.210268034,1825,1095,2015,0.350824888,0.419388367,0.53
Ilorin South,Ilorin South,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.316790933,0.391328258,0.53
Ilorin West,Ilorin West,Owan East,0.449738742,0.411052116,0.125217215,0.238702562,1825,1095,2015,0.300629985,0.378056657,0.53
Irepodun1,Irepodun1,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.354587436,0.422491317,0.53
Itesiwaju,Itesiwaju,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.428195908,0.482539024,0.53
Isin,Isin,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.349688854,0.418451319,0.53
Kaiama,Kaiama,Oke-Ero,0.211307392,0.222295957,0.145270084,0.229797337,1825,1095,2015,0.409404988,0.467392893,0.53
Moro,Moro,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.336971467,0.407959544,0.53
Offa,Offa,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.350724749,0.419305771,0.53
Oke-Ero,Oke-Ero,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.328086235,0.400631968,0.53
Kajola,Kajola,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.406200649,0.464793778,0.53
Oyun,Oyun,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.379244204,0.442781654,0.53
Pategi,Pategi,Oke-Ero,0.712077808,0.422295957,0.468660978,0.440810982,1825,1095,2015,0.318277299,0.392551518,0.53
Agege,Agege,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.445938468,0.49666464,0.53
Ajeromi-Ifelodun,Ajeromi-Ifelodun,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.442448497,0.493901179,0.53
Alimosho,Alimosho,Uzo-Uwani,0.181436884,0.117685794,0.361113539,0.192744087,1825,1095,2015,0.431973509,0.485561977,0.53
Apapa,Apapa,Isoko South,0.195850879,0.203185979,0.253330327,0.124890176,1825,1095,2015,0.464571223,0.511279973,0.53
Epe,Epe,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.40174632,0.461173792,0.53
Ifako-Ijaye,Ifako-Ijaye,Uzo-Uwani,0.191162791,0.216340228,0.17222465,0.141228936,1825,1095,2015,0.390672088,0.45214207,0.53
Ikeja,Ikeja,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.481253048,0.524146789,0.53
Mushin,Mushin,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.475938767,0.520071762,0.53
Kokona,Kokona,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.460705224,0.508267659,0.53
Ojo,Ojo,Isoko South,0.236614236,0.207048475,0.22018069,0.176339859,1825,1095,2015,0.435361631,0.488266396,0.53
Oshodi-Isolo,Oshodi-Isolo,Uzo-Uwani,0.096710017,0.216340228,0.17222465,0.178483838,1825,1095,2015,0.465655625,0.512122932,0.53
Surulere1,Surulere1,Oke-Ero,0.31380941,0.206609683,0.234045594,0.294612151,1825,1095,2015,0.464358896,0.511114818,0.53
Akwanga,Akwanga,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.509076895,0.545084849,0.554374123
Obi2,Obi2,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.47867099,0.522169724,0.53
Awe,Awe,Keana,0.733898674,0.660091746,0.348381681,0.509805233,1825,1095,2015,0.564364244,0.584430432,0.662855101
Doma,Doma,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.39040939,0.451927322,0.53
Karu,Karu,Oke-Ero,0.440018939,0.611160293,0.321389685,0.444959925,1825,1095,2015,0.470750314,0.516071368,0.53
Keana,Keana,Keana,0.546398674,0.558733334,0.596329136,0.553664882,1825,1095,2015,0.38719336,0.449296597,0.53
Keffi,Keffi,Oke-Ero,0.475714171,0.213962624,0.417378927,0.461278818,1825,1095,2015,0.452112722,0.5015342,0.53
Lafia,Lafia,Alkaleri,0.571697998,0.428155308,0.431243203,0.521144421,1825,1095,2015,0.503966925,0.541291955,0.542766828
Nasarawa2,Nasarawa2,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.379114078,0.442674871,0.53
Nasarawa-Eggon,Nasarawa-Eggon,Alkaleri,0.748462075,0.771292563,0.684304428,0.578287278,1825,1095,2015,0.497648158,0.536568319,0.53
Chanchaga,Chanchaga,Keana,0.385413825,0.191531908,0.341750382,0.243320055,1825,1095,2015,0.393820889,0.454714405,0.53
Toto,Toto,Keana,0.408141098,0.57388485,0.233809935,0.508210337,1825,1095,2015,0.39100856,0.452417095,0.53
Wamba,Wamba,Alkaleri,0.682495058,0.479625896,0.400093901,0.551971488,1825,1095,2015,0.418578169,0.474808309,0.53
Agaie,Agaie,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.469310553,0.514957552,0.53
Agwara,Agwara,Birnin Kebbi,0.525710142,0.398849721,0.377347658,0.519238595,1825,1095,2015,0.513248554,0.548162892,0.563637941
Bida,Bida,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.354220152,0.422188464,0.53
Bosso,Bosso,Keana,0.376545521,0.293070699,0.264247351,0.290020237,1825,1095,2015,0.45101388,0.500669413,0.53
Edati,Edati,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.417118573,0.473631021,0.53
Gbako,Gbako,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.413494411,0.470703464,0.53
Gurara,Gurara,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.530491978,0.560704096,0.599975607
Katcha,Katcha,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.42622003,0.480954753,0.53
Kontagora,Kontagora,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.60860437,0.613446079,0.730194434
Lapai,Lapai,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.420239724,0.476147229,0.53
Lavun,Lavun,Oke-Ero,0.69476179,0.446105481,0.375712261,0.791688175,1825,1095,2015,0.535336764,0.564173288,0.609638515
Magama,Magama,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.472155733,0.517157065,0.53
Mariga,Mariga,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.651231893,0.639142834,0.781946548
Mashegu,Mashegu,Oke-Ero,0.302986899,0.324256742,0.265863776,0.352389929,1825,1095,2015,0.469502121,0.515105843,0.53
Pailoro,Pailoro,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.511626287,0.546967894,0.560057877
Lagelu,Lagelu,Akinyele,0.391010175,0.390976663,0.342928548,0.332722554,1825,1095,2015,0.345490307,0.414987723,0.53
Mokwa,Mokwa,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.422191007,0.477717867,0.53
Muya,Muya,Giwa,0.900268348,0.811591329,0.550756174,0.76498727,1825,1095,2015,0.602049914,0.60929501,0.72116352
Abeokuta South,Abeokuta South,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.443245868,0.494533241,0.53
Ijebu North,Ijebu North,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.308615406,0.384607157,0.53
Rafi,Rafi,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.550360117,0.574772763,0.638153998
Rijau,Rijau,Alkaleri,0.52485959,0.521292563,0.684304428,0.522731722,1825,1095,2015,0.589881947,0.601450652,0.703560904
Ado-Odo-Ota,Ado-Odo/Ota,Uzo-Uwani,0.263758072,0.216340228,0.227780206,0.126943222,1825,1095,2015,0.405185074,0.46396913,0.53
Ijebu North East,Ijebu North East,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.396632199,0.457008243,0.53
Shiroro,Shiroro,Oke-Ero,0.242380838,0.353179327,0.356772867,0.308753566,1825,1095,2015,0.564594834,0.584587609,0.663247285
Suleja,Suleja,Giwa,0.331037579,0.359210376,0.417422841,0.386782142,1825,1095,2015,0.574948442,0.59158217,0.680388588
Tafa,Tafa,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.544339269,0.570554,0.626983896
Wushishi,Wushishi,Oke-Ero,0.659047505,0.618374389,0.789927947,0.661675643,1825,1095,2015,0.567422283,0.586509958,0.668018824
Abeokuta North,Abeokuta North,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.429058332,0.483229857,0.53
Egbado South,Egbado South,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.38366582,0.446407593,0.53
Ewekoro,Ewekoro,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.487001134,0.528528126,0.53
Ifo,Ifo,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.20508398,1825,1095,2015,0.430900956,0.484704494,0.53
Ijebu East,Ijebu East,Oke-Ero,0.355039846,0.353179327,0.327494473,0.369479696,1825,1095,2015,0.42630383,0.481021987,0.53
Ijebu ode,Ijebu ode,Owan East,0.16036459,0.341857383,0.142634007,0.095322999,1825,1095,2015,0.370794776,0.435840096,0.53
Ikenne,Ikenne,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.382682373,0.445601554,0.53
Obafemi-Owode,Obafemi-Owode,Owan East,0.431060526,0.430659832,0.214800539,0.294709795,1825,1095,2015,0.396257357,0.456702555,0.53
Odeda,Odeda,Oke-Ero,0.355039846,0.353179327,0.327494473,0.093223262,1825,1095,2015,0.380143878,0.44351983,0.53
Odogbolu,Odogbolu,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.402893026,0.462106458,0.53
Ogun waterside,Ogun waterside,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.440646451,0.492471268,0.53
Remo North,Remo North,Owan East,0.408657941,0.332784063,0.229262989,0.277964823,1825,1095,2015,0.322328246,0.39588712,0.53
Shagamu,Shagamu,Uzo-Uwani,0.248230152,0.216340228,0.240850103,0.059747454,1825,1095,2015,0.440001033,0.491958645,0.53
Akoko North East,Akoko North East,Oke-Ero,0.492380838,0.255629291,0.150712261,0.380082237,1825,1095,2015,0.346553372,0.415864752,0.53
