,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
719,Iwajowa,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
720,Atigbo,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
721,Baruten,Oke-Ero,0.224489796,0.142857143,0.1,0.257142857
722,Borgu,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
723,Bagudo,Birnin Kebbi,0.356092717,0.268451526,0.237003687,0.455643462
724,Dandi,Birnin Kebbi,0.395379477,0.281900326,0.286395337,0.414711526
725,Arewa-Dandi,Birnin Kebbi,0.305555556,0.25,0.09375,0.25
726,Gudu,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
727,Tangaza,Gawabawa,0.67817511,0.564724153,0.549955194,0.513189135
728,Gada,Gawabawa,0.916666667,0.564724153,0.833333333,0.75
729,Sabon Birni,Gawabawa,0.730769231,0.75,0.705882353,0.517241379
730,kaita,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
731,Jibia,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
732,Mashi,Rimi,0.57241651,0.492015646,0.485688185,0.573568788
733,Mai'Adua,Rimi,0.72173913,0.666666667,0.542857143,0.75
734,Zango,Babura,0.724492218,0.689711847,0.730814444,0.700536218
735,Baure,Babura,0.724492218,0.689711847,0.730814444,0.700536218
736,Sule-Tankarkar,Babura,0.724492218,0.689711847,0.730814444,0.700536218
737,Maigatari,Babura,0.826086957,0.909090909,0.739130435,0.745454545
738,Ussa,Oru West,0.23050672,0.101406077,0.063511795,0.134699838
739,Machina,Taura,0.662736395,0.562919518,0.547008309,0.677597534
740,Yusufari,Taura,0.662736395,0.562919518,0.547008309,0.677597534
741,Shomolu,Isoko South,0.166666667,0.181818182,0.143320951,0.109090909
742,Yunusari,Babura,0.724492218,0.689711847,0.730814444,0.700536218
743,Monguno,Babura,0.724492218,0.689711847,0.730814444,0.700536218
744,Mobbar,Babura,0.724492218,0.689711847,0.730814444,0.700536218
745,Ngala,Taura,0.662736395,0.562919518,0.547008309,0.677597534
746,Abadam,Babura,0.724492218,0.689711847,0.730814444,0.700536218
747,Kukawa,Babura,0.724492218,0.689711847,0.730814444,0.700536218
748,Kala/Balge,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
749,Bama,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
750,Gwoza,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
751,Madagali,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
752,Michika,Darazo,0.544744096,0.473466707,0.407730102,0.513049437
753,Mubi North,Darazo,0.476118339,0.211434662,0.305367121,0.322868171
754,Maiha,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
755,Fufore,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
756,Jada,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
757,Ganaye,Alkaleri,0.459826463,0.372836371,0.342199264,0.40870638
758,Toungo,Keana,0.309313514,0.21918585,0.191727738,0.236355355
759,Kurmi,Oru West,0.23050672,0.101406077,0.063511795,0.134699838
760,Gashaka,Oru West,0.23050672,0.101406077,0.063511795,0.134699838
761,Sardauna,Oru West,0.516129032,0.4,0.333333333,0.368421053
762,Takum,Keana,0.309313514,0.115384615,0.192307692,0.101694915
763,Kwande,Oke-Ero,0.279325674,0.264216703,0.24344888,0.297089767
764,Obanliku,Obubra,0.580069762,0.615237824,0.60750627,0.6128093
765,Boki,Obubra,0.580069762,0.615237824,0.60750627,0.6128093
766,Etung,Obubra,0.538461538,0.25,0.333333333,0.609756098
767,Akamkpa,Ngor-Okpala,0.1875,0.153175235,0.166666667,0.119047619
768,Bakassi,Obubra,0.580069762,0.615237824,0.60750627,0.6128093
769,Akpabuyo,Nsit Ubium,0.417515765,0.284899949,0.332743974,0.387919302
770,Eti-Osa,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
771,Ikorodu,Uzo-Uwani,0.206896552,0.166666667,0.153846154,0.1
772,Kosofe,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
773,Lagos Island,Isoko South,0.074074074,0.13719583,0.111111111,0.075471698
774,Lagos Mainland,Isoko South,0.160763356,0.13719583,0.143320951,0.133082336
