LGA,LGA_old,repDS,simday,duration,year,mortality_rate,kill_rate,block_initial,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use
Mobbar,Mobbar,Babura,0,1095,2010,0.814938687,0.716736078,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Ngala,Ngala,Taura,0,1095,2010,0.627405037,0.625059413,0.53,0.53646592,0.440114892,0.368967436,0.583396689
Abadam,Abadam,Babura,0,1095,2010,0.658846787,0.643492642,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Kukawa,Kukawa,Babura,0,1095,2010,0.639968548,0.632574443,0.53,0.375325174,0.214522186,0.126023075,0.350839769
Kala-Balge,Kala/Balge,Darazo,0,1095,2010,0.645505958,0.63582369,0.53,0.6,0.5,0.346153846,0.690909091
Bama,Bama,Darazo,0,1095,2010,0.707957691,0.669778823,0.53,0.46787632,0.313975754,0.226588337,0.47097189
Gwoza,Gwoza,Darazo,0,1095,2010,0.679653584,0.655002722,0.53,0.46787632,0.313975754,0.226588337,0.47097189
Madagali,Madagali,Darazo,0,1095,2010,0.722065325,0.67676674,0.53,0.769230769,0.444444444,0.5,0.653333333
Michika,Michika,Darazo,0,1095,2010,0.688720491,0.659846477,0.53,0.354166667,0.382352941,0.192982456,0.328947368
Mubi North,Mubi North,Darazo,0,1095,2010,0.698641529,0.665027176,0.53,0.5,0.25,0.269230769,0.353658537
Maiha,Maiha,Alkaleri,0,1095,2010,0.647421068,0.636938432,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Fufore,Fufore,Alkaleri,0,1095,2010,0.635571581,0.629966874,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Jada,Jada,Alkaleri,0,1095,2010,0.556558753,0.579074542,0.53,0.481667677,0.306521543,0.256637785,0.410395137
Ganaye,Ganaye,Alkaleri,0,1095,2010,0.427407559,0.481907173,0.53,0.75,0.941176471,0.8,0.73015873
Toungo,Toungo,Keana,0,1095,2010,0.383744468,0.446472042,0.53,0.086924687,0.045651648,0.033072808,0.087141812
Kurmi,Kurmi,Oru West,0,1095,2010,0.452232517,0.501628429,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Gashaka,Gashaka,Oru West,0,1095,2010,0.402171636,0.461519779,0.53,0.343098592,0.295986276,0.219999637,0.304709624
Sardauna,Sardauna,Oru West,0,1095,2010,0.281154575,0.362160557,0.53,0.157894737,0.295986276,0.219999637,0.114285714
Takum,Takum,Keana,0,1095,2010,0.408710545,0.466829983,0.53,0.086924687,0.045651648,0.033072808,0.087141812
Kwande,Kwande,Oke-Ero,0,1095,2010,0.389530493,0.451208693,0.53,0.270838415,0.138120033,0.087266194,0.23846713
Obanliku,Obanliku,Obubra,0,1095,2010,0.445798859,0.496554243,0.53,0.276762984,0.182743565,0.131962766,0.21025261
Boki,Boki,Obubra,0,1095,2010,0.433816783,0.487034109,0.53,0.192307692,0.066666667,0.043478261,0.153846154
Etung,Etung,Obubra,0,1095,2010,0.470104636,0.515572062,0.53,0.276762984,0.182743565,0.131962766,0.21025261
Akamkpa,Akamkpa,Ngor-Okpala,0,1095,2010,0.473355826,0.518082922,0.53,0.111873819,0.10469624,0.070636395,0.08256596
Bakassi,Bakassi,Obubra,0,1095,2010,0.269329192,0.352578982,0.53,0.276762984,0.182743565,0.131962766,0.21025261
Akpabuyo,Akpabuyo,Nsit Ubium,0,1095,2010,0.417147714,0.473654536,0.53,0.432432432,0.083333333,0.333333333,0.2
Eti-Osa,Eti-Osa,Isoko South,0,1095,2010,0.469914663,0.515425093,0.53,0.127069006,0.150563576,0.056750149,0.070841701
Ikorodu,Ikorodu,Uzo-Uwani,0,1095,2010,0.461778972,0.509105403,0.53,0.111111111,0.074567206,0.067921762,0.023809524
Kosofe,Kosofe,Isoko South,0,1095,2010,0.4609272,0.508440915,0.53,0.127069006,0.150563576,0.056750149,0.070841701
Lagos Island,Lagos Island,Isoko South,0,1095,2010,0.470665291,0.516005638,0.53,0.127069006,0.150563576,0.056750149,0.070841701
Lagos Mainland,Lagos Mainland,Isoko South,0,1095,2010,0.470933929,0.516213299,0.53,0.285714286,0.150563576,0.148148148,0.218181818
Aba North,Aba North,Ngor-Okpala,1095,730,2013,0.319067389,0.393201897,0.53,0.230769231,0.294117647,0.2,0.205128205
Aba South,Aba South,Ngor-Okpala,1095,730,2013,0.311454386,0.38693958,0.53,0.220513671,0.182138112,0.052654228,0.107924917
Arochukwu,Arochukwu,Ngor-Okpala,1095,730,2013,0.431823298,0.485441926,0.53,0.230769231,0.267245815,0.245034815,0.170444141
Bende,Bende,Ngor-Okpala,1095,730,2013,0.451630723,0.501154968,0.53,0.265013079,0.220612557,0.155350739,0.259426298
Ikwuano,Ikwuano,Ngor-Okpala,1095,730,2013,0.469780688,0.51532143,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Isiala-Ngwa North,Isiala-Ngwa North,Ngor-Okpala,1095,730,2013,0.347639146,0.416760484,0.53,0.078519105,0.015349098,0.031909458,0.053881174
Isiala-Ngwa South,Isiala-Ngwa South,Ngor-Okpala,1095,730,2013,0.381316588,0.444481729,0.53,0.235269258,0.265801954,0.219864653,0.220867863
Isuikwato,Isuikwato,Ngor-Okpala,1095,730,2013,0.414408176,0.471442169,0.53,0.307692308,0.4,0.411764706,0.261363636
Obi Nwa,Obi Nwa,Ngor-Okpala,1095,730,2013,0.339144556,0.409752288,0.53,0.153846154,0.166666667,0.041666667,0.063829787
Ohafia,Ohafia,Ngor-Okpala,1095,730,2013,0.433165676,0.486514324,0.53,0.28951923,0.464209843,0.218758596,0.281309139
Osisioma Ngwa,Osisioma Ngwa,Ngor-Okpala,1095,730,2013,0.3223721,0.395923243,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Ugwunagbo,Ugwunagbo,Ngor-Okpala,1095,730,2013,0.311296946,0.386810187,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Ukwa East,Ukwa East,Nsit Ubium,1095,730,2013,0.30363416,0.380519132,0.53,0.3,0.304347826,0.2,0.195652174
Ukwa West,Ukwa West,Nsit Ubium,1095,730,2013,0.294680951,0.373187786,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Umu-Neochi,Umu-Neochi,Oru West,1095,730,2013,0.436597759,0.489251418,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Umuahia North,Umuahia North,Ngor-Okpala,1095,730,2013,0.451576154,0.501112024,0.53,0.181818182,0.272727273,0.068965517,0.130434783
Umuahia South,Umuahia South,Ngor-Okpala,1095,730,2013,0.48752647,0.528927156,0.53,0.139534894,0.142857191,0.05263159,0.079777333
Demsa,Demsa,Alkaleri,1095,730,2013,0.495212973,0.534738199,0.53,0.066666667,0.037037037,0.037735849,0.050505051
Gireri,Gireri,Darazo,1095,730,2013,0.658506137,0.643299625,0.53,0.086667131,0.040613399,0.055284054,0.069084013
Gombi,Gombi,Alkaleri,1095,730,2013,0.515567645,0.54986676,0.53,0.043478261,0.072751232,0.053568923,0.043478261
Guyuk,Guyuk,Alkaleri,1095,730,2013,0.571995521,0.58959986,0.53,0.169959092,0.088263646,0.123127899,0.141267391
Hong,Hong,Darazo,1095,730,2013,0.634881453,0.629555395,0.53,0.026577194,0.025693914,0.068696764,0.029674851
Lamurde,Lamurde,Alkaleri,1095,730,2013,0.429924862,0.483923569,0.53,0.37037037,0.347826087,0.307692308,0.3
Mayo-Belwa,Mayo-Belwa,Alkaleri,1095,730,2013,0.615915722,0.618014343,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Numan,Numan,Alkaleri,1095,730,2013,0.518273564,0.55184819,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Shelleng,Shelleng,Darazo,1095,730,2013,0.58914423,0.600969346,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Itu,Itu,Ngor-Okpala,1095,730,2013,0.415010863,0.471929182,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Song,Song,Darazo,1095,730,2013,0.551949619,0.575879905,0.53,0.170212766,0.173913043,0.068696764,0.114942529
Yola North,Yola North,Alkaleri,1095,730,2013,0.581884889,0.596198663,0.53,0.208496008,0.158812559,0.211686374,0.149064666
Yola South,Yola South,Alkaleri,1095,730,2013,0.57254926,0.589972357,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Abak,Abak,Nsit Ubium,1095,730,2013,0.358412263,0.425644469,0.53,0.137931034,0.3125,0.204545455,0.228571429
Awka North,Awka North,Uzo-Uwani,1095,730,2013,0.388205397,0.450124783,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Eket,Eket,Nsit Ubium,1095,730,2013,0.238612216,0.328021397,0.53,0.089131707,0.073748799,0.092996157,0.076034622
Esit Eket,Esit Eket,Nsit Ubium,1095,730,2013,0.262279676,0.346897657,0.53,0.195415181,0.152328295,0.081961453,0.165974528
Essien Udim,Essien Udim,Ngor-Okpala,1095,730,2013,0.369824263,0.435041855,0.53,0.21875,0.125,0.3125,0.237623762
Etim Ekpo,Etim Ekpo,Ngor-Okpala,1095,730,2013,0.326319464,0.399175674,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Etinan,Etinan,Nsit Ubium,1095,730,2013,0.271254927,0.35413511,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Ibesikpo Asutan,Ibesikpo Asutan,Nsit Ubium,1095,730,2013,0.364757188,0.430871605,0.53,0.078947368,0.129032258,0.161290323,0.198347107
Ibiono Ibom,Ibiono Ibom,Ngor-Okpala,1095,730,2013,0.383194312,0.446021174,0.53,0.333333333,0.037037037,0.022727273,0.203703704
Ika,Ika,Ngor-Okpala,1095,730,2013,0.281330517,0.36230356,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Ikono,Ikono,Ngor-Okpala,1095,730,2013,0.3504186,0.419053252,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Ikot Abasi,Ikot Abasi,Nsit Ubium,1095,730,2013,0.194063012,0.293529351,0.53,0.292682927,0.285714286,0.297297297,0.336363636
Ikot Ekpene,Ikot Ekpene,Ngor-Okpala,1095,730,2013,0.356519334,0.424084125,0.53,0.210526316,0.090909091,0.2,0.162162162
Ini,Ini,Ngor-Okpala,1095,730,2013,0.395911217,0.45642023,0.53,0.0625,0.115384615,0.162790698,0.3
Mkpat Enin,Mkpat Enin,Nsit Ubium,1095,730,2013,0.225930858,0.318051677,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Nsit Atai,Nsit Atai,Nsit Ubium,1095,730,2013,0.243345201,0.331769618,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Nsit Ibom,Nsit Ibom,Nsit Ubium,1095,730,2013,0.357951303,0.425264532,0.53,0.215088335,0.170899306,0.171733537,0.209209515
Nsit Ubium,Nsit Ubium,Nsit Ubium,1095,730,2013,0.247213687,0.334843575,0.53,0.052631579,0.12,0.205882353,0.2
Awka South,Awka South,Uzo-Uwani,1095,730,2013,0.431794981,0.485419293,0.53,0.03030303,0.055555556,0.09154177,0.010869565
Obot Akara,Obot Akara,Ngor-Okpala,1095,730,2013,0.376065149,0.440171735,0.53,0.142857143,0.136363636,0.115384615,0.262626263
Okobo,Okobo,Nsit Ubium,1095,730,2013,0.269257198,0.352520839,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Onna,Onna,Nsit Ubium,1095,730,2013,0.191877243,0.291878138,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Oruk Anam,Oruk Anam,Nsit Ubium,1095,730,2013,0.312496984,0.387796568,0.53,0.188744623,0.151054467,0.11087847,0.152047526
Ukanafun,Ukanafun,Nsit Ubium,1095,730,2013,0.340679142,0.41101835,0.53,0.3,0.066666667,0.060606061,0.226190476
Uruan,Uruan,Nsit Ubium,1095,730,2013,0.401030149,0.460591042,0.53,0.096774194,0.047619048,0.026315789,0.148648649
Urue-Offong-Oruko,Urue-Offong/Oruko,Nsit Ubium,1095,730,2013,0.204236897,0.30126919,0.53,0.038461538,0.151054467,0.078125,0.117021277
Ayamelum,Ayamelum,Uzo-Uwani,1095,730,2013,0.436497382,0.489171465,0.53,0.071428571,0.090909091,0.024390244,0.081632653
Uyo,Uyo,Nsit Ubium,1095,730,2013,0.399966547,0.459725229,0.53,0.096505028,0.091630406,0.053898038,0.083010129
Aguata,Aguata,Oru West,1095,730,2013,0.454034567,0.503044714,0.53,0.200149982,0.028021638,0.05228792,0.125433206
Anambra East,Anambra East,Uzo-Uwani,1095,730,2013,0.375672105,0.439848897,0.53,0.086956522,0.052631579,0.085714286,0.058823529
Anambra West,Anambra West,Uzo-Uwani,1095,730,2013,0.39176502,0.453035277,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Anaocha,Anaocha,Oru West,1095,730,2013,0.420247823,0.476153753,0.53,0.181818182,0.142857143,0.116855278,0.141509434
Dunukofia,Dunukofia,Uzo-Uwani,1095,730,2013,0.421451191,0.477122595,0.53,0.133333333,0.043478261,0.083333333,0.129411765
Ekwusigo,Ekwusigo,Oru West,1095,730,2013,0.255572543,0.341515837,0.53,0.096774194,0.066666667,0.041666667,0.047169811
Idemili North,Idemili North,Uzo-Uwani,1095,730,2013,0.422797782,0.478205882,0.53,0.01807543,0.10391129,0.019687722,0.057105545
Idemili South,Idemili South,Oru West,1095,730,2013,0.377378695,0.441250403,0.53,0.17370269,0.098226104,0.07809865,0.108480451
Ihiala,Ihiala,Oru West,1095,730,2013,0.199598953,0.297729955,0.53,0.13805026,0.174410029,0.055218123,0.124251415
Njikoka,Njikoka,Uzo-Uwani,1095,730,2013,0.436915256,0.489504274,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Nnewi North,Nnewi North,Oru West,1095,730,2013,0.308642745,0.38462961,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Nnewi South,Nnewi South,Oru West,1095,730,2013,0.303374646,0.380306319,0.53,0.230641915,0.164100907,0.116855278,0.210331671
Ogbaru,Ogbaru,Ahoada West,1095,730,2013,0.230996863,0.322021221,0.53,0.249920244,0.098220617,0.128942124,0.168661623
Onitsha North,Onitsha North,Uzo-Uwani,1095,730,2013,0.382531956,0.445478249,0.53,0.17926712,0.028652557,0.021185902,0.079461965
Onitsha South,Onitsha South,Uzo-Uwani,1095,730,2013,0.368656397,0.434081069,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Orumba North,Orumba North,Oru West,1095,730,2013,0.403508225,0.462606614,0.53,0.083333333,0.285714286,0.121212121,0.157303371
Orumba South,Orumba South,Oru West,1095,730,2013,0.438379079,0.490669288,0.53,0.230641915,0.142857143,0.055555556,0.063157895
Oyi,Oyi,Uzo-Uwani,1095,730,2013,0.387377598,0.449447388,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Alkaleri,Alkaleri,Alkaleri,1095,730,2013,0.570092852,0.588317246,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Bauchi,Bauchi,Alkaleri,1095,730,2013,0.627087591,0.624866967,0.53,0.217140886,0.12456069,0.078945586,0.193672806
Bogoro,Bogoro,Alkaleri,1095,730,2013,0.578959907,0.594258836,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Damban,Damban,Darazo,1095,730,2013,0.81015375,0.714922519,0.53,0.012255252,0.08448735,0.068696764,0.032509583
Darazo,Darazo,Darazo,1095,730,2013,0.786253294,0.705476275,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Dass,Dass,Alkaleri,1095,730,2013,0.466190501,0.512538393,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Gamawa,Gamawa,Gwarzo,1095,730,2013,0.770682387,0.698966685,0.53,0.063062651,0.037239774,0.025602661,0.029096548
Jama'are,Jama'are,Taura,1095,730,2013,0.749263424,0.689541118,0.53,0.181535236,0.11021374,0.086236149,0.171748891
Ganjuwa,Ganjuwa,Darazo,1095,730,2013,0.647484501,0.636975276,0.53,0.013333333,0.08448735,0.068696764,0.025862069
Giade,Giade,Darazo,1095,730,2013,0.730326034,0.680743195,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Itas-Gadau,Itas/Gadau,Taura,1095,730,2013,0.742973977,0.686667971,0.53,0.105263158,0.023809524,0.086236149,0.113207547
Katagum,Katagum,Gwarzo,1095,730,2013,0.74547039,0.687814164,0.53,0.010454854,0.051418292,0.048921788,0.015516975
Kirfi,Kirfi,Alkaleri,1095,730,2013,0.704749265,0.668154735,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Misau,Misau,Darazo,1095,730,2013,0.803277912,0.712271562,0.53,0.047619048,0.075471698,0.070422535,0.075471698
Ningi,Ningi,Takali,1095,730,2013,0.6738636,0.651854983,0.53,0.013409934,0.05735459,0.045574567,0.035700065
Ukum,Ukum,Keana,1095,730,2013,0.383970395,0.446657171,0.53,0.065090086,0.043892064,0.050118085,0.045077104
Shira,Shira,Takali,1095,730,2013,0.742991291,0.686675947,0.53,0.035087719,0.05735459,0.045574567,0.023529412
Tafawa-Balewa,Tafawa-Balewa,Alkaleri,1095,730,2013,0.531148459,0.561175608,0.53,0.114726488,0.050567208,0.033816637,0.094829679
Toro,Toro,Giwa,1095,730,2013,0.625332185,0.623800515,0.53,0.123820541,0.079218143,0.048481424,0.135089353
Warji,Warji,Takali,1095,730,2013,0.680001753,0.655190649,0.53,0.148148148,0.083333333,0.1,0.095744681
Zaki,Zaki,Taura,1095,730,2013,0.753604356,0.69149605,0.53,0.181535236,0.11021374,0.086236149,0.171748891
Kolokuma-Opokuma,Kolokuma/Opokuma,Ahoada West,1095,730,2013,0.224180225,0.31668418,0.53,0.16928682,0.11544762,0.097571244,0.106746269
Nembe,Nembe,Ahoada West,1095,730,2013,0.273335383,0.35581817,0.53,0.387096774,0.173913043,0.34375,0.237113402
Ogbia,Ogbia,Ahoada West,1095,730,2013,0.381331283,0.44449378,0.53,0.14129337,0.174958146,0.10022028,0.140175963
Sagbama,Sagbama,Ahoada West,1095,730,2013,0.219154854,0.312771086,0.53,0.16928682,0.11544762,0.097571244,0.106746269
Yenegoa,Yenegoa,Isoko South,1095,730,2013,0.260617689,0.34556186,0.53,0.222809494,0.220663194,0.151835557,0.190892401
Ado,Ado,Akinyele,1095,730,2013,0.357778894,0.425122422,0.53,0.8,0.558823529,0.523809524,0.74025974
Agatu,Agatu,Keana,1095,730,2013,0.440507142,0.492360644,0.53,0.319248839,0.111111105,0.191810341,0.377855901
Apa,Apa,Keana,1095,730,2013,0.437711079,0.490137805,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Buruku,Buruku,Keana,1095,730,2013,0.37690999,0.440865552,0.53,0.302774002,0.20636345,0.160015468,0.26127421
Gboko,Gboko,Keana,1095,730,2013,0.325574075,0.398561371,0.53,0.156921673,0.129869362,0.132996784,0.13511247
Guma,Guma,Keana,1095,730,2013,0.365014826,0.431083741,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Gwer East,Gwer East,Oke-Ero,1095,730,2013,0.369333536,0.43463817,0.53,0.451612903,0.318181818,0.219512195,0.342857143
Gwer West,Gwer West,Keana,1095,730,2013,0.423749809,0.478971197,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Katsina-Ala,Katsina-Ala,Keana,1095,730,2013,0.338062239,0.408859386,0.53,0.144027186,0.092346533,0.075482925,0.145935277
Konshisha,Konshisha,Oke-Ero,1095,730,2013,0.393916167,0.45479219,0.53,0.168695913,0.105193908,0.078409211,0.165696417
Logo,Logo,Keana,1095,730,2013,0.41751013,0.473946946,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Makurdi,Makurdi,Keana,1095,730,2013,0.369068798,0.434420372,0.53,0.368421053,0.5,0.269230769,0.385542169
Obi1,Obi1,Keana,1095,730,2013,0.390472194,0.451978665,0.53,0.565217391,0.363636364,0.291666667,0.5
Ogbadibo,Ogbadibo,Owan East,1095,730,2013,0.336392711,0.407482111,0.53,0.6,0.47826087,0.428571429,0.4
Ohimini,Ohimini,Akinyele,1095,730,2013,0.349595567,0.418374369,0.53,0.21332798,0.159744519,0.117702428,0.173750679
Oju,Oju,Oke-Ero,1095,730,2013,0.409720848,0.467648858,0.53,0.464285714,0.368421053,0.583333333,0.339285714
Okpokwu,Okpokwu,Akinyele,1095,730,2013,0.347201019,0.416399046,0.53,0.291285321,0.275632423,0.369986155,0.21389695
Oturkpo,Oturkpo,Owan East,1095,730,2013,0.406479871,0.465020433,0.53,0.354988546,0.131247229,0.104523621,0.290722279
Tarka,Tarka,Keana,1095,730,2013,0.339520975,0.410062837,0.53,0.185599666,0.112881666,0.096685117,0.159002102
Ushongo,Ushongo,Oke-Ero,1095,730,2013,0.333533837,0.405123965,0.53,0.168695913,0.105193908,0.078409211,0.165696417
Vandeikya,Vandeikya,Oke-Ero,1095,730,2013,0.384252901,0.446888644,0.53,0.487804878,0.333333333,0.24,0.355555556
Askira-Uba,Askira/Uba,Darazo,1095,730,2013,0.666450057,0.647762427,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Enugu East,Enugu East,Uzo-Uwani,1095,730,2013,0.392074002,0.453287726,0.53,0.146099205,0.086505381,0.076142255,0.083482488
Bayo,Bayo,Alkaleri,1095,730,2013,0.570036309,0.588279066,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Biu,Biu,Darazo,1095,730,2013,0.636944927,0.630783932,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Chibok,Chibok,Darazo,1095,730,2013,0.652598314,0.639928775,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Damboa,Damboa,Darazo,1095,730,2013,0.695319136,0.663306114,0.53,0.032258065,0.03125,0.068696764,0.035294118
Biase,Biase,Ngor-Okpala,1095,730,2013,0.42094549,0.476715539,0.53,0.262846013,0.208112873,0.171288626,0.218595141
Dikwa,Dikwa,Darazo,1095,730,2013,0.719398758,0.675465,0.53,0.096759001,0.066396828,0.059277286,0.089650709
Gubio,Gubio,Gawabawa,1095,730,2013,0.814426994,0.716543356,0.53,0.140360189,0.076231098,0.060961644,0.093340935
Jere,Jere,Gawabawa,1095,730,2013,0.753750697,0.691561556,0.53,0.142857143,0.090909091,0.055555556,0.082644628
Guzamala,Guzamala,Babura,1095,730,2013,0.777569747,0.701881155,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Hawul,Hawul,Darazo,1095,730,2013,0.628168105,0.625521494,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Kwaya Kusar,Kwaya Kusar,Alkaleri,1095,730,2013,0.597977668,0.606689636,0.53,0.118463907,0.072751232,0.053568923,0.110290165
Enugu North,Enugu North,Uzo-Uwani,1095,730,2013,0.420714903,0.476529889,0.53,0.215752849,0.237134552,0.104619793,0.133252556
Kaga,Kaga,Darazo,1095,730,2013,0.674887541,0.65241475,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Mafa,Mafa,Darazo,1095,730,2013,0.71541858,0.673505468,0.53,0.105014985,0.08448735,0.068696764,0.108877417
Obudu,Obudu,Obubra,1095,730,2013,0.438167494,0.490500973,0.53,0.308113692,0.239554191,0.191552783,0.284120767
Konduga,Konduga,Darazo,1095,730,2013,0.74032898,0.685445232,0.53,0.105014985,0.08448735,0.068696764,0.033333333
Bomadi,Bomadi,Isoko South,1095,730,2013,0.197303754,0.29598519,0.53,0.140505594,0.015897464,0.010000493,0.018116249
Magumeri,Magumeri,Gawabawa,1095,730,2013,0.783011005,0.704144224,0.53,0.140360189,0.076231098,0.060961644,0.093340935
Maiduguri,Maiduguri,Darazo,1095,730,2013,0.77182807,0.699455384,0.53,0.276499571,0.232510255,0.1571675,0.215091045
Shani,Shani,Alkaleri,1095,730,2013,0.675999756,0.653021266,0.53,0.092592593,0.071428571,0.111111111,0.065934066
Abi,Abi,Obubra,1095,730,2013,0.400313882,0.46000802,0.53,0.308113692,0.239554191,0.191552783,0.284120767
Marte,Marte,Babura,1095,730,2013,0.719831894,0.675677048,0.53,0.084019284,0.048532657,0.053251464,0.085591563
Nganzai,Nganzai,Gawabawa,1095,730,2013,0.772011267,0.699533384,0.53,0.068965517,0.04,0.1,0.037974684
Bekwara,Bekwara,Oke-Ero,1095,730,2013,0.383264622,0.4460788,0.53,0.168695913,0.105193908,0.078409211,0.165696417
Calabar-Municipal,Calabar-Municipal,Nsit Ubium,1095,730,2013,0.462134621,0.509382696,0.53,0.05,0.055555556,0.11087847,0.012195122
Ikom,Ikom,Obubra,1095,730,2013,0.470923114,0.51620494,0.53,0.228571429,0.239554191,0.103448276,0.14084507
Obubra,Obubra,Obubra,1095,730,2013,0.444533155,0.495552804,0.53,0.253432542,0.265492204,0.274483959,0.275879042
Enugu South,Enugu South,Uzo-Uwani,1095,730,2013,0.479661177,0.52292855,0.53,0.342105263,0.214285714,0.09154177,0.108695652
Odukpani,Odukpani,Ngor-Okpala,1095,730,2013,0.447918712,0.498229176,0.53,0.329253981,0.331932309,0.274447128,0.306833721
Ogoja,Ogoja,Obubra,1095,730,2013,0.439863497,0.491849375,0.53,0.308113692,0.239554191,0.191552783,0.284120767
Yakurr,Yakurr,Obubra,1095,730,2013,0.412760432,0.470109825,0.53,0.365774085,0.457474242,0.244198579,0.340803624
Ogbomosho North,Ogbomosho North,Akinyele,1095,730,2013,0.277526963,0.359214893,0.53,0.260869565,0.095238095,0.15625,0.12987013
Yala,Yala,Oke-Ero,1095,730,2013,0.446939058,0.497455497,0.53,0.203505622,0.197872187,0.113829574,0.220916196
Aniocha North,Aniocha North,Uzo-Uwani,1095,730,2013,0.369401293,0.434693912,0.53,0.0906344,0.096311018,0.017291234,0.063621614
Aniocha South,Aniocha South,Uzo-Uwani,1095,730,2013,0.311595529,0.387055583,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Ibadan South West,Ibadan South West,Owan East,1095,730,2013,0.315354899,0.390146775,0.53,0.037037037,0.133905361,0.099953742,0.038461538
Ethiope East,Ethiope East,Isoko South,1095,730,2013,0.209725367,0.305480359,0.53,0.037037037,0.120277523,0.090936919,0.052631579
Ethiope West,Ethiope West,Isoko South,1095,730,2013,0.342228555,0.412296673,0.53,0.140505594,0.120277523,0.090936919,0.045454545
Ika North East,Ika North East,Uzo-Uwani,1095,730,2013,0.388201078,0.450121249,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Ika South,Ika South,Uzo-Uwani,1095,730,2013,0.37137411,0.436316512,0.53,0.137927212,0.082925564,0.084092055,0.074706168
Isoko North,Isoko North,Isoko South,1095,730,2013,0.19337815,0.293011529,0.53,0.043478261,0.04,0.090936919,0.033333333
Ogbomosho South,Ogbomosho South,Akinyele,1095,730,2013,0.343621306,0.413445748,0.53,0.21332798,0.159744519,0.117702428,0.173750679
Isoko South,Isoko South,Isoko South,1095,730,2013,0.162398226,0.270038761,0.53,0.140505594,0.120277523,0.090936919,0.099378128
Ndokwa East,Ndokwa East,Ahoada West,1095,730,2013,0.258105917,0.343545804,0.53,0.16928682,0.11544762,0.097571244,0.106746269
Ndokwa West,Ndokwa West,Isoko South,1095,730,2013,0.26790329,0.351427873,0.53,0.140505594,0.120277523,0.090936919,0.099378128
Okpe,Okpe,Isoko South,1095,730,2013,0.176806986,0.280610706,0.53,0.140505594,0.120277523,0.090936919,0.011235955
Oshimili North,Oshimili North,Uzo-Uwani,1095,730,2013,0.34095855,0.41124887,0.53,0.168157145,0.119988856,0.09154177,0.114805248
Oshimili South,Oshimili South,Uzo-Uwani,1095,730,2013,0.3079518,0.384062211,0.53,0.357142857,0.076923077,0.433333333,0.25974026
Patani,Patani,Isoko South,1095,730,2013,0.156971919,0.266110793,0.53,0.131578947,0.208333333,0.166666667,0.066666667
Sapele,Sapele,Isoko South,1095,730,2013,0.293983111,0.37261735,0.53,0.144371314,0.054124838,0.080660342,0.108918048
Udu,Udu,Isoko South,1095,730,2013,0.132665008,0.24889334,0.53,0.140505594,0.120277523,0.090936919,0.099378128
