,LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
971,Ibarapa East,Oke-Ero,2020,Ibarapa East,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.343403438,0.73310991,0.65
972,Ibarapa East,Oke-Ero,2023,Ibarapa East,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.343403438,0.73310991,0.65
973,Ibarapa North,Oke-Ero,2020,Ibarapa North,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.369500036,0.73685293,0.65
974,Ibarapa North,Oke-Ero,2023,Ibarapa North,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.369500036,0.73685293,0.65
975,Ido,Akinyele,2020,Ido,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.349706785,0.734104055,0.65
976,Ido,Akinyele,2023,Ido,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.349706785,0.734104055,0.65
977,Irepo,Oke-Ero,2020,Irepo,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.40196685,0.740377609,0.65
978,Irepo,Oke-Ero,2023,Irepo,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.40196685,0.740377609,0.65
979,Ogo Oluwa,Oke-Ero,2020,Ogo Oluwa,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.439422178,0.743346299,0.65
980,Ogo Oluwa,Oke-Ero,2023,Ogo Oluwa,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.439422178,0.743346299,0.65
981,Olorunsogo,Oke-Ero,2020,Olorunsogo,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.414397427,0.741472937,0.65
982,Olorunsogo,Oke-Ero,2023,Olorunsogo,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.414397427,0.741472937,0.65
983,Oluyole,Oke-Ero,2020,Oluyole,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.288412035,0.721029342,0.65
984,Oluyole,Oke-Ero,2023,Oluyole,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.288412035,0.721029342,0.65
985,Ona-Ara,Akinyele,2020,Ona-Ara,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.28722207,0.720680649,0.65
986,Ona-Ara,Akinyele,2023,Ona-Ara,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.28722207,0.720680649,0.65
987,Orelope,Oke-Ero,2020,Orelope,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.392367103,0.739443491,0.65
988,Orelope,Oke-Ero,2023,Orelope,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.392367103,0.739443491,0.65
989,Ori Ire,Oke-Ero,2020,Ori Ire,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.343662506,0.733152018,0.65
990,Ori Ire,Oke-Ero,2023,Ori Ire,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.343662506,0.733152018,0.65
991,Oyo West,Akinyele,2020,Oyo West,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.423437594,0.742197038,0.65
992,Oyo West,Akinyele,2023,Oyo West,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.423437594,0.742197038,0.65
993,Saki East,Oke-Ero,2020,Saki East,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.45017239,0.744035901,0.65
994,Saki East,Oke-Ero,2023,Saki East,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.45017239,0.744035901,0.65
995,Saki West,Akinyele,2020,Saki West,0.8,0.8,0.8,0.8,1,may,131,Dual Al+PBO 2020,0.443453887,0.743612252,0.65
996,Saki West,Akinyele,2023,Saki West,0.8,0.8,0.8,0.8,2,may,1226,Dual Al+PBO 2020,0.443453887,0.743612252,0.65
997,Surulere2,Oke-Ero,2020,Surulere2,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.412184156,0.741286694,0.65
998,Surulere2,Oke-Ero,2023,Surulere2,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.412184156,0.741286694,0.65
999,Abua/Odual,Ahoada West,2020,Abua-Odual,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.255950957,0.709612874,0.65
1000,Abua/Odual,Ahoada West,2023,Abua-Odual,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.255950957,0.709612874,0.65
1001,Ahoada East,Ahoada West,2020,Ahoada East,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.212067193,0.685335866,0.65
1002,Ahoada East,Ahoada West,2023,Ahoada East,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.212067193,0.685335866,0.65
1003,Ahoada West,Ahoada West,2020,Ahoada West,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.212747654,0.685818488,0.65
1004,Ahoada West,Ahoada West,2023,Ahoada West,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.212747654,0.685818488,0.65
1005,Andoni,Nsit Ubium,2020,Andoni,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.187807527,0.66524829,0.65
1006,Andoni,Nsit Ubium,2023,Andoni,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.187807527,0.66524829,0.65
1007,Asari-Toru,Ahoada West,2020,Asari-Toru,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.231108823,0.697447259,0.65
1008,Asari-Toru,Ahoada West,2023,Asari-Toru,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.231108823,0.697447259,0.65
1009,Bonny,Nsit Ubium,2020,Bonny,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.215646982,0.687830777,0.65
1010,Bonny,Nsit Ubium,2023,Bonny,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.215646982,0.687830777,0.65
1011,Eleme,Ahoada West,2020,Eleme,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.25030862,0.707154794,0.65
1012,Eleme,Ahoada West,2023,Eleme,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.25030862,0.707154794,0.65
1013,Emohua,Ahoada West,2020,Emohua,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.246521171,0.705410924,0.65
1014,Emohua,Ahoada West,2023,Emohua,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.246521171,0.705410924,0.65
1015,Etche,Ngor-Okpala,2020,Etche,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.253940946,0.70875579,0.65
1016,Etche,Ngor-Okpala,2023,Etche,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.253940946,0.70875579,0.65
1017,Gokana,Nsit Ubium,2020,Gokana,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.297628692,0.72358026,0.65
1018,Gokana,Nsit Ubium,2023,Gokana,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.297628692,0.72358026,0.65
1019,Ikwerre,Oru West,2020,Ikwerre,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.244599108,0.704495644,0.65
1020,Ikwerre,Oru West,2023,Ikwerre,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.244599108,0.704495644,0.65
1021,Khana,Nsit Ubium,2020,Khana,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.213023685,0.686013131,0.65
1022,Khana,Nsit Ubium,2023,Khana,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.213023685,0.686013131,0.65
1023,Obia/Akpor,Ahoada West,2020,Obia-Akpor,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.214169292,0.686814025,0.65
1024,Obia/Akpor,Ahoada West,2023,Obia-Akpor,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.214169292,0.686814025,0.65
1025,Ogba/Egbema/Ndoni,Ahoada West,2020,Ogba-Egbema-Ndoni,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.223868267,0.693166972,0.65
1026,Ogba/Egbema/Ndoni,Ahoada West,2023,Ogba-Egbema-Ndoni,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.223868267,0.693166972,0.65
1027,Ogu/Bolo,Nsit Ubium,2020,Ogu-Bolo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.295928591,0.723128951,0.65
1028,Ogu/Bolo,Nsit Ubium,2023,Ogu-Bolo,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.295928591,0.723128951,0.65
1029,Okrika,Nsit Ubium,2020,Okrika,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.2595175,0.711085056,0.65
1030,Okrika,Nsit Ubium,2023,Okrika,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.2595175,0.711085056,0.65
1031,Omumma,Ngor-Okpala,2020,Omumma,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.307313641,0.725997989,0.65
1032,Omumma,Ngor-Okpala,2023,Omumma,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.307313641,0.725997989,0.65
1033,Opobo/Nkoro,Nsit Ubium,2020,Opobo-Nkoro,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.188571483,0.665974784,0.65
1034,Opobo/Nkoro,Nsit Ubium,2023,Opobo-Nkoro,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.188571483,0.665974784,0.65
1035,Oyigbo,Nsit Ubium,2020,Oyigbo,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.27812843,0.717857195,0.65
1036,Oyigbo,Nsit Ubium,2023,Oyigbo,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.27812843,0.717857195,0.65
1037,Port-Harcourt,Ahoada West,2020,Port-Harcourt,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.218124383,0.689495056,0.65
1038,Port-Harcourt,Ahoada West,2023,Port-Harcourt,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.218124383,0.689495056,0.65
1039,Tai,Nsit Ubium,2020,Tai,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.305338962,0.725525368,0.65
1040,Tai,Nsit Ubium,2023,Tai,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.305338962,0.725525368,0.65
1041,Akuku Toru,Ahoada West,2020,Akuku Toru,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.307675695,0.72608356,0.65
1042,Akuku Toru,Ahoada West,2023,Akuku Toru,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.307675695,0.72608356,0.65
1043,Mubi South,Darazo,2020,Mubi South,0.8,0.8,0.8,0.8,1,july,186,PBO(2021),0.692375167,0.750873281,0.868110544
1044,Mubi South,Darazo,2023,Mubi South,0.8,0.8,0.8,0.8,2,july,1281,PBO(2021),0.692375167,0.750873281,0.868110544
1045,Ardo-Kola,Keana,2022,Ardo-Kola,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.406347907,0.740777629,0.65
1046,Ardo-Kola,Keana,2025,Ardo-Kola,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.406347907,0.740777629,0.65
1047,Gassol,Keana,2022,Gassol,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.374978294,0.737525302,0.65
1048,Gassol,Keana,2025,Gassol,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.374978294,0.737525302,0.65
1049,Bali,Keana,2022,Bali,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.504206097,0.746719166,0.654442698
1050,Bali,Keana,2025,Bali,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.504206097,0.746719166,0.654442698
1051,Donga,Keana,2022,Donga,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.45406133,0.7442705,0.65
1052,Donga,Keana,2025,Donga,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.45406133,0.7442705,0.65
1053,Ibi,Keana,2022,Ibi,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.422424747,0.742118733,0.65
1054,Ibi,Keana,2025,Ibi,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.422424747,0.742118733,0.65
1055,Jalingo,Keana,2022,Jalingo,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.356978455,0.735176223,0.65
1056,Jalingo,Keana,2025,Jalingo,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.356978455,0.735176223,0.65
1057,Yorro,Alkaleri,2022,Yorro,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.517387575,0.747219143,0.676927146
1058,Yorro,Alkaleri,2025,Yorro,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.517387575,0.747219143,0.676927146
1059,Potiskum,Darazo,2022,Potiskum,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.756968245,0.751484814,0.904711208
1060,Potiskum,Darazo,2025,Potiskum,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.756968245,0.751484814,0.904711208
1061,Karin-Lamido,Alkaleri,2022,Karin-Lamido,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.39417534,0.739625761,0.65
1062,Karin-Lamido,Alkaleri,2025,Karin-Lamido,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.39417534,0.739625761,0.65
1063,Lau,Alkaleri,2022,Lau,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.456276312,0.744400781,0.65
1064,Lau,Alkaleri,2025,Lau,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.456276312,0.744400781,0.65
1065,Wukari,Keana,2022,Wukari,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.400486685,0.740238845,0.65
1066,Wukari,Keana,2025,Wukari,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.400486685,0.740238845,0.65
1067,Zing,Alkaleri,2022,Zing,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.647611651,0.750291714,0.834356886
1068,Zing,Alkaleri,2025,Zing,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.647611651,0.750291714,0.834356886
1069,Bade,Taura,2022,Bade,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.715785679,0.751121178,0.882832956
1070,Bade,Taura,2025,Bade,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.715785679,0.751121178,0.882832956
1071,Nguru,Taura,2022,Nguru,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.638131481,0.750146686,0.826128675
1072,Nguru,Taura,2025,Nguru,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.638131481,0.750146686,0.826128675
1073,Bursari,Taura,2022,Bursari,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.696388917,0.750918214,0.870765569
1074,Bursari,Taura,2025,Bursari,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.696388917,0.750918214,0.870765569
1075,Damaturu,Darazo,2022,Damaturu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.713904356,0.75110247,0.88171582
1076,Damaturu,Darazo,2025,Damaturu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.713904356,0.75110247,0.88171582
1077,Fika,Darazo,2022,Fika,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.755004111,0.751469287,0.903771642
1078,Fika,Darazo,2025,Fika,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.755004111,0.751469287,0.903771642
1079,Gujba,Darazo,2022,Gujba,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.684790286,0.750785416,0.862937108
1080,Gujba,Darazo,2025,Gujba,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.684790286,0.750785416,0.862937108
1081,Fune,Darazo,2022,Fune,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.756549801,0.75148152,0.904511849
1082,Fune,Darazo,2025,Fune,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.756549801,0.75148152,0.904511849
1083,Gulani,Alkaleri,2022,Gulani,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.657079381,0.750428256,0.842174727
1084,Gulani,Alkaleri,2025,Gulani,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.657079381,0.750428256,0.842174727
1085,Geidam,Babura,2022,Geidam,0.8,0.8,0.8,0.8,1,may,861,PBO(2021),0.758492868,0.751496753,0.905433898
1086,Geidam,Babura,2025,Geidam,0.8,0.8,0.8,0.8,2,may,1956,PBO(2021),0.758492868,0.751496753,0.905433898
1087,Nangere,Darazo,2022,Nangere,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.80170709,0.751797732,0.923701034
1088,Nangere,Darazo,2025,Nangere,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.80170709,0.751797732,0.923701034
1089,Jakusko,Taura,2022,Jakusko,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.726795273,0.751226732,0.889153116
1090,Jakusko,Taura,2025,Jakusko,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.726795273,0.751226732,0.889153116
1091,Karasuwa,Taura,2022,Karasuwa,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.736988539,0.751318789,0.894687025
1092,Karasuwa,Taura,2025,Karasuwa,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.736988539,0.751318789,0.894687025
1093,Tarmua,Rimi,2022,Tarmua,0.8,0.8,0.8,0.8,1,march,861,PBO(2021),0.741653475,0.751359204,0.897122399
1094,Tarmua,Rimi,2025,Tarmua,0.8,0.8,0.8,0.8,2,march,1956,PBO(2021),0.741653475,0.751359204,0.897122399
1095,Anka,Darazo,2020,Anka,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.695814162,0.663563431,0.824985417
1096,Anka,Darazo,2023,Anka,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.695814162,0.663563431,0.824985417
1097,Bakura,Darazo,2020,Bakura,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.73158069,0.681339741,0.852897483
1098,Bakura,Darazo,2023,Bakura,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.73158069,0.681339741,0.852897483
1099,Birnin Magaji,Rimi,2020,Birnin Magaji,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.793671815,0.708478232,0.890488041
1100,Birnin Magaji,Rimi,2023,Birnin Magaji,0.8,0.8,0.8,0.8,2,march,1226,Standard 2020,0.793671815,0.708478232,0.890488041
1101,Bukkuyum,Alkaleri,2020,Bukkuyum,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.698622761,0.665017493,0.827372665
1102,Bukkuyum,Alkaleri,2023,Bukkuyum,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.698622761,0.665017493,0.827372665
1103,Bungudu,Takali,2020,Bungudu,0.8,0.8,0.8,0.8,1,september,250,Standard 2020,0.78759069,0.706022165,0.887320604
1104,Bungudu,Takali,2023,Bungudu,0.8,0.8,0.8,0.8,2,september,1345,Standard 2020,0.78759069,0.706022165,0.887320604
1105,Gummi,Birnin Kebbi,2020,Gummi,0.8,0.8,0.8,0.8,1,august,223,Standard 2020,0.733770917,0.682376452,0.854441885
1106,Gummi,Birnin Kebbi,2023,Gummi,0.8,0.8,0.8,0.8,2,august,1318,Standard 2020,0.733770917,0.682376452,0.854441885
1107,Ipokia,Uzo-Uwani,2021,Ipokia,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.383971272,0.738556166,0.65
1108,Ipokia,Uzo-Uwani,2024,Ipokia,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.383971272,0.738556166,0.65
1109,Gusau,Darazo,2020,Gusau,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.74575499,0.68794435,0.862584663
1110,Gusau,Darazo,2023,Gusau,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.74575499,0.68794435,0.862584663
1111,Kaura-Namoda,Rimi,2020,Kaura-Namoda,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.83259153,0.72320853,0.908564528
1112,Kaura-Namoda,Rimi,2023,Kaura-Namoda,0.8,0.8,0.8,0.8,2,march,1226,Standard 2020,0.83259153,0.72320853,0.908564528
1113,Maradun,Darazo,2020,Maradun,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.782439008,0.703907955,0.884557893
1114,Maradun,Darazo,2023,Maradun,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.782439008,0.703907955,0.884557893
1115,Tsafe,Takali,2020,Tsafe,0.8,0.8,0.8,0.8,1,september,250,Standard 2020,0.751053987,0.690350267,0.866025051
1116,Tsafe,Takali,2023,Tsafe,0.8,0.8,0.8,0.8,2,september,1345,Standard 2020,0.751053987,0.690350267,0.866025051
1117,Maru,Giwa,2020,Maru,0.8,0.8,0.8,0.8,1,august,223,Standard 2020,0.663477353,0.646101776,0.794792939
1118,Maru,Giwa,2023,Maru,0.8,0.8,0.8,0.8,2,august,1318,Standard 2020,0.663477353,0.646101776,0.794792939
1119,Shinkafi,Rimi,2020,Shinkafi,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.80839035,0.714247715,0.89775377
1120,Shinkafi,Rimi,2023,Shinkafi,0.8,0.8,0.8,0.8,2,march,1226,Standard 2020,0.80839035,0.714247715,0.89775377
1121,Talata Mafara,Darazo,2020,Talata Mafara,0.8,0.8,0.8,0.8,1,july,186,Standard 2020,0.728240789,0.679747419,0.850507895
1122,Talata Mafara,Darazo,2023,Talata Mafara,0.8,0.8,0.8,0.8,2,july,1281,Standard 2020,0.728240789,0.679747419,0.850507895
1123,Zurmi,Rimi,2020,Zurmi,0.8,0.8,0.8,0.8,1,march,131,Standard 2020,0.780157318,0.702961675,0.883310434
1124,Zurmi,Rimi,2023,Zurmi,0.8,0.8,0.8,0.8,2,march,1226,Standard 2020,0.780157318,0.702961675,0.883310434
1125,Degema,Ahoada West,2020,Degema,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.284841623,0.719969096,0.65
1126,Degema,Ahoada West,2023,Degema,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.284841623,0.719969096,0.65
1127,Brass,Ahoada West,2020,Brass,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.269238091,0.714801904,0.65
1128,Brass,Ahoada West,2023,Brass,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.269238091,0.714801904,0.65
1129,Southern Ijaw,Ahoada West,2020,Southern Ijaw,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.300385456,0.724294496,0.65
1130,Southern Ijaw,Ahoada West,2023,Southern Ijaw,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.300385456,0.724294496,0.65
1131,Ekeremor,Ahoada West,2020,Ekeremor,0.8,0.8,0.8,0.8,1,may,131,PBO(2021),0.323932604,0.729605404,0.65
1132,Ekeremor,Ahoada West,2023,Ekeremor,0.8,0.8,0.8,0.8,2,may,1226,PBO(2021),0.323932604,0.729605404,0.65
1133,Burutu,Isoko South,2022,Burutu,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.209856161,0.683739874,0.65
1134,Burutu,Isoko South,2025,Burutu,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.209856161,0.683739874,0.65
1135,Warri South West,Isoko South,2022,Warri South West,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.13055915,0.588010005,0.65
1136,Warri South West,Isoko South,2025,Warri South West,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.13055915,0.588010005,0.65
1137,Warri North,Owan East,2022,Warri North,0.8,0.8,0.8,0.8,1,march,861,PBO(2021),0.22537172,0.694086731,0.65
1138,Warri North,Owan East,2025,Warri North,0.8,0.8,0.8,0.8,2,march,1956,PBO(2021),0.22537172,0.694086731,0.65
1139,Ilaje,Owan East,2020,Ilaje,0.8,0.8,0.8,0.8,1,march,131,PBO(2021),0.29492871,0.722859572,0.65
1140,Ilaje,Owan East,2023,Ilaje,0.8,0.8,0.8,0.8,2,march,1226,PBO(2021),0.29492871,0.722859572,0.65
1141,Ibeju/Lekki,Uzo-Uwani,2020,Ibeju-Lekki,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.430387467,0.742716172,0.65
1142,Ibeju/Lekki,Uzo-Uwani,2023,Ibeju-Lekki,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.430387467,0.742716172,0.65
1143,Amuwo-Odofin,Isoko South,2020,Amuwo-Odofin,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.414522642,0.741483364,0.65
1144,Amuwo-Odofin,Isoko South,2023,Amuwo-Odofin,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.414522642,0.741483364,0.65
1145,Badagry,Uzo-Uwani,2020,Badagry,0.8,0.8,0.8,0.8,1,june,162,PBO(2021),0.426397668,0.742421971,0.65
1146,Badagry,Uzo-Uwani,2023,Badagry,0.8,0.8,0.8,0.8,2,june,1257,PBO(2021),0.426397668,0.742421971,0.65
1147,Egbado North,Owan East,2021,Egbado North,0.8,0.8,0.8,0.8,1,march,496,PBO(2021),0.310892073,0.726829353,0.65
1148,Egbado North,Owan East,2024,Egbado North,0.8,0.8,0.8,0.8,2,march,1591,PBO(2021),0.310892073,0.726829353,0.65
1149,Imeko-Afon,Oke-Ero,2021,Imeko-Afon,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.370192293,0.736939847,0.65
1150,Imeko-Afon,Oke-Ero,2024,Imeko-Afon,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.370192293,0.736939847,0.65
1151,Iwajowa,Oke-Ero,2020,Iwajowa,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.430464219,0.742721733,0.65
1152,Iwajowa,Oke-Ero,2023,Iwajowa,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.430464219,0.742721733,0.65
1153,Atigbo,Oke-Ero,2020,Atigbo,0.8,0.8,0.8,0.8,1,july,186,Dual Al+PBO 2020,0.430762739,0.742743327,0.65
1154,Atigbo,Oke-Ero,2023,Atigbo,0.8,0.8,0.8,0.8,2,july,1281,Dual Al+PBO 2020,0.430762739,0.742743327,0.65
1155,Baruten,Oke-Ero,2020,Baruten,0.8,0.8,0.8,0.8,1,july,186,NewGen(2021),0.347941602,0.9,0.61
1156,Baruten,Oke-Ero,2023,Baruten,0.8,0.8,0.8,0.8,2,july,1281,NewGen(2021),0.347941602,0.9,0.61
1157,Borgu,Oke-Ero,2022,Borgu,0.8,0.8,0.8,0.8,1,july,916,PBO(2021),0.335547745,0.731779331,0.65
1158,Borgu,Oke-Ero,2025,Borgu,0.8,0.8,0.8,0.8,2,july,2011,PBO(2021),0.335547745,0.731779331,0.65
1159,Kaita,Rimi,2020,kaita,0.882352941,0.8,0.8,0.8,1,march,131,PBO(2021),0.68725966,0.750814455,0.864644186
1160,Kaita,Rimi,2023,kaita,0.882352941,0.8,0.8,0.8,2,march,1226,PBO(2021),0.68725966,0.750814455,0.864644186
1161,Jibia,Rimi,2021,Jibia,0.854166667,0.826086957,0.8,0.8,1,march,496,PBO(2021),0.628110182,0.749983655,0.816973639
1162,Jibia,Rimi,2024,Jibia,0.854166667,0.826086957,0.8,0.8,2,march,1591,PBO(2021),0.628110182,0.749983655,0.816973639
1163,Mashi,Rimi,2021,Mashi,0.87804878,0.8,0.8,0.8,1,march,496,PBO(2021),0.651664195,0.75035114,0.837750975
