LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins1,mortality,kill_rate,block_initial
Abak,Nsit Ubium,2021,Abak,0.129411765,0.073333334,0.191304347,0.180327869,1,june,527,PBO,0.358412263,0.735378725,0.65
Abak,Nsit Ubium,2024,Abak,0.129411765,0.073333334,0.191304347,0.180327869,2,june,1622,PBO,0.358412263,0.735378725,0.65
Awka North,Uzo-Uwani,2020,Awka North,0.261904762,0.157142857,0.095652174,0.231578948,1,june,162,PBO,0.388205397,0.739012279,0.65
Awka North,Uzo-Uwani,2023,Awka North,0.261904762,0.157142857,0.095652174,0.231578948,2,june,1257,PBO,0.388205397,0.739012279,0.65
Eket,Nsit Ubium,2021,Eket,0.4,0.366666666,0.385,0.35,1,june,527,PBO,0.238612216,0.701507165,0.65
Eket,Nsit Ubium,2024,Eket,0.4,0.366666666,0.385,0.35,2,june,1622,PBO,0.238612216,0.701507165,0.65
Esit Eket,Nsit Ubium,2021,Esit Eket,0.707142857,0.44,0.178378378,0.539622642,1,june,527,PBO,0.262279676,0.712184003,0.65
Esit Eket,Nsit Ubium,2024,Esit Eket,0.707142857,0.44,0.178378378,0.539622642,2,june,1622,PBO,0.262279676,0.712184003,0.65
Essien Udim,Ngor-Okpala,2021,Essien Udim,0.444579366,0.461257973,0.111996457,0.273621808,1,june,527,PBO,0.369824263,0.73689371,0.65
Essien Udim,Ngor-Okpala,2024,Essien Udim,0.444579366,0.461257973,0.111996457,0.273621808,2,june,1622,PBO,0.369824263,0.73689371,0.65
Etim Ekpo,Ngor-Okpala,2021,Etim Ekpo,0.334866992,0.293121089,0.241236274,0.293602,1,june,527,PBO,0.326319464,0.730073677,0.65
Etim Ekpo,Ngor-Okpala,2024,Etim Ekpo,0.334866992,0.293121089,0.241236274,0.293602,2,june,1622,PBO,0.326319464,0.730073677,0.65
Etinan,Nsit Ubium,2021,Etinan,0.253846154,0.183333334,0.22282598,0.157142857,1,june,527,PBO,0.271254927,0.715522394,0.65
Etinan,Nsit Ubium,2024,Etinan,0.253846154,0.183333334,0.22282598,0.157142857,2,june,1622,PBO,0.271254927,0.715522394,0.65
Ibesikpo Asutan,Nsit Ubium,2021,Ibesikpo Asutan,0.347959214,0.401923042,0.290566047,0.324911041,1,june,527,PBO,0.364757188,0.736241633,0.65
Ibesikpo Asutan,Nsit Ubium,2024,Ibesikpo Asutan,0.347959214,0.401923042,0.290566047,0.324911041,2,june,1622,PBO,0.364757188,0.736241633,0.65
Ibiono Ibom,Ngor-Okpala,2021,Ibiono Ibom,0.748887383,0.62053907,0.382555553,0.56983868,1,june,527,PBO,0.383194312,0.738470498,0.65
Ibiono Ibom,Ngor-Okpala,2024,Ibiono Ibom,0.748887383,0.62053907,0.382555553,0.56983868,2,june,1622,PBO,0.383194312,0.738470498,0.65
Ika,Ngor-Okpala,2021,Ika,0.334866992,0.293121089,0.241236274,0.293602,1,june,527,PBO,0.281330517,0.718884411,0.65
Ika,Ngor-Okpala,2024,Ika,0.334866992,0.293121089,0.241236274,0.293602,2,june,1622,PBO,0.281330517,0.718884411,0.65
Ikono,Ngor-Okpala,2021,Ikono,0.183333334,0.129411765,0.320833334,0.205084746,1,june,527,PBO,0.3504186,0.734212445,0.65
Ikono,Ngor-Okpala,2024,Ikono,0.183333334,0.129411765,0.320833334,0.205084746,2,june,1622,PBO,0.3504186,0.734212445,0.65
Ikot Abasi,Nsit Ubium,2021,Ikot Abasi,0.382608696,0.507692308,0.33,0.135384615,1,june,527,PBO,0.194063012,0.671004892,0.65
Ikot Abasi,Nsit Ubium,2024,Ikot Abasi,0.382608696,0.507692308,0.33,0.135384615,2,june,1622,PBO,0.194063012,0.671004892,0.65
Ikot Ekpene,Ngor-Okpala,2021,Ikot Ekpene,0.061659939,0.293121089,0.22052814,0.128565022,1,june,527,PBO,0.356519334,0.735110776,0.65
Ikot Ekpene,Ngor-Okpala,2024,Ikot Ekpene,0.061659939,0.293121089,0.22052814,0.128565022,2,june,1622,PBO,0.356519334,0.735110776,0.65
Ini,Ngor-Okpala,2021,Ini,0.761538461,0.392857143,0.586666666,0.56122449,1,june,527,PBO,0.395911217,0.739797918,0.65
Ini,Ngor-Okpala,2024,Ini,0.761538461,0.392857143,0.586666666,0.56122449,2,june,1622,PBO,0.395911217,0.739797918,0.65
Mkpat Enin,Nsit Ubium,2021,Mkpat Enin,0.663127973,0.417276061,0.369948194,0.418288466,1,june,527,PBO,0.225930858,0.694424558,0.65
Mkpat Enin,Nsit Ubium,2024,Mkpat Enin,0.663127973,0.417276061,0.369948194,0.418288466,2,june,1622,PBO,0.225930858,0.694424558,0.65
Nsit Atai,Nsit Ubium,2021,Nsit Atai,0.367911148,0.323612356,0.22282598,0.25060397,1,june,527,PBO,0.243345201,0.703887208,0.65
Nsit Atai,Nsit Ubium,2024,Nsit Atai,0.367911148,0.323612356,0.22282598,0.25060397,2,june,1622,PBO,0.243345201,0.703887208,0.65
Nsit Ibom,Nsit Ubium,2021,Nsit Ibom,0.22,0.084615385,0.22282598,0.186153846,1,june,527,PBO,0.357951303,0.735313932,0.65
Nsit Ibom,Nsit Ubium,2024,Nsit Ibom,0.22,0.084615385,0.22282598,0.186153846,2,june,1622,PBO,0.357951303,0.735313932,0.65
Nsit Ubium,Nsit Ubium,2021,Nsit Ubium,0.323529412,0.6,0.15,0.322413793,1,june,527,PBO,0.247213687,0.705735631,0.65
Nsit Ubium,Nsit Ubium,2024,Nsit Ubium,0.323529412,0.6,0.15,0.322413793,2,june,1622,PBO,0.247213687,0.705735631,0.65
Awka South,Uzo-Uwani,2020,Awka South,0.126923077,0.246516892,0.17605553,0.061111112,1,june,162,PBO,0.431794981,0.74281757,0.65
Awka South,Uzo-Uwani,2023,Awka South,0.126923077,0.246516892,0.17605553,0.061111112,2,june,1257,PBO,0.431794981,0.74281757,0.65
Obot Akara,Ngor-Okpala,2021,Obot Akara,0.388235294,0.488888888,0.253846154,0.328070175,1,june,527,PBO,0.376065149,0.737654581,0.65
Obot Akara,Ngor-Okpala,2024,Obot Akara,0.388235294,0.488888888,0.253846154,0.328070175,2,june,1622,PBO,0.376065149,0.737654581,0.65
Okobo,Nsit Ubium,2021,Okobo,0.33,0.244444444,0.500000001,0.32,1,june,527,PBO,0.269257198,0.714808808,0.65
Okobo,Nsit Ubium,2024,Okobo,0.33,0.244444444,0.500000001,0.32,2,june,1622,PBO,0.269257198,0.714808808,0.65
Onna,Nsit Ubium,2021,Onna,0.456899011,0.453006007,0.241764706,0.451662974,1,june,527,PBO,0.191877243,0.66904259,0.65
Onna,Nsit Ubium,2024,Onna,0.456899011,0.453006007,0.241764706,0.451662974,2,june,1622,PBO,0.191877243,0.66904259,0.65
Oruk Anam,Nsit Ubium,2021,Oruk Anam,0.379856089,0.474736859,0.263043417,0.312849402,1,june,527,PBO,0.312496984,0.727192018,0.65
Oruk Anam,Nsit Ubium,2024,Oruk Anam,0.379856089,0.474736859,0.263043417,0.312849402,2,june,1622,PBO,0.312496984,0.727192018,0.65
Ukanafun,Nsit Ubium,2021,Ukanafun,0.29199789,0.313606094,0.112845127,0.153641337,1,june,527,PBO,0.340679142,0.732660403,0.65
Ukanafun,Nsit Ubium,2024,Ukanafun,0.29199789,0.313606094,0.112845127,0.153641337,2,june,1622,PBO,0.340679142,0.732660403,0.65
Uruan,Nsit Ubium,2021,Uruan,0.369204209,0.332894782,0.237513697,0.286117501,1,june,527,PBO,0.401030149,0.74029001,0.65
Uruan,Nsit Ubium,2024,Uruan,0.369204209,0.332894782,0.237513697,0.286117501,2,june,1622,PBO,0.401030149,0.74029001,0.65
Urue-Offong/Oruko,Nsit Ubium,2021,Urue-Offong-Oruko,0.463157895,0.338461539,0.229166666,0.353571428,1,june,527,PBO,0.204236897,0.679485559,0.65
Urue-Offong/Oruko,Nsit Ubium,2024,Urue-Offong-Oruko,0.463157895,0.338461539,0.229166666,0.353571428,2,june,1622,PBO,0.204236897,0.679485559,0.65
Ayamelum,Uzo-Uwani,2020,Ayamelum,0.248600001,0.099215687,0.061764709,0.16361809,1,june,162,PBO,0.436497382,0.743147601,0.65
Ayamelum,Uzo-Uwani,2023,Ayamelum,0.248600001,0.099215687,0.061764709,0.16361809,2,june,1257,PBO,0.436497382,0.743147601,0.65
Uyo,Nsit Ubium,2021,Uyo,0.208876755,0.085235,0.119922587,0.135485642,1,june,527,PBO,0.399966547,0.74018964,0.65
Uyo,Nsit Ubium,2024,Uyo,0.208876755,0.085235,0.119922587,0.135485642,2,june,1622,PBO,0.399966547,0.74018964,0.65
Aguata,Oru West,2020,Aguata,0.281435518,0.425737921,0.263607073,0.261432808,1,june,162,PBO,0.454034567,0.744268911,0.65
Aguata,Oru West,2023,Aguata,0.281435518,0.425737921,0.263607073,0.261432808,2,june,1257,PBO,0.454034567,0.744268911,0.65
Anambra East,Uzo-Uwani,2020,Anambra East,0.117857143,0.246516892,0.11,0.038596491,1,june,162,PBO,0.375672105,0.737607983,0.65
Anambra East,Uzo-Uwani,2023,Anambra East,0.117857143,0.246516892,0.11,0.038596491,2,june,1257,PBO,0.375672105,0.737607983,0.65
Anambra West,Uzo-Uwani,2020,Anambra West,0.357112041,0.407207142,0.292160205,0.306237424,1,june,162,PBO,0.39176502,0.739382126,0.65
Anambra West,Uzo-Uwani,2023,Anambra West,0.357112041,0.407207142,0.292160205,0.306237424,2,june,1257,PBO,0.39176502,0.739382126,0.65
Anaocha,Oru West,2020,Anaocha,0.199210321,0.136243616,0.168041609,0.115517602,1,june,162,PBO,0.420247823,0.741948071,0.65
Anaocha,Oru West,2023,Anaocha,0.199210321,0.136243616,0.168041609,0.115517602,2,june,1257,PBO,0.420247823,0.741948071,0.65
Dunukofia,Uzo-Uwani,2020,Dunukofia,0.30413522,0.246516892,0.17605553,0.207726405,1,june,162,PBO,0.421451191,0.742042811,0.65
Dunukofia,Uzo-Uwani,2023,Dunukofia,0.30413522,0.246516892,0.17605553,0.207726405,2,june,1257,PBO,0.421451191,0.742042811,0.65
Ekwusigo,Oru West,2020,Ekwusigo,0.403333334,0.091666666,0.045833334,0.223728814,1,june,162,PBO,0.255572543,0.70945305,0.65
Ekwusigo,Oru West,2023,Ekwusigo,0.403333334,0.091666666,0.045833334,0.223728814,2,june,1257,PBO,0.255572543,0.70945305,0.65
Idemili North,Uzo-Uwani,2020,Idemili North,0.322456353,0.240904656,0.12009965,0.213620117,1,june,162,PBO,0.422797782,0.742147653,0.65
Idemili North,Uzo-Uwani,2023,Idemili North,0.322456353,0.240904656,0.12009965,0.213620117,2,june,1257,PBO,0.422797782,0.742147653,0.65
Idemili South,Oru West,2020,Idemili South,0.202771798,0.128904712,0.100657245,0.17962702,1,june,162,PBO,0.377378695,0.737809061,0.65
Idemili South,Oru West,2023,Idemili South,0.202771798,0.128904712,0.100657245,0.17962702,2,june,1257,PBO,0.377378695,0.737809061,0.65
Ihiala,Oru West,2020,Ihiala,0.221028033,0.253619304,0.206476399,0.337217194,1,june,162,PBO,0.199598953,0.675748907,0.65
Ihiala,Oru West,2023,Ihiala,0.221028033,0.253619304,0.206476399,0.337217194,2,june,1257,PBO,0.199598953,0.675748907,0.65
Njikoka,Uzo-Uwani,2020,Njikoka,0.314285715,0.183705335,0.21453897,0.165200718,1,june,162,PBO,0.436915256,0.743176293,0.65
Njikoka,Uzo-Uwani,2023,Njikoka,0.314285715,0.183705335,0.21453897,0.165200718,2,june,1257,PBO,0.436915256,0.743176293,0.65
Nnewi North,Oru West,2020,Nnewi North,0.278180051,0.248541245,0.168041609,0.239414883,1,june,162,PBO,0.308642745,0.726310499,0.65
Nnewi North,Oru West,2023,Nnewi North,0.278180051,0.248541245,0.168041609,0.239414883,2,june,1257,PBO,0.308642745,0.726310499,0.65
Nnewi South,Oru West,2020,Nnewi South,0.422799307,0.471428572,0.269132989,0.276383051,1,june,162,PBO,0.303374646,0.725045144,0.65
Nnewi South,Oru West,2023,Nnewi South,0.422799307,0.471428572,0.269132989,0.276383051,2,june,1257,PBO,0.303374646,0.725045144,0.65
Ogbaru,Ahoada West,2020,Ogbaru,0.380769231,0.293333334,0.4,0.242647059,1,may,131,PBO,0.230996863,0.697383872,0.65
Ogbaru,Ahoada West,2023,Ogbaru,0.380769231,0.293333334,0.4,0.242647059,2,may,1226,PBO,0.230996863,0.697383872,0.65
Onitsha North,Uzo-Uwani,2020,Onitsha North,0.033333333,0.246516892,0.17605553,0.032835821,1,june,162,PBO,0.382531956,0.738396974,0.65
Onitsha North,Uzo-Uwani,2023,Onitsha North,0.033333333,0.246516892,0.17605553,0.032835821,2,june,1257,PBO,0.382531956,0.738396974,0.65
Onitsha South,Uzo-Uwani,2020,Onitsha South,0.30413522,0.246516892,0.052380953,0.016666667,1,june,162,PBO,0.368656397,0.736746223,0.65
Onitsha South,Uzo-Uwani,2023,Onitsha South,0.30413522,0.246516892,0.052380953,0.016666667,2,june,1257,PBO,0.368656397,0.736746223,0.65
Orumba North,Oru West,2020,Orumba North,0.279590142,0.175396502,0.112307076,0.121717732,1,june,162,PBO,0.403508225,0.74052015,0.65
Orumba North,Oru West,2023,Orumba North,0.279590142,0.175396502,0.112307076,0.121717732,2,june,1257,PBO,0.403508225,0.74052015,0.65
Orumba South,Oru West,2020,Orumba South,0.278180051,0.248541245,0.168041609,0.239414883,1,june,162,PBO,0.438379079,0.743276001,0.65
Orumba South,Oru West,2023,Orumba South,0.278180051,0.248541245,0.168041609,0.239414883,2,june,1257,PBO,0.438379079,0.743276001,0.65
Oyi,Uzo-Uwani,2020,Oyi,0.249073814,0.066165409,0.037220542,0.111497007,1,june,162,PBO,0.387377598,0.738924512,0.65
Oyi,Uzo-Uwani,2023,Oyi,0.249073814,0.066165409,0.037220542,0.111497007,2,june,1257,PBO,0.387377598,0.738924512,0.65
Alkaleri,Alkaleri,2021,Alkaleri,0.50092676,0.43771484,0.337287523,0.503187651,1,july,551,PBO,0.570092852,0.748797917,0.753454775
Alkaleri,Alkaleri,2024,Alkaleri,0.50092676,0.43771484,0.337287523,0.503187651,2,july,1646,PBO,0.570092852,0.748797917,0.753454775
Bauchi,Alkaleri,2021,Bauchi,0.494952732,0.279971292,0.302735925,0.454261448,1,july,551,PBO,0.627087591,0.749966427,0.816012104
Bauchi,Alkaleri,2024,Bauchi,0.494952732,0.279971292,0.302735925,0.454261448,2,july,1646,PBO,0.627087591,0.749966427,0.816012104
Bogoro,Alkaleri,2021,Bogoro,0.532988189,0.41991247,0.372428961,0.547274324,1,july,551,PBO,0.578959907,0.749010332,0.764438403
Bogoro,Alkaleri,2024,Bogoro,0.532988189,0.41991247,0.372428961,0.547274324,2,july,1646,PBO,0.578959907,0.749010332,0.764438403
Damban,Darazo,2021,Damban,0.352830189,0.3575,0.310869566,0.571428571,1,july,551,PBO,0.81015375,0.751849022,0.926817289
Damban,Darazo,2024,Damban,0.352830189,0.3575,0.310869566,0.571428571,2,july,1646,PBO,0.81015375,0.751849022,0.926817289
Darazo,Darazo,2021,Darazo,0.419257304,0.367224602,0.390098352,0.574362438,1,july,551,PBO,0.786253294,0.751697891,0.917634707
Darazo,Darazo,2024,Darazo,0.419257304,0.367224602,0.390098352,0.574362438,2,july,1646,PBO,0.786253294,0.751697891,0.917634707
Dass,Alkaleri,2021,Dass,0.947222222,0.507692308,0.4,0.850943397,1,july,551,PBO,0.466190501,0.744955755,0.65
Dass,Alkaleri,2024,Dass,0.947222222,0.507692308,0.4,0.850943397,2,july,1646,PBO,0.466190501,0.744955755,0.65
Gamawa,Gwarzo,2021,Gamawa,0.533333334,0.275,0.366666666,0.698412699,1,august,588,PBO,0.770682387,0.751588754,0.911009334
Gamawa,Gwarzo,2024,Gamawa,0.533333334,0.275,0.366666666,0.698412699,2,august,1683,PBO,0.770682387,0.751588754,0.911009334
Jama'are,Taura,2021,Jama'are,0.593280831,0.489112802,0.568407914,0.877085578,1,july,551,PBO,0.749263424,0.751422939,0.900969453
Jama'are,Taura,2024,Jama'are,0.593280831,0.489112802,0.568407914,0.877085578,2,july,1646,PBO,0.749263424,0.751422939,0.900969453
Ganjuwa,Darazo,2021,Ganjuwa,0.634004131,0.268614234,0.338523591,0.686823308,1,july,551,PBO,0.647484501,0.750289825,0.83424922
Ganjuwa,Darazo,2024,Ganjuwa,0.634004131,0.268614234,0.338523591,0.686823308,2,july,1646,PBO,0.647484501,0.750289825,0.83424922
Giade,Darazo,2021,Giade,0.345714285,0.094285715,0.157142857,0.339705882,1,july,551,PBO,0.730326034,0.751259215,0.891103632
Giade,Darazo,2024,Giade,0.345714285,0.094285715,0.157142857,0.339705882,2,july,1646,PBO,0.730326034,0.751259215,0.891103632
Itas/Gadau,Taura,2021,Itas-Gadau,0.774869011,0.671210718,0.692810685,1,1,july,551,PBO,0.742973977,0.751370456,0.897801015
Itas/Gadau,Taura,2024,Itas-Gadau,0.774869011,0.671210718,0.692810685,1,2,july,1646,PBO,0.742973977,0.751370456,0.897801015
Katagum,Gwarzo,2021,Katagum,0.566921551,0.430271885,0.475267009,0.841093683,1,august,588,PBO,0.74547039,0.751391505,0.899071161
Katagum,Gwarzo,2024,Katagum,0.566921551,0.430271885,0.475267009,0.841093683,2,august,1683,PBO,0.74547039,0.751391505,0.899071161
Kirfi,Alkaleri,2021,Kirfi,0.672222222,0.173684211,0.212903226,0.532258065,1,july,551,PBO,0.704749265,0.751008493,0.876118516
Kirfi,Alkaleri,2024,Kirfi,0.672222222,0.173684211,0.212903226,0.532258065,2,july,1646,PBO,0.704749265,0.751008493,0.876118516
Misau,Darazo,2021,Misau,0.426980293,0.374715888,0.257921939,0.670055803,1,july,551,PBO,0.803277912,0.75180744,0.924290903
Misau,Darazo,2024,Misau,0.426980293,0.374715888,0.257921939,0.670055803,2,july,1646,PBO,0.803277912,0.75180744,0.924290903
Ningi,Takali,2021,Ningi,0.659538145,0.348904981,0.401770309,0.768953746,1,september,615,PBO,0.6738636,0.750651669,0.85511069
Ningi,Takali,2024,Ningi,0.659538145,0.348904981,0.401770309,0.768953746,2,september,1710,PBO,0.6738636,0.750651669,0.85511069
Ukum,Keana,2020,Ukum,0.443184569,0.375929853,0.449654642,0.305305301,1,august,223,PBO,0.383970395,0.738556069,0.65
Ukum,Keana,2023,Ukum,0.443184569,0.375929853,0.449654642,0.305305301,2,august,1318,PBO,0.383970395,0.738556069,0.65
Shira,Takali,2021,Shira,0.859952074,0.613999969,0.495407385,0.834756903,1,september,615,PBO,0.742991291,0.751370603,0.897809882
