LGA_old,repDS,year,LGA,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,round,peak,simday,llins_plan,mortality,kill_rate,block_initial
Maiha,Alkaleri,2021,Maiha,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.647421068,0.750288882,0.83419548
Maiha,Alkaleri,2024,Maiha,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.647421068,0.750288882,0.83419548
Fufore,Alkaleri,2021,Fufore,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.635571581,0.75010602,0.823835646
Fufore,Alkaleri,2024,Fufore,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.635571581,0.75010602,0.823835646
Jada,Alkaleri,2021,Jada,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.556558753,0.748447432,0.735699981
Jada,Alkaleri,2024,Jada,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.556558753,0.748447432,0.735699981
Ganaye,Alkaleri,2021,Ganaye,0.8,0.8,0.8,0.8,1,july,551,PBO(2021),0.427407559,0.7424974,0.65
Ganaye,Alkaleri,2024,Ganaye,0.8,0.8,0.8,0.8,2,july,1646,PBO(2021),0.427407559,0.7424974,0.65
Toungo,Keana,2021,Toungo,0.8,0.8,0.8,0.8,1,august,588,PBO(2021),0.383744468,0.738531223,0.65
Toungo,Keana,2024,Toungo,0.8,0.8,0.8,0.8,2,august,1683,PBO(2021),0.383744468,0.738531223,0.65
Kurmi,Oru West,2022,Kurmi,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.452232517,0.74416112,0.65
Kurmi,Oru West,2025,Kurmi,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.452232517,0.74416112,0.65
Gashaka,Oru West,2022,Gashaka,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.402171636,0.740396661,0.65
Gashaka,Oru West,2025,Gashaka,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.402171636,0.740396661,0.65
Sardauna,Oru West,2022,Sardauna,0.8,0.8,0.8,0.8,1,june,892,PBO(2021),0.281154575,0.718828925,0.65
Sardauna,Oru West,2025,Sardauna,0.8,0.8,0.8,0.8,2,june,1987,PBO(2021),0.281154575,0.718828925,0.65
Takum,Keana,2022,Takum,0.8,0.8,0.8,0.8,1,august,953,PBO(2021),0.408710545,0.74098691,0.65
Takum,Keana,2025,Takum,0.8,0.8,0.8,0.8,2,august,2048,PBO(2021),0.408710545,0.74098691,0.65
Kwande,Oke-Ero,2021,Kwande,0.8,0.8,0.8,0.8,1,july,551,Standard 2020,0.389530493,0.451208693,0.53
Kwande,Oke-Ero,2024,Kwande,0.8,0.8,0.8,0.8,2,july,1646,Standard 2020,0.389530493,0.451208693,0.53
Eti-Osa,Isoko South,2021,Eti-Osa,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.469914663,0.745152931,0.65
Eti-Osa,Isoko South,2024,Eti-Osa,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.469914663,0.745152931,0.65
Ikorodu,Uzo-Uwani,2021,Ikorodu,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.461778972,0.74471435,0.65
Ikorodu,Uzo-Uwani,2024,Ikorodu,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.461778972,0.74471435,0.65
Kosofe,Isoko South,2021,Kosofe,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.4609272,0.744666732,0.65
Kosofe,Isoko South,2024,Kosofe,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.4609272,0.744666732,0.65
Lagos Island,Isoko South,2021,Lagos Island,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.470665291,0.74519196,0.65
Lagos Island,Isoko South,2024,Lagos Island,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.470665291,0.74519196,0.65
Lagos Mainland,Isoko South,2021,Lagos Mainland,0.8,0.8,0.8,0.8,1,june,527,PBO(2021),0.470933929,0.745205871,0.65
Lagos Mainland,Isoko South,2024,Lagos Mainland,0.8,0.8,0.8,0.8,2,june,1622,PBO(2021),0.470933929,0.745205871,0.65
