LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year
Jaba,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Jada,Alkaleri,0.124359479,0.124359479,0.637,0,-1,2018
Jahun,Taura,0.287745263,0.287745263,0.637,0,-1,2018
Jakusko,Taura,0.227406453,0.227406453,0.637,0,-1,2018
Jalingo,Keana,0.445454471,0.445454471,0.637,0,-1,2018
Jama'are,Taura,0.184548081,0.184548081,0.637,0,-1,2018
Jega,Birnin Kebbi,0.736804699,0.736804699,0.637,0,-1,2018
Jema'a,Soba,0.180927838,0.180927838,0.637,0,-1,2018
Jere,Gawabawa,0.65,0.65,0.637,0,-1,2018
Jibia,Rimi,0.433333333,0.433333333,0.637,0,-1,2018
Jos East,Soba,0.65,0.65,0.637,0,-1,2018
Jos North,Soba,0.136014086,0.136014086,0.637,0,-1,2018
Jos South,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kabba-Bunu,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Kabo,Gwarzo,0.427270591,0.427270591,0.637,0,-1,2018
Kachia,Ngor-Okpala,0.033940199,0.033940199,0.637,0,-1,2018
Kaduna North,Soba,0.085458174,0.085458174,0.637,0,-1,2018
Kaduna South,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kafin Hausa,Taura,0.544789219,0.544789219,0.637,0,-1,2018
Kafur,Gwarzo,0.266081852,0.266081852,0.637,0,-1,2018
Kaga,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Kagarko,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Kaiama,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Kaita,Rimi,0.2,0.2,0.637,0,-1,2018
Kajola,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Kajuru,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kala-Balge,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Kalgo,Birnin Kebbi,0.686653033,0.686653033,0.637,0,-1,2018
Kaltungo,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Kanam,Alkaleri,0.386320672,0.386320672,0.637,0,-1,2018
Kankara,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Kanke,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Kankia,Rimi,0.371428572,0.371428572,0.637,0,-1,2018
Kano Municipal,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Karasuwa,Taura,0.074742948,0.074742948,0.637,0,-1,2018
Karaye,Gwarzo,0.541666667,0.541666667,0.637,0,-1,2018
Karin-Lamido,Alkaleri,0.203989353,0.203989353,0.637,0,-1,2018
Karu,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Katagum,Gwarzo,0.15186921,0.15186921,0.637,0,-1,2018
Katcha,Oke-Ero,0.398412736,0.398412736,0.637,0,-1,2018
Katsina,Rimi,0.648634466,0.648634466,0.637,0,-1,2018
Katsina-Ala,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Kaugama,Taura,0.144444444,0.144444444,0.637,0,-1,2018
Kaura,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kaura-Namoda,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Kauru,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kazaure,Babura,0.40625,0.40625,0.637,0,-1,2018
Keana,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Kebbe,Birnin Kebbi,0.548932384,0.548932384,0.637,0,-1,2018
Keffi,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Khana,Nsit Ubium,0.371428572,0.371428572,0.637,0,-1,2018
Kibiya,Gwarzo,0.223824311,0.223824311,0.637,0,-1,2018
Kirfi,Alkaleri,0.1,0.1,0.637,0,-1,2018
Kiri Kasamma,Taura,0.381848162,0.381848162,0.637,0,-1,2018
Kiru,Gwarzo,0.310374254,0.310374254,0.637,0,-1,2018
Kiyawa,Takali,0.185714286,0.185714286,0.637,0,-1,2018
Kogi,Keana,0.433333333,0.433333333,0.637,0,-1,2018
Koko-Besse,Birnin Kebbi,0.8,0.8,0.637,0,-1,2018
Kokona,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Kolokuma-Opokuma,Ahoada West,0.505763642,0.505763642,0.637,0,-1,2018
Konduga,Darazo,0.65,0.65,0.637,0,-1,2018
Konshisha,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Kontagora,Oke-Ero,0.417220489,0.417220489,0.637,0,-1,2018
Kosofe,Isoko South,0.8,0.8,0.637,0,-1,2018
Kubau,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Kudan,Giwa,0.169660832,0.169660832,0.637,0,-1,2018
Kuje,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Kukawa,Babura,0.78,0.78,0.637,0,-1,2018
Kumbotso,Taura,0.227406453,0.227406453,0.637,0,-1,2018
Kunchi,Babura,0.191633459,0.191633459,0.637,0,-1,2018
Kura,Gwarzo,0.288888889,0.288888889,0.637,0,-1,2018
Kurfi,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Kurmi,Oru West,0.52,0.52,0.637,0,-1,2018
Kusada,Rimi,0.24375,0.24375,0.637,0,-1,2018
Kwali,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Kwami,Alkaleri,0.090342893,0.090342893,0.637,0,-1,2018
Kwande,Oke-Ero,0.245283216,0.245283216,0.637,0,-1,2018
Kware,Gawabawa,0.26,0.26,0.637,0,-1,2018
Kwaya Kusar,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Lafia,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Lagelu,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Lagos Island,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Lagos Mainland,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Lamurde,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Langtang North,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Langtang South,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Lapai,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Lau,Alkaleri,0.236363637,0.236363637,0.637,0,-1,2018
Lavun,Oke-Ero,0.532274734,0.532274734,0.637,0,-1,2018
Lere,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Logo,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Lokoja,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Machina,Taura,0.071083073,0.071083073,0.637,0,-1,2018
Madagali,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Madobi,Taura,0.227406453,0.227406453,0.637,0,-1,2018
Mafa,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Magama,Oke-Ero,0.392992344,0.392992344,0.637,0,-1,2018
Magumeri,Gawabawa,0.138620877,0.138620877,0.637,0,-1,2018
Mai'Adua,Rimi,0.52,0.52,0.637,0,-1,2018
Maiduguri,Darazo,0.040534516,0.040534516,0.637,0,-1,2018
Maigatari,Babura,0.267674108,0.267674108,0.637,0,-1,2018
Maiha,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Maiyama,Birnin Kebbi,0.8,0.8,0.637,0,-1,2018
Makoda,Babura,0.78,0.78,0.637,0,-1,2018
Makurdi,Keana,0.10968042,0.10968042,0.637,0,-1,2018
Malam Madori,Taura,0.65,0.65,0.637,0,-1,2018
Malumfashi,Gwarzo,0.8,0.8,0.637,0,-1,2018
Mangu,Darazo,0.372231916,0.372231916,0.637,0,-1,2018
Mani,Rimi,0.259846102,0.259846102,0.637,0,-1,2018
Maradun,Darazo,0.095542186,0.095542186,0.637,0,-1,2018
Mariga,Oke-Ero,0.13,0.13,0.637,0,-1,2018
Markafi,Gwarzo,0.223824311,0.223824311,0.637,0,-1,2018
Marte,Babura,0.454060567,0.454060567,0.637,0,-1,2018
Maru,Giwa,0.169660832,0.169660832,0.637,0,-1,2018
Mashegu,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Mashi,Rimi,0.216666667,0.216666667,0.637,0,-1,2018
Matazuu,Rimi,0.371428572,0.371428572,0.637,0,-1,2018
Mayo-Belwa,Alkaleri,0.709090909,0.709090909,0.637,0,-1,2018
Mbaitoli,Ngor-Okpala,0.491027498,0.491027498,0.637,0,-1,2018
Mbo,Nsit Ubium,0.13,0.13,0.637,0,-1,2018
Michika,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Miga,Taura,0.144444444,0.144444444,0.637,0,-1,2018
Mikang,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Minjibir,Taura,0.69934533,0.69934533,0.637,0,-1,2018
Misau,Darazo,0.159211745,0.159211745,0.637,0,-1,2018
Mkpat Enin,Nsit Ubium,0.493942774,0.493942774,0.637,0,-1,2018
Moba,Oke-Ero,0.113095064,0.113095064,0.637,0,-1,2018
Mobbar,Babura,0.681286425,0.681286425,0.637,0,-1,2018
Mokwa,Oke-Ero,0.332644356,0.332644356,0.637,0,-1,2018
Monguno,Babura,0.454060567,0.454060567,0.637,0,-1,2018
Mopa-Muro,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Moro,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Mubi North,Darazo,0.289619997,0.289619997,0.637,0,-1,2018
Mubi South,Darazo,0.073286186,0.073286186,0.637,0,-1,2018
Musawa,Gwarzo,0.478947369,0.478947369,0.637,0,-1,2018
Mushin,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Muya,Giwa,0.464285714,0.464285714,0.637,0,-1,2018
Nafada,Alkaleri,0.262094781,0.262094781,0.637,0,-1,2018
Nangere,Darazo,0.043333333,0.043333333,0.637,0,-1,2018
Nasarawa1,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Nasarawa2,Alkaleri,0.475911296,0.475911296,0.637,0,-1,2018
Nasarawa-Eggon,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Ndokwa East,Ahoada West,0.32039989,0.32039989,0.637,0,-1,2018
Ndokwa West,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Nembe,Ahoada West,0.325,0.325,0.637,0,-1,2018
Ngala,Taura,0.227406453,0.227406453,0.637,0,-1,2018
Nganzai,Gawabawa,0.138620877,0.138620877,0.637,0,-1,2018
Ngaski,Owan East,0.785578239,0.785578239,0.637,0,-1,2018
Ngor-Okpala,Ngor-Okpala,0.722222223,0.722222223,0.637,0,-1,2018
Nguru,Taura,0.227406453,0.227406453,0.637,0,-1,2018
Ningi,Takali,0.111683835,0.111683835,0.637,0,-1,2018
Njaba,Ngor-Okpala,0.8,0.8,0.637,0,-1,2018
Njikoka,Uzo-Uwani,0.8,0.8,0.637,0,-1,2018
Nkanu East,Owan East,0.580111026,0.580111026,0.637,0,-1,2018
Nkanu West,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Nkwerre,Ngor-Okpala,0.325,0.325,0.637,0,-1,2018
Nnewi North,Oru West,0.534400656,0.534400656,0.637,0,-1,2018
Nnewi South,Oru West,0.74604813,0.74604813,0.637,0,-1,2018
Nsit Atai,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Nsit Ibom,Nsit Ubium,0.325,0.325,0.637,0,-1,2018
Nsit Ubium,Nsit Ubium,0.557142858,0.557142858,0.637,0,-1,2018
Nsukka,Uzo-Uwani,0.526923089,0.526923089,0.637,0,-1,2018
Numan,Alkaleri,0.8,0.8,0.637,0,-1,2018
Nwangele,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Obafemi-Owode,Owan East,0.592103585,0.592103585,0.637,0,-1,2018
Obanliku,Obubra,0.533126737,0.533126737,0.637,0,-1,2018
Obi Nwa,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Obi1,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Obi2,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Obia-Akpor,Ahoada West,0.277528932,0.277528932,0.637,0,-1,2018
Obokun,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Obot Akara,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Obowo,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Obubra,Obubra,0.533126737,0.533126737,0.637,0,-1,2018
Obudu,Obubra,0.533126737,0.533126737,0.637,0,-1,2018
Odeda,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Odigbo,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Odogbolu,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Odo-Otin,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Odukpani,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Offa,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ofu,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ogbadibo,Ahoada West,0.176383002,0.176383002,0.637,0,-1,2018
Ogba-Egbema-Ndoni,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ogbaru,Ahoada West,0.8,0.8,0.637,0,-1,2018
Ogbia,Ahoada West,0.32039989,0.32039989,0.637,0,-1,2018
Ogbomosho North,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ogbomosho South,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ogo Oluwa,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Ogoja,Obubra,0.533126737,0.533126737,0.637,0,-1,2018
Ogori-Mangongo,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ogu-Bolo,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Ogun waterside,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Oguta,Oru West,0.65,0.65,0.637,0,-1,2018
Ohafia,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Ohaji-Egbema,Oru West,0.606951426,0.606951426,0.637,0,-1,2018
Ohaozara,Obubra,0.8,0.8,0.637,0,-1,2018
Ohaukwu,Owan East,0.325,0.325,0.637,0,-1,2018
Ohimini,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Oji-River,Oru West,0.534400656,0.534400656,0.637,0,-1,2018
Ojo,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Oju,Oke-Ero,0.086336734,0.086336734,0.637,0,-1,2018
Oke-Ero,Oke-Ero,0.52,0.52,0.637,0,-1,2018
Okehi,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Okene,Owan East,0.094986915,0.094986915,0.637,0,-1,2018
Okigwe,Ngor-Okpala,0.433333333,0.433333333,0.637,0,-1,2018
Okitipupa,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Okobo,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Okpe,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Okpokwu,Akinyele,0.185714286,0.185714286,0.637,0,-1,2018
Okrika,Nsit Ubium,0.729674547,0.729674547,0.637,0,-1,2018
Olamabolo,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ola-oluwa,Owan East,0.433333333,0.433333333,0.637,0,-1,2018
Olorunda,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Olorunsogo,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Oluyole,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Omala,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Omumma,Ngor-Okpala,0.092314193,0.092314193,0.637,0,-1,2018
Ona-Ara,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ondo East,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Ondo West,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Onicha,Obubra,0.488397798,0.488397798,0.637,0,-1,2018
Onitsha North,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Onitsha South,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Onna,Nsit Ubium,0.466938731,0.466938731,0.637,0,-1,2018
Opobo-Nkoro,Nsit Ubium,0.793571884,0.793571884,0.637,0,-1,2018
Oredo,Uzo-Uwani,0.412313554,0.412313554,0.637,0,-1,2018
Orelope,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Orhionmwon,Uzo-Uwani,0.236805313,0.236805313,0.637,0,-1,2018
Ori Ire,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Oriade,Oke-Ero,0.441376809,0.441376809,0.637,0,-1,2018
Orlu,Oru West,0.325,0.325,0.637,0,-1,2018
Orolu,Oke-Ero,0.393939491,0.393939491,0.637,0,-1,2018
Oron,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Orsu,Oru West,0.334959802,0.334959802,0.637,0,-1,2018
Oru East,Oru West,0.534400656,0.534400656,0.637,0,-1,2018
Oru West,Oru West,0.563113881,0.563113881,0.637,0,-1,2018
Oruk Anam,Nsit Ubium,0.380808128,0.380808128,0.637,0,-1,2018
Orumba North,Oru West,0.62499996,0.62499996,0.637,0,-1,2018
Orumba South,Oru West,0.534400656,0.534400656,0.637,0,-1,2018
Ose,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Oshimili North,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Oshimili South,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Oshodi-Isolo,Uzo-Uwani,0.325,0.325,0.637,0,-1,2018
Osisioma Ngwa,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Osogbo,Owan East,0.65,0.65,0.637,0,-1,2018
Oturkpo,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ovia North East,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ovia South West,Akinyele,0.185714286,0.185714286,0.637,0,-1,2018
Owan East,Owan East,0.26,0.26,0.637,0,-1,2018
Owan West,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Owerri North,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Owerri West,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Owerri-Municipal,Oru West,0.534400656,0.534400656,0.637,0,-1,2018
Owo,Owan East,0.189308048,0.189308048,0.637,0,-1,2018
Oye,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Oyi,Uzo-Uwani,0.8,0.8,0.637,0,-1,2018
Oyigbo,Nsit Ubium,0.65,0.65,0.637,0,-1,2018
Oyo East,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Oyo West,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Oyun,Oke-Ero,0.667676642,0.667676642,0.637,0,-1,2018
Pailoro,Oke-Ero,0.273318776,0.273318776,0.637,0,-1,2018
Pankshin,Alkaleri,0.433333333,0.433333333,0.637,0,-1,2018
Patani,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Pategi,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Port-Harcourt,Ahoada West,0.398725584,0.398725584,0.637,0,-1,2018
Potiskum,Darazo,0.018174517,0.018174517,0.637,0,-1,2018
Qua'an Pan,Keana,0.162863515,0.162863515,0.637,0,-1,2018
Rabah,Gawabawa,0.433333333,0.433333333,0.637,0,-1,2018
Rafi,Oke-Ero,0.645351578,0.645351578,0.637,0,-1,2018
Rano,Gwarzo,0.288888889,0.288888889,0.637,0,-1,2018
Remo North,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Rijau,Alkaleri,0.9,0.9,0.637,0,-1,2018
Rimi,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Rimin Gado,Gwarzo,0.223824311,0.223824311,0.637,0,-1,2018
Ringim,Taura,0.433333333,0.433333333,0.637,0,-1,2018
Riyom,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Rogo,Gwarzo,0.433333333,0.433333333,0.637,0,-1,2018
Roni,Babura,0.454060567,0.454060567,0.637,0,-1,2018
Sabon Birni,Gawabawa,0.161027153,0.161027153,0.637,0,-1,2018
Sabon-Gari,Soba,0.071089287,0.071089287,0.637,0,-1,2018
Sabuwa,Giwa,0.65,0.65,0.637,0,-1,2018
Safana,Babura,0.577777777,0.577777777,0.637,0,-1,2018
Sagbama,Ahoada West,0.544354179,0.544354179,0.637,0,-1,2018
Sakaba,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Saki East,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Saki West,Akinyele,0.201404106,0.201404106,0.637,0,-1,2018
Sandamu,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Sanga,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Sapele,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Sardauna,Oru West,0.268533359,0.268533359,0.637,0,-1,2018
Shagamu,Uzo-Uwani,0.590250773,0.590250773,0.637,0,-1,2018
Shagari,Birnin Kebbi,0.195,0.195,0.637,0,-1,2018
Shanga,Birnin Kebbi,0.857142857,0.857142857,0.637,0,-1,2018
Shani,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Shanono,Gwarzo,0.223824311,0.223824311,0.637,0,-1,2018
Shelleng,Darazo,0.442244331,0.442244331,0.637,0,-1,2018
Shendam,Keana,0.179594359,0.179594359,0.637,0,-1,2018
Shinkafi,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Shira,Takali,0.268304668,0.268304668,0.637,0,-1,2018
Shiroro,Oke-Ero,0.554326521,0.554326521,0.637,0,-1,2018
Shomgom,Alkaleri,0.183826231,0.183826231,0.637,0,-1,2018
Shomolu,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Silame,Gawabawa,0.108333333,0.108333333,0.637,0,-1,2018
Soba,Soba,0.026643097,0.026643097,0.637,0,-1,2018
Sokoto North,Gawabawa,0.216666667,0.216666667,0.637,0,-1,2018
Sokoto South,Birnin Kebbi,0.548932384,0.548932384,0.637,0,-1,2018
Song,Darazo,0.397428572,0.397428572,0.637,0,-1,2018
Southern Ijaw,Ahoada West,0.32039989,0.32039989,0.637,0,-1,2018
Suleja,Babura,0.478947369,0.478947369,0.637,0,-1,2018
Sule-Tankarkar,Giwa,0.421006547,0.421006547,0.637,0,-1,2018
Sumaila,Takali,0.8,0.8,0.637,0,-1,2018
Suru,Birnin Kebbi,0.693333333,0.693333333,0.637,0,-1,2018
Surulere1,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Surulere2,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Tafa,Oke-Ero,0.65,0.65,0.637,0,-1,2018
Tafawa-Balewa,Alkaleri,0.300569096,0.300569096,0.637,0,-1,2018
Tai,Nsit Ubium,0.101355951,0.101355951,0.637,0,-1,2018
Takali,Takali,0.348709019,0.348709019,0.637,0,-1,2018
Takum,Keana,0.196780334,0.196780334,0.637,0,-1,2018
Talata Mafara,Darazo,0.148682399,0.148682399,0.637,0,-1,2018
Tambuwal,Birnin Kebbi,0.090083211,0.090083211,0.637,0,-1,2018
Tangaza,Gawabawa,0.138620877,0.138620877,0.637,0,-1,2018
Tarauni,Alkaleri,0.811023636,0.811023636,0.637,0,-1,2018
Tarka,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Tarmua,Rimi,0.272994244,0.272994244,0.637,0,-1,2018
Taura,Taura,0.535294118,0.535294118,0.637,0,-1,2018
Tofa,Taura,0.3,0.3,0.637,0,-1,2018
Toro,Giwa,0.26600315,0.26600315,0.637,0,-1,2018
Toto,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Toungo,Keana,0.092857142,0.092857142,0.637,0,-1,2018
Tsafe,Takali,0.044396286,0.044396286,0.637,0,-1,2018
Tsanyawa,Gwarzo,0.223824311,0.223824311,0.637,0,-1,2018
Tudun Wada,Gwarzo,0.114279014,0.114279014,0.637,0,-1,2018
Tureta,Birnin Kebbi,0.137680459,0.137680459,0.637,0,-1,2018
Udenu,Uzo-Uwani,0.8,0.8,0.637,0,-1,2018
Udi,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Udu,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Udung Uko,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Ughelli North,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Ughelli South,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Ugwunagbo,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Uhunmwonde,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Ukanafun,Nsit Ubium,0.52,0.52,0.637,0,-1,2018
Ukum,Keana,0.230343377,0.230343377,0.637,0,-1,2018
Ukwa East,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Ukwa West,Nsit Ubium,0.387046089,0.387046089,0.637,0,-1,2018
Ukwuani,Uzo-Uwani,0.546250231,0.546250231,0.637,0,-1,2018
Umuahia North,Oru West,0.8,0.8,0.637,0,-1,2018
Umuahia South,Ngor-Okpala,0.65,0.65,0.637,0,-1,2018
Umu-Neochi,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Ungogo,Taura,0.464680796,0.464680796,0.637,0,-1,2018
Unuimo,Ngor-Okpala,0.368385424,0.368385424,0.637,0,-1,2018
Uruan,Nsit Ubium,0.8,0.8,0.637,0,-1,2018
Urue-Offong-Oruko,Nsit Ubium,0.52,0.52,0.637,0,-1,2018
Ushongo,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Ussa,Oru West,0.325,0.325,0.637,0,-1,2018
Uvwie,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Uyo,Nsit Ubium,0.513818899,0.513818899,0.637,0,-1,2018
Uzo-Uwani,Uzo-Uwani,0.281073679,0.281073679,0.637,0,-1,2018
Vandeikya,Oke-Ero,0.164712829,0.164712829,0.637,0,-1,2018
Wamako,Gawabawa,0.138620877,0.138620877,0.637,0,-1,2018
Wamba,Alkaleri,0.304365819,0.304365819,0.637,0,-1,2018
Warawa,Gwarzo,0.068421053,0.068421053,0.637,0,-1,2018
Warji,Takali,0.2,0.2,0.637,0,-1,2018
Warri North,Owan East,0.362625613,0.362625613,0.637,0,-1,2018
Warri South,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Warri South West,Isoko South,0.158075112,0.158075112,0.637,0,-1,2018
Wasagu-Danko,Alkaleri,0.557142858,0.557142858,0.637,0,-1,2018
Wase,Alkaleri,0.060465094,0.060465094,0.637,0,-1,2018
Wudil,Gwarzo,0.160541815,0.160541815,0.637,0,-1,2018
Wukari,Keana,0.300789186,0.300789186,0.637,0,-1,2018
Wurno,Gawabawa,0.07674774,0.07674774,0.637,0,-1,2018
Wushishi,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Yabo,Gawabawa,0.229411764,0.229411764,0.637,0,-1,2018
Yagba East,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Yagba West,Oke-Ero,0.320891466,0.320891466,0.637,0,-1,2018
Yakurr,Obubra,0.49274186,0.49274186,0.637,0,-1,2018
Yala,Oke-Ero,0.3814554,0.3814554,0.637,0,-1,2018
Yamaltu-Deba,Alkaleri,0.21034477,0.21034477,0.637,0,-1,2018
Yankwashi,Babura,0.619330659,0.619330659,0.637,0,-1,2018
Yauri,Birnin Kebbi,0.8,0.8,0.637,0,-1,2018
Yenegoa,Isoko South,0.711069332,0.711069332,0.637,0,-1,2018
Yola North,Alkaleri,0.193404903,0.193404903,0.637,0,-1,2018
Yola South,Alkaleri,0.325,0.325,0.637,0,-1,2018
Yorro,Alkaleri,0.139858792,0.139858792,0.637,0,-1,2018
Yunusari,Babura,0.454060567,0.454060567,0.637,0,-1,2018
