LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,start_day_override 
Ogbaru,Ahoada West,NA,0.7,0.7,196,154,2020,1
Ogbaru,Ahoada West,NA,0.706666667,0.706666667,350,212,2020,1
Ogbaru,Ahoada West,NA,0.713333334,0.713333334,562,154,2021,1
Ogbaru,Ahoada West,NA,0.72,0.72,716,202,2022,1
Ogbaru,Ahoada West,NA,0.726666667,0.726666667,918,159,2022,1
Ogbaru,Ahoada West,NA,0.733333334,0.733333334,1077,219,2023,1
Ogbaru,Ahoada West,NA,0.746666667,0.746666667,1296,136,2023,1
Ogbaru,Ahoada West,NA,0.8,0.8,1432,218,2024,1
Ogbaru,Ahoada West,NA,0.8,0.8,1650,151,2024,1
Ogbaru,Ahoada West,NA,0.8,0.8,1801,185,2025,1
Ogbaru,Ahoada West,NA,0.8,0.8,1986,183,2025,1
Ogbia,Ahoada West,NA,0.246461454,0.246461454,0,196,2020,1
Ogbia,Ahoada West,NA,0.53050828,0.53050828,196,154,2020,1
Ogbia,Ahoada West,NA,0.538173231,0.538173231,350,212,2020,1
Ogbia,Ahoada West,NA,0.8,0.8,562,154,2021,1
Ogbia,Ahoada West,NA,0.8,0.8,716,202,2022,1
Ogbia,Ahoada West,NA,0.8,0.8,918,159,2022,1
Ogbia,Ahoada West,NA,0.8,0.8,1077,219,2023,1
Ogbia,Ahoada West,NA,0.8,0.8,1296,136,2023,1
Ogbia,Ahoada West,NA,0.8,0.8,1432,218,2024,1
Ogbia,Ahoada West,NA,0.8,0.8,1650,151,2024,1
Ogbia,Ahoada West,NA,0.8,0.8,1801,185,2025,1
Ogbia,Ahoada West,NA,0.8,0.8,1986,183,2025,1
Ogbomosho North,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Ogbomosho North,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Ogbomosho North,Akinyele,NA,0.8,0.8,350,212,2020,1
Ogbomosho North,Akinyele,NA,0.8,0.8,562,154,2021,1
Ogbomosho North,Akinyele,NA,0.8,0.8,716,202,2022,1
Ogbomosho North,Akinyele,NA,0.8,0.8,918,159,2022,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1077,219,2023,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1296,136,2023,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1432,218,2024,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1650,151,2024,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1801,185,2025,1
Ogbomosho North,Akinyele,NA,0.8,0.8,1986,183,2025,1
Ogbomosho South,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Ogbomosho South,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Ogbomosho South,Akinyele,NA,0.8,0.8,350,212,2020,1
Ogbomosho South,Akinyele,NA,0.8,0.8,562,154,2021,1
Ogbomosho South,Akinyele,NA,0.8,0.8,716,202,2022,1
Ogbomosho South,Akinyele,NA,0.8,0.8,918,159,2022,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1077,219,2023,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1296,136,2023,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1432,218,2024,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1650,151,2024,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1801,185,2025,1
Ogbomosho South,Akinyele,NA,0.8,0.8,1986,183,2025,1
Ogo Oluwa,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Ogo Oluwa,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Ogo Oluwa,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Ogo Oluwa,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Ogoja,Obubra,NA,0.41009749,0.41009749,0,196,2020,1
Ogoja,Obubra,NA,0.430602365,0.430602365,196,154,2020,1
Ogoja,Obubra,NA,0.434703339,0.434703339,350,212,2020,1
Ogoja,Obubra,NA,0.438804314,0.438804314,562,154,2021,1
Ogoja,Obubra,NA,0.442905289,0.442905289,716,202,2022,1
Ogoja,Obubra,NA,0.447006264,0.447006264,918,159,2022,1
Ogoja,Obubra,NA,0.451107239,0.451107239,1077,219,2023,1
Ogoja,Obubra,NA,0.459309189,0.459309189,1296,136,2023,1
Ogoja,Obubra,NA,0.615146235,0.615146235,1432,218,2024,1
Ogoja,Obubra,NA,0.8,0.8,1650,151,2024,1
Ogoja,Obubra,NA,0.8,0.8,1801,185,2025,1
Ogoja,Obubra,NA,0.8,0.8,1986,183,2025,1
Ogori-Mangongo,Owan East,NA,0.278942779,0.278942779,0,196,2020,1
Ogori-Mangongo,Owan East,NA,0.292889918,0.292889918,196,154,2020,1
Ogori-Mangongo,Owan East,NA,0.295679346,0.295679346,350,212,2020,1
Ogori-Mangongo,Owan East,NA,0.298468774,0.298468774,562,154,2021,1
Ogori-Mangongo,Owan East,NA,0.301258201,0.301258201,716,202,2022,1
Ogori-Mangongo,Owan East,NA,0.304047629,0.304047629,918,159,2022,1
Ogori-Mangongo,Owan East,NA,0.306837057,0.306837057,1077,219,2023,1
Ogori-Mangongo,Owan East,NA,0.312415912,0.312415912,1296,136,2023,1
Ogori-Mangongo,Owan East,NA,0.418414169,0.418414169,1432,218,2024,1
Ogori-Mangongo,Owan East,NA,0.557885558,0.557885558,1650,151,2024,1
Ogori-Mangongo,Owan East,NA,0.697356948,0.697356948,1801,185,2025,1
Ogori-Mangongo,Owan East,NA,0.8,0.8,1986,183,2025,1
Ogu-Bolo,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1
Ogu-Bolo,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,1
Ogu-Bolo,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2020,1
Ogu-Bolo,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,1
Ogu-Bolo,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,1
Ogu-Bolo,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,1
Ogu-Bolo,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,1
Ogu-Bolo,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,1
Ogu-Bolo,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,1
Ogu-Bolo,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,1
Ogu-Bolo,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,1
Ogu-Bolo,Nsit Ubium,NA,0.8,0.8,1986,183,2025,1
Ogun waterside,Owan East,NA,0.278942779,0.278942779,0,196,2020,1
Ogun waterside,Owan East,NA,0.292889918,0.292889918,196,154,2020,1
Ogun waterside,Owan East,NA,0.295679346,0.295679346,350,212,2020,1
Ogun waterside,Owan East,NA,0.298468774,0.298468774,562,154,2021,1
Ogun waterside,Owan East,NA,0.301258201,0.301258201,716,202,2022,1
Ogun waterside,Owan East,NA,0.304047629,0.304047629,918,159,2022,1
Ogun waterside,Owan East,NA,0.306837057,0.306837057,1077,219,2023,1
Ogun waterside,Owan East,NA,0.312415912,0.312415912,1296,136,2023,1
Ogun waterside,Owan East,NA,0.418414169,0.418414169,1432,218,2024,1
Ogun waterside,Owan East,NA,0.557885558,0.557885558,1650,151,2024,1
Ogun waterside,Owan East,NA,0.697356948,0.697356948,1801,185,2025,1
Ogun waterside,Owan East,NA,0.8,0.8,1986,183,2025,1
Oguta,Oru West,NA,0.5,0.5,0,196,2020,1
Oguta,Oru West,NA,0.525,0.525,196,154,2020,1
Oguta,Oru West,NA,0.53,0.53,350,212,2020,1
Oguta,Oru West,NA,0.535,0.535,562,154,2021,1
Oguta,Oru West,NA,0.54,0.54,716,202,2022,1
Oguta,Oru West,NA,0.545,0.545,918,159,2022,1
Oguta,Oru West,NA,0.55,0.55,1077,219,2023,1
Oguta,Oru West,NA,0.56,0.56,1296,136,2023,1
Oguta,Oru West,NA,0.75,0.75,1432,218,2024,1
Oguta,Oru West,NA,0.8,0.8,1650,151,2024,1
Oguta,Oru West,NA,0.8,0.8,1801,185,2025,1
Oguta,Oru West,NA,0.8,0.8,1986,183,2025,1
Ohafia,Ngor-Okpala,NA,0.283373403,0.283373403,0,196,2020,1
Ohafia,Ngor-Okpala,NA,0.297542073,0.297542073,196,154,2020,1
Ohafia,Ngor-Okpala,NA,0.300375807,0.300375807,350,212,2020,1
Ohafia,Ngor-Okpala,NA,0.303209541,0.303209541,562,154,2021,1
Ohafia,Ngor-Okpala,NA,0.306043275,0.306043275,716,202,2022,1
Ohafia,Ngor-Okpala,NA,0.308877009,0.308877009,918,159,2022,1
Ohafia,Ngor-Okpala,NA,0.311710743,0.311710743,1077,219,2023,1
Ohafia,Ngor-Okpala,NA,0.317378211,0.317378211,1296,136,2023,1
Ohafia,Ngor-Okpala,NA,0.425060105,0.425060105,1432,218,2024,1
Ohafia,Ngor-Okpala,NA,0.566746806,0.566746806,1650,151,2024,1
Ohafia,Ngor-Okpala,NA,0.708433508,0.708433508,1801,185,2025,1
Ohafia,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Ohaji-Egbema,Oru West,NA,0.466885712,0.466885712,0,196,2020,1
Ohaji-Egbema,Oru West,NA,0.490229998,0.490229998,196,154,2020,1
Ohaji-Egbema,Oru West,NA,0.494898855,0.494898855,350,212,2020,1
Ohaji-Egbema,Oru West,NA,0.499567712,0.499567712,562,154,2021,1
Ohaji-Egbema,Oru West,NA,0.504236569,0.504236569,716,202,2022,1
Ohaji-Egbema,Oru West,NA,0.508905426,0.508905426,918,159,2022,1
Ohaji-Egbema,Oru West,NA,0.513574283,0.513574283,1077,219,2023,1
Ohaji-Egbema,Oru West,NA,0.522911997,0.522911997,1296,136,2023,1
Ohaji-Egbema,Oru West,NA,0.700328568,0.700328568,1432,218,2024,1
Ohaji-Egbema,Oru West,NA,0.8,0.8,1650,151,2024,1
Ohaji-Egbema,Oru West,NA,0.8,0.8,1801,185,2025,1
Ohaji-Egbema,Oru West,NA,0.8,0.8,1986,183,2025,1
Ohaozara,Obubra,NA,0.689516124,0.689516124,0,196,2020,1
Ohaozara,Obubra,NA,0.72399193,0.72399193,196,154,2020,1
Ohaozara,Obubra,NA,0.730887091,0.730887091,350,212,2020,1
Ohaozara,Obubra,NA,0.737782253,0.737782253,562,154,2021,1
Ohaozara,Obubra,NA,0.744677414,0.744677414,716,202,2022,1
Ohaozara,Obubra,NA,0.751572575,0.751572575,918,159,2022,1
Ohaozara,Obubra,NA,0.758467736,0.758467736,1077,219,2023,1
Ohaozara,Obubra,NA,0.772258059,0.772258059,1296,136,2023,1
Ohaozara,Obubra,NA,0.8,0.8,1432,218,2024,1
Ohaozara,Obubra,NA,0.8,0.8,1650,151,2024,1
Ohaozara,Obubra,NA,0.8,0.8,1801,185,2025,1
Ohaozara,Obubra,NA,0.8,0.8,1986,183,2025,1
Ohaukwu,Owan East,NA,0.25,0.25,0,196,2020,1
Ohaukwu,Owan East,NA,0.538125,0.538125,196,154,2020,1
Ohaukwu,Owan East,NA,0.5459,0.5459,350,212,2020,1
Ohaukwu,Owan East,NA,0.8,0.8,562,154,2021,1
Ohaukwu,Owan East,NA,0.8,0.8,716,202,2022,1
Ohaukwu,Owan East,NA,0.8,0.8,918,159,2022,1
Ohaukwu,Owan East,NA,0.8,0.8,1077,219,2023,1
Ohaukwu,Owan East,NA,0.8,0.8,1296,136,2023,1
Ohaukwu,Owan East,NA,0.8,0.8,1432,218,2024,1
Ohaukwu,Owan East,NA,0.8,0.8,1650,151,2024,1
Ohaukwu,Owan East,NA,0.8,0.8,1801,185,2025,1
Ohaukwu,Owan East,NA,0.8,0.8,1986,183,2025,1
Ohimini,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Ohimini,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Ohimini,Akinyele,NA,0.8,0.8,350,212,2020,1
Ohimini,Akinyele,NA,0.8,0.8,562,154,2021,1
Ohimini,Akinyele,NA,0.8,0.8,716,202,2022,1
Ohimini,Akinyele,NA,0.8,0.8,918,159,2022,1
Ohimini,Akinyele,NA,0.8,0.8,1077,219,2023,1
Ohimini,Akinyele,NA,0.8,0.8,1296,136,2023,1
Ohimini,Akinyele,NA,0.8,0.8,1432,218,2024,1
Ohimini,Akinyele,NA,0.8,0.8,1650,151,2024,1
Ohimini,Akinyele,NA,0.8,0.8,1801,185,2025,1
Ohimini,Akinyele,NA,0.8,0.8,1986,183,2025,1
Oji-River,Oru West,NA,0.411077428,0.411077428,0,196,2020,1
Oji-River,Oru West,NA,0.431631299,0.431631299,196,154,2020,1
Oji-River,Oru West,NA,0.435742074,0.435742074,350,212,2020,1
Oji-River,Oru West,NA,0.439852848,0.439852848,562,154,2021,1
Oji-River,Oru West,NA,0.443963622,0.443963622,716,202,2022,1
Oji-River,Oru West,NA,0.448074397,0.448074397,918,159,2022,1
Oji-River,Oru West,NA,0.452185171,0.452185171,1077,219,2023,1
Oji-River,Oru West,NA,0.460406719,0.460406719,1296,136,2023,1
Oji-River,Oru West,NA,0.616616142,0.616616142,1432,218,2024,1
Oji-River,Oru West,NA,0.8,0.8,1650,151,2024,1
Oji-River,Oru West,NA,0.8,0.8,1801,185,2025,1
Oji-River,Oru West,NA,0.8,0.8,1986,183,2025,1
Ojo,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1
Ojo,Isoko South,NA,0.523471813,0.523471813,196,154,2020,1
Ojo,Isoko South,NA,0.644460072,0.644460072,350,212,2020,1
Ojo,Isoko South,NA,0.8,0.8,562,154,2021,1
Ojo,Isoko South,NA,0.8,0.8,716,202,2022,1
Ojo,Isoko South,NA,0.8,0.8,918,159,2022,1
Ojo,Isoko South,NA,0.8,0.8,1077,219,2023,1
Ojo,Isoko South,NA,0.8,0.8,1296,136,2023,1
Ojo,Isoko South,NA,0.8,0.8,1432,218,2024,1
Ojo,Isoko South,NA,0.8,0.8,1650,151,2024,1
Ojo,Isoko South,NA,0.8,0.8,1801,185,2025,1
Ojo,Isoko South,NA,0.8,0.8,1986,183,2025,1
Oju,Oke-Ero,NA,0.066412872,0.066412872,0,196,2020,1
Oju,Oke-Ero,NA,0.132825744,0.132825744,196,154,2020,1
Oju,Oke-Ero,NA,0.351988222,0.351988222,350,212,2020,1
Oju,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Oju,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Oju,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Oju,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Oju,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Oju,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Oju,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Oju,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Oju,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Oke-Ero,Oke-Ero,NA,0.4,0.4,0,196,2020,1
Oke-Ero,Oke-Ero,NA,0.42,0.42,196,154,2020,1
Oke-Ero,Oke-Ero,NA,0.424,0.424,350,212,2020,1
Oke-Ero,Oke-Ero,NA,0.428,0.428,562,154,2021,1
Oke-Ero,Oke-Ero,NA,0.432,0.432,716,202,2022,1
Oke-Ero,Oke-Ero,NA,0.436,0.436,918,159,2022,1
Oke-Ero,Oke-Ero,NA,0.44,0.44,1077,219,2023,1
Oke-Ero,Oke-Ero,NA,0.448,0.448,1296,136,2023,1
Oke-Ero,Oke-Ero,NA,0.6,0.6,1432,218,2024,1
Oke-Ero,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Oke-Ero,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Oke-Ero,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Okehi,Owan East,NA,0.278942779,0.278942779,0,196,2020,1
Okehi,Owan East,NA,0.292889918,0.292889918,196,154,2020,1
Okehi,Owan East,NA,0.295679346,0.295679346,350,212,2020,1
Okehi,Owan East,NA,0.298468774,0.298468774,562,154,2021,1
Okehi,Owan East,NA,0.301258201,0.301258201,716,202,2022,1
Okehi,Owan East,NA,0.304047629,0.304047629,918,159,2022,1
Okehi,Owan East,NA,0.306837057,0.306837057,1077,219,2023,1
Okehi,Owan East,NA,0.312415912,0.312415912,1296,136,2023,1
Okehi,Owan East,NA,0.418414169,0.418414169,1432,218,2024,1
Okehi,Owan East,NA,0.557885558,0.557885558,1650,151,2024,1
Okehi,Owan East,NA,0.697356948,0.697356948,1801,185,2025,1
Okehi,Owan East,NA,0.8,0.8,1986,183,2025,1
Okene,Owan East,NA,0.073066858,0.073066858,0,196,2020,1
Okene,Owan East,NA,0.146133716,0.146133716,196,154,2020,1
Okene,Owan East,NA,0.387254347,0.387254347,350,212,2020,1
Okene,Owan East,NA,0.8,0.8,562,154,2021,1
Okene,Owan East,NA,0.8,0.8,716,202,2022,1
Okene,Owan East,NA,0.8,0.8,918,159,2022,1
Okene,Owan East,NA,0.8,0.8,1077,219,2023,1
Okene,Owan East,NA,0.8,0.8,1296,136,2023,1
Okene,Owan East,NA,0.8,0.8,1432,218,2024,1
Okene,Owan East,NA,0.8,0.8,1650,151,2024,1
Okene,Owan East,NA,0.8,0.8,1801,185,2025,1
Okene,Owan East,NA,0.8,0.8,1986,183,2025,1
Okigwe,Ngor-Okpala,NA,0.333333333,0.333333333,0,196,2020,1
Okigwe,Ngor-Okpala,NA,0.35,0.35,196,154,2020,1
Okigwe,Ngor-Okpala,NA,0.353333333,0.353333333,350,212,2020,1
Okigwe,Ngor-Okpala,NA,0.356666666,0.356666666,562,154,2021,1
Okigwe,Ngor-Okpala,NA,0.36,0.36,716,202,2022,1
Okigwe,Ngor-Okpala,NA,0.363333333,0.363333333,918,159,2022,1
Okigwe,Ngor-Okpala,NA,0.366666666,0.366666666,1077,219,2023,1
Okigwe,Ngor-Okpala,NA,0.373333333,0.373333333,1296,136,2023,1
Okigwe,Ngor-Okpala,NA,0.5,0.5,1432,218,2024,1
Okigwe,Ngor-Okpala,NA,0.666666666,0.666666666,1650,151,2024,1
Okigwe,Ngor-Okpala,NA,0.8,0.8,1801,185,2025,1
Okigwe,Ngor-Okpala,NA,0.8,0.8,1986,183,2025,1
Okitipupa,Owan East,NA,0.278942779,0.278942779,0,196,2020,1
Okitipupa,Owan East,NA,0.292889918,0.292889918,196,154,2020,1
Okitipupa,Owan East,NA,0.295679346,0.295679346,350,212,2020,1
Okitipupa,Owan East,NA,0.298468774,0.298468774,562,154,2021,1
Okitipupa,Owan East,NA,0.301258201,0.301258201,716,202,2022,1
Okitipupa,Owan East,NA,0.304047629,0.304047629,918,159,2022,1
Okitipupa,Owan East,NA,0.306837057,0.306837057,1077,219,2023,1
Okitipupa,Owan East,NA,0.312415912,0.312415912,1296,136,2023,1
Okitipupa,Owan East,NA,0.418414169,0.418414169,1432,218,2024,1
Okitipupa,Owan East,NA,0.557885558,0.557885558,1650,151,2024,1
Okitipupa,Owan East,NA,0.697356948,0.697356948,1801,185,2025,1
Okitipupa,Owan East,NA,0.8,0.8,1986,183,2025,1
Okobo,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1
Okobo,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,1
Okobo,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2020,1
Okobo,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,1
Okobo,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,1
Okobo,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,1
Okobo,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,1
Okobo,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,1
Okobo,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,1
Okobo,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,1
Okobo,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,1
Okobo,Nsit Ubium,NA,0.8,0.8,1986,183,2025,1
Okpe,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1
Okpe,Isoko South,NA,0.523471813,0.523471813,196,154,2020,1
Okpe,Isoko South,NA,0.644460072,0.644460072,350,212,2020,1
Okpe,Isoko South,NA,0.8,0.8,562,154,2021,1
Okpe,Isoko South,NA,0.8,0.8,716,202,2022,1
Okpe,Isoko South,NA,0.8,0.8,918,159,2022,1
Okpe,Isoko South,NA,0.8,0.8,1077,219,2023,1
Okpe,Isoko South,NA,0.8,0.8,1296,136,2023,1
Okpe,Isoko South,NA,0.8,0.8,1432,218,2024,1
Okpe,Isoko South,NA,0.8,0.8,1650,151,2024,1
Okpe,Isoko South,NA,0.8,0.8,1801,185,2025,1
Okpe,Isoko South,NA,0.8,0.8,1986,183,2025,1
Okpokwu,Akinyele,NA,0.142857143,0.142857143,0,196,2020,1
Okpokwu,Akinyele,NA,0.3,0.3,196,154,2020,1
Okpokwu,Akinyele,NA,0.757142858,0.757142858,350,212,2020,1
Okpokwu,Akinyele,NA,0.8,0.8,562,154,2021,1
Okpokwu,Akinyele,NA,0.8,0.8,716,202,2022,1
Okpokwu,Akinyele,NA,0.8,0.8,918,159,2022,1
Okpokwu,Akinyele,NA,0.8,0.8,1077,219,2023,1
Okpokwu,Akinyele,NA,0.8,0.8,1296,136,2023,1
Okpokwu,Akinyele,NA,0.8,0.8,1432,218,2024,1
Okpokwu,Akinyele,NA,0.8,0.8,1650,151,2024,1
Okpokwu,Akinyele,NA,0.8,0.8,1801,185,2025,1
Okpokwu,Akinyele,NA,0.8,0.8,1986,183,2025,1
Okrika,Nsit Ubium,NA,0.561288113,0.561288113,0,196,2020,1
Okrika,Nsit Ubium,NA,0.589352519,0.589352519,196,154,2020,1
Okrika,Nsit Ubium,NA,0.5949654,0.5949654,350,212,2020,1
Okrika,Nsit Ubium,NA,0.600578281,0.600578281,562,154,2021,1
Okrika,Nsit Ubium,NA,0.606191162,0.606191162,716,202,2022,1
Okrika,Nsit Ubium,NA,0.611804043,0.611804043,918,159,2022,1
Okrika,Nsit Ubium,NA,0.617416924,0.617416924,1077,219,2023,1
Okrika,Nsit Ubium,NA,0.628642687,0.628642687,1296,136,2023,1
Okrika,Nsit Ubium,NA,0.8,0.8,1432,218,2024,1
Okrika,Nsit Ubium,NA,0.8,0.8,1650,151,2024,1
Okrika,Nsit Ubium,NA,0.8,0.8,1801,185,2025,1
Okrika,Nsit Ubium,NA,0.8,0.8,1986,183,2025,1
Olamabolo,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Olamabolo,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Olamabolo,Akinyele,NA,0.8,0.8,350,212,2020,1
Olamabolo,Akinyele,NA,0.8,0.8,562,154,2021,1
Olamabolo,Akinyele,NA,0.8,0.8,716,202,2022,1
Olamabolo,Akinyele,NA,0.8,0.8,918,159,2022,1
Olamabolo,Akinyele,NA,0.8,0.8,1077,219,2023,1
Olamabolo,Akinyele,NA,0.8,0.8,1296,136,2023,1
Olamabolo,Akinyele,NA,0.8,0.8,1432,218,2024,1
Olamabolo,Akinyele,NA,0.8,0.8,1650,151,2024,1
Olamabolo,Akinyele,NA,0.8,0.8,1801,185,2025,1
Olamabolo,Akinyele,NA,0.8,0.8,1986,183,2025,1
Ola-oluwa,Owan East,NA,0.333333333,0.333333333,0,196,2020,1
Ola-oluwa,Owan East,NA,0.35,0.35,196,154,2020,1
Ola-oluwa,Owan East,NA,0.353333333,0.353333333,350,212,2020,1
Ola-oluwa,Owan East,NA,0.356666666,0.356666666,562,154,2021,1
Ola-oluwa,Owan East,NA,0.36,0.36,716,202,2022,1
Ola-oluwa,Owan East,NA,0.363333333,0.363333333,918,159,2022,1
Ola-oluwa,Owan East,NA,0.366666666,0.366666666,1077,219,2023,1
Ola-oluwa,Owan East,NA,0.373333333,0.373333333,1296,136,2023,1
Ola-oluwa,Owan East,NA,0.5,0.5,1432,218,2024,1
Ola-oluwa,Owan East,NA,0.666666666,0.666666666,1650,151,2024,1
Ola-oluwa,Owan East,NA,0.8,0.8,1801,185,2025,1
Ola-oluwa,Owan East,NA,0.8,0.8,1986,183,2025,1
Olorunda,Akinyele,NA,0.154926235,0.154926235,0,196,2020,1
Olorunda,Akinyele,NA,0.325345094,0.325345094,196,154,2020,1
Olorunda,Akinyele,NA,0.8,0.8,350,212,2020,1
Olorunda,Akinyele,NA,0.8,0.8,562,154,2021,1
Olorunda,Akinyele,NA,0.8,0.8,716,202,2022,1
Olorunda,Akinyele,NA,0.8,0.8,918,159,2022,1
Olorunda,Akinyele,NA,0.8,0.8,1077,219,2023,1
Olorunda,Akinyele,NA,0.8,0.8,1296,136,2023,1
Olorunda,Akinyele,NA,0.8,0.8,1432,218,2024,1
Olorunda,Akinyele,NA,0.8,0.8,1650,151,2024,1
Olorunda,Akinyele,NA,0.8,0.8,1801,185,2025,1
Olorunda,Akinyele,NA,0.8,0.8,1986,183,2025,1
Olorunsogo,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Olorunsogo,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Olorunsogo,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Olorunsogo,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Oluyole,Oke-Ero,NA,0.246839589,0.246839589,0,196,2020,1
Oluyole,Oke-Ero,NA,0.531322215,0.531322215,196,154,2020,1
Oluyole,Oke-Ero,NA,0.538998927,0.538998927,350,212,2020,1
Oluyole,Oke-Ero,NA,0.8,0.8,562,154,2021,1
Oluyole,Oke-Ero,NA,0.8,0.8,716,202,2022,1
Oluyole,Oke-Ero,NA,0.8,0.8,918,159,2022,1
Oluyole,Oke-Ero,NA,0.8,0.8,1077,219,2023,1
Oluyole,Oke-Ero,NA,0.8,0.8,1296,136,2023,1
Oluyole,Oke-Ero,NA,0.8,0.8,1432,218,2024,1
Oluyole,Oke-Ero,NA,0.8,0.8,1650,151,2024,1
Oluyole,Oke-Ero,NA,0.8,0.8,1801,185,2025,1
Oluyole,Oke-Ero,NA,0.8,0.8,1986,183,2025,1
Omala,Keana,NA,0.177187213,0.177187213,0,196,2020,1
Omala,Keana,NA,0.381395476,0.381395476,196,154,2020,1
Omala,Keana,NA,0.386905998,0.386905998,350,212,2020,1
Omala,Keana,NA,0.582042276,0.582042276,562,154,2021,1
Omala,Keana,NA,0.589395545,0.589395545,716,202,2022,1
Omala,Keana,NA,0.596784252,0.596784252,918,159,2022,1
Omala,Keana,NA,0.799114331,0.799114331,1077,219,2023,1
