,LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases,start_day_override
1423,Boluwaduro,Akinyele,NA,0.8,0.8,1077,219,2023,7,0.784,1
1424,Boluwaduro,Akinyele,NA,0.8,0.8,1296,136,2023,8,0.8,1
1425,Boluwaduro,Akinyele,NA,0.8,0.8,1432,218,2024,9,0.8,1
1426,Boluwaduro,Akinyele,NA,0.8,0.8,1650,151,2024,10,0.8,1
1427,Boluwaduro,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
1428,Boluwaduro,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
1429,Bomadi,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.49,1
1430,Bomadi,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.539,1
1431,Bomadi,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.588,1
1432,Bomadi,Isoko South,NA,0.8,0.8,562,154,2021,4,0.637,1
1433,Bomadi,Isoko South,NA,0.8,0.8,716,202,2022,5,0.686,1
1434,Bomadi,Isoko South,NA,0.8,0.8,918,159,2022,6,0.735,1
1435,Bomadi,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.784,1
1436,Bomadi,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.8,1
1437,Bomadi,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.8,1
1438,Bomadi,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.8,1
1439,Bomadi,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.8,1
1440,Bomadi,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
1441,Bonny,Nsit Ubium,NA,0.596547236,0.596547236,0,196,2020,1,0.49,1
1442,Bonny,Nsit Ubium,NA,0.626374598,0.626374598,196,154,2020,2,0.539,1
1443,Bonny,Nsit Ubium,NA,0.63234007,0.63234007,350,212,2021,3,0.588,1
1444,Bonny,Nsit Ubium,NA,0.638305543,0.638305543,562,154,2021,4,0.637,1
1445,Bonny,Nsit Ubium,NA,0.644271015,0.644271015,716,202,2022,5,0.686,1
1446,Bonny,Nsit Ubium,NA,0.650236487,0.650236487,918,159,2022,6,0.735,1
1447,Bonny,Nsit Ubium,NA,0.65620196,0.65620196,1077,219,2023,7,0.784,1
1448,Bonny,Nsit Ubium,NA,0.668132904,0.668132904,1296,136,2023,8,0.8,1
1449,Bonny,Nsit Ubium,NA,0.8,0.8,1432,218,2024,9,0.8,1
1450,Bonny,Nsit Ubium,NA,0.8,0.8,1650,151,2024,10,0.8,1
1451,Bonny,Nsit Ubium,NA,0.8,0.8,1801,185,2025,11,0.8,1
1452,Bonny,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
1453,Borgu,Oke-Ero,NA,0.285714286,0.285714286,0,196,2020,1,0.49,1
1454,Borgu,Oke-Ero,NA,0.3,0.3,196,154,2020,2,0.539,1
1455,Borgu,Oke-Ero,NA,0.302857143,0.302857143,350,212,2021,3,0.588,1
1456,Borgu,Oke-Ero,NA,0.305714286,0.305714286,562,154,2021,4,0.637,1
1457,Borgu,Oke-Ero,NA,0.308571429,0.308571429,716,202,2022,5,0.686,1
1458,Borgu,Oke-Ero,NA,0.311428572,0.311428572,918,159,2022,6,0.735,1
1459,Borgu,Oke-Ero,NA,0.314285715,0.314285715,1077,219,2023,7,0.784,1
1460,Borgu,Oke-Ero,NA,0.32,0.32,1296,136,2023,8,0.8,1
1461,Borgu,Oke-Ero,NA,0.428571429,0.428571429,1432,218,2024,9,0.8,1
1462,Borgu,Oke-Ero,NA,0.571428572,0.571428572,1650,151,2024,10,0.8,1
1463,Borgu,Oke-Ero,NA,0.714285715,0.714285715,1801,185,2025,11,0.8,1
1464,Borgu,Oke-Ero,NA,0.8,0.8,1986,183,2025,12,0.8,1
1465,Boripe,Akinyele,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
1466,Boripe,Akinyele,NA,0.35,0.35,196,154,2020,2,0.539,1
1467,Boripe,Akinyele,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
1468,Boripe,Akinyele,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
1469,Boripe,Akinyele,NA,0.36,0.36,716,202,2022,5,0.686,1
1470,Boripe,Akinyele,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
1471,Boripe,Akinyele,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
1472,Boripe,Akinyele,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
1473,Boripe,Akinyele,NA,0.5,0.5,1432,218,2024,9,0.8,1
1474,Boripe,Akinyele,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
1475,Boripe,Akinyele,NA,0.8,0.8,1801,185,2025,11,0.8,1
1476,Boripe,Akinyele,NA,0.8,0.8,1986,183,2025,12,0.8,1
1477,Bosso,Keana,NA,0.216058677,0.216058677,0,196,2020,1,0.49,1
1478,Bosso,Keana,NA,0.465066302,0.465066302,196,154,2020,2,0.539,1
1479,Bosso,Keana,NA,0.471785727,0.471785727,350,212,2021,3,0.588,1
1480,Bosso,Keana,NA,0.709731148,0.709731148,562,154,2021,4,0.637,1
1481,Bosso,Keana,NA,0.718697583,0.718697583,716,202,2022,5,0.686,1
1482,Bosso,Keana,NA,0.72770723,0.72770723,918,159,2022,6,0.735,1
1483,Bosso,Keana,NA,0.8,0.8,1077,219,2023,7,0.784,1
1484,Bosso,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
1485,Bosso,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
1486,Bosso,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
1487,Bosso,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
1488,Bosso,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
1489,Brass,Ahoada West,NA,0.514466613,0.514466613,0,196,2020,1,0.49,1
1490,Brass,Ahoada West,NA,0.540189944,0.540189944,196,154,2020,2,0.539,1
1491,Brass,Ahoada West,NA,0.54533461,0.54533461,350,212,2021,3,0.588,1
1492,Brass,Ahoada West,NA,0.550479276,0.550479276,562,154,2021,4,0.637,1
1493,Brass,Ahoada West,NA,0.555623942,0.555623942,716,202,2022,5,0.686,1
1494,Brass,Ahoada West,NA,0.560768608,0.560768608,918,159,2022,6,0.735,1
1495,Brass,Ahoada West,NA,0.565913274,0.565913274,1077,219,2023,7,0.784,1
1496,Brass,Ahoada West,NA,0.576202607,0.576202607,1296,136,2023,8,0.8,1
1497,Brass,Ahoada West,NA,0.77169992,0.77169992,1432,218,2024,9,0.8,1
1498,Brass,Ahoada West,NA,0.8,0.8,1650,151,2024,10,0.8,1
1499,Brass,Ahoada West,NA,0.8,0.8,1801,185,2025,11,0.8,1
1500,Brass,Ahoada West,NA,0.8,0.8,1986,183,2025,12,0.8,1
1501,Buji,Takali,NA,0.178754999,0.178754999,0,196,2020,1,0.49,1
1502,Buji,Takali,NA,0.384770135,0.384770135,196,154,2020,2,0.539,1
1503,Buji,Takali,NA,0.390329416,0.390329416,350,212,2021,3,0.588,1
1504,Buji,Takali,NA,0.587192296,0.587192296,562,154,2021,4,0.637,1
1505,Buji,Takali,NA,0.594610629,0.594610629,716,202,2022,5,0.686,1
1506,Buji,Takali,NA,0.602064712,0.602064712,918,159,2022,6,0.735,1
1507,Buji,Takali,NA,0.8,0.8,1077,219,2023,7,0.784,1
1508,Buji,Takali,NA,0.8,0.8,1296,136,2023,8,0.8,1
1509,Buji,Takali,NA,0.8,0.8,1432,218,2024,9,0.8,1
1510,Buji,Takali,NA,0.8,0.8,1650,151,2024,10,0.8,1
1511,Buji,Takali,NA,0.8,0.8,1801,185,2025,11,0.8,1
1512,Buji,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
1513,Bukkuyum,Alkaleri,NA,0.234127553,0.234127553,0,196,2020,1,0.49,1
1514,Bukkuyum,Alkaleri,NA,0.503959558,0.503959558,196,154,2020,2,0.539,1
1515,Bukkuyum,Alkaleri,NA,0.511240925,0.511240925,350,212,2021,3,0.588,1
1516,Bukkuyum,Alkaleri,NA,0.769085599,0.769085599,562,154,2021,4,0.637,1
1517,Bukkuyum,Alkaleri,NA,0.778801892,0.778801892,716,202,2022,5,0.686,1
1518,Bukkuyum,Alkaleri,NA,0.788565011,0.788565011,918,159,2022,6,0.735,1
1519,Bukkuyum,Alkaleri,NA,0.8,0.8,1077,219,2023,7,0.784,1
1520,Bukkuyum,Alkaleri,NA,0.8,0.8,1296,136,2023,8,0.8,1
1521,Bukkuyum,Alkaleri,NA,0.8,0.8,1432,218,2024,9,0.8,1
1522,Bukkuyum,Alkaleri,NA,0.8,0.8,1650,151,2024,10,0.8,1
1523,Bukkuyum,Alkaleri,NA,0.8,0.8,1801,185,2025,11,0.8,1
1524,Bukkuyum,Alkaleri,NA,0.8,0.8,1986,183,2025,12,0.8,1
1525,Bungudu,Takali,NA,0.297222393,0.297222393,0,196,2020,1,0.49,1
1526,Bungudu,Takali,NA,0.312083513,0.312083513,196,154,2020,2,0.539,1
1527,Bungudu,Takali,NA,0.315055737,0.315055737,350,212,2021,3,0.588,1
1528,Bungudu,Takali,NA,0.318027961,0.318027961,562,154,2021,4,0.637,1
1529,Bungudu,Takali,NA,0.321000184,0.321000184,716,202,2022,5,0.686,1
1530,Bungudu,Takali,NA,0.323972408,0.323972408,918,159,2022,6,0.735,1
1531,Bungudu,Takali,NA,0.326944632,0.326944632,1077,219,2023,7,0.784,1
1532,Bungudu,Takali,NA,0.33288908,0.33288908,1296,136,2023,8,0.8,1
1533,Bungudu,Takali,NA,0.44583359,0.44583359,1432,218,2024,9,0.8,1
1534,Bungudu,Takali,NA,0.594444786,0.594444786,1650,151,2024,10,0.8,1
1535,Bungudu,Takali,NA,0.743055983,0.743055983,1801,185,2025,11,0.8,1
1536,Bungudu,Takali,NA,0.8,0.8,1986,183,2025,12,0.8,1
1537,Bunkure,Gwarzo,NA,0.172172547,0.172172547,0,196,2020,1,0.49,1
1538,Bunkure,Gwarzo,NA,0.370601407,0.370601407,196,154,2020,2,0.539,1
1539,Bunkure,Gwarzo,NA,0.375955974,0.375955974,350,212,2021,3,0.588,1
1540,Bunkure,Gwarzo,NA,0.5655696,0.5655696,562,154,2021,4,0.637,1
1541,Bunkure,Gwarzo,NA,0.57271476,0.57271476,716,202,2022,5,0.686,1
1542,Bunkure,Gwarzo,NA,0.579894356,0.579894356,918,159,2022,6,0.735,1
1543,Bunkure,Gwarzo,NA,0.776498187,0.776498187,1077,219,2023,7,0.784,1
1544,Bunkure,Gwarzo,NA,0.794473001,0.794473001,1296,136,2023,8,0.8,1
1545,Bunkure,Gwarzo,NA,0.8,0.8,1432,218,2024,9,0.8,1
1546,Bunkure,Gwarzo,NA,0.8,0.8,1650,151,2024,10,0.8,1
1547,Bunkure,Gwarzo,NA,0.8,0.8,1801,185,2025,11,0.8,1
1548,Bunkure,Gwarzo,NA,0.8,0.8,1986,183,2025,12,0.8,1
1549,Bunza,Birnin Kebbi,NA,0.42225568,0.42225568,0,196,2020,1,0.49,1
1550,Bunza,Birnin Kebbi,NA,0.443368464,0.443368464,196,154,2020,2,0.539,1
1551,Bunza,Birnin Kebbi,NA,0.447591021,0.447591021,350,212,2021,3,0.588,1
1552,Bunza,Birnin Kebbi,NA,0.451813578,0.451813578,562,154,2021,4,0.637,1
1553,Bunza,Birnin Kebbi,NA,0.456036134,0.456036134,716,202,2022,5,0.686,1
1554,Bunza,Birnin Kebbi,NA,0.460258691,0.460258691,918,159,2022,6,0.735,1
1555,Bunza,Birnin Kebbi,NA,0.464481248,0.464481248,1077,219,2023,7,0.784,1
1556,Bunza,Birnin Kebbi,NA,0.472926362,0.472926362,1296,136,2023,8,0.8,1
1557,Bunza,Birnin Kebbi,NA,0.63338352,0.63338352,1432,218,2024,9,0.8,1
1558,Bunza,Birnin Kebbi,NA,0.8,0.8,1650,151,2024,10,0.8,1
1559,Bunza,Birnin Kebbi,NA,0.8,0.8,1801,185,2025,11,0.8,1
1560,Bunza,Birnin Kebbi,NA,0.8,0.8,1986,183,2025,12,0.8,1
1561,Bursari,Taura,NA,0.125,0.125,0,196,2020,1,0.49,1
1562,Bursari,Taura,NA,0.538125,0.538125,196,154,2020,2,0.539,1
1563,Bursari,Taura,NA,0.6625,0.6625,350,212,2021,3,0.588,1
1564,Bursari,Taura,NA,0.8,0.8,562,154,2021,4,0.637,1
1565,Bursari,Taura,NA,0.8,0.8,716,202,2022,5,0.686,1
1566,Bursari,Taura,NA,0.8,0.8,918,159,2022,6,0.735,1
1567,Bursari,Taura,NA,0.8,0.8,1077,219,2023,7,0.784,1
1568,Bursari,Taura,NA,0.8,0.8,1296,136,2023,8,0.8,1
1569,Bursari,Taura,NA,0.8,0.8,1432,218,2024,9,0.8,1
1570,Bursari,Taura,NA,0.8,0.8,1650,151,2024,10,0.8,1
1571,Bursari,Taura,NA,0.8,0.8,1801,185,2025,11,0.8,1
1572,Bursari,Taura,NA,0.8,0.8,1986,183,2025,12,0.8,1
1573,Buruku,Keana,NA,0.200000038,0.200000038,0,196,2020,1,0.49,1
1574,Buruku,Keana,NA,0.430500082,0.430500082,196,154,2020,2,0.539,1
1575,Buruku,Keana,NA,0.436720083,0.436720083,350,212,2021,3,0.588,1
1576,Buruku,Keana,NA,0.656980125,0.656980125,562,154,2021,4,0.637,1
1577,Buruku,Keana,NA,0.665280126,0.665280126,716,202,2022,5,0.686,1
1578,Buruku,Keana,NA,0.673620128,0.673620128,918,159,2022,6,0.735,1
1579,Buruku,Keana,NA,0.8,0.8,1077,219,2023,7,0.784,1
1580,Buruku,Keana,NA,0.8,0.8,1296,136,2023,8,0.8,1
1581,Buruku,Keana,NA,0.8,0.8,1432,218,2024,9,0.8,1
1582,Buruku,Keana,NA,0.8,0.8,1650,151,2024,10,0.8,1
1583,Buruku,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
1584,Buruku,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
1585,Burutu,Isoko South,NA,0.12159624,0.12159624,0,196,2020,1,0.49,1
1586,Burutu,Isoko South,NA,0.523471813,0.523471813,196,154,2020,2,0.539,1
1587,Burutu,Isoko South,NA,0.644460072,0.644460072,350,212,2021,3,0.588,1
1588,Burutu,Isoko South,NA,0.8,0.8,562,154,2021,4,0.637,1
1589,Burutu,Isoko South,NA,0.8,0.8,716,202,2022,5,0.686,1
1590,Burutu,Isoko South,NA,0.8,0.8,918,159,2022,6,0.735,1
1591,Burutu,Isoko South,NA,0.8,0.8,1077,219,2023,7,0.784,1
1592,Burutu,Isoko South,NA,0.8,0.8,1296,136,2023,8,0.8,1
1593,Burutu,Isoko South,NA,0.8,0.8,1432,218,2024,9,0.8,1
1594,Burutu,Isoko South,NA,0.8,0.8,1650,151,2024,10,0.8,1
1595,Burutu,Isoko South,NA,0.8,0.8,1801,185,2025,11,0.8,1
1596,Burutu,Isoko South,NA,0.8,0.8,1986,183,2025,12,0.8,1
1597,Bwari,Giwa,NA,0.154268943,0.154268943,0,196,2020,1,0.49,1
1598,Bwari,Giwa,NA,0.32396478,0.32396478,196,154,2020,2,0.539,1
1599,Bwari,Giwa,NA,0.8,0.8,350,212,2021,3,0.588,1
1600,Bwari,Giwa,NA,0.8,0.8,562,154,2021,4,0.637,1
1601,Bwari,Giwa,NA,0.8,0.8,716,202,2022,5,0.686,1
1602,Bwari,Giwa,NA,0.8,0.8,918,159,2022,6,0.735,1
1603,Bwari,Giwa,NA,0.8,0.8,1077,219,2023,7,0.784,1
1604,Bwari,Giwa,NA,0.8,0.8,1296,136,2023,8,0.8,1
1605,Bwari,Giwa,NA,0.8,0.8,1432,218,2024,9,0.8,1
1606,Bwari,Giwa,NA,0.8,0.8,1650,151,2024,10,0.8,1
1607,Bwari,Giwa,NA,0.8,0.8,1801,185,2025,11,0.8,1
1608,Bwari,Giwa,NA,0.8,0.8,1986,183,2025,12,0.8,1
1609,Calabar South,Nsit Ubium,NA,0.297727761,0.297727761,0,196,2020,1,0.49,1
1610,Calabar South,Nsit Ubium,NA,0.312614149,0.312614149,196,154,2020,2,0.539,1
1611,Calabar South,Nsit Ubium,NA,0.315591427,0.315591427,350,212,2021,3,0.588,1
1612,Calabar South,Nsit Ubium,NA,0.318568704,0.318568704,562,154,2021,4,0.637,1
1613,Calabar South,Nsit Ubium,NA,0.321545982,0.321545982,716,202,2022,5,0.686,1
1614,Calabar South,Nsit Ubium,NA,0.324523259,0.324523259,918,159,2022,6,0.735,1
1615,Calabar South,Nsit Ubium,NA,0.327500537,0.327500537,1077,219,2023,7,0.784,1
1616,Calabar South,Nsit Ubium,NA,0.333455092,0.333455092,1296,136,2023,8,0.8,1
1617,Calabar South,Nsit Ubium,NA,0.446591642,0.446591642,1432,218,2024,9,0.8,1
1618,Calabar South,Nsit Ubium,NA,0.595455522,0.595455522,1650,151,2024,10,0.8,1
1619,Calabar South,Nsit Ubium,NA,0.744319403,0.744319403,1801,185,2025,11,0.8,1
1620,Calabar South,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
1621,Calabar-Municipal,Nsit Ubium,NA,0.299739676,0.299739676,0,196,2020,1,0.49,1
1622,Calabar-Municipal,Nsit Ubium,NA,0.31472666,0.31472666,196,154,2020,2,0.539,1
1623,Calabar-Municipal,Nsit Ubium,NA,0.317724057,0.317724057,350,212,2021,3,0.588,1
1624,Calabar-Municipal,Nsit Ubium,NA,0.320721453,0.320721453,562,154,2021,4,0.637,1
1625,Calabar-Municipal,Nsit Ubium,NA,0.32371885,0.32371885,716,202,2022,5,0.686,1
1626,Calabar-Municipal,Nsit Ubium,NA,0.326716247,0.326716247,918,159,2022,6,0.735,1
1627,Calabar-Municipal,Nsit Ubium,NA,0.329713644,0.329713644,1077,219,2023,7,0.784,1
1628,Calabar-Municipal,Nsit Ubium,NA,0.335708437,0.335708437,1296,136,2023,8,0.8,1
1629,Calabar-Municipal,Nsit Ubium,NA,0.449609514,0.449609514,1432,218,2024,9,0.8,1
1630,Calabar-Municipal,Nsit Ubium,NA,0.599479352,0.599479352,1650,151,2024,10,0.8,1
1631,Calabar-Municipal,Nsit Ubium,NA,0.74934919,0.74934919,1801,185,2025,11,0.8,1
1632,Calabar-Municipal,Nsit Ubium,NA,0.8,0.8,1986,183,2025,12,0.8,1
1633,Chanchaga,Keana,NA,0.388965514,0.388965514,0,196,2020,1,0.49,1
1634,Chanchaga,Keana,NA,0.40841379,0.40841379,196,154,2020,2,0.539,1
1635,Chanchaga,Keana,NA,0.412303445,0.412303445,350,212,2021,3,0.588,1
1636,Chanchaga,Keana,NA,0.4161931,0.4161931,562,154,2021,4,0.637,1
1637,Chanchaga,Keana,NA,0.420082755,0.420082755,716,202,2022,5,0.686,1
1638,Chanchaga,Keana,NA,0.42397241,0.42397241,918,159,2022,6,0.735,1
1639,Chanchaga,Keana,NA,0.427862065,0.427862065,1077,219,2023,7,0.784,1
1640,Chanchaga,Keana,NA,0.435641376,0.435641376,1296,136,2023,8,0.8,1
1641,Chanchaga,Keana,NA,0.583448271,0.583448271,1432,218,2024,9,0.8,1
1642,Chanchaga,Keana,NA,0.777931028,0.777931028,1650,151,2024,10,0.8,1
1643,Chanchaga,Keana,NA,0.8,0.8,1801,185,2025,11,0.8,1
1644,Chanchaga,Keana,NA,0.8,0.8,1986,183,2025,12,0.8,1
1645,Charanchi,Rimi,NA,0.105263158,0.105263158,0,196,2020,1,0.49,1
1646,Charanchi,Rimi,NA,0.453157895,0.453157895,196,154,2020,2,0.539,1
1647,Charanchi,Rimi,NA,0.557894737,0.557894737,350,212,2021,3,0.588,1
1648,Charanchi,Rimi,NA,0.8,0.8,562,154,2021,4,0.637,1
1649,Charanchi,Rimi,NA,0.8,0.8,716,202,2022,5,0.686,1
1650,Charanchi,Rimi,NA,0.8,0.8,918,159,2022,6,0.735,1
1651,Charanchi,Rimi,NA,0.8,0.8,1077,219,2023,7,0.784,1
1652,Charanchi,Rimi,NA,0.8,0.8,1296,136,2023,8,0.8,1
1653,Charanchi,Rimi,NA,0.8,0.8,1432,218,2024,9,0.8,1
1654,Charanchi,Rimi,NA,0.8,0.8,1650,151,2024,10,0.8,1
1655,Charanchi,Rimi,NA,0.8,0.8,1801,185,2025,11,0.8,1
1656,Charanchi,Rimi,NA,0.8,0.8,1986,183,2025,12,0.8,1
1657,Chibok,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
1658,Chibok,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
1659,Chibok,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
1660,Chibok,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
1661,Chibok,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
1662,Chibok,Darazo,NA,0.8,0.8,918,159,2022,6,0.735,1
1663,Chibok,Darazo,NA,0.8,0.8,1077,219,2023,7,0.784,1
1664,Chibok,Darazo,NA,0.8,0.8,1296,136,2023,8,0.8,1
1665,Chibok,Darazo,NA,0.8,0.8,1432,218,2024,9,0.8,1
1666,Chibok,Darazo,NA,0.8,0.8,1650,151,2024,10,0.8,1
1667,Chibok,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
1668,Chibok,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
1669,Chikun,Soba,NA,0.02049469,0.02049469,0,196,2020,1,0.49,1
1670,Chikun,Soba,NA,0.04098938,0.04098938,196,154,2020,2,0.539,1
1671,Chikun,Soba,NA,0.10247345,0.10247345,350,212,2021,3,0.588,1
1672,Chikun,Soba,NA,0.328939775,0.328939775,562,154,2021,4,0.637,1
1673,Chikun,Soba,NA,0.442685304,0.442685304,716,202,2022,5,0.686,1
1674,Chikun,Soba,NA,0.8,0.8,918,159,2022,6,0.735,1
1675,Chikun,Soba,NA,0.8,0.8,1077,219,2023,7,0.784,1
1676,Chikun,Soba,NA,0.8,0.8,1296,136,2023,8,0.8,1
1677,Chikun,Soba,NA,0.8,0.8,1432,218,2024,9,0.8,1
1678,Chikun,Soba,NA,0.8,0.8,1650,151,2024,10,0.8,1
1679,Chikun,Soba,NA,0.8,0.8,1801,185,2025,11,0.8,1
1680,Chikun,Soba,NA,0.8,0.8,1986,183,2025,12,0.8,1
1681,Dala,Alkaleri,NA,0.850046207,0.850046207,0,196,2020,1,0.49,1
1682,Dala,Alkaleri,NA,0.850046207,0.850046207,196,154,2020,2,0.539,1
1683,Dala,Alkaleri,NA,0.850046207,0.850046207,350,212,2021,3,0.588,1
1684,Dala,Alkaleri,NA,0.850046207,0.850046207,562,154,2021,4,0.637,1
1685,Dala,Alkaleri,NA,0.850046207,0.850046207,716,202,2022,5,0.686,1
1686,Dala,Alkaleri,NA,0.850046207,0.850046207,918,159,2022,6,0.735,1
1687,Dala,Alkaleri,NA,0.850046207,0.850046207,1077,219,2023,7,0.784,1
1688,Dala,Alkaleri,NA,0.850046207,0.850046207,1296,136,2023,8,0.8,1
1689,Dala,Alkaleri,NA,0.850046207,0.850046207,1432,218,2024,9,0.8,1
1690,Dala,Alkaleri,NA,0.850046207,0.850046207,1650,151,2024,10,0.8,1
1691,Dala,Alkaleri,NA,0.850046207,0.850046207,1801,185,2025,11,0.8,1
1692,Dala,Alkaleri,NA,0.850046207,0.850046207,1986,183,2025,12,0.8,1
1693,Damaturu,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
1694,Damaturu,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
1695,Damaturu,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
1696,Damaturu,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
1697,Damaturu,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
1698,Damaturu,Darazo,NA,0.8,0.8,918,159,2022,6,0.735,1
1699,Damaturu,Darazo,NA,0.8,0.8,1077,219,2023,7,0.784,1
1700,Damaturu,Darazo,NA,0.8,0.8,1296,136,2023,8,0.8,1
1701,Damaturu,Darazo,NA,0.8,0.8,1432,218,2024,9,0.8,1
1702,Damaturu,Darazo,NA,0.8,0.8,1650,151,2024,10,0.8,1
1703,Damaturu,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
1704,Damaturu,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
1705,Damban,Darazo,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
1706,Damban,Darazo,NA,0.35,0.35,196,154,2020,2,0.539,1
1707,Damban,Darazo,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
1708,Damban,Darazo,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
1709,Damban,Darazo,NA,0.36,0.36,716,202,2022,5,0.686,1
1710,Damban,Darazo,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
1711,Damban,Darazo,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
1712,Damban,Darazo,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
1713,Damban,Darazo,NA,0.5,0.5,1432,218,2024,9,0.8,1
1714,Damban,Darazo,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
1715,Damban,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
1716,Damban,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
1717,Dambatta,Babura,NA,0.333333333,0.333333333,0,196,2020,1,0.49,1
1718,Dambatta,Babura,NA,0.35,0.35,196,154,2020,2,0.539,1
1719,Dambatta,Babura,NA,0.353333333,0.353333333,350,212,2021,3,0.588,1
1720,Dambatta,Babura,NA,0.356666666,0.356666666,562,154,2021,4,0.637,1
1721,Dambatta,Babura,NA,0.36,0.36,716,202,2022,5,0.686,1
1722,Dambatta,Babura,NA,0.363333333,0.363333333,918,159,2022,6,0.735,1
1723,Dambatta,Babura,NA,0.366666666,0.366666666,1077,219,2023,7,0.784,1
1724,Dambatta,Babura,NA,0.373333333,0.373333333,1296,136,2023,8,0.8,1
1725,Dambatta,Babura,NA,0.5,0.5,1432,218,2024,9,0.8,1
1726,Dambatta,Babura,NA,0.666666666,0.666666666,1650,151,2024,10,0.8,1
1727,Dambatta,Babura,NA,0.8,0.8,1801,185,2025,11,0.8,1
1728,Dambatta,Babura,NA,0.8,0.8,1986,183,2025,12,0.8,1
1729,Damboa,Darazo,NA,0.114371076,0.114371076,0,196,2020,1,0.49,1
1730,Damboa,Darazo,NA,0.492367482,0.492367482,196,154,2020,2,0.539,1
1731,Damboa,Darazo,NA,0.606166703,0.606166703,350,212,2021,3,0.588,1
1732,Damboa,Darazo,NA,0.8,0.8,562,154,2021,4,0.637,1
1733,Damboa,Darazo,NA,0.8,0.8,716,202,2022,5,0.686,1
1734,Damboa,Darazo,NA,0.8,0.8,918,159,2022,6,0.735,1
1735,Damboa,Darazo,NA,0.8,0.8,1077,219,2023,7,0.784,1
1736,Damboa,Darazo,NA,0.8,0.8,1296,136,2023,8,0.8,1
1737,Damboa,Darazo,NA,0.8,0.8,1432,218,2024,9,0.8,1
1738,Damboa,Darazo,NA,0.8,0.8,1650,151,2024,10,0.8,1
1739,Damboa,Darazo,NA,0.8,0.8,1801,185,2025,11,0.8,1
1740,Damboa,Darazo,NA,0.8,0.8,1986,183,2025,12,0.8,1
1741,Dan Musa,Rimi,NA,0.209995572,0.209995572,0,196,2020,1,0.49,1
1742,Dan Musa,Rimi,NA,0.452015469,0.452015469,196,154,2020,2,0.539,1
1743,Dan Musa,Rimi,NA,0.458546331,0.458546331,350,212,2021,3,0.588,1
1744,Dan Musa,Rimi,NA,0.689814454,0.689814454,562,154,2021,4,0.637,1
1745,Dan Musa,Rimi,NA,0.698529271,0.698529271,716,202,2022,5,0.686,1
