,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
5132,Kachia,Ngor-Okpala,NA,0.8,0.8,0.8,1650,151,2024,1,10
5133,Kachia,Ngor-Okpala,NA,0.8,0.8,0.8,1801,185,2025,1,11
5134,Kachia,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
5135,Kachia,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
5136,Kaduna North,Soba,NA,0.065737057,0.065737057,0.49,0,196,2020,1,1
5137,Kaduna North,Soba,NA,0.131474114,0.131474114,0.539,196,154,2020,1,2
5138,Kaduna North,Soba,NA,0.348406402,0.348406402,0.588,350,212,2021,1,3
5139,Kaduna North,Soba,NA,0.8,0.8,0.637,562,154,2021,1,4
5140,Kaduna North,Soba,NA,0.8,0.8,0.686,716,202,2022,1,5
5141,Kaduna North,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5142,Kaduna North,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5143,Kaduna North,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5144,Kaduna North,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5145,Kaduna North,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
5146,Kaduna North,Soba,NA,0.8,0.8,0.8,1801,185,2025,1,11
5147,Kaduna North,Soba,NA,0.8,0.8,0.8,1986,183,2025,1,12
5148,Kaduna North,Soba,NA,0.8,0.8,0.8,0,-1,2025,1,13
5149,Kaduna South,Soba,NA,0.02049469,0.02049469,0.49,0,196,2020,1,1
5150,Kaduna South,Soba,NA,0.04098938,0.04098938,0.539,196,154,2020,1,2
5151,Kaduna South,Soba,NA,0.10247345,0.10247345,0.588,350,212,2021,1,3
5152,Kaduna South,Soba,NA,0.328939775,0.328939775,0.637,562,154,2021,1,4
5153,Kaduna South,Soba,NA,0.442685304,0.442685304,0.686,716,202,2022,1,5
5154,Kaduna South,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5155,Kaduna South,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5156,Kaduna South,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5157,Kaduna South,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5158,Kaduna South,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
5159,Kaduna South,Soba,NA,0.8,0.8,0.8,1801,185,2025,1,11
5160,Kaduna South,Soba,NA,0.8,0.8,0.8,1986,183,2025,1,12
5161,Kaduna South,Soba,NA,0.8,0.8,0.8,0,-1,2025,1,13
5162,Kafin Hausa,Taura,NA,0.41906863,0.41906863,0.49,0,196,2020,1,1
5163,Kafin Hausa,Taura,NA,0.440022062,0.440022062,0.539,196,154,2020,1,2
5164,Kafin Hausa,Taura,NA,0.444212748,0.444212748,0.588,350,212,2021,1,3
5165,Kafin Hausa,Taura,NA,0.448403434,0.448403434,0.637,562,154,2021,1,4
5166,Kafin Hausa,Taura,NA,0.45259412,0.45259412,0.686,716,202,2022,1,5
5167,Kafin Hausa,Taura,NA,0.456784807,0.456784807,0.735,918,159,2022,1,6
5168,Kafin Hausa,Taura,NA,0.460975493,0.460975493,0.784,1077,219,2023,1,7
5169,Kafin Hausa,Taura,NA,0.469356866,0.469356866,0.8,1296,136,2023,1,8
5170,Kafin Hausa,Taura,NA,0.628602945,0.628602945,0.8,1432,218,2024,1,9
5171,Kafin Hausa,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
5172,Kafin Hausa,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
5173,Kafin Hausa,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
5174,Kafin Hausa,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
5175,Kafur,Gwarzo,NA,0.204678348,0.204678348,0.49,0,196,2020,1,1
5176,Kafur,Gwarzo,NA,0.440570144,0.440570144,0.539,196,154,2020,1,2
5177,Kafur,Gwarzo,NA,0.446935641,0.446935641,0.588,350,212,2021,1,3
5178,Kafur,Gwarzo,NA,0.672347905,0.672347905,0.637,562,154,2021,1,4
5179,Kafur,Gwarzo,NA,0.680842057,0.680842057,0.686,716,202,2022,1,5
5180,Kafur,Gwarzo,NA,0.689377144,0.689377144,0.735,918,159,2022,1,6
5181,Kafur,Gwarzo,NA,0.8,0.8,0.784,1077,219,2023,1,7
5182,Kafur,Gwarzo,NA,0.8,0.8,0.8,1296,136,2023,1,8
5183,Kafur,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5184,Kafur,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5185,Kafur,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5186,Kafur,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5187,Kafur,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5188,Kaga,Darazo,NA,0.114371076,0.114371076,0.49,0,196,2020,1,1
5189,Kaga,Darazo,NA,0.492367482,0.492367482,0.539,196,154,2020,1,2
5190,Kaga,Darazo,NA,0.606166703,0.606166703,0.588,350,212,2021,1,3
5191,Kaga,Darazo,NA,0.8,0.8,0.637,562,154,2021,1,4
5192,Kaga,Darazo,NA,0.8,0.8,0.686,716,202,2022,1,5
5193,Kaga,Darazo,NA,0.8,0.8,0.735,918,159,2022,1,6
5194,Kaga,Darazo,NA,0.8,0.8,0.784,1077,219,2023,1,7
5195,Kaga,Darazo,NA,0.8,0.8,0.8,1296,136,2023,1,8
5196,Kaga,Darazo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5197,Kaga,Darazo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5198,Kaga,Darazo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5199,Kaga,Darazo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5200,Kaga,Darazo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5201,Kagarko,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5202,Kagarko,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5203,Kagarko,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5204,Kagarko,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5205,Kagarko,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5206,Kagarko,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5207,Kagarko,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5208,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5209,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5210,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5211,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5212,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5213,Kagarko,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5214,Kaiama,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5215,Kaiama,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5216,Kaiama,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5217,Kaiama,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5218,Kaiama,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5219,Kaiama,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5220,Kaiama,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5221,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5222,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5223,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5224,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5225,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5226,Kaiama,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5227,Kaita,Rimi,NA,0.153846154,0.153846154,0.49,0,196,2020,1,1
5228,Kaita,Rimi,NA,0.323076923,0.323076923,0.539,196,154,2020,1,2
5229,Kaita,Rimi,NA,0.8,0.8,0.588,350,212,2021,1,3
5230,Kaita,Rimi,NA,0.8,0.8,0.637,562,154,2021,1,4
5231,Kaita,Rimi,NA,0.8,0.8,0.686,716,202,2022,1,5
5232,Kaita,Rimi,NA,0.8,0.8,0.735,918,159,2022,1,6
5233,Kaita,Rimi,NA,0.8,0.8,0.784,1077,219,2023,1,7
5234,Kaita,Rimi,NA,0.8,0.8,0.8,1296,136,2023,1,8
5235,Kaita,Rimi,NA,0.8,0.8,0.8,1432,218,2024,1,9
5236,Kaita,Rimi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5237,Kaita,Rimi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5238,Kaita,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5239,Kaita,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5240,Kajola,Akinyele,NA,0.154926235,0.154926235,0.49,0,196,2020,1,1
5241,Kajola,Akinyele,NA,0.325345094,0.325345094,0.539,196,154,2020,1,2
5242,Kajola,Akinyele,NA,0.8,0.8,0.588,350,212,2021,1,3
5243,Kajola,Akinyele,NA,0.8,0.8,0.637,562,154,2021,1,4
5244,Kajola,Akinyele,NA,0.8,0.8,0.686,716,202,2022,1,5
5245,Kajola,Akinyele,NA,0.8,0.8,0.735,918,159,2022,1,6
5246,Kajola,Akinyele,NA,0.8,0.8,0.784,1077,219,2023,1,7
5247,Kajola,Akinyele,NA,0.8,0.8,0.8,1296,136,2023,1,8
5248,Kajola,Akinyele,NA,0.8,0.8,0.8,1432,218,2024,1,9
5249,Kajola,Akinyele,NA,0.8,0.8,0.8,1650,151,2024,1,10
5250,Kajola,Akinyele,NA,0.8,0.8,0.8,1801,185,2025,1,11
5251,Kajola,Akinyele,NA,0.8,0.8,0.8,1986,183,2025,1,12
5252,Kajola,Akinyele,NA,0.8,0.8,0.8,0,-1,2025,1,13
5253,Kajuru,Soba,NA,0.02049469,0.02049469,0.49,0,196,2020,1,1
5254,Kajuru,Soba,NA,0.04098938,0.04098938,0.539,196,154,2020,1,2
5255,Kajuru,Soba,NA,0.10247345,0.10247345,0.588,350,212,2021,1,3
5256,Kajuru,Soba,NA,0.328939775,0.328939775,0.637,562,154,2021,1,4
5257,Kajuru,Soba,NA,0.442685304,0.442685304,0.686,716,202,2022,1,5
5258,Kajuru,Soba,NA,0.8,0.8,0.735,918,159,2022,1,6
5259,Kajuru,Soba,NA,0.8,0.8,0.784,1077,219,2023,1,7
5260,Kajuru,Soba,NA,0.8,0.8,0.8,1296,136,2023,1,8
5261,Kajuru,Soba,NA,0.8,0.8,0.8,1432,218,2024,1,9
5262,Kajuru,Soba,NA,0.8,0.8,0.8,1650,151,2024,1,10
5263,Kajuru,Soba,NA,0.8,0.8,0.8,1801,185,2025,1,11
5264,Kajuru,Soba,NA,0.8,0.8,0.8,1986,183,2025,1,12
5265,Kajuru,Soba,NA,0.8,0.8,0.8,0,-1,2025,1,13
5266,Kala-Balge,Darazo,NA,0.114371076,0.114371076,0.49,0,196,2020,1,1
5267,Kala-Balge,Darazo,NA,0.492367482,0.492367482,0.539,196,154,2020,1,2
5268,Kala-Balge,Darazo,NA,0.606166703,0.606166703,0.588,350,212,2021,1,3
5269,Kala-Balge,Darazo,NA,0.8,0.8,0.637,562,154,2021,1,4
5270,Kala-Balge,Darazo,NA,0.8,0.8,0.686,716,202,2022,1,5
5271,Kala-Balge,Darazo,NA,0.8,0.8,0.735,918,159,2022,1,6
5272,Kala-Balge,Darazo,NA,0.8,0.8,0.784,1077,219,2023,1,7
5273,Kala-Balge,Darazo,NA,0.8,0.8,0.8,1296,136,2023,1,8
5274,Kala-Balge,Darazo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5275,Kala-Balge,Darazo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5276,Kala-Balge,Darazo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5277,Kala-Balge,Darazo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5278,Kala-Balge,Darazo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5279,Kalgo,Birnin Kebbi,NA,0.528194641,0.528194641,0.49,0,196,2020,1,1
5280,Kalgo,Birnin Kebbi,NA,0.554604373,0.554604373,0.539,196,154,2020,1,2
5281,Kalgo,Birnin Kebbi,NA,0.559886319,0.559886319,0.588,350,212,2021,1,3
5282,Kalgo,Birnin Kebbi,NA,0.565168266,0.565168266,0.637,562,154,2021,1,4
5283,Kalgo,Birnin Kebbi,NA,0.570450212,0.570450212,0.686,716,202,2022,1,5
5284,Kalgo,Birnin Kebbi,NA,0.575732159,0.575732159,0.735,918,159,2022,1,6
5285,Kalgo,Birnin Kebbi,NA,0.581014105,0.581014105,0.784,1077,219,2023,1,7
5286,Kalgo,Birnin Kebbi,NA,0.591577998,0.591577998,0.8,1296,136,2023,1,8
5287,Kalgo,Birnin Kebbi,NA,0.792291962,0.792291962,0.8,1432,218,2024,1,9
5288,Kalgo,Birnin Kebbi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5289,Kalgo,Birnin Kebbi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5290,Kalgo,Birnin Kebbi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5291,Kalgo,Birnin Kebbi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5292,Kaltungo,Alkaleri,NA,0.234127553,0.234127553,0.49,0,196,2020,1,1
5293,Kaltungo,Alkaleri,NA,0.503959558,0.503959558,0.539,196,154,2020,1,2
5294,Kaltungo,Alkaleri,NA,0.511240925,0.511240925,0.588,350,212,2021,1,3
5295,Kaltungo,Alkaleri,NA,0.769085599,0.769085599,0.637,562,154,2021,1,4
5296,Kaltungo,Alkaleri,NA,0.778801892,0.778801892,0.686,716,202,2022,1,5
5297,Kaltungo,Alkaleri,NA,0.788565011,0.788565011,0.735,918,159,2022,1,6
5298,Kaltungo,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
5299,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
5300,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
5301,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
5302,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
5303,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5304,Kaltungo,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5305,Kanam,Alkaleri,NA,0.297169748,0.297169748,0.49,0,196,2020,1,1
5306,Kanam,Alkaleri,NA,0.312028235,0.312028235,0.539,196,154,2020,1,2
5307,Kanam,Alkaleri,NA,0.314999933,0.314999933,0.588,350,212,2021,1,3
5308,Kanam,Alkaleri,NA,0.31797163,0.31797163,0.637,562,154,2021,1,4
5309,Kanam,Alkaleri,NA,0.320943328,0.320943328,0.686,716,202,2022,1,5
5310,Kanam,Alkaleri,NA,0.323915025,0.323915025,0.735,918,159,2022,1,6
5311,Kanam,Alkaleri,NA,0.326886723,0.326886723,0.784,1077,219,2023,1,7
5312,Kanam,Alkaleri,NA,0.332830118,0.332830118,0.8,1296,136,2023,1,8
5313,Kanam,Alkaleri,NA,0.445754622,0.445754622,0.8,1432,218,2024,1,9
5314,Kanam,Alkaleri,NA,0.594339496,0.594339496,0.8,1650,151,2024,1,10
5315,Kanam,Alkaleri,NA,0.74292437,0.74292437,0.8,1801,185,2025,1,11
5316,Kanam,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5317,Kanam,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5318,Kankara,Rimi,NA,0.209995572,0.209995572,0.49,0,196,2020,1,1
5319,Kankara,Rimi,NA,0.452015469,0.452015469,0.539,196,154,2020,1,2
5320,Kankara,Rimi,NA,0.458546331,0.458546331,0.588,350,212,2021,1,3
5321,Kankara,Rimi,NA,0.689814454,0.689814454,0.637,562,154,2021,1,4
5322,Kankara,Rimi,NA,0.698529271,0.698529271,0.686,716,202,2022,1,5
5323,Kankara,Rimi,NA,0.707286086,0.707286086,0.735,918,159,2022,1,6
5324,Kankara,Rimi,NA,0.8,0.8,0.784,1077,219,2023,1,7
5325,Kankara,Rimi,NA,0.8,0.8,0.8,1296,136,2023,1,8
5326,Kankara,Rimi,NA,0.8,0.8,0.8,1432,218,2024,1,9
5327,Kankara,Rimi,NA,0.8,0.8,0.8,1650,151,2024,1,10
5328,Kankara,Rimi,NA,0.8,0.8,0.8,1801,185,2025,1,11
5329,Kankara,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5330,Kankara,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5331,Kanke,Alkaleri,NA,0.234127553,0.234127553,0.49,0,196,2020,1,1
5332,Kanke,Alkaleri,NA,0.503959558,0.503959558,0.539,196,154,2020,1,2
5333,Kanke,Alkaleri,NA,0.511240925,0.511240925,0.588,350,212,2021,1,3
5334,Kanke,Alkaleri,NA,0.769085599,0.769085599,0.637,562,154,2021,1,4
5335,Kanke,Alkaleri,NA,0.778801892,0.778801892,0.686,716,202,2022,1,5
5336,Kanke,Alkaleri,NA,0.788565011,0.788565011,0.735,918,159,2022,1,6
5337,Kanke,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
5338,Kanke,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
5339,Kanke,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
5340,Kanke,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
5341,Kanke,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
5342,Kanke,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5343,Kanke,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5344,Kankia,Rimi,NA,0.285714286,0.285714286,0.49,0,196,2020,1,1
5345,Kankia,Rimi,NA,0.3,0.3,0.539,196,154,2020,1,2
5346,Kankia,Rimi,NA,0.302857143,0.302857143,0.588,350,212,2021,1,3
5347,Kankia,Rimi,NA,0.305714286,0.305714286,0.637,562,154,2021,1,4
5348,Kankia,Rimi,NA,0.308571429,0.308571429,0.686,716,202,2022,1,5
5349,Kankia,Rimi,NA,0.311428572,0.311428572,0.735,918,159,2022,1,6
5350,Kankia,Rimi,NA,0.314285715,0.314285715,0.784,1077,219,2023,1,7
5351,Kankia,Rimi,NA,0.32,0.32,0.8,1296,136,2023,1,8
5352,Kankia,Rimi,NA,0.428571429,0.428571429,0.8,1432,218,2024,1,9
5353,Kankia,Rimi,NA,0.571428572,0.571428572,0.8,1650,151,2024,1,10
5354,Kankia,Rimi,NA,0.714285715,0.714285715,0.8,1801,185,2025,1,11
5355,Kankia,Rimi,NA,0.8,0.8,0.8,1986,183,2025,1,12
5356,Kankia,Rimi,NA,0.8,0.8,0.8,0,-1,2025,1,13
5357,Kano Municipal,Alkaleri,NA,0.234127553,0.234127553,0.49,0,196,2020,1,1
5358,Kano Municipal,Alkaleri,NA,0.503959558,0.503959558,0.539,196,154,2020,1,2
5359,Kano Municipal,Alkaleri,NA,0.511240925,0.511240925,0.588,350,212,2021,1,3
5360,Kano Municipal,Alkaleri,NA,0.769085599,0.769085599,0.637,562,154,2021,1,4
5361,Kano Municipal,Alkaleri,NA,0.778801892,0.778801892,0.686,716,202,2022,1,5
5362,Kano Municipal,Alkaleri,NA,0.788565011,0.788565011,0.735,918,159,2022,1,6
5363,Kano Municipal,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
5364,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
5365,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
5366,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
5367,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
5368,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5369,Kano Municipal,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5370,Karasuwa,Taura,NA,0.057494575,0.057494575,0.49,0,196,2020,1,1
5371,Karasuwa,Taura,NA,0.11498915,0.11498915,0.539,196,154,2020,1,2
5372,Karasuwa,Taura,NA,0.304721248,0.304721248,0.588,350,212,2021,1,3
5373,Karasuwa,Taura,NA,0.8,0.8,0.637,562,154,2021,1,4
5374,Karasuwa,Taura,NA,0.8,0.8,0.686,716,202,2022,1,5
5375,Karasuwa,Taura,NA,0.8,0.8,0.735,918,159,2022,1,6
5376,Karasuwa,Taura,NA,0.8,0.8,0.784,1077,219,2023,1,7
5377,Karasuwa,Taura,NA,0.8,0.8,0.8,1296,136,2023,1,8
5378,Karasuwa,Taura,NA,0.8,0.8,0.8,1432,218,2024,1,9
5379,Karasuwa,Taura,NA,0.8,0.8,0.8,1650,151,2024,1,10
5380,Karasuwa,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
5381,Karasuwa,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
5382,Karasuwa,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
5383,Karaye,Gwarzo,NA,0.416666667,0.416666667,0.49,0,196,2020,1,1
5384,Karaye,Gwarzo,NA,0.4375,0.4375,0.539,196,154,2020,1,2
5385,Karaye,Gwarzo,NA,0.441666667,0.441666667,0.588,350,212,2021,1,3
5386,Karaye,Gwarzo,NA,0.445833334,0.445833334,0.637,562,154,2021,1,4
5387,Karaye,Gwarzo,NA,0.45,0.45,0.686,716,202,2022,1,5
5388,Karaye,Gwarzo,NA,0.454166667,0.454166667,0.735,918,159,2022,1,6
5389,Karaye,Gwarzo,NA,0.458333334,0.458333334,0.784,1077,219,2023,1,7
5390,Karaye,Gwarzo,NA,0.466666667,0.466666667,0.8,1296,136,2023,1,8
5391,Karaye,Gwarzo,NA,0.625000001,0.625000001,0.8,1432,218,2024,1,9
5392,Karaye,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5393,Karaye,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5394,Karaye,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5395,Karaye,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5396,Karin-Lamido,Alkaleri,NA,0.156914887,0.156914887,0.49,0,196,2020,1,1
5397,Karin-Lamido,Alkaleri,NA,0.337759294,0.337759294,0.539,196,154,2020,1,2
5398,Karin-Lamido,Alkaleri,NA,0.342639347,0.342639347,0.588,350,212,2021,1,3
5399,Karin-Lamido,Alkaleri,NA,0.515449712,0.515449712,0.637,562,154,2021,1,4
5400,Karin-Lamido,Alkaleri,NA,0.52196168,0.52196168,0.686,716,202,2022,1,5
5401,Karin-Lamido,Alkaleri,NA,0.528505031,0.528505031,0.735,918,159,2022,1,6
5402,Karin-Lamido,Alkaleri,NA,0.70768614,0.70768614,0.784,1077,219,2023,1,7
5403,Karin-Lamido,Alkaleri,NA,0.724068055,0.724068055,0.8,1296,136,2023,1,8
5404,Karin-Lamido,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
5405,Karin-Lamido,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
5406,Karin-Lamido,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
5407,Karin-Lamido,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
5408,Karin-Lamido,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
5409,Karu,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
5410,Karu,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
5411,Karu,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
5412,Karu,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
5413,Karu,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
5414,Karu,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
5415,Karu,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
5416,Karu,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
5417,Karu,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
5418,Karu,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
5419,Karu,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
5420,Karu,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5421,Karu,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5422,Katagum,Gwarzo,NA,0.116822469,0.116822469,0.49,0,196,2020,1,1
5423,Katagum,Gwarzo,NA,0.502920729,0.502920729,0.539,196,154,2020,1,2
5424,Katagum,Gwarzo,NA,0.619159086,0.619159086,0.588,350,212,2021,1,3
5425,Katagum,Gwarzo,NA,0.8,0.8,0.637,562,154,2021,1,4
5426,Katagum,Gwarzo,NA,0.8,0.8,0.686,716,202,2022,1,5
5427,Katagum,Gwarzo,NA,0.8,0.8,0.735,918,159,2022,1,6
5428,Katagum,Gwarzo,NA,0.8,0.8,0.784,1077,219,2023,1,7
5429,Katagum,Gwarzo,NA,0.8,0.8,0.8,1296,136,2023,1,8
5430,Katagum,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
5431,Katagum,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
5432,Katagum,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
5433,Katagum,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
5434,Katagum,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
5435,Katcha,Oke-Ero,NA,0.306471335,0.306471335,0.49,0,196,2020,1,1
5436,Katcha,Oke-Ero,NA,0.321794902,0.321794902,0.539,196,154,2020,1,2
5437,Katcha,Oke-Ero,NA,0.324859615,0.324859615,0.588,350,212,2021,1,3
5438,Katcha,Oke-Ero,NA,0.327924328,0.327924328,0.637,562,154,2021,1,4
5439,Katcha,Oke-Ero,NA,0.330989042,0.330989042,0.686,716,202,2022,1,5
5440,Katcha,Oke-Ero,NA,0.334053755,0.334053755,0.735,918,159,2022,1,6
5441,Katcha,Oke-Ero,NA,0.337118469,0.337118469,0.784,1077,219,2023,1,7
5442,Katcha,Oke-Ero,NA,0.343247895,0.343247895,0.8,1296,136,2023,1,8
5443,Katcha,Oke-Ero,NA,0.459707003,0.459707003,0.8,1432,218,2024,1,9
5444,Katcha,Oke-Ero,NA,0.61294267,0.61294267,0.8,1650,151,2024,1,10
5445,Katcha,Oke-Ero,NA,0.766178338,0.766178338,0.8,1801,185,2025,1,11
5446,Katcha,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
5447,Katcha,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
5448,Katsina,Rimi,NA,0.498949589,0.498949589,0.49,0,196,2020,1,1
5449,Katsina,Rimi,NA,0.523897068,0.523897068,0.539,196,154,2020,1,2
5450,Katsina,Rimi,NA,0.528886564,0.528886564,0.588,350,212,2021,1,3
5451,Katsina,Rimi,NA,0.53387606,0.53387606,0.637,562,154,2021,1,4
