,LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round
9433,Ukwa West,Nsit Ubium,NA,0.333455092,0.333455092,0.8,1296,136,2023,1,8
9434,Ukwa West,Nsit Ubium,NA,0.446591642,0.446591642,0.8,1432,218,2024,1,9
9435,Ukwa West,Nsit Ubium,NA,0.595455522,0.595455522,0.8,1650,151,2024,1,10
9436,Ukwa West,Nsit Ubium,NA,0.744319403,0.744319403,0.8,1801,185,2025,1,11
9437,Ukwa West,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9438,Ukwa West,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9439,Ukwuani,Uzo-Uwani,NA,0.420192485,0.420192485,0.49,0,196,2020,1,1
9440,Ukwuani,Uzo-Uwani,NA,0.441202109,0.441202109,0.539,196,154,2020,1,2
9441,Ukwuani,Uzo-Uwani,NA,0.445404034,0.445404034,0.588,350,212,2021,1,3
9442,Ukwuani,Uzo-Uwani,NA,0.449605959,0.449605959,0.637,562,154,2021,1,4
9443,Ukwuani,Uzo-Uwani,NA,0.453807884,0.453807884,0.686,716,202,2022,1,5
9444,Ukwuani,Uzo-Uwani,NA,0.458009809,0.458009809,0.735,918,159,2022,1,6
9445,Ukwuani,Uzo-Uwani,NA,0.462211734,0.462211734,0.784,1077,219,2023,1,7
9446,Ukwuani,Uzo-Uwani,NA,0.470615583,0.470615583,0.8,1296,136,2023,1,8
9447,Ukwuani,Uzo-Uwani,NA,0.630288728,0.630288728,0.8,1432,218,2024,1,9
9448,Ukwuani,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
9449,Ukwuani,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
9450,Ukwuani,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
9451,Ukwuani,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
9452,Umuahia North,Oru West,NA,0.64092895,0.64092895,0.49,0,196,2020,1,1
9453,Umuahia North,Oru West,NA,0.672975398,0.672975398,0.539,196,154,2020,1,2
9454,Umuahia North,Oru West,NA,0.679384687,0.679384687,0.588,350,212,2021,1,3
9455,Umuahia North,Oru West,NA,0.685793977,0.685793977,0.637,562,154,2021,1,4
9456,Umuahia North,Oru West,NA,0.692203266,0.692203266,0.686,716,202,2022,1,5
9457,Umuahia North,Oru West,NA,0.698612556,0.698612556,0.735,918,159,2022,1,6
9458,Umuahia North,Oru West,NA,0.705021845,0.705021845,0.784,1077,219,2023,1,7
9459,Umuahia North,Oru West,NA,0.717840424,0.717840424,0.8,1296,136,2023,1,8
9460,Umuahia North,Oru West,NA,0.8,0.8,0.8,1432,218,2024,1,9
9461,Umuahia North,Oru West,NA,0.8,0.8,0.8,1650,151,2024,1,10
9462,Umuahia North,Oru West,NA,0.8,0.8,0.8,1801,185,2025,1,11
9463,Umuahia North,Oru West,NA,0.8,0.8,0.8,1986,183,2025,1,12
9464,Umuahia North,Oru West,NA,0.8,0.8,0.8,0,-1,2025,1,13
9465,Umuahia South,Ngor-Okpala,NA,0.5,0.5,0.49,0,196,2020,1,1
9466,Umuahia South,Ngor-Okpala,NA,0.525,0.525,0.539,196,154,2020,1,2
9467,Umuahia South,Ngor-Okpala,NA,0.53,0.53,0.588,350,212,2021,1,3
9468,Umuahia South,Ngor-Okpala,NA,0.535,0.535,0.637,562,154,2021,1,4
9469,Umuahia South,Ngor-Okpala,NA,0.54,0.54,0.686,716,202,2022,1,5
9470,Umuahia South,Ngor-Okpala,NA,0.545,0.545,0.735,918,159,2022,1,6
9471,Umuahia South,Ngor-Okpala,NA,0.55,0.55,0.784,1077,219,2023,1,7
9472,Umuahia South,Ngor-Okpala,NA,0.56,0.56,0.8,1296,136,2023,1,8
9473,Umuahia South,Ngor-Okpala,NA,0.75,0.75,0.8,1432,218,2024,1,9
9474,Umuahia South,Ngor-Okpala,NA,0.8,0.8,0.8,1650,151,2024,1,10
9475,Umuahia South,Ngor-Okpala,NA,0.8,0.8,0.8,1801,185,2025,1,11
9476,Umuahia South,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
9477,Umuahia South,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
9478,Umu-Neochi,Ngor-Okpala,NA,0.283373403,0.283373403,0.49,0,196,2020,1,1
9479,Umu-Neochi,Ngor-Okpala,NA,0.297542073,0.297542073,0.539,196,154,2020,1,2
9480,Umu-Neochi,Ngor-Okpala,NA,0.300375807,0.300375807,0.588,350,212,2021,1,3
9481,Umu-Neochi,Ngor-Okpala,NA,0.303209541,0.303209541,0.637,562,154,2021,1,4
9482,Umu-Neochi,Ngor-Okpala,NA,0.306043275,0.306043275,0.686,716,202,2022,1,5
9483,Umu-Neochi,Ngor-Okpala,NA,0.308877009,0.308877009,0.735,918,159,2022,1,6
9484,Umu-Neochi,Ngor-Okpala,NA,0.311710743,0.311710743,0.784,1077,219,2023,1,7
9485,Umu-Neochi,Ngor-Okpala,NA,0.317378211,0.317378211,0.8,1296,136,2023,1,8
9486,Umu-Neochi,Ngor-Okpala,NA,0.425060105,0.425060105,0.8,1432,218,2024,1,9
9487,Umu-Neochi,Ngor-Okpala,NA,0.566746806,0.566746806,0.8,1650,151,2024,1,10
9488,Umu-Neochi,Ngor-Okpala,NA,0.708433508,0.708433508,0.8,1801,185,2025,1,11
9489,Umu-Neochi,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
9490,Umu-Neochi,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
9491,Ungogo,Taura,NA,0.357446766,0.357446766,0.49,0,196,2020,1,1
9492,Ungogo,Taura,NA,0.375319104,0.375319104,0.539,196,154,2020,1,2
9493,Ungogo,Taura,NA,0.378893572,0.378893572,0.588,350,212,2021,1,3
9494,Ungogo,Taura,NA,0.38246804,0.38246804,0.637,562,154,2021,1,4
9495,Ungogo,Taura,NA,0.386042507,0.386042507,0.686,716,202,2022,1,5
9496,Ungogo,Taura,NA,0.389616975,0.389616975,0.735,918,159,2022,1,6
9497,Ungogo,Taura,NA,0.393191443,0.393191443,0.784,1077,219,2023,1,7
9498,Ungogo,Taura,NA,0.400340378,0.400340378,0.8,1296,136,2023,1,8
9499,Ungogo,Taura,NA,0.536170149,0.536170149,0.8,1432,218,2024,1,9
9500,Ungogo,Taura,NA,0.714893532,0.714893532,0.8,1650,151,2024,1,10
9501,Ungogo,Taura,NA,0.8,0.8,0.8,1801,185,2025,1,11
9502,Ungogo,Taura,NA,0.8,0.8,0.8,1986,183,2025,1,12
9503,Ungogo,Taura,NA,0.8,0.8,0.8,0,-1,2025,1,13
9504,Unuimo,Ngor-Okpala,NA,0.283373403,0.283373403,0.49,0,196,2020,1,1
9505,Unuimo,Ngor-Okpala,NA,0.297542073,0.297542073,0.539,196,154,2020,1,2
9506,Unuimo,Ngor-Okpala,NA,0.300375807,0.300375807,0.588,350,212,2021,1,3
9507,Unuimo,Ngor-Okpala,NA,0.303209541,0.303209541,0.637,562,154,2021,1,4
9508,Unuimo,Ngor-Okpala,NA,0.306043275,0.306043275,0.686,716,202,2022,1,5
9509,Unuimo,Ngor-Okpala,NA,0.308877009,0.308877009,0.735,918,159,2022,1,6
9510,Unuimo,Ngor-Okpala,NA,0.311710743,0.311710743,0.784,1077,219,2023,1,7
9511,Unuimo,Ngor-Okpala,NA,0.317378211,0.317378211,0.8,1296,136,2023,1,8
9512,Unuimo,Ngor-Okpala,NA,0.425060105,0.425060105,0.8,1432,218,2024,1,9
9513,Unuimo,Ngor-Okpala,NA,0.566746806,0.566746806,0.8,1650,151,2024,1,10
9514,Unuimo,Ngor-Okpala,NA,0.708433508,0.708433508,0.8,1801,185,2025,1,11
9515,Unuimo,Ngor-Okpala,NA,0.8,0.8,0.8,1986,183,2025,1,12
9516,Unuimo,Ngor-Okpala,NA,0.8,0.8,0.8,0,-1,2025,1,13
9517,Uruan,Nsit Ubium,NA,0.689497753,0.689497753,0.49,0,196,2020,1,1
9518,Uruan,Nsit Ubium,NA,0.723972641,0.723972641,0.539,196,154,2020,1,2
9519,Uruan,Nsit Ubium,NA,0.730867618,0.730867618,0.588,350,212,2021,1,3
9520,Uruan,Nsit Ubium,NA,0.737762596,0.737762596,0.637,562,154,2021,1,4
9521,Uruan,Nsit Ubium,NA,0.744657573,0.744657573,0.686,716,202,2022,1,5
9522,Uruan,Nsit Ubium,NA,0.751552551,0.751552551,0.735,918,159,2022,1,6
9523,Uruan,Nsit Ubium,NA,0.758447528,0.758447528,0.784,1077,219,2023,1,7
9524,Uruan,Nsit Ubium,NA,0.772237483,0.772237483,0.8,1296,136,2023,1,8
9525,Uruan,Nsit Ubium,NA,0.8,0.8,0.8,1432,218,2024,1,9
9526,Uruan,Nsit Ubium,NA,0.8,0.8,0.8,1650,151,2024,1,10
9527,Uruan,Nsit Ubium,NA,0.8,0.8,0.8,1801,185,2025,1,11
9528,Uruan,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9529,Uruan,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9530,Urue-Offong-Oruko,Nsit Ubium,NA,0.4,0.4,0.49,0,196,2020,1,1
9531,Urue-Offong-Oruko,Nsit Ubium,NA,0.42,0.42,0.539,196,154,2020,1,2
9532,Urue-Offong-Oruko,Nsit Ubium,NA,0.424,0.424,0.588,350,212,2021,1,3
9533,Urue-Offong-Oruko,Nsit Ubium,NA,0.428,0.428,0.637,562,154,2021,1,4
9534,Urue-Offong-Oruko,Nsit Ubium,NA,0.432,0.432,0.686,716,202,2022,1,5
9535,Urue-Offong-Oruko,Nsit Ubium,NA,0.436,0.436,0.735,918,159,2022,1,6
9536,Urue-Offong-Oruko,Nsit Ubium,NA,0.44,0.44,0.784,1077,219,2023,1,7
9537,Urue-Offong-Oruko,Nsit Ubium,NA,0.448,0.448,0.8,1296,136,2023,1,8
9538,Urue-Offong-Oruko,Nsit Ubium,NA,0.6,0.6,0.8,1432,218,2024,1,9
9539,Urue-Offong-Oruko,Nsit Ubium,NA,0.8,0.8,0.8,1650,151,2024,1,10
9540,Urue-Offong-Oruko,Nsit Ubium,NA,0.8,0.8,0.8,1801,185,2025,1,11
9541,Urue-Offong-Oruko,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9542,Urue-Offong-Oruko,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9543,Ushongo,Oke-Ero,NA,0.246839589,0.246839589,0.49,0,196,2020,1,1
9544,Ushongo,Oke-Ero,NA,0.531322215,0.531322215,0.539,196,154,2020,1,2
9545,Ushongo,Oke-Ero,NA,0.538998927,0.538998927,0.588,350,212,2021,1,3
9546,Ushongo,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
9547,Ushongo,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
9548,Ushongo,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
9549,Ushongo,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
9550,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
9551,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
9552,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
9553,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
9554,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
9555,Ushongo,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
9556,Ussa,Oru West,NA,0.25,0.25,0.49,0,196,2020,1,1
9557,Ussa,Oru West,NA,0.538125,0.538125,0.539,196,154,2020,1,2
9558,Ussa,Oru West,NA,0.5459,0.5459,0.588,350,212,2021,1,3
9559,Ussa,Oru West,NA,0.8,0.8,0.637,562,154,2021,1,4
9560,Ussa,Oru West,NA,0.8,0.8,0.686,716,202,2022,1,5
9561,Ussa,Oru West,NA,0.8,0.8,0.735,918,159,2022,1,6
9562,Ussa,Oru West,NA,0.8,0.8,0.784,1077,219,2023,1,7
9563,Ussa,Oru West,NA,0.8,0.8,0.8,1296,136,2023,1,8
9564,Ussa,Oru West,NA,0.8,0.8,0.8,1432,218,2024,1,9
9565,Ussa,Oru West,NA,0.8,0.8,0.8,1650,151,2024,1,10
9566,Ussa,Oru West,NA,0.8,0.8,0.8,1801,185,2025,1,11
9567,Ussa,Oru West,NA,0.8,0.8,0.8,1986,183,2025,1,12
9568,Ussa,Oru West,NA,0.8,0.8,0.8,0,-1,2025,1,13
9569,Uvwie,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9570,Uvwie,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9571,Uvwie,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9572,Uvwie,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9573,Uvwie,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9574,Uvwie,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9575,Uvwie,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9576,Uvwie,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9577,Uvwie,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9578,Uvwie,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9579,Uvwie,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9580,Uvwie,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9581,Uvwie,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9582,Uyo,Nsit Ubium,NA,0.395245307,0.395245307,0.49,0,196,2020,1,1
9583,Uyo,Nsit Ubium,NA,0.415007572,0.415007572,0.539,196,154,2020,1,2
9584,Uyo,Nsit Ubium,NA,0.418960025,0.418960025,0.588,350,212,2021,1,3
9585,Uyo,Nsit Ubium,NA,0.422912478,0.422912478,0.637,562,154,2021,1,4
9586,Uyo,Nsit Ubium,NA,0.426864932,0.426864932,0.686,716,202,2022,1,5
9587,Uyo,Nsit Ubium,NA,0.430817385,0.430817385,0.735,918,159,2022,1,6
9588,Uyo,Nsit Ubium,NA,0.434769838,0.434769838,0.784,1077,219,2023,1,7
9589,Uyo,Nsit Ubium,NA,0.442674744,0.442674744,0.8,1296,136,2023,1,8
9590,Uyo,Nsit Ubium,NA,0.592867961,0.592867961,0.8,1432,218,2024,1,9
9591,Uyo,Nsit Ubium,NA,0.790490614,0.790490614,0.8,1650,151,2024,1,10
9592,Uyo,Nsit Ubium,NA,0.8,0.8,0.8,1801,185,2025,1,11
9593,Uyo,Nsit Ubium,NA,0.8,0.8,0.8,1986,183,2025,1,12
9594,Uyo,Nsit Ubium,NA,0.8,0.8,0.8,0,-1,2025,1,13
9595,Uzo-Uwani,Uzo-Uwani,NA,0.216210522,0.216210522,0.49,0,196,2020,1,1
9596,Uzo-Uwani,Uzo-Uwani,NA,0.465393149,0.465393149,0.539,196,154,2020,1,2
9597,Uzo-Uwani,Uzo-Uwani,NA,0.472117296,0.472117296,0.588,350,212,2021,1,3
9598,Uzo-Uwani,Uzo-Uwani,NA,0.710229944,0.710229944,0.637,562,154,2021,1,4
9599,Uzo-Uwani,Uzo-Uwani,NA,0.71920268,0.71920268,0.686,716,202,2022,1,5
9600,Uzo-Uwani,Uzo-Uwani,NA,0.728218659,0.728218659,0.735,918,159,2022,1,6
9601,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.784,1077,219,2023,1,7
9602,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,1296,136,2023,1,8
9603,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,1432,218,2024,1,9
9604,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,1650,151,2024,1,10
9605,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,1801,185,2025,1,11
9606,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,1986,183,2025,1,12
9607,Uzo-Uwani,Uzo-Uwani,NA,0.8,0.8,0.8,0,-1,2025,1,13
9608,Vandeikya,Oke-Ero,NA,0.126702176,0.126702176,0.49,0,196,2020,1,1
9609,Vandeikya,Oke-Ero,NA,0.545452868,0.545452868,0.539,196,154,2020,1,2
9610,Vandeikya,Oke-Ero,NA,0.671521533,0.671521533,0.588,350,212,2021,1,3
9611,Vandeikya,Oke-Ero,NA,0.8,0.8,0.637,562,154,2021,1,4
9612,Vandeikya,Oke-Ero,NA,0.8,0.8,0.686,716,202,2022,1,5
9613,Vandeikya,Oke-Ero,NA,0.8,0.8,0.735,918,159,2022,1,6
9614,Vandeikya,Oke-Ero,NA,0.8,0.8,0.784,1077,219,2023,1,7
9615,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,1296,136,2023,1,8
9616,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,1432,218,2024,1,9
9617,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,1650,151,2024,1,10
9618,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,1801,185,2025,1,11
9619,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,1986,183,2025,1,12
9620,Vandeikya,Oke-Ero,NA,0.8,0.8,0.8,0,-1,2025,1,13
9621,Wamako,Gawabawa,NA,0.106631444,0.106631444,0.49,0,196,2020,1,1
9622,Wamako,Gawabawa,NA,0.459048366,0.459048366,0.539,196,154,2020,1,2
9623,Wamako,Gawabawa,NA,0.565146653,0.565146653,0.588,350,212,2021,1,3
9624,Wamako,Gawabawa,NA,0.8,0.8,0.637,562,154,2021,1,4
9625,Wamako,Gawabawa,NA,0.8,0.8,0.686,716,202,2022,1,5
9626,Wamako,Gawabawa,NA,0.8,0.8,0.735,918,159,2022,1,6
9627,Wamako,Gawabawa,NA,0.8,0.8,0.784,1077,219,2023,1,7
9628,Wamako,Gawabawa,NA,0.8,0.8,0.8,1296,136,2023,1,8
9629,Wamako,Gawabawa,NA,0.8,0.8,0.8,1432,218,2024,1,9
9630,Wamako,Gawabawa,NA,0.8,0.8,0.8,1650,151,2024,1,10
9631,Wamako,Gawabawa,NA,0.8,0.8,0.8,1801,185,2025,1,11
9632,Wamako,Gawabawa,NA,0.8,0.8,0.8,1986,183,2025,1,12
9633,Wamako,Gawabawa,NA,0.8,0.8,0.8,0,-1,2025,1,13
9634,Wamba,Alkaleri,NA,0.234127553,0.234127553,0.49,0,196,2020,1,1
9635,Wamba,Alkaleri,NA,0.503959558,0.503959558,0.539,196,154,2020,1,2
9636,Wamba,Alkaleri,NA,0.511240925,0.511240925,0.588,350,212,2021,1,3
9637,Wamba,Alkaleri,NA,0.769085599,0.769085599,0.637,562,154,2021,1,4
9638,Wamba,Alkaleri,NA,0.778801892,0.778801892,0.686,716,202,2022,1,5
9639,Wamba,Alkaleri,NA,0.788565011,0.788565011,0.735,918,159,2022,1,6
9640,Wamba,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
9641,Wamba,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
9642,Wamba,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
9643,Wamba,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
9644,Wamba,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
9645,Wamba,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
9646,Wamba,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
9647,Warawa,Gwarzo,NA,0.052631579,0.052631579,0.49,0,196,2020,1,1
9648,Warawa,Gwarzo,NA,0.105263158,0.105263158,0.539,196,154,2020,1,2
9649,Warawa,Gwarzo,NA,0.57463158,0.57463158,0.588,350,212,2021,1,3
9650,Warawa,Gwarzo,NA,0.8,0.8,0.637,562,154,2021,1,4
9651,Warawa,Gwarzo,NA,0.8,0.8,0.686,716,202,2022,1,5
9652,Warawa,Gwarzo,NA,0.8,0.8,0.735,918,159,2022,1,6
9653,Warawa,Gwarzo,NA,0.8,0.8,0.784,1077,219,2023,1,7
9654,Warawa,Gwarzo,NA,0.8,0.8,0.8,1296,136,2023,1,8
9655,Warawa,Gwarzo,NA,0.8,0.8,0.8,1432,218,2024,1,9
9656,Warawa,Gwarzo,NA,0.8,0.8,0.8,1650,151,2024,1,10
9657,Warawa,Gwarzo,NA,0.8,0.8,0.8,1801,185,2025,1,11
9658,Warawa,Gwarzo,NA,0.8,0.8,0.8,1986,183,2025,1,12
9659,Warawa,Gwarzo,NA,0.8,0.8,0.8,0,-1,2025,1,13
9660,Warji,Takali,NA,0.153846154,0.153846154,0.49,0,196,2020,1,1
9661,Warji,Takali,NA,0.323076923,0.323076923,0.539,196,154,2020,1,2
9662,Warji,Takali,NA,0.8,0.8,0.588,350,212,2021,1,3
9663,Warji,Takali,NA,0.8,0.8,0.637,562,154,2021,1,4
9664,Warji,Takali,NA,0.8,0.8,0.686,716,202,2022,1,5
9665,Warji,Takali,NA,0.8,0.8,0.735,918,159,2022,1,6
9666,Warji,Takali,NA,0.8,0.8,0.784,1077,219,2023,1,7
9667,Warji,Takali,NA,0.8,0.8,0.8,1296,136,2023,1,8
9668,Warji,Takali,NA,0.8,0.8,0.8,1432,218,2024,1,9
9669,Warji,Takali,NA,0.8,0.8,0.8,1650,151,2024,1,10
9670,Warji,Takali,NA,0.8,0.8,0.8,1801,185,2025,1,11
9671,Warji,Takali,NA,0.8,0.8,0.8,1986,183,2025,1,12
9672,Warji,Takali,NA,0.8,0.8,0.8,0,-1,2025,1,13
9673,Warri North,Owan East,NA,0.278942779,0.278942779,0.49,0,196,2020,1,1
9674,Warri North,Owan East,NA,0.292889918,0.292889918,0.539,196,154,2020,1,2
9675,Warri North,Owan East,NA,0.295679346,0.295679346,0.588,350,212,2021,1,3
9676,Warri North,Owan East,NA,0.298468774,0.298468774,0.637,562,154,2021,1,4
9677,Warri North,Owan East,NA,0.301258201,0.301258201,0.686,716,202,2022,1,5
9678,Warri North,Owan East,NA,0.304047629,0.304047629,0.735,918,159,2022,1,6
9679,Warri North,Owan East,NA,0.306837057,0.306837057,0.784,1077,219,2023,1,7
9680,Warri North,Owan East,NA,0.312415912,0.312415912,0.8,1296,136,2023,1,8
9681,Warri North,Owan East,NA,0.418414169,0.418414169,0.8,1432,218,2024,1,9
9682,Warri North,Owan East,NA,0.557885558,0.557885558,0.8,1650,151,2024,1,10
9683,Warri North,Owan East,NA,0.697356948,0.697356948,0.8,1801,185,2025,1,11
9684,Warri North,Owan East,NA,0.8,0.8,0.8,1986,183,2025,1,12
9685,Warri North,Owan East,NA,0.8,0.8,0.8,0,-1,2025,1,13
9686,Warri South,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9687,Warri South,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9688,Warri South,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9689,Warri South,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9690,Warri South,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9691,Warri South,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9692,Warri South,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9693,Warri South,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9694,Warri South,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9695,Warri South,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9696,Warri South,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9697,Warri South,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9698,Warri South,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9699,Warri South West,Isoko South,NA,0.12159624,0.12159624,0.49,0,196,2020,1,1
9700,Warri South West,Isoko South,NA,0.523471813,0.523471813,0.539,196,154,2020,1,2
9701,Warri South West,Isoko South,NA,0.644460072,0.644460072,0.588,350,212,2021,1,3
9702,Warri South West,Isoko South,NA,0.8,0.8,0.637,562,154,2021,1,4
9703,Warri South West,Isoko South,NA,0.8,0.8,0.686,716,202,2022,1,5
9704,Warri South West,Isoko South,NA,0.8,0.8,0.735,918,159,2022,1,6
9705,Warri South West,Isoko South,NA,0.8,0.8,0.784,1077,219,2023,1,7
9706,Warri South West,Isoko South,NA,0.8,0.8,0.8,1296,136,2023,1,8
9707,Warri South West,Isoko South,NA,0.8,0.8,0.8,1432,218,2024,1,9
9708,Warri South West,Isoko South,NA,0.8,0.8,0.8,1650,151,2024,1,10
9709,Warri South West,Isoko South,NA,0.8,0.8,0.8,1801,185,2025,1,11
9710,Warri South West,Isoko South,NA,0.8,0.8,0.8,1986,183,2025,1,12
9711,Warri South West,Isoko South,NA,0.8,0.8,0.8,0,-1,2025,1,13
9712,Wasagu-Danko,Alkaleri,NA,0.428571429,0.428571429,0.49,0,196,2020,1,1
9713,Wasagu-Danko,Alkaleri,NA,0.45,0.45,0.539,196,154,2020,1,2
9714,Wasagu-Danko,Alkaleri,NA,0.454285715,0.454285715,0.588,350,212,2021,1,3
9715,Wasagu-Danko,Alkaleri,NA,0.458571429,0.458571429,0.637,562,154,2021,1,4
9716,Wasagu-Danko,Alkaleri,NA,0.462857143,0.462857143,0.686,716,202,2022,1,5
9717,Wasagu-Danko,Alkaleri,NA,0.467142858,0.467142858,0.735,918,159,2022,1,6
9718,Wasagu-Danko,Alkaleri,NA,0.471428572,0.471428572,0.784,1077,219,2023,1,7
9719,Wasagu-Danko,Alkaleri,NA,0.48,0.48,0.8,1296,136,2023,1,8
9720,Wasagu-Danko,Alkaleri,NA,0.642857144,0.642857144,0.8,1432,218,2024,1,9
9721,Wasagu-Danko,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
9722,Wasagu-Danko,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
9723,Wasagu-Danko,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
9724,Wasagu-Danko,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
9725,Wase,Alkaleri,NA,0.046511611,0.046511611,0.49,0,196,2020,1,1
9726,Wase,Alkaleri,NA,0.093023222,0.093023222,0.539,196,154,2020,1,2
9727,Wase,Alkaleri,NA,0.507813769,0.507813769,0.588,350,212,2021,1,3
9728,Wase,Alkaleri,NA,0.746511357,0.746511357,0.637,562,154,2021,1,4
9729,Wase,Alkaleri,NA,0.8,0.8,0.686,716,202,2022,1,5
9730,Wase,Alkaleri,NA,0.8,0.8,0.735,918,159,2022,1,6
9731,Wase,Alkaleri,NA,0.8,0.8,0.784,1077,219,2023,1,7
9732,Wase,Alkaleri,NA,0.8,0.8,0.8,1296,136,2023,1,8
9733,Wase,Alkaleri,NA,0.8,0.8,0.8,1432,218,2024,1,9
9734,Wase,Alkaleri,NA,0.8,0.8,0.8,1650,151,2024,1,10
9735,Wase,Alkaleri,NA,0.8,0.8,0.8,1801,185,2025,1,11
9736,Wase,Alkaleri,NA,0.8,0.8,0.8,1986,183,2025,1,12
9737,Wase,Alkaleri,NA,0.8,0.8,0.8,0,-1,2025,1,13
9738,Wudil,Gwarzo,NA,0.123493704,0.123493704,0.49,0,196,2020,1,1
9739,Wudil,Gwarzo,NA,0.531640396,0.531640396,0.539,196,154,2020,1,2
9740,Wudil,Gwarzo,NA,0.654516631,0.654516631,0.588,350,212,2021,1,3
9741,Wudil,Gwarzo,NA,0.8,0.8,0.637,562,154,2021,1,4
