State,LGA,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Sokoto,Gawabawa,Gawabawa,august,2022,4,-1,1,0.6,5,1040
Sokoto,Goronyo,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Goronyo,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Goronyo,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Goronyo,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Gudu,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Gudu,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Gudu,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Gudu,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Illela,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Illela,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Illela,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Illela,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Isa,Rimi,march,2022,1,-1,1,0.969736842,5,915
Sokoto,Isa,Rimi,march,2022,2,-1,1,0.994736842,5,943
Sokoto,Isa,Rimi,march,2022,3,-1,1,0.992105263,5,971
Sokoto,Isa,Rimi,march,2022,4,-1,1,0.6,5,999
Sokoto,Kebbe,Birnin Kebbi,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Kebbe,Birnin Kebbi,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Kebbe,Birnin Kebbi,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Kebbe,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Sokoto,Kware,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Kware,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Kware,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Kware,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Rabah,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Rabah,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Rabah,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Rabah,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Sabon Birni,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Sabon Birni,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Sabon Birni,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Sabon Birni,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Shagari,Birnin Kebbi,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Shagari,Birnin Kebbi,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Shagari,Birnin Kebbi,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Shagari,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Sokoto,Silame,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Silame,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Silame,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Silame,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Sokoto North,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Sokoto North,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Sokoto North,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Sokoto North,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Sokoto South,Birnin Kebbi,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Sokoto South,Birnin Kebbi,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Sokoto South,Birnin Kebbi,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Sokoto South,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Sokoto,Tambuwal,Birnin Kebbi,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Tambuwal,Birnin Kebbi,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Tambuwal,Birnin Kebbi,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Tambuwal,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Sokoto,Tangaza,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Tangaza,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Tangaza,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Tangaza,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Tureta,Birnin Kebbi,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Tureta,Birnin Kebbi,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Tureta,Birnin Kebbi,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Tureta,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Sokoto,Wamako,Gawabawa,august,2022,1,-1,1,0.6,5,950
Sokoto,Wamako,Gawabawa,august,2022,2,-1,1,0.6,5,980
Sokoto,Wamako,Gawabawa,august,2022,3,-1,1,0.6,5,1010
Sokoto,Wamako,Gawabawa,august,2022,4,-1,1,0.6,5,1040
Sokoto,Wurno,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Wurno,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Wurno,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Wurno,Gawabawa,august,2022,4,-1,1,0.6,5,999
Sokoto,Yabo,Gawabawa,august,2022,1,-1,1,0.969736842,5,915
Sokoto,Yabo,Gawabawa,august,2022,2,-1,1,0.994736842,5,943
Sokoto,Yabo,Gawabawa,august,2022,3,-1,1,0.992105263,5,971
Sokoto,Yabo,Gawabawa,august,2022,4,-1,1,0.6,5,999
Taraba,Ardo-Kola,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Ardo-Kola,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Ardo-Kola,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Ardo-Kola,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Bali,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Bali,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Bali,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Bali,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Donga,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Donga,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Donga,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Donga,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Gashaka,Oru West,june,2022,1,-1,1,0.6,5,887
Taraba,Gashaka,Oru West,june,2022,2,-1,1,0.6,5,917
Taraba,Gashaka,Oru West,june,2022,3,-1,1,0.6,5,947
Taraba,Gashaka,Oru West,june,2022,4,-1,1,0.6,5,977
Taraba,Gassol,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Gassol,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Gassol,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Gassol,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Ibi,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Ibi,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Ibi,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Ibi,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Jalingo,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Jalingo,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Jalingo,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Jalingo,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Karin-Lamido,Alkaleri,july,2022,1,-1,1,0.6,5,915
Taraba,Karin-Lamido,Alkaleri,july,2022,2,-1,1,0.6,5,945
Taraba,Karin-Lamido,Alkaleri,july,2022,3,-1,1,0.6,5,975
Taraba,Karin-Lamido,Alkaleri,july,2022,4,-1,1,0.6,5,1005
Taraba,Lau,Alkaleri,july,2022,1,-1,1,0.6,5,915
Taraba,Lau,Alkaleri,july,2022,2,-1,1,0.6,5,945
Taraba,Lau,Alkaleri,july,2022,3,-1,1,0.6,5,975
Taraba,Lau,Alkaleri,july,2022,4,-1,1,0.6,5,1005
Taraba,Wukari,Keana,august,2022,1,-1,1,0.6,5,950
Taraba,Wukari,Keana,august,2022,2,-1,1,0.6,5,980
Taraba,Wukari,Keana,august,2022,3,-1,1,0.6,5,1010
Taraba,Wukari,Keana,august,2022,4,-1,1,0.6,5,1040
Taraba,Yorro,Alkaleri,july,2022,1,-1,1,0.6,5,915
Taraba,Yorro,Alkaleri,july,2022,2,-1,1,0.6,5,945
Taraba,Yorro,Alkaleri,july,2022,3,-1,1,0.6,5,975
Taraba,Yorro,Alkaleri,july,2022,4,-1,1,0.6,5,1005
Taraba,Zing,Alkaleri,july,2022,1,-1,1,0.6,5,915
Taraba,Zing,Alkaleri,july,2022,2,-1,1,0.6,5,945
Taraba,Zing,Alkaleri,july,2022,3,-1,1,0.6,5,975
Taraba,Zing,Alkaleri,july,2022,4,-1,1,0.6,5,1005
Yobe,Bade,Taura,july,2022,1,-1,1,0.98019802,5,950
Yobe,Bade,Taura,july,2022,2,-1,1,0.961810467,5,978
Yobe,Bade,Taura,july,2022,3,-1,1,0.974540311,5,1006
Yobe,Bade,Taura,july,2022,4,-1,1,0.6,5,1034
Yobe,Bursari,Taura,july,2022,1,-1,1,0.6,5,915
Yobe,Bursari,Taura,july,2022,2,-1,1,0.6,5,945
Yobe,Bursari,Taura,july,2022,3,-1,1,0.6,5,975
Yobe,Bursari,Taura,july,2022,4,-1,1,0.6,5,1005
Yobe,Damaturu,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Damaturu,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Damaturu,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Damaturu,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Fika,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Fika,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Fika,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Fika,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Fune,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Fune,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Fune,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Fune,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Geidam,Babura,may,2022,1,-1,1,0.6,5,852
Yobe,Geidam,Babura,may,2022,2,-1,1,0.6,5,882
Yobe,Geidam,Babura,may,2022,3,-1,1,0.6,5,912
Yobe,Geidam,Babura,may,2022,4,-1,1,0.6,5,942
Yobe,Gujba,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Gujba,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Gujba,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Gujba,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Gulani,Alkaleri,july,2022,1,-1,1,0.6,5,915
Yobe,Gulani,Alkaleri,july,2022,2,-1,1,0.6,5,945
Yobe,Gulani,Alkaleri,july,2022,3,-1,1,0.6,5,975
Yobe,Gulani,Alkaleri,july,2022,4,-1,1,0.6,5,1005
Yobe,Jakusko,Taura,july,2022,1,-1,1,0.6,5,915
Yobe,Jakusko,Taura,july,2022,2,-1,1,0.6,5,945
Yobe,Jakusko,Taura,july,2022,3,-1,1,0.6,5,975
Yobe,Jakusko,Taura,july,2022,4,-1,1,0.6,5,1005
Yobe,Karasuwa,Taura,july,2022,1,-1,1,0.98019802,5,950
Yobe,Karasuwa,Taura,july,2022,2,-1,1,0.961810467,5,978
Yobe,Karasuwa,Taura,july,2022,3,-1,1,0.974540311,5,1006
Yobe,Karasuwa,Taura,july,2022,4,-1,1,0.6,5,1034
Yobe,Machina,Taura,july,2022,1,-1,1,0.98019802,5,950
Yobe,Machina,Taura,july,2022,2,-1,1,0.961810467,5,978
Yobe,Machina,Taura,july,2022,3,-1,1,0.974540311,5,1006
Yobe,Machina,Taura,july,2022,4,-1,1,0.6,5,1034
Yobe,Nangere,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Nangere,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Nangere,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Nangere,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Nguru,Taura,july,2022,1,-1,1,0.98019802,5,950
Yobe,Nguru,Taura,july,2022,2,-1,1,0.961810467,5,978
Yobe,Nguru,Taura,july,2022,3,-1,1,0.974540311,5,1006
Yobe,Nguru,Taura,july,2022,4,-1,1,0.6,5,1034
Yobe,Potiskum,Darazo,july,2022,1,-1,1,0.6,5,915
Yobe,Potiskum,Darazo,july,2022,2,-1,1,0.6,5,945
Yobe,Potiskum,Darazo,july,2022,3,-1,1,0.6,5,975
Yobe,Potiskum,Darazo,july,2022,4,-1,1,0.6,5,1005
Yobe,Tarmua,Rimi,march,2022,1,-1,1,0.6,5,796
Yobe,Tarmua,Rimi,march,2022,2,-1,1,0.6,5,826
Yobe,Tarmua,Rimi,march,2022,3,-1,1,0.6,5,856
Yobe,Tarmua,Rimi,march,2022,4,-1,1,0.6,5,886
Yobe,Yunusari,Babura,may,2022,1,-1,1,0.6,5,852
Yobe,Yunusari,Babura,may,2022,2,-1,1,0.6,5,882
Yobe,Yunusari,Babura,may,2022,3,-1,1,0.6,5,912
Yobe,Yunusari,Babura,may,2022,4,-1,1,0.6,5,942
Yobe,Yusufari,Taura,july,2022,1,-1,1,0.6,5,915
Yobe,Yusufari,Taura,july,2022,2,-1,1,0.6,5,945
Yobe,Yusufari,Taura,july,2022,3,-1,1,0.6,5,975
Yobe,Yusufari,Taura,july,2022,4,-1,1,0.6,5,1005
Zamfara,Anka,Darazo,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Anka,Darazo,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Anka,Darazo,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Anka,Darazo,july,2022,4,-1,1,0.6,5,999
Zamfara,Bakura,Darazo,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Bakura,Darazo,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Bakura,Darazo,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Bakura,Darazo,july,2022,4,-1,1,0.6,5,999
Zamfara,Birnin Magaji,Rimi,march,2022,1,-1,1,0.854974705,5,915
Zamfara,Birnin Magaji,Rimi,march,2022,2,-1,1,0.927487352,5,943
Zamfara,Birnin Magaji,Rimi,march,2022,3,-1,1,0.937605396,5,971
Zamfara,Birnin Magaji,Rimi,march,2022,4,-1,1,0.6,5,999
Zamfara,Bukkuyum,Alkaleri,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Bukkuyum,Alkaleri,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Bukkuyum,Alkaleri,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Bukkuyum,Alkaleri,july,2022,4,-1,1,0.6,5,999
Zamfara,Bungudu,Takali,september,2022,1,-1,1,0.854974705,5,915
Zamfara,Bungudu,Takali,september,2022,2,-1,1,0.927487352,5,943
Zamfara,Bungudu,Takali,september,2022,3,-1,1,0.937605396,5,971
Zamfara,Bungudu,Takali,september,2022,4,-1,1,0.6,5,999
Zamfara,Gummi,Birnin Kebbi,august,2022,1,-1,1,0.854974705,5,915
Zamfara,Gummi,Birnin Kebbi,august,2022,2,-1,1,0.927487352,5,943
Zamfara,Gummi,Birnin Kebbi,august,2022,3,-1,1,0.937605396,5,971
Zamfara,Gummi,Birnin Kebbi,august,2022,4,-1,1,0.6,5,999
Zamfara,Gusau,Darazo,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Gusau,Darazo,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Gusau,Darazo,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Gusau,Darazo,july,2022,4,-1,1,0.6,5,999
Zamfara,Kaura-Namoda,Rimi,march,2022,1,-1,1,0.6,5,796
Zamfara,Kaura-Namoda,Rimi,march,2022,2,-1,1,0.6,5,826
Zamfara,Kaura-Namoda,Rimi,march,2022,3,-1,1,0.6,5,856
Zamfara,Kaura-Namoda,Rimi,march,2022,4,-1,1,0.6,5,886
Zamfara,Maradun,Darazo,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Maradun,Darazo,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Maradun,Darazo,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Maradun,Darazo,july,2022,4,-1,1,0.6,5,999
Zamfara,Maru,Giwa,august,2022,1,-1,1,0.854974705,5,915
Zamfara,Maru,Giwa,august,2022,2,-1,1,0.927487352,5,943
Zamfara,Maru,Giwa,august,2022,3,-1,1,0.937605396,5,971
Zamfara,Maru,Giwa,august,2022,4,-1,1,0.6,5,999
Zamfara,Shinkafi,Rimi,march,2022,1,-1,1,0.854974705,5,915
Zamfara,Shinkafi,Rimi,march,2022,2,-1,1,0.927487352,5,943
Zamfara,Shinkafi,Rimi,march,2022,3,-1,1,0.937605396,5,971
Zamfara,Shinkafi,Rimi,march,2022,4,-1,1,0.6,5,999
Zamfara,Talata Mafara,Darazo,july,2022,1,-1,1,0.854974705,5,915
Zamfara,Talata Mafara,Darazo,july,2022,2,-1,1,0.927487352,5,943
Zamfara,Talata Mafara,Darazo,july,2022,3,-1,1,0.937605396,5,971
Zamfara,Talata Mafara,Darazo,july,2022,4,-1,1,0.6,5,999
Zamfara,Tsafe,Takali,september,2022,1,-1,1,0.854974705,5,915
Zamfara,Tsafe,Takali,september,2022,2,-1,1,0.927487352,5,943
Zamfara,Tsafe,Takali,september,2022,3,-1,1,0.937605396,5,971
Zamfara,Tsafe,Takali,september,2022,4,-1,1,0.6,5,999
Zamfara,Zurmi,Rimi,march,2022,1,-1,1,0.854974705,5,915
Zamfara,Zurmi,Rimi,march,2022,2,-1,1,0.927487352,5,943
Zamfara,Zurmi,Rimi,march,2022,3,-1,1,0.937605396,5,971
Zamfara,Zurmi,Rimi,march,2022,4,-1,1,0.6,5,999
Adamawa,Demsa,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Demsa,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Demsa,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Demsa,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Fufore,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Fufore,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Fufore,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Fufore,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Ganaye,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Ganaye,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Ganaye,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Ganaye,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Gireri,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Gireri,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Gireri,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Gireri,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Gombi,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Gombi,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Gombi,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Gombi,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Guyuk,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Guyuk,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Guyuk,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Guyuk,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Hong,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Hong,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Hong,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Hong,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Jada,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Jada,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Jada,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Jada,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Lamurde,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Lamurde,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Lamurde,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Lamurde,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Madagali,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Madagali,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Madagali,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Madagali,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Maiha,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Maiha,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Maiha,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Maiha,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Mayo-Belwa,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Mayo-Belwa,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Mayo-Belwa,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Mayo-Belwa,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Michika,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Michika,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Michika,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Michika,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Mubi North,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Mubi North,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Mubi North,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Mubi North,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Mubi South,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Mubi South,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Mubi South,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Mubi South,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Numan,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Numan,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Numan,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Numan,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Shelleng,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Shelleng,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Shelleng,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Shelleng,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Song,Darazo,july,2023,1,-1,1,0.6,5,1286
Adamawa,Song,Darazo,july,2023,2,-1,1,0.6,5,1316
Adamawa,Song,Darazo,july,2023,3,-1,1,0.6,5,1346
Adamawa,Song,Darazo,july,2023,4,-1,1,0.6,5,1376
Adamawa,Toungo,Keana,august,2023,1,-1,1,0.6,5,1314
Adamawa,Toungo,Keana,august,2023,2,-1,1,0.6,5,1344
Adamawa,Toungo,Keana,august,2023,3,-1,1,0.6,5,1374
Adamawa,Toungo,Keana,august,2023,4,-1,1,0.6,5,1404
Adamawa,Yola North,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Yola North,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Yola North,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Yola North,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Adamawa,Yola South,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Adamawa,Yola South,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Adamawa,Yola South,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Adamawa,Yola South,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Bauchi,Alkaleri,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Bauchi,Alkaleri,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Bauchi,Alkaleri,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Bauchi,Alkaleri,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Bauchi,Bauchi,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Bauchi,Bauchi,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Bauchi,Bauchi,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Bauchi,Bauchi,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Bauchi,Bogoro,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Bauchi,Bogoro,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Bauchi,Bogoro,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Bauchi,Bogoro,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Bauchi,Damban,Darazo,july,2023,1,-1,1,0.6,5,1286
Bauchi,Damban,Darazo,july,2023,2,-1,1,0.6,5,1316
Bauchi,Damban,Darazo,july,2023,3,-1,1,0.6,5,1346
Bauchi,Damban,Darazo,july,2023,4,-1,1,0.6,5,1376
Bauchi,Darazo,Darazo,july,2023,1,-1,1,0.6,5,1286
Bauchi,Darazo,Darazo,july,2023,2,-1,1,0.6,5,1316
Bauchi,Darazo,Darazo,july,2023,3,-1,1,0.6,5,1346
Bauchi,Darazo,Darazo,july,2023,4,-1,1,0.6,5,1376
Bauchi,Dass,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Bauchi,Dass,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Bauchi,Dass,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Bauchi,Dass,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Bauchi,Gamawa,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Bauchi,Gamawa,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Bauchi,Gamawa,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Bauchi,Gamawa,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Bauchi,Ganjuwa,Darazo,july,2023,1,-1,1,0.6,5,1286
Bauchi,Ganjuwa,Darazo,july,2023,2,-1,1,0.6,5,1316
Bauchi,Ganjuwa,Darazo,july,2023,3,-1,1,0.6,5,1346
Bauchi,Ganjuwa,Darazo,july,2023,4,-1,1,0.6,5,1376
Bauchi,Giade,Darazo,july,2023,1,-1,1,0.6,5,1286
Bauchi,Giade,Darazo,july,2023,2,-1,1,0.6,5,1316
Bauchi,Giade,Darazo,july,2023,3,-1,1,0.6,5,1346
Bauchi,Giade,Darazo,july,2023,4,-1,1,0.6,5,1376
Bauchi,Itas-Gadau,Taura,july,2023,1,-1,1,0.6,5,1286
