LGA,Rep_DS,State,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override
Rabah,Gawabawa,NA,0.4,0.4,0.588,0,-1,2018,-1
Rafi,Oke-Ero,NA,0.595709149,0.595709149,0.588,0,-1,2018,-1
Rano,Gwarzo,NA,0.266666666,0.266666666,0.588,0,-1,2018,-1
Remo North,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Rijau,Alkaleri,NA,1,1,0.588,0,-1,2018,-1
Rimi,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Rimin Gado,Gwarzo,NA,0.206607056,0.206607056,0.588,0,-1,2018,-1
Ringim,Taura,NA,0.4,0.4,0.588,0,-1,2018,-1
Riyom,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Rogo,Gwarzo,NA,0.4,0.4,0.588,0,-1,2018,-1
Roni,Babura,NA,0.419132831,0.419132831,0.588,0,-1,2018,-1
Sabon Birni,Gawabawa,NA,0.148640449,0.148640449,0.588,0,-1,2018,-1
Sabon-Gari,Soba,NA,0.06562088,0.06562088,0.588,0,-1,2018,-1
Sabuwa,Giwa,NA,0.6,0.6,0.588,0,-1,2018,-1
Safana,Babura,NA,0.533333333,0.533333333,0.588,0,-1,2018,-1
Sagbama,Ahoada West,NA,0.502480781,0.502480781,0.588,0,-1,2018,-1
Sakaba,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Saki East,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Saki West,Akinyele,NA,0.185911482,0.185911482,0.588,0,-1,2018,-1
Sandamu,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Sanga,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Sapele,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Sardauna,Oru West,NA,0.247876946,0.247876946,0.588,0,-1,2018,-1
Shagamu,Uzo-Uwani,NA,0.544846867,0.544846867,0.588,0,-1,2018,-1
Shagari,Birnin Kebbi,NA,0.18,0.18,0.588,0,-1,2018,-1
Shanga,Birnin Kebbi,NA,1,1,0.588,0,-1,2018,-1
Shani,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Shanono,Gwarzo,NA,0.206607056,0.206607056,0.588,0,-1,2018,-1
Shelleng,Darazo,NA,0.408225536,0.408225536,0.588,0,-1,2018,-1
Shendam,Keana,NA,0.165779408,0.165779408,0.588,0,-1,2018,-1
Shinkafi,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Shira,Takali,NA,0.247665847,0.247665847,0.588,0,-1,2018,-1
Shiroro,Oke-Ero,NA,0.511686019,0.511686019,0.588,0,-1,2018,-1
Shomgom,Alkaleri,NA,0.169685752,0.169685752,0.588,0,-1,2018,-1
Shomolu,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Silame,Gawabawa,NA,0.1,0.1,0.588,0,-1,2018,-1
Soba,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Sokoto North,Gawabawa,NA,0.2,0.2,0.588,0,-1,2018,-1
Sokoto South,Birnin Kebbi,NA,0.506706816,0.506706816,0.588,0,-1,2018,-1
Song,Darazo,NA,0.366857143,0.366857143,0.588,0,-1,2018,-1
Southern Ijaw,Ahoada West,NA,0.295753745,0.295753745,0.588,0,-1,2018,-1
Suleja,Babura,NA,0.442105264,0.442105264,0.588,0,-1,2018,-1
Sule-Tankarkar,Giwa,NA,0.388621428,0.388621428,0.588,0,-1,2018,-1
Sumaila,Takali,NA,0.75,0.75,0.588,0,-1,2018,-1
Suru,Birnin Kebbi,NA,0.64,0.64,0.588,0,-1,2018,-1
Surulere1,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Surulere2,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Tafa,Oke-Ero,NA,0.6,0.6,0.588,0,-1,2018,-1
Tafawa-Balewa,Alkaleri,NA,0.277448396,0.277448396,0.588,0,-1,2018,-1
Tai,Nsit Ubium,NA,0.093559339,0.093559339,0.588,0,-1,2018,-1
Takali,Takali,NA,0.321885248,0.321885248,0.588,0,-1,2018,-1
Takum,Keana,NA,0.181643386,0.181643386,0.588,0,-1,2018,-1
Talata Mafara,Darazo,NA,0.137245291,0.137245291,0.588,0,-1,2018,-1
Tambuwal,Birnin Kebbi,NA,0.083153734,0.083153734,0.588,0,-1,2018,-1
Tangaza,Gawabawa,NA,0.127957733,0.127957733,0.588,0,-1,2018,-1
Tarauni,Alkaleri,NA,0.973228363,0.973228363,0.588,0,-1,2018,-1
Tarka,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Tarmua,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Taura,Taura,NA,0.494117647,0.494117647,0.588,0,-1,2018,-1
Tofa,Taura,NA,0.276923077,0.276923077,0.588,0,-1,2018,-1
Toro,Giwa,NA,0.24554137,0.24554137,0.588,0,-1,2018,-1
Toto,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Toungo,Keana,NA,0.085714285,0.085714285,0.588,0,-1,2018,-1
Tsafe,Takali,NA,0.040981187,0.040981187,0.588,0,-1,2018,-1
Tsanyawa,Gwarzo,NA,0.206607056,0.206607056,0.588,0,-1,2018,-1
Tudun Wada,Gwarzo,NA,0.105488321,0.105488321,0.588,0,-1,2018,-1
Tureta,Birnin Kebbi,NA,0.127089654,0.127089654,0.588,0,-1,2018,-1
Udenu,Uzo-Uwani,NA,0.829988068,0.829988068,0.588,0,-1,2018,-1
Udi,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Udu,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Udung Uko,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Ughelli North,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Ughelli South,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Ugwunagbo,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Uhunmwonde,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Ukanafun,Nsit Ubium,NA,0.48,0.48,0.588,0,-1,2018,-1
Ukum,Keana,NA,0.212624656,0.212624656,0.588,0,-1,2018,-1
Ukwa East,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Ukwa West,Nsit Ubium,NA,0.357273313,0.357273313,0.588,0,-1,2018,-1
Ukwuani,Uzo-Uwani,NA,0.504230982,0.504230982,0.588,0,-1,2018,-1
Umuahia North,Oru West,NA,0.76911474,0.76911474,0.588,0,-1,2018,-1
Umuahia South,Ngor-Okpala,NA,0.6,0.6,0.588,0,-1,2018,-1
Umu-Neochi,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Ungogo,Taura,NA,0.428936119,0.428936119,0.588,0,-1,2018,-1
Unuimo,Ngor-Okpala,NA,0.340048084,0.340048084,0.588,0,-1,2018,-1
Uruan,Nsit Ubium,NA,0.827397304,0.827397304,0.588,0,-1,2018,-1
Urue-Offong-Oruko,Nsit Ubium,NA,0.48,0.48,0.588,0,-1,2018,-1
Ushongo,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Ussa,Oru West,NA,0.3,0.3,0.588,0,-1,2018,-1
Uvwie,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Uyo,Nsit Ubium,NA,0.474294368,0.474294368,0.588,0,-1,2018,-1
Uzo-Uwani,Uzo-Uwani,NA,0.259452626,0.259452626,0.588,0,-1,2018,-1
Vandeikya,Oke-Ero,NA,0.152042611,0.152042611,0.588,0,-1,2018,-1
Wamako,Gawabawa,NA,0.127957733,0.127957733,0.588,0,-1,2018,-1
Wamba,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Warawa,Gwarzo,NA,0.063157895,0.063157895,0.588,0,-1,2018,-1
Warji,Takali,NA,0.184615385,0.184615385,0.588,0,-1,2018,-1
Warri North,Owan East,NA,0.334731335,0.334731335,0.588,0,-1,2018,-1
Warri South,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Warri South West,Isoko South,NA,0.145915488,0.145915488,0.588,0,-1,2018,-1
Wasagu-Danko,Alkaleri,NA,0.514285715,0.514285715,0.588,0,-1,2018,-1
Wase,Alkaleri,NA,0.055813933,0.055813933,0.588,0,-1,2018,-1
Wudil,Gwarzo,NA,0.148192445,0.148192445,0.588,0,-1,2018,-1
Wukari,Keana,NA,0.277651556,0.277651556,0.588,0,-1,2018,-1
Wurno,Gawabawa,NA,0.070844068,0.070844068,0.588,0,-1,2018,-1
Wushishi,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Yabo,Gawabawa,NA,0.211764706,0.211764706,0.588,0,-1,2018,-1
Yagba East,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Yagba West,Oke-Ero,NA,0.296207507,0.296207507,0.588,0,-1,2018,-1
Yakurr,Obubra,NA,0.45483864,0.45483864,0.588,0,-1,2018,-1
Yala,Oke-Ero,NA,0.352112677,0.352112677,0.588,0,-1,2018,-1
Yamaltu-Deba,Alkaleri,NA,0.194164403,0.194164403,0.588,0,-1,2018,-1
Yankwashi,Babura,NA,0.571689839,0.571689839,0.588,0,-1,2018,-1
Yauri,Birnin Kebbi,NA,0.799716618,0.799716618,0.588,0,-1,2018,-1
Yenegoa,Isoko South,NA,0.656371691,0.656371691,0.588,0,-1,2018,-1
Yola North,Alkaleri,NA,0.178527602,0.178527602,0.588,0,-1,2018,-1
Yola South,Alkaleri,NA,0.3,0.3,0.588,0,-1,2018,-1
Yorro,Alkaleri,NA,0.129100423,0.129100423,0.588,0,-1,2018,-1
Yunusari,Babura,NA,0.419132831,0.419132831,0.588,0,-1,2018,-1
Yusufari,Taura,NA,0.209913649,0.209913649,0.588,0,-1,2018,-1
Zaki,Taura,NA,0.350476201,0.350476201,0.588,0,-1,2018,-1
Zango,Babura,NA,0.423529411,0.423529411,0.588,0,-1,2018,-1
Zango-Kataf,Soba,NA,0.024593628,0.024593628,0.588,0,-1,2018,-1
Zaria,Soba,NA,0.06421701,0.06421701,0.588,0,-1,2018,-1
Zing,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
Zurmi,Rimi,NA,0.251994686,0.251994686,0.588,0,-1,2018,-1
Zuru,Alkaleri,NA,0.280953064,0.280953064,0.588,0,-1,2018,-1
