adm1,LGA,smc_plan1,repDS,peak,year,round,duration,coverage_high_access,coverage_low_access,max_age,simday
Kaduna,Kubau,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Kubau,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Kubau,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Kudan,SMC in PAAR,Giwa,august,2023,1,-1,1,0.6,5,1314
Kaduna,Kudan,SMC in PAAR,Giwa,august,2023,2,-1,1,0.6,5,1344
Kaduna,Kudan,SMC in PAAR,Giwa,august,2023,3,-1,1,0.6,5,1374
Kaduna,Kudan,SMC in PAAR,Giwa,august,2023,4,-1,1,0.6,5,1404
Kaduna,Lere,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Lere,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Lere,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Lere,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Markafi,SMC in PAAR,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kaduna,Markafi,SMC in PAAR,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kaduna,Markafi,SMC in PAAR,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kaduna,Markafi,SMC in PAAR,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kaduna,Sabon-Gari,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Sabon-Gari,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Sabon-Gari,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Sabon-Gari,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Sanga,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Sanga,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Sanga,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Sanga,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Soba,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Soba,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Soba,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Soba,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Zango-Kataf,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Zango-Kataf,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Zango-Kataf,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Zango-Kataf,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kaduna,Zaria,SMC in PAAR,Soba,july,2023,1,-1,1,0.6,5,1286
Kaduna,Zaria,SMC in PAAR,Soba,july,2023,2,-1,1,0.6,5,1316
Kaduna,Zaria,SMC in PAAR,Soba,july,2023,3,-1,1,0.6,5,1346
Kaduna,Zaria,SMC in PAAR,Soba,july,2023,4,-1,1,0.6,5,1376
Kano,Ajingi,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Ajingi,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Ajingi,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Ajingi,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Albasu,SMC,Takali,september,2023,1,-1,1,0.6,5,1342
Kano,Albasu,SMC,Takali,september,2023,2,-1,1,0.6,5,1372
Kano,Albasu,SMC,Takali,september,2023,3,-1,1,0.6,5,1402
Kano,Albasu,SMC,Takali,september,2023,4,-1,1,0.6,5,1432
Kano,Bagwai,SMC,Babura,may,2023,1,-1,1,0.6,5,1223
Kano,Bagwai,SMC,Babura,may,2023,2,-1,1,0.6,5,1253
Kano,Bagwai,SMC,Babura,may,2023,3,-1,1,0.6,5,1283
Kano,Bagwai,SMC,Babura,may,2023,4,-1,1,0.6,5,1313
Kano,Bebeji,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Bebeji,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Bebeji,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Bebeji,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Bichi,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Bichi,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Bichi,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Bichi,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Bunkure,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Bunkure,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Bunkure,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Bunkure,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Dala,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Dala,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Dala,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Dala,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Dambatta,SMC,Babura,may,2023,1,-1,1,0.6,5,1223
Kano,Dambatta,SMC,Babura,may,2023,2,-1,1,0.6,5,1253
Kano,Dambatta,SMC,Babura,may,2023,3,-1,1,0.6,5,1283
Kano,Dambatta,SMC,Babura,may,2023,4,-1,1,0.6,5,1313
Kano,Dawakin Kudu,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Dawakin Kudu,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Dawakin Kudu,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Dawakin Kudu,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Dawakin Tofa,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Dawakin Tofa,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Dawakin Tofa,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Dawakin Tofa,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Doguwa,SMC,Giwa,august,2023,1,-1,1,0.6,5,1314
Kano,Doguwa,SMC,Giwa,august,2023,2,-1,1,0.6,5,1344
Kano,Doguwa,SMC,Giwa,august,2023,3,-1,1,0.6,5,1374
Kano,Doguwa,SMC,Giwa,august,2023,4,-1,1,0.6,5,1404
Kano,Fagge,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Fagge,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Fagge,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Fagge,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Gabasawa,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Gabasawa,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Gabasawa,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Gabasawa,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Garko,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Garko,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Garko,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Garko,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Garum Mallam,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Garum Mallam,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Garum Mallam,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Garum Mallam,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Gaya,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Gaya,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Gaya,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Gaya,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Gezawa,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Gezawa,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Gezawa,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Gezawa,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Gwale,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Gwale,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Gwale,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Gwale,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Gwarzo,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Gwarzo,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Gwarzo,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Gwarzo,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Kabo,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Kabo,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Kabo,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Kabo,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Kano Municipal,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Kano Municipal,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Kano Municipal,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Kano Municipal,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Karaye,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Karaye,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Karaye,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Karaye,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Kibiya,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Kibiya,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Kibiya,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Kibiya,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Kiru,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Kiru,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Kiru,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Kiru,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Kumbotso,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Kumbotso,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Kumbotso,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Kumbotso,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Kunchi,SMC,Babura,may,2023,1,-1,1,0.6,5,1223
Kano,Kunchi,SMC,Babura,may,2023,2,-1,1,0.6,5,1253
Kano,Kunchi,SMC,Babura,may,2023,3,-1,1,0.6,5,1283
Kano,Kunchi,SMC,Babura,may,2023,4,-1,1,0.6,5,1313
Kano,Kura,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Kura,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Kura,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Kura,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Madobi,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Madobi,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Madobi,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Madobi,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Makoda,SMC,Babura,may,2023,1,-1,1,0.6,5,1223
Kano,Makoda,SMC,Babura,may,2023,2,-1,1,0.6,5,1253
Kano,Makoda,SMC,Babura,may,2023,3,-1,1,0.6,5,1283
Kano,Makoda,SMC,Babura,may,2023,4,-1,1,0.6,5,1313
Kano,Minjibir,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Minjibir,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Minjibir,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Minjibir,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Nasarawa1,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Nasarawa1,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Nasarawa1,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Nasarawa1,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Rano,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Rano,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Rano,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Rano,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Rimin Gado,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Rimin Gado,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Rimin Gado,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Rimin Gado,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Rogo,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Rogo,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Rogo,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Rogo,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Shanono,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Shanono,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Shanono,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Shanono,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Sumaila,SMC,Takali,september,2023,1,-1,1,0.6,5,1342
Kano,Sumaila,SMC,Takali,september,2023,2,-1,1,0.6,5,1372
Kano,Sumaila,SMC,Takali,september,2023,3,-1,1,0.6,5,1402
Kano,Sumaila,SMC,Takali,september,2023,4,-1,1,0.6,5,1432
Kano,Takali,SMC,Takali,september,2023,1,-1,1,0.6,5,1342
Kano,Takali,SMC,Takali,september,2023,2,-1,1,0.6,5,1372
Kano,Takali,SMC,Takali,september,2023,3,-1,1,0.6,5,1402
Kano,Takali,SMC,Takali,september,2023,4,-1,1,0.6,5,1432
Kano,Tarauni,SMC,Alkaleri,july,2023,1,-1,1,0.6,5,1286
Kano,Tarauni,SMC,Alkaleri,july,2023,2,-1,1,0.6,5,1316
Kano,Tarauni,SMC,Alkaleri,july,2023,3,-1,1,0.6,5,1346
Kano,Tarauni,SMC,Alkaleri,july,2023,4,-1,1,0.6,5,1376
Kano,Tofa,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Tofa,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Tofa,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Tofa,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Tsanyawa,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Tsanyawa,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Tsanyawa,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Tsanyawa,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Tudun Wada,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Tudun Wada,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Tudun Wada,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Tudun Wada,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Ungogo,SMC,Taura,july,2023,1,-1,1,0.6,5,1286
Kano,Ungogo,SMC,Taura,july,2023,2,-1,1,0.6,5,1316
Kano,Ungogo,SMC,Taura,july,2023,3,-1,1,0.6,5,1346
Kano,Ungogo,SMC,Taura,july,2023,4,-1,1,0.6,5,1376
Kano,Warawa,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Warawa,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Warawa,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Warawa,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Kano,Wudil,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Kano,Wudil,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Kano,Wudil,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Kano,Wudil,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Bakori,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Katsina,Bakori,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Katsina,Bakori,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Katsina,Bakori,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Batagarawa,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Batagarawa,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Batagarawa,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Batagarawa,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Batsari,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Batsari,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Batsari,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Batsari,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Baure,SMC,Babura,may,2023,1,-1,1,0.975975976,5,1286
Katsina,Baure,SMC,Babura,may,2023,2,-1,1,0.977477477,5,1314
Katsina,Baure,SMC,Babura,may,2023,3,-1,1,0.951951952,5,1342
Katsina,Baure,SMC,Babura,may,2023,4,-1,1,0.6,5,1370
Katsina,Bindawa,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Bindawa,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Bindawa,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Bindawa,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Charanchi,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Charanchi,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Charanchi,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Charanchi,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Dan Musa,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Dan Musa,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Dan Musa,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Dan Musa,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Dandume,SMC,Giwa,august,2023,1,-1,1,0.6,5,1314
Katsina,Dandume,SMC,Giwa,august,2023,2,-1,1,0.6,5,1344
Katsina,Dandume,SMC,Giwa,august,2023,3,-1,1,0.6,5,1374
Katsina,Dandume,SMC,Giwa,august,2023,4,-1,1,0.6,5,1404
Katsina,Danja,SMC,Giwa,august,2023,1,-1,1,0.6,5,1314
Katsina,Danja,SMC,Giwa,august,2023,2,-1,1,0.6,5,1344
Katsina,Danja,SMC,Giwa,august,2023,3,-1,1,0.6,5,1374
Katsina,Danja,SMC,Giwa,august,2023,4,-1,1,0.6,5,1404
Katsina,Daura,SMC,Babura,may,2023,1,-1,1,0.975975976,5,1286
Katsina,Daura,SMC,Babura,may,2023,2,-1,1,0.977477477,5,1314
Katsina,Daura,SMC,Babura,may,2023,3,-1,1,0.951951952,5,1342
Katsina,Daura,SMC,Babura,may,2023,4,-1,1,0.6,5,1370
Katsina,Dutsi,SMC,Rimi,march,2023,1,-1,1,0.975975976,5,1286
Katsina,Dutsi,SMC,Rimi,march,2023,2,-1,1,0.977477477,5,1314
Katsina,Dutsi,SMC,Rimi,march,2023,3,-1,1,0.951951952,5,1342
Katsina,Dutsi,SMC,Rimi,march,2023,4,-1,1,0.6,5,1370
Katsina,Dutsin-Ma,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Dutsin-Ma,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Dutsin-Ma,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Dutsin-Ma,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Faskari,SMC,Giwa,august,2023,1,-1,1,0.6,5,1314
Katsina,Faskari,SMC,Giwa,august,2023,2,-1,1,0.6,5,1344
Katsina,Faskari,SMC,Giwa,august,2023,3,-1,1,0.6,5,1374
Katsina,Faskari,SMC,Giwa,august,2023,4,-1,1,0.6,5,1404
Katsina,Funtua,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Katsina,Funtua,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Katsina,Funtua,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Katsina,Funtua,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Ingawa,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Ingawa,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Ingawa,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Ingawa,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Jibia,SMC,Rimi,march,2023,1,-1,1,0.975975976,5,1286
Katsina,Jibia,SMC,Rimi,march,2023,2,-1,1,0.977477477,5,1314
Katsina,Jibia,SMC,Rimi,march,2023,3,-1,1,0.951951952,5,1342
Katsina,Jibia,SMC,Rimi,march,2023,4,-1,1,0.6,5,1370
Katsina,Kafur,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Katsina,Kafur,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Katsina,Kafur,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Katsina,Kafur,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Kankara,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Kankara,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Kankara,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Kankara,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Kankia,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Kankia,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Kankia,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Kankia,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Katsina,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Katsina,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Katsina,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Katsina,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Kurfi,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Kurfi,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Kurfi,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Kurfi,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Kusada,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Kusada,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Kusada,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Kusada,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Mai'Adua,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Mai'Adua,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Mai'Adua,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Mai'Adua,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Malumfashi,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Katsina,Malumfashi,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Katsina,Malumfashi,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Katsina,Malumfashi,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Mani,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Mani,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Mani,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Mani,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Mashi,SMC,Rimi,march,2023,1,-1,1,0.975975976,5,1286
Katsina,Mashi,SMC,Rimi,march,2023,2,-1,1,0.977477477,5,1314
Katsina,Mashi,SMC,Rimi,march,2023,3,-1,1,0.951951952,5,1342
Katsina,Mashi,SMC,Rimi,march,2023,4,-1,1,0.6,5,1370
Katsina,Matazuu,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Matazuu,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Matazuu,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Matazuu,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Musawa,SMC,Gwarzo,august,2023,1,-1,1,0.6,5,1314
Katsina,Musawa,SMC,Gwarzo,august,2023,2,-1,1,0.6,5,1344
Katsina,Musawa,SMC,Gwarzo,august,2023,3,-1,1,0.6,5,1374
Katsina,Musawa,SMC,Gwarzo,august,2023,4,-1,1,0.6,5,1404
Katsina,Rimi,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
Katsina,Rimi,SMC,Rimi,march,2023,2,-1,1,0.6,5,1190
Katsina,Rimi,SMC,Rimi,march,2023,3,-1,1,0.6,5,1220
Katsina,Rimi,SMC,Rimi,march,2023,4,-1,1,0.6,5,1250
Katsina,Sabuwa,SMC,Giwa,august,2023,1,-1,1,0.6,5,1314
Katsina,Sabuwa,SMC,Giwa,august,2023,2,-1,1,0.6,5,1344
Katsina,Sabuwa,SMC,Giwa,august,2023,3,-1,1,0.6,5,1374
Katsina,Sabuwa,SMC,Giwa,august,2023,4,-1,1,0.6,5,1404
Katsina,Safana,SMC,Babura,may,2023,1,-1,1,0.6,5,1223
Katsina,Safana,SMC,Babura,may,2023,2,-1,1,0.6,5,1253
Katsina,Safana,SMC,Babura,may,2023,3,-1,1,0.6,5,1283
Katsina,Safana,SMC,Babura,may,2023,4,-1,1,0.6,5,1313
Katsina,Sandamu,SMC,Rimi,march,2023,1,-1,1,0.6,5,1160
