"","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"806",806,"Kurfi","Rimi",2024,"Kurfi",0.8,0.651668909,0.57840593,0.753618083,2,"march","PBO",0.682045441,0.750752634,0.861013305,1530
"807",807,"Kusada","Rimi",2021,"Kusada",0.8,0.628571428,0.491071428,0.790140845,1,"march","PBO",0.768769267,0.75157471,0.910157594,435
"808",808,"Kusada","Rimi",2024,"Kusada",0.8,0.628571428,0.491071428,0.790140845,2,"march","PBO",0.768769267,0.75157471,0.910157594,1530
"809",809,"Malumfashi","Gwarzo",2021,"Malumfashi",0.628571428,0.55,0.3953125,0.597826087,1,"august","PBO",0.793678153,0.751746863,0.920609989,588
"810",810,"Malumfashi","Gwarzo",2024,"Malumfashi",0.628571428,0.55,0.3953125,0.597826087,2,"august","PBO",0.793678153,0.751746863,0.920609989,1683
"811",811,"Mani","Rimi",2021,"Mani",0.700491838,0.635627601,0.572216468,0.608185382,1,"march","PBO",0.663582347,0.750517535,0.847322981,435
"812",812,"Mani","Rimi",2024,"Mani",0.700491838,0.635627601,0.572216468,0.608185382,2,"march","PBO",0.663582347,0.750517535,0.847322981,1530
"813",813,"Matazuu","Rimi",2021,"Matazuu",0.961538462,0.923076923,0.941176471,0.984615385,1,"march","PBO",0.801649222,0.751797373,0.923679212,435
"814",814,"Matazuu","Rimi",2024,"Matazuu",0.961538462,0.923076923,0.941176471,0.984615385,2,"march","PBO",0.801649222,0.751797373,0.923679212,1530
"815",815,"Birnin Kebbi","Birnin Kebbi",2021,"Birnin Kebbi",0.874349018,0.785919289,0.594656583,0.8,1,"august","PBO",0.745947987,0.751395499,0.899312266,588
"816",816,"Birnin Kebbi","Birnin Kebbi",2024,"Birnin Kebbi",0.874349018,0.785919289,0.594656583,0.8,2,"august","PBO",0.745947987,0.751395499,0.899312266,1683
"817",817,"Musawa","Gwarzo",2021,"Musawa",0.8,0.648366545,0.569622341,0.754031823,1,"august","PBO",0.831548285,0.751969493,0.93412969,588
"818",818,"Musawa","Gwarzo",2024,"Musawa",0.8,0.648366545,0.569622341,0.754031823,2,"august","PBO",0.831548285,0.751969493,0.93412969,1683
"819",819,"Rimi","Rimi",2021,"Rimi",0.8,0.651668909,0.57840593,0.753618083,1,"march","PBO",0.681368316,0.750744464,0.860534422,435
"820",820,"Rimi","Rimi",2024,"Rimi",0.8,0.651668909,0.57840593,0.753618083,2,"march","PBO",0.681368316,0.750744464,0.860534422,1530
"821",821,"Sabuwa","Giwa",2021,"Sabuwa",0.4,0.396,0.293333334,0.623333334,1,"august","PBO",0.595830662,0.749380719,0.784000715,588
"822",822,"Sabuwa","Giwa",2024,"Sabuwa",0.4,0.396,0.293333334,0.623333334,2,"august","PBO",0.595830662,0.749380719,0.784000715,1683
"823",823,"Safana","Babura",2021,"Safana",0.952380952,0.852941176,0.882352941,0.942028986,1,"may","PBO",0.597825124,0.749421794,0.786202556,496
"824",824,"Safana","Babura",2024,"Safana",0.952380952,0.852941176,0.882352941,0.942028986,2,"may","PBO",0.597825124,0.749421794,0.786202556,1591
"825",825,"Sandamu","Rimi",2021,"Sandamu",0.8,0.651668909,0.57840593,0.753618083,1,"march","PBO",0.756649451,0.751482305,0.904559365,435
"826",826,"Sandamu","Rimi",2024,"Sandamu",0.8,0.651668909,0.57840593,0.753618083,2,"march","PBO",0.756649451,0.751482305,0.904559365,1530
"827",827,"Aleiro","Birnin Kebbi",2021,"Aleiro",0.8,0.676464054,0.588476261,0.8,1,"august","PBO",0.705366928,0.75101499,0.876504706,588
"828",828,"Aleiro","Birnin Kebbi",2024,"Aleiro",0.8,0.676464054,0.588476261,0.8,2,"august","PBO",0.705366928,0.75101499,0.876504706,1683
"829",829,"Argungu","Birnin Kebbi",2021,"Argungu",0.880353787,0.8,0.715626567,0.878877198,1,"august","PBO",0.749755556,0.751426969,0.901212994,588
"830",830,"Argungu","Birnin Kebbi",2024,"Argungu",0.880353787,0.8,0.715626567,0.878877198,2,"august","PBO",0.749755556,0.751426969,0.901212994,1683
"831",831,"Augie","Birnin Kebbi",2021,"Augie",0.977777778,0.779166666,0.85,0.909090909,1,"august","PBO",0.747566745,0.751408959,0.900124986,588
"832",832,"Augie","Birnin Kebbi",2024,"Augie",0.977777778,0.779166666,0.85,0.909090909,2,"august","PBO",0.747566745,0.751408959,0.900124986,1683
"833",833,"Bunza","Birnin Kebbi",2021,"Bunza",0.8,0.676464054,0.588476261,0.8,1,"august","PBO",0.672182056,0.750630297,0.853865687,588
"834",834,"Bunza","Birnin Kebbi",2024,"Bunza",0.8,0.676464054,0.588476261,0.8,2,"august","PBO",0.672182056,0.750630297,0.853865687,1683
"835",835,"Fakai","Birnin Kebbi",2021,"Fakai",0.925,0.807692308,0.782692308,0.8,1,"august","PBO",0.590008654,0.749257634,0.777441649,588
"836",836,"Fakai","Birnin Kebbi",2024,"Fakai",0.925,0.807692308,0.782692308,0.8,2,"august","PBO",0.590008654,0.749257634,0.777441649,1683
"837",837,"Gwandu","Birnin Kebbi",2021,"Gwandu",0.8,0.8,0.8,0.865671642,1,"august","PBO",0.783737788,0.751680862,0.916600395,588
"838",838,"Gwandu","Birnin Kebbi",2024,"Gwandu",0.8,0.8,0.8,0.865671642,2,"august","PBO",0.783737788,0.751680862,0.916600395,1683
"839",839,"Jega","Birnin Kebbi",2021,"Jega",0.934417004,0.8,0.591151677,0.915591009,1,"august","PBO",0.700200915,0.750959923,0.873235608,588
"840",840,"Jega","Birnin Kebbi",2024,"Jega",0.934417004,0.8,0.591151677,0.915591009,2,"august","PBO",0.700200915,0.750959923,0.873235608,1683
"841",841,"Kalgo","Birnin Kebbi",2021,"Kalgo",0.927737471,0.8,0.7930886,0.876524196,1,"august","PBO",0.681068976,0.750740842,0.860322174,588
"842",842,"Kalgo","Birnin Kebbi",2024,"Kalgo",0.927737471,0.8,0.7930886,0.876524196,2,"august","PBO",0.681068976,0.750740842,0.860322174,1683
"843",843,"Iseyin","Akinyele",2020,"Iseyin",0.683489798,0.484838044,0.224597074,0.615261024,1,"may","PBO",0.381804807,0.738315731,0.65,131
"844",844,"Iseyin","Akinyele",2023,"Iseyin",0.683489798,0.484838044,0.224597074,0.615261024,2,"may","PBO",0.381804807,0.738315731,0.65,1226
"845",845,"Maiyama","Birnin Kebbi",2021,"Maiyama",0.875,0.785714285,0.502857143,0.8,1,"august","PBO",0.635960953,0.750112248,0.824186416,588
"846",846,"Maiyama","Birnin Kebbi",2024,"Maiyama",0.875,0.785714285,0.502857143,0.8,2,"august","PBO",0.635960953,0.750112248,0.824186416,1683
"847",847,"Ngaski","Owan East",2021,"Ngaski",0.967346939,0.876599634,0.749775785,0.859334625,1,"march","PBO",0.50355318,0.746693078,0.653290987,435
"848",848,"Ngaski","Owan East",2024,"Ngaski",0.967346939,0.876599634,0.749775785,0.859334625,2,"march","PBO",0.50355318,0.746693078,0.653290987,1530
"849",849,"Sakaba","Alkaleri",2021,"Sakaba",0.532988189,0.41991247,0.372428961,0.547274324,1,"july","PBO",0.671709859,0.750624257,0.853514086,551
"850",850,"Sakaba","Alkaleri",2024,"Sakaba",0.532988189,0.41991247,0.372428961,0.547274324,2,"july","PBO",0.671709859,0.750624257,0.853514086,1646
"851",851,"Shanga","Birnin Kebbi",2021,"Shanga",0.973684211,0.814814815,0.767441861,0.785714285,1,"august","PBO",0.602629245,0.749518527,0.791413555,588
"852",852,"Shanga","Birnin Kebbi",2024,"Shanga",0.973684211,0.814814815,0.767441861,0.785714285,2,"august","PBO",0.602629245,0.749518527,0.791413555,1683
"853",853,"Suru","Birnin Kebbi",2021,"Suru",0.93877551,0.806451613,0.580555556,0.819444444,1,"august","PBO",0.607478923,0.749613109,0.796543618,588
"854",854,"Suru","Birnin Kebbi",2024,"Suru",0.93877551,0.806451613,0.580555556,0.819444444,2,"august","PBO",0.607478923,0.749613109,0.796543618,1683
"855",855,"Wasagu/Danko","Alkaleri",2021,"Wasagu-Danko",0.95,0.947368421,0.733333334,0.90625,1,"july","PBO",0.603250653,0.749530816,0.792078141,551
"856",856,"Wasagu/Danko","Alkaleri",2024,"Wasagu-Danko",0.95,0.947368421,0.733333334,0.90625,2,"july","PBO",0.603250653,0.749530816,0.792078141,1646
"857",857,"Yauri","Birnin Kebbi",2021,"Yauri",0.98183935,0.929500384,0.739347895,0.89052381,1,"august","PBO",0.619243928,0.749830456,0.808463035,588
"858",858,"Yauri","Birnin Kebbi",2024,"Yauri",0.98183935,0.929500384,0.739347895,0.89052381,2,"august","PBO",0.619243928,0.749830456,0.808463035,1683
"859",859,"Zuru","Alkaleri",2021,"Zuru",0.532988189,0.913043478,0.774074074,0.895833333,1,"july","PBO",0.60621808,0.749588809,0.795222309,551
"860",860,"Zuru","Alkaleri",2024,"Zuru",0.532988189,0.913043478,0.774074074,0.895833333,2,"july","PBO",0.60621808,0.749588809,0.795222309,1646
"861",861,"Adavi","Owan East",2020,"Adavi",0.830655145,0.655113755,0.571654104,0.652140809,1,"march","PBO",0.308698703,0.726323559,0.65,70
"862",862,"Adavi","Owan East",2023,"Adavi",0.830655145,0.655113755,0.571654104,0.652140809,2,"march","PBO",0.308698703,0.726323559,0.65,1165
"863",863,"Ajaokuta","Owan East",2020,"Ajaokuta",0.44,0.458333334,0.448148148,0.454347826,1,"march","PBO",0.321205627,0.729055954,0.65,70
"864",864,"Ajaokuta","Owan East",2023,"Ajaokuta",0.44,0.458333334,0.448148148,0.454347826,2,"march","PBO",0.321205627,0.729055954,0.65,1165
"865",865,"Ankpa","Owan East",2020,"Ankpa",0.450269288,0.290212749,0.422448969,0.360322184,1,"march","PBO",0.382494781,0.738392834,0.65,70
"866",866,"Ankpa","Owan East",2023,"Ankpa",0.450269288,0.290212749,0.422448969,0.360322184,2,"march","PBO",0.382494781,0.738392834,0.65,1165
"867",867,"Bassa1","Keana",2020,"Bassa1",0.9,0.8,0.8,0.846153846,1,"august","PBO",0.406315085,0.74077469,0.65,223
"868",868,"Bassa1","Keana",2023,"Bassa1",0.9,0.8,0.8,0.846153846,2,"august","PBO",0.406315085,0.74077469,0.65,1318
"869",869,"Dekina","Owan East",2020,"Dekina",0.244632982,0.245908764,0.20487235,0.362488517,1,"march","PBO",0.371777405,0.737136714,0.65,70
"870",870,"Dekina","Owan East",2023,"Dekina",0.244632982,0.245908764,0.20487235,0.362488517,2,"march","PBO",0.371777405,0.737136714,0.65,1165
"871",871,"Edu","Oke-Ero",2020,"Edu",0.303411059,0.244589773,0.261894455,0.402510027,1,"july","PBO",0.339359862,0.732438241,0.65,186
"872",872,"Edu","Oke-Ero",2023,"Edu",0.303411059,0.244589773,0.261894455,0.402510027,2,"july","PBO",0.339359862,0.732438241,0.65,1281
"873",873,"Ibaji","Uzo-Uwani",2020,"Ibaji",0.578891081,0.560660035,0.465500683,0.669448237,1,"june","PBO",0.335530068,0.731776216,0.65,162
"874",874,"Ibaji","Uzo-Uwani",2023,"Ibaji",0.578891081,0.560660035,0.465500683,0.669448237,2,"june","PBO",0.335530068,0.731776216,0.65,1257
"875",875,"Idah","Uzo-Uwani",2020,"Idah",0.30413522,0.246516892,0.17605553,0.207726405,1,"june","PBO",0.382023573,0.738340231,0.65,162
"876",876,"Idah","Uzo-Uwani",2023,"Idah",0.30413522,0.246516892,0.17605553,0.207726405,2,"june","PBO",0.382023573,0.738340231,0.65,1257
"877",877,"Igalamela-Odolu","Uzo-Uwani",2020,"Igalamela-Odolu",0.845747123,0.8,0.763156054,0.792113695,1,"june","PBO",0.344682632,0.733316763,0.65,162
"878",878,"Igalamela-Odolu","Uzo-Uwani",2023,"Igalamela-Odolu",0.845747123,0.8,0.763156054,0.792113695,2,"june","PBO",0.344682632,0.733316763,0.65,1257
"879",879,"Ijumu","Oke-Ero",2020,"Ijumu",0.605,0.733333334,0.641666666,0.594,1,"july","PBO",0.312708323,0.727239315,0.65,186
"880",880,"Ijumu","Oke-Ero",2023,"Ijumu",0.605,0.733333334,0.641666666,0.594,2,"july","PBO",0.312708323,0.727239315,0.65,1281
"881",881,"Kabba/Bunu","Oke-Ero",2020,"Kabba-Bunu",0.589139907,0.39781524,0.477522546,0.55,1,"july","PBO",0.319779497,0.728762304,0.65,186
"882",882,"Kabba/Bunu","Oke-Ero",2023,"Kabba-Bunu",0.589139907,0.39781524,0.477522546,0.55,2,"july","PBO",0.319779497,0.728762304,0.65,1281
"883",883,"Kogi","Keana",2020,"Kogi",0.4,0.11,0.183333334,0.332075471,1,"august","PBO",0.368216183,0.736690199,0.65,223
"884",884,"Kogi","Keana",2023,"Kogi",0.4,0.11,0.183333334,0.332075471,2,"august","PBO",0.368216183,0.736690199,0.65,1318
"885",885,"Lokoja","Keana",2020,"Lokoja",0.665873083,0.595974414,0.463815427,0.650393954,1,"august","PBO",0.314676325,0.727674684,0.65,223
"886",886,"Lokoja","Keana",2023,"Lokoja",0.665873083,0.595974414,0.463815427,0.650393954,2,"august","PBO",0.314676325,0.727674684,0.65,1318
"887",887,"Mopa-Muro","Oke-Ero",2020,"Mopa-Muro",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.291856976,0.722013254,0.65,186
"888",888,"Mopa-Muro","Oke-Ero",2023,"Mopa-Muro",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.291856976,0.722013254,0.65,1281
"889",889,"Ofu","Owan East",2020,"Ofu",0.594092863,0.455920996,0.448024279,0.62528181,1,"march","PBO",0.33495597,0.731674733,0.65,70
"890",890,"Ofu","Owan East",2023,"Ofu",0.594092863,0.455920996,0.448024279,0.62528181,2,"march","PBO",0.33495597,0.731674733,0.65,1165
"891",891,"Okehi","Owan East",2020,"Okehi",0.8,0.628571428,0.366666666,0.564102564,1,"march","PBO",0.293031638,0.722340278,0.65,70
"892",892,"Okehi","Owan East",2023,"Okehi",0.8,0.628571428,0.366666666,0.564102564,2,"march","PBO",0.293031638,0.722340278,0.65,1165
"893",893,"Okene","Owan East",2020,"Okene",0.568217607,0.492999438,0.33732208,0.540204069,1,"march","PBO",0.275677686,0.717045537,0.65,70
"894",894,"Okene","Owan East",2023,"Okene",0.568217607,0.492999438,0.33732208,0.540204069,2,"march","PBO",0.275677686,0.717045537,0.65,1165
"895",895,"Olamabolo","Owan East",2020,"Olamabolo",0.396456577,0.692757122,0.317367095,0.346852812,1,"march","PBO",0.317039805,0.728185686,0.65,70
"896",896,"Olamabolo","Owan East",2023,"Olamabolo",0.396456577,0.692757122,0.317367095,0.346852812,2,"march","PBO",0.317039805,0.728185686,0.65,1165
"897",897,"Omala","Keana",2020,"Omala",0.134828541,0.035588681,0.20099324,0.227580221,1,"august","PBO",0.455368605,0.74434768,0.65,223
"898",898,"Omala","Keana",2023,"Omala",0.134828541,0.035588681,0.20099324,0.227580221,2,"august","PBO",0.455368605,0.74434768,0.65,1318
"899",899,"Yagba East","Oke-Ero",2020,"Yagba East",0.582352942,0.66,0.4125,0.589285715,1,"july","PBO",0.291276571,0.721850099,0.65,186
"900",900,"Yagba East","Oke-Ero",2023,"Yagba East",0.582352942,0.66,0.4125,0.589285715,2,"july","PBO",0.291276571,0.721850099,0.65,1281
"901",901,"Ifelodun1","Oke-Ero",2020,"Ifelodun1",0.404725428,0.3375917,0.272484704,0.506782393,1,"july","PBO",0.357982328,0.735318302,0.65,186
"902",902,"Ifelodun1","Oke-Ero",2023,"Ifelodun1",0.404725428,0.3375917,0.272484704,0.506782393,2,"july","PBO",0.357982328,0.735318302,0.65,1281
"903",903,"Ilorin East","Oke-Ero",2020,"Ilorin East",0.318935447,0.324879127,0.28962289,0.33320783,1,"july","Urban areas",0.350824888,0.419388367,0.53,186
"904",904,"Ilorin East","Oke-Ero",2023,"Ilorin East",0.318935447,0.324879127,0.28962289,0.33320783,2,"july","Urban areas",0.350824888,0.419388367,0.53,1281
"905",905,"Ilorin South","Oke-Ero",2020,"Ilorin South",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.316790933,0.728132477,0.65,186
"906",906,"Ilorin South","Oke-Ero",2023,"Ilorin South",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.316790933,0.728132477,0.65,1281
"907",907,"Ilorin West","Owan East",2020,"Ilorin West",0.238962862,0.220580467,0.226585886,0.155382861,1,"march","Urban areas",0.300629985,0.378056657,0.53,70
"908",908,"Ilorin West","Owan East",2023,"Ilorin West",0.238962862,0.220580467,0.226585886,0.155382861,2,"march","Urban areas",0.300629985,0.378056657,0.53,1165
"909",909,"Irepodun1","Owan East",2020,"Irepodun1",0.211170713,0.170600152,0.316226155,0.34123705,1,"march","PBO",0.354587436,0.734832129,0.65,70
"910",910,"Irepodun1","Owan East",2023,"Irepodun1",0.211170713,0.170600152,0.316226155,0.34123705,2,"march","PBO",0.354587436,0.734832129,0.65,1165
"911",911,"Itesiwaju","Akinyele",2020,"Itesiwaju",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.428195908,0.742555826,0.65,131
"912",912,"Itesiwaju","Akinyele",2023,"Itesiwaju",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.428195908,0.742555826,0.65,1226
"913",913,"Isin","Oke-Ero",2020,"Isin",0.328959782,0.183333334,0.196010634,0.374720348,1,"july","PBO",0.349688854,0.734101315,0.65,186
"914",914,"Isin","Oke-Ero",2023,"Isin",0.328959782,0.183333334,0.196010634,0.374720348,2,"july","PBO",0.349688854,0.734101315,0.65,1281
"915",915,"Kaiama","Oke-Ero",2020,"Kaiama",0.680952381,0.653125,0.382608696,0.702777778,1,"july","PBO",0.409404988,0.741047587,0.65,186
"916",916,"Kaiama","Oke-Ero",2023,"Kaiama",0.680952381,0.653125,0.382608696,0.702777778,2,"july","PBO",0.409404988,0.741047587,0.65,1281
"917",917,"Moro","Oke-Ero",2020,"Moro",0.229166666,0.275,0.118918919,0.22,1,"july","PBO",0.336971467,0.732028408,0.65,186
"918",918,"Moro","Oke-Ero",2023,"Moro",0.229166666,0.275,0.118918919,0.22,2,"july","PBO",0.336971467,0.732028408,0.65,1281
"919",919,"Offa","Akinyele",2020,"Offa",0.268276065,0.295121936,0.315097302,0.334377894,1,"may","PBO",0.350724749,0.734258828,0.65,131
"920",920,"Offa","Akinyele",2023,"Offa",0.268276065,0.295121936,0.315097302,0.334377894,2,"may","PBO",0.350724749,0.734258828,0.65,1226
"921",921,"Oke-Ero","Oke-Ero",2020,"Oke-Ero",0.146666666,0.1,0.231578948,0.229166666,1,"july","PBO",0.328086235,0.730412901,0.65,186
"922",922,"Oke-Ero","Oke-Ero",2023,"Oke-Ero",0.146666666,0.1,0.231578948,0.229166666,2,"july","PBO",0.328086235,0.730412901,0.65,1281
"923",923,"Kajola","Akinyele",2020,"Kajola",0.436639614,0.19282395,0.282530478,0.43973641,1,"may","PBO",0.406200649,0.740764438,0.65,131
"924",924,"Kajola","Akinyele",2023,"Kajola",0.436639614,0.19282395,0.282530478,0.43973641,2,"may","PBO",0.406200649,0.740764438,0.65,1226
"925",925,"Oyun","Oke-Ero",2020,"Oyun",0.452622398,0.128361243,0.292886935,0.406587017,1,"july","PBO",0.379244204,0.738025187,0.65,186
"926",926,"Oyun","Oke-Ero",2023,"Oyun",0.452622398,0.128361243,0.292886935,0.406587017,2,"july","PBO",0.379244204,0.738025187,0.65,1281
"927",927,"Pategi","Oke-Ero",2020,"Pategi",0.8,0.44,0.244444444,0.8,1,"july","PBO",0.318277299,0.728448199,0.65,186
"928",928,"Pategi","Oke-Ero",2023,"Pategi",0.8,0.44,0.244444444,0.8,2,"july","PBO",0.318277299,0.728448199,0.65,1281
"929",929,"Agege","Uzo-Uwani",2020,"Agege",0.259710919,0.283455349,0.056074046,0.195805085,1,"june","Urban areas",0.445938468,0.49666464,0.53,162
"930",930,"Agege","Uzo-Uwani",2023,"Agege",0.259710919,0.283455349,0.056074046,0.195805085,2,"june","Urban areas",0.445938468,0.49666464,0.53,1257
"931",931,"Ajeromi-Ifelodun","Uzo-Uwani",2020,"Ajeromi-Ifelodun",0.163849117,0.162053583,0.012502989,0.045576002,1,"june","Urban areas",0.442448497,0.493901179,0.53,162
"932",932,"Ajeromi-Ifelodun","Uzo-Uwani",2023,"Ajeromi-Ifelodun",0.163849117,0.162053583,0.012502989,0.045576002,2,"june","Urban areas",0.442448497,0.493901179,0.53,1257
"933",933,"Alimosho","Uzo-Uwani",2020,"Alimosho",0.271945697,0.202992818,0.162915833,0.162441747,1,"june","Urban areas",0.431973509,0.485561977,0.53,162
"934",934,"Alimosho","Uzo-Uwani",2023,"Alimosho",0.271945697,0.202992818,0.162915833,0.162441747,2,"june","Urban areas",0.431973509,0.485561977,0.53,1257
"935",935,"Apapa","Isoko South",2020,"Apapa",0.338461539,0.22,0.231578948,0.227586207,1,"june","Urban areas",0.464571223,0.511279973,0.53,162
"936",936,"Apapa","Isoko South",2023,"Apapa",0.338461539,0.22,0.231578948,0.227586207,2,"june","Urban areas",0.464571223,0.511279973,0.53,1257
"937",937,"Epe","Uzo-Uwani",2020,"Epe",0.084615385,0.275,0.183333334,0.198,1,"june","PBO",0.40174632,0.740357052,0.65,162
"938",938,"Epe","Uzo-Uwani",2023,"Epe",0.084615385,0.275,0.183333334,0.198,2,"june","PBO",0.40174632,0.740357052,0.65,1257
"939",939,"Ifako-Ijaye","Uzo-Uwani",2020,"Ifako-Ijaye",0.30413522,0.246516892,0.17605553,0.035112274,1,"june","PBO",0.390672088,0.739269859,0.65,162
"940",940,"Ifako-Ijaye","Uzo-Uwani",2023,"Ifako-Ijaye",0.30413522,0.246516892,0.17605553,0.035112274,2,"june","PBO",0.390672088,0.739269859,0.65,1257
"941",941,"Ikeja","Uzo-Uwani",2020,"Ikeja",0.44,0.246516892,0.17605553,0.12,1,"june","Urban areas",0.481253048,0.524146789,0.53,162
"942",942,"Ikeja","Uzo-Uwani",2023,"Ikeja",0.44,0.246516892,0.17605553,0.12,2,"june","Urban areas",0.481253048,0.524146789,0.53,1257
"943",943,"Mushin","Isoko South",2020,"Mushin",0.133782826,0.164872785,0.07853725,0.052924219,1,"june","Urban areas",0.475938767,0.520071762,0.53,162
"944",944,"Mushin","Isoko South",2023,"Mushin",0.133782826,0.164872785,0.07853725,0.052924219,2,"june","Urban areas",0.475938767,0.520071762,0.53,1257
"945",945,"Kokona","Oke-Ero",2021,"Kokona",0.8,0.70484158,0.592307692,0.725147596,1,"july","PBO",0.460705224,0.744654268,0.65,551
"946",946,"Kokona","Oke-Ero",2024,"Kokona",0.8,0.70484158,0.592307692,0.725147596,2,"july","PBO",0.460705224,0.744654268,0.65,1646
"947",947,"Ojo","Isoko South",2020,"Ojo",0.306132082,0.318814167,0.161943847,0.211264633,1,"june","PBO",0.435361631,0.7430691,0.65,162
"948",948,"Ojo","Isoko South",2023,"Ojo",0.306132082,0.318814167,0.161943847,0.211264633,2,"june","PBO",0.435361631,0.7430691,0.65,1257
"949",949,"Oshodi-Isolo","Uzo-Uwani",2020,"Oshodi-Isolo",0.143317306,0.086725669,0.17605553,0.04843962,1,"june","Urban areas",0.465655625,0.512122932,0.53,162
"950",950,"Oshodi-Isolo","Uzo-Uwani",2023,"Oshodi-Isolo",0.143317306,0.086725669,0.17605553,0.04843962,2,"june","Urban areas",0.465655625,0.512122932,0.53,1257
"951",951,"Surulere1","Oke-Ero",2020,"Surulere1",0.037863045,0.039969733,0.015150651,0.029858938,1,"july","Urban areas",0.464358896,0.511114818,0.53,186
"952",952,"Surulere1","Oke-Ero",2023,"Surulere1",0.037863045,0.039969733,0.015150651,0.029858938,2,"july","Urban areas",0.464358896,0.511114818,0.53,1281
"953",953,"Akwanga","Oke-Ero",2021,"Akwanga",0.822883221,0.800838317,0.799824122,0.8,1,"july","PBO",0.509076895,0.746909746,0.662920161,551
"954",954,"Akwanga","Oke-Ero",2024,"Akwanga",0.822883221,0.800838317,0.799824122,0.8,2,"july","PBO",0.509076895,0.746909746,0.662920161,1646
"955",955,"Obi2","Keana",2021,"Obi2",0.823529412,0.85,0.323529412,0.8,1,"august","PBO",0.47867099,0.745593933,0.65,588
"956",956,"Obi2","Keana",2024,"Obi2",0.823529412,0.85,0.323529412,0.8,2,"august","PBO",0.47867099,0.745593933,0.65,1683
"957",957,"Awe","Keana",2021,"Awe",0.665976227,0.472486858,0.515842122,0.8,1,"august","PBO",0.564364244,0.7486536,0.746088911,588
"958",958,"Awe","Keana",2024,"Awe",0.665976227,0.472486858,0.515842122,0.8,2,"august","PBO",0.564364244,0.7486536,0.746088911,1683
"959",959,"Doma","Keana",2021,"Doma",0.8,0.5330863,0.365427035,0.660392976,1,"august","PBO",0.39040939,0.739242706,0.65,588
"960",960,"Doma","Keana",2024,"Doma",0.8,0.5330863,0.365427035,0.660392976,2,"august","PBO",0.39040939,0.739242706,0.65,1683
"961",961,"Karu","Oke-Ero",2021,"Karu",0.418396697,0.418155581,0.492991739,0.437614641,1,"july","PBO",0.470750314,0.745196366,0.65,551
"962",962,"Karu","Oke-Ero",2024,"Karu",0.418396697,0.418155581,0.492991739,0.437614641,2,"july","PBO",0.470750314,0.745196366,0.65,1646
"963",963,"Keana","Keana",2021,"Keana",0.562151819,0.485152961,0.381500926,0.647917527,1,"august","PBO",0.38719336,0.738904886,0.65,588
"964",964,"Keana","Keana",2024,"Keana",0.562151819,0.485152961,0.381500926,0.647917527,2,"august","PBO",0.38719336,0.738904886,0.65,1683
"965",965,"Keffi","Oke-Ero",2021,"Keffi",0.794627953,0.472698126,0.477922334,0.627633113,1,"july","PBO",0.452112722,0.744153897,0.65,551
"966",966,"Keffi","Oke-Ero",2024,"Keffi",0.794627953,0.472698126,0.477922334,0.627633113,2,"july","PBO",0.452112722,0.744153897,0.65,1646
"967",967,"Lafia","Alkaleri",2021,"Lafia",0.552096563,0.401026987,0.296078881,0.512154866,1,"july","PBO",0.503966925,0.746709625,0.654021235,551
"968",968,"Lafia","Alkaleri",2024,"Lafia",0.552096563,0.401026987,0.296078881,0.512154866,2,"july","PBO",0.503966925,0.746709625,0.654021235,1646
"969",969,"Nasarawa2","Keana",2021,"Nasarawa2",0.721619774,0.507387741,0.531714662,0.714731006,1,"august","PBO",0.379114078,0.738010234,0.65,588
"970",970,"Nasarawa2","Keana",2024,"Nasarawa2",0.721619774,0.507387741,0.531714662,0.714731006,2,"august","PBO",0.379114078,0.738010234,0.65,1683
"971",971,"Nasarawa-Eggon","Alkaleri",2021,"Nasarawa-Eggon",0.761538461,0.733333334,0.682758621,0.724390244,1,"july","PBO",0.497648158,0.746451112,0.65,551
"972",972,"Nasarawa-Eggon","Alkaleri",2024,"Nasarawa-Eggon",0.761538461,0.733333334,0.682758621,0.724390244,2,"july","PBO",0.497648158,0.746451112,0.65,1646
"973",973,"Chanchaga","Keana",2022,"Chanchaga",0.37799077,0.191601405,0.213571922,0.359969558,1,"august","PBO",0.393820889,0.73959027,0.65,953
"974",974,"Chanchaga","Keana",2025,"Chanchaga",0.37799077,0.191601405,0.213571922,0.359969558,2,"august","PBO",0.393820889,0.73959027,0.65,2048
"975",975,"Toto","Keana",2021,"Toto",0.73233621,0.634686564,0.540610208,0.693705104,1,"august","PBO",0.39100856,0.739304542,0.65,588
"976",976,"Toto","Keana",2024,"Toto",0.73233621,0.634686564,0.540610208,0.693705104,2,"august","PBO",0.39100856,0.739304542,0.65,1683
"977",977,"Wamba","Alkaleri",2021,"Wamba",0.941176471,0.55,0.790625,0.819444444,1,"july","PBO",0.418578169,0.741814955,0.65,551
"978",978,"Wamba","Alkaleri",2024,"Wamba",0.941176471,0.55,0.790625,0.819444444,2,"july","PBO",0.418578169,0.741814955,0.65,1646
