"","X","LGA_old","repDS","year","LGA","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","round","peak","llins1","mortality","kill_rate","block_initial","simday"
"979",979,"Agaie","Oke-Ero",2022,"Agaie",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.469310553,0.745121348,0.65,916
"980",980,"Agaie","Oke-Ero",2025,"Agaie",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.469310553,0.745121348,0.65,2011
"981",981,"Agwara","Birnin Kebbi",2022,"Agwara",0.8,0.676464054,0.588476261,0.8,1,"august","PBO",0.513248554,0.747067471,0.670022422,953
"982",982,"Agwara","Birnin Kebbi",2025,"Agwara",0.8,0.676464054,0.588476261,0.8,2,"august","PBO",0.513248554,0.747067471,0.670022422,2048
"983",983,"Bida","Oke-Ero",2022,"Bida",0.430434783,0.2,0.171111112,0.375,1,"july","PBO",0.354220152,0.734778553,0.65,916
"984",984,"Bida","Oke-Ero",2025,"Bida",0.430434783,0.2,0.171111112,0.375,2,"july","PBO",0.354220152,0.734778553,0.65,2011
"985",985,"Bosso","Keana",2022,"Bosso",0.395939704,0.350203973,0.295234966,0.438794839,1,"august","PBO",0.45101388,0.744087308,0.65,953
"986",986,"Bosso","Keana",2025,"Bosso",0.395939704,0.350203973,0.295234966,0.438794839,2,"august","PBO",0.45101388,0.744087308,0.65,2048
"987",987,"Edati","Oke-Ero",2022,"Edati",0.517647059,0.4125,0.293333334,0.589855072,1,"july","PBO",0.417118573,0.741696977,0.65,916
"988",988,"Edati","Oke-Ero",2025,"Edati",0.517647059,0.4125,0.293333334,0.589855072,2,"july","PBO",0.417118573,0.741696977,0.65,2011
"989",989,"Gbako","Oke-Ero",2022,"Gbako",0.183333334,0.133333333,0.286417613,0.155128205,1,"july","PBO",0.413494411,0.74139739,0.65,916
"990",990,"Gbako","Oke-Ero",2025,"Gbako",0.183333334,0.133333333,0.286417613,0.155128205,2,"july","PBO",0.413494411,0.74139739,0.65,2011
"991",991,"Gurara","Oke-Ero",2022,"Gurara",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.530491978,0.747669649,0.697881299,916
"992",992,"Gurara","Oke-Ero",2025,"Gurara",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.530491978,0.747669649,0.697881299,2011
"993",993,"Katcha","Oke-Ero",2022,"Katcha",0.418552446,0.13594289,0.14565518,0.341521998,1,"july","PBO",0.42622003,0.742408635,0.65,916
"994",994,"Katcha","Oke-Ero",2025,"Katcha",0.418552446,0.13594289,0.14565518,0.341521998,2,"july","PBO",0.42622003,0.742408635,0.65,2011
"995",995,"Kontagora","Oke-Ero",2022,"Kontagora",0.345678352,0.177699484,0.15077714,0.302235212,1,"july","PBO",0.60860437,0.74963463,0.797715733,916
"996",996,"Kontagora","Oke-Ero",2025,"Kontagora",0.345678352,0.177699484,0.15077714,0.302235212,2,"july","PBO",0.60860437,0.74963463,0.797715733,2011
"997",997,"Lapai","Oke-Ero",2022,"Lapai",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.420239724,0.74194743,0.65,916
"998",998,"Lapai","Oke-Ero",2025,"Lapai",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.420239724,0.74194743,0.65,2011
"999",999,"Lavun","Oke-Ero",2022,"Lavun",0.37493301,0.315048729,0.19383193,0.341215127,1,"july","PBO",0.535336764,0.747825501,0.705289528,916
"1000",1000,"Lavun","Oke-Ero",2025,"Lavun",0.37493301,0.315048729,0.19383193,0.341215127,2,"july","PBO",0.535336764,0.747825501,0.705289528,2011
"1001",1001,"Magama","Oke-Ero",2022,"Magama",0.387403161,0.25372064,0.203052337,0.383474573,1,"july","PBO",0.472155733,0.745268762,0.65,916
"1002",1002,"Magama","Oke-Ero",2025,"Magama",0.387403161,0.25372064,0.203052337,0.383474573,2,"july","PBO",0.472155733,0.745268762,0.65,2011
"1003",1003,"Mariga","Oke-Ero",2022,"Mariga",0.48,0.113793104,0.088,0.473611112,1,"july","PBO",0.651231893,0.750344871,0.837392354,916
"1004",1004,"Mariga","Oke-Ero",2025,"Mariga",0.48,0.113793104,0.088,0.473611112,2,"july","PBO",0.651231893,0.750344871,0.837392354,2011
"1005",1005,"Mashegu","Oke-Ero",2022,"Mashegu",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.469502121,0.74513138,0.65,916
"1006",1006,"Mashegu","Oke-Ero",2025,"Mashegu",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.469502121,0.74513138,0.65,2011
"1007",1007,"Pailoro","Oke-Ero",2022,"Pailoro",0.255289266,0.122570548,0.122308877,0.237191522,1,"july","PBO",0.511626287,0.747006725,0.667277706,916
"1008",1008,"Pailoro","Oke-Ero",2025,"Pailoro",0.255289266,0.122570548,0.122308877,0.237191522,2,"july","PBO",0.511626287,0.747006725,0.667277706,2011
"1009",1009,"Lagelu","Akinyele",2020,"Lagelu",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","Urban areas",0.345490307,0.414987723,0.53,131
"1010",1010,"Lagelu","Akinyele",2023,"Lagelu",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","Urban areas",0.345490307,0.414987723,0.53,1226
"1011",1011,"Mokwa","Oke-Ero",2022,"Mokwa",0.49892488,0.269782233,0.255497107,0.476806163,1,"july","PBO",0.422191007,0.742100564,0.65,916
"1012",1012,"Mokwa","Oke-Ero",2025,"Mokwa",0.49892488,0.269782233,0.255497107,0.476806163,2,"july","PBO",0.422191007,0.742100564,0.65,2011
"1013",1013,"Muya","Giwa",2022,"Muya",0.537209302,0.183333334,0.039285715,0.433802817,1,"august","PBO",0.602049914,0.749507024,0.790792032,953
"1014",1014,"Muya","Giwa",2025,"Muya",0.537209302,0.183333334,0.039285715,0.433802817,2,"august","PBO",0.602049914,0.749507024,0.790792032,2048
"1015",1015,"Abeokuta South","Uzo-Uwani",2021,"Abeokuta South",0.415929692,0.70031989,0.192747317,0.28303275,1,"june","PBO",0.443245868,0.74359875,0.65,527
"1016",1016,"Abeokuta South","Uzo-Uwani",2024,"Abeokuta South",0.415929692,0.70031989,0.192747317,0.28303275,2,"june","PBO",0.443245868,0.74359875,0.65,1622
"1017",1017,"Ijebu North","Owan East",2021,"Ijebu North",0.614062518,0.41228686,0.387294519,0.230424598,1,"march","PBO",0.308615406,0.726304115,0.65,435
"1018",1018,"Ijebu North","Owan East",2024,"Ijebu North",0.614062518,0.41228686,0.387294519,0.230424598,2,"march","PBO",0.308615406,0.726304115,0.65,1530
"1019",1019,"Rafi","Oke-Ero",2022,"Rafi",0.498641942,0.426900067,0.315260217,0.50640951,1,"july","PBO",0.550360117,0.748275428,0.727151399,916
"1020",1020,"Rafi","Oke-Ero",2025,"Rafi",0.498641942,0.426900067,0.315260217,0.50640951,2,"july","PBO",0.550360117,0.748275428,0.727151399,2011
"1021",1021,"Rijau","Alkaleri",2022,"Rijau",0.532988189,0.96875,0.702777778,0.984615385,1,"july","PBO",0.589881947,0.749254902,0.777296693,916
"1022",1022,"Rijau","Alkaleri",2025,"Rijau",0.532988189,0.96875,0.702777778,0.984615385,2,"july","PBO",0.589881947,0.749254902,0.777296693,2011
"1023",1023,"Ado-Odo/Ota","Uzo-Uwani",2021,"Ado-Odo-Ota",0.480861322,0.492598619,0.318828693,0.339192942,1,"june","PBO",0.405185074,0.740672987,0.65,527
"1024",1024,"Ado-Odo/Ota","Uzo-Uwani",2024,"Ado-Odo-Ota",0.480861322,0.492598619,0.318828693,0.339192942,2,"june","PBO",0.405185074,0.740672987,0.65,1622
"1025",1025,"Ijebu North East","Oke-Ero",2021,"Ijebu North East",0.122222222,0.329372969,0.286417613,0.073333334,1,"july","PBO",0.396632199,0.739868623,0.65,551
"1026",1026,"Ijebu North East","Oke-Ero",2024,"Ijebu North East",0.122222222,0.329372969,0.286417613,0.073333334,2,"july","PBO",0.396632199,0.739868623,0.65,1646
"1027",1027,"Shiroro","Oke-Ero",2022,"Shiroro",0.291681917,0.199447222,0.314145734,0.323854209,1,"july","PBO",0.564594834,0.748659521,0.746389585,916
"1028",1028,"Shiroro","Oke-Ero",2025,"Shiroro",0.291681917,0.199447222,0.314145734,0.323854209,2,"july","PBO",0.564594834,0.748659521,0.746389585,2011
"1029",1029,"Suleja","Giwa",2022,"Suleja",0.45422606,0.33,0.172201581,0.2586989,1,"august","PBO",0.574948442,0.748915838,0.75953125,953
"1030",1030,"Suleja","Giwa",2025,"Suleja",0.45422606,0.33,0.172201581,0.2586989,2,"august","PBO",0.574948442,0.748915838,0.75953125,2048
"1031",1031,"Tafa","Oke-Ero",2022,"Tafa",0.666666667,0.572,0.378125,0.506349206,1,"july","PBO",0.544339269,0.748100929,0.718587654,916
"1032",1032,"Tafa","Oke-Ero",2025,"Tafa",0.666666667,0.572,0.378125,0.506349206,2,"july","PBO",0.544339269,0.748100929,0.718587654,2011
"1033",1033,"Wushishi","Oke-Ero",2022,"Wushishi",0.430967791,0.329372969,0.286417613,0.390633591,1,"july","PBO",0.567422283,0.748731353,0.750047765,916
"1034",1034,"Wushishi","Oke-Ero",2025,"Wushishi",0.430967791,0.329372969,0.286417613,0.390633591,2,"july","PBO",0.567422283,0.748731353,0.750047765,2011
"1035",1035,"Abeokuta North","Owan East",2021,"Abeokuta North",0.61439818,0.558195462,0.436003677,0.56359791,1,"march","PBO",0.429058332,0.742619287,0.65,435
"1036",1036,"Abeokuta North","Owan East",2024,"Abeokuta North",0.61439818,0.558195462,0.436003677,0.56359791,2,"march","PBO",0.429058332,0.742619287,0.65,1530
"1037",1037,"Egbado South","Uzo-Uwani",2021,"Egbado South",0.226046297,0.417254538,0.23537864,0.285891489,1,"june","PBO",0.38366582,0.738522561,0.65,527
"1038",1038,"Egbado South","Uzo-Uwani",2024,"Egbado South",0.226046297,0.417254538,0.23537864,0.285891489,2,"june","PBO",0.38366582,0.738522561,0.65,1622
"1039",1039,"Ewekoro","Uzo-Uwani",2021,"Ewekoro",0.8,0.747696734,0.528315932,0.700500243,1,"june","PBO",0.487001134,0.745985924,0.65,527
"1040",1040,"Ewekoro","Uzo-Uwani",2024,"Ewekoro",0.8,0.747696734,0.528315932,0.700500243,2,"june","PBO",0.487001134,0.745985924,0.65,1622
"1041",1041,"Ifo","Uzo-Uwani",2021,"Ifo",0.424947194,0.33535988,0.261120041,0.219564373,1,"june","PBO",0.430900956,0.742753307,0.65,527
"1042",1042,"Ifo","Uzo-Uwani",2024,"Ifo",0.424947194,0.33535988,0.261120041,0.219564373,2,"june","PBO",0.430900956,0.742753307,0.65,1622
"1043",1043,"Ijebu East","Oke-Ero",2021,"Ijebu East",0.55,0.183333334,0.286417613,0.204651163,1,"july","PBO",0.42630383,0.742414929,0.65,551
"1044",1044,"Ijebu East","Oke-Ero",2024,"Ijebu East",0.55,0.183333334,0.286417613,0.204651163,2,"july","PBO",0.42630383,0.742414929,0.65,1646
"1045",1045,"Ijebu ode","Owan East",2021,"Ijebu ode",0.8,0.415789471,0.128136204,0.288607569,1,"march","PBO",0.370794776,0.737015026,0.65,435
"1046",1046,"Ijebu ode","Owan East",2024,"Ijebu ode",0.8,0.415789471,0.128136204,0.288607569,2,"march","PBO",0.370794776,0.737015026,0.65,1530
"1047",1047,"Ikenne","Owan East",2021,"Ikenne",0.169230769,0.460841336,0.275,0.088,1,"march","PBO",0.382682373,0.738413711,0.65,435
"1048",1048,"Ikenne","Owan East",2024,"Ikenne",0.169230769,0.460841336,0.275,0.088,2,"march","PBO",0.382682373,0.738413711,0.65,1530
"1049",1049,"Obafemi-Owode","Owan East",2021,"Obafemi-Owode",0.592955824,0.536479075,0.339735458,0.430908944,1,"march","PBO",0.396257357,0.739831921,0.65,435
"1050",1050,"Obafemi-Owode","Owan East",2024,"Obafemi-Owode",0.592955824,0.536479075,0.339735458,0.430908944,2,"march","PBO",0.396257357,0.739831921,0.65,1530
"1051",1051,"Odeda","Oke-Ero",2021,"Odeda",0.823529412,0.500000001,0.33,0.55,1,"july","PBO",0.380143878,0.738128067,0.65,551
"1052",1052,"Odeda","Oke-Ero",2024,"Odeda",0.823529412,0.500000001,0.33,0.55,2,"july","PBO",0.380143878,0.738128067,0.65,1646
"1053",1053,"Odogbolu","Owan East",2021,"Odogbolu",0.44,0.366666666,0.733333334,0.281395348,1,"march","PBO",0.402893026,0.740463496,0.65,435
"1054",1054,"Odogbolu","Owan East",2024,"Odogbolu",0.44,0.366666666,0.733333334,0.281395348,2,"march","PBO",0.402893026,0.740463496,0.65,1530
"1055",1055,"Ogun waterside","Owan East",2021,"Ogun waterside",0.510874923,0.460841336,0.37820413,0.418134681,1,"march","PBO",0.440646451,0.743428018,0.65,435
"1056",1056,"Ogun waterside","Owan East",2024,"Ogun waterside",0.510874923,0.460841336,0.37820413,0.418134681,2,"march","PBO",0.440646451,0.743428018,0.65,1530
"1057",1057,"Remo North","Owan East",2021,"Remo North",0.647058823,0.366666666,0.37820413,0.215217391,1,"march","PBO",0.322328246,0.729284044,0.65,435
"1058",1058,"Remo North","Owan East",2024,"Remo North",0.647058823,0.366666666,0.37820413,0.215217391,2,"march","PBO",0.322328246,0.729284044,0.65,1530
"1059",1059,"Shagamu","Uzo-Uwani",2021,"Shagamu",0.317073142,0.279843416,0.185810793,0.224076663,1,"june","Urban areas",0.440001033,0.491958645,0.53,527
"1060",1060,"Shagamu","Uzo-Uwani",2024,"Shagamu",0.317073142,0.279843416,0.185810793,0.224076663,2,"june","Urban areas",0.440001033,0.491958645,0.53,1622
"1061",1061,"Akoko North East","Oke-Ero",2020,"Akoko North East",0.61359548,0.752286532,0.716547435,0.650022777,1,"july","PBO",0.346553372,0.733614536,0.65,186
"1062",1062,"Akoko North East","Oke-Ero",2023,"Akoko North East",0.61359548,0.752286532,0.716547435,0.650022777,2,"july","PBO",0.346553372,0.733614536,0.65,1281
"1063",1063,"Akoko North West","Oke-Ero",2020,"Akoko North West",0.451567991,0.579467816,0.28290872,0.344762496,1,"july","PBO",0.316763911,0.728126692,0.65,186
"1064",1064,"Akoko North West","Oke-Ero",2023,"Akoko North West",0.451567991,0.579467816,0.28290872,0.344762496,2,"july","PBO",0.316763911,0.728126692,0.65,1281
"1065",1065,"Akoko South East","Oke-Ero",2020,"Akoko South East",0.427777778,0.44,0.427777778,0.404411765,1,"july","PBO",0.347034531,0.733690227,0.65,186
"1066",1066,"Akoko South East","Oke-Ero",2023,"Akoko South East",0.427777778,0.44,0.427777778,0.404411765,2,"july","PBO",0.347034531,0.733690227,0.65,1281
"1067",1067,"Akoko South West","Oke-Ero",2020,"Akoko South West",0.783035383,0.716135948,0.628397394,0.632287702,1,"july","PBO",0.330802879,0.73092257,0.65,186
"1068",1068,"Akoko South West","Oke-Ero",2023,"Akoko South West",0.783035383,0.716135948,0.628397394,0.632287702,2,"july","PBO",0.330802879,0.73092257,0.65,1281
"1069",1069,"Akure North","Owan East",2020,"Akure North",0.25882353,0.157142857,0.4125,0.203703704,1,"march","PBO",0.337034585,0.732039367,0.65,70
"1070",1070,"Akure North","Owan East",2023,"Akure North",0.25882353,0.157142857,0.4125,0.203703704,2,"march","PBO",0.337034585,0.732039367,0.65,1165
"1071",1071,"Ifedayo","Oke-Ero",2020,"Ifedayo",0.676923077,0.488888888,0.513333334,0.528,1,"july","PBO",0.271238016,0.715516421,0.65,186
"1072",1072,"Ifedayo","Oke-Ero",2023,"Ifedayo",0.676923077,0.488888888,0.513333334,0.528,2,"july","PBO",0.271238016,0.715516421,0.65,1281
"1073",1073,"Akure South","Owan East",2020,"Akure South",0.471428572,0.61875,0.55,0.500000001,1,"march","PBO",0.299585483,0.724089439,0.65,70
"1074",1074,"Akure South","Owan East",2023,"Akure South",0.471428572,0.61875,0.55,0.500000001,2,"march","PBO",0.299585483,0.724089439,0.65,1165
"1075",1075,"Ese-Odo","Owan East",2020,"Ese-Odo",0.611111112,0.55,0.517647059,0.576190476,1,"march","PBO",0.298999586,0.72393812,0.65,70
"1076",1076,"Ese-Odo","Owan East",2023,"Ese-Odo",0.611111112,0.55,0.517647059,0.576190476,2,"march","PBO",0.298999586,0.72393812,0.65,1165
"1077",1077,"Idanre","Akinyele",2020,"Idanre",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.311424686,0.726950397,0.65,131
"1078",1078,"Idanre","Akinyele",2023,"Idanre",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.311424686,0.726950397,0.65,1226
"1079",1079,"Ifedore","Oke-Ero",2020,"Ifedore",0.588345138,0.75515944,0.421184436,0.570913347,1,"july","PBO",0.373640917,0.737364382,0.65,186
"1080",1080,"Ifedore","Oke-Ero",2023,"Ifedore",0.588345138,0.75515944,0.421184436,0.570913347,2,"july","PBO",0.373640917,0.737364382,0.65,1281
"1081",1081,"Ile-Oluji-Okeigbo","Akinyele",2020,"Ile-Oluji-Okeigbo",0.8,0.558178256,0.457927587,0.589164429,1,"may","PBO",0.384384096,0.738601432,0.65,131
"1082",1082,"Ile-Oluji-Okeigbo","Akinyele",2023,"Ile-Oluji-Okeigbo",0.8,0.558178256,0.457927587,0.589164429,2,"may","PBO",0.384384096,0.738601432,0.65,1226
"1083",1083,"Irele","Akinyele",2020,"Irele",0.733333334,0.586666666,0.667857143,0.560377358,1,"may","PBO",0.393822894,0.739590471,0.65,131
"1084",1084,"Irele","Akinyele",2023,"Irele",0.733333334,0.586666666,0.667857143,0.560377358,2,"may","PBO",0.393822894,0.739590471,0.65,1226
"1085",1085,"Odigbo","Akinyele",2020,"Odigbo",0.749921707,0.725786362,0.584861537,0.664376013,1,"may","PBO",0.423307719,0.742187036,0.65,131
"1086",1086,"Odigbo","Akinyele",2023,"Odigbo",0.749921707,0.725786362,0.584861537,0.664376013,2,"may","PBO",0.423307719,0.742187036,0.65,1226
"1087",1087,"Ifelodun2","Akinyele",2020,"Ifelodun2",0.366666666,0.366666666,0.073333334,0.448979592,1,"may","PBO",0.400279219,0.740219247,0.65,131
"1088",1088,"Ifelodun2","Akinyele",2023,"Ifelodun2",0.366666666,0.366666666,0.073333334,0.448979592,2,"may","PBO",0.400279219,0.740219247,0.65,1226
"1089",1089,"Okitipupa","Owan East",2020,"Okitipupa",0.460844135,0.319795719,0.29744238,0.414041678,1,"march","PBO",0.400233097,0.740214885,0.65,70
"1090",1090,"Okitipupa","Owan East",2023,"Okitipupa",0.460844135,0.319795719,0.29744238,0.414041678,2,"march","PBO",0.400233097,0.740214885,0.65,1165
"1091",1091,"Ondo East","Akinyele",2020,"Ondo East",0.707142857,0.500000001,0.592307692,0.8,1,"may","PBO",0.359070133,0.735470693,0.65,131
"1092",1092,"Ondo East","Akinyele",2023,"Ondo East",0.707142857,0.500000001,0.592307692,0.8,2,"may","PBO",0.359070133,0.735470693,0.65,1226
"1093",1093,"Ondo West","Akinyele",2020,"Ondo West",0.762992426,0.615484374,0.462108665,0.56888447,1,"may","PBO",0.391888362,0.739394724,0.65,131
"1094",1094,"Ondo West","Akinyele",2023,"Ondo West",0.762992426,0.615484374,0.462108665,0.56888447,2,"may","PBO",0.391888362,0.739394724,0.65,1226
"1095",1095,"Ose","Owan East",2020,"Ose",0.74499205,0.67725073,0.676587303,0.628789279,1,"march","PBO",0.341879574,0.732859996,0.65,70
"1096",1096,"Ose","Owan East",2023,"Ose",0.74499205,0.67725073,0.676587303,0.628789279,2,"march","PBO",0.341879574,0.732859996,0.65,1165
"1097",1097,"Owo","Owan East",2020,"Owo",0.8,0.8,0.586775136,0.661388467,1,"march","PBO",0.289251141,0.721272468,0.65,70
"1098",1098,"Owo","Owan East",2023,"Owo",0.8,0.8,0.586775136,0.661388467,2,"march","PBO",0.289251141,0.721272468,0.65,1165
"1099",1099,"Aiyedade","Akinyele",2020,"Aiyedade",0.423076924,0.4125,0.458333334,0.305555556,1,"may","PBO",0.401428384,0.740327343,0.65,131
"1100",1100,"Aiyedade","Akinyele",2023,"Aiyedade",0.423076924,0.4125,0.458333334,0.305555556,2,"may","PBO",0.401428384,0.740327343,0.65,1226
"1101",1101,"Aiyedire","Akinyele",2020,"Aiyedire",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.440828641,0.743440107,0.65,131
"1102",1102,"Aiyedire","Akinyele",2023,"Aiyedire",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.440828641,0.743440107,0.65,1226
"1103",1103,"Atakumosa East","Oke-Ero",2020,"Atakumosa East",0.231578948,0.314285715,0.55,0.266129032,1,"july","PBO",0.438640296,0.743293664,0.65,186
"1104",1104,"Atakumosa East","Oke-Ero",2023,"Atakumosa East",0.231578948,0.314285715,0.55,0.266129032,2,"july","PBO",0.438640296,0.743293664,0.65,1281
"1105",1105,"Orolu","Oke-Ero",2020,"Orolu",0.467402795,0.381531498,0.23396002,0.349384284,1,"july","PBO",0.499090523,0.746511232,0.65,186
"1106",1106,"Orolu","Oke-Ero",2023,"Orolu",0.467402795,0.381531498,0.23396002,0.349384284,2,"july","PBO",0.499090523,0.746511232,0.65,1281
"1107",1107,"Atakumosa West","Akinyele",2020,"Atakumosa West",0.314285715,0.275,0.423076924,0.270491803,1,"may","PBO",0.441512439,0.743485314,0.65,131
"1108",1108,"Atakumosa West","Akinyele",2023,"Atakumosa West",0.314285715,0.275,0.423076924,0.270491803,2,"may","PBO",0.441512439,0.743485314,0.65,1226
"1109",1109,"Boluwaduro","Akinyele",2020,"Boluwaduro",0.419379685,0.244636095,0.117970347,0.339341621,1,"may","PBO",0.300398529,0.724297832,0.65,131
"1110",1110,"Boluwaduro","Akinyele",2023,"Boluwaduro",0.419379685,0.244636095,0.117970347,0.339341621,2,"may","PBO",0.300398529,0.724297832,0.65,1226
"1111",1111,"Boripe","Akinyele",2020,"Boripe",0.521052632,0.22,0.641666666,0.48,1,"may","PBO",0.354570478,0.73482966,0.65,131
"1112",1112,"Boripe","Akinyele",2023,"Boripe",0.521052632,0.22,0.641666666,0.48,2,"may","PBO",0.354570478,0.73482966,0.65,1226
"1113",1113,"Ede North","Akinyele",2020,"Ede North",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.389785625,0.739177967,0.65,131
"1114",1114,"Ede North","Akinyele",2023,"Ede North",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.389785625,0.739177967,0.65,1226
"1115",1115,"Ede South","Akinyele",2020,"Ede South",0.478300075,0.431234097,0.341630826,0.415236774,1,"may","PBO",0.412666127,0.741327563,0.65,131
"1116",1116,"Ede South","Akinyele",2023,"Ede South",0.478300075,0.431234097,0.341630826,0.415236774,2,"may","PBO",0.412666127,0.741327563,0.65,1226
"1117",1117,"Egbedore","Akinyele",2020,"Egbedore",0.499639514,0.41430656,0.292928182,0.467696479,1,"may","PBO",0.43475278,0.743026704,0.65,131
"1118",1118,"Egbedore","Akinyele",2023,"Egbedore",0.499639514,0.41430656,0.292928182,0.467696479,2,"may","PBO",0.43475278,0.743026704,0.65,1226
"1119",1119,"Ejigbo","Akinyele",2020,"Ejigbo",0.517313259,0.247056333,0.306080309,0.475770858,1,"may","PBO",0.431935286,0.742827611,0.65,131
"1120",1120,"Ejigbo","Akinyele",2023,"Ejigbo",0.517313259,0.247056333,0.306080309,0.475770858,2,"may","PBO",0.431935286,0.742827611,0.65,1226
"1121",1121,"Ife Central","Akinyele",2020,"Ife Central",0.40794702,0.4,0.123943662,0.169798658,1,"may","Urban areas",0.443838578,0.495002812,0.53,131
"1122",1122,"Ife Central","Akinyele",2023,"Ife Central",0.40794702,0.4,0.123943662,0.169798658,2,"may","Urban areas",0.443838578,0.495002812,0.53,1226
