"","LGA","repDS","year","LGA_old","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","block_initial","round","peak","simday"
"70","Essien Udim","Ngor-Okpala",2024,"Essien Udim",0.70416306,0.71932543,0.401814961,0.548747098,0.369824263,0.435041855,0.53,2,"june",1622
"71","Akamkpa","Ngor-Okpala",2021,"Akamkpa",0.716996009,0.599737126,0.759918974,0.649381787,0.473355826,0.518082922,0.53,1,"june",527
"72","Etim Ekpo","Ngor-Okpala",2024,"Etim Ekpo",0.604424538,0.566473717,0.519305704,0.566910909,0.326319464,0.399175674,0.53,2,"june",1622
"73","Akko","Alkaleri",2021,"Akko",0.61899959,0.5148466,0.514430948,0.766775466,0.430348191,0.484262319,0.53,1,"july",551
"74","Etinan","Nsit Ubium",2024,"Etinan",0.530769231,0.466666667,0.502569073,0.442857143,0.271254927,0.35413511,0.53,2,"june",1622
"75","Akpabuyo","Nsit Ubium",2021,"Akpabuyo",0.640380114,0.544272456,0.601952894,0.682230957,0.417147714,0.473654536,0.53,1,"june",527
"76","Ibesikpo Asutan","Nsit Ubium",2024,"Ibesikpo Asutan",0.616326558,0.665384584,0.564150952,0.595373674,0.364757188,0.430871605,0.53,2,"june",1622
"77","Akwanga","Oke-Ero",2021,"Akwanga",1.122883221,1.100838317,1.027112838,1.092005115,0.509076895,0.545084849,0.53,1,"july",551
"78","Ibiono Ibom","Ngor-Okpala",2024,"Ibiono Ibom",0.980806712,0.864126427,0.647777775,0.818035164,0.383194312,0.446021174,0.53,2,"june",1622
"79","Aleiro","Birnin Kebbi",2021,"Aleiro",1.089226475,0.914967322,0.834978419,1.08771905,0.705366928,0.6684684,0.53,1,"august",588
"80","Ika","Ngor-Okpala",2024,"Ika",0.604424538,0.566473717,0.519305704,0.566910909,0.281330517,0.36230356,0.53,2,"june",1622
"81","Alkaleri","Alkaleri",2021,"Alkaleri",0.755387964,0.697922582,0.606625021,0.757443319,0.570092852,0.588317246,0.53,1,"july",551
"82","Ikono","Ngor-Okpala",2024,"Ikono",0.466666667,0.417647059,0.591666667,0.486440678,0.3504186,0.419053252,0.53,2,"june",1622
"83","Arewa-Dandi","Birnin Kebbi",2021,"Arewa-Dandi",1.244444444,1.126086957,1.06,1.239393939,0.736871845,0.683834101,0.53,1,"august",588
"84","Ikot Abasi","Nsit Ubium",2024,"Ikot Abasi",0.647826087,0.761538462,0.6,0.423076923,0.194063012,0.293529351,0.53,2,"june",1622
"85","Argungu","Birnin Kebbi",2021,"Argungu",1.180353787,1.039925815,0.950569606,1.178877198,0.749755556,0.689763899,0.53,1,"august",588
"86","Ikot Ekpene","Ngor-Okpala",2024,"Ikot Ekpene",0.35605449,0.566473717,0.500480127,0.416877293,0.356519334,0.424084125,0.53,2,"june",1622
"87","Augie","Birnin Kebbi",2021,"Augie",1.277777778,1.008333333,1.15,1.209090909,0.747566745,0.688770794,0.53,1,"august",588
"88","Ini","Ngor-Okpala",2024,"Ini",0.992307692,0.657142857,0.833333333,0.810204082,0.395911217,0.45642023,0.53,2,"june",1622
"89","Auyo","Taura",2021,"Auyo",1.027272727,0.992307692,1.071428571,1.047663551,0.676553245,0.65332251,0.53,1,"july",551
"90","Mkpat Enin","Nsit Ubium",2024,"Mkpat Enin",0.902843612,0.679341874,0.63631654,0.680262242,0.225930858,0.318051677,0.53,2,"june",1622
"91","Awe","Keana",2021,"Awe",0.905432934,0.729533507,0.768947384,1.032287966,0.564364244,0.584430432,0.53,1,"august",588
"92","Nsit Atai","Nsit Ubium",2024,"Nsit Atai",0.63446468,0.594193051,0.502569073,0.527821791,0.243345201,0.331769618,0.53,2,"june",1622
"93","Babura","Babura",2021,"Babura",1.174582296,1.142755015,1.04694856,1.161709269,0.754462934,0.691880002,0.53,1,"may",496
"94","Nsit Ibom","Nsit Ubium",2024,"Nsit Ibom",0.5,0.376923077,0.502569073,0.469230769,0.357951303,0.425264532,0.53,2,"june",1622
"95","Bagudo","Birnin Kebbi",2021,"Bagudo",1.196493581,1.044287257,0.955809425,1.132315501,0.544171429,0.570435833,0.53,1,"august",588
"96","Nsit Ubium","Nsit Ubium",2024,"Nsit Ubium",0.594117647,0.845454545,0.436363636,0.593103448,0.247213687,0.334843575,0.53,2,"june",1622
"97","Awka South","Uzo-Uwani",2020,"Awka South",0.415384615,0.524106265,0.460050482,0.355555556,0.431794981,0.485419293,0.53,1,"june",162
"98","Awka South","Uzo-Uwani",2023,"Awka South",0.415384615,0.524106265,0.460050482,0.355555556,0.431794981,0.485419293,0.53,2,"june",1257
"99","Bakassi","Obubra",2021,"Bakassi",0.947208055,0.894090851,0.848608298,0.860815073,0.269329192,0.352578982,0.53,1,"june",527
"100","Obot Akara","Ngor-Okpala",2024,"Obot Akara",0.652941176,0.744444444,0.530769231,0.598245614,0.376065149,0.440171735,0.53,2,"june",1622
"101","Bakori","Gwarzo",2021,"Bakori",0.96,1.056097561,1.01875,1.039726027,0.670473637,0.649992258,0.53,1,"august",588
"102","Okobo","Nsit Ubium",2024,"Okobo",0.6,0.522222222,0.754545455,0.590909091,0.269257198,0.352520839,0.53,2,"june",1622
"103","Balanga","Alkaleri",2021,"Balanga",0.856849082,0.808376924,0.864286353,1.103248637,0.625491041,0.623897182,0.53,1,"july",551
"104","Onna","Nsit Ubium",2024,"Onna",0.715362737,0.711823643,0.519786096,0.710602704,0.191877243,0.291878138,0.53,2,"june",1622
"105","Batagarawa","Rimi",2021,"Batagarawa",1.054530143,0.824184174,0.775913102,0.994047638,0.663607785,0.646174875,0.53,1,"march",435
"106","Oruk Anam","Nsit Ubium",2024,"Oruk Anam",0.645323717,0.731578963,0.539130379,0.584408547,0.312496984,0.387796568,0.53,2,"june",1622
"107","Batsari","Rimi",2021,"Batsari",1.147826087,0.908695652,0.74,1.067123288,0.697059776,0.664209538,0.53,1,"march",435
"108","Ukanafun","Nsit Ubium",2024,"Ukanafun",0.565452627,0.585096449,0.402586479,0.439673943,0.340679142,0.41101835,0.53,2,"june",1622
"109","Bauchi","Alkaleri",2021,"Bauchi",0.749957029,0.554519356,0.575214477,0.712964953,0.627087591,0.624866967,0.53,1,"july",551
"110","Uruan","Nsit Ubium",2024,"Uruan",0.63564019,0.60263162,0.515921543,0.560106819,0.401030149,0.460591042,0.53,2,"june",1622
"111","Baure","Babura",2021,"Baure",0.672093023,0.815151515,0.866666667,0.730379747,0.697826557,0.664606296,0.53,1,"may",496
"112","Urue-Offong-Oruko","Nsit Ubium",2024,"Urue-Offong/Oruko",0.721052632,0.607692308,0.508333333,0.621428571,0.204236897,0.30126919,0.53,2,"june",1622
"113","Ayamelum","Uzo-Uwani",2020,"Ayamelum",0.526000001,0.390196079,0.356149735,0.448743718,0.436497382,0.489171465,0.53,1,"june",162
"114","Ayamelum","Uzo-Uwani",2023,"Ayamelum",0.526000001,0.390196079,0.356149735,0.448743718,0.436497382,0.489171465,0.53,2,"june",1257
"115","Bekwara","Oke-Ero",2021,"Bekwara",0.691788901,0.599429972,0.560379648,0.655121446,0.383264622,0.4460788,0.53,1,"july",551
"116","Uyo","Nsit Ubium",2024,"Uyo",0.489887959,0.377486364,0.409020534,0.423168765,0.399966547,0.459725229,0.53,2,"june",1622
"117","Aguata","Oru West",2020,"Aguata",0.555850471,0.687034474,0.539642794,0.537666189,0.454034567,0.503044714,0.53,1,"june",162
"118","Aguata","Oru West",2023,"Aguata",0.555850471,0.687034474,0.539642794,0.537666189,0.454034567,0.503044714,0.53,2,"june",1257
"119","Anambra East","Uzo-Uwani",2020,"Anambra East",0.407142857,0.524106265,0.4,0.335087719,0.375672105,0.439848897,0.53,1,"june",162
"120","Anambra East","Uzo-Uwani",2023,"Anambra East",0.407142857,0.524106265,0.4,0.335087719,0.375672105,0.439848897,0.53,2,"june",1257
"121","Anambra West","Uzo-Uwani",2020,"Anambra West",0.62464731,0.670188311,0.565600186,0.578397658,0.39176502,0.453035277,0.53,1,"june",162
"122","Anambra West","Uzo-Uwani",2023,"Anambra West",0.62464731,0.670188311,0.565600186,0.578397658,0.39176502,0.453035277,0.53,2,"june",1257
"123","Anaocha","Oru West",2020,"Anaocha",0.481100292,0.423857833,0.452765099,0.405016002,0.420247823,0.476153753,0.53,1,"june",162
"124","Anaocha","Oru West",2023,"Anaocha",0.481100292,0.423857833,0.452765099,0.405016002,0.420247823,0.476153753,0.53,2,"june",1257
"125","Dunukofia","Uzo-Uwani",2020,"Dunukofia",0.576486564,0.524106265,0.460050482,0.488842186,0.421451191,0.477122595,0.53,1,"june",162
"126","Dunukofia","Uzo-Uwani",2023,"Dunukofia",0.576486564,0.524106265,0.460050482,0.488842186,0.421451191,0.477122595,0.53,2,"june",1257
"127","Ekwusigo","Oru West",2020,"Ekwusigo",0.666666667,0.383333333,0.341666667,0.503389831,0.255572543,0.341515837,0.53,1,"june",162
"128","Ekwusigo","Oru West",2023,"Ekwusigo",0.666666667,0.383333333,0.341666667,0.503389831,0.255572543,0.341515837,0.53,2,"june",1257
"129","Idemili North","Uzo-Uwani",2020,"Idemili North",0.593142139,0.519004233,0.4091815,0.494200106,0.422797782,0.478205882,0.53,1,"june",162
"130","Idemili North","Uzo-Uwani",2023,"Idemili North",0.593142139,0.519004233,0.4091815,0.494200106,0.422797782,0.478205882,0.53,2,"june",1257
"131","Idemili South","Oru West",2020,"Idemili South",0.484337998,0.417186102,0.391506586,0.463297291,0.377378695,0.441250403,0.53,1,"june",162
"132","Idemili South","Oru West",2023,"Idemili South",0.484337998,0.417186102,0.391506586,0.463297291,0.377378695,0.441250403,0.53,2,"june",1257
"133","Ihiala","Oru West",2020,"Ihiala",0.500934575,0.530563004,0.487705817,0.606561085,0.199598953,0.297729955,0.53,1,"june",162
"134","Ihiala","Oru West",2023,"Ihiala",0.500934575,0.530563004,0.487705817,0.606561085,0.199598953,0.297729955,0.53,2,"june",1257
"135","Njikoka","Uzo-Uwani",2020,"Njikoka",0.585714286,0.46700485,0.495035427,0.450182471,0.436915256,0.489504274,0.53,1,"june",162
"136","Njikoka","Uzo-Uwani",2023,"Njikoka",0.585714286,0.46700485,0.495035427,0.450182471,0.436915256,0.489504274,0.53,2,"june",1257
"137","Nnewi North","Oru West",2020,"Nnewi North",0.552890955,0.525946586,0.452765099,0.517649894,0.308642745,0.38462961,0.53,1,"june",162
"138","Nnewi North","Oru West",2023,"Nnewi North",0.552890955,0.525946586,0.452765099,0.517649894,0.308642745,0.38462961,0.53,2,"june",1257
"139","Nnewi South","Oru West",2020,"Nnewi South",0.684363006,0.728571429,0.544666354,0.551257319,0.303374646,0.380306319,0.53,1,"june",162
"140","Nnewi South","Oru West",2023,"Nnewi South",0.684363006,0.728571429,0.544666354,0.551257319,0.303374646,0.380306319,0.53,2,"june",1257
"141","Ogbaru","Ahoada West",2020,"Ogbaru",0.646153846,0.566666667,0.663636364,0.520588235,0.230996863,0.322021221,0.53,1,"may",131
"142","Ogbaru","Ahoada West",2023,"Ogbaru",0.646153846,0.566666667,0.663636364,0.520588235,0.230996863,0.322021221,0.53,2,"may",1226
"143","Onitsha North","Uzo-Uwani",2020,"Onitsha North",0.33030303,0.524106265,0.460050482,0.329850746,0.382531956,0.445478249,0.53,1,"june",162
"144","Onitsha North","Uzo-Uwani",2023,"Onitsha North",0.33030303,0.524106265,0.460050482,0.329850746,0.382531956,0.445478249,0.53,2,"june",1257
"145","Onitsha South","Uzo-Uwani",2020,"Onitsha South",0.576486564,0.524106265,0.347619048,0.315151515,0.368656397,0.434081069,0.53,1,"june",162
"146","Onitsha South","Uzo-Uwani",2023,"Onitsha South",0.576486564,0.524106265,0.347619048,0.315151515,0.368656397,0.434081069,0.53,2,"june",1257
"147","Orumba North","Oru West",2020,"Orumba North",0.554172856,0.459451365,0.402097342,0.410652484,0.403508225,0.462606614,0.53,1,"june",162
"148","Orumba North","Oru West",2023,"Orumba North",0.554172856,0.459451365,0.402097342,0.410652484,0.403508225,0.462606614,0.53,2,"june",1257
"149","Orumba South","Oru West",2020,"Orumba South",0.552890955,0.525946586,0.452765099,0.517649894,0.438379079,0.490669288,0.53,1,"june",162
"150","Orumba South","Oru West",2023,"Orumba South",0.552890955,0.525946586,0.452765099,0.517649894,0.438379079,0.490669288,0.53,2,"june",1257
"151","Oyi","Uzo-Uwani",2020,"Oyi",0.52643074,0.360150372,0.333836856,0.401360915,0.387377598,0.449447388,0.53,1,"june",162
"152","Oyi","Uzo-Uwani",2023,"Oyi",0.52643074,0.360150372,0.333836856,0.401360915,0.387377598,0.449447388,0.53,2,"june",1257
"153","Biase","Ngor-Okpala",2021,"Biase",0.782671224,0.826268077,0.776156082,0.850827005,0.42094549,0.476715539,0.53,1,"june",527
"154","Alkaleri","Alkaleri",2024,"Alkaleri",0.755387964,0.697922582,0.606625021,0.757443319,0.570092852,0.588317246,0.53,2,"july",1646
"155","Billiri","Alkaleri",2021,"Billiri",0.831522209,0.680907069,0.63393797,1.005255164,0.209402585,0.305232023,0.53,1,"july",551
"156","Bauchi","Alkaleri",2024,"Bauchi",0.749957029,0.554519356,0.575214477,0.712964953,0.627087591,0.624866967,0.53,2,"july",1646
"157","Bindawa","Rimi",2021,"Bindawa",1.094871795,1.216666667,1.107692308,1.105970149,0.7272811,0.679287322,0.53,1,"march",435
"158","Bogoro","Alkaleri",2024,"Bogoro",0.784534717,0.681738609,0.638571783,0.797522113,0.578959907,0.594258836,0.53,2,"july",1646
"159","Biriniwa","Taura",2021,"Biriniwa",1.049295991,0.946893034,1.247368421,1.067208089,0.694642094,0.662953681,0.53,1,"july",551
"160","Damban","Darazo",2024,"Damban",0.620754717,0.625,0.582608696,0.819480519,0.81015375,0.714922519,0.53,2,"july",1646
"161","Birni Kudu","Takali",2021,"Birni Kudu",1.179221521,1.080412827,1.140102739,1.1898771,0.79905925,0.710618621,0.53,1,"september",615
"162","Darazo","Darazo",2024,"Darazo",0.681143004,0.633840547,0.654634865,0.822147671,0.786253294,0.705476275,0.53,2,"july",1646
"163","Birnin Kebbi","Birnin Kebbi",2021,"Birnin Kebbi",1.174349018,1.014472081,0.840596894,1.084096173,0.745947987,0.688032578,0.53,1,"august",588
"164","Dass","Alkaleri",2024,"Dass",1.161111111,0.761538462,0.663636364,1.073584906,0.466190501,0.512538393,0.53,2,"july",1646
"165","Bogoro","Alkaleri",2021,"Bogoro",0.784534717,0.681738609,0.638571783,0.797522113,0.578959907,0.594258836,0.53,1,"july",551
"166","Gamawa","Gwarzo",2024,"Gamawa",0.784848485,0.55,0.633333333,0.934920635,0.770682387,0.698966685,0.53,2,"august",1683
"167","Boki","Obubra",2021,"Boki",0.425,0.55,0.411111111,0.483673469,0.433816783,0.487034109,0.53,1,"june",527
"168","Jama'are","Taura",2024,"Jama'are",0.83934621,0.744648002,0.816734467,1.097350525,0.749263424,0.689541118,0.53,2,"july",1646
"169","Buji","Takali",2021,"Buji",1.042088223,0.732266982,0.849887443,1.16602248,0.759566013,0.694143703,0.53,1,"september",615
"170","Ganjuwa","Darazo",2024,"Ganjuwa",0.876367392,0.544194758,0.607748719,0.924384825,0.647484501,0.636975276,0.53,2,"july",1646
"171","Bunza","Birnin Kebbi",2021,"Bunza",1.089226475,0.914967322,0.834978419,1.08771905,0.672182056,0.650932828,0.53,1,"august",588
"172","Giade","Darazo",2024,"Giade",0.614285714,0.385714286,0.442857143,0.608823529,0.730326034,0.680743195,0.53,2,"july",1646
"173","Calabar South","Nsit Ubium",2021,"Calabar South",0.803793657,0.589940862,0.479419564,0.530488395,0.442007326,0.4935513,0.53,1,"june",527
"174","Itas-Gadau","Taura",2024,"Itas/Gadau",1.004426374,0.910191562,0.929827895,1.215155207,0.742973977,0.686667971,0.53,2,"july",1646
"175","Calabar-Municipal","Nsit Ubium",2021,"Calabar-Municipal",0.631461607,0.692374883,0.449901442,0.548555116,0.462134621,0.509382696,0.53,1,"june",527
"176","Katagum","Gwarzo",2024,"Katagum",0.815383228,0.691156259,0.732060917,1.064630621,0.74547039,0.687814164,0.53,2,"august",1683
"177","Charanchi","Rimi",2021,"Charanchi",1.161111111,1.118181818,1.042857143,1.103030303,0.738728442,0.684701159,0.53,1,"march",435
"178","Kirfi","Alkaleri",2024,"Kirfi",0.911111111,0.457894737,0.493548387,0.783870968,0.704749265,0.668154735,0.53,2,"july",1646
"179","Damban","Darazo",2021,"Damban",0.620754717,0.625,0.582608696,0.819480519,0.81015375,0.714922519,0.53,1,"july",551
"180","Misau","Darazo",2024,"Misau",0.688163903,0.640650807,0.53447449,0.909141639,0.803277912,0.712271562,0.53,2,"july",1646
"181","Dan Musa","Rimi",2021,"Dan Musa",1.254545455,1.118181818,1.126923077,1.173239437,0.814381216,0.7165261,0.53,1,"march",435
"182","Ningi","Takali",2024,"Ningi",0.899580132,0.617186346,0.665245735,0.99904886,0.6738636,0.651854983,0.53,2,"september",1710
"183","Ukum","Keana",2020,"Ukum",0.702895063,0.641754412,0.708776947,0.577550274,0.383970395,0.446657171,0.53,1,"august",223
"184","Ukum","Keana",2023,"Ukum",0.702895063,0.641754412,0.708776947,0.577550274,0.383970395,0.446657171,0.53,2,"august",1318
"185","Dandi","Birnin Kebbi",2021,"Dandi",1.165663905,1.12922218,0.803173764,1.057595484,0.635354493,0.629837503,0.53,1,"august",588
