,X,LGA,repDS,comboACT,ci_l,ci_u,Number of Participants,comboACT_repDS,ci_l_repDS,ci_u_repDS,Num_repDS,simday,duration,year 
220,220,Emure,Oke-Ero,0.246839589,1,1,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
221,221,Gboyin,Obubra,0.438502596,0.013172269,0.863832924,2,0.41009749,0.318847857,0.501347122,109,2920,-1,2018
222,222,Idosi-Osi,Oke-Ero,0.088017211,-0.086177674,0.262212097,5,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
223,223,Ijero,Oke-Ero,0.197871528,-0.133540332,0.529283388,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
224,224,Ikere,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
225,225,Ikole,Oke-Ero,0.026328373,-0.044154036,0.096810782,16,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
226,226,Ilemeji,Oke-Ero,0.444444444,0.444444444,0.444444444,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
227,227,Irepodun/Ifelodun,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
228,228,Ise/Orun,Oke-Ero,0.5,0.5,0.5,4,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
229,229,Moba,Oke-Ero,0.086996203,-0.066403911,0.240396316,4,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
230,230,Oye,Oke-Ero,0.246839589,0,0,2,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
231,231,Ezeagu,Uzo-Uwani,0.434581511,0.371875733,0.497287289,5,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
232,232,Igbo-Etiti,Uzo-Uwani,0.420192485,0,0,2,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
233,233,Igbo-Eze North,Uzo-Uwani,0.085378639,0.0305716,0.140185678,11,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
234,234,Igbo-Eze South,Uzo-Uwani,0.420192485,0,0,5,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
235,235,Isi-Uzo,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
236,236,Nkanu East,Owan East,0.446239251,0.309893872,0.58258463,16,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
237,237,Nkanu West,Uzo-Uwani,0.420192485,1,1,1,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
238,238,Nsukka,Uzo-Uwani,0.405325453,0.238048103,0.572602804,5,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
239,239,Oji-River,Oru West,0.411077428,NA,NA,NA,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
240,240,Udenu,Uzo-Uwani,0.691656723,0.555872872,0.827440573,10,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
241,241,Udi,Uzo-Uwani,0.420192485,1,1,2,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
242,242,Uzo-Uwani,Uzo-Uwani,0.216210522,-0.123936129,0.556357172,2,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
243,243,Ahiazu-Mbaise,Ngor-Okpala,0.283373403,0,0,1,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
244,244,Abaji,Keana,0.246130843,-0.048516732,0.540778418,13,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
245,245,Bwari,Giwa,0.154268943,0.067316623,0.241221262,9,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
246,246,Gwagwalada,Keana,0.067621303,-0.003478513,0.138721119,8,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
247,247,Kuje,Keana,0.177187213,NA,NA,NA,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
248,248,Kwali,Keana,0.177187213,0,0,7,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
249,249,Bunkure,Gwarzo,0.172172547,0,0,30,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
250,250,Abuja Municipal,Keana,0.048123756,-0.031885131,0.128132643,16,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
251,251,Akko,Alkaleri,0.145904448,0.037636021,0.254172876,41,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
252,252,Balanga,Alkaleri,0.214165347,0.044735917,0.383594777,15,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
253,253,Billiri,Alkaleri,0.333333333,0.333333333,0.333333333,3,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
254,254,Dukku,Darazo,0.114371076,0,0,23,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
255,255,Funakaye,Alkaleri,0.045454545,0.045454545,0.045454545,17,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
256,256,Gombe,Alkaleri,0.116169555,0.028125382,0.204213729,13,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
257,257,Kaltungo,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
258,258,Kwami,Alkaleri,0.069494533,0.050760048,0.088229018,45,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
259,259,Dala,Alkaleri,0.850046207,0.756183914,0.9439085,19,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
260,260,Nafada,Alkaleri,0.20161137,0.132558287,0.270664453,22,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
261,261,Shomgom,Alkaleri,0.141404793,-0.032221118,0.315030704,9,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
262,262,Yamaltu/Deba,Alkaleri,0.161803669,0.058003603,0.265603735,46,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
263,263,Aboh-Mbaise,Ngor-Okpala,0.375,0.375,0.375,13,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
264,264,Fagge,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
265,265,Ehime-Mbano,Ngor-Okpala,0.591374486,0.152976247,1.029772725,4,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
266,266,Ezinihitte,Ngor-Okpala,0.388958352,0.28623471,0.491681994,11,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
267,267,Ideato North,Oru West,0.761610688,0.66153356,0.861687815,12,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
268,268,Ideato South,Ngor-Okpala,0.283373403,0,0,2,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
269,269,Ihitte/Uboma,Ngor-Okpala,0.283373403,NA,NA,NA,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
270,270,Ikeduru,Ngor-Okpala,0.185892623,-0.047645919,0.419431164,4,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
271,271,Isiala Mbano,Ngor-Okpala,0.339461936,0.03735396,0.641569911,4,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
272,272,Isu,Ngor-Okpala,0.5,0.5,0.5,2,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
273,273,Mbaitoli,Ngor-Okpala,0.37771346,0.244245654,0.511181267,14,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
274,274,Obowo,Ngor-Okpala,0.283373403,0,0,3,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
275,275,Ngor-Okpala,Ngor-Okpala,0.555555556,0.555555556,0.555555556,10,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
276,276,Njaba,Ngor-Okpala,0.8,0.8,0.8,10,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
277,277,Nkwerre,Ngor-Okpala,0.25,0.25,0.25,3,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
278,278,Nwangele,Ngor-Okpala,0.283373403,NA,NA,NA,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
279,279,Oyo East,Akinyele,0.154926235,NA,NA,NA,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
280,280,Oguta,Oru West,0.5,0.5,0.5,16,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
281,281,Ohaji/Egbema,Oru West,0.466885712,0.245430553,0.68834087,13,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
282,282,Okigwe,Ngor-Okpala,0.333333333,0.228138606,0.438528061,5,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
283,283,Orlu,Oru West,0.25,0.25,0.25,2,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
284,284,Orsu,Oru West,0.257661386,0.034189902,0.48113287,6,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
285,285,Oru East,Oru West,0.411077428,0,0,5,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
286,286,Oru West,Oru West,0.433164524,0.192258086,0.674070962,23,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
287,287,Owerri-Municipal,Oru West,0.411077428,1,1,1,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
288,288,Tofa,Taura,0.230769231,0.230769231,0.230769231,19,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
289,289,Owerri North,Ngor-Okpala,0.283373403,1,1,5,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
290,290,Owerri West,Ngor-Okpala,0.283373403,NA,NA,NA,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
291,291,Unuimo,Ngor-Okpala,0.283373403,NA,NA,NA,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
292,292,Auyo,Taura,0.75,0.75,0.75,3,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
293,293,Babura,Babura,0.495944351,0.195392927,0.796495775,29,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
294,294,Biriniwa,Taura,0.166666667,0.166666667,0.166666667,7,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
295,295,Malam Madori,Taura,0.5,0.5,0.5,8,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
296,296,Birni Kudu,Takali,0.223983083,0.049635636,0.39833053,31,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
297,297,Buji,Takali,0.178754999,0,0,40,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
298,298,Jahun,Taura,0.22134251,0.097240546,0.345444473,52,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
299,299,Dutse,Takali,0.148488039,0.132913675,0.164062403,47,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
300,300,Gagarawa,Taura,0.174928041,0,0,1,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
301,301,Kafin Hausa,Taura,0.41906863,0.346731041,0.49140622,29,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
302,302,Garki,Babura,0.666666667,0.666666667,0.666666667,8,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
303,303,Gumel,Babura,0.25,0.25,0.25,7,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
304,304,Guri,Taura,0.174928041,NA,NA,NA,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
305,305,Gwaram,Takali,0.223498732,0.044057379,0.402940085,31,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
306,306,Gwiwa,Babura,0.333333333,0.333333333,0.333333333,13,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
307,307,Hadejia,Taura,0.174928041,NA,NA,NA,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
308,308,Kaugama,Taura,0.111111111,0.111111111,0.111111111,18,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
309,309,Kazaure,Babura,0.3125,0.3125,0.3125,15,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
310,310,Kiri Kasamma,Taura,0.293729355,0.16226211,0.4251966,12,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
311,311,Tsanyawa,Gwarzo,0.172172547,0,0,7,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
312,312,Miga,Taura,0.111111111,0.111111111,0.111111111,11,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
313,313,Ringim,Taura,0.333333333,0.333333333,0.333333333,12,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
314,314,Roni,Babura,0.349277359,NA,NA,NA,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
315,315,Taura,Taura,0.411764706,0.411764706,0.411764706,13,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
316,316,Yankwashi,Babura,0.476408199,0.406393943,0.546422455,20,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
317,317,kiyawa,Takali,0.142857143,0.142857143,0.142857143,15,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
318,318,Dutsi,Rimi,0.230769231,0.230769231,0.230769231,11,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
319,319,Birnin-Gwari,Giwa,0.130508332,NA,NA,NA,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
320,320,Kajuru,Soba,0.02049469,0,0,6,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
321,321,Chikun,Soba,0.02049469,NA,NA,NA,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
322,322,Giwa,Giwa,0.130508332,0,0,36,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
323,323,Koko/Besse,Birnin Kebbi,0.630339538,0.619781189,0.640897886,20,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
324,324,Igabi,Soba,0.02049469,0,0,128,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
325,325,Ikara,Soba,0.02049469,0,0,42,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
326,326,Jaba,Oke-Ero,0.246839589,0,0,2,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
327,327,Ogori/Mangongo,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
328,328,Jema'a,Soba,0.13917526,0.074046167,0.204304354,13,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
329,329,Kachia,Ngor-Okpala,0.026107845,-0.0294873,0.081702989,25,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
330,330,Kaduna North,Soba,0.065737057,0.050820459,0.080653655,15,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
331,331,Kudan,Giwa,0.130508332,0,0,28,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
332,332,Kagarko,Oke-Ero,0.246839589,0,0,18,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
333,333,Kaura,Soba,0.02049469,0,0,4,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
334,334,Kauru,Soba,0.02049469,0,0,6,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
335,335,Kubau,Soba,0.02049469,0,0,40,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
336,336,Lere,Soba,0.02049469,0,0,19,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
337,337,Markafi,Gwarzo,0.172172547,NA,NA,NA,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
338,338,Sabon-Gari,Soba,0.054684067,-0.075438517,0.184806651,22,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
339,339,Sanga,Soba,0.02049469,0,0,4,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
340,340,Soba,Soba,0.02049469,0,0,46,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
341,341,Zango-Kataf,Soba,0.02049469,0,0,7,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
342,342,Zaria,Soba,0.053514175,0.023448445,0.083579906,58,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
343,343,Kaduna South,Soba,0.02049469,0,0,9,0.02049469,0.003017484,0.037971895,434,2920,-1,2018
344,344,Bichi,Gwarzo,0.172172547,NA,NA,NA,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
345,345,Ajingi,Taura,0.174928041,0,0,6,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
346,346,Albasu,Takali,0.666666667,0.666666667,0.666666667,6,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
347,347,Bagwai,Babura,0.2,0.2,0.2,5,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
348,348,Bebeji,Gwarzo,0.172172547,0,0,10,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
349,349,Dambatta,Babura,0.333333333,0.333333333,0.333333333,5,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
350,350,Dawakin Kudu,Gwarzo,0.272727273,0.272727273,0.272727273,29,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
351,351,Dawakin Tofa,Taura,0.181818182,0.181818182,0.181818182,15,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
352,352,Doguwa,Giwa,0.130434783,0.130434783,0.130434783,36,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
353,353,Gabasawa,Taura,0.174928041,0,0,11,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
354,354,Garko,Gwarzo,0.172172547,0,0,5,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
355,355,Garum Mallam,Gwarzo,0.153846154,0.153846154,0.153846154,19,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
356,356,Gaya,Gwarzo,0.166666667,0.166666667,0.166666667,8,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
357,357,Gezawa,Gwarzo,0.25,0.25,0.25,13,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
358,358,Gwale,Alkaleri,0.45946767,0.353797767,0.565137573,14,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
359,359,Gwarzo,Gwarzo,0.4,0.4,0.4,19,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
360,360,Kabo,Gwarzo,0.328669685,0.115958908,0.541380462,25,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
361,361,Kano Municipal,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
362,362,Karaye,Gwarzo,0.416666667,0.416666667,0.416666667,23,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
363,363,Kibiya,Gwarzo,0.172172547,NA,NA,NA,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
364,364,Kiru,Gwarzo,0.238749426,0.105580875,0.371917977,28,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
365,365,Kumbotso,Taura,0.174928041,NA,NA,NA,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
366,366,Yagba West,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
367,367,Kunchi,Babura,0.147410353,0.086899449,0.207921257,11,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
368,368,Kura,Gwarzo,0.222222222,0.222222222,0.222222222,8,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
369,369,Madobi,Taura,0.174928041,NA,NA,NA,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
370,370,Makoda,Babura,0.6,0.6,0.6,2,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
371,371,Ekiti,Oke-Ero,0.744393955,0.216997694,1.271790217,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
372,372,Minjibir,Taura,0.537957946,0.136429642,0.939486251,29,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
373,373,Nasarawa1,Alkaleri,0.366085612,-0.034373206,0.766544431,17,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
374,374,Rano,Gwarzo,0.222222222,0.222222222,0.222222222,9,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
375,375,Rimin Gado,Gwarzo,0.172172547,NA,NA,NA,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
376,376,Bindawa,Rimi,0.1,0.1,0.1,13,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
377,377,Rogo,Gwarzo,0.333333333,0.333333333,0.333333333,3,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
378,378,Shanono,Gwarzo,0.172172547,NA,NA,NA,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
379,379,Sumaila,Takali,0.625,0.625,0.625,18,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
380,380,Takali,Takali,0.268237707,0.193513484,0.342961931,23,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
381,381,Tarauni,Alkaleri,0.811023636,0.629498376,0.992548897,17,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
382,382,Tudun Wada,Gwarzo,0.087906934,0.034660465,0.141153403,36,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
383,383,Ungogo,Taura,0.357446766,0.259580825,0.455312707,63,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
384,384,Warawa,Gwarzo,0.052631579,0.052631579,0.052631579,27,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
385,385,Wudil,Gwarzo,0.123493704,0.072022842,0.174964566,23,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
386,386,Daura,Babura,0.202230441,0.152292519,0.252168363,55,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
387,387,Bakori,Gwarzo,0.172172547,0,0,28,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
388,388,Batagarawa,Rimi,0.373076926,0.227196229,0.518957624,15,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
389,389,Batsari,Rimi,0.333333333,0.333333333,0.333333333,22,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
390,390,Charanchi,Rimi,0.105263158,0.105263158,0.105263158,43,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
391,391,Dan Musa,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
392,392,Dandume,Giwa,0.130508332,NA,NA,NA,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
393,393,Danja,Giwa,0.130508332,0,0,5,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
394,394,Dutsin-Ma,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
395,395,Faskari,Giwa,0.130508332,0,0,22,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
396,396,Funtua,Gwarzo,0.172172547,0,0,7,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
397,397,Asa,Oke-Ero,0.333333333,0.333333333,0.333333333,7,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
398,398,Ingawa,Rimi,0.055555556,0.055555556,0.055555556,24,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
399,399,Kafur,Gwarzo,0.204678348,0.146397109,0.262959587,19,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
400,400,Kankara,Rimi,0.209995572,0,0,9,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
401,401,Kankia,Rimi,0.285714286,0.285714286,0.285714286,27,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
402,402,Katsina,Rimi,0.498949589,0.266964276,0.730934902,26,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
403,403,Kurfi,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
404,404,Kusada,Rimi,0.1875,0.1875,0.1875,18,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
405,405,Malumfashi,Gwarzo,0.666666667,0.666666667,0.666666667,4,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
406,406,Mani,Rimi,0.199881617,0.085566005,0.314197229,75,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
407,407,Matazuu,Rimi,0.285714286,0.285714286,0.285714286,7,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
408,408,Birnin Kebbi,Birnin Kebbi,0.572939706,0.308775123,0.837104289,47,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
409,409,Musawa,Gwarzo,0.368421053,0.368421053,0.368421053,30,0.172172547,0.110737416,0.233607678,491,2920,-1,2018
410,410,Rimi,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
411,411,Sabuwa,Giwa,0.5,0.5,0.5,6,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
412,412,Safana,Babura,0.444444444,0.444444444,0.444444444,10,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
413,413,Sandamu,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
414,414,Aleiro,Birnin Kebbi,0.42225568,NA,NA,NA,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
415,415,Argungu,Birnin Kebbi,0.591750026,0.420281429,0.763218623,60,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
416,416,Augie,Birnin Kebbi,0.538461538,0.538461538,0.538461538,16,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
417,417,Bunza,Birnin Kebbi,0.42225568,NA,NA,NA,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
418,418,Fakai,Birnin Kebbi,0.666666667,0.666666667,0.666666667,6,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
419,419,Gwandu,Birnin Kebbi,0.529411765,0.529411765,0.529411765,16,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
420,420,Jega,Birnin Kebbi,0.566772845,0.545293755,0.588251934,25,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
421,421,Kalgo,Birnin Kebbi,0.528194641,0.291662736,0.764726547,37,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
422,422,Iseyin,Akinyele,0.154926235,0,0,4,0.154926235,0.08934872,0.22050375,109,2920,-1,2018
423,423,Maiyama,Birnin Kebbi,0.722222222,0.722222222,0.722222222,20,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
424,424,Ngaski,Owan East,0.604290953,0.3200565,0.888525407,14,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
425,425,Sakaba,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
426,426,Shanga,Birnin Kebbi,0.857142857,0.857142857,0.857142857,4,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
427,427,Suru,Birnin Kebbi,0.533333333,0.533333333,0.533333333,19,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
428,428,Wasagu/Danko,Alkaleri,0.428571429,0.428571429,0.428571429,7,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
429,429,Yauri,Birnin Kebbi,0.666430515,0.59767686,0.73518417,12,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
430,430,Zuru,Alkaleri,0.234127553,1,1,9,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
431,431,Adavi,Owan East,0.278942779,0,0,5,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
432,432,Ajaokuta,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
433,433,Ankpa,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
434,434,Bassa1,Keana,0.2,-0.02901685,0.42901685,3,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
435,435,Dekina,Owan East,0.190297763,0.081858222,0.298737304,13,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
436,436,Edu,Oke-Ero,0.246839589,0,0,2,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
437,437,Ibaji,Uzo-Uwani,0.420192485,0,0,0,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
438,438,Idah,Uzo-Uwani,0.420192485,NA,NA,NA,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
439,439,Igalamela-Odolu,Uzo-Uwani,0.420192485,0,0,1,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
440,440,Ijumu,Oke-Ero,0.246839589,1,1,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
441,441,Kabba/Bunu,Oke-Ero,0.246839589,0,0,1,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
442,442,Kogi,Keana,0.333333333,0.333333333,0.333333333,2,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
