,X,LGA,repDS,comboACT,ci_l,ci_u,Number of Participants,comboACT_repDS,ci_l_repDS,ci_u_repDS,Num_repDS,simday,duration,year 
667,667,Potiskum,Darazo,0.013980398,-0.00525284,0.033213635,54,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
668,668,Karin-Lamido,Alkaleri,0.156914887,0.080373436,0.233456338,12,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
669,669,Lau,Alkaleri,0.181818182,-0.00468562,0.368321983,5,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
670,670,Wukari,Keana,0.231376297,0.118286065,0.344466529,34,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
671,671,Zing,Alkaleri,0.234127553,0,0,4,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
672,672,Bade,Taura,0.047619048,0.047619048,0.047619048,15,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
673,673,Nguru,Taura,0.174928041,0,0,14,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
674,674,Bursari,Taura,0.125,0.125,0.125,6,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
675,675,Damaturu,Darazo,0.114371076,0,0,3,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
676,676,Fika,Darazo,0.095238095,0.095238095,0.095238095,25,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
677,677,Gujba,Darazo,0.114371076,NA,NA,NA,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
678,678,Fune,Darazo,0.03153893,0.014904065,0.048173796,44,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
679,679,Gulani,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
680,680,Geidam,Babura,0.349277359,NA,NA,NA,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
681,681,Nangere,Darazo,0.033333333,0.033333333,0.033333333,9,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
682,682,Jakusko,Taura,0.174928041,0,0,26,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
683,683,Karasuwa,Taura,0.057494575,0.003680828,0.111308322,33,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
684,684,Tarmua,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
685,685,Anka,Darazo,0.081656815,0.020420215,0.142893415,15,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
686,686,Bakura,Darazo,0.114371076,0,0,9,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
687,687,Birnin Magaji,Rimi,0.209995572,NA,NA,NA,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
688,688,Bukkuyum,Alkaleri,0.234127553,0,0,5,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
689,689,Bungudu,Takali,0.297222393,-0.008039442,0.602484227,9,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
690,690,Gummi,Birnin Kebbi,0.42225568,0,0,25,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
691,691,Ipokia,Uzo-Uwani,0.420192485,0,0,1,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
692,692,Gusau,Darazo,0.114371076,0,0,17,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
693,693,Kaura-Namoda,Rimi,0.209995572,0,0,12,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
694,694,Maradun,Darazo,0.073493989,-0.05801652,0.205004498,13,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
695,695,Tsafe,Takali,0.034150989,-0.033484111,0.101786089,15,0.178754999,0.109168462,0.248341535,353,2920,-1,2018
696,696,Maru,Giwa,0.130508332,NA,NA,NA,0.130508332,0.056613318,0.204403346,235,2920,-1,2018
697,697,Shinkafi,Rimi,0.209995572,0,0,14,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
698,698,Talata Mafara,Darazo,0.114371076,0,0,15,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
699,699,Zurmi,Rimi,0.209995572,0,0,12,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
700,700,Mbo,Nsit Ubium,0.1,0.1,0.1,7,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
701,701,Oron,Nsit Ubium,0.297727761,0,0,1,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
702,702,Udung Uko,Nsit Ubium,0.297727761,NA,NA,NA,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
703,703,Calabar South,Nsit Ubium,0.297727761,0,0,0,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
704,704,Ibeno,Nsit Ubium,0.297727761,NA,NA,NA,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
705,705,Eastern Obolo,Nsit Ubium,0.6,0.6,0.6,7,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
706,706,Degema,Ahoada West,0.25,0.25,0.25,5,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
707,707,Brass,Ahoada West,0.514466613,0.197764142,0.831169084,5,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
708,708,Southern Ijaw,Ahoada West,0.246461454,0,0,2,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
709,709,Ekeremor,Ahoada West,0.205928424,-0.09421847,0.506075317,3,0.246461454,0.176147202,0.316775705,237,2920,-1,2018
710,710,Burutu,Isoko South,0.12159624,NA,NA,NA,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
711,711,Warri South West,Isoko South,0.12159624,NA,NA,NA,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
712,712,Warri North,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
713,713,Ilaje,Owan East,0.278942779,NA,NA,NA,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
714,714,Ibeju/Lekki,Uzo-Uwani,0.5,0.5,0.5,3,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
715,715,Amuwo-Odofin,Isoko South,0.12159624,0,0,4,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
716,716,Badagry,Uzo-Uwani,0.420192485,NA,NA,NA,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
717,717,Egbado North,Owan East,0.278942779,0,0,1,0.278942779,0.20854085,0.349344709,286,2920,-1,2018
718,718,Imeko-Afon,Oke-Ero,0.246839589,0,0,0,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
719,719,Iwajowa,Oke-Ero,0.246839589,0,0,3,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
720,720,Atigbo,Oke-Ero,0.246839589,NA,NA,NA,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
721,721,Baruten,Oke-Ero,0.246839589,0,0,5,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
722,722,Borgu,Oke-Ero,0.285714286,0.285714286,0.285714286,7,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
723,723,Bagudo,Birnin Kebbi,0.345276873,0.221943059,0.468610687,38,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
724,724,Dandi,Birnin Kebbi,0.34910543,-0.036588948,0.734799808,11,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
725,725,Arewa-Dandi,Birnin Kebbi,0.666666667,0.666666667,0.666666667,6,0.42225568,0.331741673,0.512769687,461,2920,-1,2018
726,726,Gudu,Gawabawa,0.106631444,NA,NA,NA,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
727,727,Tangaza,Gawabawa,0.106631444,NA,NA,NA,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
728,728,Gada,Gawabawa,0.106631444,0,0,10,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
729,729,Sabon Birni,Gawabawa,0.123867041,-0.096157398,0.34389148,15,0.106631444,0.045471362,0.167791526,203,2920,-1,2018
730,730,kaita,Rimi,0.153846154,0.153846154,0.153846154,22,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
731,731,Jibia,Rimi,0.333333333,0.333333333,0.333333333,53,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
732,732,Mashi,Rimi,0.166666667,0.166666667,0.166666667,12,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
733,733,Mai'Adua,Rimi,0.4,0.4,0.4,5,0.209995572,0.147569442,0.272421702,422,2920,-1,2018
734,734,Zango,Babura,0.352941176,0.352941176,0.352941176,21,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
735,735,Baure,Babura,0.357142857,0.357142857,0.357142857,22,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
736,736,Sule-Tankarkar,Babura,0.368421053,0.368421053,0.368421053,28,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
737,737,Maigatari,Babura,0.20590316,0.133980624,0.277825696,14,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
738,738,Ussa,Oru West,0.25,0.25,0.25,2,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
739,739,Machina,Taura,0.054679287,0.007946111,0.101412463,193,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
740,740,Yusufari,Taura,0.174928041,0,0,15,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
741,741,Shomolu,Isoko South,0.12159624,0,0,6,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
742,742,Yunusari,Babura,0.349277359,NA,NA,NA,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
743,743,Monguno,Babura,0.349277359,NA,NA,NA,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
744,744,Mobbar,Babura,0.524066481,0.137225983,0.91090698,13,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
745,745,Ngala,Taura,0.174928041,NA,NA,NA,0.174928041,0.127558998,0.222297083,702,2920,-1,2018
746,746,Abadam,Babura,0.349277359,NA,NA,NA,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
747,747,Kukawa,Babura,0.6,0.6,0.6,2,0.349277359,0.281351601,0.417203116,281,2920,-1,2018
748,748,Kala/Balge,Darazo,0.114371076,NA,NA,NA,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
749,749,Bama,Darazo,0.114371076,NA,NA,NA,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
750,750,Gwoza,Darazo,0.114371076,NA,NA,NA,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
751,751,Madagali,Darazo,0.114371076,NA,NA,NA,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
752,752,Michika,Darazo,0.114371076,0,0,3,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
753,753,Mubi North,Darazo,0.222784613,0.088860324,0.356708903,11,0.114371076,0.076403711,0.152338442,473,2920,-1,2018
754,754,Maiha,Alkaleri,0.234127553,0,0,8,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
755,755,Fufore,Alkaleri,0.139280114,-0.110889987,0.389450214,18,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
756,756,Jada,Alkaleri,0.095661138,0.002627262,0.188695013,16,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
757,757,Ganaye,Alkaleri,0.234127553,NA,NA,NA,0.234127553,0.162145206,0.306109899,687,2920,-1,2018
758,758,Toungo,Keana,0.071428571,0.071428571,0.071428571,13,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
759,759,Kurmi,Oru West,0.4,0.4,0.4,5,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
760,760,Gashaka,Oru West,0.411077428,0,0,7,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
761,761,Sardauna,Oru West,0.206564122,0.153443144,0.259685101,27,0.411077428,0.336623251,0.485531605,252,2920,-1,2018
762,762,Takum,Keana,0.151369488,-0.030015682,0.332754659,23,0.177187213,0.13506214,0.219312285,325,2920,-1,2018
763,763,Kwande,Oke-Ero,0.188679397,-0.243137922,0.620496717,4,0.246839589,0.20084988,0.292829298,476,2920,-1,2018
764,764,Obanliku,Obubra,0.41009749,1,1,2,0.41009749,0.318847857,0.501347122,109,2920,-1,2018
765,765,Boki,Obubra,0.25,0.25,0.25,5,0.41009749,0.318847857,0.501347122,109,2920,-1,2018
766,766,Etung,Obubra,0.2,0.2,0.2,3,0.41009749,0.318847857,0.501347122,109,2920,-1,2018
767,767,Akamkpa,Ngor-Okpala,0.191387598,0.064339521,0.318435675,3,0.283373403,0.195985485,0.370761322,221,2920,-1,2018
768,768,Bakassi,Obubra,0.41009749,NA,NA,NA,0.41009749,0.318847857,0.501347122,109,2920,-1,2018
769,769,Akpabuyo,Nsit Ubium,0.297727761,0,0,2,0.297727761,0.207937524,0.387517997,223,2920,-1,2018
770,770,Eti-Osa,Isoko South,0.12159624,NA,NA,NA,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
771,771,Ikorodu,Uzo-Uwani,0.159507461,-0.153403157,0.472418078,18,0.420192485,0.330335247,0.510049722,241,2920,-1,2018
772,772,Kosofe,Isoko South,0.691001687,0.234345768,1.147657606,9,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
773,773,Lagos Island,Isoko South,0.12159624,0,0,3,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
774,774,Lagos Mainland,Isoko South,0.12159624,NA,NA,NA,0.12159624,-0.035118316,0.278310796,56,2920,-1,2018
