,LGA,Rep_DS,State,simday,duration,year,U5_coverage_m,U5_coverage_l,U5_coverage,adult_coverage_m,adult_coverage_l,adult_coverage,severe_cases
1499,Ukwa East,Nsit Ubium,,1095,730,2013,0.116736022,0.043754235,0.189717809,0.116736022,0.043754235,0.189717809,0.49
1500,Ukwa West,Nsit Ubium,,1095,730,2013,0.116736022,0.043754235,0.189717809,0.116736022,0.043754235,0.189717809,0.49
1501,Ukwuani,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1502,Umu-Neochi,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1503,Umuahia North,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1504,Umuahia South,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1505,Ungogo,Taura,,1095,730,2013,0.12151146,0.046769383,0.093086858,0.12151146,0.046769383,0.093086858,0.49
1506,Unuimo,Ngor-Okpala,,1095,730,2013,0.040385726,0.003930417,0.076841034,0.040385726,0.003930417,0.076841034,0.49
1507,Uruan,Nsit Ubium,,1095,730,2013,0.116736022,0.043754235,0.189717809,0.116736022,0.043754235,0.189717809,0.49
1508,Urue-Offong-Oruko,Nsit Ubium,,1095,730,2013,0.083333333,0.043754235,0.189717809,0.083333333,0.043754235,0.189717809,0.49
1509,Ushongo,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1510,Ussa,Oru West,,1095,730,2013,0.049344359,0.006251072,0.092437646,0.049344359,0.006251072,0.092437646,0.49
1511,Uvwie,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1512,Uyo,Nsit Ubium,,1095,730,2013,0.086058221,0.043754235,0.189717809,0.086058221,0.043754235,0.189717809,0.49
1513,Uzo-Uwani,Uzo-Uwani,,1095,730,2013,0.072215691,0.02817451,0.116256872,0.072215691,0.02817451,0.116256872,0.49
1514,Vandeikya,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1515,Wamako,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1516,Wamba,Alkaleri,,1095,730,2013,0.5,0.031748425,0.075490339,0.5,0.031748425,0.075490339,0.49
1517,Warawa,Gwarzo,,1095,730,2013,0.023765288,0.003275168,0.044255409,0.023765288,0.003275168,0.044255409,0.49
1518,Warji,Takali,,1095,730,2013,0.051157313,0,0.113312359,0.051157313,0,0.113312359,0.49
1519,Warri North,Owan East,,1095,730,2013,0.044332263,0.0098755,0.078789026,0.044332263,0.0098755,0.078789026,0.49
1520,Warri South,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1521,Warri South West,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1522,Wasagu-Danko,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1523,Wase,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1524,Wudil,Gwarzo,,1095,730,2013,0.076923077,0.003275168,0.044255409,0.076923077,0.003275168,0.044255409,0.49
1525,Wukari,Keana,,1095,730,2013,0.05092044,0.005529724,0.096311157,0.05092044,0.005529724,0.096311157,0.49
1526,Wurno,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1527,Wushishi,Oke-Ero,,1095,730,2013,0.25,0.030860305,0.187561992,0.25,0.030860305,0.187561992,0.49
1528,Yabo,Gawabawa,,1095,730,2013,0.073810029,0.013935005,0.133685052,0.073810029,0.013935005,0.133685052,0.49
1529,Yagba East,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1530,Yagba West,Oke-Ero,,1095,730,2013,0.109211148,0.030860305,0.187561992,0.109211148,0.030860305,0.187561992,0.49
1531,Yakurr,Obubra,,1095,730,2013,0.050301814,0,0.101017488,0.050301814,0,0.101017488,0.49
1532,Yala,Oke-Ero,,1095,730,2013,0.025245447,0.030860305,0.187561992,0.025245447,0.030860305,0.187561992,0.49
1533,Yamaltu-Deba,Alkaleri,,1095,730,2013,0.081332317,0.031748425,0.075490339,0.081332317,0.031748425,0.075490339,0.49
1534,Yankwashi,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1535,Yauri,Birnin Kebbi,,1095,730,2013,0.159709946,0.068057438,0.251362453,0.159709946,0.068057438,0.251362453,0.49
1536,Yenegoa,Isoko South,,1095,730,2013,0.136199054,0.009945494,0.262452614,0.136199054,0.009945494,0.262452614,0.49
1537,Yola North,Alkaleri,,1095,730,2013,0.115097077,0.031748425,0.075490339,0.115097077,0.031748425,0.075490339,0.49
1538,Yola South,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1539,Yorro,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1540,Yunusari,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1541,Yusufari,Taura,,1095,730,2013,0.13675998,0.046769383,0.093086858,0.13675998,0.046769383,0.093086858,0.49
1542,Zaki,Taura,,1095,730,2013,0.069928121,0.046769383,0.093086858,0.069928121,0.046769383,0.093086858,0.49
1543,Zango,Babura,,1095,730,2013,0.045372476,0,0.110805117,0.045372476,0,0.110805117,0.49
1544,Zango-Kataf,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1545,Zaria,Soba,,1095,730,2013,0.030472784,0,0.064214693,0.030472784,0,0.064214693,0.49
1546,Zing,Alkaleri,,1095,730,2013,0.053619382,0.031748425,0.075490339,0.053619382,0.031748425,0.075490339,0.49
1547,Zurmi,Rimi,,1095,730,2013,0.073611031,0.022996125,0.124225938,0.073611031,0.022996125,0.124225938,0.49
1548,Zuru,Alkaleri,,1095,730,2013,0.187388421,0.031748425,0.075490339,0.187388421,0.031748425,0.075490339,0.49
1549,Aba North,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1550,Aba South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1551,Abadam,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1552,Abaji,Keana,,1825,1095,2015,0.5,0.041604488,0.220773112,0.5,0.041604488,0.220773112,0.49
1553,Abak,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1554,Abakaliki,Owan East,,1825,1095,2015,0.333333333,0.182414224,0.347539461,0.333333333,0.182414224,0.347539461,0.49
1555,Abeokuta North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1556,Abeokuta South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1557,Abi,Obubra,,1825,1095,2015,0.142857143,0.064518084,0.43398923,0.142857143,0.064518084,0.43398923,0.49
1558,Aboh-Mbaise,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1559,Abua-Odual,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1560,Abuja Municipal,Keana,,1825,1095,2015,0.318758333,0.041604488,0.220773112,0.318758333,0.041604488,0.220773112,0.49
1561,Adavi,Owan East,,1825,1095,2015,0.666666667,0.182414224,0.347539461,0.666666667,0.182414224,0.347539461,0.49
1562,Ado,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1563,Ado Ekiti,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1564,Ado-Odo-Ota,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1565,Afijio,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1566,Afikpo North,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1567,Afikpo South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1568,Agaie,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1569,Agatu,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1570,Agege,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1571,Aguata,Oru West,,1825,1095,2015,0.3,0.212880315,0.520560659,0.3,0.212880315,0.520560659,0.49
1572,Agwara,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1573,Ahiazu-Mbaise,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1574,Ahoada East,Ahoada West,,1825,1095,2015,0.75,0.152126062,0.341938514,0.75,0.152126062,0.341938514,0.49
1575,Ahoada West,Ahoada West,,1825,1095,2015,0.333333333,0.152126062,0.341938514,0.333333333,0.152126062,0.341938514,0.49
1576,Aiyedade,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1577,Aiyedire,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1578,Ajaokuta,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1579,Ajeromi-Ifelodun,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1580,Ajingi,Taura,,1825,1095,2015,0.111111111,0.058467978,0.210152443,0.111111111,0.058467978,0.210152443,0.49
1581,Akamkpa,Ngor-Okpala,,1825,1095,2015,0.2,0.050004489,0.291462331,0.2,0.050004489,0.291462331,0.49
1582,Akinyele,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1583,Akko,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1584,Akoko North East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1585,Akoko North West,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1586,Akoko South East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1587,Akoko South West,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1588,Akoko-Edo,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1589,Akpabuyo,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1590,Akuku Toru,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1591,Akure North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1592,Akure South,Owan East,,1825,1095,2015,0.4,0.182414224,0.347539461,0.4,0.182414224,0.347539461,0.49
1593,Akwanga,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1594,Albasu,Takali,,1825,1095,2015,0.086956522,0.033950387,0.115030445,0.086956522,0.033950387,0.115030445,0.49
1595,Aleiro,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1596,Alimosho,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1597,Alkaleri,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1598,Amuwo-Odofin,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1599,Anambra East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1600,Anambra West,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1601,Anaocha,Oru West,,1825,1095,2015,0.5,0.212880315,0.520560659,0.5,0.212880315,0.520560659,0.49
1602,Andoni,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1603,Aninri,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1604,Aniocha North,Uzo-Uwani,,1825,1095,2015,0.5,0.111596475,0.269278475,0.5,0.111596475,0.269278475,0.49
1605,Aniocha South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1606,Anka,Darazo,,1825,1095,2015,0.315789474,0.125860196,0.243186843,0.315789474,0.125860196,0.243186843,0.49
1607,Ankpa,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1608,Apa,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1609,Apapa,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1610,Ardo-Kola,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1611,Arewa-Dandi,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1612,Argungu,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1613,Arochukwu,Ngor-Okpala,,1825,1095,2015,0.142857143,0.050004489,0.291462331,0.142857143,0.050004489,0.291462331,0.49
1614,Asa,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1615,Asari-Toru,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1616,Askira-Uba,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1617,Atakumosa East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1618,Atakumosa West,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1619,Atiba,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1620,Atigbo,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1621,Augie,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1622,Auyo,Taura,,1825,1095,2015,0.157894737,0.058467978,0.210152443,0.157894737,0.058467978,0.210152443,0.49
1623,Awe,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1624,Awgu,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1625,Awka North,Uzo-Uwani,,1825,1095,2015,0.25,0.111596475,0.269278475,0.25,0.111596475,0.269278475,0.49
1626,Awka South,Uzo-Uwani,,1825,1095,2015,0.270773628,0.111596475,0.269278475,0.270773628,0.111596475,0.269278475,0.49
1627,Ayamelum,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1628,Babura,Babura,,1825,1095,2015,0.1875,0.087708523,0.190018562,0.1875,0.087708523,0.190018562,0.49
1629,Badagry,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1630,Bade,Taura,,1825,1095,2015,0.352941176,0.058467978,0.210152443,0.352941176,0.058467978,0.210152443,0.49
1631,Bagudo,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1632,Bagwai,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1633,Bakassi,Obubra,,1825,1095,2015,0.249253657,0.064518084,0.43398923,0.249253657,0.064518084,0.43398923,0.49
1634,Bakori,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1635,Bakura,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1636,Balanga,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1637,Bali,Keana,,1825,1095,2015,0.066666667,0.041604488,0.220773112,0.066666667,0.041604488,0.220773112,0.49
1638,Bama,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1639,Barikin Ladi,Soba,,1825,1095,2015,0.068409273,0.008353962,0.128464584,0.068409273,0.008353962,0.128464584,0.49
1640,Baruten,Oke-Ero,,1825,1095,2015,0.125,0.051105035,0.177275077,0.125,0.051105035,0.177275077,0.49
1641,Bassa1,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1642,Bassa2,Soba,,1825,1095,2015,0.571428571,0.008353962,0.128464584,0.571428571,0.008353962,0.128464584,0.49
1643,Batagarawa,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1644,Batsari,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1645,Bauchi,Alkaleri,,1825,1095,2015,0.237836556,0.087804352,0.203487623,0.237836556,0.087804352,0.203487623,0.49
1646,Baure,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1647,Bayo,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1648,Bebeji,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1649,Bekwara,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1650,Bende,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1651,Biase,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1652,Bichi,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1653,Bida,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1654,Billiri,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1655,Bindawa,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1656,Binji,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1657,Biriniwa,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1658,Birni Kudu,Takali,,1825,1095,2015,0.074490416,0.033950387,0.115030445,0.074490416,0.033950387,0.115030445,0.49
1659,Birnin Kebbi,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1660,Birnin Magaji,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1661,Birnin-Gwari,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1662,Biu,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1663,Bodinga,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1664,Bogoro,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1665,Boki,Obubra,,1825,1095,2015,0.249253657,0.064518084,0.43398923,0.249253657,0.064518084,0.43398923,0.49
1666,Bokkos,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1667,Boluwaduro,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1668,Bomadi,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1669,Bonny,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1670,Borgu,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1671,Boripe,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1672,Bosso,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1673,Brass,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1674,Buji,Takali,,1825,1095,2015,0.074490416,0.033950387,0.115030445,0.074490416,0.033950387,0.115030445,0.49
1675,Bukkuyum,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1676,Bungudu,Takali,,1825,1095,2015,0.074490416,0.033950387,0.115030445,0.074490416,0.033950387,0.115030445,0.49
1677,Bunkure,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1678,Bunza,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1679,Bursari,Taura,,1825,1095,2015,0.05,0.058467978,0.210152443,0.05,0.058467978,0.210152443,0.49
1680,Buruku,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1681,Burutu,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1682,Bwari,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1683,Calabar South,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1684,Calabar-Municipal,Nsit Ubium,,1825,1095,2015,0.25,0.021527921,0.167319005,0.25,0.021527921,0.167319005,0.49
1685,Chanchaga,Keana,,1825,1095,2015,0.5,0.041604488,0.220773112,0.5,0.041604488,0.220773112,0.49
1686,Charanchi,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1687,Chibok,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1688,Chikun,Soba,,1825,1095,2015,0.068409273,0.008353962,0.128464584,0.068409273,0.008353962,0.128464584,0.49
1689,Dala,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1690,Damaturu,Darazo,,1825,1095,2015,0.142857143,0.125860196,0.243186843,0.142857143,0.125860196,0.243186843,0.49
1691,Damban,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1692,Dambatta,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1693,Damboa,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1694,Dan Musa,Rimi,,1825,1095,2015,0.041666667,0.051240905,0.285275387,0.041666667,0.051240905,0.285275387,0.49
1695,Dandi,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1696,Dandume,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1697,Dange-Shnsi,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1698,Danja,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1699,Darazo,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1700,Dass,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1701,Daura,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1702,Dawakin Kudu,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1703,Dawakin Tofa,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1704,Degema,Ahoada West,,1825,1095,2015,0.75,0.152126062,0.341938514,0.75,0.152126062,0.341938514,0.49
1705,Dekina,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1706,Demsa,Alkaleri,,1825,1095,2015,0.166666667,0.087804352,0.203487623,0.166666667,0.087804352,0.203487623,0.49
1707,Dikwa,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1708,Doguwa,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1709,Doma,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1710,Donga,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1711,Dukku,Darazo,,1825,1095,2015,0.058823529,0.125860196,0.243186843,0.058823529,0.125860196,0.243186843,0.49
1712,Dunukofia,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1713,Dutse,Takali,,1825,1095,2015,0.214285714,0.033950387,0.115030445,0.214285714,0.033950387,0.115030445,0.49
1714,Dutsi,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1715,Dutsin-Ma,Rimi,,1825,1095,2015,0.166666667,0.051240905,0.285275387,0.166666667,0.051240905,0.285275387,0.49
