,LGA,Rep_DS,State,simday,duration,year,U5_coverage_m,U5_coverage_l,U5_coverage,adult_coverage_m,adult_coverage_l,adult_coverage,severe_cases
1716,Eastern Obolo,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1717,Ebonyi,Owan East,,1825,1095,2015,0.333333333,0.182414224,0.347539461,0.333333333,0.182414224,0.347539461,0.49
1718,Edati,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1719,Ede North,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1720,Ede South,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1721,Edu,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1722,Efon-Alayee,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1723,Egbado North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1724,Egbado South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1725,Egbeda,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1726,Egbedore,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1727,Egor,Uzo-Uwani,,1825,1095,2015,0.5,0.111596475,0.269278475,0.5,0.111596475,0.269278475,0.49
1728,Ehime-Mbano,Ngor-Okpala,,1825,1095,2015,0.5,0.050004489,0.291462331,0.5,0.050004489,0.291462331,0.49
1729,Ejigbo,Akinyele,,1825,1095,2015,0.080893909,0,0.164372905,0.080893909,0,0.164372905,0.49
1730,Ekeremor,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1731,Eket,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1732,Ekiti,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1733,Ekiti East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1734,Ekiti South West,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1735,Ekiti West,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1736,Ekwusigo,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1737,Eleme,Ahoada West,,1825,1095,2015,0.247032288,0.152126062,0.341938514,0.247032288,0.152126062,0.341938514,0.49
1738,Emohua,Ahoada West,,1825,1095,2015,0.25,0.152126062,0.341938514,0.25,0.152126062,0.341938514,0.49
1739,Emure,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1740,Enugu East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1741,Enugu North,Uzo-Uwani,,1825,1095,2015,0.272727273,0.111596475,0.269278475,0.272727273,0.111596475,0.269278475,0.49
1742,Enugu South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1743,Epe,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1744,Esan Central,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1745,Esan North East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1746,Esan South East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1747,Esan West,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1748,Ese-Odo,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1749,Esit Eket,Nsit Ubium,,1825,1095,2015,0.071428571,0.021527921,0.167319005,0.071428571,0.021527921,0.167319005,0.49
1750,Essien Udim,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1751,Etche,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1752,Ethiope East,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1753,Ethiope West,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1754,Eti-Osa,Isoko South,,1825,1095,2015,0.01218479,0,0.033573008,0.01218479,0,0.033573008,0.49
1755,Etim Ekpo,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1756,Etinan,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1757,Etsako Central,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1758,Etsako East,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1759,Etsako West,Owan East,,1825,1095,2015,0.666666667,0.182414224,0.347539461,0.666666667,0.182414224,0.347539461,0.49
1760,Etung,Obubra,,1825,1095,2015,0.249253657,0.064518084,0.43398923,0.249253657,0.064518084,0.43398923,0.49
1761,Ewekoro,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1762,Ezeagu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1763,Ezinihitte,Ngor-Okpala,,1825,1095,2015,0.666666667,0.050004489,0.291462331,0.666666667,0.050004489,0.291462331,0.49
1764,Ezza North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1765,Ezza South,Obubra,,1825,1095,2015,0.249253657,0.064518084,0.43398923,0.249253657,0.064518084,0.43398923,0.49
1766,Fagge,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1767,Fakai,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1768,Faskari,Giwa,,1825,1095,2015,0.066666667,0,0.262492125,0.066666667,0,0.262492125,0.49
1769,Fika,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1770,Fufore,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1771,Funakaye,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1772,Fune,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1773,Funtua,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1774,Gabasawa,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1775,Gada,Gawabawa,,1825,1095,2015,0.173913043,0.007795875,0.22944502,0.173913043,0.007795875,0.22944502,0.49
1776,Gagarawa,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1777,Gamawa,Gwarzo,,1825,1095,2015,0.071428571,0.024162651,0.245086081,0.071428571,0.024162651,0.245086081,0.49
1778,Ganaye,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1779,Ganjuwa,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1780,Garki,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1781,Garko,Gwarzo,,1825,1095,2015,0.333333333,0.024162651,0.245086081,0.333333333,0.024162651,0.245086081,0.49
1782,Garum Mallam,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1783,Gashaka,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1784,Gassol,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1785,Gawabawa,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1786,Gaya,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1787,Gbako,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1788,Gboko,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1789,Gboyin,Obubra,,1825,1095,2015,0.666666667,0.064518084,0.43398923,0.666666667,0.064518084,0.43398923,0.49
1790,Geidam,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1791,Gezawa,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1792,Giade,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1793,Gireri,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1794,Giwa,Giwa,,1825,1095,2015,0.129248867,0,0.262492125,0.129248867,0,0.262492125,0.49
1795,Gokana,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1796,Gombe,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1797,Gombi,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1798,Goronyo,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1799,Gubio,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1800,Gudu,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1801,Gujba,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1802,Gulani,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1803,Guma,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1804,Gumel,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1805,Gummi,Birnin Kebbi,,1825,1095,2015,0.444444444,0,0.177668327,0.444444444,0,0.177668327,0.49
1806,Gurara,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1807,Guri,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1808,Gusau,Darazo,,1825,1095,2015,0.20049207,0.125860196,0.243186843,0.20049207,0.125860196,0.243186843,0.49
1809,Guyuk,Alkaleri,,1825,1095,2015,0.085714286,0.087804352,0.203487623,0.085714286,0.087804352,0.203487623,0.49
1810,Guzamala,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1811,Gwagwalada,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1812,Gwale,Alkaleri,,1825,1095,2015,0.145645987,0.087804352,0.203487623,0.145645987,0.087804352,0.203487623,0.49
1813,Gwandu,Birnin Kebbi,,1825,1095,2015,0.071887998,0,0.177668327,0.071887998,0,0.177668327,0.49
1814,Gwaram,Takali,,1825,1095,2015,0.074490416,0.033950387,0.115030445,0.074490416,0.033950387,0.115030445,0.49
1815,Gwarzo,Gwarzo,,1825,1095,2015,0.134624366,0.024162651,0.245086081,0.134624366,0.024162651,0.245086081,0.49
1816,Gwer East,Oke-Ero,,1825,1095,2015,0.39153443,0.051105035,0.177275077,0.39153443,0.051105035,0.177275077,0.49
1817,Gwer West,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1818,Gwiwa,Babura,,1825,1095,2015,0.138863542,0.087708523,0.190018562,0.138863542,0.087708523,0.190018562,0.49
1819,Gwoza,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1820,Hadejia,Taura,,1825,1095,2015,0.13431021,0.058467978,0.210152443,0.13431021,0.058467978,0.210152443,0.49
1821,Hawul,Darazo,,1825,1095,2015,0.18452352,0.125860196,0.243186843,0.18452352,0.125860196,0.243186843,0.49
1822,Hong,Darazo,,1825,1095,2015,0.3,0.125860196,0.243186843,0.3,0.125860196,0.243186843,0.49
1823,Ibadan North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1824,Ibadan North East,Owan East,,1825,1095,2015,0.375,0.182414224,0.347539461,0.375,0.182414224,0.347539461,0.49
1825,Ibadan North West,Owan East,,1825,1095,2015,0.379041245,0.182414224,0.347539461,0.379041245,0.182414224,0.347539461,0.49
1826,Ibadan South East,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1827,Ibadan South West,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1828,Ibaji,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1829,Ibarapa Central,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1830,Ibarapa East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1831,Ibarapa North,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1832,Ibeju-Lekki,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1833,Ibeno,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1834,Ibesikpo Asutan,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1835,Ibi,Keana,,1825,1095,2015,0.1311888,0.041604488,0.220773112,0.1311888,0.041604488,0.220773112,0.49
1836,Ibiono Ibom,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1837,Idah,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1838,Idanre,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1839,Ideato North,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1840,Ideato South,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1841,Idemili North,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1842,Idemili South,Oru West,,1825,1095,2015,0.5,0.212880315,0.520560659,0.5,0.212880315,0.520560659,0.49
1843,Ido,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1844,Idosi-Osi,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1845,Ifako-Ijaye,Uzo-Uwani,,1825,1095,2015,0.111111111,0.111596475,0.269278475,0.111111111,0.111596475,0.269278475,0.49
1846,Ife Central,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1847,Ife East,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1848,Ife North,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1849,Ife South,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1850,Ifedayo,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1851,Ifedore,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1852,Ifelodun1,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1853,Ifelodun2,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1854,Ifo,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1855,Igabi,Soba,,1825,1095,2015,0.086956522,0.008353962,0.128464584,0.086956522,0.008353962,0.128464584,0.49
1856,Igalamela-Odolu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1857,Igbo-Etiti,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1858,Igbo-Eze North,Uzo-Uwani,,1825,1095,2015,0.286494177,0.111596475,0.269278475,0.286494177,0.111596475,0.269278475,0.49
1859,Igbo-Eze South,Uzo-Uwani,,1825,1095,2015,0.111388177,0.111596475,0.269278475,0.111388177,0.111596475,0.269278475,0.49
1860,Igueben,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1861,Ihiala,Oru West,,1825,1095,2015,0.366720487,0.212880315,0.520560659,0.366720487,0.212880315,0.520560659,0.49
1862,Ihitte-Uboma,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1863,Ijebu East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1864,Ijebu North,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1865,Ijebu North East,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1866,Ijebu ode,Owan East,,1825,1095,2015,0.666666667,0.182414224,0.347539461,0.666666667,0.182414224,0.347539461,0.49
1867,Ijero,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1868,Ijumu,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1869,Ika,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1870,Ika North East,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1871,Ika South,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1872,Ikara,Soba,,1825,1095,2015,0.068409273,0.008353962,0.128464584,0.068409273,0.008353962,0.128464584,0.49
1873,Ikeduru,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1874,Ikeja,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1875,Ikenne,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1876,Ikere,Owan East,,1825,1095,2015,0.25,0.182414224,0.347539461,0.25,0.182414224,0.347539461,0.49
1877,Ikole,Oke-Ero,,1825,1095,2015,0.428571429,0.051105035,0.177275077,0.428571429,0.051105035,0.177275077,0.49
1878,Ikom,Obubra,,1825,1095,2015,0.466666667,0.064518084,0.43398923,0.466666667,0.064518084,0.43398923,0.49
1879,Ikono,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1880,Ikorodu,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1881,Ikot Abasi,Nsit Ubium,,1825,1095,2015,0.094423463,0.021527921,0.167319005,0.094423463,0.021527921,0.167319005,0.49
1882,Ikot Ekpene,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1883,Ikpoba-Okha,Uzo-Uwani,,1825,1095,2015,0.765570321,0.111596475,0.269278475,0.765570321,0.111596475,0.269278475,0.49
1884,Ikwerre,Oru West,,1825,1095,2015,0.5,0.212880315,0.520560659,0.5,0.212880315,0.520560659,0.49
1885,Ikwo,Obubra,,1825,1095,2015,0.249253657,0.064518084,0.43398923,0.249253657,0.064518084,0.43398923,0.49
1886,Ikwuano,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1887,Ila,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1888,Ilaje,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1889,Ile-Oluji-Okeigbo,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1890,Ilemeji,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1891,Ilesha East,Owan East,,1825,1095,2015,0.666666667,0.182414224,0.347539461,0.666666667,0.182414224,0.347539461,0.49
1892,Ilesha West,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1893,Illela,Gawabawa,,1825,1095,2015,0.118620448,0.007795875,0.22944502,0.118620448,0.007795875,0.22944502,0.49
1894,Ilorin East,Oke-Ero,,1825,1095,2015,0.333333333,0.051105035,0.177275077,0.333333333,0.051105035,0.177275077,0.49
1895,Ilorin South,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1896,Ilorin West,Owan East,,1825,1095,2015,0.264976843,0.182414224,0.347539461,0.264976843,0.182414224,0.347539461,0.49
1897,Imeko-Afon,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1898,Ingawa,Rimi,,1825,1095,2015,0.168258146,0.051240905,0.285275387,0.168258146,0.051240905,0.285275387,0.49
1899,Ini,Ngor-Okpala,,1825,1095,2015,0.17073341,0.050004489,0.291462331,0.17073341,0.050004489,0.291462331,0.49
1900,Ipokia,Uzo-Uwani,,1825,1095,2015,0.190437475,0.111596475,0.269278475,0.190437475,0.111596475,0.269278475,0.49
1901,Irele,Akinyele,,1825,1095,2015,0.079747826,0,0.164372905,0.079747826,0,0.164372905,0.49
1902,Irepo,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
1903,Irepodun-Ifelodun,Oke-Ero,,1825,1095,2015,0.114190056,0.051105035,0.177275077,0.114190056,0.051105035,0.177275077,0.49
