LGA,Rep_DS,State,,,U5_coverage,adult_coverage,simday,duration,year
Tafawa-Balewa,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Tai,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Takali,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Takum,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Talata Mafara,Darazo,Bauchi,,,0.052339721,0.052339721,0,1095,2010
Tambuwal,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Tangaza,Gawabawa,Sokoto,,,0,0,0,1095,2010
Tarauni,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Tarka,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Tarmua,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Taura,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Tofa,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Toro,Giwa,Kaduna,,,0.018010707,0.018010707,0,1095,2010
Toto,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Toungo,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Tsafe,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Tsanyawa,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Tudun Wada,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Tureta,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Udenu,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Udi,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Udu,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Udung Uko,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ughelli North,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Ughelli South,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Ugwunagbo,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Uhunmwonde,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Ukanafun,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ukum,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Ukwa East,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ukwa West,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ukwuani,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Umu-Neochi,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Umuahia North,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Umuahia South,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Ungogo,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Unuimo,Ngor-Okpala,Imo,,,0.038064811,0.038064811,0,1095,2010
Uruan,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Urue-Offong-Oruko,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Ushongo,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Ussa,Oru West,Imo,,,0.175766728,0.175766728,0,1095,2010
Uvwie,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Uyo,Nsit Ubium,Akwa lbom,,,0.092807342,0.092807342,0,1095,2010
Uzo-Uwani,Uzo-Uwani,Enugu,,,0.101110595,0.101110595,0,1095,2010
Vandeikya,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Wamako,Gawabawa,Sokoto,,,0,0,0,1095,2010
Wamba,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Warawa,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Warji,Takali,Kano,,,0.041618192,0.041618192,0,1095,2010
Warri North,Owan East,Edo,,,0.100639757,0.100639757,0,1095,2010
Warri South,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Warri South West,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Wasagu-Danko,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Wase,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Wudil,Gwarzo,Kano,,,0.020151372,0.020151372,0,1095,2010
Wukari,Keana,Nasarawa,,,0.003757889,0.003757889,0,1095,2010
Wurno,Gawabawa,Sokoto,,,0,0,0,1095,2010
Wushishi,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Yabo,Gawabawa,Sokoto,,,0,0,0,1095,2010
Yagba East,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Yagba West,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Yakurr,Obubra,Cross River,,,0,0,0,1095,2010
Yala,Oke-Ero,Kwara,,,0.033965668,0.033965668,0,1095,2010
Yamaltu-Deba,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Yankwashi,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Yauri,Birnin Kebbi,Kebbi,,,0.005035576,0.005035576,0,1095,2010
Yenegoa,Isoko South,Delta,,,0.102375399,0.102375399,0,1095,2010
Yola North,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Yola South,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Yorro,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Yunusari,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Yusufari,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Zaki,Taura,Jigawa,,,0.066097954,0.066097954,0,1095,2010
Zango,Babura,Jigawa,,,0.053961815,0.053961815,0,1095,2010
Zango-Kataf,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Zaria,Soba,Kaduna,,,0.076473462,0.076473462,0,1095,2010
Zing,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Zurmi,Rimi,Katsina,,,0.096584862,0.096584862,0,1095,2010
Zuru,Alkaleri,Bauchi,,,0.140374283,0.140374283,0,1095,2010
Aba North,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Aba South,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Abadam,Babura,,,,0.045372476,0.045372476,1095,730,2013
Abaji,Keana,,,,0.289711418,0.289711418,1095,730,2013
Abak,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Abakaliki,Owan East,,,,0.131594514,0.131594514,1095,730,2013
Abeokuta North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Abeokuta South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Abi,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Aboh-Mbaise,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Abua/Odual,Ahoada West,,,,0.285714286,0.285714286,1095,730,2013
Abuja Municipal,Keana,,,,0.2797856,0.2797856,1095,730,2013
Adavi,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ado,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ado Ekiti,Owan East,,,,0.5,0.5,1095,730,2013
Ado-Odo/Ota,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Afijio,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Afikpo North,Oru West,,,,0.073689826,0.073689826,1095,730,2013
Afikpo South,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Agaie,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Agatu,Keana,,,,0.05092044,0.05092044,1095,730,2013
Agege,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Aguata,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Agwara,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Ahiazu-Mbaise,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ahoada East,Ahoada West,,,,0.090909091,0.090909091,1095,730,2013
Ahoada West,Ahoada West,,,,0.373092363,0.373092363,1095,730,2013
Aiyedade,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Aiyedire,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ajaokuta,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ajeromi-Ifelodun,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ajingi,Taura,,,,0.069928121,0.069928121,1095,730,2013
Akamkpa,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Akinyele,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Akko,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Akoko North East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Akoko North West,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Akoko South East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Akoko South West,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Akoko-Edo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Akpabuyo,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Akuku Toru,Ahoada West,,,,0.25,0.25,1095,730,2013
Akure North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Akure South,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Akwanga,Oke-Ero,,,,0.168746631,0.168746631,1095,730,2013
Albasu,Takali,,,,0.051157313,0.051157313,1095,730,2013
Aleiro,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Alimosho,Uzo-Uwani,,,,0.063368857,0.063368857,1095,730,2013
Alkaleri,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Amuwo-Odofin,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Anambra East,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Anambra West,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Anaocha,Oru West,,,,0.333333333,0.333333333,1095,730,2013
Andoni,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Aninri,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Aniocha North,Uzo-Uwani,,,,0.276777493,0.276777493,1095,730,2013
Aniocha South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Anka,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Ankpa,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Apa,Keana,,,,0.05092044,0.05092044,1095,730,2013
Apapa,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Ardo-Kola,Keana,,,,0.05092044,0.05092044,1095,730,2013
Arewa-Dandi,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Argungu,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Arochukwu,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Asa,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Asari-Toru,Ahoada West,,,,0.333333333,0.333333333,1095,730,2013
Askira/Uba,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Atakumosa East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Atakumosa West,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Atiba,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Atigbo,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Augie,Birnin Kebbi,,,,0.333333333,0.333333333,1095,730,2013
Auyo,Taura,,,,0.069928121,0.069928121,1095,730,2013
Awe,Keana,,,,0.05092044,0.05092044,1095,730,2013
Awgu,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Awka North,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Awka South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ayamelum,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Babura,Babura,,,,0.045372476,0.045372476,1095,730,2013
Badagry,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Bade,Taura,,,,0.069928121,0.069928121,1095,730,2013
Bagudo,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Bagwai,Babura,,,,0.045372476,0.045372476,1095,730,2013
Bakassi,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Bakori,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Bakura,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Balanga,Alkaleri,,,,0.176782765,0.176782765,1095,730,2013
Bali,Keana,,,,0.05092044,0.05092044,1095,730,2013
Bama,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Barikin Ladi,Soba,,,,0.030472784,0.030472784,1095,730,2013
Baruten,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Bassa1,Keana,,,,0.05092044,0.05092044,1095,730,2013
Bassa2,Soba,,,,0.030472784,0.030472784,1095,730,2013
Batagarawa,Rimi,,,,0.4,0.4,1095,730,2013
Batsari,Rimi,,,,0.111111111,0.111111111,1095,730,2013
Bauchi,Alkaleri,,,,0.063114987,0.063114987,1095,730,2013
Baure,Babura,,,,0.045372476,0.045372476,1095,730,2013
Bayo,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Bebeji,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Bekwara,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Bende,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Biase,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Bichi,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Bida,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Billiri,Alkaleri,,,,0.116746362,0.116746362,1095,730,2013
Bindawa,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Binji,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Biriniwa,Taura,,,,0.069928121,0.069928121,1095,730,2013
Birni Kudu,Takali,,,,0.051157313,0.051157313,1095,730,2013
Birnin Kebbi,Birnin Kebbi,,,,0.333333333,0.333333333,1095,730,2013
Birnin Magaji,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Birnin-Gwari,Giwa,,,,0,0,1095,730,2013
Biu,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Bodinga,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Bogoro,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Boki,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Bokkos,Giwa,,,,0,0,1095,730,2013
Boluwaduro,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Bomadi,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Bonny,Nsit Ubium,,,,0.093590954,0.093590954,1095,730,2013
Borgu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Boripe,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Bosso,Keana,,,,0.329624495,0.329624495,1095,730,2013
Brass,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Buji,Takali,,,,0.051157313,0.051157313,1095,730,2013
Bukkuyum,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Bungudu,Takali,,,,0.051157313,0.051157313,1095,730,2013
Bunkure,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Bunza,Birnin Kebbi,,,,0.333333333,0.333333333,1095,730,2013
Bursari,Taura,,,,0.052631579,0.052631579,1095,730,2013
Buruku,Keana,,,,0.05092044,0.05092044,1095,730,2013
Burutu,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Bwari,Giwa,,,,0,0,1095,730,2013
Calabar South,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Calabar-Municipal,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Chanchaga,Keana,,,,0.05092044,0.05092044,1095,730,2013
Charanchi,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Chibok,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Chikun,Soba,,,,0.030472784,0.030472784,1095,730,2013
Dala,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Damaturu,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Damban,Darazo,,,,0.028082118,0.028082118,1095,730,2013
Dambatta,Babura,,,,0.045372476,0.045372476,1095,730,2013
Damboa,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Dan Musa,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Dandi,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Dandume,Giwa,,,,0,0,1095,730,2013
Dange-Shnsi,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Danja,Giwa,,,,0,0,1095,730,2013
Darazo,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Dass,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Daura,Babura,,,,0.045372476,0.045372476,1095,730,2013
Dawakin Kudu,Gwarzo,,,,0.142857143,0.142857143,1095,730,2013
Dawakin Tofa,Taura,,,,0.069928121,0.069928121,1095,730,2013
Degema,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Dekina,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Demsa,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Dikwa,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Doguwa,Giwa,,,,0,0,1095,730,2013
Doma,Keana,,,,0.05092044,0.05092044,1095,730,2013
Donga,Keana,,,,0.05092044,0.05092044,1095,730,2013
Dukku,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Dunukofia,Uzo-Uwani,,,,0.142857143,0.142857143,1095,730,2013
Dutse,Takali,,,,0.261504455,0.261504455,1095,730,2013
Dutsi,Rimi,,,,0.333333333,0.333333333,1095,730,2013
Dutsin-Ma,Rimi,,,,0.073611031,0.073611031,1095,730,2013
Eastern Obolo,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ebonyi,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Edati,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ede North,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ede South,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Edu,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Efon-Alayee,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Egbado North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Egbado South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Egbeda,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Egbedore,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Egor,Uzo-Uwani,,,,0.168990214,0.168990214,1095,730,2013
Ehime-Mbano,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ejigbo,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ekeremor,Ahoada West,,,,0.179282178,0.179282178,1095,730,2013
Eket,Nsit Ubium,,,,0.155533103,0.155533103,1095,730,2013
Ekiti,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ekiti East,Oke-Ero,,,,0.09234703,0.09234703,1095,730,2013
Ekiti South West,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ekiti West,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ekwusigo,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Eleme,Ahoada West,,,,0.083068315,0.083068315,1095,730,2013
Emohua,Ahoada West,,,,0.111111111,0.111111111,1095,730,2013
Emure,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Enugu East,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Enugu North,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Enugu South,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Epe,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Esan Central,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Esan North East,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Esan South East,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Esan West,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ese-Odo,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Esit Eket,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Essien Udim,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Etche,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ethiope East,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Ethiope West,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Eti-Osa,Isoko South,,,,0.136199054,0.136199054,1095,730,2013
Etim Ekpo,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Etinan,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Etsako Central,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Etsako East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Etsako West,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Etung,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Ewekoro,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ezeagu,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ezinihitte,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Ezza North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ezza South,Obubra,,,,0.050301814,0.050301814,1095,730,2013
Fagge,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Fakai,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Faskari,Giwa,,,,0,0,1095,730,2013
Fika,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Fufore,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Funakaye,Alkaleri,,,,0.114495291,0.114495291,1095,730,2013
Fune,Darazo,,,,0.067625114,0.067625114,1095,730,2013
Funtua,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Gabasawa,Taura,,,,0.069928121,0.069928121,1095,730,2013
Gada,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Gagarawa,Taura,,,,0.125,0.125,1095,730,2013
Gamawa,Gwarzo,,,,0.038787152,0.038787152,1095,730,2013
Ganaye,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Ganjuwa,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Garki,Babura,,,,0.045372476,0.045372476,1095,730,2013
Garko,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Garum Mallam,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Gashaka,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Gassol,Keana,,,,0.05092044,0.05092044,1095,730,2013
Gawabawa,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Gaya,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Gbako,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Gboko,Keana,,,,0.05092044,0.05092044,1095,730,2013
Gboyin,Obubra,,,,0.250019727,0.250019727,1095,730,2013
Geidam,Babura,,,,0.045372476,0.045372476,1095,730,2013
Gezawa,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Giade,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Gireri,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Giwa,Giwa,,,,0,0,1095,730,2013
Gokana,Nsit Ubium,,,,0.22480021,0.22480021,1095,730,2013
Gombe,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Gombi,Alkaleri,,,,0.090909091,0.090909091,1095,730,2013
Goronyo,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Gubio,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Gudu,Gawabawa,,,,0.073810029,0.073810029,1095,730,2013
Gujba,Darazo,,,,0.096210254,0.096210254,1095,730,2013
Gulani,Alkaleri,,,,0.045454545,0.045454545,1095,730,2013
Guma,Keana,,,,0.05092044,0.05092044,1095,730,2013
Gumel,Babura,,,,0.045372476,0.045372476,1095,730,2013
Gummi,Birnin Kebbi,,,,0.159709946,0.159709946,1095,730,2013
Gurara,Oke-Ero,,,,0.111111111,0.111111111,1095,730,2013
Guri,Taura,,,,0.069928121,0.069928121,1095,730,2013
Gusau,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Guyuk,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Guzamala,Babura,,,,0.045372476,0.045372476,1095,730,2013
Gwagwalada,Keana,,,,0.05092044,0.05092044,1095,730,2013
Gwale,Alkaleri,,,,0.053619382,0.053619382,1095,730,2013
Gwandu,Birnin Kebbi,,,,0.5,0.5,1095,730,2013
Gwaram,Takali,,,,0.04476785,0.04476785,1095,730,2013
Gwarzo,Gwarzo,,,,0.023765288,0.023765288,1095,730,2013
Gwer East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Gwer West,Keana,,,,0.05092044,0.05092044,1095,730,2013
Gwiwa,Babura,,,,0.045372476,0.045372476,1095,730,2013
Gwoza,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Hadejia,Taura,,,,0.069928121,0.069928121,1095,730,2013
Hawul,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Hong,Darazo,,,,0.013271123,0.013271123,1095,730,2013
Ibadan North,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ibadan North East,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ibadan North West,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ibadan South East,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ibadan South West,Owan East,,,,0.044332263,0.044332263,1095,730,2013
Ibaji,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ibarapa Central,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ibarapa East,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ibarapa North,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ibeju/Lekki,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ibeno,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ibesikpo Asutan,Nsit Ubium,,,,0.116736022,0.116736022,1095,730,2013
Ibi,Keana,,,,0.05092044,0.05092044,1095,730,2013
Ibiono Ibom,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Idah,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Idanre,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ideato North,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ideato South,Ngor-Okpala,,,,0.040385726,0.040385726,1095,730,2013
Idemili North,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Idemili South,Oru West,,,,0.049344359,0.049344359,1095,730,2013
Ido,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Idosi-Osi,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ifako-Ijaye,Uzo-Uwani,,,,0.072215691,0.072215691,1095,730,2013
Ife Central,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ife East,Akinyele,,,,0.041444389,0.041444389,1095,730,2013
Ife North,Akinyele,,,,0.061400361,0.061400361,1095,730,2013
Ife South,Akinyele,,,,0.385357288,0.385357288,1095,730,2013
Ifedayo,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ifedore,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
Ifelodun1,Oke-Ero,,,,0.109211148,0.109211148,1095,730,2013
