,LGA,repDS,comboACT,ci_l,ci_u,Number of Participants,comboACT_repDS,ci_l_repDS,ci_u_repDS,Num_repDS,year
522,Ndokwa East,Ahoada West,0.247032288,NA,NA,NA,0.247032288,0.152126062,0.341938514,92,2015
523,Ndokwa West,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
524,Nembe,Ahoada West,0.0625,0.0625,0.0625,7,0.247032288,0.152126062,0.341938514,92,2015
525,Ngala,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
526,Nganzai,Gawabawa,0.118620448,NA,NA,NA,0.118620448,0.007795875,0.22944502,96,2015
527,Ngaski,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
528,Ngor-Okpala,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
529,Nguru,Taura,0.4,0.4,0.4,9,0.13431021,0.058467978,0.210152443,151,2015
530,Ningi,Takali,0.074490416,NA,NA,NA,0.074490416,0.033950387,0.115030445,82,2015
531,Njaba,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
532,Njikoka,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
533,Nkanu East,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
534,Nkanu West,Uzo-Uwani,0.190437475,0,0,1,0.190437475,0.111596475,0.269278475,115,2015
535,Nkwerre,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
536,Nnewi North,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
537,Nnewi South,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
538,Nsit Atai,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
539,Nsit Ibom,Nsit Ubium,0.094423463,0,0,4,0.094423463,0.021527921,0.167319005,92,2015
540,Nsit Ubium,Nsit Ubium,0.094423463,0,0,15,0.094423463,0.021527921,0.167319005,92,2015
541,Nsukka,Uzo-Uwani,0.190437475,0,0,6,0.190437475,0.111596475,0.269278475,115,2015
542,Numan,Alkaleri,0.285714286,0.285714286,0.285714286,6,0.145645987,0.087804352,0.203487623,232,2015
543,Nwangele,Ngor-Okpala,0.17073341,0,0,1,0.17073341,0.050004489,0.291462331,67,2015
544,Obafemi-Owode,Owan East,0.183098592,0.006049425,0.360147758,12,0.264976843,0.182414224,0.347539461,148,2015
545,Obanliku,Obubra,0.249253657,NA,NA,NA,0.249253657,0.064518084,0.43398923,49,2015
546,Obi Nwa,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
547,Obi1,Keana,0.1311888,0,0,4,0.1311888,0.041604488,0.220773112,116,2015
548,Obi2,Keana,0.1311888,NA,NA,NA,0.1311888,0.041604488,0.220773112,116,2015
549,Obia/Akpor,Ahoada West,0.247032288,NA,NA,NA,0.247032288,0.152126062,0.341938514,92,2015
550,Obokun,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
551,Obot Akara,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
552,Obowo,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
553,Obubra,Obubra,0.249253657,0,0,1,0.249253657,0.064518084,0.43398923,49,2015
554,Obudu,Obubra,0.249253657,NA,NA,NA,0.249253657,0.064518084,0.43398923,49,2015
555,Odeda,Oke-Ero,0.5,0.5,0.5,4,0.114190056,0.051105035,0.177275077,187,2015
556,Odigbo,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
557,Odo-Otin,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
558,Odogbolu,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
559,Odukpani,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
560,Offa,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
561,Ofu,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
562,Ogba/Egbema/Ndoni,Ahoada West,0.247032288,NA,NA,NA,0.247032288,0.152126062,0.341938514,92,2015
563,Ogbadibo,Owan East,0.264976843,1,1,4,0.264976843,0.182414224,0.347539461,148,2015
564,Ogbaru,Ahoada West,0.247032288,NA,NA,NA,0.247032288,0.152126062,0.341938514,92,2015
565,Ogbia,Ahoada West,0.247032288,0,0,8,0.247032288,0.152126062,0.341938514,92,2015
566,Ogbomosho North,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
567,Ogbomosho South,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
568,Ogo Oluwa,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
569,Ogoja,Obubra,0.249253657,NA,NA,NA,0.249253657,0.064518084,0.43398923,49,2015
570,Ogori/Mangongo,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
571,Ogu/Bolo,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
572,Ogun waterside,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
573,Oguta,Oru West,0.5,0.5,0.5,1,0.366720487,0.212880315,0.520560659,59,2015
574,Ohafia,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
575,Ohaji/Egbema,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
576,Ohaozara,Obubra,0.142857143,-0.040442517,0.326156802,4,0.249253657,0.064518084,0.43398923,49,2015
577,Ohaukwu,Owan East,0.166666667,0.166666667,0.166666667,12,0.264976843,0.182414224,0.347539461,148,2015
578,Ohimini,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
579,Oji-River,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
580,Ojo,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
581,Oju,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
582,Oke-Ero,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
583,Okehi,Owan East,0.264976843,0,0,5,0.264976843,0.182414224,0.347539461,148,2015
584,Okene,Owan East,0.5,0.5,0.5,1,0.264976843,0.182414224,0.347539461,148,2015
585,Okigwe,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
586,Okitipupa,Owan East,0.264976843,0,0,4,0.264976843,0.182414224,0.347539461,148,2015
587,Okobo,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
588,Okpe,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
589,Okpokwu,Akinyele,0.222222222,0.222222222,0.222222222,17,0.079747826,-0.004877252,0.164372905,66,2015
590,Okrika,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
591,Ola-oluwa,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
592,Olamabolo,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
593,Olorunda,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
594,Olorunsogo,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
595,Oluyole,Oke-Ero,0.5,0.5,0.5,4,0.114190056,0.051105035,0.177275077,187,2015
596,Omala,Keana,0.1311888,0,0,1,0.1311888,0.041604488,0.220773112,116,2015
597,Omumma,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
598,Ona-Ara,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
599,Ondo East,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
600,Ondo West,Akinyele,0.079747826,0,0,4,0.079747826,-0.004877252,0.164372905,66,2015
601,Onicha,Obubra,0.249253657,NA,NA,NA,0.249253657,0.064518084,0.43398923,49,2015
602,Onitsha North,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
603,Onitsha South,Uzo-Uwani,0.190437475,0,0,9,0.190437475,0.111596475,0.269278475,115,2015
604,Onna,Nsit Ubium,0.142857143,0.142857143,0.142857143,7,0.094423463,0.021527921,0.167319005,92,2015
605,Opobo/Nkoro,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
606,Oredo,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
607,Orelope,Oke-Ero,0.114190056,0,0,8,0.114190056,0.051105035,0.177275077,187,2015
608,Orhionmwon,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
609,Ori Ire,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
610,Oriade,Oke-Ero,0.4,0.4,0.4,7,0.114190056,0.051105035,0.177275077,187,2015
611,Orlu,Oru West,0.6,0.6,0.6,5,0.366720487,0.212880315,0.520560659,59,2015
612,Orolu,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
613,Oron,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
614,Orsu,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
615,Oru East,Oru West,0.5,0.5,0.5,5,0.366720487,0.212880315,0.520560659,59,2015
616,Oru West,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
617,Oruk Anam,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
618,Orumba North,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
619,Orumba South,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
620,Ose,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
621,Oshimili North,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
622,Oshimili South,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
623,Oshodi-Isolo,Uzo-Uwani,0.5,0.5,0.5,3,0.190437475,0.111596475,0.269278475,115,2015
624,Osisioma Ngwa,Ngor-Okpala,0.111111111,0.111111111,0.111111111,8,0.17073341,0.050004489,0.291462331,67,2015
625,Osogbo,Owan East,0.264976843,0,0,3,0.264976843,0.182414224,0.347539461,148,2015
626,Oturkpo,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
627,Ovia North East,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
628,Ovia South West,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
629,Owan East,Owan East,0.264976843,0,0,1,0.264976843,0.182414224,0.347539461,148,2015
630,Owan West,Owan East,0.264976843,0,0,3,0.264976843,0.182414224,0.347539461,148,2015
631,Owerri North,Ngor-Okpala,0.25,0.25,0.25,5,0.17073341,0.050004489,0.291462331,67,2015
632,Owerri West,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
633,Owerri-Municipal,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
634,Owo,Owan East,0.264976843,0,0,1,0.264976843,0.182414224,0.347539461,148,2015
635,Oye,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
636,Oyi,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
637,Oyigbo,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
638,Oyo East,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
639,Oyo West,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
640,Oyun,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
641,Pailoro,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
642,Pankshin,Alkaleri,0.181818182,0.181818182,0.181818182,14,0.145645987,0.087804352,0.203487623,232,2015
643,Patani,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
644,Pategi,Oke-Ero,0.114190056,0,0,2,0.114190056,0.051105035,0.177275077,187,2015
645,Port-Harcourt,Ahoada West,0.333333333,0.333333333,0.333333333,10,0.247032288,0.152126062,0.341938514,92,2015
646,Potiskum,Darazo,0.18452352,NA,NA,NA,0.18452352,0.125860196,0.243186843,184,2015
647,Qua'an Pan,Keana,0.147412167,-0.050372808,0.345197142,20,0.1311888,0.041604488,0.220773112,116,2015
648,Rabah,Gawabawa,0.118620448,NA,NA,NA,0.118620448,0.007795875,0.22944502,96,2015
649,Rafi,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
650,Rano,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
651,Remo North,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
652,Rijau,Alkaleri,0.145645987,0,0,5,0.145645987,0.087804352,0.203487623,232,2015
653,Rimi,Rimi,0.168258146,NA,NA,NA,0.168258146,0.051240905,0.285275387,247,2015
654,Rimin Gado,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
655,Ringim,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
656,Riyom,Soba,0.068409273,NA,NA,NA,0.068409273,0.008353962,0.128464584,98,2015
657,Rogo,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
658,Roni,Babura,0.125,0.125,0.125,15,0.138863542,0.087708523,0.190018562,94,2015
659,Sabon Birni,Gawabawa,0.034482759,0.034482759,0.034482759,33,0.118620448,0.007795875,0.22944502,96,2015
660,Sabon-Gari,Soba,0.068409273,NA,NA,NA,0.068409273,0.008353962,0.128464584,98,2015
661,Sabuwa,Giwa,0.129248867,NA,NA,NA,0.129248867,-0.003994392,0.262492125,82,2015
662,Safana,Babura,0.181818182,0.181818182,0.181818182,38,0.138863542,0.087708523,0.190018562,94,2015
663,Sagbama,Ahoada West,0.111111111,0.111111111,0.111111111,5,0.247032288,0.152126062,0.341938514,92,2015
664,Sakaba,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
665,Saki East,Oke-Ero,0.114190056,0,0,11,0.114190056,0.051105035,0.177275077,187,2015
666,Saki West,Akinyele,0.079747826,NA,NA,NA,0.079747826,-0.004877252,0.164372905,66,2015
667,Sandamu,Rimi,0.168258146,NA,NA,NA,0.168258146,0.051240905,0.285275387,247,2015
668,Sanga,Soba,0.068409273,NA,NA,NA,0.068409273,0.008353962,0.128464584,98,2015
669,Sapele,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
670,Sardauna,Oru West,0.333333333,0.333333333,0.333333333,6,0.366720487,0.212880315,0.520560659,59,2015
671,Shagamu,Uzo-Uwani,0.190437475,0,0,4,0.190437475,0.111596475,0.269278475,115,2015
672,Shagari,Birnin Kebbi,0.071887998,NA,NA,NA,0.071887998,-0.033892332,0.177668327,104,2015
673,Shanga,Birnin Kebbi,0.071887998,NA,NA,NA,0.071887998,-0.033892332,0.177668327,104,2015
674,Shani,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
675,Shanono,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
676,Shelleng,Darazo,0.181818182,0.181818182,0.181818182,8,0.18452352,0.125860196,0.243186843,184,2015
677,Shendam,Keana,0.1311888,NA,NA,NA,0.1311888,0.041604488,0.220773112,116,2015
678,Shinkafi,Rimi,0.168258146,NA,NA,NA,0.168258146,0.051240905,0.285275387,247,2015
679,Shira,Takali,0.071428571,0.071428571,0.071428571,15,0.074490416,0.033950387,0.115030445,82,2015
680,Shiroro,Oke-Ero,0.114190056,0,0,10,0.114190056,0.051105035,0.177275077,187,2015
681,Shomgom,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
682,Shomolu,Isoko South,0.01218479,0,0,2,0.01218479,-0.009203428,0.033573008,50,2015
683,Silame,Gawabawa,0.118620448,0,0,10,0.118620448,0.007795875,0.22944502,96,2015
684,Soba,Soba,0.058823529,0.058823529,0.058823529,18,0.068409273,0.008353962,0.128464584,98,2015
685,Sokoto North,Gawabawa,0.529411765,0.529411765,0.529411765,10,0.118620448,0.007795875,0.22944502,96,2015
686,Sokoto South,Birnin Kebbi,0.071887998,NA,NA,NA,0.071887998,-0.033892332,0.177668327,104,2015
687,Song,Darazo,0.18452352,NA,NA,NA,0.18452352,0.125860196,0.243186843,184,2015
688,Southern Ijaw,Ahoada West,0.032258065,-0.008242068,0.072758197,17,0.247032288,0.152126062,0.341938514,92,2015
689,Sule-Tankarkar,Babura,0.138863542,NA,NA,NA,0.138863542,0.087708523,0.190018562,94,2015
690,Suleja,Giwa,0.25,0.25,0.25,4,0.129248867,-0.003994392,0.262492125,82,2015
691,Sumaila,Takali,0.074490416,NA,NA,NA,0.074490416,0.033950387,0.115030445,82,2015
692,Suru,Birnin Kebbi,0.071887998,NA,NA,NA,0.071887998,-0.033892332,0.177668327,104,2015
693,Surulere1,Oke-Ero,0.114190056,0,0,4,0.114190056,0.051105035,0.177275077,187,2015
694,Surulere2,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
695,Tafa,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
696,Tafawa-Balewa,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
697,Tai,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
698,Takali,Takali,0.074490416,NA,NA,NA,0.074490416,0.033950387,0.115030445,82,2015
699,Takum,Keana,0.1311888,0,0,12,0.1311888,0.041604488,0.220773112,116,2015
700,Talata Mafara,Darazo,0.285714286,0.285714286,0.285714286,14,0.18452352,0.125860196,0.243186843,184,2015
701,Tambuwal,Birnin Kebbi,0.071887998,0,0,19,0.071887998,-0.033892332,0.177668327,104,2015
702,Tangaza,Gawabawa,0.118620448,NA,NA,NA,0.118620448,0.007795875,0.22944502,96,2015
703,Tarauni,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
704,Tarka,Keana,0.1311888,NA,NA,NA,0.1311888,0.041604488,0.220773112,116,2015
705,Tarmua,Rimi,0.168258146,NA,NA,NA,0.168258146,0.051240905,0.285275387,247,2015
706,Taura,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
707,Tofa,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
708,Toro,Giwa,0.315789474,0.315789474,0.315789474,24,0.129248867,-0.003994392,0.262492125,82,2015
709,Toto,Keana,0.1311888,0,0,10,0.1311888,0.041604488,0.220773112,116,2015
710,Toungo,Keana,0.1311888,NA,NA,NA,0.1311888,0.041604488,0.220773112,116,2015
711,Tsafe,Takali,0.074490416,NA,NA,NA,0.074490416,0.033950387,0.115030445,82,2015
712,Tsanyawa,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
713,Tudun Wada,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
714,Tureta,Birnin Kebbi,0.071887998,0,0,10,0.071887998,-0.033892332,0.177668327,104,2015
715,Udenu,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
716,Udi,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
717,Udu,Isoko South,0.01218479,0,0,4,0.01218479,-0.009203428,0.033573008,50,2015
718,Udung Uko,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
719,Ughelli North,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
720,Ughelli South,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
721,Ugwunagbo,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
722,Uhunmwonde,Owan East,0.264976843,0,0,4,0.264976843,0.182414224,0.347539461,148,2015
723,Ukanafun,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
724,Ukum,Keana,0.1311888,NA,NA,NA,0.1311888,0.041604488,0.220773112,116,2015
725,Ukwa East,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
726,Ukwa West,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
727,Ukwuani,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
728,Umu-Neochi,Oru West,0.366720487,0,0,1,0.366720487,0.212880315,0.520560659,59,2015
729,Umuahia North,Ngor-Okpala,0.166666667,0.166666667,0.166666667,4,0.17073341,0.050004489,0.291462331,67,2015
730,Umuahia South,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
731,Ungogo,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
732,Unuimo,Ngor-Okpala,0.17073341,NA,NA,NA,0.17073341,0.050004489,0.291462331,67,2015
733,Uruan,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
734,Urue-Offong/Oruko,Nsit Ubium,0.094423463,NA,NA,NA,0.094423463,0.021527921,0.167319005,92,2015
735,Ushongo,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
736,Ussa,Oru West,0.366720487,NA,NA,NA,0.366720487,0.212880315,0.520560659,59,2015
737,Uvwie,Isoko South,0.01218479,0,0,2,0.01218479,-0.009203428,0.033573008,50,2015
738,Uyo,Nsit Ubium,0.142857143,-0.017139917,0.302854203,1,0.094423463,0.021527921,0.167319005,92,2015
739,Uzo-Uwani,Uzo-Uwani,0.190437475,NA,NA,NA,0.190437475,0.111596475,0.269278475,115,2015
740,Vandeikya,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
741,Wamako,Gawabawa,0.118620448,NA,NA,NA,0.118620448,0.007795875,0.22944502,96,2015
742,Wamba,Alkaleri,0.145645987,0,0,7,0.145645987,0.087804352,0.203487623,232,2015
743,Warawa,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
744,Warji,Takali,0.074490416,NA,NA,NA,0.074490416,0.033950387,0.115030445,82,2015
745,Warri North,Owan East,0.264976843,NA,NA,NA,0.264976843,0.182414224,0.347539461,148,2015
746,Warri South,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
747,Warri South West,Isoko South,0.01218479,NA,NA,NA,0.01218479,-0.009203428,0.033573008,50,2015
748,Wasagu/Danko,Alkaleri,0.166666667,0.166666667,0.166666667,9,0.145645987,0.087804352,0.203487623,232,2015
749,Wase,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
750,Wudil,Gwarzo,0.134624366,NA,NA,NA,0.134624366,0.024162651,0.245086081,117,2015
751,Wukari,Keana,0.081428107,0.057889351,0.104966864,8,0.1311888,0.041604488,0.220773112,116,2015
752,Wurno,Gawabawa,0.214285714,0.214285714,0.214285714,8,0.118620448,0.007795875,0.22944502,96,2015
753,Wushishi,Oke-Ero,0.114190056,0,0,23,0.114190056,0.051105035,0.177275077,187,2015
754,Yabo,Gawabawa,0.118620448,0,0,14,0.118620448,0.007795875,0.22944502,96,2015
755,Yagba East,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
756,Yagba West,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
757,Yakurr,Obubra,0.249253657,0,0,9,0.249253657,0.064518084,0.43398923,49,2015
758,Yala,Oke-Ero,0.114190056,NA,NA,NA,0.114190056,0.051105035,0.177275077,187,2015
759,Yamaltu/Deba,Alkaleri,0.157894737,0.157894737,0.157894737,11,0.145645987,0.087804352,0.203487623,232,2015
760,Yankwashi,Babura,0.138863542,NA,NA,NA,0.138863542,0.087708523,0.190018562,94,2015
761,Yauri,Birnin Kebbi,0.063720287,0.044660126,0.082780448,16,0.071887998,-0.033892332,0.177668327,104,2015
762,Yenegoa,Isoko South,0.07036984,0.040027229,0.100712451,9,0.01218479,-0.009203428,0.033573008,50,2015
763,Yola North,Alkaleri,0.387419686,0.122871626,0.651967746,7,0.145645987,0.087804352,0.203487623,232,2015
764,Yola South,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
765,Yorro,Alkaleri,0.145645987,0,0,10,0.145645987,0.087804352,0.203487623,232,2015
766,Yunusari,Babura,0.138863542,NA,NA,NA,0.138863542,0.087708523,0.190018562,94,2015
767,Yusufari,Taura,0.13431021,NA,NA,NA,0.13431021,0.058467978,0.210152443,151,2015
768,Zaki,Taura,0.13431021,0,0,7,0.13431021,0.058467978,0.210152443,151,2015
769,Zango,Babura,0.138863542,NA,NA,NA,0.138863542,0.087708523,0.190018562,94,2015
770,Zango-Kataf,Soba,0.068409273,0,0,38,0.068409273,0.008353962,0.128464584,98,2015
771,Zaria,Soba,0.068409273,0,0,10,0.068409273,0.008353962,0.128464584,98,2015
772,Zing,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
773,Zurmi,Rimi,0.1,0.1,0.1,13,0.168258146,0.051240905,0.285275387,247,2015
774,Zuru,Alkaleri,0.145645987,NA,NA,NA,0.145645987,0.087804352,0.203487623,232,2015
