,LGA,repDS,State,year,comboACT,U5_coverage,adult_coverage,simday,duration,severe_cases
271,Isiala Mbano,Ngor-Okpala,Imo,2010,0.183448574,0.183448574,0.183448574,0,1095,0.49
272,Isu,Ngor-Okpala,Imo,2010,0.215636762,0.215636762,0.215636762,0,1095,0.49
273,Mbaitoli,Ngor-Okpala,Imo,2010,0.193178793,0.193178793,0.193178793,0,1095,0.49
274,Obowo,Ngor-Okpala,Imo,2010,0.193359509,0.193359509,0.193359509,0,1095,0.49
275,Ngor-Okpala,Ngor-Okpala,Imo,2010,0.110634772,0.110634772,0.110634772,0,1095,0.49
276,Njaba,Ngor-Okpala,Imo,2010,0.222770115,0.222770115,0.222770115,0,1095,0.49
277,Nkwerre,Ngor-Okpala,Imo,2010,0.245806929,0.245806929,0.245806929,0,1095,0.49
278,Nwangele,Ngor-Okpala,Imo,2010,0.23860032,0.23860032,0.23860032,0,1095,0.49
279,Oyo East,Akinyele,Oyo,2010,0.148346655,0.148346655,0.148346655,0,1095,0.49
280,Oguta,Oru West,Imo,2010,0.150663121,0.150663121,0.150663121,0,1095,0.49
281,Ohaji-Egbema,Oru West,Imo,2010,0.195206518,0.195206518,0.195206518,0,1095,0.49
282,Okigwe,Ngor-Okpala,Imo,2010,0.192952707,0.192952707,0.192952707,0,1095,0.49
283,Orlu,Oru West,Imo,2010,0.263469956,0.263469956,0.263469956,0,1095,0.49
284,Orsu,Oru West,Imo,2010,0.182963633,0.182963633,0.182963633,0,1095,0.49
285,Oru East,Oru West,Imo,2010,0.201730189,0.201730189,0.201730189,0,1095,0.49
286,Oru West,Oru West,Imo,2010,0.211288119,0.211288119,0.211288119,0,1095,0.49
287,Owerri-Municipal,Oru West,Imo,2010,0.134631104,0.134631104,0.134631104,0,1095,0.49
288,Tofa,Taura,Kano,2010,0.152218259,0.152218259,0.152218259,0,1095,0.49
289,Owerri North,Ngor-Okpala,Imo,2010,0.12229392,0.12229392,0.12229392,0,1095,0.49
290,Owerri West,Ngor-Okpala,Imo,2010,0.148139792,0.148139792,0.148139792,0,1095,0.49
291,Unuimo,Ngor-Okpala,Imo,2010,0.265063727,0.265063727,0.265063727,0,1095,0.49
292,Auyo,Taura,Jigawa,2010,0.120379538,0.120379538,0.120379538,0,1095,0.49
293,Babura,Babura,Jigawa,2010,0.217495183,0.217495183,0.217495183,0,1095,0.49
294,Biriniwa,Taura,Jigawa,2010,0.087332858,0.087332858,0.087332858,0,1095,0.49
295,Malam Madori,Taura,Jigawa,2010,0.100240887,0.100240887,0.100240887,0,1095,0.49
296,Birni Kudu,Takali,Jigawa,2010,0.091461937,0.091461937,0.091461937,0,1095,0.49
297,Buji,Takali,Jigawa,2010,0.082400612,0.082400612,0.082400612,0,1095,0.49
298,Jahun,Taura,Jigawa,2010,0.107194779,0.107194779,0.107194779,0,1095,0.49
299,Dutse,Takali,Jigawa,2010,0.070978887,0.070978887,0.070978887,0,1095,0.49
300,Gagarawa,Taura,Jigawa,2010,0.096271412,0.096271412,0.096271412,0,1095,0.49
301,Kafin Hausa,Taura,Jigawa,2010,0.22350593,0.22350593,0.22350593,0,1095,0.49
302,Garki,Babura,Jigawa,2010,0.129976934,0.129976934,0.129976934,0,1095,0.49
303,Gumel,Babura,Jigawa,2010,0.102174939,0.102174939,0.102174939,0,1095,0.49
304,Guri,Taura,Jigawa,2010,0.108306609,0.108306609,0.108306609,0,1095,0.49
305,Gwaram,Takali,Jigawa,2010,0.073116559,0.073116559,0.073116559,0,1095,0.49
306,Gwiwa,Babura,Jigawa,2010,0.162662517,0.162662517,0.162662517,0,1095,0.49
307,Hadejia,Taura,Jigawa,2010,0.119005822,0.119005822,0.119005822,0,1095,0.49
308,Kaugama,Taura,Jigawa,2010,0.056593927,0.056593927,0.056593927,0,1095,0.49
309,Kazaure,Babura,Jigawa,2010,0.179651552,0.179651552,0.179651552,0,1095,0.49
310,Kiri Kasamma,Taura,Jigawa,2010,0.139503602,0.139503602,0.139503602,0,1095,0.49
311,Tsanyawa,Gwarzo,Kano,2010,0.100445867,0.100445867,0.100445867,0,1095,0.49
312,Miga,Taura,Jigawa,2010,0.110223664,0.110223664,0.110223664,0,1095,0.49
313,Ringim,Taura,Jigawa,2010,0.079591525,0.079591525,0.079591525,0,1095,0.49
314,Roni,Babura,Jigawa,2010,0.128615642,0.128615642,0.128615642,0,1095,0.49
315,Taura,Taura,Jigawa,2010,0.093757692,0.093757692,0.093757692,0,1095,0.49
316,Yankwashi,Babura,Jigawa,2010,0.273529803,0.273529803,0.273529803,0,1095,0.49
317,Kiyawa,Takali,Jigawa,2010,0.139479196,0.139479196,0.139479196,0,1095,0.49
318,Dutsi,Rimi,Katsina,2010,0.13231412,0.13231412,0.13231412,0,1095,0.49
319,Birnin-Gwari,Giwa,Kaduna,2010,0.119768629,0.119768629,0.119768629,0,1095,0.49
320,Kajuru,Soba,Kaduna,2010,0.070120016,0.070120016,0.070120016,0,1095,0.49
321,Chikun,Soba,Kaduna,2010,0.076512484,0.076512484,0.076512484,0,1095,0.49
322,Giwa,Giwa,Kaduna,2010,0.074911267,0.074911267,0.074911267,0,1095,0.49
323,Koko-Besse,Birnin Kebbi,Kebbi,2010,0.420290828,0.420290828,0.420290828,0,1095,0.49
324,Igabi,Soba,Kaduna,2010,0.058602641,0.058602641,0.058602641,0,1095,0.49
325,Ikara,Soba,Kaduna,2010,0.068089001,0.068089001,0.068089001,0,1095,0.49
326,Jaba,Oke-Ero,Kaduna,2010,0.098455483,0.098455483,0.098455483,0,1095,0.49
327,Ogori-Mangongo,Owan East,Kogi,2010,0.099244576,0.099244576,0.099244576,0,1095,0.49
328,Jema'a,Soba,Kaduna,2010,0.072789926,0.072789926,0.072789926,0,1095,0.49
329,Kachia,Ngor-Okpala,Kaduna,2010,0.063506295,0.063506295,0.063506295,0,1095,0.49
330,Kaduna North,Soba,Kaduna,2010,0.029575343,0.029575343,0.029575343,0,1095,0.49
331,Kudan,Giwa,Kaduna,2010,0.068715587,0.068715587,0.068715587,0,1095,0.49
332,Kagarko,Oke-Ero,Kaduna,2010,0.109742056,0.109742056,0.109742056,0,1095,0.49
333,Kaura,Soba,Kaduna,2010,0.075973528,0.075973528,0.075973528,0,1095,0.49
334,Kauru,Soba,Kaduna,2010,0.068261869,0.068261869,0.068261869,0,1095,0.49
335,Kubau,Soba,Kaduna,2010,0.057704645,0.057704645,0.057704645,0,1095,0.49
336,Lere,Soba,Kaduna,2010,0.072456426,0.072456426,0.072456426,0,1095,0.49
337,Markafi,Gwarzo,Kaduna,2010,0.069079341,0.069079341,0.069079341,0,1095,0.49
338,Sabon-Gari,Soba,Kaduna,2010,0.044883683,0.044883683,0.044883683,0,1095,0.49
339,Sanga,Soba,Kaduna,2010,0.117049816,0.117049816,0.117049816,0,1095,0.49
340,Soba,Soba,Kaduna,2010,0.057281556,0.057281556,0.057281556,0,1095,0.49
341,Zango-Kataf,Soba,Kaduna,2010,0.074144517,0.074144517,0.074144517,0,1095,0.49
342,Zaria,Soba,Kaduna,2010,0.027258678,0.027258678,0.027258678,0,1095,0.49
343,Kaduna South,Soba,Kaduna,2010,0.051109436,0.051109436,0.051109436,0,1095,0.49
344,Bichi,Gwarzo,Kano,2010,0.1137928,0.1137928,0.1137928,0,1095,0.49
345,Ajingi,Taura,Kano,2010,0.085979884,0.085979884,0.085979884,0,1095,0.49
346,Albasu,Takali,Kano,2010,0.078009672,0.078009672,0.078009672,0,1095,0.49
347,Bagwai,Babura,Kano,2010,0.122392506,0.122392506,0.122392506,0,1095,0.49
348,Bebeji,Gwarzo,Kano,2010,0.080387528,0.080387528,0.080387528,0,1095,0.49
349,Dambatta,Babura,Kano,2010,0.168623343,0.168623343,0.168623343,0,1095,0.49
350,Dawakin Kudu,Gwarzo,Kano,2010,0.103656574,0.103656574,0.103656574,0,1095,0.49
351,Dawakin Tofa,Taura,Kano,2010,0.148016568,0.148016568,0.148016568,0,1095,0.49
352,Doguwa,Giwa,Kano,2010,0.061434003,0.061434003,0.061434003,0,1095,0.49
353,Gabasawa,Taura,Kano,2010,0.124329559,0.124329559,0.124329559,0,1095,0.49
354,Garko,Gwarzo,Kano,2010,0.072178092,0.072178092,0.072178092,0,1095,0.49
355,Garum Mallam,Gwarzo,Kano,2010,0.085087528,0.085087528,0.085087528,0,1095,0.49
356,Gaya,Gwarzo,Kano,2010,0.073314872,0.073314872,0.073314872,0,1095,0.49
357,Gezawa,Gwarzo,Kano,2010,0.165200112,0.165200112,0.165200112,0,1095,0.49
358,Gwale,Alkaleri,Kano,2010,0.27078288,0.27078288,0.27078288,0,1095,0.49
359,Gwarzo,Gwarzo,Kano,2010,0.107805364,0.107805364,0.107805364,0,1095,0.49
360,Kabo,Gwarzo,Kano,2010,0.114422877,0.114422877,0.114422877,0,1095,0.49
361,Kano Municipal,Alkaleri,Kano,2010,0.293226016,0.293226016,0.293226016,0,1095,0.49
362,Karaye,Gwarzo,Kano,2010,0.101577753,0.101577753,0.101577753,0,1095,0.49
363,Kibiya,Gwarzo,Kano,2010,0.066170881,0.066170881,0.066170881,0,1095,0.49
364,Kiru,Gwarzo,Kano,2010,0.104588911,0.104588911,0.104588911,0,1095,0.49
365,Kumbotso,Taura,Kano,2010,0.194771867,0.194771867,0.194771867,0,1095,0.49
366,Yagba West,Oke-Ero,Kogi,2010,0.116458687,0.116458687,0.116458687,0,1095,0.49
367,Kunchi,Babura,Kano,2010,0.074493418,0.074493418,0.074493418,0,1095,0.49
368,Kura,Gwarzo,Kano,2010,0.092975074,0.092975074,0.092975074,0,1095,0.49
369,Madobi,Taura,Kano,2010,0.108837978,0.108837978,0.108837978,0,1095,0.49
370,Makoda,Babura,Kano,2010,0.138448479,0.138448479,0.138448479,0,1095,0.49
371,Ekiti,Oke-Ero,Kwara,2010,0.134679408,0.134679408,0.134679408,0,1095,0.49
372,Minjibir,Taura,Kano,2010,0.190662737,0.190662737,0.190662737,0,1095,0.49
373,Nasarawa1,Alkaleri,Kano,2010,0.217356945,0.217356945,0.217356945,0,1095,0.49
374,Rano,Gwarzo,Kano,2010,0.070291587,0.070291587,0.070291587,0,1095,0.49
375,Rimin Gado,Gwarzo,Kano,2010,0.123512772,0.123512772,0.123512772,0,1095,0.49
376,Bindawa,Rimi,Katsina,2010,0.109674541,0.109674541,0.109674541,0,1095,0.49
377,Rogo,Gwarzo,Kano,2010,0.08482513,0.08482513,0.08482513,0,1095,0.49
378,Shanono,Gwarzo,Kano,2010,0.104535558,0.104535558,0.104535558,0,1095,0.49
379,Sumaila,Takali,Kano,2010,0.067286813,0.067286813,0.067286813,0,1095,0.49
380,Takali,Takali,Kano,2010,0.125552482,0.125552482,0.125552482,0,1095,0.49
381,Tarauni,Alkaleri,Kano,2010,0.444425094,0.444425094,0.444425094,0,1095,0.49
382,Tudun Wada,Gwarzo,Kano,2010,0.048560789,0.048560789,0.048560789,0,1095,0.49
383,Ungogo,Taura,Kano,2010,0.18486032,0.18486032,0.18486032,0,1095,0.49
384,Warawa,Gwarzo,Kano,2010,0.126456462,0.126456462,0.126456462,0,1095,0.49
385,Wudil,Gwarzo,Kano,2010,0.061050323,0.061050323,0.061050323,0,1095,0.49
386,Daura,Babura,Katsina,2010,0.100396615,0.100396615,0.100396615,0,1095,0.49
387,Bakori,Gwarzo,Katsina,2010,0.108700473,0.108700473,0.108700473,0,1095,0.49
388,Batagarawa,Rimi,Katsina,2010,0.185050497,0.185050497,0.185050497,0,1095,0.49
389,Batsari,Rimi,Katsina,2010,0.124985039,0.124985039,0.124985039,0,1095,0.49
390,Charanchi,Rimi,Katsina,2010,0.116925584,0.116925584,0.116925584,0,1095,0.49
391,Dan Musa,Rimi,Katsina,2010,0.040418006,0.040418006,0.040418006,0,1095,0.49
392,Dandume,Giwa,Katsina,2010,0.099866063,0.099866063,0.099866063,0,1095,0.49
393,Danja,Giwa,Katsina,2010,0.092163595,0.092163595,0.092163595,0,1095,0.49
394,Dutsin-Ma,Rimi,Katsina,2010,0.083818814,0.083818814,0.083818814,0,1095,0.49
395,Faskari,Giwa,Katsina,2010,0.104039715,0.104039715,0.104039715,0,1095,0.49
396,Funtua,Gwarzo,Katsina,2010,0.129134431,0.129134431,0.129134431,0,1095,0.49
397,Asa,Oke-Ero,Kwara,2010,0.139361781,0.139361781,0.139361781,0,1095,0.49
398,Ingawa,Rimi,Katsina,2010,0.113202316,0.113202316,0.113202316,0,1095,0.49
399,Kafur,Gwarzo,Katsina,2010,0.099137075,0.099137075,0.099137075,0,1095,0.49
400,Kankara,Rimi,Katsina,2010,0.091939349,0.091939349,0.091939349,0,1095,0.49
401,Kankia,Rimi,Katsina,2010,0.096189133,0.096189133,0.096189133,0,1095,0.49
402,Katsina,Rimi,Katsina,2010,0.256789325,0.256789325,0.256789325,0,1095,0.49
403,Kurfi,Rimi,Katsina,2010,0.115200096,0.115200096,0.115200096,0,1095,0.49
404,Kusada,Rimi,Katsina,2010,0.097840362,0.097840362,0.097840362,0,1095,0.49
405,Malumfashi,Gwarzo,Katsina,2010,0.145481845,0.145481845,0.145481845,0,1095,0.49
406,Mani,Rimi,Katsina,2010,0.105332018,0.105332018,0.105332018,0,1095,0.49
407,Matazuu,Rimi,Katsina,2010,0.073710185,0.073710185,0.073710185,0,1095,0.49
408,Birnin Kebbi,Birnin Kebbi,Kebbi,2010,0.328876555,0.328876555,0.328876555,0,1095,0.49
409,Musawa,Gwarzo,Katsina,2010,0.089220384,0.089220384,0.089220384,0,1095,0.49
410,Rimi,Rimi,Katsina,2010,0.132162938,0.132162938,0.132162938,0,1095,0.49
411,Sabuwa,Giwa,Katsina,2010,0.098379734,0.098379734,0.098379734,0,1095,0.49
412,Safana,Babura,Katsina,2010,0.185606309,0.185606309,0.185606309,0,1095,0.49
413,Sandamu,Rimi,Katsina,2010,0.087180307,0.087180307,0.087180307,0,1095,0.49
414,Aleiro,Birnin Kebbi,Kebbi,2010,0.271338296,0.271338296,0.271338296,0,1095,0.49
415,Argungu,Birnin Kebbi,Kebbi,2010,0.336830356,0.336830356,0.336830356,0,1095,0.49
416,Augie,Birnin Kebbi,Kebbi,2010,0.171065858,0.171065858,0.171065858,0,1095,0.49
417,Bunza,Birnin Kebbi,Kebbi,2010,0.263082478,0.263082478,0.263082478,0,1095,0.49
418,Fakai,Birnin Kebbi,Kebbi,2010,0.205872763,0.205872763,0.205872763,0,1095,0.49
419,Gwandu,Birnin Kebbi,Kebbi,2010,0.269547328,0.269547328,0.269547328,0,1095,0.49
420,Jega,Birnin Kebbi,Kebbi,2010,0.357146722,0.357146722,0.357146722,0,1095,0.49
421,Kalgo,Birnin Kebbi,Kebbi,2010,0.311268808,0.311268808,0.311268808,0,1095,0.49
422,Iseyin,Akinyele,Oyo,2010,0.183869218,0.183869218,0.183869218,0,1095,0.49
423,Maiyama,Birnin Kebbi,Kebbi,2010,0.322004631,0.322004631,0.322004631,0,1095,0.49
424,Ngaski,Owan East,Kebbi,2010,0.27161343,0.27161343,0.27161343,0,1095,0.49
425,Sakaba,Alkaleri,Kebbi,2010,0.091110601,0.091110601,0.091110601,0,1095,0.49
426,Shanga,Birnin Kebbi,Kebbi,2010,0.244394482,0.244394482,0.244394482,0,1095,0.49
427,Suru,Birnin Kebbi,Kebbi,2010,0.282443103,0.282443103,0.282443103,0,1095,0.49
428,Wasagu-Danko,Alkaleri,Kebbi,2010,0.132462676,0.132462676,0.132462676,0,1095,0.49
429,Yauri,Birnin Kebbi,Kebbi,2010,0.195169903,0.195169903,0.195169903,0,1095,0.49
430,Zuru,Alkaleri,Kebbi,2010,0.153292072,0.153292072,0.153292072,0,1095,0.49
431,Adavi,Owan East,Kogi,2010,0.111509689,0.111509689,0.111509689,0,1095,0.49
432,Ajaokuta,Owan East,Kogi,2010,0.098183149,0.098183149,0.098183149,0,1095,0.49
433,Ankpa,Owan East,Kogi,2010,0.107382893,0.107382893,0.107382893,0,1095,0.49
434,Bassa1,Keana,Kogi,2010,0.110195148,0.110195148,0.110195148,0,1095,0.49
435,Dekina,Owan East,Kogi,2010,0.094181041,0.094181041,0.094181041,0,1095,0.49
436,Edu,Oke-Ero,Kwara,2010,0.122104522,0.122104522,0.122104522,0,1095,0.49
437,Ibaji,Uzo-Uwani,Kogi,2010,0.144747506,0.144747506,0.144747506,0,1095,0.49
438,Idah,Uzo-Uwani,Kogi,2010,0.121359383,0.121359383,0.121359383,0,1095,0.49
439,Igalamela-Odolu,Uzo-Uwani,Kogi,2010,0.126193853,0.126193853,0.126193853,0,1095,0.49
440,Ijumu,Oke-Ero,Kogi,2010,0.15902252,0.15902252,0.15902252,0,1095,0.49
441,Kabba-Bunu,Oke-Ero,Kogi,2010,0.137023175,0.137023175,0.137023175,0,1095,0.49
442,Kogi,Keana,Kogi,2010,0.140690366,0.140690366,0.140690366,0,1095,0.49
443,Lokoja,Keana,Kogi,2010,0.126384599,0.126384599,0.126384599,0,1095,0.49
444,Mopa-Muro,Oke-Ero,Kogi,2010,0.141365047,0.141365047,0.141365047,0,1095,0.49
445,Ofu,Owan East,Kogi,2010,0.106196727,0.106196727,0.106196727,0,1095,0.49
446,Okehi,Owan East,Kogi,2010,0.140032474,0.140032474,0.140032474,0,1095,0.49
447,Okene,Owan East,Kogi,2010,0.05460102,0.05460102,0.05460102,0,1095,0.49
448,Olamabolo,Owan East,Kogi,2010,0.112922619,0.112922619,0.112922619,0,1095,0.49
449,Omala,Keana,Kogi,2010,0.109577434,0.109577434,0.109577434,0,1095,0.49
450,Yagba East,Oke-Ero,Kogi,2010,0.129506462,0.129506462,0.129506462,0,1095,0.49
451,Ifelodun1,Oke-Ero,Kwara,2010,0.098507116,0.098507116,0.098507116,0,1095,0.49
452,Ilorin East,Oke-Ero,Kwara,2010,0.147346421,0.147346421,0.147346421,0,1095,0.49
453,Ilorin South,Oke-Ero,Kwara,2010,0.136753259,0.136753259,0.136753259,0,1095,0.49
454,Ilorin West,Owan East,Kwara,2010,0.171204235,0.171204235,0.171204235,0,1095,0.49
455,Irepodun1,Owan East,Kwara,2010,0.115601154,0.115601154,0.115601154,0,1095,0.49
456,Itesiwaju,Akinyele,Oyo,2010,0.166330438,0.166330438,0.166330438,0,1095,0.49
457,Isin,Oke-Ero,Kwara,2010,0.10710493,0.10710493,0.10710493,0,1095,0.49
458,Kaiama,Oke-Ero,Kwara,2010,0.121377865,0.121377865,0.121377865,0,1095,0.49
459,Moro,Oke-Ero,Kwara,2010,0.132861648,0.132861648,0.132861648,0,1095,0.49
460,Offa,Akinyele,Kwara,2010,0.147799509,0.147799509,0.147799509,0,1095,0.49
461,Oke-Ero,Oke-Ero,Kwara,2010,0.107892759,0.107892759,0.107892759,0,1095,0.49
462,Kajola,Akinyele,Oyo,2010,0.176499794,0.176499794,0.176499794,0,1095,0.49
463,Oyun,Oke-Ero,Kwara,2010,0.14789298,0.14789298,0.14789298,0,1095,0.49
464,Pategi,Oke-Ero,Kwara,2010,0.128108097,0.128108097,0.128108097,0,1095,0.49
465,Agege,Uzo-Uwani,Lagos,2010,0.152837617,0.152837617,0.152837617,0,1095,0.49
466,Ajeromi-Ifelodun,Uzo-Uwani,Lagos,2010,0.269397554,0.269397554,0.269397554,0,1095,0.49
467,Alimosho,Uzo-Uwani,Lagos,2010,0.127582926,0.127582926,0.127582926,0,1095,0.49
468,Apapa,Isoko South,Lagos,2010,0.213612589,0.213612589,0.213612589,0,1095,0.49
469,Epe,Uzo-Uwani,Lagos,2010,0.188348919,0.188348919,0.188348919,0,1095,0.49
470,Ifako-Ijaye,Uzo-Uwani,Lagos,2010,0.162102316,0.162102316,0.162102316,0,1095,0.49
471,Ikeja,Uzo-Uwani,Lagos,2010,0.172161501,0.172161501,0.172161501,0,1095,0.49
472,Mushin,Isoko South,Lagos,2010,0.182190977,0.182190977,0.182190977,0,1095,0.49
473,Kokona,Oke-Ero,Nasarawa,2010,0.148395607,0.148395607,0.148395607,0,1095,0.49
474,Ojo,Isoko South,Lagos,2010,0.148574019,0.148574019,0.148574019,0,1095,0.49
475,Oshodi-Isolo,Uzo-Uwani,Lagos,2010,0.14740605,0.14740605,0.14740605,0,1095,0.49
476,Surulere1,Oke-Ero,Lagos,2010,0.199009966,0.199009966,0.199009966,0,1095,0.49
477,Akwanga,Oke-Ero,Nasarawa,2010,0.141432602,0.141432602,0.141432602,0,1095,0.49
478,Obi2,Keana,Nasarawa,2010,0.133530294,0.133530294,0.133530294,0,1095,0.49
479,Awe,Keana,Nasarawa,2010,0.112920891,0.112920891,0.112920891,0,1095,0.49
480,Doma,Keana,Nasarawa,2010,0.110786442,0.110786442,0.110786442,0,1095,0.49
481,Karu,Oke-Ero,Nasarawa,2010,0.228943991,0.228943991,0.228943991,0,1095,0.49
482,Keana,Keana,Nasarawa,2010,0.119900689,0.119900689,0.119900689,0,1095,0.49
483,Keffi,Oke-Ero,Nasarawa,2010,0.185002546,0.185002546,0.185002546,0,1095,0.49
484,Lafia,Alkaleri,Nasarawa,2010,0.207888928,0.207888928,0.207888928,0,1095,0.49
485,Nasarawa2,Keana,Nasarawa,2010,0.128916938,0.128916938,0.128916938,0,1095,0.49
486,Nasarawa-Eggon,Alkaleri,Nasarawa,2010,0.160056537,0.160056537,0.160056537,0,1095,0.49
487,Chanchaga,Keana,Niger,2010,0.213166218,0.213166218,0.213166218,0,1095,0.49
488,Toto,Keana,Nasarawa,2010,0.141280265,0.141280265,0.141280265,0,1095,0.49
489,Wamba,Alkaleri,Nasarawa,2010,0.149393068,0.149393068,0.149393068,0,1095,0.49
490,Agaie,Oke-Ero,Niger,2010,0.130898905,0.130898905,0.130898905,0,1095,0.49
491,Agwara,Birnin Kebbi,Niger,2010,0.209429713,0.209429713,0.209429713,0,1095,0.49
492,Bida,Oke-Ero,Niger,2010,0.156308615,0.156308615,0.156308615,0,1095,0.49
493,Bosso,Keana,Niger,2010,0.12637411,0.12637411,0.12637411,0,1095,0.49
494,Edati,Oke-Ero,Niger,2010,0.161668371,0.161668371,0.161668371,0,1095,0.49
495,Gbako,Oke-Ero,Niger,2010,0.15119241,0.15119241,0.15119241,0,1095,0.49
496,Gurara,Oke-Ero,Niger,2010,0.119297553,0.119297553,0.119297553,0,1095,0.49
497,Katcha,Oke-Ero,Niger,2010,0.147123298,0.147123298,0.147123298,0,1095,0.49
498,Kontagora,Oke-Ero,Niger,2010,0.16654216,0.16654216,0.16654216,0,1095,0.49
499,Lapai,Oke-Ero,Niger,2010,0.135877601,0.135877601,0.135877601,0,1095,0.49
500,Lavun,Oke-Ero,Niger,2010,0.227071357,0.227071357,0.227071357,0,1095,0.49
501,Magama,Oke-Ero,Niger,2010,0.157949415,0.157949415,0.157949415,0,1095,0.49
502,Mariga,Oke-Ero,Niger,2010,0.149986617,0.149986617,0.149986617,0,1095,0.49
503,Mashegu,Oke-Ero,Niger,2010,0.180753856,0.180753856,0.180753856,0,1095,0.49
504,Pailoro,Oke-Ero,Niger,2010,0.109740268,0.109740268,0.109740268,0,1095,0.49
505,Lagelu,Akinyele,Oyo,2010,0.167204428,0.167204428,0.167204428,0,1095,0.49
506,Mokwa,Oke-Ero,Niger,2010,0.138571417,0.138571417,0.138571417,0,1095,0.49
507,Muya,Giwa,Niger,2010,0.105059136,0.105059136,0.105059136,0,1095,0.49
508,Abeokuta South,Uzo-Uwani,Ogun,2010,0.336879354,0.336879354,0.336879354,0,1095,0.49
509,Ijebu North,Owan East,Ogun,2010,0.184329951,0.184329951,0.184329951,0,1095,0.49
510,Rafi,Oke-Ero,Niger,2010,0.28230885,0.28230885,0.28230885,0,1095,0.49
511,Rijau,Alkaleri,Niger,2010,0.17417321,0.17417321,0.17417321,0,1095,0.49
512,Ado-Odo-Ota,Uzo-Uwani,Ogun,2010,0.166279023,0.166279023,0.166279023,0,1095,0.49
513,Ijebu North East,Oke-Ero,Ogun,2010,0.180024891,0.180024891,0.180024891,0,1095,0.49
514,Shiroro,Oke-Ero,Niger,2010,0.215971163,0.215971163,0.215971163,0,1095,0.49
515,Suleja,Giwa,Niger,2010,0.126676722,0.126676722,0.126676722,0,1095,0.49
516,Tafa,Oke-Ero,Niger,2010,0.115597312,0.115597312,0.115597312,0,1095,0.49
517,Wushishi,Oke-Ero,Niger,2010,0.18322144,0.18322144,0.18322144,0,1095,0.49
518,Abeokuta North,Owan East,Ogun,2010,0.236157692,0.236157692,0.236157692,0,1095,0.49
519,Egbado South,Uzo-Uwani,Ogun,2010,0.190735754,0.190735754,0.190735754,0,1095,0.49
520,Ewekoro,Uzo-Uwani,Ogun,2010,0.206966499,0.206966499,0.206966499,0,1095,0.49
521,Ifo,Uzo-Uwani,Ogun,2010,0.198772069,0.198772069,0.198772069,0,1095,0.49
522,Ijebu East,Oke-Ero,Ogun,2010,0.171564346,0.171564346,0.171564346,0,1095,0.49
523,Ijebu ode,Owan East,Ogun,2010,0.184543567,0.184543567,0.184543567,0,1095,0.49
524,Ikenne,Owan East,Ogun,2010,0.209682453,0.209682453,0.209682453,0,1095,0.49
525,Obafemi-Owode,Owan East,Ogun,2010,0.207921776,0.207921776,0.207921776,0,1095,0.49
526,Odeda,Oke-Ero,Ogun,2010,0.230599916,0.230599916,0.230599916,0,1095,0.49
527,Odogbolu,Owan East,Ogun,2010,0.199418637,0.199418637,0.199418637,0,1095,0.49
528,Ogun waterside,Owan East,Ogun,2010,0.164273944,0.164273944,0.164273944,0,1095,0.49
529,Remo North,Owan East,Ogun,2010,0.201411504,0.201411504,0.201411504,0,1095,0.49
530,Shagamu,Uzo-Uwani,Ogun,2010,0.231375132,0.231375132,0.231375132,0,1095,0.49
531,Akoko North East,Oke-Ero,Ondo,2010,0.166203751,0.166203751,0.166203751,0,1095,0.49
532,Akoko North West,Oke-Ero,Ondo,2010,0.28820596,0.28820596,0.28820596,0,1095,0.49
533,Akoko South East,Oke-Ero,Ondo,2010,0.16601132,0.16601132,0.16601132,0,1095,0.49
534,Akoko South West,Oke-Ero,Ondo,2010,0.178084441,0.178084441,0.178084441,0,1095,0.49
535,Akure North,Owan East,Ondo,2010,0.145167861,0.145167861,0.145167861,0,1095,0.49
536,Ifedayo,Oke-Ero,Osun,2010,0.106961065,0.106961065,0.106961065,0,1095,0.49
537,Akure South,Owan East,Ondo,2010,0.15010214,0.15010214,0.15010214,0,1095,0.49
538,Ese-Odo,Owan East,Ondo,2010,0.141745325,0.141745325,0.141745325,0,1095,0.49
539,Idanre,Akinyele,Ondo,2010,0.145102475,0.145102475,0.145102475,0,1095,0.49
540,Ifedore,Oke-Ero,Ondo,2010,0.160583689,0.160583689,0.160583689,0,1095,0.49
541,Ile-Oluji-Okeigbo,Akinyele,Ondo,2010,0.166378623,0.166378623,0.166378623,0,1095,0.49
542,Irele,Akinyele,Ondo,2010,0.144296923,0.144296923,0.144296923,0,1095,0.49
543,Odigbo,Akinyele,Ondo,2010,0.15758405,0.15758405,0.15758405,0,1095,0.49
544,Ifelodun2,Akinyele,Osun,2010,0.156521464,0.156521464,0.156521464,0,1095,0.49
545,Okitipupa,Owan East,Ondo,2010,0.154325523,0.154325523,0.154325523,0,1095,0.49
546,Ondo East,Akinyele,Ondo,2010,0.158671886,0.158671886,0.158671886,0,1095,0.49
547,Ondo West,Akinyele,Ondo,2010,0.166554954,0.166554954,0.166554954,0,1095,0.49
548,Ose,Owan East,Ondo,2010,0.14767263,0.14767263,0.14767263,0,1095,0.49
549,Owo,Owan East,Ondo,2010,0.109502288,0.109502288,0.109502288,0,1095,0.49
550,Aiyedade,Akinyele,Osun,2010,0.171115196,0.171115196,0.171115196,0,1095,0.49
551,Aiyedire,Akinyele,Osun,2010,0.164761089,0.164761089,0.164761089,0,1095,0.49
552,Atakumosa East,Oke-Ero,Osun,2010,0.167832858,0.167832858,0.167832858,0,1095,0.49
