,LGA,repDS,State,year,comboACT,U5_coverage,adult_coverage,simday,duration,severe_cases
1612,Ekwusigo,Oru West,Anambra,2015,0.195684179,0.195684179,0.195684179,1825,1095,0.49
1613,Idemili North,Uzo-Uwani,Anambra,2015,0.312949562,0.312949562,0.312949562,1825,1095,0.49
1614,Idemili South,Oru West,Anambra,2015,0.205449572,0.205449572,0.205449572,1825,1095,0.49
1615,Ihiala,Oru West,Anambra,2015,0.122985298,0.122985298,0.122985298,1825,1095,0.49
1616,Njikoka,Uzo-Uwani,Anambra,2015,0.339808916,0.339808916,0.339808916,1825,1095,0.49
1617,Nnewi North,Oru West,Anambra,2015,0.22995183,0.22995183,0.22995183,1825,1095,0.49
1618,Nnewi South,Oru West,Anambra,2015,0.297294357,0.297294357,0.297294357,1825,1095,0.49
1619,Ogbaru,Ahoada West,Anambra,2015,0.15662491,0.15662491,0.15662491,1825,1095,0.49
1620,Onitsha North,Uzo-Uwani,Anambra,2015,0.251044758,0.251044758,0.251044758,1825,1095,0.49
1621,Onitsha South,Uzo-Uwani,Anambra,2015,0.198320563,0.198320563,0.198320563,1825,1095,0.49
1622,Orumba North,Oru West,Anambra,2015,0.302469193,0.302469193,0.302469193,1825,1095,0.49
1623,Orumba South,Oru West,Anambra,2015,0.324899723,0.324899723,0.324899723,1825,1095,0.49
1624,Oyi,Uzo-Uwani,Anambra,2015,0.462466883,0.462466883,0.462466883,1825,1095,0.49
1625,Alkaleri,Alkaleri,Bauchi,2015,0.115143777,0.115143777,0.115143777,1825,1095,0.49
1626,Bauchi,Alkaleri,Bauchi,2015,0.220188044,0.220188044,0.220188044,1825,1095,0.49
1627,Bogoro,Alkaleri,Bauchi,2015,0.12376988,0.12376988,0.12376988,1825,1095,0.49
1628,Damban,Darazo,Bauchi,2015,0.052761751,0.052761751,0.052761751,1825,1095,0.49
1629,Darazo,Darazo,Bauchi,2015,0.081781969,0.081781969,0.081781969,1825,1095,0.49
1630,Dass,Alkaleri,Bauchi,2015,0.113499435,0.113499435,0.113499435,1825,1095,0.49
1631,Gamawa,Gwarzo,Bauchi,2015,0.057668275,0.057668275,0.057668275,1825,1095,0.49
1632,Jama'are,Taura,Bauchi,2015,0.075339855,0.075339855,0.075339855,1825,1095,0.49
1633,Ganjuwa,Darazo,Bauchi,2015,0.057266633,0.057266633,0.057266633,1825,1095,0.49
1634,Giade,Darazo,Bauchi,2015,0.078985868,0.078985868,0.078985868,1825,1095,0.49
1635,Itas-Gadau,Taura,Bauchi,2015,0.090132291,0.090132291,0.090132291,1825,1095,0.49
1636,Katagum,Gwarzo,Bauchi,2015,0.067481299,0.067481299,0.067481299,1825,1095,0.49
1637,Kirfi,Alkaleri,Bauchi,2015,0.098279952,0.098279952,0.098279952,1825,1095,0.49
1638,Misau,Darazo,Bauchi,2015,0.066773902,0.066773902,0.066773902,1825,1095,0.49
1639,Ningi,Takali,Bauchi,2015,0.049761707,0.049761707,0.049761707,1825,1095,0.49
1640,Ukum,Keana,Benue,2015,0.119634216,0.119634216,0.119634216,1825,1095,0.49
1641,Shira,Takali,Bauchi,2015,0.107660306,0.107660306,0.107660306,1825,1095,0.49
1642,Tafawa-Balewa,Alkaleri,Bauchi,2015,0.126441874,0.126441874,0.126441874,1825,1095,0.49
1643,Toro,Giwa,Bauchi,2015,0.101690698,0.101690698,0.101690698,1825,1095,0.49
1644,Warji,Takali,Bauchi,2015,0.069135012,0.069135012,0.069135012,1825,1095,0.49
1645,Zaki,Taura,Bauchi,2015,0.159685284,0.159685284,0.159685284,1825,1095,0.49
1646,Kolokuma-Opokuma,Ahoada West,Bayelsa,2015,0.189840661,0.189840661,0.189840661,1825,1095,0.49
1647,Nembe,Ahoada West,Bayelsa,2015,0.16110543,0.16110543,0.16110543,1825,1095,0.49
1648,Ogbia,Ahoada West,Bayelsa,2015,0.205566698,0.205566698,0.205566698,1825,1095,0.49
1649,Sagbama,Ahoada West,Bayelsa,2015,0.214288877,0.214288877,0.214288877,1825,1095,0.49
1650,Yenegoa,Isoko South,Bayelsa,2015,0.09465092,0.09465092,0.09465092,1825,1095,0.49
1651,Ado,Akinyele,Benue,2015,0.097879669,0.097879669,0.097879669,1825,1095,0.49
1652,Agatu,Keana,Benue,2015,0.1211199,0.1211199,0.1211199,1825,1095,0.49
1653,Apa,Keana,Benue,2015,0.117232531,0.117232531,0.117232531,1825,1095,0.49
1654,Buruku,Keana,Benue,2015,0.113766892,0.113766892,0.113766892,1825,1095,0.49
1655,Gboko,Keana,Benue,2015,0.108016768,0.108016768,0.108016768,1825,1095,0.49
1656,Guma,Keana,Benue,2015,0.134321011,0.134321011,0.134321011,1825,1095,0.49
1657,Gwer East,Oke-Ero,Benue,2015,0.138310988,0.138310988,0.138310988,1825,1095,0.49
1658,Gwer West,Keana,Benue,2015,0.111187561,0.111187561,0.111187561,1825,1095,0.49
1659,Katsina-Ala,Keana,Benue,2015,0.125411777,0.125411777,0.125411777,1825,1095,0.49
1660,Konshisha,Oke-Ero,Benue,2015,0.121707759,0.121707759,0.121707759,1825,1095,0.49
1661,Logo,Keana,Benue,2015,0.115725475,0.115725475,0.115725475,1825,1095,0.49
1662,Makurdi,Keana,Benue,2015,0.066371933,0.066371933,0.066371933,1825,1095,0.49
1663,Obi1,Keana,Benue,2015,0.113468759,0.113468759,0.113468759,1825,1095,0.49
1664,Ogbadibo,Owan East,Benue,2015,0.166213728,0.166213728,0.166213728,1825,1095,0.49
1665,Ohimini,Akinyele,Benue,2015,0.122725237,0.122725237,0.122725237,1825,1095,0.49
1666,Oju,Oke-Ero,Benue,2015,0.102803418,0.102803418,0.102803418,1825,1095,0.49
1667,Okpokwu,Akinyele,Benue,2015,0.133849767,0.133849767,0.133849767,1825,1095,0.49
1668,Oturkpo,Owan East,Benue,2015,0.11839591,0.11839591,0.11839591,1825,1095,0.49
1669,Tarka,Keana,Benue,2015,0.123029684,0.123029684,0.123029684,1825,1095,0.49
1670,Ushongo,Oke-Ero,Benue,2015,0.115135639,0.115135639,0.115135639,1825,1095,0.49
1671,Vandeikya,Oke-Ero,Benue,2015,0.098428513,0.098428513,0.098428513,1825,1095,0.49
1672,Askira-Uba,Darazo,Borno,2015,0.129293688,0.129293688,0.129293688,1825,1095,0.49
1673,Enugu East,Uzo-Uwani,Enugu,2015,0.412716947,0.412716947,0.412716947,1825,1095,0.49
1674,Bayo,Alkaleri,Borno,2015,0.097284461,0.097284461,0.097284461,1825,1095,0.49
1675,Biu,Darazo,Borno,2015,0.103561458,0.103561458,0.103561458,1825,1095,0.49
1676,Chibok,Darazo,Borno,2015,0.11476214,0.11476214,0.11476214,1825,1095,0.49
1677,Damboa,Darazo,Borno,2015,0.112692358,0.112692358,0.112692358,1825,1095,0.49
1678,Biase,Ngor-Okpala,Cross River,2015,0.220607127,0.220607127,0.220607127,1825,1095,0.49
1679,Dikwa,Darazo,Borno,2015,0.141430292,0.141430292,0.141430292,1825,1095,0.49
1680,Gubio,Gawabawa,Borno,2015,0.149939299,0.149939299,0.149939299,1825,1095,0.49
1681,Jere,Gawabawa,Borno,2015,0.153427818,0.153427818,0.153427818,1825,1095,0.49
1682,Guzamala,Babura,Borno,2015,0.165776915,0.165776915,0.165776915,1825,1095,0.49
1683,Hawul,Darazo,Borno,2015,0.117982831,0.117982831,0.117982831,1825,1095,0.49
1684,Kwaya Kusar,Alkaleri,Borno,2015,0.10997095,0.10997095,0.10997095,1825,1095,0.49
1685,Enugu North,Uzo-Uwani,Enugu,2015,0.304922651,0.304922651,0.304922651,1825,1095,0.49
1686,Kaga,Darazo,Borno,2015,0.100823907,0.100823907,0.100823907,1825,1095,0.49
1687,Mafa,Darazo,Borno,2015,0.145201879,0.145201879,0.145201879,1825,1095,0.49
1688,Obudu,Obubra,Cross River,2015,0.153281765,0.153281765,0.153281765,1825,1095,0.49
1689,Konduga,Darazo,Borno,2015,0.134306726,0.134306726,0.134306726,1825,1095,0.49
1690,Bomadi,Isoko South,Delta,2015,0.169547961,0.169547961,0.169547961,1825,1095,0.49
1691,Magumeri,Gawabawa,Borno,2015,0.114222307,0.114222307,0.114222307,1825,1095,0.49
1692,Maiduguri,Darazo,Borno,2015,0.195266084,0.195266084,0.195266084,1825,1095,0.49
1693,Shani,Alkaleri,Borno,2015,0.122709779,0.122709779,0.122709779,1825,1095,0.49
1694,Abi,Obubra,Cross River,2015,0.086773277,0.086773277,0.086773277,1825,1095,0.49
1695,Marte,Babura,Borno,2015,0.145377868,0.145377868,0.145377868,1825,1095,0.49
1696,Nganzai,Gawabawa,Borno,2015,0.144400701,0.144400701,0.144400701,1825,1095,0.49
1697,Bekwara,Oke-Ero,Cross River,2015,0.142645374,0.142645374,0.142645374,1825,1095,0.49
1698,Calabar-Municipal,Nsit Ubium,Cross River,2015,0.314421595,0.314421595,0.314421595,1825,1095,0.49
1699,Ikom,Obubra,Cross River,2015,0.384408463,0.384408463,0.384408463,1825,1095,0.49
1700,Obubra,Obubra,Cross River,2015,0.208927291,0.208927291,0.208927291,1825,1095,0.49
1701,Enugu South,Uzo-Uwani,Enugu,2015,0.286978989,0.286978989,0.286978989,1825,1095,0.49
1702,Odukpani,Ngor-Okpala,Cross River,2015,0.227713199,0.227713199,0.227713199,1825,1095,0.49
1703,Ogoja,Obubra,Cross River,2015,0.199920602,0.199920602,0.199920602,1825,1095,0.49
1704,Yakurr,Obubra,Cross River,2015,0.197638938,0.197638938,0.197638938,1825,1095,0.49
1705,Ogbomosho North,Akinyele,Oyo,2015,0.164043104,0.164043104,0.164043104,1825,1095,0.49
1706,Yala,Oke-Ero,Cross River,2015,0.15681258,0.15681258,0.15681258,1825,1095,0.49
1707,Aniocha North,Uzo-Uwani,Delta,2015,0.190345414,0.190345414,0.190345414,1825,1095,0.49
1708,Aniocha South,Uzo-Uwani,Delta,2015,0.156513964,0.156513964,0.156513964,1825,1095,0.49
1709,Ibadan South West,Owan East,Oyo,2015,0.260559946,0.260559946,0.260559946,1825,1095,0.49
1710,Ethiope East,Isoko South,Delta,2015,0.135267494,0.135267494,0.135267494,1825,1095,0.49
1711,Ethiope West,Isoko South,Delta,2015,0.166027004,0.166027004,0.166027004,1825,1095,0.49
1712,Ika North East,Uzo-Uwani,Delta,2015,0.141105305,0.141105305,0.141105305,1825,1095,0.49
1713,Ika South,Uzo-Uwani,Delta,2015,0.10810377,0.10810377,0.10810377,1825,1095,0.49
1714,Isoko North,Isoko South,Delta,2015,0.150471562,0.150471562,0.150471562,1825,1095,0.49
1715,Ogbomosho South,Akinyele,Oyo,2015,0.164344195,0.164344195,0.164344195,1825,1095,0.49
1716,Isoko South,Isoko South,Delta,2015,0.166598265,0.166598265,0.166598265,1825,1095,0.49
1717,Ndokwa East,Ahoada West,Delta,2015,0.149743781,0.149743781,0.149743781,1825,1095,0.49
1718,Ndokwa West,Isoko South,Delta,2015,0.135417022,0.135417022,0.135417022,1825,1095,0.49
1719,Okpe,Isoko South,Delta,2015,0.153797569,0.153797569,0.153797569,1825,1095,0.49
1720,Oshimili North,Uzo-Uwani,Delta,2015,0.194311055,0.194311055,0.194311055,1825,1095,0.49
1721,Oshimili South,Uzo-Uwani,Delta,2015,0.195564625,0.195564625,0.195564625,1825,1095,0.49
1722,Patani,Isoko South,Delta,2015,0.173744822,0.173744822,0.173744822,1825,1095,0.49
1723,Sapele,Isoko South,Delta,2015,0.162315274,0.162315274,0.162315274,1825,1095,0.49
1724,Udu,Isoko South,Delta,2015,0.17604053,0.17604053,0.17604053,1825,1095,0.49
1725,Ughelli North,Isoko South,Delta,2015,0.151451974,0.151451974,0.151451974,1825,1095,0.49
1726,Ughelli South,Isoko South,Delta,2015,0.17150325,0.17150325,0.17150325,1825,1095,0.49
1727,Ukwuani,Uzo-Uwani,Delta,2015,0.13182509,0.13182509,0.13182509,1825,1095,0.49
1728,Uvwie,Isoko South,Delta,2015,0.205805176,0.205805176,0.205805176,1825,1095,0.49
1729,Warri South,Isoko South,Delta,2015,0.161898385,0.161898385,0.161898385,1825,1095,0.49
1730,Ohaozara,Obubra,Ebonyi,2015,0.478750432,0.478750432,0.478750432,1825,1095,0.49
1731,Abakaliki,Owan East,Ebonyi,2015,0.173415197,0.173415197,0.173415197,1825,1095,0.49
1732,Afikpo North,Oru West,Ebonyi,2015,0.318116377,0.318116377,0.318116377,1825,1095,0.49
1733,Afikpo South,Ngor-Okpala,Ebonyi,2015,0.291214481,0.291214481,0.291214481,1825,1095,0.49
1734,Ebonyi,Owan East,Ebonyi,2015,0.147210821,0.147210821,0.147210821,1825,1095,0.49
1735,Ezza North,Owan East,Ebonyi,2015,0.133621681,0.133621681,0.133621681,1825,1095,0.49
1736,Ezza South,Obubra,Ebonyi,2015,0.287572836,0.287572836,0.287572836,1825,1095,0.49
1737,Ikwo,Obubra,Ebonyi,2015,0.252453635,0.252453635,0.252453635,1825,1095,0.49
1738,Ishielu,Owan East,Ebonyi,2015,0.129438309,0.129438309,0.129438309,1825,1095,0.49
1739,Ivo,Ngor-Okpala,Ebonyi,2015,0.313816519,0.313816519,0.313816519,1825,1095,0.49
1740,Izzi,Owan East,Ebonyi,2015,0.232292178,0.232292178,0.232292178,1825,1095,0.49
1741,Ohaukwu,Owan East,Ebonyi,2015,0.125908546,0.125908546,0.125908546,1825,1095,0.49
1742,Onicha,Obubra,Ebonyi,2015,0.179310234,0.179310234,0.179310234,1825,1095,0.49
1743,Akoko-Edo,Owan East,Edo,2015,0.187496492,0.187496492,0.187496492,1825,1095,0.49
1744,Egor,Uzo-Uwani,Edo,2015,0.181294248,0.181294248,0.181294248,1825,1095,0.49
1745,Esan North East,Uzo-Uwani,Edo,2015,0.1245195,0.1245195,0.1245195,1825,1095,0.49
1746,Esan Central,Owan East,Edo,2015,0.119585972,0.119585972,0.119585972,1825,1095,0.49
1747,Esan South East,Uzo-Uwani,Edo,2015,0.156933721,0.156933721,0.156933721,1825,1095,0.49
1748,Esan West,Uzo-Uwani,Edo,2015,0.130168536,0.130168536,0.130168536,1825,1095,0.49
1749,Etsako Central,Owan East,Edo,2015,0.125833891,0.125833891,0.125833891,1825,1095,0.49
1750,Etsako East,Owan East,Edo,2015,0.105883993,0.105883993,0.105883993,1825,1095,0.49
1751,Etsako West,Owan East,Edo,2015,0.095798567,0.095798567,0.095798567,1825,1095,0.49
1752,Igueben,Uzo-Uwani,Edo,2015,0.131018263,0.131018263,0.131018263,1825,1095,0.49
1753,Ikpoba-Okha,Uzo-Uwani,Edo,2015,0.266076098,0.266076098,0.266076098,1825,1095,0.49
1754,Aninri,Oru West,Enugu,2015,0.337019066,0.337019066,0.337019066,1825,1095,0.49
1755,Oredo,Uzo-Uwani,Edo,2015,0.167633124,0.167633124,0.167633124,1825,1095,0.49
1756,Orhionmwon,Uzo-Uwani,Edo,2015,0.108279926,0.108279926,0.108279926,1825,1095,0.49
1757,Ovia North East,Owan East,Edo,2015,0.161858179,0.161858179,0.161858179,1825,1095,0.49
1758,Ovia South West,Akinyele,Edo,2015,0.128423204,0.128423204,0.128423204,1825,1095,0.49
1759,Owan East,Owan East,Edo,2015,0.141506439,0.141506439,0.141506439,1825,1095,0.49
1760,Owan West,Owan East,Edo,2015,0.148716619,0.148716619,0.148716619,1825,1095,0.49
1761,Uhunmwonde,Owan East,Edo,2015,0.1522297,0.1522297,0.1522297,1825,1095,0.49
1762,Ado Ekiti,Owan East,Ekiti,2015,0.173129913,0.173129913,0.173129913,1825,1095,0.49
1763,Efon-Alayee,Oke-Ero,Ekiti,2015,0.152418439,0.152418439,0.152418439,1825,1095,0.49
1764,Ekiti East,Oke-Ero,Ekiti,2015,0.143273275,0.143273275,0.143273275,1825,1095,0.49
1765,Ekiti South West,Oke-Ero,Ekiti,2015,0.209301579,0.209301579,0.209301579,1825,1095,0.49
1766,Awgu,Oru West,Enugu,2015,0.289591119,0.289591119,0.289591119,1825,1095,0.49
1767,Ekiti West,Oke-Ero,Ekiti,2015,0.120808712,0.120808712,0.120808712,1825,1095,0.49
1768,Emure,Oke-Ero,Ekiti,2015,0.167126542,0.167126542,0.167126542,1825,1095,0.49
1769,Gboyin,Obubra,Ekiti,2015,0.192717217,0.192717217,0.192717217,1825,1095,0.49
1770,Idosi-Osi,Oke-Ero,Ekiti,2015,0.089117401,0.089117401,0.089117401,1825,1095,0.49
1771,Ijero,Oke-Ero,Ekiti,2015,0.107296524,0.107296524,0.107296524,1825,1095,0.49
1772,Ikere,Owan East,Ekiti,2015,0.174420166,0.174420166,0.174420166,1825,1095,0.49
1773,Ikole,Oke-Ero,Ekiti,2015,0.108156519,0.108156519,0.108156519,1825,1095,0.49
1774,Ilemeji,Oke-Ero,Ekiti,2015,0.108102552,0.108102552,0.108102552,1825,1095,0.49
1775,Irepodun-Ifelodun,Oke-Ero,Ekiti,2015,0.134478221,0.134478221,0.134478221,1825,1095,0.49
1776,Ise-Orun,Oke-Ero,Ekiti,2015,0.162495878,0.162495878,0.162495878,1825,1095,0.49
1777,Moba,Oke-Ero,Ekiti,2015,0.089758652,0.089758652,0.089758652,1825,1095,0.49
1778,Oye,Oke-Ero,Ekiti,2015,0.115631689,0.115631689,0.115631689,1825,1095,0.49
1779,Ezeagu,Uzo-Uwani,Enugu,2015,0.264466289,0.264466289,0.264466289,1825,1095,0.49
1780,Igbo-Etiti,Uzo-Uwani,Enugu,2015,0.129879405,0.129879405,0.129879405,1825,1095,0.49
1781,Igbo-Eze North,Uzo-Uwani,Enugu,2015,0.081148168,0.081148168,0.081148168,1825,1095,0.49
1782,Igbo-Eze South,Uzo-Uwani,Enugu,2015,0.122385017,0.122385017,0.122385017,1825,1095,0.49
1783,Isi-Uzo,Owan East,Enugu,2015,0.193283665,0.193283665,0.193283665,1825,1095,0.49
1784,Nkanu East,Owan East,Enugu,2015,0.27165559,0.27165559,0.27165559,1825,1095,0.49
1785,Nkanu West,Uzo-Uwani,Enugu,2015,0.224886914,0.224886914,0.224886914,1825,1095,0.49
1786,Nsukka,Uzo-Uwani,Enugu,2015,0.162415843,0.162415843,0.162415843,1825,1095,0.49
1787,Oji-River,Oru West,Enugu,2015,0.29915769,0.29915769,0.29915769,1825,1095,0.49
1788,Udenu,Uzo-Uwani,Enugu,2015,0.407901977,0.407901977,0.407901977,1825,1095,0.49
1789,Udi,Uzo-Uwani,Enugu,2015,0.259976675,0.259976675,0.259976675,1825,1095,0.49
1790,Uzo-Uwani,Uzo-Uwani,Enugu,2015,0.19490525,0.19490525,0.19490525,1825,1095,0.49
1791,Ahiazu-Mbaise,Ngor-Okpala,Imo,2015,0.191721593,0.191721593,0.191721593,1825,1095,0.49
1792,Abaji,Keana,Federal Capital Territory,2015,0.218118485,0.218118485,0.218118485,1825,1095,0.49
1793,Bwari,Giwa,Federal Capital Territory,2015,0.090189237,0.090189237,0.090189237,1825,1095,0.49
1794,Gwagwalada,Keana,Federal Capital Territory,2015,0.073841289,0.073841289,0.073841289,1825,1095,0.49
1795,Kuje,Keana,Federal Capital Territory,2015,0.140896055,0.140896055,0.140896055,1825,1095,0.49
1796,Kwali,Keana,Federal Capital Territory,2015,0.133459721,0.133459721,0.133459721,1825,1095,0.49
1797,Bunkure,Gwarzo,Kano,2015,0.084544287,0.084544287,0.084544287,1825,1095,0.49
1798,Abuja Municipal,Keana,Federal Capital Territory,2015,0.160709236,0.160709236,0.160709236,1825,1095,0.49
1799,Akko,Alkaleri,Gombe,2015,0.079701636,0.079701636,0.079701636,1825,1095,0.49
1800,Balanga,Alkaleri,Gombe,2015,0.114960614,0.114960614,0.114960614,1825,1095,0.49
1801,Billiri,Alkaleri,Gombe,2015,0.101458685,0.101458685,0.101458685,1825,1095,0.49
1802,Dukku,Darazo,Gombe,2015,0.073607509,0.073607509,0.073607509,1825,1095,0.49
1803,Funakaye,Alkaleri,Gombe,2015,0.081957175,0.081957175,0.081957175,1825,1095,0.49
1804,Gombe,Alkaleri,Gombe,2015,0.056961969,0.056961969,0.056961969,1825,1095,0.49
1805,Kaltungo,Alkaleri,Gombe,2015,0.096409086,0.096409086,0.096409086,1825,1095,0.49
1806,Kwami,Alkaleri,Gombe,2015,0.037008523,0.037008523,0.037008523,1825,1095,0.49
1807,Dala,Alkaleri,Kano,2015,0.575539666,0.575539666,0.575539666,1825,1095,0.49
1808,Nafada,Alkaleri,Gombe,2015,0.102188573,0.102188573,0.102188573,1825,1095,0.49
1809,Shomgom,Alkaleri,Gombe,2015,0.092528055,0.092528055,0.092528055,1825,1095,0.49
1810,Yamaltu-Deba,Alkaleri,Gombe,2015,0.080124531,0.080124531,0.080124531,1825,1095,0.49
1811,Aboh-Mbaise,Ngor-Okpala,Imo,2015,0.152813345,0.152813345,0.152813345,1825,1095,0.49
1812,Fagge,Alkaleri,Kano,2015,0.353747525,0.353747525,0.353747525,1825,1095,0.49
1813,Ehime-Mbano,Ngor-Okpala,Imo,2015,0.266343955,0.266343955,0.266343955,1825,1095,0.49
1814,Ezinihitte,Ngor-Okpala,Imo,2015,0.222846661,0.222846661,0.222846661,1825,1095,0.49
1815,Ideato North,Oru West,Imo,2015,0.511065015,0.511065015,0.511065015,1825,1095,0.49
1816,Ideato South,Ngor-Okpala,Imo,2015,0.313787785,0.313787785,0.313787785,1825,1095,0.49
1817,Ihitte-Uboma,Ngor-Okpala,Imo,2015,0.215849621,0.215849621,0.215849621,1825,1095,0.49
1818,Ikeduru,Ngor-Okpala,Imo,2015,0.111762258,0.111762258,0.111762258,1825,1095,0.49
1819,Isiala Mbano,Ngor-Okpala,Imo,2015,0.197760741,0.197760741,0.197760741,1825,1095,0.49
1820,Isu,Ngor-Okpala,Imo,2015,0.231862733,0.231862733,0.231862733,1825,1095,0.49
1821,Mbaitoli,Ngor-Okpala,Imo,2015,0.207726959,0.207726959,0.207726959,1825,1095,0.49
1822,Obowo,Ngor-Okpala,Imo,2015,0.208337246,0.208337246,0.208337246,1825,1095,0.49
1823,Ngor-Okpala,Ngor-Okpala,Imo,2015,0.120121099,0.120121099,0.120121099,1825,1095,0.49
1824,Njaba,Ngor-Okpala,Imo,2015,0.239364752,0.239364752,0.239364752,1825,1095,0.49
1825,Nkwerre,Ngor-Okpala,Imo,2015,0.263548867,0.263548867,0.263548867,1825,1095,0.49
1826,Nwangele,Ngor-Okpala,Imo,2015,0.25599664,0.25599664,0.25599664,1825,1095,0.49
1827,Oyo East,Akinyele,Oyo,2015,0.160537554,0.160537554,0.160537554,1825,1095,0.49
1828,Oguta,Oru West,Imo,2015,0.162972967,0.162972967,0.162972967,1825,1095,0.49
1829,Ohaji-Egbema,Oru West,Imo,2015,0.210027017,0.210027017,0.210027017,1825,1095,0.49
1830,Okigwe,Ngor-Okpala,Imo,2015,0.207389806,0.207389806,0.207389806,1825,1095,0.49
1831,Orlu,Oru West,Imo,2015,0.281976584,0.281976584,0.281976584,1825,1095,0.49
1832,Orsu,Oru West,Imo,2015,0.197207282,0.197207282,0.197207282,1825,1095,0.49
1833,Oru East,Oru West,Imo,2015,0.217170121,0.217170121,0.217170121,1825,1095,0.49
1834,Oru West,Oru West,Imo,2015,0.227091082,0.227091082,0.227091082,1825,1095,0.49
1835,Owerri-Municipal,Oru West,Imo,2015,0.145918152,0.145918152,0.145918152,1825,1095,0.49
1836,Tofa,Taura,Kano,2015,0.164656769,0.164656769,0.164656769,1825,1095,0.49
1837,Owerri North,Ngor-Okpala,Imo,2015,0.132580395,0.132580395,0.132580395,1825,1095,0.49
1838,Owerri West,Ngor-Okpala,Imo,2015,0.160293055,0.160293055,0.160293055,1825,1095,0.49
1839,Unuimo,Ngor-Okpala,Imo,2015,0.283627003,0.283627003,0.283627003,1825,1095,0.49
1840,Auyo,Taura,Jigawa,2015,0.130589119,0.130589119,0.130589119,1825,1095,0.49
1841,Babura,Babura,Jigawa,2015,0.233628802,0.233628802,0.233628802,1825,1095,0.49
1842,Biriniwa,Taura,Jigawa,2015,0.095047827,0.095047827,0.095047827,1825,1095,0.49
1843,Malam Madori,Taura,Jigawa,2015,0.108976394,0.108976394,0.108976394,1825,1095,0.49
1844,Birni Kudu,Takali,Jigawa,2015,0.099388426,0.099388426,0.099388426,1825,1095,0.49
1845,Buji,Takali,Jigawa,2015,0.089727187,0.089727187,0.089727187,1825,1095,0.49
1846,Jahun,Taura,Jigawa,2015,0.116260322,0.116260322,0.116260322,1825,1095,0.49
1847,Dutse,Takali,Jigawa,2015,0.076901696,0.076901696,0.076901696,1825,1095,0.49
1848,Gagarawa,Taura,Jigawa,2015,0.104688152,0.104688152,0.104688152,1825,1095,0.49
1849,Kafin Hausa,Taura,Jigawa,2015,0.239259456,0.239259456,0.239259456,1825,1095,0.49
1850,Garki,Babura,Jigawa,2015,0.140856926,0.140856926,0.140856926,1825,1095,0.49
1851,Gumel,Babura,Jigawa,2015,0.111074513,0.111074513,0.111074513,1825,1095,0.49
1852,Guri,Taura,Jigawa,2015,0.117622692,0.117622692,0.117622692,1825,1095,0.49
1853,Gwaram,Takali,Jigawa,2015,0.079568169,0.079568169,0.079568169,1825,1095,0.49
1854,Gwiwa,Babura,Jigawa,2015,0.175766773,0.175766773,0.175766773,1825,1095,0.49
1855,Hadejia,Taura,Jigawa,2015,0.129165022,0.129165022,0.129165022,1825,1095,0.49
1856,Kaugama,Taura,Jigawa,2015,0.061701801,0.061701801,0.061701801,1825,1095,0.49
1857,Kazaure,Babura,Jigawa,2015,0.193784679,0.193784679,0.193784679,1825,1095,0.49
1858,Kiri Kasamma,Taura,Jigawa,2015,0.150803353,0.150803353,0.150803353,1825,1095,0.49
1859,Tsanyawa,Gwarzo,Kano,2015,0.109195758,0.109195758,0.109195758,1825,1095,0.49
1860,Miga,Taura,Jigawa,2015,0.119707591,0.119707591,0.119707591,1825,1095,0.49
1861,Ringim,Taura,Jigawa,2015,0.086665509,0.086665509,0.086665509,1825,1095,0.49
1862,Roni,Babura,Jigawa,2015,0.139442405,0.139442405,0.139442405,1825,1095,0.49
1863,Taura,Taura,Jigawa,2015,0.101980839,0.101980839,0.101980839,1825,1095,0.49
1864,Yankwashi,Babura,Jigawa,2015,0.291458091,0.291458091,0.291458091,1825,1095,0.49
1865,Kiyawa,Takali,Jigawa,2015,0.150202628,0.150202628,0.150202628,1825,1095,0.49
1866,Dutsi,Rimi,Katsina,2015,0.143390703,0.143390703,0.143390703,1825,1095,0.49
1867,Birnin-Gwari,Giwa,Kaduna,2015,0.129913236,0.129913236,0.129913236,1825,1095,0.49
1868,Kajuru,Soba,Kaduna,2015,0.076434609,0.076434609,0.076434609,1825,1095,0.49
1869,Chikun,Soba,Kaduna,2015,0.083354503,0.083354503,0.083354503,1825,1095,0.49
1870,Giwa,Giwa,Kaduna,2015,0.08161491,0.08161491,0.08161491,1825,1095,0.49
1871,Koko-Besse,Birnin Kebbi,Kebbi,2015,0.441375371,0.441375371,0.441375371,1825,1095,0.49
1872,Igabi,Soba,Kaduna,2015,0.063946739,0.063946739,0.063946739,1825,1095,0.49
1873,Ikara,Soba,Kaduna,2015,0.074244787,0.074244787,0.074244787,1825,1095,0.49
1874,Jaba,Oke-Ero,Kaduna,2015,0.107057957,0.107057957,0.107057957,1825,1095,0.49
1875,Ogori-Mangongo,Owan East,Kogi,2015,0.107933027,0.107933027,0.107933027,1825,1095,0.49
1876,Jema'a,Soba,Kaduna,2015,0.079152022,0.079152022,0.079152022,1825,1095,0.49
1877,Kachia,Ngor-Okpala,Kaduna,2015,0.069269317,0.069269317,0.069269317,1825,1095,0.49
1878,Kaduna North,Soba,Kaduna,2015,0.032208476,0.032208476,0.032208476,1825,1095,0.49
1879,Kudan,Giwa,Kaduna,2015,0.07492847,0.07492847,0.07492847,1825,1095,0.49
1880,Kagarko,Oke-Ero,Kaduna,2015,0.119183707,0.119183707,0.119183707,1825,1095,0.49
