LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,scenario
Gombi,Alkaleri,0.208835269,0.208835269,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Goronyo,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gubio,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gudu,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gujba,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gulani,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Guma,Keana,0.315463952,0.315463952,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gumel,Babura,0.25,0.25,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gummi,Birnin Kebbi,0.42225568,0.42225568,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gurara,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Guri,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gusau,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Guyuk,Alkaleri,0.480706358,0.480706358,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Guzamala,Babura,0.349277359,0.349277359,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwagwalada,Keana,0.067621303,0.067621303,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwale,Alkaleri,0.45946767,0.45946767,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwandu,Birnin Kebbi,0.529411765,0.529411765,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwaram,Takali,0.223498732,0.223498732,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwarzo,Gwarzo,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwer East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwer West,Keana,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwiwa,Babura,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Gwoza,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Hadejia,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Hawul,Darazo,0.221538462,0.221538462,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Hong,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibadan North,Owan East,0.249042174,0.249042174,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibadan North East,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibadan North West,Owan East,0.117739486,0.117739486,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibadan South East,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibadan South West,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibaji,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibarapa Central,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibarapa East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibarapa North,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibeju-Lekki,Uzo-Uwani,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibeno,Nsit Ubium,0.297727761,0.297727761,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibesikpo Asutan,Nsit Ubium,0.234042549,0.234042549,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibi,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ibiono Ibom,Ngor-Okpala,0.142335763,0.142335763,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Idah,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Idanre,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ideato North,Oru West,0.761610688,0.761610688,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ideato South,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Idemili North,Uzo-Uwani,0.622180482,0.622180482,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Idemili South,Oru West,0.306003708,0.306003708,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ido,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Idosi-Osi,Oke-Ero,0.088017211,0.088017211,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifako-Ijaye,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ife Central,Akinyele,0.529411659,0.529411659,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ife East,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ife North,Akinyele,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ife South,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifedayo,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifedore,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifelodun1,Oke-Ero,0.139769018,0.139769018,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifelodun2,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ifo,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igabi,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igalamela-Odolu,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igbo-Etiti,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igbo-Eze North,Uzo-Uwani,0.085378639,0.085378639,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igbo-Eze South,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Igueben,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ihiala,Oru West,0.289999974,0.289999974,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ihitte-Uboma,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijebu East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijebu North,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijebu North East,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijebu ode,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijero,Oke-Ero,0.197871528,0.197871528,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ijumu,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ika,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ika North East,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ika South,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikara,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikeduru,Ngor-Okpala,0.185892623,0.185892623,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikeja,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikenne,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikere,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikole,Oke-Ero,0.026328373,0.026328373,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikom,Obubra,0.41009749,0.41009749,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikono,Ngor-Okpala,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikorodu,Uzo-Uwani,0.159507461,0.159507461,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikot Abasi,Nsit Ubium,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikot Ekpene,Ngor-Okpala,0.163310644,0.163310644,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikpoba-Okha,Uzo-Uwani,0.171130973,0.171130973,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikwerre,Oru West,0.319487623,0.319487623,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikwo,Obubra,0.473701419,0.473701419,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ikwuano,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ila,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilaje,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilemeji,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ile-Oluji-Okeigbo,Oke-Ero,0.444444444,0.444444444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilesha East,Owan East,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilesha West,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Illela,Gawabawa,0.023485083,0.023485083,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilorin East,Oke-Ero,0.388931756,0.388931756,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilorin South,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ilorin West,Owan East,0.335999959,0.335999959,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Imeko-Afon,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ingawa,Rimi,0.055555556,0.055555556,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ini,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ipokia,Uzo-Uwani,0.420192485,0.420192485,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irele,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irepo,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irepodun1,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irepodun2,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irepodun-Ifelodun,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Irewole,Akinyele,0.477272783,0.477272783,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isa,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ise-Orun,Oke-Ero,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Iseyin,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ishielu,Owan East,0.234735547,0.234735547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isiala Mbano,Owan East,0.278942779,0.278942779,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isiala-Ngwa North,Ngor-Okpala,0.339461936,0.339461936,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isiala-Ngwa South,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isin,Ngor-Okpala,0.533062111,0.533062111,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isi-Uzo,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isokan,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isoko North,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isoko South,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isu,Ngor-Okpala,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Isuikwato,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Itas-Gadau,Taura,0.174288617,0.174288617,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Itesiwaju,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Itu,Ngor-Okpala,0.666666667,0.666666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Ivo,Ngor-Okpala,0.283373403,0.283373403,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Iwajowa,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Iwo,Akinyele,0.464031025,0.464031025,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Izzi,Owan East,0.486885732,0.486885732,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jaba,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jada,Alkaleri,0.095661138,0.095661138,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jahun,Taura,0.22134251,0.22134251,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jakusko,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jalingo,Keana,0.342657285,0.342657285,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jama'are,Taura,0.141960062,0.141960062,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jega,Birnin Kebbi,0.566772845,0.566772845,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jema'a,Soba,0.13917526,0.13917526,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jere,Gawabawa,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jibia,Rimi,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jos East,Soba,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jos North,Soba,0.10462622,0.10462622,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Jos South,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kabba-Bunu,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kabo,Gwarzo,0.328669685,0.328669685,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kachia,Ngor-Okpala,0.026107845,0.026107845,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaduna North,Soba,0.065737057,0.065737057,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaduna South,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kafin Hausa,Taura,0.41906863,0.41906863,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kafur,Gwarzo,0.204678348,0.204678348,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaga,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kagarko,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaiama,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaita,Rimi,0.153846154,0.153846154,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kajola,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kajuru,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kala-Balge,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kalgo,Birnin Kebbi,0.528194641,0.528194641,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaltungo,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kanam,Alkaleri,0.297169748,0.297169748,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kankara,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kanke,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kankia,Rimi,0.285714286,0.285714286,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kano Municipal,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Karasuwa,Taura,0.057494575,0.057494575,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Karaye,Gwarzo,0.416666667,0.416666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Karin-Lamido,Alkaleri,0.156914887,0.156914887,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Karu,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Katagum,Gwarzo,0.116822469,0.116822469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Katcha,Oke-Ero,0.306471335,0.306471335,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Katsina,Rimi,0.498949589,0.498949589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Katsina-Ala,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaugama,Taura,0.111111111,0.111111111,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaura,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kaura-Namoda,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kauru,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kazaure,Babura,0.3125,0.3125,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Keana,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kebbe,Birnin Kebbi,0.42225568,0.42225568,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Keffi,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Khana,Nsit Ubium,0.285714286,0.285714286,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kibiya,Gwarzo,0.172172547,0.172172547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kirfi,Alkaleri,0.076923077,0.076923077,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kiri Kasamma,Taura,0.293729355,0.293729355,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kiru,Gwarzo,0.238749426,0.238749426,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kiyawa,Takali,0.142857143,0.142857143,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kogi,Keana,0.333333333,0.333333333,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Koko-Besse,Birnin Kebbi,0.630339538,0.630339538,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kokona,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kolokuma-Opokuma,Ahoada West,0.389048955,0.389048955,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Konduga,Darazo,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Konshisha,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kontagora,Oke-Ero,0.320938838,0.320938838,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kosofe,Isoko South,0.691001687,0.691001687,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kubau,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kudan,Giwa,0.130508332,0.130508332,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kuje,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kukawa,Babura,0.6,0.6,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kumbotso,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kunchi,Babura,0.147410353,0.147410353,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kura,Gwarzo,0.222222222,0.222222222,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kurfi,Rimi,0.209995572,0.209995572,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kurmi,Oru West,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kusada,Rimi,0.1875,0.1875,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kwali,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kwami,Alkaleri,0.069494533,0.069494533,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kwande,Oke-Ero,0.188679397,0.188679397,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kware,Gawabawa,0.2,0.2,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Kwaya Kusar,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lafia,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lagelu,Akinyele,0.154926235,0.154926235,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lagos Island,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lagos Mainland,Isoko South,0.12159624,0.12159624,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lamurde,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Langtang North,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Langtang South,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lapai,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lau,Alkaleri,0.181818182,0.181818182,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lavun,Oke-Ero,0.409442103,0.409442103,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lere,Soba,0.02049469,0.02049469,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Logo,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Lokoja,Keana,0.177187213,0.177187213,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Machina,Taura,0.054679287,0.054679287,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Madagali,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Madobi,Taura,0.174928041,0.174928041,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mafa,Darazo,0.114371076,0.114371076,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Magama,Oke-Ero,0.302301803,0.302301803,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Magumeri,Gawabawa,0.106631444,0.106631444,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mai'Adua,Rimi,0.4,0.4,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maiduguri,Darazo,0.031180397,0.031180397,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maigatari,Babura,0.20590316,0.20590316,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maiha,Alkaleri,0.234127553,0.234127553,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maiyama,Birnin Kebbi,0.722222222,0.722222222,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Makoda,Babura,0.6,0.6,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Makurdi,Keana,0.084369554,0.084369554,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Malam Madori,Taura,0.5,0.5,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Malumfashi,Gwarzo,0.666666667,0.666666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mangu,Darazo,0.286332243,0.286332243,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mani,Rimi,0.199881617,0.199881617,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maradun,Darazo,0.073493989,0.073493989,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mariga,Oke-Ero,0.1,0.1,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Markafi,Gwarzo,0.172172547,0.172172547,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Marte,Babura,0.349277359,0.349277359,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Maru,Giwa,0.130508332,0.130508332,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mashegu,Oke-Ero,0.246839589,0.246839589,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mashi,Rimi,0.166666667,0.166666667,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Matazuu,Rimi,0.285714286,0.285714286,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mayo-Belwa,Alkaleri,0.545454545,0.545454545,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mbaitoli,Ngor-Okpala,0.37771346,0.37771346,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
Mbo,Nsit Ubium,0.1,0.1,0.49,0,-1,2018,-1,Scenario 1 (Business as Usual)
