,LGA,Rep_DS,U5_coverage,adult_coverage,severe_cases,simday,duration,year,start_day_override,round,beta_model_params,scale_values,scenario 
5375,Irepodun1,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5376,Irepodun1,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5377,Irepodun1,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5378,Irepodun1,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5379,Irepodun1,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5380,Ise-Orun,Oke-Ero,0.528340119,0.528340119,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5381,Ise-Orun,Oke-Ero,0.556680237,0.556680237,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5382,Ise-Orun,Oke-Ero,0.585020356,0.585020356,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5383,Ise-Orun,Oke-Ero,0.613360474,0.613360474,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5384,Ise-Orun,Oke-Ero,0.641700593,0.641700593,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5385,Ise-Orun,Oke-Ero,0.670040711,0.670040711,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5386,Ise-Orun,Oke-Ero,0.69838083,0.69838083,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5387,Ise-Orun,Oke-Ero,0.726720948,0.726720948,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5388,Ise-Orun,Oke-Ero,0.755061067,0.755061067,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5389,Ise-Orun,Oke-Ero,0.783401185,0.783401185,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5390,Ise-Orun,Oke-Ero,0.8,0.8,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5391,Isi-Uzo,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5392,Isi-Uzo,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5393,Isi-Uzo,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5394,Isi-Uzo,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5395,Isi-Uzo,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5396,Isi-Uzo,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5397,Isi-Uzo,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5398,Isi-Uzo,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5399,Isi-Uzo,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5400,Isi-Uzo,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5401,Isi-Uzo,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5402,Iwajowa,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5403,Iwajowa,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5404,Iwajowa,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5405,Iwajowa,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5406,Iwajowa,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5407,Iwajowa,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5408,Iwajowa,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5409,Iwajowa,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5410,Iwajowa,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5411,Iwajowa,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5412,Iwajowa,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5413,Jaba,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5414,Jaba,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5415,Jaba,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5416,Jaba,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5417,Jaba,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5418,Jaba,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5419,Jaba,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5420,Jaba,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5421,Jaba,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5422,Jaba,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5423,Jaba,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5424,Kabba-Bunu,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5425,Kabba-Bunu,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5426,Kabba-Bunu,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5427,Kabba-Bunu,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5428,Kabba-Bunu,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5429,Kabba-Bunu,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5430,Kabba-Bunu,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5431,Kabba-Bunu,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5432,Kabba-Bunu,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5433,Kabba-Bunu,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5434,Kabba-Bunu,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5435,Kagarko,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5436,Kagarko,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5437,Kagarko,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5438,Kagarko,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5439,Kagarko,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5440,Kagarko,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5441,Kagarko,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5442,Kagarko,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5443,Kagarko,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5444,Kagarko,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5445,Kagarko,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5446,Kaiama,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5447,Kaiama,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5448,Kaiama,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5449,Kaiama,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5450,Kaiama,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5451,Kaiama,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5452,Kaiama,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5453,Kaiama,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5454,Kaiama,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5455,Kaiama,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5456,Kaiama,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5457,Karu,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5458,Karu,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5459,Karu,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5460,Karu,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5461,Karu,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5462,Karu,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5463,Karu,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5464,Karu,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5465,Karu,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5466,Karu,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5467,Karu,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5468,Katcha,Oke-Ero,0.334811454,0.334811454,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5469,Katcha,Oke-Ero,0.363151572,0.363151572,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5470,Katcha,Oke-Ero,0.391491691,0.391491691,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5471,Katcha,Oke-Ero,0.419831809,0.419831809,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5472,Katcha,Oke-Ero,0.448171928,0.448171928,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5473,Katcha,Oke-Ero,0.476512046,0.476512046,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5474,Katcha,Oke-Ero,0.504852165,0.504852165,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5475,Katcha,Oke-Ero,0.533192283,0.533192283,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5476,Katcha,Oke-Ero,0.561532402,0.561532402,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5477,Katcha,Oke-Ero,0.58987252,0.58987252,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5478,Katcha,Oke-Ero,0.618212639,0.618212639,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5479,Keffi,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5480,Keffi,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5481,Keffi,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5482,Keffi,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5483,Keffi,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5484,Keffi,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5485,Keffi,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5486,Keffi,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5487,Keffi,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5488,Keffi,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5489,Keffi,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5490,Kokona,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5491,Kokona,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5492,Kokona,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5493,Kokona,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5494,Kokona,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5495,Kokona,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5496,Kokona,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5497,Kokona,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5498,Kokona,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5499,Kokona,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5500,Kokona,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5501,Konshisha,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5502,Konshisha,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5503,Konshisha,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5504,Konshisha,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5505,Konshisha,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5506,Konshisha,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5507,Konshisha,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5508,Konshisha,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5509,Konshisha,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5510,Konshisha,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5511,Konshisha,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5512,Kontagora,Oke-Ero,0.349278957,0.349278957,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5513,Kontagora,Oke-Ero,0.377619075,0.377619075,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5514,Kontagora,Oke-Ero,0.405959194,0.405959194,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5515,Kontagora,Oke-Ero,0.434299312,0.434299312,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5516,Kontagora,Oke-Ero,0.462639431,0.462639431,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5517,Kontagora,Oke-Ero,0.490979549,0.490979549,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5518,Kontagora,Oke-Ero,0.519319668,0.519319668,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5519,Kontagora,Oke-Ero,0.547659786,0.547659786,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5520,Kontagora,Oke-Ero,0.575999905,0.575999905,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5521,Kontagora,Oke-Ero,0.604340023,0.604340023,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5522,Kontagora,Oke-Ero,0.632680142,0.632680142,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5523,Kwande,Oke-Ero,0.217019516,0.217019516,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5524,Kwande,Oke-Ero,0.245359634,0.245359634,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5525,Kwande,Oke-Ero,0.273699753,0.273699753,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5526,Kwande,Oke-Ero,0.302039871,0.302039871,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5527,Kwande,Oke-Ero,0.33037999,0.33037999,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5528,Kwande,Oke-Ero,0.358720108,0.358720108,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5529,Kwande,Oke-Ero,0.387060227,0.387060227,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5530,Kwande,Oke-Ero,0.415400345,0.415400345,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5531,Kwande,Oke-Ero,0.443740464,0.443740464,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5532,Kwande,Oke-Ero,0.472080582,0.472080582,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5533,Kwande,Oke-Ero,0.500420701,0.500420701,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5534,Lapai,Oke-Ero,0.275179708,0.275179708,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5535,Lapai,Oke-Ero,0.303519826,0.303519826,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5536,Lapai,Oke-Ero,0.331859945,0.331859945,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5537,Lapai,Oke-Ero,0.360200063,0.360200063,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
5538,Lapai,Oke-Ero,0.388540182,0.388540182,0.631700593,1460,365,2024,-1,5,0.028340119,0.141700593,Scenario 3 (Budget-prioritized plan)
5539,Lapai,Oke-Ero,0.4168803,0.4168803,0.660040711,1825,365,2025,-1,6,0.028340119,0.170040711,Scenario 3 (Budget-prioritized plan)
5540,Lapai,Oke-Ero,0.445220419,0.445220419,0.68838083,2190,365,2026,-1,7,0.028340119,0.19838083,Scenario 3 (Budget-prioritized plan)
5541,Lapai,Oke-Ero,0.473560537,0.473560537,0.716720948,2555,365,2027,-1,8,0.028340119,0.226720948,Scenario 3 (Budget-prioritized plan)
5542,Lapai,Oke-Ero,0.501900656,0.501900656,0.745061067,2920,365,2028,-1,9,0.028340119,0.255061067,Scenario 3 (Budget-prioritized plan)
5543,Lapai,Oke-Ero,0.530240774,0.530240774,0.773401185,3285,365,2029,-1,10,0.028340119,0.283401185,Scenario 3 (Budget-prioritized plan)
5544,Lapai,Oke-Ero,0.558580893,0.558580893,0.8,3650,-1,2030,-1,11,0.028340119,0.311741304,Scenario 3 (Budget-prioritized plan)
5545,Lavun,Oke-Ero,0.437782222,0.437782222,0.518340119,0,365,2020,-1,1,0.028340119,0.028340119,Scenario 3 (Budget-prioritized plan)
5546,Lavun,Oke-Ero,0.46612234,0.46612234,0.546680237,365,365,2021,-1,2,0.028340119,0.056680237,Scenario 3 (Budget-prioritized plan)
5547,Lavun,Oke-Ero,0.494462459,0.494462459,0.575020356,730,365,2022,-1,3,0.028340119,0.085020356,Scenario 3 (Budget-prioritized plan)
5548,Lavun,Oke-Ero,0.522802577,0.522802577,0.603360474,1095,365,2023,-1,4,0.028340119,0.113360474,Scenario 3 (Budget-prioritized plan)
