year,State,scenario,death_rate_mean_all_ages,death_rate_mean_U5,PfPR_percent_change,U5_PfPR_percent_change,incidence_percent_change,U5_incidence_percent_change,death_percent_change,U5_death_percent_change
2030,Imo,NGA projection scenario 1,0.735129263,2.655237962,13.1686971,12.02930715,24.20235966,14.77587526,21.32478754,9.543128754
2020,Jigawa,NGA projection scenario 1,0.476054614,1.708597027,0,0,0,0,0,0
2025,Jigawa,NGA projection scenario 1,0.437775223,1.151844084,-19.11181057,-28.69258024,-13.83856654,-28.52829473,-8.040966311,-32.5853864
2030,Jigawa,NGA projection scenario 1,0.56926466,1.882628428,7.628329691,2.710675234,11.15217599,-2.179255722,19.579696,10.1856317
2020,Kaduna,NGA projection scenario 1,1.098204392,4.826248153,0,0,0,0,0,0
2025,Kaduna,NGA projection scenario 1,0.942443707,4.10010128,-5.792683653,-9.706278761,-10.6989911,-12.82255839,-14.1832145,-15.04578401
2030,Kaduna,NGA projection scenario 1,1.078521258,4.715645897,1.643258773,-1.029153519,-1.509769465,-1.728945151,-1.792301494,-2.291681917
2020,Kano,NGA projection scenario 1,0.96407961,4.235978864,0,0,0,0,0,0
2025,Kano,NGA projection scenario 1,0.715743818,2.980798938,-4.166265854,-7.539287626,-6.920935932,-11.70486936,-25.75884705,-29.63140199
2030,Kano,NGA projection scenario 1,0.974068777,4.157952579,7.182649228,4.815408731,11.94001993,5.859516623,1.036135045,-1.841989484
2020,Katsina,NGA projection scenario 1,1.554420956,7.921708848,0,0,0,0,0,0
2025,Katsina,NGA projection scenario 1,1.341597957,6.445929807,-3.933971238,-4.87456473,-1.026888295,-3.371266709,-13.69146489,-18.62955418
2030,Katsina,NGA projection scenario 1,1.379911919,6.81370408,-1.587391358,-4.728007344,-0.19018675,-6.079516198,-11.22662667,-13.98694132
2020,Kebbi,NGA projection scenario 1,1.213672028,6.058689626,0,0,0,0,0,0
2025,Kebbi,NGA projection scenario 1,1.046210802,5.165499204,-6.856213585,-16.4329179,-1.899683599,-9.519594526,-13.79789782,-14.74230366
2030,Kebbi,NGA projection scenario 1,1.059520911,5.357338957,1.25086083,-6.694123454,3.719966751,-5.9638012,-12.70121693,-11.5759465
2020,Kogi,NGA projection scenario 1,1.077917697,4.884566138,0,0,0,0,0,0
2025,Kogi,NGA projection scenario 1,1.06790813,5.089606486,7.497230768,7.056646257,10.45519523,7.07229101,-0.928602129,4.197718723
2030,Kogi,NGA projection scenario 1,0.939177883,4.122725658,7.031182269,5.142522442,10.68472659,6.427237215,-12.87109525,-15.59689149
2020,Kwara,NGA projection scenario 1,1.002214444,4.852480523,0,0,0,0,0,0
2025,Kwara,NGA projection scenario 1,0.945800998,4.262748206,5.065919501,5.131420337,6.798188393,6.516470798,-5.628879697,-12.15321347
2030,Kwara,NGA projection scenario 1,1.034353803,4.638761951,4.717077353,3.003964713,7.687888221,5.073480027,3.206834549,-4.404315903
2020,Lagos,NGA projection scenario 1,0.540905441,1.692796513,0,0,0,0,0,0
2025,Lagos,NGA projection scenario 1,0.535025,1.647045982,12.83130343,10.35861623,12.70203315,9.003790939,-1.0871476,-2.702659857
2030,Lagos,NGA projection scenario 1,0.538411681,1.769343653,12.51082205,11.98432357,12.76486773,11.5149953,-0.461034343,4.52193393
2020,Nasarawa,NGA projection scenario 1,1.105953822,5.132921219,0,0,0,0,0,0
2025,Nasarawa,NGA projection scenario 1,0.837015778,3.53247312,-4.516865746,-8.670474958,-4.545770266,-8.56290518,-24.31729414,-31.18006356
2030,Nasarawa,NGA projection scenario 1,0.871419565,3.702479188,2.247742301,-0.301397619,-0.232310318,-2.191618031,-21.2065145,-27.86799115
2020,Niger,NGA projection scenario 1,1.09321468,4.967952068,0,0,0,0,0,0
2025,Niger,NGA projection scenario 1,0.955507373,4.438525667,-0.223281962,-2.614325358,-1.06151229,-3.938450074,-12.59654762,-10.65683391
2030,Niger,NGA projection scenario 1,1.042268398,4.717802453,4.085405914,2.640606655,4.516531303,1.92405013,-4.660226694,-5.035266276
2020,Ogun,NGA projection scenario 1,0.682243382,3.014246906,0,0,0,0,0,0
2025,Ogun,NGA projection scenario 1,0.738618899,2.950100256,3.084720075,0.4783705,5.98912574,0.91411382,8.263255984,-2.128115314
2030,Ogun,NGA projection scenario 1,0.854819232,3.571227548,14.16426014,7.05626749,18.47780317,6.078045997,25.29534979,18.47826868
2020,Ondo,NGA projection scenario 1,0.844713686,3.651904432,0,0,0,0,0,0
2025,Ondo,NGA projection scenario 1,1.082506753,4.97516142,7.244148827,6.432499102,11.47856504,8.861093409,28.15072977,36.2347102
2030,Ondo,NGA projection scenario 1,1.04101943,4.701163763,6.184943964,2.446925015,9.645551933,5.444686001,23.23932321,28.73183979
2020,Osun,NGA projection scenario 1,0.984952718,4.328805746,0,0,0,0,0,0
2025,Osun,NGA projection scenario 1,1.068325496,4.889713762,5.505490705,5.660132801,8.783066936,6.794429564,8.464647739,12.95756957
2030,Osun,NGA projection scenario 1,0.914379932,4.080229867,4.90228402,4.182260862,8.368793657,5.749297702,-7.165093772,-5.742366211
2020,Oyo,NGA projection scenario 1,1.031401595,4.744142702,0,0,0,0,0,0
2025,Oyo,NGA projection scenario 1,1.146888998,5.188789073,4.732968436,6.999864502,3.818082787,5.012294262,11.19713253,9.372533651
2030,Oyo,NGA projection scenario 1,1.088554627,4.917989302,2.575686658,3.737063444,1.463175811,2.650188014,5.541297707,3.664447106
2020,Plateau,NGA projection scenario 1,0.875241142,4.014392645,0,0,0,0,0,0
2025,Plateau,NGA projection scenario 1,1.080274947,5.144612751,8.418234991,10.24790445,10.10356232,10.23075378,23.42597897,28.15419931
2030,Plateau,NGA projection scenario 1,0.957619214,4.362237963,2.362932682,0.271461728,4.729017374,2.451727082,9.412042935,8.664955043
2020,Rivers,NGA projection scenario 1,0.643458815,2.6825805,0,0,0,0,0,0
2025,Rivers,NGA projection scenario 1,0.599151588,2.063348341,11.65534053,13.53855735,13.71724577,12.48906203,-6.885790625,-23.08345114
2030,Rivers,NGA projection scenario 1,0.716411443,2.569899776,12.12903818,9.92731279,14.77075251,10.29514208,11.33757545,-4.200460113
2020,Sokoto,NGA projection scenario 1,0.642545643,2.434140118,0,0,0,0,0,0
2025,Sokoto,NGA projection scenario 1,0.705806288,2.628436926,10.92570076,15.25807364,13.75368811,10.38501156,9.845315404,7.982153797
2030,Sokoto,NGA projection scenario 1,0.593730235,2.033403903,1.932903598,-0.435025673,6.277814504,-1.905838795,-7.597189105,-16.46315314
2020,Taraba,NGA projection scenario 1,0.945928274,4.221985252,0,0,0,0,0,0
2025,Taraba,NGA projection scenario 1,0.785719941,3.370365805,3.459861249,1.736214348,3.555034427,0.522854594,-16.93662597,-20.17106637
2030,Taraba,NGA projection scenario 1,0.940643648,4.142391677,6.493937679,4.882059715,7.072621992,4.851670557,-0.558670958,-1.885216799
2020,Yobe,NGA projection scenario 1,1.050069006,5.165296869,0,0,0,0,0,0
2025,Yobe,NGA projection scenario 1,0.956836732,4.54561461,-4.482220078,-5.387532409,-7.52945244,-9.408641671,-8.878680674,-11.99703085
2030,Yobe,NGA projection scenario 1,1.131002566,5.260533692,2.706536586,2.414378698,2.154137879,0.510274367,7.707451602,1.843782181
2020,Zamfara,NGA projection scenario 1,1.010237522,4.572942061,0,0,0,0,0,0
2025,Zamfara,NGA projection scenario 1,1.07245486,5.098068619,11.36577411,7.803711924,14.80167912,8.168586523,6.158684152,11.48334159
2030,Zamfara,NGA projection scenario 1,0.935365289,4.131423344,5.184968624,-1.160477945,10.46772169,3.005772105,-7.411349394,-9.655025399
2020,Abia,NGA projection scenario 2,0.459219475,1.450750306,-20.75453141,-26.49080013,-23.05631228,-25.68956488,-32.71248727,-46.03685728
2025,Abia,NGA projection scenario 2,0.224943101,0.57377629,-71.08652435,-83.70668188,-55.91496135,-68.29730652,-67.04002635,-78.65740803
2030,Abia,NGA projection scenario 2,0.171729861,0.32685521,-83.45196452,-92.60399472,-67.02397658,-82.22419202,-74.83714039,-87.84206059
2020,Adamawa,NGA projection scenario 2,0.524864545,2.159615676,-25.63427422,-37.41678632,-31.65892168,-40.3010801,-41.16698906,-47.32087781
2025,Adamawa,NGA projection scenario 2,0.275004685,0.867367614,-52.3266189,-73.73788904,-30.60907339,-55.69754387,-69.17423019,-78.84245561
2030,Adamawa,NGA projection scenario 2,0.1604354,0.357023798,-82.72369953,-93.45402252,-66.51715319,-85.8512739,-82.01650737,-91.29118181
2020,Akwa_Ibom,NGA projection scenario 2,0.579283254,2.122671637,-8.414242074,-14.9709252,-4.680769484,-8.167351412,-21.94881734,-22.21846655
2025,Akwa_Ibom,NGA projection scenario 2,0.157217832,0.367917771,-84.63998314,-90.8941636,-79.36336712,-84.78644985,-78.81686096,-86.51830649
2030,Akwa_Ibom,NGA projection scenario 2,0.207963054,0.420618211,-80.67618271,-90.68027078,-64.58068899,-80.01637458,-71.97957617,-84.58719245
2020,Anambra,NGA projection scenario 2,0.342005581,1.065188413,-22.73120238,-27.65849867,-23.58653721,-25.45971815,-19.70497181,-27.15669366
2025,Anambra,NGA projection scenario 2,0.07221134,0.193644601,-87.38332014,-91.50153772,-82.9807257,-86.22190191,-83.04644161,-86.75754182
2030,Anambra,NGA projection scenario 2,0.042857605,0.058964584,-94.67071623,-96.78096569,-90.4607181,-94.15000914,-89.93802203,-95.96768494
2020,Bauchi,NGA projection scenario 2,0.685984924,2.94616941,-12.33465723,-37.07879291,-14.60513687,-35.88079933,-48.43004303,-53.22217403
2025,Bauchi,NGA projection scenario 2,0.187186598,0.458784063,-78.65182551,-91.40761125,-71.96764403,-86.32192889,-85.92796358,-92.71565275
2030,Bauchi,NGA projection scenario 2,0.296013896,0.698445265,-67.38327156,-86.67222684,-40.92172189,-69.36552906,-77.74670645,-88.91043028
2020,Bayelsa,NGA projection scenario 2,0.377441996,1.340633012,-20.67114134,-25.76358004,-20.62851693,-25.34243942,-12.01012575,-14.30565355
2025,Bayelsa,NGA projection scenario 2,0.100793502,0.329469678,-82.66573909,-87.07613471,-75.96586444,-79.44763618,-76.50285971,-78.94003173
2030,Bayelsa,NGA projection scenario 2,0.015884625,0.04653846,-97.55538036,-98.53113285,-95.22944602,-96.7733339,-96.29695119,-97.02522399
2020,Benue,NGA projection scenario 2,0.489104303,1.81051159,-16.03164025,-34.03629857,-18.59686106,-32.12775529,-42.50729483,-51.88480557
2025,Benue,NGA projection scenario 2,0.338603185,0.961330874,-45.14456398,-69.26471024,-24.55346255,-49.84605225,-60.19823797,-74.45218128
2030,Benue,NGA projection scenario 2,0.223567397,0.491140645,-73.91411588,-89.32100988,-52.44167238,-76.18840223,-73.72034067,-86.94770707
2020,Borno,NGA projection scenario 2,0.600550706,2.601198639,-22.92769572,-34.27321097,-27.74709419,-35.87476886,-33.95377534,-39.63365496
2025,Borno,NGA projection scenario 2,0.285123113,0.844054443,-54.04750019,-72.23971183,-36.07980096,-55.28078747,-68.64327192,-80.41192204
2030,Borno,NGA projection scenario 2,0.15700466,0.344207036,-85.69227883,-94.52057769,-73.07402042,-87.50968696,-82.73323971,-92.01194387
2020,Cross_River,NGA projection scenario 2,0.684546104,2.772803576,-8.162021606,-20.01099576,-6.878362536,-15.03767479,-24.96830489,-30.76507492
2025,Cross_River,NGA projection scenario 2,0.264446072,0.787968999,-70.13961535,-84.05384545,-60.69862679,-73.15143401,-71.01460815,-80.32497682
2030,Cross_River,NGA projection scenario 2,0.292611903,0.617470228,-57.72780169,-78.52752624,-30.50666326,-57.76090145,-67.92740922,-84.58220937
2020,Delta,NGA projection scenario 2,0.430409087,1.214231108,-10.34054868,-15.81980964,-7.343263638,-9.879582518,-8.151064555,-4.020481776
2025,Delta,NGA projection scenario 2,0.077114236,0.199858068,-87.20859606,-90.39649686,-83.82610303,-85.80952418,-83.5438872,-84.20211695
2030,Delta,NGA projection scenario 2,0.013275078,0.020501718,-98.06071468,-97.86348121,-96.52936637,-95.29220478,-97.16710951,-98.3794312
2020,Ebonyi,NGA projection scenario 2,0.507427758,1.952480482,-15.56631938,-23.42136755,-14.46387655,-19.29190454,-16.72104175,-15.17091035
2025,Ebonyi,NGA projection scenario 2,0.358461339,1.275691052,-37.97268604,-59.34373365,-8.717118787,-26.36381745,-41.16938543,-44.57526635
2030,Ebonyi,NGA projection scenario 2,0.414595294,1.332787963,-45.56809221,-70.21742858,-3.833383642,-37.43645478,-31.95669018,-42.09458654
2020,Edo,NGA projection scenario 2,0.561742423,1.839332362,-19.18276801,-26.01201202,-20.40456017,-24.13522075,-25.32957664,-36.93554135
2025,Edo,NGA projection scenario 2,0.229167775,0.809641362,-57.7426028,-66.29182192,-43.81839752,-42.62334074,-69.53754227,-72.24014796
2030,Edo,NGA projection scenario 2,0.137136634,0.390408352,-76.13192173,-85.80827572,-59.45259201,-65.82799734,-81.77091473,-86.61422379
2020,Ekiti,NGA projection scenario 2,0.811209371,3.630686518,-14.30264817,-21.3116379,-13.96354874,-16.97418166,-20.08741885,-20.69121679
2025,Ekiti,NGA projection scenario 2,0.544360831,1.945325724,-32.06117204,-54.38498644,-2.468664319,-18.30324723,-46.37478239,-57.50626904
2030,Ekiti,NGA projection scenario 2,0.424147706,1.348540606,-54.53548714,-78.46548955,-16.31627671,-46.49120795,-58.21702855,-70.54245415
2020,Enugu,NGA projection scenario 2,0.287045302,0.880579837,-24.74845552,-27.62521917,-26.09890885,-24.87800771,-36.40366893,-44.59594034
2025,Enugu,NGA projection scenario 2,0.068981609,0.18282043,-85.16924601,-86.96557867,-80.65018444,-77.96436037,-84.71677738,-88.49735869
2030,Enugu,NGA projection scenario 2,0.064183533,0.145981197,-89.91716927,-91.74747302,-83.77686484,-83.64023284,-85.77981535,-90.81519855
2020,Federal_Capital_Territory,NGA projection scenario 2,0.479646606,1.882292286,-18.97890203,-42.69391184,-21.98428378,-39.31403836,-47.5030255,-52.65119756
2025,Federal_Capital_Territory,NGA projection scenario 2,0.320003389,0.668530869,-50.74624446,-76.91456737,-33.20976711,-63.5420831,-64.97586025,-83.18319835
2030,Federal_Capital_Territory,NGA projection scenario 2,0.145403525,0.342754252,-85.17136021,-94.78369701,-73.19185602,-89.64280682,-84.0856892,-91.37806415
2020,Gombe,NGA projection scenario 2,0.613277841,2.530670062,-13.25952795,-37.62720349,-15.77514791,-36.47256712,-44.00422265,-50.1203138
2025,Gombe,NGA projection scenario 2,0.176492946,0.424662351,-80.1742893,-91.36597743,-73.58686363,-86.90278467,-83.88518374,-91.62987497
2030,Gombe,NGA projection scenario 2,0.245720917,0.623568932,-73.0460505,-89.61683352,-50.02867681,-77.18058414,-77.56427373,-87.70941218
2020,Imo,NGA projection scenario 2,0.459023401,1.623807413,-20.32252759,-26.10921516,-22.24166773,-25.185314,-24.24336862,-33.00903831
2025,Imo,NGA projection scenario 2,0.192652615,0.448588492,-72.62505807,-82.9415964,-59.56244418,-70.00264851,-68.20486032,-81.49326437
2030,Imo,NGA projection scenario 2,0.169031722,0.328651492,-81.24176652,-90.50979081,-62.89257723,-79.66717012,-72.1032221,-86.44132345
2020,Jigawa,NGA projection scenario 2,0.421470583,1.330397956,-7.17927775,-11.11739445,-3.438422471,-6.815517701,-11.46591783,-22.13506553
2025,Jigawa,NGA projection scenario 2,0.111619002,0.264513938,-84.73381212,-89.61192778,-80.35363072,-87.9916845,-76.55331992,-84.51864693
2030,Jigawa,NGA projection scenario 2,0.159405875,0.26325612,-80.0124854,-90.49707719,-65.75876694,-84.01706629,-66.51521263,-84.59226397
2020,Kaduna,NGA projection scenario 2,0.581800156,2.089057705,-13.10328476,-38.98556862,-14.65350702,-36.38043836,-47.02259793,-56.7146645
2025,Kaduna,NGA projection scenario 2,0.355919833,1.059722997,-49.37501895,-73.37351341,-36.93899794,-59.3318132,-67.59074764,-78.04250915
2030,Kaduna,NGA projection scenario 2,0.11796178,0.315378198,-88.38731816,-95.96701349,-78.01542598,-91.20291448,-89.258668,-93.4653547
2020,Kano,NGA projection scenario 2,0.500145596,1.791536703,-12.28207267,-38.88415579,-15.23195363,-38.42890954,-48.12196105,-57.70666566
2025,Kano,NGA projection scenario 2,0.260796742,0.753820559,-61.06977003,-79.32772649,-52.12553207,-68.46014096,-72.94863007,-82.20433616
2030,Kano,NGA projection scenario 2,0.204603781,0.325175908,-76.66378671,-91.90298888,-55.80879253,-84.72837939,-78.77729403,-92.32347661
2020,Katsina,NGA projection scenario 2,0.975785357,4.6170794,-10.90854001,-29.30800495,-13.29245454,-26.39701764,-37.22515431,-41.71611847
2025,Katsina,NGA projection scenario 2,0.350980929,1.317261785,-48.68566297,-69.86878776,-33.80876328,-47.90108191,-77.42047109,-83.37149458
2030,Katsina,NGA projection scenario 2,0.478401693,1.698539246,-47.11188251,-69.549784,-12.228239,-37.3335722,-69.22315726,-78.55842372
2020,Kebbi,NGA projection scenario 2,0.71902983,3.210455457,-13.03535671,-37.18372028,-19.69474935,-36.75957437,-40.75583742,-47.01072913
2025,Kebbi,NGA projection scenario 2,0.287702861,0.843441141,-51.08450074,-78.83679429,-41.10740542,-65.84064475,-76.29484293,-86.07881913
2030,Kebbi,NGA projection scenario 2,0.512405337,1.708353692,-29.47097794,-57.72526519,-2.094827,-35.26507477,-57.78057623,-71.80324794
2020,Kogi,NGA projection scenario 2,0.536225558,2.054652537,-18.36735445,-34.00351511,-20.67827043,-32.39171508,-50.25357133,-57.93582318
2025,Kogi,NGA projection scenario 2,0.352633424,1.183851292,-37.05863651,-61.19446562,-13.77179477,-35.20466436,-67.28568196,-75.76342998
2030,Kogi,NGA projection scenario 2,0.278520124,0.683813898,-60.31843674,-81.4661896,-29.38636804,-58.80115581,-74.16128107,-86.00051921
2020,Kwara,NGA projection scenario 2,0.491437637,2.02017703,-20.84409216,-42.59421216,-27.15446572,-43.29687298,-50.96482194,-58.36815787
2025,Kwara,NGA projection scenario 2,0.317321197,0.924411808,-39.84230744,-70.38351621,-18.09411464,-51.27905433,-68.33799403,-80.94970596
2030,Kwara,NGA projection scenario 2,0.377043883,0.767879848,-50.36415889,-79.76299586,-15.60217272,-61.81023191,-62.37892147,-84.17551921
2020,Lagos,NGA projection scenario 2,0.366293271,1.138618518,-23.26279751,-30.02139829,-24.75615355,-27.15233262,-32.28145924,-32.73742539
2025,Lagos,NGA projection scenario 2,0.103918898,0.250790603,-87.34491787,-90.93122421,-82.7200534,-85.48398855,-80.78797321,-85.18483465
2030,Lagos,NGA projection scenario 2,0.013249579,0.038611375,-97.9972849,-98.3194404,-96.44824666,-96.27203291,-97.55048139,-97.71907758
2020,Nasarawa,NGA projection scenario 2,0.578727432,2.074169996,-13.01073249,-39.73406534,-16.23133793,-36.73285478,-47.67164598,-59.59084685
2025,Nasarawa,NGA projection scenario 2,0.242316744,0.480603884,-65.63531793,-84.34631812,-55.94506383,-74.24869806,-78.08979549,-90.63683499
2030,Nasarawa,NGA projection scenario 2,0.313858595,0.556809062,-64.89243829,-85.48387039,-40.93894197,-71.10324902,-71.62100361,-89.15219934
2020,Niger,NGA projection scenario 2,0.545950312,2.254877645,-12.6733195,-39.46488296,-17.40731648,-38.53279839,-50.06010055,-54.61152575
2025,Niger,NGA projection scenario 2,0.303540706,0.833825978,-49.46164754,-74.85445378,-37.27965438,-59.6325626,-72.23411732,-83.2159013
2030,Niger,NGA projection scenario 2,0.366263567,0.844476099,-45.32857088,-76.22078909,-7.601078608,-56.04748651,-66.49664756,-83.00152482
2020,Ogun,NGA projection scenario 2,0.564458732,2.266270175,-10.11469135,-14.80262305,-7.790985928,-7.634343523,-17.26431553,-24.81471341
2025,Ogun,NGA projection scenario 2,0.121152376,0.394193251,-70.36716836,-78.10048077,-61.86878759,-60.28724688,-82.24205922,-86.92233042
2030,Ogun,NGA projection scenario 2,0.177803751,0.494008171,-64.68847547,-77.41010086,-46.41732059,-53.75481966,-73.93836924,-83.61089231
2020,Ondo,NGA projection scenario 2,0.711542078,3.003263741,-15.0699082,-22.96724844,-14.41535508,-18.78390332,-15.76529547,-17.76171044
2025,Ondo,NGA projection scenario 2,0.4250919,1.366735632,-32.78152023,-56.73130816,-2.079098792,-21.40312167,-49.67621494,-62.57471526
2030,Ondo,NGA projection scenario 2,0.398680478,1.075809667,-51.97564129,-75.74763843,-12.43419772,-43.43269667,-52.80288645,-70.54113306
2020,Osun,NGA projection scenario 2,0.644860427,2.582125067,-15.54591521,-23.4103882,-15.49388518,-19.88440842,-34.52879359,-40.35017466
2025,Osun,NGA projection scenario 2,0.453182494,1.45666326,-35.85212299,-57.6660839,-8.593776533,-25.79523993,-53.98941637,-66.34953506
2030,Osun,NGA projection scenario 2,0.343929982,0.890212179,-58.36956924,-79.81267865,-24.60485073,-52.61840843,-65.08157437,-79.43515531
2020,Oyo,NGA projection scenario 2,0.7404877,3.015541156,-13.61841026,-21.79542569,-12.47846297,-16.74302663,-28.20568593,-36.43654195
2025,Oyo,NGA projection scenario 2,0.499795867,1.767901206,-29.84889374,-51.9696916,-2.877724327,-18.02524992,-51.54206954,-62.73507528
2030,Oyo,NGA projection scenario 2,0.29803844,0.781952703,-65.57472488,-84.32137354,-37.30771575,-59.35662181,-71.10355062,-83.51751303
2020,Plateau,NGA projection scenario 2,0.566469326,2.248165442,-23.32607926,-42.74974949,-27.5698064,-42.3222096,-35.27848505,-43.99737045
2025,Plateau,NGA projection scenario 2,0.298449707,0.868061325,-51.41937598,-75.65238189,-30.86236005,-60.98391288,-65.90085948,-78.37627252
2030,Plateau,NGA projection scenario 2,0.140550257,0.292202841,-90.56237172,-96.66392679,-82.0758036,-92.94424098,-83.94153899,-92.72111956
