"","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"6199","Borno","Chibok","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071
"6200","Borno","Chibok","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101
"7417","Borno","Chibok","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376
"7418","Borno","Chibok","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406
"7419","Borno","Chibok","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436
"7420","Borno","Chibok","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466
"8637","Borno","Chibok","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741
"8638","Borno","Chibok","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771
"8639","Borno","Chibok","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801
"8640","Borno","Chibok","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831
"9857","Borno","Chibok","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106
"9858","Borno","Chibok","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136
"9859","Borno","Chibok","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166
"9860","Borno","Chibok","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196
"11077","Borno","Chibok","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471
"11078","Borno","Chibok","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501
"11079","Borno","Chibok","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531
"11080","Borno","Chibok","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561
"12297","Borno","Chibok","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836
"12298","Borno","Chibok","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866
"12299","Borno","Chibok","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896
"12300","Borno","Chibok","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926
"341","Kaduna","Chikun","SMC in PAAR","Soba","july",2020,1,-1,1,0.6,5,186
"342","Kaduna","Chikun","SMC in PAAR","Soba","july",2020,2,-1,1,0.6,5,216
"343","Kaduna","Chikun","SMC in PAAR","Soba","july",2020,3,-1,1,0.6,5,246
"344","Kaduna","Chikun","SMC in PAAR","Soba","july",2020,4,-1,1,0.6,5,276
"1561","Kaduna","Chikun","SMC in PAAR","Soba","july",2021,1,-1,1,0.6,5,551
"1562","Kaduna","Chikun","SMC in PAAR","Soba","july",2021,2,-1,1,0.6,5,581
"1563","Kaduna","Chikun","SMC in PAAR","Soba","july",2021,3,-1,1,0.6,5,611
"1564","Kaduna","Chikun","SMC in PAAR","Soba","july",2021,4,-1,1,0.6,5,641
"2781","Kaduna","Chikun","SMC in PAAR","Soba","july",2022,1,-1,1,0.6,5,916
"2782","Kaduna","Chikun","SMC in PAAR","Soba","july",2022,2,-1,1,0.6,5,946
"2783","Kaduna","Chikun","SMC in PAAR","Soba","july",2022,3,-1,1,0.6,5,976
"2784","Kaduna","Chikun","SMC in PAAR","Soba","july",2022,4,-1,1,0.6,5,1006
"4001","Kaduna","Chikun","SMC in PAAR","Soba","july",2023,1,-1,1,0.6,5,1281
"4002","Kaduna","Chikun","SMC in PAAR","Soba","july",2023,2,-1,1,0.6,5,1311
"4003","Kaduna","Chikun","SMC in PAAR","Soba","july",2023,3,-1,1,0.6,5,1341
"4004","Kaduna","Chikun","SMC in PAAR","Soba","july",2023,4,-1,1,0.6,5,1371
"5221","Kaduna","Chikun","SMC in PAAR","Soba","july",2024,1,-1,1,0.6,5,1646
"5222","Kaduna","Chikun","SMC in PAAR","Soba","july",2024,2,-1,1,0.6,5,1676
"5223","Kaduna","Chikun","SMC in PAAR","Soba","july",2024,3,-1,1,0.6,5,1706
"5224","Kaduna","Chikun","SMC in PAAR","Soba","july",2024,4,-1,1,0.6,5,1736
"6441","Kaduna","Chikun","SMC in PAAR","Soba","july",2025,1,-1,1,0.6,5,2011
"6442","Kaduna","Chikun","SMC in PAAR","Soba","july",2025,2,-1,1,0.6,5,2041
"6443","Kaduna","Chikun","SMC in PAAR","Soba","july",2025,3,-1,1,0.6,5,2071
"6444","Kaduna","Chikun","SMC in PAAR","Soba","july",2025,4,-1,1,0.6,5,2101
"7661","Kaduna","Chikun","SMC in PAAR","Soba","july",2026,1,-1,1,0.6,5,2376
"7662","Kaduna","Chikun","SMC in PAAR","Soba","july",2026,2,-1,1,0.6,5,2406
"7663","Kaduna","Chikun","SMC in PAAR","Soba","july",2026,3,-1,1,0.6,5,2436
"7664","Kaduna","Chikun","SMC in PAAR","Soba","july",2026,4,-1,1,0.6,5,2466
"8881","Kaduna","Chikun","SMC in PAAR","Soba","july",2027,1,-1,1,0.6,5,2741
"8882","Kaduna","Chikun","SMC in PAAR","Soba","july",2027,2,-1,1,0.6,5,2771
"8883","Kaduna","Chikun","SMC in PAAR","Soba","july",2027,3,-1,1,0.6,5,2801
"8884","Kaduna","Chikun","SMC in PAAR","Soba","july",2027,4,-1,1,0.6,5,2831
"10101","Kaduna","Chikun","SMC in PAAR","Soba","july",2028,1,-1,1,0.6,5,3106
"10102","Kaduna","Chikun","SMC in PAAR","Soba","july",2028,2,-1,1,0.6,5,3136
"10103","Kaduna","Chikun","SMC in PAAR","Soba","july",2028,3,-1,1,0.6,5,3166
"10104","Kaduna","Chikun","SMC in PAAR","Soba","july",2028,4,-1,1,0.6,5,3196
"11321","Kaduna","Chikun","SMC in PAAR","Soba","july",2029,1,-1,1,0.6,5,3471
"11322","Kaduna","Chikun","SMC in PAAR","Soba","july",2029,2,-1,1,0.6,5,3501
"11323","Kaduna","Chikun","SMC in PAAR","Soba","july",2029,3,-1,1,0.6,5,3531
"11324","Kaduna","Chikun","SMC in PAAR","Soba","july",2029,4,-1,1,0.6,5,3561
"12541","Kaduna","Chikun","SMC in PAAR","Soba","july",2030,1,-1,1,0.6,5,3836
"12542","Kaduna","Chikun","SMC in PAAR","Soba","july",2030,2,-1,1,0.6,5,3866
"12543","Kaduna","Chikun","SMC in PAAR","Soba","july",2030,3,-1,1,0.6,5,3896
"12544","Kaduna","Chikun","SMC in PAAR","Soba","july",2030,4,-1,1,0.6,5,3926
"453","Kano","Dala","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186
"454","Kano","Dala","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216
"455","Kano","Dala","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246
"456","Kano","Dala","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1673","Kano","Dala","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551
"1674","Kano","Dala","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581
"1675","Kano","Dala","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611
"1676","Kano","Dala","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641
"2893","Kano","Dala","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916
"2894","Kano","Dala","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946
"2895","Kano","Dala","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976
"2896","Kano","Dala","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"4113","Kano","Dala","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"4114","Kano","Dala","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"4115","Kano","Dala","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"4116","Kano","Dala","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"5333","Kano","Dala","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"5334","Kano","Dala","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"5335","Kano","Dala","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"5336","Kano","Dala","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"6553","Kano","Dala","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"6554","Kano","Dala","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"6555","Kano","Dala","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"6556","Kano","Dala","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"7773","Kano","Dala","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"7774","Kano","Dala","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"7775","Kano","Dala","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"7776","Kano","Dala","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"8993","Kano","Dala","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"8994","Kano","Dala","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"8995","Kano","Dala","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"8996","Kano","Dala","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"10213","Kano","Dala","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"10214","Kano","Dala","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"10215","Kano","Dala","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"10216","Kano","Dala","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"11433","Kano","Dala","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"11434","Kano","Dala","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"11435","Kano","Dala","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"11436","Kano","Dala","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"12653","Kano","Dala","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"12654","Kano","Dala","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"12655","Kano","Dala","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"12656","Kano","Dala","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"1105","Yobe","Damaturu","SMC","Darazo","july",2020,1,-1,1,0.6,5,186
"1106","Yobe","Damaturu","SMC","Darazo","july",2020,2,-1,1,0.6,5,216
"1107","Yobe","Damaturu","SMC","Darazo","july",2020,3,-1,1,0.6,5,246
"1108","Yobe","Damaturu","SMC","Darazo","july",2020,4,-1,1,0.6,5,276
"2325","Yobe","Damaturu","SMC","Darazo","july",2021,1,-1,1,0.6,5,551
"2326","Yobe","Damaturu","SMC","Darazo","july",2021,2,-1,1,0.6,5,581
"2327","Yobe","Damaturu","SMC","Darazo","july",2021,3,-1,1,0.6,5,611
"2328","Yobe","Damaturu","SMC","Darazo","july",2021,4,-1,1,0.6,5,641
"3545","Yobe","Damaturu","SMC","Darazo","july",2022,1,-1,1,0.6,5,916
"3546","Yobe","Damaturu","SMC","Darazo","july",2022,2,-1,1,0.6,5,946
"3547","Yobe","Damaturu","SMC","Darazo","july",2022,3,-1,1,0.6,5,976
"3548","Yobe","Damaturu","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006
"4765","Yobe","Damaturu","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281
"4766","Yobe","Damaturu","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311
"4767","Yobe","Damaturu","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341
"4768","Yobe","Damaturu","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371
"5985","Yobe","Damaturu","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646
"5986","Yobe","Damaturu","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676
"5987","Yobe","Damaturu","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706
"5988","Yobe","Damaturu","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736
"7205","Yobe","Damaturu","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011
"7206","Yobe","Damaturu","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041
"7207","Yobe","Damaturu","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071
"7208","Yobe","Damaturu","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101
"8425","Yobe","Damaturu","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376
"8426","Yobe","Damaturu","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406
"8427","Yobe","Damaturu","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436
"8428","Yobe","Damaturu","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466
"9645","Yobe","Damaturu","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741
"9646","Yobe","Damaturu","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771
"9647","Yobe","Damaturu","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801
"9648","Yobe","Damaturu","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831
"10865","Yobe","Damaturu","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106
"10866","Yobe","Damaturu","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136
"10867","Yobe","Damaturu","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166
"10868","Yobe","Damaturu","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196
"12085","Yobe","Damaturu","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471
"12086","Yobe","Damaturu","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501
"12087","Yobe","Damaturu","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531
"12088","Yobe","Damaturu","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561
"13305","Yobe","Damaturu","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836
"13306","Yobe","Damaturu","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866
"13307","Yobe","Damaturu","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896
"13308","Yobe","Damaturu","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926
"457","Kano","Dambatta","SMC","Babura","may",2020,1,-1,1,0.6,5,131
"458","Kano","Dambatta","SMC","Babura","may",2020,2,-1,1,0.6,5,161
"459","Kano","Dambatta","SMC","Babura","may",2020,3,-1,1,0.6,5,191
"460","Kano","Dambatta","SMC","Babura","may",2020,4,-1,1,0.6,5,221
"1677","Kano","Dambatta","SMC","Babura","may",2021,1,-1,1,0.6,5,496
"1678","Kano","Dambatta","SMC","Babura","may",2021,2,-1,1,0.6,5,526
"1679","Kano","Dambatta","SMC","Babura","may",2021,3,-1,1,0.6,5,556
"1680","Kano","Dambatta","SMC","Babura","may",2021,4,-1,1,0.6,5,586
"2897","Kano","Dambatta","SMC","Babura","may",2022,1,-1,1,0.6,5,861
"2898","Kano","Dambatta","SMC","Babura","may",2022,2,-1,1,0.6,5,891
"2899","Kano","Dambatta","SMC","Babura","may",2022,3,-1,1,0.6,5,921
"2900","Kano","Dambatta","SMC","Babura","may",2022,4,-1,1,0.6,5,951
"4117","Kano","Dambatta","SMC","Babura","may",2023,1,-1,1,0.6,5,1226
"4118","Kano","Dambatta","SMC","Babura","may",2023,2,-1,1,0.6,5,1256
"4119","Kano","Dambatta","SMC","Babura","may",2023,3,-1,1,0.6,5,1286
"4120","Kano","Dambatta","SMC","Babura","may",2023,4,-1,1,0.6,5,1316
"5337","Kano","Dambatta","SMC","Babura","may",2024,1,-1,1,0.6,5,1591
"5338","Kano","Dambatta","SMC","Babura","may",2024,2,-1,1,0.6,5,1621
"5339","Kano","Dambatta","SMC","Babura","may",2024,3,-1,1,0.6,5,1651
"5340","Kano","Dambatta","SMC","Babura","may",2024,4,-1,1,0.6,5,1681
"6557","Kano","Dambatta","SMC","Babura","may",2025,1,-1,1,0.6,5,1956
"6558","Kano","Dambatta","SMC","Babura","may",2025,2,-1,1,0.6,5,1986
"6559","Kano","Dambatta","SMC","Babura","may",2025,3,-1,1,0.6,5,2016
"6560","Kano","Dambatta","SMC","Babura","may",2025,4,-1,1,0.6,5,2046
"7777","Kano","Dambatta","SMC","Babura","may",2026,1,-1,1,0.6,5,2321
"7778","Kano","Dambatta","SMC","Babura","may",2026,2,-1,1,0.6,5,2351
"7779","Kano","Dambatta","SMC","Babura","may",2026,3,-1,1,0.6,5,2381
"7780","Kano","Dambatta","SMC","Babura","may",2026,4,-1,1,0.6,5,2411
"8997","Kano","Dambatta","SMC","Babura","may",2027,1,-1,1,0.6,5,2686
"8998","Kano","Dambatta","SMC","Babura","may",2027,2,-1,1,0.6,5,2716
"8999","Kano","Dambatta","SMC","Babura","may",2027,3,-1,1,0.6,5,2746
"9000","Kano","Dambatta","SMC","Babura","may",2027,4,-1,1,0.6,5,2776
"10217","Kano","Dambatta","SMC","Babura","may",2028,1,-1,1,0.6,5,3051
"10218","Kano","Dambatta","SMC","Babura","may",2028,2,-1,1,0.6,5,3081
"10219","Kano","Dambatta","SMC","Babura","may",2028,3,-1,1,0.6,5,3111
"10220","Kano","Dambatta","SMC","Babura","may",2028,4,-1,1,0.6,5,3141
"11437","Kano","Dambatta","SMC","Babura","may",2029,1,-1,1,0.6,5,3416
"11438","Kano","Dambatta","SMC","Babura","may",2029,2,-1,1,0.6,5,3446
"11439","Kano","Dambatta","SMC","Babura","may",2029,3,-1,1,0.6,5,3476
"11440","Kano","Dambatta","SMC","Babura","may",2029,4,-1,1,0.6,5,3506
"12657","Kano","Dambatta","SMC","Babura","may",2030,1,-1,1,0.6,5,3781
"12658","Kano","Dambatta","SMC","Babura","may",2030,2,-1,1,0.6,5,3811
"12659","Kano","Dambatta","SMC","Babura","may",2030,3,-1,1,0.6,5,3841
"12660","Kano","Dambatta","SMC","Babura","may",2030,4,-1,1,0.6,5,3871
"101","Borno","Damboa","SMC","Darazo","july",2020,1,-1,1,0.6,5,186
"102","Borno","Damboa","SMC","Darazo","july",2020,2,-1,1,0.6,5,216
"103","Borno","Damboa","SMC","Darazo","july",2020,3,-1,1,0.6,5,246
"104","Borno","Damboa","SMC","Darazo","july",2020,4,-1,1,0.6,5,276
"1321","Borno","Damboa","SMC","Darazo","july",2021,1,-1,1,0.6,5,551
"1322","Borno","Damboa","SMC","Darazo","july",2021,2,-1,1,0.6,5,581
"1323","Borno","Damboa","SMC","Darazo","july",2021,3,-1,1,0.6,5,611
"1324","Borno","Damboa","SMC","Darazo","july",2021,4,-1,1,0.6,5,641
"2541","Borno","Damboa","SMC","Darazo","july",2022,1,-1,1,0.6,5,916
"2542","Borno","Damboa","SMC","Darazo","july",2022,2,-1,1,0.6,5,946
"2543","Borno","Damboa","SMC","Darazo","july",2022,3,-1,1,0.6,5,976
"2544","Borno","Damboa","SMC","Darazo","july",2022,4,-1,1,0.6,5,1006
"3761","Borno","Damboa","SMC","Darazo","july",2023,1,-1,1,0.6,5,1281
"3762","Borno","Damboa","SMC","Darazo","july",2023,2,-1,1,0.6,5,1311
"3763","Borno","Damboa","SMC","Darazo","july",2023,3,-1,1,0.6,5,1341
"3764","Borno","Damboa","SMC","Darazo","july",2023,4,-1,1,0.6,5,1371
"4981","Borno","Damboa","SMC","Darazo","july",2024,1,-1,1,0.6,5,1646
"4982","Borno","Damboa","SMC","Darazo","july",2024,2,-1,1,0.6,5,1676
"4983","Borno","Damboa","SMC","Darazo","july",2024,3,-1,1,0.6,5,1706
"4984","Borno","Damboa","SMC","Darazo","july",2024,4,-1,1,0.6,5,1736
"6201","Borno","Damboa","SMC","Darazo","july",2025,1,-1,1,0.6,5,2011
"6202","Borno","Damboa","SMC","Darazo","july",2025,2,-1,1,0.6,5,2041
"6203","Borno","Damboa","SMC","Darazo","july",2025,3,-1,1,0.6,5,2071
"6204","Borno","Damboa","SMC","Darazo","july",2025,4,-1,1,0.6,5,2101
"7421","Borno","Damboa","SMC","Darazo","july",2026,1,-1,1,0.6,5,2376
"7422","Borno","Damboa","SMC","Darazo","july",2026,2,-1,1,0.6,5,2406
"7423","Borno","Damboa","SMC","Darazo","july",2026,3,-1,1,0.6,5,2436
"7424","Borno","Damboa","SMC","Darazo","july",2026,4,-1,1,0.6,5,2466
"8641","Borno","Damboa","SMC","Darazo","july",2027,1,-1,1,0.6,5,2741
"8642","Borno","Damboa","SMC","Darazo","july",2027,2,-1,1,0.6,5,2771
"8643","Borno","Damboa","SMC","Darazo","july",2027,3,-1,1,0.6,5,2801
"8644","Borno","Damboa","SMC","Darazo","july",2027,4,-1,1,0.6,5,2831
"9861","Borno","Damboa","SMC","Darazo","july",2028,1,-1,1,0.6,5,3106
"9862","Borno","Damboa","SMC","Darazo","july",2028,2,-1,1,0.6,5,3136
"9863","Borno","Damboa","SMC","Darazo","july",2028,3,-1,1,0.6,5,3166
"9864","Borno","Damboa","SMC","Darazo","july",2028,4,-1,1,0.6,5,3196
"11081","Borno","Damboa","SMC","Darazo","july",2029,1,-1,1,0.6,5,3471
"11082","Borno","Damboa","SMC","Darazo","july",2029,2,-1,1,0.6,5,3501
"11083","Borno","Damboa","SMC","Darazo","july",2029,3,-1,1,0.6,5,3531
"11084","Borno","Damboa","SMC","Darazo","july",2029,4,-1,1,0.6,5,3561
"12301","Borno","Damboa","SMC","Darazo","july",2030,1,-1,1,0.6,5,3836
"12302","Borno","Damboa","SMC","Darazo","july",2030,2,-1,1,0.6,5,3866
"12303","Borno","Damboa","SMC","Darazo","july",2030,3,-1,1,0.6,5,3896
"12304","Borno","Damboa","SMC","Darazo","july",2030,4,-1,1,0.6,5,3926
"629","Katsina","Dan Musa","SMC","Rimi","march",2020,1,-1,1,0.6,5,131
"630","Katsina","Dan Musa","SMC","Rimi","march",2020,2,-1,1,0.6,5,161
"631","Katsina","Dan Musa","SMC","Rimi","march",2020,3,-1,1,0.6,5,191
"632","Katsina","Dan Musa","SMC","Rimi","march",2020,4,-1,1,0.6,5,221
"1849","Katsina","Dan Musa","SMC","Rimi","march",2021,1,-1,1,0.6,5,496
"1850","Katsina","Dan Musa","SMC","Rimi","march",2021,2,-1,1,0.6,5,526
"1851","Katsina","Dan Musa","SMC","Rimi","march",2021,3,-1,1,0.6,5,556
"1852","Katsina","Dan Musa","SMC","Rimi","march",2021,4,-1,1,0.6,5,586
"3069","Katsina","Dan Musa","SMC","Rimi","march",2022,1,-1,1,0.6,5,861
"3070","Katsina","Dan Musa","SMC","Rimi","march",2022,2,-1,1,0.6,5,891
"3071","Katsina","Dan Musa","SMC","Rimi","march",2022,3,-1,1,0.6,5,921
"3072","Katsina","Dan Musa","SMC","Rimi","march",2022,4,-1,1,0.6,5,951
"4289","Katsina","Dan Musa","SMC","Rimi","march",2023,1,-1,1,0.6,5,1226
"4290","Katsina","Dan Musa","SMC","Rimi","march",2023,2,-1,1,0.6,5,1256
"4291","Katsina","Dan Musa","SMC","Rimi","march",2023,3,-1,1,0.6,5,1286
"4292","Katsina","Dan Musa","SMC","Rimi","march",2023,4,-1,1,0.6,5,1316
"5509","Katsina","Dan Musa","SMC","Rimi","march",2024,1,-1,1,0.6,5,1591
"5510","Katsina","Dan Musa","SMC","Rimi","march",2024,2,-1,1,0.6,5,1621
"5511","Katsina","Dan Musa","SMC","Rimi","march",2024,3,-1,1,0.6,5,1651
"5512","Katsina","Dan Musa","SMC","Rimi","march",2024,4,-1,1,0.6,5,1681
"6729","Katsina","Dan Musa","SMC","Rimi","march",2025,1,-1,1,0.6,5,1956
"6730","Katsina","Dan Musa","SMC","Rimi","march",2025,2,-1,1,0.6,5,1986
"6731","Katsina","Dan Musa","SMC","Rimi","march",2025,3,-1,1,0.6,5,2016
"6732","Katsina","Dan Musa","SMC","Rimi","march",2025,4,-1,1,0.6,5,2046
"7949","Katsina","Dan Musa","SMC","Rimi","march",2026,1,-1,1,0.6,5,2321
"7950","Katsina","Dan Musa","SMC","Rimi","march",2026,2,-1,1,0.6,5,2351
"7951","Katsina","Dan Musa","SMC","Rimi","march",2026,3,-1,1,0.6,5,2381
"7952","Katsina","Dan Musa","SMC","Rimi","march",2026,4,-1,1,0.6,5,2411
"9169","Katsina","Dan Musa","SMC","Rimi","march",2027,1,-1,1,0.6,5,2686
"9170","Katsina","Dan Musa","SMC","Rimi","march",2027,2,-1,1,0.6,5,2716
"9171","Katsina","Dan Musa","SMC","Rimi","march",2027,3,-1,1,0.6,5,2746
"9172","Katsina","Dan Musa","SMC","Rimi","march",2027,4,-1,1,0.6,5,2776
"10389","Katsina","Dan Musa","SMC","Rimi","march",2028,1,-1,1,0.6,5,3051
"10390","Katsina","Dan Musa","SMC","Rimi","march",2028,2,-1,1,0.6,5,3081
"10391","Katsina","Dan Musa","SMC","Rimi","march",2028,3,-1,1,0.6,5,3111
"10392","Katsina","Dan Musa","SMC","Rimi","march",2028,4,-1,1,0.6,5,3141
"11609","Katsina","Dan Musa","SMC","Rimi","march",2029,1,-1,1,0.6,5,3416
"11610","Katsina","Dan Musa","SMC","Rimi","march",2029,2,-1,1,0.6,5,3446
"11611","Katsina","Dan Musa","SMC","Rimi","march",2029,3,-1,1,0.6,5,3476
"11612","Katsina","Dan Musa","SMC","Rimi","march",2029,4,-1,1,0.6,5,3506
"12829","Katsina","Dan Musa","SMC","Rimi","march",2030,1,-1,1,0.6,5,3781
"12830","Katsina","Dan Musa","SMC","Rimi","march",2030,2,-1,1,0.6,5,3811
"12831","Katsina","Dan Musa","SMC","Rimi","march",2030,3,-1,1,0.6,5,3841
"12832","Katsina","Dan Musa","SMC","Rimi","march",2030,4,-1,1,0.6,5,3871
"769","Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"770","Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"771","Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"772","Kebbi","Dandi","SMC","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1989","Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"1990","Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"1991","Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"1992","Kebbi","Dandi","SMC","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"3209","Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"3210","Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"3211","Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"3212","Kebbi","Dandi","SMC","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"4429","Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"4430","Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"4431","Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"4432","Kebbi","Dandi","SMC","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"5649","Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683
"5650","Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"5651","Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"5652","Kebbi","Dandi","SMC","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
"6869","Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048
"6870","Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078
"6871","Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108
"6872","Kebbi","Dandi","SMC","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138
