"","adm1","LGA","smc_plan1","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"10311","Kano","Nasarawa1","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"10312","Kano","Nasarawa1","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"11529","Kano","Nasarawa1","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"11530","Kano","Nasarawa1","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"11531","Kano","Nasarawa1","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"11532","Kano","Nasarawa1","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"12749","Kano","Nasarawa1","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"12750","Kano","Nasarawa1","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"12751","Kano","Nasarawa1","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"12752","Kano","Nasarawa1","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"173","Borno","Ngala","SMC","Taura","july",2020,1,-1,1,0.6,5,223
"174","Borno","Ngala","SMC","Taura","july",2020,2,-1,1,0.6,5,251
"175","Borno","Ngala","SMC","Taura","july",2020,3,-1,1,0.6,5,279
"176","Borno","Ngala","SMC","Taura","july",2020,4,-1,1,0.6,5,307
"1393","Borno","Ngala","SMC","Taura","july",2021,1,-1,1,0.6,5,588
"1394","Borno","Ngala","SMC","Taura","july",2021,2,-1,1,0.6,5,616
"1395","Borno","Ngala","SMC","Taura","july",2021,3,-1,1,0.6,5,644
"1396","Borno","Ngala","SMC","Taura","july",2021,4,-1,1,0.6,5,672
"2613","Borno","Ngala","SMC","Taura","july",2022,1,-1,1,0.6,5,953
"2614","Borno","Ngala","SMC","Taura","july",2022,2,-1,1,0.6,5,981
"2615","Borno","Ngala","SMC","Taura","july",2022,3,-1,1,0.6,5,1009
"2616","Borno","Ngala","SMC","Taura","july",2022,4,-1,1,0.6,5,1037
"3833","Borno","Ngala","SMC","Taura","july",2023,1,-1,1,0.6,5,1318
"3834","Borno","Ngala","SMC","Taura","july",2023,2,-1,1,0.6,5,1346
"3835","Borno","Ngala","SMC","Taura","july",2023,3,-1,1,0.6,5,1374
"3836","Borno","Ngala","SMC","Taura","july",2023,4,-1,1,0.6,5,1402
"5053","Borno","Ngala","SMC","Taura","july",2024,1,-1,1,0.6,5,1683
"5054","Borno","Ngala","SMC","Taura","july",2024,2,-1,1,0.6,5,1711
"5055","Borno","Ngala","SMC","Taura","july",2024,3,-1,1,0.6,5,1739
"5056","Borno","Ngala","SMC","Taura","july",2024,4,-1,1,0.6,5,1767
"6273","Borno","Ngala","SMC","Taura","july",2025,1,-1,1,0.6,5,2048
"6274","Borno","Ngala","SMC","Taura","july",2025,2,-1,1,0.6,5,2076
"6275","Borno","Ngala","SMC","Taura","july",2025,3,-1,1,0.6,5,2104
"6276","Borno","Ngala","SMC","Taura","july",2025,4,-1,1,0.6,5,2132
"7493","Borno","Ngala","SMC","Taura","july",2026,1,-1,1,0.6,5,2413
"7494","Borno","Ngala","SMC","Taura","july",2026,2,-1,1,0.6,5,2441
"7495","Borno","Ngala","SMC","Taura","july",2026,3,-1,1,0.6,5,2469
"7496","Borno","Ngala","SMC","Taura","july",2026,4,-1,1,0.6,5,2497
"8713","Borno","Ngala","SMC","Taura","july",2027,1,-1,1,0.6,5,2778
"8714","Borno","Ngala","SMC","Taura","july",2027,2,-1,1,0.6,5,2806
"8715","Borno","Ngala","SMC","Taura","july",2027,3,-1,1,0.6,5,2834
"8716","Borno","Ngala","SMC","Taura","july",2027,4,-1,1,0.6,5,2862
"9933","Borno","Ngala","SMC","Taura","july",2028,1,-1,1,0.6,5,3143
"9934","Borno","Ngala","SMC","Taura","july",2028,2,-1,1,0.6,5,3171
"9935","Borno","Ngala","SMC","Taura","july",2028,3,-1,1,0.6,5,3199
"9936","Borno","Ngala","SMC","Taura","july",2028,4,-1,1,0.6,5,3227
"11153","Borno","Ngala","SMC","Taura","july",2029,1,-1,1,0.6,5,3508
"11154","Borno","Ngala","SMC","Taura","july",2029,2,-1,1,0.6,5,3536
"11155","Borno","Ngala","SMC","Taura","july",2029,3,-1,1,0.6,5,3564
"11156","Borno","Ngala","SMC","Taura","july",2029,4,-1,1,0.6,5,3592
"12373","Borno","Ngala","SMC","Taura","july",2030,1,-1,1,0.6,5,3873
"12374","Borno","Ngala","SMC","Taura","july",2030,2,-1,1,0.6,5,3901
"12375","Borno","Ngala","SMC","Taura","july",2030,3,-1,1,0.6,5,3929
"12376","Borno","Ngala","SMC","Taura","july",2030,4,-1,1,0.6,5,3957
"177","Borno","Nganzai","SMC","Gawabawa","august",2020,1,-1,1,0.6,5,223
"178","Borno","Nganzai","SMC","Gawabawa","august",2020,2,-1,1,0.6,5,253
"179","Borno","Nganzai","SMC","Gawabawa","august",2020,3,-1,1,0.6,5,283
"180","Borno","Nganzai","SMC","Gawabawa","august",2020,4,-1,1,0.6,5,313
"1397","Borno","Nganzai","SMC","Gawabawa","august",2021,1,-1,1,0.6,5,588
"1398","Borno","Nganzai","SMC","Gawabawa","august",2021,2,-1,1,0.6,5,618
"1399","Borno","Nganzai","SMC","Gawabawa","august",2021,3,-1,1,0.6,5,648
"1400","Borno","Nganzai","SMC","Gawabawa","august",2021,4,-1,1,0.6,5,678
"2617","Borno","Nganzai","SMC","Gawabawa","august",2022,1,-1,1,0.6,5,953
"2618","Borno","Nganzai","SMC","Gawabawa","august",2022,2,-1,1,0.6,5,983
"2619","Borno","Nganzai","SMC","Gawabawa","august",2022,3,-1,1,0.6,5,1013
"2620","Borno","Nganzai","SMC","Gawabawa","august",2022,4,-1,1,0.6,5,1043
"3837","Borno","Nganzai","SMC","Gawabawa","august",2023,1,-1,1,0.6,5,1318
"3838","Borno","Nganzai","SMC","Gawabawa","august",2023,2,-1,1,0.6,5,1348
"3839","Borno","Nganzai","SMC","Gawabawa","august",2023,3,-1,1,0.6,5,1378
"3840","Borno","Nganzai","SMC","Gawabawa","august",2023,4,-1,1,0.6,5,1408
"5057","Borno","Nganzai","SMC","Gawabawa","august",2024,1,-1,1,0.6,5,1683
"5058","Borno","Nganzai","SMC","Gawabawa","august",2024,2,-1,1,0.6,5,1713
"5059","Borno","Nganzai","SMC","Gawabawa","august",2024,3,-1,1,0.6,5,1743
"5060","Borno","Nganzai","SMC","Gawabawa","august",2024,4,-1,1,0.6,5,1773
"6277","Borno","Nganzai","SMC","Gawabawa","august",2025,1,-1,1,0.6,5,2048
"6278","Borno","Nganzai","SMC","Gawabawa","august",2025,2,-1,1,0.6,5,2078
"6279","Borno","Nganzai","SMC","Gawabawa","august",2025,3,-1,1,0.6,5,2108
"6280","Borno","Nganzai","SMC","Gawabawa","august",2025,4,-1,1,0.6,5,2138
"7497","Borno","Nganzai","SMC","Gawabawa","august",2026,1,-1,1,0.6,5,2413
"7498","Borno","Nganzai","SMC","Gawabawa","august",2026,2,-1,1,0.6,5,2443
"7499","Borno","Nganzai","SMC","Gawabawa","august",2026,3,-1,1,0.6,5,2473
"7500","Borno","Nganzai","SMC","Gawabawa","august",2026,4,-1,1,0.6,5,2503
"8717","Borno","Nganzai","SMC","Gawabawa","august",2027,1,-1,1,0.6,5,2778
"8718","Borno","Nganzai","SMC","Gawabawa","august",2027,2,-1,1,0.6,5,2808
"8719","Borno","Nganzai","SMC","Gawabawa","august",2027,3,-1,1,0.6,5,2838
"8720","Borno","Nganzai","SMC","Gawabawa","august",2027,4,-1,1,0.6,5,2868
"9937","Borno","Nganzai","SMC","Gawabawa","august",2028,1,-1,1,0.6,5,3143
"9938","Borno","Nganzai","SMC","Gawabawa","august",2028,2,-1,1,0.6,5,3173
"9939","Borno","Nganzai","SMC","Gawabawa","august",2028,3,-1,1,0.6,5,3203
"9940","Borno","Nganzai","SMC","Gawabawa","august",2028,4,-1,1,0.6,5,3233
"11157","Borno","Nganzai","SMC","Gawabawa","august",2029,1,-1,1,0.6,5,3508
"11158","Borno","Nganzai","SMC","Gawabawa","august",2029,2,-1,1,0.6,5,3538
"11159","Borno","Nganzai","SMC","Gawabawa","august",2029,3,-1,1,0.6,5,3568
"11160","Borno","Nganzai","SMC","Gawabawa","august",2029,4,-1,1,0.6,5,3598
"12377","Borno","Nganzai","SMC","Gawabawa","august",2030,1,-1,1,0.6,5,3873
"12378","Borno","Nganzai","SMC","Gawabawa","august",2030,2,-1,1,0.6,5,3903
"12379","Borno","Nganzai","SMC","Gawabawa","august",2030,3,-1,1,0.6,5,3933
"12380","Borno","Nganzai","SMC","Gawabawa","august",2030,4,-1,1,0.6,5,3963
"797","Kebbi","Ngaski","SMC","Owan East","march",2020,1,-1,1,0.6,5,131
"798","Kebbi","Ngaski","SMC","Owan East","march",2020,2,-1,1,0.6,5,161
"799","Kebbi","Ngaski","SMC","Owan East","march",2020,3,-1,1,0.6,5,191
"800","Kebbi","Ngaski","SMC","Owan East","march",2020,4,-1,1,0.6,5,221
"2017","Kebbi","Ngaski","SMC","Owan East","march",2021,1,-1,1,0.6,5,496
"2018","Kebbi","Ngaski","SMC","Owan East","march",2021,2,-1,1,0.6,5,526
"2019","Kebbi","Ngaski","SMC","Owan East","march",2021,3,-1,1,0.6,5,556
"2020","Kebbi","Ngaski","SMC","Owan East","march",2021,4,-1,1,0.6,5,586
"3237","Kebbi","Ngaski","SMC","Owan East","march",2022,1,-1,1,0.6,5,861
"3238","Kebbi","Ngaski","SMC","Owan East","march",2022,2,-1,1,0.6,5,891
"3239","Kebbi","Ngaski","SMC","Owan East","march",2022,3,-1,1,0.6,5,921
"3240","Kebbi","Ngaski","SMC","Owan East","march",2022,4,-1,1,0.6,5,951
"4457","Kebbi","Ngaski","SMC","Owan East","march",2023,1,-1,1,0.6,5,1226
"4458","Kebbi","Ngaski","SMC","Owan East","march",2023,2,-1,1,0.6,5,1256
"4459","Kebbi","Ngaski","SMC","Owan East","march",2023,3,-1,1,0.6,5,1286
"4460","Kebbi","Ngaski","SMC","Owan East","march",2023,4,-1,1,0.6,5,1316
"5677","Kebbi","Ngaski","SMC","Owan East","march",2024,1,-1,1,0.6,5,1591
"5678","Kebbi","Ngaski","SMC","Owan East","march",2024,2,-1,1,0.6,5,1621
"5679","Kebbi","Ngaski","SMC","Owan East","march",2024,3,-1,1,0.6,5,1651
"5680","Kebbi","Ngaski","SMC","Owan East","march",2024,4,-1,1,0.6,5,1681
"6897","Kebbi","Ngaski","SMC","Owan East","march",2025,1,-1,1,0.6,5,1956
"6898","Kebbi","Ngaski","SMC","Owan East","march",2025,2,-1,1,0.6,5,1986
"6899","Kebbi","Ngaski","SMC","Owan East","march",2025,3,-1,1,0.6,5,2016
"6900","Kebbi","Ngaski","SMC","Owan East","march",2025,4,-1,1,0.6,5,2046
"8117","Kebbi","Ngaski","SMC","Owan East","march",2026,1,-1,1,0.6,5,2321
"8118","Kebbi","Ngaski","SMC","Owan East","march",2026,2,-1,1,0.6,5,2351
"8119","Kebbi","Ngaski","SMC","Owan East","march",2026,3,-1,1,0.6,5,2381
"8120","Kebbi","Ngaski","SMC","Owan East","march",2026,4,-1,1,0.6,5,2411
"9337","Kebbi","Ngaski","SMC","Owan East","march",2027,1,-1,1,0.6,5,2686
"9338","Kebbi","Ngaski","SMC","Owan East","march",2027,2,-1,1,0.6,5,2716
"9339","Kebbi","Ngaski","SMC","Owan East","march",2027,3,-1,1,0.6,5,2746
"9340","Kebbi","Ngaski","SMC","Owan East","march",2027,4,-1,1,0.6,5,2776
"10557","Kebbi","Ngaski","SMC","Owan East","march",2028,1,-1,1,0.6,5,3051
"10558","Kebbi","Ngaski","SMC","Owan East","march",2028,2,-1,1,0.6,5,3081
"10559","Kebbi","Ngaski","SMC","Owan East","march",2028,3,-1,1,0.6,5,3111
"10560","Kebbi","Ngaski","SMC","Owan East","march",2028,4,-1,1,0.6,5,3141
"11777","Kebbi","Ngaski","SMC","Owan East","march",2029,1,-1,1,0.6,5,3416
"11778","Kebbi","Ngaski","SMC","Owan East","march",2029,2,-1,1,0.6,5,3446
"11779","Kebbi","Ngaski","SMC","Owan East","march",2029,3,-1,1,0.6,5,3476
"11780","Kebbi","Ngaski","SMC","Owan East","march",2029,4,-1,1,0.6,5,3506
"12997","Kebbi","Ngaski","SMC","Owan East","march",2030,1,-1,1,0.6,5,3781
"12998","Kebbi","Ngaski","SMC","Owan East","march",2030,2,-1,1,0.6,5,3811
"12999","Kebbi","Ngaski","SMC","Owan East","march",2030,3,-1,1,0.6,5,3841
"13000","Kebbi","Ngaski","SMC","Owan East","march",2030,4,-1,1,0.6,5,3871
"1145","Yobe","Nguru","SMC","Taura","july",2020,1,-1,1,0.98019802,5,223
"1146","Yobe","Nguru","SMC","Taura","july",2020,2,-1,1,0.961810467,5,251
"1147","Yobe","Nguru","SMC","Taura","july",2020,3,-1,1,0.974540311,5,279
"1148","Yobe","Nguru","SMC","Taura","july",2020,4,-1,1,0.6,5,307
"2365","Yobe","Nguru","SMC","Taura","july",2021,1,-1,1,0.98019802,5,588
"2366","Yobe","Nguru","SMC","Taura","july",2021,2,-1,1,0.961810467,5,616
"2367","Yobe","Nguru","SMC","Taura","july",2021,3,-1,1,0.974540311,5,644
"2368","Yobe","Nguru","SMC","Taura","july",2021,4,-1,1,0.6,5,672
"3585","Yobe","Nguru","SMC","Taura","july",2022,1,-1,1,0.98019802,5,953
"3586","Yobe","Nguru","SMC","Taura","july",2022,2,-1,1,0.961810467,5,981
"3587","Yobe","Nguru","SMC","Taura","july",2022,3,-1,1,0.974540311,5,1009
"3588","Yobe","Nguru","SMC","Taura","july",2022,4,-1,1,0.6,5,1037
"4805","Yobe","Nguru","SMC","Taura","july",2023,1,-1,1,0.98019802,5,1318
"4806","Yobe","Nguru","SMC","Taura","july",2023,2,-1,1,0.961810467,5,1346
"4807","Yobe","Nguru","SMC","Taura","july",2023,3,-1,1,0.974540311,5,1374
"4808","Yobe","Nguru","SMC","Taura","july",2023,4,-1,1,0.6,5,1402
"6025","Yobe","Nguru","SMC","Taura","july",2024,1,-1,1,0.98019802,5,1683
"6026","Yobe","Nguru","SMC","Taura","july",2024,2,-1,1,0.961810467,5,1711
"6027","Yobe","Nguru","SMC","Taura","july",2024,3,-1,1,0.974540311,5,1739
"6028","Yobe","Nguru","SMC","Taura","july",2024,4,-1,1,0.6,5,1767
"7245","Yobe","Nguru","SMC","Taura","july",2025,1,-1,1,0.98019802,5,2048
"7246","Yobe","Nguru","SMC","Taura","july",2025,2,-1,1,0.961810467,5,2076
"7247","Yobe","Nguru","SMC","Taura","july",2025,3,-1,1,0.974540311,5,2104
"7248","Yobe","Nguru","SMC","Taura","july",2025,4,-1,1,0.6,5,2132
"8465","Yobe","Nguru","SMC","Taura","july",2026,1,-1,1,0.98019802,5,2413
"8466","Yobe","Nguru","SMC","Taura","july",2026,2,-1,1,0.961810467,5,2441
"8467","Yobe","Nguru","SMC","Taura","july",2026,3,-1,1,0.974540311,5,2469
"8468","Yobe","Nguru","SMC","Taura","july",2026,4,-1,1,0.6,5,2497
"9685","Yobe","Nguru","SMC","Taura","july",2027,1,-1,1,0.98019802,5,2778
"9686","Yobe","Nguru","SMC","Taura","july",2027,2,-1,1,0.961810467,5,2806
"9687","Yobe","Nguru","SMC","Taura","july",2027,3,-1,1,0.974540311,5,2834
"9688","Yobe","Nguru","SMC","Taura","july",2027,4,-1,1,0.6,5,2862
"10905","Yobe","Nguru","SMC","Taura","july",2028,1,-1,1,0.98019802,5,3143
"10906","Yobe","Nguru","SMC","Taura","july",2028,2,-1,1,0.961810467,5,3171
"10907","Yobe","Nguru","SMC","Taura","july",2028,3,-1,1,0.974540311,5,3199
"10908","Yobe","Nguru","SMC","Taura","july",2028,4,-1,1,0.6,5,3227
"12125","Yobe","Nguru","SMC","Taura","july",2029,1,-1,1,0.98019802,5,3508
"12126","Yobe","Nguru","SMC","Taura","july",2029,2,-1,1,0.961810467,5,3536
"12127","Yobe","Nguru","SMC","Taura","july",2029,3,-1,1,0.974540311,5,3564
"12128","Yobe","Nguru","SMC","Taura","july",2029,4,-1,1,0.6,5,3592
"13345","Yobe","Nguru","SMC","Taura","july",2030,1,-1,1,0.98019802,5,3873
"13346","Yobe","Nguru","SMC","Taura","july",2030,2,-1,1,0.961810467,5,3901
"13347","Yobe","Nguru","SMC","Taura","july",2030,3,-1,1,0.974540311,5,3929
"13348","Yobe","Nguru","SMC","Taura","july",2030,4,-1,1,0.6,5,3957
"57","Adamawa","Numan","SMC","Alkaleri","july",2020,1,-1,1,0.6,5,186
"58","Adamawa","Numan","SMC","Alkaleri","july",2020,2,-1,1,0.6,5,216
"59","Adamawa","Numan","SMC","Alkaleri","july",2020,3,-1,1,0.6,5,246
"60","Adamawa","Numan","SMC","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1277","Adamawa","Numan","SMC","Alkaleri","july",2021,1,-1,1,0.6,5,551
"1278","Adamawa","Numan","SMC","Alkaleri","july",2021,2,-1,1,0.6,5,581
"1279","Adamawa","Numan","SMC","Alkaleri","july",2021,3,-1,1,0.6,5,611
"1280","Adamawa","Numan","SMC","Alkaleri","july",2021,4,-1,1,0.6,5,641
"2497","Adamawa","Numan","SMC","Alkaleri","july",2022,1,-1,1,0.6,5,916
"2498","Adamawa","Numan","SMC","Alkaleri","july",2022,2,-1,1,0.6,5,946
"2499","Adamawa","Numan","SMC","Alkaleri","july",2022,3,-1,1,0.6,5,976
"2500","Adamawa","Numan","SMC","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"3717","Adamawa","Numan","SMC","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"3718","Adamawa","Numan","SMC","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"3719","Adamawa","Numan","SMC","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"3720","Adamawa","Numan","SMC","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"4937","Adamawa","Numan","SMC","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"4938","Adamawa","Numan","SMC","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"4939","Adamawa","Numan","SMC","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"4940","Adamawa","Numan","SMC","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"6157","Adamawa","Numan","SMC","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"6158","Adamawa","Numan","SMC","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"6159","Adamawa","Numan","SMC","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"6160","Adamawa","Numan","SMC","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"7377","Adamawa","Numan","SMC","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"7378","Adamawa","Numan","SMC","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"7379","Adamawa","Numan","SMC","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"7380","Adamawa","Numan","SMC","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"8597","Adamawa","Numan","SMC","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"8598","Adamawa","Numan","SMC","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"8599","Adamawa","Numan","SMC","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"8600","Adamawa","Numan","SMC","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"9817","Adamawa","Numan","SMC","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"9818","Adamawa","Numan","SMC","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"9819","Adamawa","Numan","SMC","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"9820","Adamawa","Numan","SMC","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"11037","Adamawa","Numan","SMC","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"11038","Adamawa","Numan","SMC","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"11039","Adamawa","Numan","SMC","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"11040","Adamawa","Numan","SMC","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"12257","Adamawa","Numan","SMC","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"12258","Adamawa","Numan","SMC","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"12259","Adamawa","Numan","SMC","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"12260","Adamawa","Numan","SMC","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"861","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"862","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"863","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"864","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"2081","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2082","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2083","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2084","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3301","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"3302","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"3303","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"3304","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4521","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"4522","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"4523","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"4524","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"5741","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"5742","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"5743","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"5744","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"6961","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"6962","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"6963","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"6964","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"8181","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"8182","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"8183","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"8184","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"9401","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"9402","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"9403","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"9404","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"10621","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"10622","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"10623","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"10624","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"11841","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"11842","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"11843","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"11844","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"13061","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"13062","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"13063","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"13064","Kwara","Oke-Ero","SMC in PAAR","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"941","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"942","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"943","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"944","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"2161","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2162","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2163","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2164","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3381","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"3382","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"3383","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"3384","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"4601","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"4602","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"4603","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"4604","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"5821","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"5822","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"5823","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"5824","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"7041","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"7042","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"7043","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"7044","Niger","Pailoro","SMC in PAAR","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
