"","LGA","Rep_DS","State","U5_coverage","adult_coverage","simday","duration","year","round","severe_cases","scale_m","scale_values"
"4224","Jalingo","Keana",NA,0.621402045562251,0.621402045562251,3721,365,2030,11,0.768744760562251,12,0.278744760562251
"4225","Jama'are","Taura",NA,0.202850394052626,0.202850394052626,71,365,2020,1,0.550890332052626,2,0.0608903320526256
"4226","Jama'are","Taura",NA,0.233295560078938,0.233295560078938,436,365,2021,2,0.581335498078938,3,0.0913354980789385
"4227","Jama'are","Taura",NA,0.263740726105251,0.263740726105251,801,365,2022,3,0.611780664105251,4,0.121780664105251
"4228","Jama'are","Taura",NA,0.294185892131564,0.294185892131564,1166,365,2023,4,0.642225830131564,5,0.152225830131564
"4229","Jama'are","Taura",NA,0.324631058157877,0.324631058157877,1531,365,2024,5,0.672670996157877,6,0.182670996157877
"4230","Jama'are","Taura",NA,0.35507622418419,0.35507622418419,1896,365,2025,6,0.70311616218419,7,0.21311616218419
"4231","Jama'are","Taura",NA,0.385521390210503,0.385521390210503,2261,365,2026,7,0.733561328210503,8,0.243561328210503
"4232","Jama'are","Taura",NA,0.415966556236815,0.415966556236815,2626,365,2027,8,0.764006494236815,9,0.274006494236815
"4233","Jama'are","Taura",NA,0.446411722263128,0.446411722263128,2991,365,2028,9,0.794451660263128,10,0.304451660263128
"4234","Jama'are","Taura",NA,0.476856888289441,0.476856888289441,3356,365,2029,10,0.8,11,0.334896826289441
"4235","Jama'are","Taura",NA,0.507302054315754,0.507302054315754,3721,365,2030,11,0.8,12,0.365341992315754
"4236","Jega","Birnin Kebbi",NA,0.694034468578912,0.694034468578912,71,365,2020,1,0.617261623578912,2,0.127261623578912
"4237","Jega","Birnin Kebbi",NA,0.757665280368369,0.757665280368369,436,365,2021,2,0.680892435368369,3,0.190892435368369
"4238","Jega","Birnin Kebbi",NA,0.8,0.8,801,365,2022,3,0.744523247157825,4,0.254523247157825
"4239","Jega","Birnin Kebbi",NA,0.8,0.8,1166,365,2023,4,0.8,5,0.318154058947281
"4240","Jega","Birnin Kebbi",NA,0.8,0.8,1531,365,2024,5,0.8,6,0.381784870736738
"4241","Jega","Birnin Kebbi",NA,0.8,0.8,1896,365,2025,6,0.8,7,0.445415682526194
"4242","Jega","Birnin Kebbi",NA,0.8,0.8,2261,365,2026,7,0.8,8,0.50904649431565
"4243","Jega","Birnin Kebbi",NA,0.8,0.8,2626,365,2027,8,0.8,9,0.572677306105106
"4244","Jega","Birnin Kebbi",NA,0.8,0.8,2991,365,2028,9,0.8,10,0.636308117894562
"4245","Jega","Birnin Kebbi",NA,0.8,0.8,3356,365,2029,10,0.8,11,0.699938929684019
"4246","Jega","Birnin Kebbi",NA,0.8,0.8,3721,365,2030,11,0.8,12,0.763569741473475
"4247","Jema'a","Soba",NA,0.142550877107659,0.142550877107659,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4248","Jema'a","Soba",NA,0.144238685661489,0.144238685661489,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4249","Jema'a","Soba",NA,0.145926494215318,0.145926494215318,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4250","Jema'a","Soba",NA,0.147614302769148,0.147614302769148,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4251","Jema'a","Soba",NA,0.149302111322977,0.149302111322977,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4252","Jema'a","Soba",NA,0.150989919876807,0.150989919876807,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4253","Jema'a","Soba",NA,0.152677728430636,0.152677728430636,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4254","Jema'a","Soba",NA,0.154365536984466,0.154365536984466,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4255","Jema'a","Soba",NA,0.156053345538295,0.156053345538295,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4256","Jema'a","Soba",NA,0.157741154092125,0.157741154092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4257","Jema'a","Soba",NA,0.159428962645955,0.159428962645955,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4258","Jere","Gawabawa",NA,0.524555811674184,0.524555811674184,71,365,2020,1,0.514555811674184,2,0.0245558116741843
"4259","Jere","Gawabawa",NA,0.536833717511276,0.536833717511276,436,365,2021,2,0.526833717511276,3,0.0368337175112764
"4260","Jere","Gawabawa",NA,0.549111623348369,0.549111623348369,801,365,2022,3,0.539111623348369,4,0.0491116233483686
"4261","Jere","Gawabawa",NA,0.561389529185461,0.561389529185461,1166,365,2023,4,0.551389529185461,5,0.0613895291854607
"4262","Jere","Gawabawa",NA,0.573667435022553,0.573667435022553,1531,365,2024,5,0.563667435022553,6,0.0736674350225529
"4263","Jere","Gawabawa",NA,0.585945340859645,0.585945340859645,1896,365,2025,6,0.575945340859645,7,0.085945340859645
"4264","Jere","Gawabawa",NA,0.598223246696737,0.598223246696737,2261,365,2026,7,0.588223246696737,8,0.0982232466967372
"4265","Jere","Gawabawa",NA,0.610501152533829,0.610501152533829,2626,365,2027,8,0.600501152533829,9,0.110501152533829
"4266","Jere","Gawabawa",NA,0.622779058370922,0.622779058370922,2991,365,2028,9,0.612779058370922,10,0.122779058370921
"4267","Jere","Gawabawa",NA,0.635056964208014,0.635056964208014,3356,365,2029,10,0.625056964208014,11,0.135056964208014
"4268","Jere","Gawabawa",NA,0.647334870045106,0.647334870045106,3721,365,2030,11,0.637334870045106,12,0.147334870045106
"4269","Jibia","Rimi",NA,0.379878779789485,0.379878779789485,71,365,2020,1,0.536545446789485,2,0.0465454467894854
"4270","Jibia","Rimi",NA,0.403151503184228,0.403151503184228,436,365,2021,2,0.559818170184228,3,0.0698181701842281
"4271","Jibia","Rimi",NA,0.426424226578971,0.426424226578971,801,365,2022,3,0.583090893578971,4,0.0930908935789709
"4272","Jibia","Rimi",NA,0.449696949973714,0.449696949973714,1166,365,2023,4,0.606363616973714,5,0.116363616973714
"4273","Jibia","Rimi",NA,0.472969673368456,0.472969673368456,1531,365,2024,5,0.629636340368456,6,0.139636340368456
"4274","Jibia","Rimi",NA,0.496242396763199,0.496242396763199,1896,365,2025,6,0.652909063763199,7,0.162909063763199
"4275","Jibia","Rimi",NA,0.519515120157942,0.519515120157942,2261,365,2026,7,0.676181787157942,8,0.186181787157942
"4276","Jibia","Rimi",NA,0.542787843552685,0.542787843552685,2626,365,2027,8,0.699454510552684,9,0.209454510552684
"4277","Jibia","Rimi",NA,0.566060566947427,0.566060566947427,2991,365,2028,9,0.722727233947427,10,0.232727233947427
"4278","Jibia","Rimi",NA,0.58933329034217,0.58933329034217,3356,365,2029,10,0.74599995734217,11,0.25599995734217
"4279","Jibia","Rimi",NA,0.612606013736913,0.612606013736913,3721,365,2030,11,0.769272680736913,12,0.279272680736913
"4280","Jos East","Soba",NA,0.503375617107659,0.503375617107659,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4281","Jos East","Soba",NA,0.505063425661489,0.505063425661489,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4282","Jos East","Soba",NA,0.506751234215318,0.506751234215318,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4283","Jos East","Soba",NA,0.508439042769148,0.508439042769148,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4284","Jos East","Soba",NA,0.510126851322977,0.510126851322977,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4285","Jos East","Soba",NA,0.511814659876807,0.511814659876807,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4286","Jos East","Soba",NA,0.513502468430636,0.513502468430636,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4287","Jos East","Soba",NA,0.515190276984466,0.515190276984466,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4288","Jos East","Soba",NA,0.516878085538296,0.516878085538296,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4289","Jos East","Soba",NA,0.518565894092125,0.518565894092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4290","Jos East","Soba",NA,0.520253702645955,0.520253702645955,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4291","Jos North","Soba",NA,0.108001837107659,0.108001837107659,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4292","Jos North","Soba",NA,0.109689645661489,0.109689645661489,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4293","Jos North","Soba",NA,0.111377454215318,0.111377454215318,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4294","Jos North","Soba",NA,0.113065262769148,0.113065262769148,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4295","Jos North","Soba",NA,0.114753071322977,0.114753071322977,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4296","Jos North","Soba",NA,0.116440879876807,0.116440879876807,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4297","Jos North","Soba",NA,0.118128688430636,0.118128688430636,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4298","Jos North","Soba",NA,0.119816496984466,0.119816496984466,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4299","Jos North","Soba",NA,0.121504305538295,0.121504305538295,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4300","Jos North","Soba",NA,0.123192114092125,0.123192114092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4301","Jos North","Soba",NA,0.124879922645955,0.124879922645955,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4302","Jos South","Soba",NA,0.0238703071076591,0.0238703071076591,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4303","Jos South","Soba",NA,0.0255581156614886,0.0255581156614886,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4304","Jos South","Soba",NA,0.0272459242153182,0.0272459242153182,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4305","Jos South","Soba",NA,0.0289337327691477,0.0289337327691477,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4306","Jos South","Soba",NA,0.0306215413229773,0.0306215413229773,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4307","Jos South","Soba",NA,0.0323093498768068,0.0323093498768068,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4308","Jos South","Soba",NA,0.0339971584306364,0.0339971584306364,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4309","Jos South","Soba",NA,0.0356849669844659,0.0356849669844659,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4310","Jos South","Soba",NA,0.0373727755382955,0.0373727755382955,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4311","Jos South","Soba",NA,0.039060584092125,0.039060584092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4312","Jos South","Soba",NA,0.0407483926459546,0.0407483926459546,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4313","Kabba-Bunu","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"4314","Kabba-Bunu","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"4315","Kabba-Bunu","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"4316","Kabba-Bunu","Oke-Ero",NA,0.401562528992842,0.401562528992842,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"4317","Kabba-Bunu","Oke-Ero",NA,0.43250711699141,0.43250711699141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"4318","Kabba-Bunu","Oke-Ero",NA,0.463451704989978,0.463451704989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"4319","Kabba-Bunu","Oke-Ero",NA,0.494396292988546,0.494396292988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"4320","Kabba-Bunu","Oke-Ero",NA,0.525340880987115,0.525340880987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"4321","Kabba-Bunu","Oke-Ero",NA,0.556285468985683,0.556285468985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"4322","Kabba-Bunu","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"4323","Kabba-Bunu","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"4324","Kabo","Gwarzo",NA,0.400795162389467,0.400795162389467,71,365,2020,1,0.562125477389467,2,0.0721254773894673
"4325","Kabo","Gwarzo",NA,0.436857901084201,0.436857901084201,436,365,2021,2,0.598188216084201,3,0.108188216084201
"4326","Kabo","Gwarzo",NA,0.472920639778935,0.472920639778935,801,365,2022,3,0.634250954778935,4,0.144250954778935
"4327","Kabo","Gwarzo",NA,0.508983378473668,0.508983378473668,1166,365,2023,4,0.670313693473668,5,0.180313693473668
"4328","Kabo","Gwarzo",NA,0.545046117168402,0.545046117168402,1531,365,2024,5,0.706376432168402,6,0.216376432168402
"4329","Kabo","Gwarzo",NA,0.581108855863136,0.581108855863136,1896,365,2025,6,0.742439170863136,7,0.252439170863136
"4330","Kabo","Gwarzo",NA,0.617171594557869,0.617171594557869,2261,365,2026,7,0.778501909557869,8,0.288501909557869
"4331","Kabo","Gwarzo",NA,0.653234333252603,0.653234333252603,2626,365,2027,8,0.8,9,0.324564648252603
"4332","Kabo","Gwarzo",NA,0.689297071947337,0.689297071947337,2991,365,2028,9,0.8,10,0.360627386947337
"4333","Kabo","Gwarzo",NA,0.72535981064207,0.72535981064207,3356,365,2029,10,0.8,11,0.39669012564207
"4334","Kabo","Gwarzo",NA,0.761422549336804,0.761422549336804,3721,365,2030,11,0.8,12,0.432752864336804
"4335","Kachia","Ngor-Okpala",NA,0.132350246786297,0.132350246786297,71,365,2020,1,0.596242401786297,2,0.106242401786297
"4336","Kachia","Ngor-Okpala",NA,0.185471447679445,0.185471447679445,436,365,2021,2,0.649363602679445,3,0.159363602679445
"4337","Kachia","Ngor-Okpala",NA,0.238592648572593,0.238592648572593,801,365,2022,3,0.702484803572593,4,0.212484803572593
"4338","Kachia","Ngor-Okpala",NA,0.291713849465742,0.291713849465742,1166,365,2023,4,0.755606004465742,5,0.265606004465742
"4339","Kachia","Ngor-Okpala",NA,0.34483505035889,0.34483505035889,1531,365,2024,5,0.8,6,0.31872720535889
"4340","Kachia","Ngor-Okpala",NA,0.397956251252038,0.397956251252038,1896,365,2025,6,0.8,7,0.371848406252038
"4341","Kachia","Ngor-Okpala",NA,0.451077452145187,0.451077452145187,2261,365,2026,7,0.8,8,0.424969607145187
"4342","Kachia","Ngor-Okpala",NA,0.504198653038335,0.504198653038335,2626,365,2027,8,0.8,9,0.478090808038335
"4343","Kachia","Ngor-Okpala",NA,0.557319853931483,0.557319853931483,2991,365,2028,9,0.8,10,0.531212008931483
"4344","Kachia","Ngor-Okpala",NA,0.610441054824632,0.610441054824632,3356,365,2029,10,0.8,11,0.584333209824632
"4345","Kachia","Ngor-Okpala",NA,0.66356225571778,0.66356225571778,3721,365,2030,11,0.8,12,0.63745441071778
"4346","Kaduna North","Soba",NA,0.0691126741076591,0.0691126741076591,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4347","Kaduna North","Soba",NA,0.0708004826614886,0.0708004826614886,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4348","Kaduna North","Soba",NA,0.0724882912153182,0.0724882912153182,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4349","Kaduna North","Soba",NA,0.0741760997691477,0.0741760997691477,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4350","Kaduna North","Soba",NA,0.0758639083229773,0.0758639083229773,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4351","Kaduna North","Soba",NA,0.0775517168768068,0.0775517168768068,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4352","Kaduna North","Soba",NA,0.0792395254306364,0.0792395254306364,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4353","Kaduna North","Soba",NA,0.0809273339844659,0.0809273339844659,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4354","Kaduna North","Soba",NA,0.0826151425382955,0.0826151425382955,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4355","Kaduna North","Soba",NA,0.084302951092125,0.084302951092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4356","Kaduna North","Soba",NA,0.0859907596459546,0.0859907596459546,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4357","Kaduna South","Soba",NA,0.0238703071076591,0.0238703071076591,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4358","Kaduna South","Soba",NA,0.0255581156614886,0.0255581156614886,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4359","Kaduna South","Soba",NA,0.0272459242153182,0.0272459242153182,801,365,2022,3,0.496751234215318,4,0.00675123421531819
"4360","Kaduna South","Soba",NA,0.0289337327691477,0.0289337327691477,1166,365,2023,4,0.498439042769148,5,0.00843904276914773
"4361","Kaduna South","Soba",NA,0.0306215413229773,0.0306215413229773,1531,365,2024,5,0.500126851322977,6,0.0101268513229773
"4362","Kaduna South","Soba",NA,0.0323093498768068,0.0323093498768068,1896,365,2025,6,0.501814659876807,7,0.0118146598768068
"4363","Kaduna South","Soba",NA,0.0339971584306364,0.0339971584306364,2261,365,2026,7,0.503502468430636,8,0.0135024684306364
"4364","Kaduna South","Soba",NA,0.0356849669844659,0.0356849669844659,2626,365,2027,8,0.505190276984466,9,0.0151902769844659
"4365","Kaduna South","Soba",NA,0.0373727755382955,0.0373727755382955,2991,365,2028,9,0.506878085538295,10,0.0168780855382955
"4366","Kaduna South","Soba",NA,0.039060584092125,0.039060584092125,3356,365,2029,10,0.508565894092125,11,0.018565894092125
"4367","Kaduna South","Soba",NA,0.0407483926459546,0.0407483926459546,3721,365,2030,11,0.510253702645955,12,0.0202537026459546
"4368","Kafin Hausa","Taura",NA,0.479958962052626,0.479958962052626,71,365,2020,1,0.550890332052626,2,0.0608903320526256
"4369","Kafin Hausa","Taura",NA,0.510404128078938,0.510404128078938,436,365,2021,2,0.581335498078938,3,0.0913354980789385
"4370","Kafin Hausa","Taura",NA,0.540849294105251,0.540849294105251,801,365,2022,3,0.611780664105251,4,0.121780664105251
"4371","Kafin Hausa","Taura",NA,0.571294460131564,0.571294460131564,1166,365,2023,4,0.642225830131564,5,0.152225830131564
"4372","Kafin Hausa","Taura",NA,0.601739626157877,0.601739626157877,1531,365,2024,5,0.672670996157877,6,0.182670996157877
"4373","Kafin Hausa","Taura",NA,0.63218479218419,0.63218479218419,1896,365,2025,6,0.70311616218419,7,0.21311616218419
"4374","Kafin Hausa","Taura",NA,0.662629958210503,0.662629958210503,2261,365,2026,7,0.733561328210503,8,0.243561328210503
"4375","Kafin Hausa","Taura",NA,0.693075124236815,0.693075124236815,2626,365,2027,8,0.764006494236815,9,0.274006494236815
"4376","Kafin Hausa","Taura",NA,0.723520290263128,0.723520290263128,2991,365,2028,9,0.794451660263128,10,0.304451660263128
"4377","Kafin Hausa","Taura",NA,0.753965456289441,0.753965456289441,3356,365,2029,10,0.8,11,0.334896826289441
"4378","Kafin Hausa","Taura",NA,0.784410622315754,0.784410622315754,3721,365,2030,11,0.8,12,0.365341992315754
"4379","Kafur","Gwarzo",NA,0.276803825389467,0.276803825389467,71,365,2020,1,0.562125477389467,2,0.0721254773894673
"4380","Kafur","Gwarzo",NA,0.312866564084201,0.312866564084201,436,365,2021,2,0.598188216084201,3,0.108188216084201
"4381","Kafur","Gwarzo",NA,0.348929302778935,0.348929302778935,801,365,2022,3,0.634250954778935,4,0.144250954778935
"4382","Kafur","Gwarzo",NA,0.384992041473668,0.384992041473668,1166,365,2023,4,0.670313693473668,5,0.180313693473668
"4383","Kafur","Gwarzo",NA,0.421054780168402,0.421054780168402,1531,365,2024,5,0.706376432168402,6,0.216376432168402
"4384","Kafur","Gwarzo",NA,0.457117518863136,0.457117518863136,1896,365,2025,6,0.742439170863136,7,0.252439170863136
"4385","Kafur","Gwarzo",NA,0.493180257557869,0.493180257557869,2261,365,2026,7,0.778501909557869,8,0.288501909557869
"4386","Kafur","Gwarzo",NA,0.529242996252603,0.529242996252603,2626,365,2027,8,0.8,9,0.324564648252603
"4387","Kafur","Gwarzo",NA,0.565305734947337,0.565305734947337,2991,365,2028,9,0.8,10,0.360627386947337
"4388","Kafur","Gwarzo",NA,0.60136847364207,0.60136847364207,3356,365,2029,10,0.8,11,0.39669012564207
"4389","Kafur","Gwarzo",NA,0.637431212336804,0.637431212336804,3721,365,2030,11,0.8,12,0.432752864336804
"4390","Kaga","Darazo",NA,0.160369150784076,0.160369150784076,71,365,2020,1,0.535998074784076,2,0.0459980747840756
"4391","Kaga","Darazo",NA,0.183368188176113,0.183368188176113,436,365,2021,2,0.558997112176113,3,0.0689971121761135
"4392","Kaga","Darazo",NA,0.206367225568151,0.206367225568151,801,365,2022,3,0.581996149568151,4,0.0919961495681513
"4393","Kaga","Darazo",NA,0.229366262960189,0.229366262960189,1166,365,2023,4,0.604995186960189,5,0.114995186960189
"4394","Kaga","Darazo",NA,0.252365300352227,0.252365300352227,1531,365,2024,5,0.627994224352227,6,0.137994224352227
"4395","Kaga","Darazo",NA,0.275364337744265,0.275364337744265,1896,365,2025,6,0.650993261744265,7,0.160993261744265
"4396","Kaga","Darazo",NA,0.298363375136303,0.298363375136303,2261,365,2026,7,0.673992299136303,8,0.183992299136303
"4397","Kaga","Darazo",NA,0.32136241252834,0.32136241252834,2626,365,2027,8,0.69699133652834,9,0.20699133652834
"4398","Kaga","Darazo",NA,0.344361449920378,0.344361449920378,2991,365,2028,9,0.719990373920378,10,0.229990373920378
"4399","Kaga","Darazo",NA,0.367360487312416,0.367360487312416,3356,365,2029,10,0.742989411312416,11,0.252989411312416
"4400","Kaga","Darazo",NA,0.390359524704454,0.390359524704454,3721,365,2030,11,0.765988448704454,12,0.275988448704454
"4401","Kagarko","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"4402","Kagarko","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"4403","Kagarko","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"4404","Kagarko","Oke-Ero",NA,0.401562528992842,0.401562528992842,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"4405","Kagarko","Oke-Ero",NA,0.43250711699141,0.43250711699141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"4406","Kagarko","Oke-Ero",NA,0.463451704989978,0.463451704989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"4407","Kagarko","Oke-Ero",NA,0.494396292988546,0.494396292988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"4408","Kagarko","Oke-Ero",NA,0.525340880987115,0.525340880987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"4409","Kagarko","Oke-Ero",NA,0.556285468985683,0.556285468985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"4410","Kagarko","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"4411","Kagarko","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"4412","Kaiama","Oke-Ero",NA,0.308728764997137,0.308728764997137,71,365,2020,1,0.551889175997137,2,0.0618891759971366
"4413","Kaiama","Oke-Ero",NA,0.339673352995705,0.339673352995705,436,365,2021,2,0.582833763995705,3,0.0928337639957049
"4414","Kaiama","Oke-Ero",NA,0.370617940994273,0.370617940994273,801,365,2022,3,0.613778351994273,4,0.123778351994273
"4415","Kaiama","Oke-Ero",NA,0.401562528992842,0.401562528992842,1166,365,2023,4,0.644722939992841,5,0.154722939992841
"4416","Kaiama","Oke-Ero",NA,0.43250711699141,0.43250711699141,1531,365,2024,5,0.67566752799141,6,0.18566752799141
"4417","Kaiama","Oke-Ero",NA,0.463451704989978,0.463451704989978,1896,365,2025,6,0.706612115989978,7,0.216612115989978
"4418","Kaiama","Oke-Ero",NA,0.494396292988546,0.494396292988546,2261,365,2026,7,0.737556703988546,8,0.247556703988546
"4419","Kaiama","Oke-Ero",NA,0.525340880987115,0.525340880987115,2626,365,2027,8,0.768501291987115,9,0.278501291987115
"4420","Kaiama","Oke-Ero",NA,0.556285468985683,0.556285468985683,2991,365,2028,9,0.799445879985683,10,0.309445879985683
"4421","Kaiama","Oke-Ero",NA,0.587230056984251,0.587230056984251,3356,365,2029,10,0.8,11,0.340390467984251
"4422","Kaiama","Oke-Ero",NA,0.618174644982819,0.618174644982819,3721,365,2030,11,0.8,12,0.37133505598282
"4423","Kaita","Rimi",NA,0.200391600789485,0.200391600789485,71,365,2020,1,0.536545446789485,2,0.0465454467894854
"4424","Kaita","Rimi",NA,0.223664324184228,0.223664324184228,436,365,2021,2,0.559818170184228,3,0.0698181701842281
"4425","Kaita","Rimi",NA,0.246937047578971,0.246937047578971,801,365,2022,3,0.583090893578971,4,0.0930908935789709
"4426","Kaita","Rimi",NA,0.270209770973714,0.270209770973714,1166,365,2023,4,0.606363616973714,5,0.116363616973714
"4427","Kaita","Rimi",NA,0.293482494368456,0.293482494368456,1531,365,2024,5,0.629636340368456,6,0.139636340368456
"4428","Kaita","Rimi",NA,0.316755217763199,0.316755217763199,1896,365,2025,6,0.652909063763199,7,0.162909063763199
"4429","Kaita","Rimi",NA,0.340027941157942,0.340027941157942,2261,365,2026,7,0.676181787157942,8,0.186181787157942
"4430","Kaita","Rimi",NA,0.363300664552684,0.363300664552684,2626,365,2027,8,0.699454510552684,9,0.209454510552684
"4431","Kaita","Rimi",NA,0.386573387947427,0.386573387947427,2991,365,2028,9,0.722727233947427,10,0.232727233947427
"4432","Kaita","Rimi",NA,0.40984611134217,0.40984611134217,3356,365,2029,10,0.74599995734217,11,0.25599995734217
"4433","Kaita","Rimi",NA,0.433118834736913,0.433118834736913,3721,365,2030,11,0.769272680736913,12,0.279272680736913
"4434","Kajola","Akinyele",NA,0.210874110186304,0.210874110186304,71,365,2020,1,0.545947875186304,2,0.0559478751863036
"4435","Kajola","Akinyele",NA,0.238848047779455,0.238848047779455,436,365,2021,2,0.573921812779455,3,0.0839218127794555
"4436","Kajola","Akinyele",NA,0.266821985372607,0.266821985372607,801,365,2022,3,0.601895750372607,4,0.111895750372607
"4437","Kajola","Akinyele",NA,0.294795922965759,0.294795922965759,1166,365,2023,4,0.629869687965759,5,0.139869687965759
"4438","Kajola","Akinyele",NA,0.322769860558911,0.322769860558911,1531,365,2024,5,0.657843625558911,6,0.167843625558911
"4439","Kajola","Akinyele",NA,0.350743798152063,0.350743798152063,1896,365,2025,6,0.685817563152063,7,0.195817563152063
"4440","Kajola","Akinyele",NA,0.378717735745215,0.378717735745215,2261,365,2026,7,0.713791500745214,8,0.223791500745215
"4441","Kajola","Akinyele",NA,0.406691673338366,0.406691673338366,2626,365,2027,8,0.741765438338366,9,0.251765438338366
"4442","Kajola","Akinyele",NA,0.434665610931518,0.434665610931518,2991,365,2028,9,0.769739375931518,10,0.279739375931518
"4443","Kajola","Akinyele",NA,0.46263954852467,0.46263954852467,3356,365,2029,10,0.79771331352467,11,0.30771331352467
"4444","Kajola","Akinyele",NA,0.490613486117822,0.490613486117822,3721,365,2030,11,0.8,12,0.335687251117822
"4445","Kajuru","Soba",NA,0.0238703071076591,0.0238703071076591,71,365,2020,1,0.493375617107659,2,0.00337561710765909
"4446","Kajuru","Soba",NA,0.0255581156614886,0.0255581156614886,436,365,2021,2,0.495063425661489,3,0.00506342566148864
"4447","Kajuru","Soba",NA,0.0272459242153182,0.0272459242153182,801,365,2022,3,0.496751234215318,4,0.00675123421531819
