"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"6984","Kano","Dawakin Tofa","Taura","july",2024,4,-1,1,0.6,5,1736
"8241","Kano","Dawakin Tofa","Taura","july",2025,1,-1,1,0.6,5,2011
"8562","Kano","Dawakin Tofa","Taura","july",2025,2,-1,1,0.6,5,2041
"8563","Kano","Dawakin Tofa","Taura","july",2025,3,-1,1,0.6,5,2071
"8564","Kano","Dawakin Tofa","Taura","july",2025,4,-1,1,0.6,5,2101
"9821","Kano","Dawakin Tofa","Taura","july",2026,1,-1,1,0.6,5,2376
"10142","Kano","Dawakin Tofa","Taura","july",2026,2,-1,1,0.6,5,2406
"10143","Kano","Dawakin Tofa","Taura","july",2026,3,-1,1,0.6,5,2436
"10144","Kano","Dawakin Tofa","Taura","july",2026,4,-1,1,0.6,5,2466
"11401","Kano","Dawakin Tofa","Taura","july",2027,1,-1,1,0.6,5,2741
"11722","Kano","Dawakin Tofa","Taura","july",2027,2,-1,1,0.6,5,2771
"11723","Kano","Dawakin Tofa","Taura","july",2027,3,-1,1,0.6,5,2801
"11724","Kano","Dawakin Tofa","Taura","july",2027,4,-1,1,0.6,5,2831
"12981","Kano","Dawakin Tofa","Taura","july",2028,1,-1,1,0.6,5,3106
"13302","Kano","Dawakin Tofa","Taura","july",2028,2,-1,1,0.6,5,3136
"13303","Kano","Dawakin Tofa","Taura","july",2028,3,-1,1,0.6,5,3166
"13304","Kano","Dawakin Tofa","Taura","july",2028,4,-1,1,0.6,5,3196
"14561","Kano","Dawakin Tofa","Taura","july",2029,1,-1,1,0.6,5,3471
"14882","Kano","Dawakin Tofa","Taura","july",2029,2,-1,1,0.6,5,3501
"14883","Kano","Dawakin Tofa","Taura","july",2029,3,-1,1,0.6,5,3531
"14884","Kano","Dawakin Tofa","Taura","july",2029,4,-1,1,0.6,5,3561
"16141","Kano","Dawakin Tofa","Taura","july",2030,1,-1,1,0.6,5,3836
"16462","Kano","Dawakin Tofa","Taura","july",2030,2,-1,1,0.6,5,3866
"16463","Kano","Dawakin Tofa","Taura","july",2030,3,-1,1,0.6,5,3896
"16464","Kano","Dawakin Tofa","Taura","july",2030,4,-1,1,0.6,5,3926
"345","Kogi","Dekina","Owan East","march",2020,1,-1,1,0.6,5,131
"1034","Kogi","Dekina","Owan East","march",2020,2,-1,1,0.6,5,161
"1035","Kogi","Dekina","Owan East","march",2020,3,-1,1,0.6,5,191
"1036","Kogi","Dekina","Owan East","march",2020,4,-1,1,0.6,5,221
"1925","Kogi","Dekina","Owan East","march",2021,1,-1,1,0.6,5,496
"2614","Kogi","Dekina","Owan East","march",2021,2,-1,1,0.6,5,526
"2615","Kogi","Dekina","Owan East","march",2021,3,-1,1,0.6,5,556
"2616","Kogi","Dekina","Owan East","march",2021,4,-1,1,0.6,5,586
"3505","Kogi","Dekina","Owan East","march",2022,1,-1,1,0.6,5,861
"4194","Kogi","Dekina","Owan East","march",2022,2,-1,1,0.6,5,891
"4195","Kogi","Dekina","Owan East","march",2022,3,-1,1,0.6,5,921
"4196","Kogi","Dekina","Owan East","march",2022,4,-1,1,0.6,5,951
"5085","Kogi","Dekina","Owan East","march",2023,1,-1,1,0.6,5,1226
"5774","Kogi","Dekina","Owan East","march",2023,2,-1,1,0.6,5,1256
"5775","Kogi","Dekina","Owan East","march",2023,3,-1,1,0.6,5,1286
"5776","Kogi","Dekina","Owan East","march",2023,4,-1,1,0.6,5,1316
"6665","Kogi","Dekina","Owan East","march",2024,1,-1,1,0.6,5,1591
"7354","Kogi","Dekina","Owan East","march",2024,2,-1,1,0.6,5,1621
"7355","Kogi","Dekina","Owan East","march",2024,3,-1,1,0.6,5,1651
"7356","Kogi","Dekina","Owan East","march",2024,4,-1,1,0.6,5,1681
"8245","Kogi","Dekina","Owan East","march",2025,1,-1,1,0.6,5,1956
"8934","Kogi","Dekina","Owan East","march",2025,2,-1,1,0.6,5,1986
"8935","Kogi","Dekina","Owan East","march",2025,3,-1,1,0.6,5,2016
"8936","Kogi","Dekina","Owan East","march",2025,4,-1,1,0.6,5,2046
"9825","Kogi","Dekina","Owan East","march",2026,1,-1,1,0.6,5,2321
"10514","Kogi","Dekina","Owan East","march",2026,2,-1,1,0.6,5,2351
"10515","Kogi","Dekina","Owan East","march",2026,3,-1,1,0.6,5,2381
"10516","Kogi","Dekina","Owan East","march",2026,4,-1,1,0.6,5,2411
"11405","Kogi","Dekina","Owan East","march",2027,1,-1,1,0.6,5,2686
"12094","Kogi","Dekina","Owan East","march",2027,2,-1,1,0.6,5,2716
"12095","Kogi","Dekina","Owan East","march",2027,3,-1,1,0.6,5,2746
"12096","Kogi","Dekina","Owan East","march",2027,4,-1,1,0.6,5,2776
"12985","Kogi","Dekina","Owan East","march",2028,1,-1,1,0.6,5,3051
"13674","Kogi","Dekina","Owan East","march",2028,2,-1,1,0.6,5,3081
"13675","Kogi","Dekina","Owan East","march",2028,3,-1,1,0.6,5,3111
"13676","Kogi","Dekina","Owan East","march",2028,4,-1,1,0.6,5,3141
"14565","Kogi","Dekina","Owan East","march",2029,1,-1,1,0.6,5,3416
"15254","Kogi","Dekina","Owan East","march",2029,2,-1,1,0.6,5,3446
"15255","Kogi","Dekina","Owan East","march",2029,3,-1,1,0.6,5,3476
"15256","Kogi","Dekina","Owan East","march",2029,4,-1,1,0.6,5,3506
"16145","Kogi","Dekina","Owan East","march",2030,1,-1,1,0.6,5,3781
"16834","Kogi","Dekina","Owan East","march",2030,2,-1,1,0.6,5,3811
"16835","Kogi","Dekina","Owan East","march",2030,3,-1,1,0.6,5,3841
"16836","Kogi","Dekina","Owan East","march",2030,4,-1,1,0.6,5,3871
"2","Adamawa","Demsa","Alkaleri","july",2020,2,-1,1,0.6,5,216
"3","Adamawa","Demsa","Alkaleri","july",2020,3,-1,1,0.6,5,246
"4","Adamawa","Demsa","Alkaleri","july",2020,4,-1,1,0.6,5,276
"349","Adamawa","Demsa","Alkaleri","july",2020,1,-1,1,0.6,5,186
"1582","Adamawa","Demsa","Alkaleri","july",2021,2,-1,1,0.6,5,581
"1583","Adamawa","Demsa","Alkaleri","july",2021,3,-1,1,0.6,5,611
"1584","Adamawa","Demsa","Alkaleri","july",2021,4,-1,1,0.6,5,641
"1929","Adamawa","Demsa","Alkaleri","july",2021,1,-1,1,0.6,5,551
"3162","Adamawa","Demsa","Alkaleri","july",2022,2,-1,1,0.6,5,946
"3163","Adamawa","Demsa","Alkaleri","july",2022,3,-1,1,0.6,5,976
"3164","Adamawa","Demsa","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"3509","Adamawa","Demsa","Alkaleri","july",2022,1,-1,1,0.6,5,916
"4742","Adamawa","Demsa","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"4743","Adamawa","Demsa","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"4744","Adamawa","Demsa","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"5089","Adamawa","Demsa","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"6322","Adamawa","Demsa","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"6323","Adamawa","Demsa","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"6324","Adamawa","Demsa","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"6669","Adamawa","Demsa","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"7902","Adamawa","Demsa","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"7903","Adamawa","Demsa","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"7904","Adamawa","Demsa","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"8249","Adamawa","Demsa","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"9482","Adamawa","Demsa","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"9483","Adamawa","Demsa","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"9484","Adamawa","Demsa","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"9829","Adamawa","Demsa","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"11062","Adamawa","Demsa","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"11063","Adamawa","Demsa","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"11064","Adamawa","Demsa","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"11409","Adamawa","Demsa","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"12642","Adamawa","Demsa","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"12643","Adamawa","Demsa","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"12644","Adamawa","Demsa","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"12989","Adamawa","Demsa","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"14222","Adamawa","Demsa","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"14223","Adamawa","Demsa","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"14224","Adamawa","Demsa","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"14569","Adamawa","Demsa","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"15802","Adamawa","Demsa","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"15803","Adamawa","Demsa","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"15804","Adamawa","Demsa","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"16149","Adamawa","Demsa","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"258","Borno","Dikwa","Darazo","july",2020,2,-1,1,0.6,5,216
"259","Borno","Dikwa","Darazo","july",2020,3,-1,1,0.6,5,246
"260","Borno","Dikwa","Darazo","july",2020,4,-1,1,0.6,5,276
"353","Borno","Dikwa","Darazo","july",2020,1,-1,1,0.6,5,186
"1838","Borno","Dikwa","Darazo","july",2021,2,-1,1,0.6,5,581
"1839","Borno","Dikwa","Darazo","july",2021,3,-1,1,0.6,5,611
"1840","Borno","Dikwa","Darazo","july",2021,4,-1,1,0.6,5,641
"1933","Borno","Dikwa","Darazo","july",2021,1,-1,1,0.6,5,551
"3418","Borno","Dikwa","Darazo","july",2022,2,-1,1,0.6,5,946
"3419","Borno","Dikwa","Darazo","july",2022,3,-1,1,0.6,5,976
"3420","Borno","Dikwa","Darazo","july",2022,4,-1,1,0.6,5,1006
"3513","Borno","Dikwa","Darazo","july",2022,1,-1,1,0.6,5,916
"4998","Borno","Dikwa","Darazo","july",2023,2,-1,1,0.6,5,1311
"4999","Borno","Dikwa","Darazo","july",2023,3,-1,1,0.6,5,1341
"5000","Borno","Dikwa","Darazo","july",2023,4,-1,1,0.6,5,1371
"5093","Borno","Dikwa","Darazo","july",2023,1,-1,1,0.6,5,1281
"6578","Borno","Dikwa","Darazo","july",2024,2,-1,1,0.6,5,1676
"6579","Borno","Dikwa","Darazo","july",2024,3,-1,1,0.6,5,1706
"6580","Borno","Dikwa","Darazo","july",2024,4,-1,1,0.6,5,1736
"6673","Borno","Dikwa","Darazo","july",2024,1,-1,1,0.6,5,1646
"8158","Borno","Dikwa","Darazo","july",2025,2,-1,1,0.6,5,2041
"8159","Borno","Dikwa","Darazo","july",2025,3,-1,1,0.6,5,2071
"8160","Borno","Dikwa","Darazo","july",2025,4,-1,1,0.6,5,2101
"8253","Borno","Dikwa","Darazo","july",2025,1,-1,1,0.6,5,2011
"9738","Borno","Dikwa","Darazo","july",2026,2,-1,1,0.6,5,2406
"9739","Borno","Dikwa","Darazo","july",2026,3,-1,1,0.6,5,2436
"9740","Borno","Dikwa","Darazo","july",2026,4,-1,1,0.6,5,2466
"9833","Borno","Dikwa","Darazo","july",2026,1,-1,1,0.6,5,2376
"11318","Borno","Dikwa","Darazo","july",2027,2,-1,1,0.6,5,2771
"11319","Borno","Dikwa","Darazo","july",2027,3,-1,1,0.6,5,2801
"11320","Borno","Dikwa","Darazo","july",2027,4,-1,1,0.6,5,2831
"11413","Borno","Dikwa","Darazo","july",2027,1,-1,1,0.6,5,2741
"12898","Borno","Dikwa","Darazo","july",2028,2,-1,1,0.6,5,3136
"12899","Borno","Dikwa","Darazo","july",2028,3,-1,1,0.6,5,3166
"12900","Borno","Dikwa","Darazo","july",2028,4,-1,1,0.6,5,3196
"12993","Borno","Dikwa","Darazo","july",2028,1,-1,1,0.6,5,3106
"14478","Borno","Dikwa","Darazo","july",2029,2,-1,1,0.6,5,3501
"14479","Borno","Dikwa","Darazo","july",2029,3,-1,1,0.6,5,3531
"14480","Borno","Dikwa","Darazo","july",2029,4,-1,1,0.6,5,3561
"14573","Borno","Dikwa","Darazo","july",2029,1,-1,1,0.6,5,3471
"16058","Borno","Dikwa","Darazo","july",2030,2,-1,1,0.6,5,3866
"16059","Borno","Dikwa","Darazo","july",2030,3,-1,1,0.6,5,3896
"16060","Borno","Dikwa","Darazo","july",2030,4,-1,1,0.6,5,3926
"16153","Borno","Dikwa","Darazo","july",2030,1,-1,1,0.6,5,3836
"357","Kano","Doguwa","Giwa","august",2020,1,-1,1,0.6,5,223
"666","Kano","Doguwa","Giwa","august",2020,2,-1,1,0.6,5,253
"667","Kano","Doguwa","Giwa","august",2020,3,-1,1,0.6,5,283
"668","Kano","Doguwa","Giwa","august",2020,4,-1,1,0.6,5,313
"1937","Kano","Doguwa","Giwa","august",2021,1,-1,1,0.6,5,588
"2246","Kano","Doguwa","Giwa","august",2021,2,-1,1,0.6,5,618
"2247","Kano","Doguwa","Giwa","august",2021,3,-1,1,0.6,5,648
"2248","Kano","Doguwa","Giwa","august",2021,4,-1,1,0.6,5,678
"3517","Kano","Doguwa","Giwa","august",2022,1,-1,1,0.6,5,953
"3826","Kano","Doguwa","Giwa","august",2022,2,-1,1,0.6,5,983
"3827","Kano","Doguwa","Giwa","august",2022,3,-1,1,0.6,5,1013
"3828","Kano","Doguwa","Giwa","august",2022,4,-1,1,0.6,5,1043
"5097","Kano","Doguwa","Giwa","august",2023,1,-1,1,0.6,5,1318
"5406","Kano","Doguwa","Giwa","august",2023,2,-1,1,0.6,5,1348
"5407","Kano","Doguwa","Giwa","august",2023,3,-1,1,0.6,5,1378
"5408","Kano","Doguwa","Giwa","august",2023,4,-1,1,0.6,5,1408
"6677","Kano","Doguwa","Giwa","august",2024,1,-1,1,0.6,5,1683
"6986","Kano","Doguwa","Giwa","august",2024,2,-1,1,0.6,5,1713
"6987","Kano","Doguwa","Giwa","august",2024,3,-1,1,0.6,5,1743
"6988","Kano","Doguwa","Giwa","august",2024,4,-1,1,0.6,5,1773
"8257","Kano","Doguwa","Giwa","august",2025,1,-1,1,0.6,5,2048
"8566","Kano","Doguwa","Giwa","august",2025,2,-1,1,0.6,5,2078
"8567","Kano","Doguwa","Giwa","august",2025,3,-1,1,0.6,5,2108
"8568","Kano","Doguwa","Giwa","august",2025,4,-1,1,0.6,5,2138
"9837","Kano","Doguwa","Giwa","august",2026,1,-1,1,0.6,5,2413
"10146","Kano","Doguwa","Giwa","august",2026,2,-1,1,0.6,5,2443
"10147","Kano","Doguwa","Giwa","august",2026,3,-1,1,0.6,5,2473
"10148","Kano","Doguwa","Giwa","august",2026,4,-1,1,0.6,5,2503
"11417","Kano","Doguwa","Giwa","august",2027,1,-1,1,0.6,5,2778
"11726","Kano","Doguwa","Giwa","august",2027,2,-1,1,0.6,5,2808
"11727","Kano","Doguwa","Giwa","august",2027,3,-1,1,0.6,5,2838
"11728","Kano","Doguwa","Giwa","august",2027,4,-1,1,0.6,5,2868
"12997","Kano","Doguwa","Giwa","august",2028,1,-1,1,0.6,5,3143
"13306","Kano","Doguwa","Giwa","august",2028,2,-1,1,0.6,5,3173
"13307","Kano","Doguwa","Giwa","august",2028,3,-1,1,0.6,5,3203
"13308","Kano","Doguwa","Giwa","august",2028,4,-1,1,0.6,5,3233
"14577","Kano","Doguwa","Giwa","august",2029,1,-1,1,0.6,5,3508
"14886","Kano","Doguwa","Giwa","august",2029,2,-1,1,0.6,5,3538
"14887","Kano","Doguwa","Giwa","august",2029,3,-1,1,0.6,5,3568
"14888","Kano","Doguwa","Giwa","august",2029,4,-1,1,0.6,5,3598
"16157","Kano","Doguwa","Giwa","august",2030,1,-1,1,0.6,5,3873
"16466","Kano","Doguwa","Giwa","august",2030,2,-1,1,0.6,5,3903
"16467","Kano","Doguwa","Giwa","august",2030,3,-1,1,0.6,5,3933
"16468","Kano","Doguwa","Giwa","august",2030,4,-1,1,0.6,5,3963
"361","Nasarawa","Doma","Keana","august",2020,1,-1,1,0.6,5,223
"1102","Nasarawa","Doma","Keana","august",2020,2,-1,1,0.6,5,253
"1103","Nasarawa","Doma","Keana","august",2020,3,-1,1,0.6,5,283
"1104","Nasarawa","Doma","Keana","august",2020,4,-1,1,0.6,5,313
"1941","Nasarawa","Doma","Keana","august",2021,1,-1,1,0.6,5,588
"2682","Nasarawa","Doma","Keana","august",2021,2,-1,1,0.6,5,618
"2683","Nasarawa","Doma","Keana","august",2021,3,-1,1,0.6,5,648
"2684","Nasarawa","Doma","Keana","august",2021,4,-1,1,0.6,5,678
"3521","Nasarawa","Doma","Keana","august",2022,1,-1,1,0.6,5,953
"4262","Nasarawa","Doma","Keana","august",2022,2,-1,1,0.6,5,983
"4263","Nasarawa","Doma","Keana","august",2022,3,-1,1,0.6,5,1013
"4264","Nasarawa","Doma","Keana","august",2022,4,-1,1,0.6,5,1043
"5101","Nasarawa","Doma","Keana","august",2023,1,-1,1,0.6,5,1318
"5842","Nasarawa","Doma","Keana","august",2023,2,-1,1,0.6,5,1348
"5843","Nasarawa","Doma","Keana","august",2023,3,-1,1,0.6,5,1378
"5844","Nasarawa","Doma","Keana","august",2023,4,-1,1,0.6,5,1408
"6681","Nasarawa","Doma","Keana","august",2024,1,-1,1,0.6,5,1683
"7422","Nasarawa","Doma","Keana","august",2024,2,-1,1,0.6,5,1713
"7423","Nasarawa","Doma","Keana","august",2024,3,-1,1,0.6,5,1743
"7424","Nasarawa","Doma","Keana","august",2024,4,-1,1,0.6,5,1773
"8261","Nasarawa","Doma","Keana","august",2025,1,-1,1,0.6,5,2048
"9002","Nasarawa","Doma","Keana","august",2025,2,-1,1,0.6,5,2078
"9003","Nasarawa","Doma","Keana","august",2025,3,-1,1,0.6,5,2108
"9004","Nasarawa","Doma","Keana","august",2025,4,-1,1,0.6,5,2138
"9841","Nasarawa","Doma","Keana","august",2026,1,-1,1,0.6,5,2413
"10582","Nasarawa","Doma","Keana","august",2026,2,-1,1,0.6,5,2443
"10583","Nasarawa","Doma","Keana","august",2026,3,-1,1,0.6,5,2473
"10584","Nasarawa","Doma","Keana","august",2026,4,-1,1,0.6,5,2503
"11421","Nasarawa","Doma","Keana","august",2027,1,-1,1,0.6,5,2778
"12162","Nasarawa","Doma","Keana","august",2027,2,-1,1,0.6,5,2808
"12163","Nasarawa","Doma","Keana","august",2027,3,-1,1,0.6,5,2838
"12164","Nasarawa","Doma","Keana","august",2027,4,-1,1,0.6,5,2868
"13001","Nasarawa","Doma","Keana","august",2028,1,-1,1,0.6,5,3143
"13742","Nasarawa","Doma","Keana","august",2028,2,-1,1,0.6,5,3173
"13743","Nasarawa","Doma","Keana","august",2028,3,-1,1,0.6,5,3203
"13744","Nasarawa","Doma","Keana","august",2028,4,-1,1,0.6,5,3233
"14581","Nasarawa","Doma","Keana","august",2029,1,-1,1,0.6,5,3508
"15322","Nasarawa","Doma","Keana","august",2029,2,-1,1,0.6,5,3538
"15323","Nasarawa","Doma","Keana","august",2029,3,-1,1,0.6,5,3568
"15324","Nasarawa","Doma","Keana","august",2029,4,-1,1,0.6,5,3598
"16161","Nasarawa","Doma","Keana","august",2030,1,-1,1,0.6,5,3873
"16902","Nasarawa","Doma","Keana","august",2030,2,-1,1,0.6,5,3903
"16903","Nasarawa","Doma","Keana","august",2030,3,-1,1,0.6,5,3933
"16904","Nasarawa","Doma","Keana","august",2030,4,-1,1,0.6,5,3963
"365","Taraba","Donga","Keana","august",2020,1,-1,1,0.6,5,223
"1418","Taraba","Donga","Keana","august",2020,2,-1,1,0.6,5,253
"1419","Taraba","Donga","Keana","august",2020,3,-1,1,0.6,5,283
"1420","Taraba","Donga","Keana","august",2020,4,-1,1,0.6,5,313
"1945","Taraba","Donga","Keana","august",2021,1,-1,1,0.6,5,588
"2998","Taraba","Donga","Keana","august",2021,2,-1,1,0.6,5,618
"2999","Taraba","Donga","Keana","august",2021,3,-1,1,0.6,5,648
"3000","Taraba","Donga","Keana","august",2021,4,-1,1,0.6,5,678
"3525","Taraba","Donga","Keana","august",2022,1,-1,1,0.6,5,953
"4578","Taraba","Donga","Keana","august",2022,2,-1,1,0.6,5,983
"4579","Taraba","Donga","Keana","august",2022,3,-1,1,0.6,5,1013
"4580","Taraba","Donga","Keana","august",2022,4,-1,1,0.6,5,1043
"5105","Taraba","Donga","Keana","august",2023,1,-1,1,0.6,5,1318
"6158","Taraba","Donga","Keana","august",2023,2,-1,1,0.6,5,1348
"6159","Taraba","Donga","Keana","august",2023,3,-1,1,0.6,5,1378
"6160","Taraba","Donga","Keana","august",2023,4,-1,1,0.6,5,1408
"6685","Taraba","Donga","Keana","august",2024,1,-1,1,0.6,5,1683
"7738","Taraba","Donga","Keana","august",2024,2,-1,1,0.6,5,1713
"7739","Taraba","Donga","Keana","august",2024,3,-1,1,0.6,5,1743
"7740","Taraba","Donga","Keana","august",2024,4,-1,1,0.6,5,1773
"8265","Taraba","Donga","Keana","august",2025,1,-1,1,0.6,5,2048
"9318","Taraba","Donga","Keana","august",2025,2,-1,1,0.6,5,2078
"9319","Taraba","Donga","Keana","august",2025,3,-1,1,0.6,5,2108
"9320","Taraba","Donga","Keana","august",2025,4,-1,1,0.6,5,2138
"9845","Taraba","Donga","Keana","august",2026,1,-1,1,0.6,5,2413
"10898","Taraba","Donga","Keana","august",2026,2,-1,1,0.6,5,2443
"10899","Taraba","Donga","Keana","august",2026,3,-1,1,0.6,5,2473
"10900","Taraba","Donga","Keana","august",2026,4,-1,1,0.6,5,2503
"11425","Taraba","Donga","Keana","august",2027,1,-1,1,0.6,5,2778
"12478","Taraba","Donga","Keana","august",2027,2,-1,1,0.6,5,2808
"12479","Taraba","Donga","Keana","august",2027,3,-1,1,0.6,5,2838
"12480","Taraba","Donga","Keana","august",2027,4,-1,1,0.6,5,2868
"13005","Taraba","Donga","Keana","august",2028,1,-1,1,0.6,5,3143
"14058","Taraba","Donga","Keana","august",2028,2,-1,1,0.6,5,3173
"14059","Taraba","Donga","Keana","august",2028,3,-1,1,0.6,5,3203
"14060","Taraba","Donga","Keana","august",2028,4,-1,1,0.6,5,3233
"14585","Taraba","Donga","Keana","august",2029,1,-1,1,0.6,5,3508
"15638","Taraba","Donga","Keana","august",2029,2,-1,1,0.6,5,3538
"15639","Taraba","Donga","Keana","august",2029,3,-1,1,0.6,5,3568
"15640","Taraba","Donga","Keana","august",2029,4,-1,1,0.6,5,3598
"16165","Taraba","Donga","Keana","august",2030,1,-1,1,0.6,5,3873
"17218","Taraba","Donga","Keana","august",2030,2,-1,1,0.6,5,3903
"17219","Taraba","Donga","Keana","august",2030,3,-1,1,0.6,5,3933
"17220","Taraba","Donga","Keana","august",2030,4,-1,1,0.6,5,3963
"369","Gombe","Dukku","Darazo","july",2020,1,-1,1,0.6,5,186
"394","Gombe","Dukku","Darazo","july",2020,2,-1,1,0.6,5,216
"395","Gombe","Dukku","Darazo","july",2020,3,-1,1,0.6,5,246
"396","Gombe","Dukku","Darazo","july",2020,4,-1,1,0.6,5,276
"1949","Gombe","Dukku","Darazo","july",2021,1,-1,1,0.6,5,551
"1974","Gombe","Dukku","Darazo","july",2021,2,-1,1,0.6,5,581
"1975","Gombe","Dukku","Darazo","july",2021,3,-1,1,0.6,5,611
"1976","Gombe","Dukku","Darazo","july",2021,4,-1,1,0.6,5,641
"3529","Gombe","Dukku","Darazo","july",2022,1,-1,1,0.6,5,916
"3554","Gombe","Dukku","Darazo","july",2022,2,-1,1,0.6,5,946
"3555","Gombe","Dukku","Darazo","july",2022,3,-1,1,0.6,5,976
"3556","Gombe","Dukku","Darazo","july",2022,4,-1,1,0.6,5,1006
"5109","Gombe","Dukku","Darazo","july",2023,1,-1,1,0.6,5,1281
"5134","Gombe","Dukku","Darazo","july",2023,2,-1,1,0.6,5,1311
"5135","Gombe","Dukku","Darazo","july",2023,3,-1,1,0.6,5,1341
"5136","Gombe","Dukku","Darazo","july",2023,4,-1,1,0.6,5,1371
"6689","Gombe","Dukku","Darazo","july",2024,1,-1,1,0.6,5,1646
"6714","Gombe","Dukku","Darazo","july",2024,2,-1,1,0.6,5,1676
"6715","Gombe","Dukku","Darazo","july",2024,3,-1,1,0.6,5,1706
"6716","Gombe","Dukku","Darazo","july",2024,4,-1,1,0.6,5,1736
"8269","Gombe","Dukku","Darazo","july",2025,1,-1,1,0.6,5,2011
"8294","Gombe","Dukku","Darazo","july",2025,2,-1,1,0.6,5,2041
"8295","Gombe","Dukku","Darazo","july",2025,3,-1,1,0.6,5,2071
"8296","Gombe","Dukku","Darazo","july",2025,4,-1,1,0.6,5,2101
"9849","Gombe","Dukku","Darazo","july",2026,1,-1,1,0.6,5,2376
"9874","Gombe","Dukku","Darazo","july",2026,2,-1,1,0.6,5,2406
"9875","Gombe","Dukku","Darazo","july",2026,3,-1,1,0.6,5,2436
"9876","Gombe","Dukku","Darazo","july",2026,4,-1,1,0.6,5,2466
"11429","Gombe","Dukku","Darazo","july",2027,1,-1,1,0.6,5,2741
"11454","Gombe","Dukku","Darazo","july",2027,2,-1,1,0.6,5,2771
"11455","Gombe","Dukku","Darazo","july",2027,3,-1,1,0.6,5,2801
"11456","Gombe","Dukku","Darazo","july",2027,4,-1,1,0.6,5,2831
"13009","Gombe","Dukku","Darazo","july",2028,1,-1,1,0.6,5,3106
"13034","Gombe","Dukku","Darazo","july",2028,2,-1,1,0.6,5,3136
"13035","Gombe","Dukku","Darazo","july",2028,3,-1,1,0.6,5,3166
"13036","Gombe","Dukku","Darazo","july",2028,4,-1,1,0.6,5,3196
"14589","Gombe","Dukku","Darazo","july",2029,1,-1,1,0.6,5,3471
"14614","Gombe","Dukku","Darazo","july",2029,2,-1,1,0.6,5,3501
"14615","Gombe","Dukku","Darazo","july",2029,3,-1,1,0.6,5,3531
"14616","Gombe","Dukku","Darazo","july",2029,4,-1,1,0.6,5,3561
"16169","Gombe","Dukku","Darazo","july",2030,1,-1,1,0.6,5,3836
"16194","Gombe","Dukku","Darazo","july",2030,2,-1,1,0.6,5,3866
"16195","Gombe","Dukku","Darazo","july",2030,3,-1,1,0.6,5,3896
"16196","Gombe","Dukku","Darazo","july",2030,4,-1,1,0.6,5,3926
"373","Jigawa","Dutse","Takali","september",2020,1,-1,1,0.934456929,5,186
"446","Jigawa","Dutse","Takali","september",2020,2,-1,1,0.973782772,5,214
"447","Jigawa","Dutse","Takali","september",2020,3,-1,1,0.975655431,5,242
"448","Jigawa","Dutse","Takali","september",2020,4,-1,1,0.653558052,5,270
"1953","Jigawa","Dutse","Takali","september",2021,1,-1,1,0.934456929,5,551
"2026","Jigawa","Dutse","Takali","september",2021,2,-1,1,0.973782772,5,579
"2027","Jigawa","Dutse","Takali","september",2021,3,-1,1,0.975655431,5,607
"2028","Jigawa","Dutse","Takali","september",2021,4,-1,1,0.653558052,5,635
"3533","Jigawa","Dutse","Takali","september",2022,1,-1,1,0.934456929,5,916
"3606","Jigawa","Dutse","Takali","september",2022,2,-1,1,0.973782772,5,944
"3607","Jigawa","Dutse","Takali","september",2022,3,-1,1,0.975655431,5,972
"3608","Jigawa","Dutse","Takali","september",2022,4,-1,1,0.653558052,5,1000
"5113","Jigawa","Dutse","Takali","september",2023,1,-1,1,0.934456929,5,1281
"5186","Jigawa","Dutse","Takali","september",2023,2,-1,1,0.973782772,5,1309
