"","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday"
"5187","Jigawa","Dutse","Takali","september",2023,3,-1,1,0.975655431,5,1337
"5188","Jigawa","Dutse","Takali","september",2023,4,-1,1,0.653558052,5,1365
"6693","Jigawa","Dutse","Takali","september",2024,1,-1,1,0.934456929,5,1646
"6766","Jigawa","Dutse","Takali","september",2024,2,-1,1,0.973782772,5,1674
"6767","Jigawa","Dutse","Takali","september",2024,3,-1,1,0.975655431,5,1702
"6768","Jigawa","Dutse","Takali","september",2024,4,-1,1,0.653558052,5,1730
"8273","Jigawa","Dutse","Takali","september",2025,1,-1,1,0.934456929,5,2011
"8346","Jigawa","Dutse","Takali","september",2025,2,-1,1,0.973782772,5,2039
"8347","Jigawa","Dutse","Takali","september",2025,3,-1,1,0.975655431,5,2067
"8348","Jigawa","Dutse","Takali","september",2025,4,-1,1,0.653558052,5,2095
"9853","Jigawa","Dutse","Takali","september",2026,1,-1,1,0.934456929,5,2376
"9926","Jigawa","Dutse","Takali","september",2026,2,-1,1,0.973782772,5,2404
"9927","Jigawa","Dutse","Takali","september",2026,3,-1,1,0.975655431,5,2432
"9928","Jigawa","Dutse","Takali","september",2026,4,-1,1,0.653558052,5,2460
"11433","Jigawa","Dutse","Takali","september",2027,1,-1,1,0.934456929,5,2741
"11506","Jigawa","Dutse","Takali","september",2027,2,-1,1,0.973782772,5,2769
"11507","Jigawa","Dutse","Takali","september",2027,3,-1,1,0.975655431,5,2797
"11508","Jigawa","Dutse","Takali","september",2027,4,-1,1,0.653558052,5,2825
"13013","Jigawa","Dutse","Takali","september",2028,1,-1,1,0.934456929,5,3106
"13086","Jigawa","Dutse","Takali","september",2028,2,-1,1,0.973782772,5,3134
"13087","Jigawa","Dutse","Takali","september",2028,3,-1,1,0.975655431,5,3162
"13088","Jigawa","Dutse","Takali","september",2028,4,-1,1,0.653558052,5,3190
"14593","Jigawa","Dutse","Takali","september",2029,1,-1,1,0.934456929,5,3471
"14666","Jigawa","Dutse","Takali","september",2029,2,-1,1,0.973782772,5,3499
"14667","Jigawa","Dutse","Takali","september",2029,3,-1,1,0.975655431,5,3527
"14668","Jigawa","Dutse","Takali","september",2029,4,-1,1,0.653558052,5,3555
"16173","Jigawa","Dutse","Takali","september",2030,1,-1,1,0.934456929,5,3836
"16246","Jigawa","Dutse","Takali","september",2030,2,-1,1,0.973782772,5,3864
"16247","Jigawa","Dutse","Takali","september",2030,3,-1,1,0.975655431,5,3892
"16248","Jigawa","Dutse","Takali","september",2030,4,-1,1,0.653558052,5,3920
"377","Katsina","Dutsi","Rimi","march",2020,1,-1,1,0.975975976,5,186
"842","Katsina","Dutsi","Rimi","march",2020,2,-1,1,0.977477477,5,214
"843","Katsina","Dutsi","Rimi","march",2020,3,-1,1,0.951951952,5,242
"844","Katsina","Dutsi","Rimi","march",2020,4,-1,1,0.6,5,270
"1957","Katsina","Dutsi","Rimi","march",2021,1,-1,1,0.975975976,5,551
"2422","Katsina","Dutsi","Rimi","march",2021,2,-1,1,0.977477477,5,579
"2423","Katsina","Dutsi","Rimi","march",2021,3,-1,1,0.951951952,5,607
"2424","Katsina","Dutsi","Rimi","march",2021,4,-1,1,0.6,5,635
"3537","Katsina","Dutsi","Rimi","march",2022,1,-1,1,0.975975976,5,916
"4002","Katsina","Dutsi","Rimi","march",2022,2,-1,1,0.977477477,5,944
"4003","Katsina","Dutsi","Rimi","march",2022,3,-1,1,0.951951952,5,972
"4004","Katsina","Dutsi","Rimi","march",2022,4,-1,1,0.6,5,1000
"5117","Katsina","Dutsi","Rimi","march",2023,1,-1,1,0.975975976,5,1281
"5582","Katsina","Dutsi","Rimi","march",2023,2,-1,1,0.977477477,5,1309
"5583","Katsina","Dutsi","Rimi","march",2023,3,-1,1,0.951951952,5,1337
"5584","Katsina","Dutsi","Rimi","march",2023,4,-1,1,0.6,5,1365
"6697","Katsina","Dutsi","Rimi","march",2024,1,-1,1,0.975975976,5,1646
"7162","Katsina","Dutsi","Rimi","march",2024,2,-1,1,0.977477477,5,1674
"7163","Katsina","Dutsi","Rimi","march",2024,3,-1,1,0.951951952,5,1702
"7164","Katsina","Dutsi","Rimi","march",2024,4,-1,1,0.6,5,1730
"8277","Katsina","Dutsi","Rimi","march",2025,1,-1,1,0.975975976,5,2011
"8742","Katsina","Dutsi","Rimi","march",2025,2,-1,1,0.977477477,5,2039
"8743","Katsina","Dutsi","Rimi","march",2025,3,-1,1,0.951951952,5,2067
"8744","Katsina","Dutsi","Rimi","march",2025,4,-1,1,0.6,5,2095
"9857","Katsina","Dutsi","Rimi","march",2026,1,-1,1,0.975975976,5,2376
"10322","Katsina","Dutsi","Rimi","march",2026,2,-1,1,0.977477477,5,2404
"10323","Katsina","Dutsi","Rimi","march",2026,3,-1,1,0.951951952,5,2432
"10324","Katsina","Dutsi","Rimi","march",2026,4,-1,1,0.6,5,2460
"11437","Katsina","Dutsi","Rimi","march",2027,1,-1,1,0.975975976,5,2741
"11902","Katsina","Dutsi","Rimi","march",2027,2,-1,1,0.977477477,5,2769
"11903","Katsina","Dutsi","Rimi","march",2027,3,-1,1,0.951951952,5,2797
"11904","Katsina","Dutsi","Rimi","march",2027,4,-1,1,0.6,5,2825
"13017","Katsina","Dutsi","Rimi","march",2028,1,-1,1,0.975975976,5,3106
"13482","Katsina","Dutsi","Rimi","march",2028,2,-1,1,0.977477477,5,3134
"13483","Katsina","Dutsi","Rimi","march",2028,3,-1,1,0.951951952,5,3162
"13484","Katsina","Dutsi","Rimi","march",2028,4,-1,1,0.6,5,3190
"14597","Katsina","Dutsi","Rimi","march",2029,1,-1,1,0.975975976,5,3471
"15062","Katsina","Dutsi","Rimi","march",2029,2,-1,1,0.977477477,5,3499
"15063","Katsina","Dutsi","Rimi","march",2029,3,-1,1,0.951951952,5,3527
"15064","Katsina","Dutsi","Rimi","march",2029,4,-1,1,0.6,5,3555
"16177","Katsina","Dutsi","Rimi","march",2030,1,-1,1,0.975975976,5,3836
"16642","Katsina","Dutsi","Rimi","march",2030,2,-1,1,0.977477477,5,3864
"16643","Katsina","Dutsi","Rimi","march",2030,3,-1,1,0.951951952,5,3892
"16644","Katsina","Dutsi","Rimi","march",2030,4,-1,1,0.6,5,3920
"381","Katsina","Dutsin-Ma","Rimi","march",2020,1,-1,1,0.6,5,131
"846","Katsina","Dutsin-Ma","Rimi","march",2020,2,-1,1,0.6,5,161
"847","Katsina","Dutsin-Ma","Rimi","march",2020,3,-1,1,0.6,5,191
"848","Katsina","Dutsin-Ma","Rimi","march",2020,4,-1,1,0.6,5,221
"1961","Katsina","Dutsin-Ma","Rimi","march",2021,1,-1,1,0.6,5,496
"2426","Katsina","Dutsin-Ma","Rimi","march",2021,2,-1,1,0.6,5,526
"2427","Katsina","Dutsin-Ma","Rimi","march",2021,3,-1,1,0.6,5,556
"2428","Katsina","Dutsin-Ma","Rimi","march",2021,4,-1,1,0.6,5,586
"3541","Katsina","Dutsin-Ma","Rimi","march",2022,1,-1,1,0.6,5,861
"4006","Katsina","Dutsin-Ma","Rimi","march",2022,2,-1,1,0.6,5,891
"4007","Katsina","Dutsin-Ma","Rimi","march",2022,3,-1,1,0.6,5,921
"4008","Katsina","Dutsin-Ma","Rimi","march",2022,4,-1,1,0.6,5,951
"5121","Katsina","Dutsin-Ma","Rimi","march",2023,1,-1,1,0.6,5,1226
"5586","Katsina","Dutsin-Ma","Rimi","march",2023,2,-1,1,0.6,5,1256
"5587","Katsina","Dutsin-Ma","Rimi","march",2023,3,-1,1,0.6,5,1286
"5588","Katsina","Dutsin-Ma","Rimi","march",2023,4,-1,1,0.6,5,1316
"6701","Katsina","Dutsin-Ma","Rimi","march",2024,1,-1,1,0.6,5,1591
"7166","Katsina","Dutsin-Ma","Rimi","march",2024,2,-1,1,0.6,5,1621
"7167","Katsina","Dutsin-Ma","Rimi","march",2024,3,-1,1,0.6,5,1651
"7168","Katsina","Dutsin-Ma","Rimi","march",2024,4,-1,1,0.6,5,1681
"8281","Katsina","Dutsin-Ma","Rimi","march",2025,1,-1,1,0.6,5,1956
"8746","Katsina","Dutsin-Ma","Rimi","march",2025,2,-1,1,0.6,5,1986
"8747","Katsina","Dutsin-Ma","Rimi","march",2025,3,-1,1,0.6,5,2016
"8748","Katsina","Dutsin-Ma","Rimi","march",2025,4,-1,1,0.6,5,2046
"9861","Katsina","Dutsin-Ma","Rimi","march",2026,1,-1,1,0.6,5,2321
"10326","Katsina","Dutsin-Ma","Rimi","march",2026,2,-1,1,0.6,5,2351
"10327","Katsina","Dutsin-Ma","Rimi","march",2026,3,-1,1,0.6,5,2381
"10328","Katsina","Dutsin-Ma","Rimi","march",2026,4,-1,1,0.6,5,2411
"11441","Katsina","Dutsin-Ma","Rimi","march",2027,1,-1,1,0.6,5,2686
"11906","Katsina","Dutsin-Ma","Rimi","march",2027,2,-1,1,0.6,5,2716
"11907","Katsina","Dutsin-Ma","Rimi","march",2027,3,-1,1,0.6,5,2746
"11908","Katsina","Dutsin-Ma","Rimi","march",2027,4,-1,1,0.6,5,2776
"13021","Katsina","Dutsin-Ma","Rimi","march",2028,1,-1,1,0.6,5,3051
"13486","Katsina","Dutsin-Ma","Rimi","march",2028,2,-1,1,0.6,5,3081
"13487","Katsina","Dutsin-Ma","Rimi","march",2028,3,-1,1,0.6,5,3111
"13488","Katsina","Dutsin-Ma","Rimi","march",2028,4,-1,1,0.6,5,3141
"14601","Katsina","Dutsin-Ma","Rimi","march",2029,1,-1,1,0.6,5,3416
"15066","Katsina","Dutsin-Ma","Rimi","march",2029,2,-1,1,0.6,5,3446
"15067","Katsina","Dutsin-Ma","Rimi","march",2029,3,-1,1,0.6,5,3476
"15068","Katsina","Dutsin-Ma","Rimi","march",2029,4,-1,1,0.6,5,3506
"16181","Katsina","Dutsin-Ma","Rimi","march",2030,1,-1,1,0.6,5,3781
"16646","Katsina","Dutsin-Ma","Rimi","march",2030,2,-1,1,0.6,5,3811
"16647","Katsina","Dutsin-Ma","Rimi","march",2030,3,-1,1,0.6,5,3841
"16648","Katsina","Dutsin-Ma","Rimi","march",2030,4,-1,1,0.6,5,3871
"385","Niger","Edati","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"1170","Niger","Edati","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1171","Niger","Edati","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1172","Niger","Edati","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1965","Niger","Edati","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2750","Niger","Edati","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2751","Niger","Edati","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2752","Niger","Edati","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3545","Niger","Edati","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"4330","Niger","Edati","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4331","Niger","Edati","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4332","Niger","Edati","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"5125","Niger","Edati","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"5910","Niger","Edati","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5911","Niger","Edati","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5912","Niger","Edati","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6705","Niger","Edati","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"7490","Niger","Edati","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7491","Niger","Edati","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7492","Niger","Edati","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"8285","Niger","Edati","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"9070","Niger","Edati","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"9071","Niger","Edati","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"9072","Niger","Edati","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9865","Niger","Edati","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"10650","Niger","Edati","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10651","Niger","Edati","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10652","Niger","Edati","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"11445","Niger","Edati","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"12230","Niger","Edati","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12231","Niger","Edati","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12232","Niger","Edati","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"13025","Niger","Edati","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"13810","Niger","Edati","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13811","Niger","Edati","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13812","Niger","Edati","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14605","Niger","Edati","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"15390","Niger","Edati","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15391","Niger","Edati","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15392","Niger","Edati","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"16185","Niger","Edati","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"16970","Niger","Edati","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16971","Niger","Edati","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16972","Niger","Edati","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"389","Kwara","Edu","Oke-Ero","july",2020,1,-1,1,0.6,5,186
"1070","Kwara","Edu","Oke-Ero","july",2020,2,-1,1,0.6,5,216
"1071","Kwara","Edu","Oke-Ero","july",2020,3,-1,1,0.6,5,246
"1072","Kwara","Edu","Oke-Ero","july",2020,4,-1,1,0.6,5,276
"1969","Kwara","Edu","Oke-Ero","july",2021,1,-1,1,0.6,5,551
"2650","Kwara","Edu","Oke-Ero","july",2021,2,-1,1,0.6,5,581
"2651","Kwara","Edu","Oke-Ero","july",2021,3,-1,1,0.6,5,611
"2652","Kwara","Edu","Oke-Ero","july",2021,4,-1,1,0.6,5,641
"3549","Kwara","Edu","Oke-Ero","july",2022,1,-1,1,0.6,5,916
"4230","Kwara","Edu","Oke-Ero","july",2022,2,-1,1,0.6,5,946
"4231","Kwara","Edu","Oke-Ero","july",2022,3,-1,1,0.6,5,976
"4232","Kwara","Edu","Oke-Ero","july",2022,4,-1,1,0.6,5,1006
"5129","Kwara","Edu","Oke-Ero","july",2023,1,-1,1,0.6,5,1281
"5810","Kwara","Edu","Oke-Ero","july",2023,2,-1,1,0.6,5,1311
"5811","Kwara","Edu","Oke-Ero","july",2023,3,-1,1,0.6,5,1341
"5812","Kwara","Edu","Oke-Ero","july",2023,4,-1,1,0.6,5,1371
"6709","Kwara","Edu","Oke-Ero","july",2024,1,-1,1,0.6,5,1646
"7390","Kwara","Edu","Oke-Ero","july",2024,2,-1,1,0.6,5,1676
"7391","Kwara","Edu","Oke-Ero","july",2024,3,-1,1,0.6,5,1706
"7392","Kwara","Edu","Oke-Ero","july",2024,4,-1,1,0.6,5,1736
"8289","Kwara","Edu","Oke-Ero","july",2025,1,-1,1,0.6,5,2011
"8970","Kwara","Edu","Oke-Ero","july",2025,2,-1,1,0.6,5,2041
"8971","Kwara","Edu","Oke-Ero","july",2025,3,-1,1,0.6,5,2071
"8972","Kwara","Edu","Oke-Ero","july",2025,4,-1,1,0.6,5,2101
"9869","Kwara","Edu","Oke-Ero","july",2026,1,-1,1,0.6,5,2376
"10550","Kwara","Edu","Oke-Ero","july",2026,2,-1,1,0.6,5,2406
"10551","Kwara","Edu","Oke-Ero","july",2026,3,-1,1,0.6,5,2436
"10552","Kwara","Edu","Oke-Ero","july",2026,4,-1,1,0.6,5,2466
"11449","Kwara","Edu","Oke-Ero","july",2027,1,-1,1,0.6,5,2741
"12130","Kwara","Edu","Oke-Ero","july",2027,2,-1,1,0.6,5,2771
"12131","Kwara","Edu","Oke-Ero","july",2027,3,-1,1,0.6,5,2801
"12132","Kwara","Edu","Oke-Ero","july",2027,4,-1,1,0.6,5,2831
"13029","Kwara","Edu","Oke-Ero","july",2028,1,-1,1,0.6,5,3106
"13710","Kwara","Edu","Oke-Ero","july",2028,2,-1,1,0.6,5,3136
"13711","Kwara","Edu","Oke-Ero","july",2028,3,-1,1,0.6,5,3166
"13712","Kwara","Edu","Oke-Ero","july",2028,4,-1,1,0.6,5,3196
"14609","Kwara","Edu","Oke-Ero","july",2029,1,-1,1,0.6,5,3471
"15290","Kwara","Edu","Oke-Ero","july",2029,2,-1,1,0.6,5,3501
"15291","Kwara","Edu","Oke-Ero","july",2029,3,-1,1,0.6,5,3531
"15292","Kwara","Edu","Oke-Ero","july",2029,4,-1,1,0.6,5,3561
"16189","Kwara","Edu","Oke-Ero","july",2030,1,-1,1,0.6,5,3836
"16870","Kwara","Edu","Oke-Ero","july",2030,2,-1,1,0.6,5,3866
"16871","Kwara","Edu","Oke-Ero","july",2030,3,-1,1,0.6,5,3896
"16872","Kwara","Edu","Oke-Ero","july",2030,4,-1,1,0.6,5,3926
"393","Kano","Fagge","Alkaleri","july",2020,1,-1,1,0.6,5,186
"670","Kano","Fagge","Alkaleri","july",2020,2,-1,1,0.6,5,216
"671","Kano","Fagge","Alkaleri","july",2020,3,-1,1,0.6,5,246
"672","Kano","Fagge","Alkaleri","july",2020,4,-1,1,0.6,5,276
"1973","Kano","Fagge","Alkaleri","july",2021,1,-1,1,0.6,5,551
"2250","Kano","Fagge","Alkaleri","july",2021,2,-1,1,0.6,5,581
"2251","Kano","Fagge","Alkaleri","july",2021,3,-1,1,0.6,5,611
"2252","Kano","Fagge","Alkaleri","july",2021,4,-1,1,0.6,5,641
"3553","Kano","Fagge","Alkaleri","july",2022,1,-1,1,0.6,5,916
"3830","Kano","Fagge","Alkaleri","july",2022,2,-1,1,0.6,5,946
"3831","Kano","Fagge","Alkaleri","july",2022,3,-1,1,0.6,5,976
"3832","Kano","Fagge","Alkaleri","july",2022,4,-1,1,0.6,5,1006
"5133","Kano","Fagge","Alkaleri","july",2023,1,-1,1,0.6,5,1281
"5410","Kano","Fagge","Alkaleri","july",2023,2,-1,1,0.6,5,1311
"5411","Kano","Fagge","Alkaleri","july",2023,3,-1,1,0.6,5,1341
"5412","Kano","Fagge","Alkaleri","july",2023,4,-1,1,0.6,5,1371
"6713","Kano","Fagge","Alkaleri","july",2024,1,-1,1,0.6,5,1646
"6990","Kano","Fagge","Alkaleri","july",2024,2,-1,1,0.6,5,1676
"6991","Kano","Fagge","Alkaleri","july",2024,3,-1,1,0.6,5,1706
"6992","Kano","Fagge","Alkaleri","july",2024,4,-1,1,0.6,5,1736
"8293","Kano","Fagge","Alkaleri","july",2025,1,-1,1,0.6,5,2011
"8570","Kano","Fagge","Alkaleri","july",2025,2,-1,1,0.6,5,2041
"8571","Kano","Fagge","Alkaleri","july",2025,3,-1,1,0.6,5,2071
"8572","Kano","Fagge","Alkaleri","july",2025,4,-1,1,0.6,5,2101
"9873","Kano","Fagge","Alkaleri","july",2026,1,-1,1,0.6,5,2376
"10150","Kano","Fagge","Alkaleri","july",2026,2,-1,1,0.6,5,2406
"10151","Kano","Fagge","Alkaleri","july",2026,3,-1,1,0.6,5,2436
"10152","Kano","Fagge","Alkaleri","july",2026,4,-1,1,0.6,5,2466
"11453","Kano","Fagge","Alkaleri","july",2027,1,-1,1,0.6,5,2741
"11730","Kano","Fagge","Alkaleri","july",2027,2,-1,1,0.6,5,2771
"11731","Kano","Fagge","Alkaleri","july",2027,3,-1,1,0.6,5,2801
"11732","Kano","Fagge","Alkaleri","july",2027,4,-1,1,0.6,5,2831
"13033","Kano","Fagge","Alkaleri","july",2028,1,-1,1,0.6,5,3106
"13310","Kano","Fagge","Alkaleri","july",2028,2,-1,1,0.6,5,3136
"13311","Kano","Fagge","Alkaleri","july",2028,3,-1,1,0.6,5,3166
"13312","Kano","Fagge","Alkaleri","july",2028,4,-1,1,0.6,5,3196
"14613","Kano","Fagge","Alkaleri","july",2029,1,-1,1,0.6,5,3471
"14890","Kano","Fagge","Alkaleri","july",2029,2,-1,1,0.6,5,3501
"14891","Kano","Fagge","Alkaleri","july",2029,3,-1,1,0.6,5,3531
"14892","Kano","Fagge","Alkaleri","july",2029,4,-1,1,0.6,5,3561
"16193","Kano","Fagge","Alkaleri","july",2030,1,-1,1,0.6,5,3836
"16470","Kano","Fagge","Alkaleri","july",2030,2,-1,1,0.6,5,3866
"16471","Kano","Fagge","Alkaleri","july",2030,3,-1,1,0.6,5,3896
"16472","Kano","Fagge","Alkaleri","july",2030,4,-1,1,0.6,5,3926
"397","Kebbi","Fakai","Birnin Kebbi","august",2020,1,-1,1,0.6,5,223
"970","Kebbi","Fakai","Birnin Kebbi","august",2020,2,-1,1,0.6,5,253
"971","Kebbi","Fakai","Birnin Kebbi","august",2020,3,-1,1,0.6,5,283
"972","Kebbi","Fakai","Birnin Kebbi","august",2020,4,-1,1,0.6,5,313
"1977","Kebbi","Fakai","Birnin Kebbi","august",2021,1,-1,1,0.6,5,588
"2550","Kebbi","Fakai","Birnin Kebbi","august",2021,2,-1,1,0.6,5,618
"2551","Kebbi","Fakai","Birnin Kebbi","august",2021,3,-1,1,0.6,5,648
"2552","Kebbi","Fakai","Birnin Kebbi","august",2021,4,-1,1,0.6,5,678
"3557","Kebbi","Fakai","Birnin Kebbi","august",2022,1,-1,1,0.6,5,953
"4130","Kebbi","Fakai","Birnin Kebbi","august",2022,2,-1,1,0.6,5,983
"4131","Kebbi","Fakai","Birnin Kebbi","august",2022,3,-1,1,0.6,5,1013
"4132","Kebbi","Fakai","Birnin Kebbi","august",2022,4,-1,1,0.6,5,1043
"5137","Kebbi","Fakai","Birnin Kebbi","august",2023,1,-1,1,0.6,5,1318
"5710","Kebbi","Fakai","Birnin Kebbi","august",2023,2,-1,1,0.6,5,1348
"5711","Kebbi","Fakai","Birnin Kebbi","august",2023,3,-1,1,0.6,5,1378
"5712","Kebbi","Fakai","Birnin Kebbi","august",2023,4,-1,1,0.6,5,1408
"6717","Kebbi","Fakai","Birnin Kebbi","august",2024,1,-1,1,0.6,5,1683
"7290","Kebbi","Fakai","Birnin Kebbi","august",2024,2,-1,1,0.6,5,1713
"7291","Kebbi","Fakai","Birnin Kebbi","august",2024,3,-1,1,0.6,5,1743
"7292","Kebbi","Fakai","Birnin Kebbi","august",2024,4,-1,1,0.6,5,1773
"8297","Kebbi","Fakai","Birnin Kebbi","august",2025,1,-1,1,0.6,5,2048
"8870","Kebbi","Fakai","Birnin Kebbi","august",2025,2,-1,1,0.6,5,2078
"8871","Kebbi","Fakai","Birnin Kebbi","august",2025,3,-1,1,0.6,5,2108
"8872","Kebbi","Fakai","Birnin Kebbi","august",2025,4,-1,1,0.6,5,2138
"9877","Kebbi","Fakai","Birnin Kebbi","august",2026,1,-1,1,0.6,5,2413
"10450","Kebbi","Fakai","Birnin Kebbi","august",2026,2,-1,1,0.6,5,2443
"10451","Kebbi","Fakai","Birnin Kebbi","august",2026,3,-1,1,0.6,5,2473
"10452","Kebbi","Fakai","Birnin Kebbi","august",2026,4,-1,1,0.6,5,2503
"11457","Kebbi","Fakai","Birnin Kebbi","august",2027,1,-1,1,0.6,5,2778
"12030","Kebbi","Fakai","Birnin Kebbi","august",2027,2,-1,1,0.6,5,2808
"12031","Kebbi","Fakai","Birnin Kebbi","august",2027,3,-1,1,0.6,5,2838
"12032","Kebbi","Fakai","Birnin Kebbi","august",2027,4,-1,1,0.6,5,2868
"13037","Kebbi","Fakai","Birnin Kebbi","august",2028,1,-1,1,0.6,5,3143
"13610","Kebbi","Fakai","Birnin Kebbi","august",2028,2,-1,1,0.6,5,3173
"13611","Kebbi","Fakai","Birnin Kebbi","august",2028,3,-1,1,0.6,5,3203
"13612","Kebbi","Fakai","Birnin Kebbi","august",2028,4,-1,1,0.6,5,3233
"14617","Kebbi","Fakai","Birnin Kebbi","august",2029,1,-1,1,0.6,5,3508
"15190","Kebbi","Fakai","Birnin Kebbi","august",2029,2,-1,1,0.6,5,3538
"15191","Kebbi","Fakai","Birnin Kebbi","august",2029,3,-1,1,0.6,5,3568
"15192","Kebbi","Fakai","Birnin Kebbi","august",2029,4,-1,1,0.6,5,3598
"16197","Kebbi","Fakai","Birnin Kebbi","august",2030,1,-1,1,0.6,5,3873
"16770","Kebbi","Fakai","Birnin Kebbi","august",2030,2,-1,1,0.6,5,3903
"16771","Kebbi","Fakai","Birnin Kebbi","august",2030,3,-1,1,0.6,5,3933
"16772","Kebbi","Fakai","Birnin Kebbi","august",2030,4,-1,1,0.6,5,3963
"401","Katsina","Faskari","Giwa","august",2020,1,-1,1,0.6,5,223
"850","Katsina","Faskari","Giwa","august",2020,2,-1,1,0.6,5,253
"851","Katsina","Faskari","Giwa","august",2020,3,-1,1,0.6,5,283
"852","Katsina","Faskari","Giwa","august",2020,4,-1,1,0.6,5,313
"1981","Katsina","Faskari","Giwa","august",2021,1,-1,1,0.6,5,588
"2430","Katsina","Faskari","Giwa","august",2021,2,-1,1,0.6,5,618
"2431","Katsina","Faskari","Giwa","august",2021,3,-1,1,0.6,5,648
"2432","Katsina","Faskari","Giwa","august",2021,4,-1,1,0.6,5,678
"3561","Katsina","Faskari","Giwa","august",2022,1,-1,1,0.6,5,953
"4010","Katsina","Faskari","Giwa","august",2022,2,-1,1,0.6,5,983
"4011","Katsina","Faskari","Giwa","august",2022,3,-1,1,0.6,5,1013
"4012","Katsina","Faskari","Giwa","august",2022,4,-1,1,0.6,5,1043
"5141","Katsina","Faskari","Giwa","august",2023,1,-1,1,0.6,5,1318
"5590","Katsina","Faskari","Giwa","august",2023,2,-1,1,0.6,5,1348
"5591","Katsina","Faskari","Giwa","august",2023,3,-1,1,0.6,5,1378
"5592","Katsina","Faskari","Giwa","august",2023,4,-1,1,0.6,5,1408
"6721","Katsina","Faskari","Giwa","august",2024,1,-1,1,0.6,5,1683
"7170","Katsina","Faskari","Giwa","august",2024,2,-1,1,0.6,5,1713
"7171","Katsina","Faskari","Giwa","august",2024,3,-1,1,0.6,5,1743
"7172","Katsina","Faskari","Giwa","august",2024,4,-1,1,0.6,5,1773
"8301","Katsina","Faskari","Giwa","august",2025,1,-1,1,0.6,5,2048
"8750","Katsina","Faskari","Giwa","august",2025,2,-1,1,0.6,5,2078
"8751","Katsina","Faskari","Giwa","august",2025,3,-1,1,0.6,5,2108
"8752","Katsina","Faskari","Giwa","august",2025,4,-1,1,0.6,5,2138
"9881","Katsina","Faskari","Giwa","august",2026,1,-1,1,0.6,5,2413
"10330","Katsina","Faskari","Giwa","august",2026,2,-1,1,0.6,5,2443
"10331","Katsina","Faskari","Giwa","august",2026,3,-1,1,0.6,5,2473
"10332","Katsina","Faskari","Giwa","august",2026,4,-1,1,0.6,5,2503
"11461","Katsina","Faskari","Giwa","august",2027,1,-1,1,0.6,5,2778
"11910","Katsina","Faskari","Giwa","august",2027,2,-1,1,0.6,5,2808
"11911","Katsina","Faskari","Giwa","august",2027,3,-1,1,0.6,5,2838
"11912","Katsina","Faskari","Giwa","august",2027,4,-1,1,0.6,5,2868
"13041","Katsina","Faskari","Giwa","august",2028,1,-1,1,0.6,5,3143
"13490","Katsina","Faskari","Giwa","august",2028,2,-1,1,0.6,5,3173
"13491","Katsina","Faskari","Giwa","august",2028,3,-1,1,0.6,5,3203
"13492","Katsina","Faskari","Giwa","august",2028,4,-1,1,0.6,5,3233
