LGA,CM_rate_under5_uncomplicated_baseline,CM_rate_over5_uncomplicated_baseline,CM_rate_severe_malaria_baseline,CM_rate_under5_uncomplicated_2020,CM_rate_over5_uncomplicated_2020,CM_rate_severe_malaria_2020,CM_rate_under5_uncomplicated_2021,CM_rate_over5_uncomplicated_2021,CM_rate_severe_malaria_2021,CM_rate_under5_uncomplicated_2022,CM_rate_over5_uncomplicated_2022,CM_rate_severe_malaria_2022,CM_rate_under5_uncomplicated_2023,CM_rate_over5_uncomplicated_2023,CM_rate_severe_malaria_2023,CM_rate_under5_uncomplicated_2024,CM_rate_over5_uncomplicated_2024,CM_rate_severe_malaria_2024,CM_rate_under5_uncomplicated_2025,CM_rate_over5_uncomplicated_2025,CM_rate_severe_malaria_2025,CM_rate_under5_uncomplicated_2026,CM_rate_over5_uncomplicated_2026,CM_rate_severe_malaria_2026,CM_rate_under5_uncomplicated_2027,CM_rate_over5_uncomplicated_2027,CM_rate_severe_malaria_2027,CM_rate_under5_uncomplicated_2028,CM_rate_over5_uncomplicated_2028,CM_rate_severe_malaria_2028,CM_rate_under5_uncomplicated_2029,CM_rate_over5_uncomplicated_2029,CM_rate_severe_malaria_2029,CM_rate_under5_uncomplicated_2030,CM_rate_over5_uncomplicated_2030,CM_rate_severe_malaria_2030,ITN_under5_baseline,ITN_6to9_baseline,ITN_10to18_baseline,ITN_over18_baseline,ITN_under5_2020,ITN_6to9_2020,ITN_10to18_2020,ITN_over18_2020,ITN_under5_2021,ITN_6to9_2021,ITN_10to18_2021,ITN_over18_2021,ITN_under5_2022,ITN_6to9_2022,ITN_10to18_2022,ITN_over18_2022,ITN_under5_2023,ITN_6to9_2023,ITN_10to18_2023,ITN_over18_2023,ITN_under5_2024,ITN_6to9_2024,ITN_10to18_2024,ITN_over18_2024,ITN_under5_2025,ITN_6to9_2025,ITN_10to18_2025,ITN_over18_2025,ITN_under5_2026,ITN_6to9_2026,ITN_10to18_2026,ITN_over18_2026,ITN_under5_2027,ITN_6to9_2027,ITN_10to18_2027,ITN_over18_2027,ITN_under5_2028,ITN_6to9_2028,ITN_10to18_2028,ITN_over18_2028,ITN_under5_2029,ITN_6to9_2029,ITN_10to18_2029,ITN_over18_2029,ITN_under5_2030,ITN_6to9_2030,ITN_10to18_2030,ITN_over18_2030,SMC_coverage_baseline,SMC_coverage_2020,SMC_coverage_2021,SMC_coverage_2022,SMC_coverage_2023,SMC_coverage_2024,SMC_coverage_2025,SMC_coverage_2026,SMC_coverage_2027,SMC_coverage_2028,SMC_coverage_2029,SMC_coverage_2030
Jakusko,0.174928041,0.174928041,0.49,0.376532608,0.376532608,0.539,0.574621122,0.574621122,0.637,0.589175135,0.589175135,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.512573098,0.41634674299999996,0.45610702399999997,0.656579762,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jalingo,0.342657285,0.342657285,0.49,0.359790149,0.359790149,0.539,0.366643295,0.366643295,0.637,0.373496441,0.373496441,0.735,0.383776159,0.383776159,0.8,0.68531457,0.68531457,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.17142856899999998,0.296629209,0.210350591,0.248966088,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jama'are,0.141960062,0.141960062,0.49,0.29811613,0.29811613,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.53934621,0.44464800200000004,0.516734467,0.797350525,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jega,0.566772845,0.566772845,0.49,0.595111487,0.595111487,0.539,0.606446944,0.606446944,0.637,0.617782401,0.617782401,0.735,0.634785586,0.634785586,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.934417004,0.799158486,0.537410615,0.915591009,,,,,0.934417004,0.8,0.8,0.915591009,,,,,,,,,0.934417004,0.8,0.8,0.915591009,,,,,,,,,0.934417004,0.8,0.8,0.915591009,,,,,,,,,0.934417004,0.8,0.8,0.915591009,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jema'a,0.13917526,0.13917526,0.49,0.292268046,0.292268046,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.471794867,0.268834255,0.250138653,0.42362256600000003,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jere,0.5,0.5,0.49,0.525,0.525,0.539,0.535,0.535,0.637,0.545,0.545,0.735,0.56,0.56,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5110394220000001,0.394532061,0.208201451,0.382382438,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jibia,0.333333333,0.333333333,0.49,0.35,0.35,0.539,0.356666666,0.356666666,0.637,0.363333333,0.363333333,0.735,0.373333333,0.373333333,0.8,0.666666666,0.666666666,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.854166667,0.826086957,0.641025641,0.796875,,,,,0.854166667,0.826086957,0.8,0.8,,,,,,,,,0.854166667,0.826086957,0.8,0.8,,,,,,,,,0.854166667,0.826086957,0.8,0.8,,,,,,,,,0.854166667,0.826086957,0.8,0.8,0.6816816815,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos East,0.5,0.5,0.49,0.525,0.525,0.539,0.535,0.535,0.637,0.545,0.545,0.735,0.56,0.56,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.590909091,0.27777777800000003,0.222222222,0.428571429,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos North,0.10462622,0.10462622,0.49,0.450415877,0.450415877,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.522537509,0.321151837,0.228652788,0.402190017,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Jos South,0.02049469,0.02049469,0.49,0.04098938,0.04098938,0.539,0.328939775,0.328939775,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5237371989999999,0.257313895,0.24358658800000002,0.32379892600000004,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kabba-Bunu,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.535581734,0.36165021799999997,0.434111405,0.5,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kabo,0.328669685,0.328669685,0.49,0.345103169,0.345103169,0.539,0.351676563,0.351676563,0.637,0.358249957,0.358249957,0.735,0.36811004700000005,0.36811004700000005,0.8,0.65733937,0.65733937,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.76035782,0.693155138,0.544107839,0.750374097,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kachia,0.026107845,0.026107845,0.49,0.05221569,0.05221569,0.539,0.41903091200000003,0.41903091200000003,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.492198246,0.47397604600000004,0.37721268,0.382450653,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaduna North,0.065737057,0.065737057,0.49,0.131474114,0.131474114,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.218632612,0.25494071100000004,0.159292034,0.089167459,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaduna South,0.02049469,0.02049469,0.49,0.04098938,0.04098938,0.539,0.328939775,0.328939775,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.47605991299999995,0.531677658,0.43508214100000003,0.380913205,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kafin Hausa,0.41906863,0.41906863,0.49,0.44002206200000005,0.44002206200000005,0.539,0.448403434,0.448403434,0.637,0.456784807,0.456784807,0.735,0.46935686600000004,0.46935686600000004,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9501948659999999,0.840231475,0.908210855,0.972138948,,,,,0.9501948659999999,0.840231475,0.908210855,0.972138948,,,,,,,,,0.9501948659999999,0.840231475,0.908210855,0.972138948,,,,,,,,,0.9501948659999999,0.840231475,0.908210855,0.972138948,,,,,,,,,0.9501948659999999,0.840231475,0.908210855,0.972138948,0.8267790260000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kafur,0.204678348,0.204678348,0.49,0.440570144,0.440570144,0.539,0.672347905,0.672347905,0.637,0.689377144,0.689377144,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.708988548,0.7031847179999999,0.7306560190000001,0.680214942,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaga,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.38888888899999996,0.318181818,0.233333333,0.38596491200000005,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kagarko,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.869565217,0.333333333,0.352941176,0.5,,,,,,,,,0.869565217,0.8,0.8,0.8,,,,,,,,,0.869565217,0.8,0.8,0.8,,,,,,,,,0.869565217,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaiama,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.6190476189999999,0.59375,0.347826087,0.638888889,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaita,0.153846154,0.153846154,0.49,0.323076923,0.323076923,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.882352941,0.518518519,0.529411765,0.655172414,,,,,0.882352941,0.8,0.8,0.8,,,,,,,,,0.882352941,0.8,0.8,0.8,,,,,,,,,0.882352941,0.8,0.8,0.8,,,,,,,,,0.882352941,0.8,0.8,0.8,0.6816816815,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kajola,0.154926235,0.154926235,0.49,0.325345094,0.325345094,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.396945104,0.1752945,0.256845889,0.39976037299999995,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,,,,,,,
Kajuru,0.02049469,0.02049469,0.49,0.04098938,0.04098938,0.539,0.328939775,0.328939775,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9285714290000001,0.761904762,0.48,0.6521739129999999,,,,,,,,,0.9285714290000001,0.8,0.8,0.8,,,,,,,,,0.9285714290000001,0.8,0.8,0.8,,,,,,,,,0.9285714290000001,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kala-Balge,0.114371076,0.114371076,0.49,0.492367482,0.492367482,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.452267101,0.327499677,0.26020464600000004,0.49201484799999995,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,0.4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kalgo,0.528194641,0.528194641,0.49,0.554604373,0.554604373,0.539,0.565168266,0.565168266,0.637,0.575732159,0.575732159,0.735,0.591577998,0.591577998,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9277374709999999,0.7891105209999999,0.720989636,0.876524196,,,,,0.9277374709999999,0.8,0.8,0.876524196,,,,,,,,,0.9277374709999999,0.8,0.8,0.876524196,,,,,,,,,0.9277374709999999,0.8,0.8,0.876524196,,,,,,,,,0.9277374709999999,0.8,0.8,0.876524196,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kaltungo,0.23412755300000002,0.23412755300000002,0.49,0.5039595579999999,0.5039595579999999,0.539,0.7690855990000001,0.7690855990000001,0.637,0.788565011,0.788565011,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.484534717,0.381738609,0.33857178299999996,0.497522113,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanam,0.297169748,0.297169748,0.49,0.312028235,0.312028235,0.539,0.31797163,0.31797163,0.637,0.323915025,0.323915025,0.735,0.332830118,0.332830118,0.8,0.594339496,0.594339496,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.529240601,0.399926936,0.335198028,0.393608529,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kankara,0.209995572,0.209995572,0.49,0.452015469,0.452015469,0.539,0.6898144540000001,0.6898144540000001,0.637,0.707286086,0.707286086,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.918032787,0.857142857,0.8444444440000001,0.911392405,,,,,0.918032787,0.857142857,0.8444444440000001,0.911392405,,,,,,,,,0.918032787,0.857142857,0.8444444440000001,0.911392405,,,,,,,,,0.918032787,0.857142857,0.8444444440000001,0.911392405,,,,,,,,,0.918032787,0.857142857,0.8444444440000001,0.911392405,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kanke,0.23412755300000002,0.23412755300000002,0.49,0.5039595579999999,0.5039595579999999,0.539,0.7690855990000001,0.7690855990000001,0.637,0.788565011,0.788565011,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.422954199,0.308113923,0.31664203,0.414514415,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kankia,0.28571428600000004,0.28571428600000004,0.49,0.3,0.3,0.539,0.305714286,0.305714286,0.637,0.311428572,0.311428572,0.735,0.32,0.32,0.8,0.5714285720000001,0.5714285720000001,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.85,0.8214285709999999,0.833333333,0.835820896,,,,,0.85,0.8214285709999999,0.833333333,0.835820896,,,,,,,,,0.85,0.8214285709999999,0.833333333,0.835820896,,,,,,,,,0.85,0.8214285709999999,0.833333333,0.835820896,,,,,,,,,0.85,0.8214285709999999,0.833333333,0.835820896,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Kano Municipal,0.23412755300000002,0.23412755300000002,0.49,0.5039595579999999,0.5039595579999999,0.539,0.7690855990000001,0.7690855990000001,0.637,0.788565011,0.788565011,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.484534717,0.381738609,0.33857178299999996,0.497522113,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karasuwa,0.057494575,0.057494575,0.49,0.11498915,0.11498915,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.755536233,0.7103749220000001,0.576678826,0.787037526,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.7319660535,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karaye,0.41666666700000005,0.41666666700000005,0.49,0.4375,0.4375,0.539,0.44583333399999997,0.44583333399999997,0.637,0.454166667,0.454166667,0.735,0.46666666700000003,0.46666666700000003,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.826923077,0.695652174,0.6756756759999999,0.833333333,,,,,,,,,0.826923077,0.8,0.8,0.833333333,,,,,,,,,0.826923077,0.8,0.8,0.833333333,,,,,,,,,0.826923077,0.8,0.8,0.833333333,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karin-Lamido,0.156914887,0.156914887,0.49,0.337759294,0.337759294,0.539,0.515449712,0.515449712,0.637,0.528505031,0.528505031,0.735,0.724068055,0.724068055,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.066633005,0.05798815400000001,0.015827705,0.067323472,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Karu,0.246839589,0.246839589,0.49,0.531322215,0.531322215,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.380360634,0.380141437,0.44817430799999997,0.397831492,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katagum,0.116822469,0.116822469,0.49,0.502920729,0.502920729,0.539,0.8,0.8,0.637,0.8,0.8,0.735,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.5153832279999999,0.391156259,0.43206091700000004,0.7646306209999999,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katcha,0.306471335,0.306471335,0.49,0.321794902,0.321794902,0.539,0.327924328,0.327924328,0.637,0.334053755,0.334053755,0.735,0.343247895,0.343247895,0.8,0.61294267,0.61294267,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.380502224,0.123584445,0.1324138,0.31047454399999996,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Katsina,0.49894958899999997,0.49894958899999997,0.49,0.523897068,0.523897068,0.539,0.53387606,0.53387606,0.637,0.5438550520000001,0.5438550520000001,0.735,0.55882354,0.55882354,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.567142174,0.5565907689999999,0.47146975700000004,0.49775354299999996,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,,,,,,,,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
