"","LGA","kill_rate","round","simday","scenario","year"
"677","Egbeda",37.639044,3,2321,"Scenario 1(Business as Usual)",2026
"678","Egbeda",37.639044,4,3416,"Scenario 1(Business as Usual)",2029
"679","Egbedore",48.7780896,1,131,"Scenario 1(Business as Usual)",2020
"680","Egbedore",48.7780896,2,1226,"Scenario 1(Business as Usual)",2023
"681","Egbedore",48.7780896,3,2321,"Scenario 1(Business as Usual)",2026
"682","Egbedore",48.7780896,4,3416,"Scenario 1(Business as Usual)",2029
"683","Egor",47.7643111,1,162,"Scenario 1(Business as Usual)",2020
"684","Egor",47.7643111,2,1257,"Scenario 1(Business as Usual)",2023
"685","Egor",47.7643111,3,2352,"Scenario 1(Business as Usual)",2026
"686","Egor",47.7643111,4,3447,"Scenario 1(Business as Usual)",2029
"687","Ehime-Mbano",50.7563152,1,162,"Scenario 1(Business as Usual)",2020
"688","Ehime-Mbano",50.7563152,2,1257,"Scenario 1(Business as Usual)",2023
"689","Ehime-Mbano",50.7563152,3,2352,"Scenario 1(Business as Usual)",2026
"690","Ehime-Mbano",50.7563152,4,3447,"Scenario 1(Business as Usual)",2029
"691","Ejigbo",48.553143,1,131,"Scenario 1(Business as Usual)",2020
"692","Ejigbo",48.553143,2,1226,"Scenario 1(Business as Usual)",2023
"693","Ejigbo",48.553143,3,2321,"Scenario 1(Business as Usual)",2026
"694","Ejigbo",48.553143,4,3416,"Scenario 1(Business as Usual)",2029
"695","Ekeremor",39.7208796,1,131,"Scenario 1(Business as Usual)",2020
"696","Ekeremor",39.7208796,2,1226,"Scenario 1(Business as Usual)",2023
"697","Ekeremor",39.7208796,3,2321,"Scenario 1(Business as Usual)",2026
"698","Ekeremor",39.7208796,4,3416,"Scenario 1(Business as Usual)",2029
"699","Eket",32.8021397,1,527,"Scenario 1(Business as Usual)",2021
"700","Eket",32.8021397,2,1622,"Scenario 1(Business as Usual)",2024
"701","Eket",32.8021397,3,2717,"Scenario 1(Business as Usual)",2027
"702","Eket",32.8021397,4,3812,"Scenario 1(Business as Usual)",2030
"703","Ekiti",39.0814415,1,186,"Scenario 1(Business as Usual)",2020
"704","Ekiti",39.0814415,2,1281,"Scenario 1(Business as Usual)",2023
"705","Ekiti",39.0814415,3,2376,"Scenario 1(Business as Usual)",2026
"706","Ekiti",39.0814415,4,3471,"Scenario 1(Business as Usual)",2029
"707","Ekiti East",41.2351259,1,186,"Scenario 1(Business as Usual)",2020
"708","Ekiti East",41.2351259,2,1281,"Scenario 1(Business as Usual)",2023
"709","Ekiti East",41.2351259,3,2376,"Scenario 1(Business as Usual)",2026
"710","Ekiti East",41.2351259,4,3471,"Scenario 1(Business as Usual)",2029
"711","Ekiti South West",48.7961894,1,186,"Scenario 1(Business as Usual)",2020
"712","Ekiti South West",48.7961894,2,1281,"Scenario 1(Business as Usual)",2023
"713","Ekiti South West",48.7961894,3,2376,"Scenario 1(Business as Usual)",2026
"714","Ekiti South West",48.7961894,4,3471,"Scenario 1(Business as Usual)",2029
"715","Ekiti West",40.4541983,1,186,"Scenario 1(Business as Usual)",2020
"716","Ekiti West",40.4541983,2,1281,"Scenario 1(Business as Usual)",2023
"717","Ekiti West",40.4541983,3,2376,"Scenario 1(Business as Usual)",2026
"718","Ekiti West",40.4541983,4,3471,"Scenario 1(Business as Usual)",2029
"719","Ekwusigo",34.1515837,1,162,"Scenario 1(Business as Usual)",2020
"720","Ekwusigo",34.1515837,2,1257,"Scenario 1(Business as Usual)",2023
"721","Ekwusigo",34.1515837,3,2352,"Scenario 1(Business as Usual)",2026
"722","Ekwusigo",34.1515837,4,3447,"Scenario 1(Business as Usual)",2029
"723","Eleme",33.7309328,1,131,"Scenario 1(Business as Usual)",2020
"724","Eleme",33.7309328,2,1226,"Scenario 1(Business as Usual)",2023
"725","Eleme",33.7309328,3,2321,"Scenario 1(Business as Usual)",2026
"726","Eleme",33.7309328,4,3416,"Scenario 1(Business as Usual)",2029
"727","Emohua",33.4292623,1,131,"Scenario 1(Business as Usual)",2020
"728","Emohua",33.4292623,2,1226,"Scenario 1(Business as Usual)",2023
"729","Emohua",33.4292623,3,2321,"Scenario 1(Business as Usual)",2026
"730","Emohua",33.4292623,4,3416,"Scenario 1(Business as Usual)",2029
"731","Emure",43.6863758,1,186,"Scenario 1(Business as Usual)",2020
"732","Emure",43.6863758,2,1281,"Scenario 1(Business as Usual)",2023
"733","Emure",43.6863758,3,2376,"Scenario 1(Business as Usual)",2026
"734","Emure",43.6863758,4,3471,"Scenario 1(Business as Usual)",2029
"735","Enugu East",45.3287726,1,162,"Scenario 1(Business as Usual)",2020
"736","Enugu East",45.3287726,2,1257,"Scenario 1(Business as Usual)",2023
"737","Enugu East",45.3287726,3,2352,"Scenario 1(Business as Usual)",2026
"738","Enugu East",45.3287726,4,3447,"Scenario 1(Business as Usual)",2029
"739","Enugu North",47.6529889,1,162,"Scenario 1(Business as Usual)",2020
"740","Enugu North",47.6529889,2,1257,"Scenario 1(Business as Usual)",2023
"741","Enugu North",47.6529889,3,2352,"Scenario 1(Business as Usual)",2026
"742","Enugu North",47.6529889,4,3447,"Scenario 1(Business as Usual)",2029
"743","Enugu South",52.292855,1,162,"Scenario 1(Business as Usual)",2020
"744","Enugu South",52.292855,2,1257,"Scenario 1(Business as Usual)",2023
"745","Enugu South",52.292855,3,2352,"Scenario 1(Business as Usual)",2026
"746","Enugu South",52.292855,4,3447,"Scenario 1(Business as Usual)",2029
"747","Epe",46.1173792,1,162,"Scenario 1(Business as Usual)",2020
"748","Epe",46.1173792,2,1257,"Scenario 1(Business as Usual)",2023
"749","Epe",46.1173792,3,2352,"Scenario 1(Business as Usual)",2026
"750","Epe",46.1173792,4,3447,"Scenario 1(Business as Usual)",2029
"751","Esan Central",41.3280793,1,70,"Scenario 1(Business as Usual)",2020
"752","Esan Central",41.3280793,2,1165,"Scenario 1(Business as Usual)",2023
"753","Esan Central",41.3280793,3,2260,"Scenario 1(Business as Usual)",2026
"754","Esan Central",41.3280793,4,3355,"Scenario 1(Business as Usual)",2029
"755","Esan North East",40.9684078,1,162,"Scenario 1(Business as Usual)",2020
"756","Esan North East",40.9684078,2,1257,"Scenario 1(Business as Usual)",2023
"757","Esan North East",40.9684078,3,2352,"Scenario 1(Business as Usual)",2026
"758","Esan North East",40.9684078,4,3447,"Scenario 1(Business as Usual)",2029
"759","Esan South East",46.3795838,1,162,"Scenario 1(Business as Usual)",2020
"760","Esan South East",46.3795838,2,1257,"Scenario 1(Business as Usual)",2023
"761","Esan South East",46.3795838,3,2352,"Scenario 1(Business as Usual)",2026
"762","Esan South East",46.3795838,4,3447,"Scenario 1(Business as Usual)",2029
"763","Esan West",43.2241487,1,162,"Scenario 1(Business as Usual)",2020
"764","Esan West",43.2241487,2,1257,"Scenario 1(Business as Usual)",2023
"765","Esan West",43.2241487,3,2352,"Scenario 1(Business as Usual)",2026
"766","Esan West",43.2241487,4,3447,"Scenario 1(Business as Usual)",2029
"767","Ese-Odo",37.6721268,1,70,"Scenario 1(Business as Usual)",2020
"768","Ese-Odo",37.6721268,2,1165,"Scenario 1(Business as Usual)",2023
"769","Ese-Odo",37.6721268,3,2260,"Scenario 1(Business as Usual)",2026
"770","Ese-Odo",37.6721268,4,3355,"Scenario 1(Business as Usual)",2029
"771","Esit Eket",34.6897657,1,527,"Scenario 1(Business as Usual)",2021
"772","Esit Eket",34.6897657,2,1622,"Scenario 1(Business as Usual)",2024
"773","Esit Eket",34.6897657,3,2717,"Scenario 1(Business as Usual)",2027
"774","Esit Eket",34.6897657,4,3812,"Scenario 1(Business as Usual)",2030
"775","Essien Udim",43.5041855,1,527,"Scenario 1(Business as Usual)",2021
"776","Essien Udim",43.5041855,2,1622,"Scenario 1(Business as Usual)",2024
"777","Essien Udim",43.5041855,3,2717,"Scenario 1(Business as Usual)",2027
"778","Essien Udim",43.5041855,4,3812,"Scenario 1(Business as Usual)",2030
"779","Etche",34.0210321,1,162,"Scenario 1(Business as Usual)",2020
"780","Etche",34.0210321,2,1257,"Scenario 1(Business as Usual)",2023
"781","Etche",34.0210321,3,2352,"Scenario 1(Business as Usual)",2026
"782","Etche",34.0210321,4,3447,"Scenario 1(Business as Usual)",2029
"783","Ethiope East",30.5480359,1,892,"Scenario 1(Business as Usual)",2022
"784","Ethiope East",30.5480359,2,1987,"Scenario 1(Business as Usual)",2025
"785","Ethiope East",30.5480359,3,3082,"Scenario 1(Business as Usual)",2028
"786","Ethiope West",41.2296673,1,892,"Scenario 1(Business as Usual)",2022
"787","Ethiope West",41.2296673,2,1987,"Scenario 1(Business as Usual)",2025
"788","Ethiope West",41.2296673,3,3082,"Scenario 1(Business as Usual)",2028
"789","Eti-Osa",51.5425093,1,162,"Scenario 1(Business as Usual)",2020
"790","Eti-Osa",51.5425093,2,1257,"Scenario 1(Business as Usual)",2023
"791","Eti-Osa",51.5425093,3,2352,"Scenario 1(Business as Usual)",2026
"792","Eti-Osa",51.5425093,4,3447,"Scenario 1(Business as Usual)",2029
"793","Etim Ekpo",39.9175674,1,527,"Scenario 1(Business as Usual)",2021
"794","Etim Ekpo",39.9175674,2,1622,"Scenario 1(Business as Usual)",2024
"795","Etim Ekpo",39.9175674,3,2717,"Scenario 1(Business as Usual)",2027
"796","Etim Ekpo",39.9175674,4,3812,"Scenario 1(Business as Usual)",2030
"797","Etinan",35.413511,1,527,"Scenario 1(Business as Usual)",2021
"798","Etinan",35.413511,2,1622,"Scenario 1(Business as Usual)",2024
"799","Etinan",35.413511,3,2717,"Scenario 1(Business as Usual)",2027
"800","Etinan",35.413511,4,3812,"Scenario 1(Business as Usual)",2030
"801","Etsako Central",37.7689484,1,70,"Scenario 1(Business as Usual)",2020
"802","Etsako Central",37.7689484,2,1165,"Scenario 1(Business as Usual)",2023
"803","Etsako Central",37.7689484,3,2260,"Scenario 1(Business as Usual)",2026
"804","Etsako Central",37.7689484,4,3355,"Scenario 1(Business as Usual)",2029
"805","Etsako East",38.9711717,1,70,"Scenario 1(Business as Usual)",2020
"806","Etsako East",38.9711717,2,1165,"Scenario 1(Business as Usual)",2023
"807","Etsako East",38.9711717,3,2260,"Scenario 1(Business as Usual)",2026
"808","Etsako East",38.9711717,4,3355,"Scenario 1(Business as Usual)",2029
"809","Etsako West",36.946828,1,70,"Scenario 1(Business as Usual)",2020
"810","Etsako West",36.946828,2,1165,"Scenario 1(Business as Usual)",2023
"811","Etsako West",36.946828,3,2260,"Scenario 1(Business as Usual)",2026
"812","Etsako West",36.946828,4,3355,"Scenario 1(Business as Usual)",2029
"813","Etung",51.5572062,1,527,"Scenario 1(Business as Usual)",2021
"814","Etung",51.5572062,2,1622,"Scenario 1(Business as Usual)",2024
"815","Etung",51.5572062,3,2717,"Scenario 1(Business as Usual)",2027
"816","Etung",51.5572062,4,3812,"Scenario 1(Business as Usual)",2030
"817","Ewekoro",52.8528126,1,527,"Scenario 1(Business as Usual)",2021
"818","Ewekoro",52.8528126,2,1622,"Scenario 1(Business as Usual)",2024
"819","Ewekoro",52.8528126,3,2717,"Scenario 1(Business as Usual)",2027
"820","Ewekoro",52.8528126,4,3812,"Scenario 1(Business as Usual)",2030
"821","Ezeagu",47.2696867,1,162,"Scenario 1(Business as Usual)",2020
"822","Ezeagu",47.2696867,2,1257,"Scenario 1(Business as Usual)",2023
"823","Ezeagu",47.2696867,3,2352,"Scenario 1(Business as Usual)",2026
"824","Ezeagu",47.2696867,4,3447,"Scenario 1(Business as Usual)",2029
"825","Ezinihitte",50.5227255,1,162,"Scenario 1(Business as Usual)",2020
"826","Ezinihitte",50.5227255,2,1257,"Scenario 1(Business as Usual)",2023
"827","Ezinihitte",50.5227255,3,2352,"Scenario 1(Business as Usual)",2026
"828","Ezinihitte",50.5227255,4,3447,"Scenario 1(Business as Usual)",2029
"829","Ezza North",46.9710667,1,70,"Scenario 1(Business as Usual)",2020
"830","Ezza North",46.9710667,2,1165,"Scenario 1(Business as Usual)",2023
"831","Ezza North",46.9710667,3,2260,"Scenario 1(Business as Usual)",2026
"832","Ezza North",46.9710667,4,3355,"Scenario 1(Business as Usual)",2029
"833","Ezza South",45.1434864,1,162,"Scenario 1(Business as Usual)",2020
"834","Ezza South",45.1434864,2,1257,"Scenario 1(Business as Usual)",2023
"835","Ezza South",45.1434864,3,2352,"Scenario 1(Business as Usual)",2026
"836","Ezza South",45.1434864,4,3447,"Scenario 1(Business as Usual)",2029
"837","Fagge",58.6251328,1,916,"Scenario 1(Business as Usual)",2022
"838","Fagge",58.6251328,2,2011,"Scenario 1(Business as Usual)",2025
"839","Fagge",58.6251328,3,3106,"Scenario 1(Business as Usual)",2028
"840","Fakai",60.1533253,1,588,"Scenario 1(Business as Usual)",2021
"841","Fakai",60.1533253,2,1683,"Scenario 1(Business as Usual)",2024
"842","Fakai",60.1533253,3,2778,"Scenario 1(Business as Usual)",2027
"843","Fakai",60.1533253,4,3873,"Scenario 1(Business as Usual)",2030
"844","Faskari",67.2768838,1,588,"Scenario 1(Business as Usual)",2021
"845","Faskari",67.2768838,2,1683,"Scenario 1(Business as Usual)",2024
"846","Faskari",67.2768838,3,2778,"Scenario 1(Business as Usual)",2027
"847","Faskari",67.2768838,4,3873,"Scenario 1(Business as Usual)",2030
"848","Fika",69.2121556,1,916,"Scenario 1(Business as Usual)",2022
"849","Fika",69.2121556,2,2011,"Scenario 1(Business as Usual)",2025
"850","Fika",69.2121556,3,3106,"Scenario 1(Business as Usual)",2028
"851","Fufore",62.9966874,1,186,"Scenario 1(Business as Usual)",2020
"852","Fufore",62.9966874,2,1281,"Scenario 1(Business as Usual)",2023
"853","Fufore",62.9966874,3,2376,"Scenario 1(Business as Usual)",2026
"854","Fufore",62.9966874,4,3471,"Scenario 1(Business as Usual)",2029
"855","Funakaye",62.7807972,1,551,"Scenario 1(Business as Usual)",2021
"856","Funakaye",62.7807972,2,1646,"Scenario 1(Business as Usual)",2024
"857","Funakaye",62.7807972,3,2741,"Scenario 1(Business as Usual)",2027
"858","Funakaye",62.7807972,4,3836,"Scenario 1(Business as Usual)",2030
"859","Fune",69.2809524,1,916,"Scenario 1(Business as Usual)",2022
"860","Fune",69.2809524,2,2011,"Scenario 1(Business as Usual)",2025
"861","Fune",69.2809524,3,3106,"Scenario 1(Business as Usual)",2028
"862","Funtua",53.8540771,1,588,"Scenario 1(Business as Usual)",2021
"863","Funtua",53.8540771,2,1683,"Scenario 1(Business as Usual)",2024
"864","Funtua",53.8540771,3,2778,"Scenario 1(Business as Usual)",2027
"865","Funtua",53.8540771,4,3873,"Scenario 1(Business as Usual)",2030
"866","Gabasawa",68.9822821,1,916,"Scenario 1(Business as Usual)",2022
"867","Gabasawa",68.9822821,2,2011,"Scenario 1(Business as Usual)",2025
"868","Gabasawa",68.9822821,3,3106,"Scenario 1(Business as Usual)",2028
"869","Gada",67.6355095,1,223,"Scenario 1(Business as Usual)",2020
"870","Gada",67.6355095,2,1318,"Scenario 1(Business as Usual)",2023
"871","Gada",67.6355095,3,2413,"Scenario 1(Business as Usual)",2026
"872","Gada",67.6355095,4,3508,"Scenario 1(Business as Usual)",2029
"873","Gagarawa",67.3924789,1,551,"Scenario 1(Business as Usual)",2021
"874","Gagarawa",67.3924789,2,1646,"Scenario 1(Business as Usual)",2024
"875","Gagarawa",67.3924789,3,2741,"Scenario 1(Business as Usual)",2027
"876","Gagarawa",67.3924789,4,3836,"Scenario 1(Business as Usual)",2030
"877","Gamawa",69.8966685,1,588,"Scenario 1(Business as Usual)",2021
"878","Gamawa",69.8966685,2,1683,"Scenario 1(Business as Usual)",2024
"879","Gamawa",69.8966685,3,2778,"Scenario 1(Business as Usual)",2027
"880","Gamawa",69.8966685,4,3873,"Scenario 1(Business as Usual)",2030
"881","Ganaye",48.1907173,1,186,"Scenario 1(Business as Usual)",2020
"882","Ganaye",48.1907173,2,1281,"Scenario 1(Business as Usual)",2023
"883","Ganaye",48.1907173,3,2376,"Scenario 1(Business as Usual)",2026
"884","Ganaye",48.1907173,4,3471,"Scenario 1(Business as Usual)",2029
"885","Ganjuwa",63.6975276,1,551,"Scenario 1(Business as Usual)",2021
"886","Ganjuwa",63.6975276,2,1646,"Scenario 1(Business as Usual)",2024
"887","Ganjuwa",63.6975276,3,2741,"Scenario 1(Business as Usual)",2027
"888","Ganjuwa",63.6975276,4,3836,"Scenario 1(Business as Usual)",2030
"889","Garki",68.5656303,1,496,"Scenario 1(Business as Usual)",2021
"890","Garki",68.5656303,2,1591,"Scenario 1(Business as Usual)",2024
"891","Garki",68.5656303,3,2686,"Scenario 1(Business as Usual)",2027
"892","Garki",68.5656303,4,3781,"Scenario 1(Business as Usual)",2030
"893","Garko",69.8176678,1,953,"Scenario 1(Business as Usual)",2022
"894","Garko",69.8176678,2,2048,"Scenario 1(Business as Usual)",2025
"895","Garko",69.8176678,3,3143,"Scenario 1(Business as Usual)",2028
"896","Garum Mallam",73.3346686,1,953,"Scenario 1(Business as Usual)",2022
"897","Garum Mallam",73.3346686,2,2048,"Scenario 1(Business as Usual)",2025
"898","Garum Mallam",73.3346686,3,3143,"Scenario 1(Business as Usual)",2028
"899","Gashaka",46.1519779,1,892,"Scenario 1(Business as Usual)",2022
"900","Gashaka",46.1519779,2,1987,"Scenario 1(Business as Usual)",2025
"901","Gashaka",46.1519779,3,3082,"Scenario 1(Business as Usual)",2028
"902","Gassol",43.9278935,1,953,"Scenario 1(Business as Usual)",2022
"903","Gassol",43.9278935,2,2048,"Scenario 1(Business as Usual)",2025
"904","Gassol",43.9278935,3,3143,"Scenario 1(Business as Usual)",2028
"905","Gawabawa",71.4253917,1,223,"Scenario 1(Business as Usual)",2020
"906","Gawabawa",71.4253917,2,1318,"Scenario 1(Business as Usual)",2023
"907","Gawabawa",71.4253917,3,2413,"Scenario 1(Business as Usual)",2026
"908","Gawabawa",71.4253917,4,3508,"Scenario 1(Business as Usual)",2029
"909","Gaya",69.5689515,1,953,"Scenario 1(Business as Usual)",2022
"910","Gaya",69.5689515,2,2048,"Scenario 1(Business as Usual)",2025
"911","Gaya",69.5689515,3,3143,"Scenario 1(Business as Usual)",2028
"912","Gbako",47.0703464,1,916,"Scenario 1(Business as Usual)",2022
"913","Gbako",47.0703464,2,2011,"Scenario 1(Business as Usual)",2025
"914","Gbako",47.0703464,3,3106,"Scenario 1(Business as Usual)",2028
"915","Gboko",39.8561371,1,223,"Scenario 1(Business as Usual)",2020
"916","Gboko",39.8561371,2,1318,"Scenario 1(Business as Usual)",2023
"917","Gboko",39.8561371,3,2413,"Scenario 1(Business as Usual)",2026
"918","Gboko",39.8561371,4,3508,"Scenario 1(Business as Usual)",2029
"919","Gboyin",36.654315,1,162,"Scenario 1(Business as Usual)",2020
"920","Gboyin",36.654315,2,1257,"Scenario 1(Business as Usual)",2023
"921","Gboyin",36.654315,3,2352,"Scenario 1(Business as Usual)",2026
"922","Gboyin",36.654315,4,3447,"Scenario 1(Business as Usual)",2029
"923","Geidam",69.3670268,1,861,"Scenario 1(Business as Usual)",2022
"924","Geidam",69.3670268,2,1956,"Scenario 1(Business as Usual)",2025
"925","Geidam",69.3670268,3,3051,"Scenario 1(Business as Usual)",2028
"926","Gezawa",71.4118308,1,953,"Scenario 1(Business as Usual)",2022
"927","Gezawa",71.4118308,2,2048,"Scenario 1(Business as Usual)",2025
"928","Gezawa",71.4118308,3,3143,"Scenario 1(Business as Usual)",2028
"929","Giade",68.0743195,1,551,"Scenario 1(Business as Usual)",2021
"930","Giade",68.0743195,2,1646,"Scenario 1(Business as Usual)",2024
"931","Giade",68.0743195,3,2741,"Scenario 1(Business as Usual)",2027
"932","Giade",68.0743195,4,3836,"Scenario 1(Business as Usual)",2030
"933","Gireri",64.3299625,1,186,"Scenario 1(Business as Usual)",2020
"934","Gireri",64.3299625,2,1281,"Scenario 1(Business as Usual)",2023
"935","Gireri",64.3299625,3,2376,"Scenario 1(Business as Usual)",2026
"936","Gireri",64.3299625,4,3471,"Scenario 1(Business as Usual)",2029
"937","Giwa",59.6484125,1,953,"Scenario 1(Business as Usual)",2022
"938","Giwa",59.6484125,2,2048,"Scenario 1(Business as Usual)",2025
"939","Giwa",59.6484125,3,3143,"Scenario 1(Business as Usual)",2028
"940","Gokana",37.5599012,1,162,"Scenario 1(Business as Usual)",2020
"941","Gokana",37.5599012,2,1257,"Scenario 1(Business as Usual)",2023
"942","Gokana",37.5599012,3,2352,"Scenario 1(Business as Usual)",2026
"943","Gokana",37.5599012,4,3447,"Scenario 1(Business as Usual)",2029
"944","Gombe",53.6599101,1,551,"Scenario 1(Business as Usual)",2021
"945","Gombe",53.6599101,2,1646,"Scenario 1(Business as Usual)",2024
"946","Gombe",53.6599101,3,2741,"Scenario 1(Business as Usual)",2027
"947","Gombe",53.6599101,4,3836,"Scenario 1(Business as Usual)",2030
"948","Gombi",54.986676,1,186,"Scenario 1(Business as Usual)",2020
"949","Gombi",54.986676,2,1281,"Scenario 1(Business as Usual)",2023
"950","Gombi",54.986676,3,2376,"Scenario 1(Business as Usual)",2026
"951","Gombi",54.986676,4,3471,"Scenario 1(Business as Usual)",2029
"952","Goronyo",67.977715,1,223,"Scenario 1(Business as Usual)",2020
"953","Goronyo",67.977715,2,1318,"Scenario 1(Business as Usual)",2023
"954","Goronyo",67.977715,3,2413,"Scenario 1(Business as Usual)",2026
"955","Goronyo",67.977715,4,3508,"Scenario 1(Business as Usual)",2029
"956","Gubio",71.6543356,1,223,"Scenario 1(Business as Usual)",2020
"957","Gubio",71.6543356,2,1318,"Scenario 1(Business as Usual)",2023
"958","Gubio",71.6543356,3,2413,"Scenario 1(Business as Usual)",2026
"959","Gubio",71.6543356,4,3508,"Scenario 1(Business as Usual)",2029
"960","Gudu",71.791011,1,223,"Scenario 1(Business as Usual)",2020
"961","Gudu",71.791011,2,1318,"Scenario 1(Business as Usual)",2023
"962","Gudu",71.791011,3,2413,"Scenario 1(Business as Usual)",2026
"963","Gudu",71.791011,4,3508,"Scenario 1(Business as Usual)",2029
"964","Gujba",65.7759675,1,916,"Scenario 1(Business as Usual)",2022
"965","Gujba",65.7759675,2,2011,"Scenario 1(Business as Usual)",2025
"966","Gujba",65.7759675,3,3106,"Scenario 1(Business as Usual)",2028
"967","Gulani",64.2489607,1,916,"Scenario 1(Business as Usual)",2022
"968","Gulani",64.2489607,2,2011,"Scenario 1(Business as Usual)",2025
"969","Gulani",64.2489607,3,3106,"Scenario 1(Business as Usual)",2028
"970","Guma",43.1083741,1,223,"Scenario 1(Business as Usual)",2020
"971","Guma",43.1083741,2,1318,"Scenario 1(Business as Usual)",2023
"972","Guma",43.1083741,3,2413,"Scenario 1(Business as Usual)",2026
"973","Guma",43.1083741,4,3508,"Scenario 1(Business as Usual)",2029
"974","Gumel",69.6620535,1,496,"Scenario 1(Business as Usual)",2021
"975","Gumel",69.6620535,2,1591,"Scenario 1(Business as Usual)",2024
"976","Gumel",69.6620535,3,2686,"Scenario 1(Business as Usual)",2027
"977","Gumel",69.6620535,4,3781,"Scenario 1(Business as Usual)",2030
"978","Gummi",68.2376452,1,223,"Scenario 1(Business as Usual)",2020
"979","Gummi",68.2376452,2,1318,"Scenario 1(Business as Usual)",2023
"980","Gummi",68.2376452,3,2413,"Scenario 1(Business as Usual)",2026
"981","Gummi",68.2376452,4,3508,"Scenario 1(Business as Usual)",2029
"982","Gurara",56.0704096,1,916,"Scenario 1(Business as Usual)",2022
"983","Gurara",56.0704096,2,2011,"Scenario 1(Business as Usual)",2025
"984","Gurara",56.0704096,3,3106,"Scenario 1(Business as Usual)",2028
"985","Guri",64.7852757,1,551,"Scenario 1(Business as Usual)",2021
"986","Guri",64.7852757,2,1646,"Scenario 1(Business as Usual)",2024
"987","Guri",64.7852757,3,2741,"Scenario 1(Business as Usual)",2027
"988","Guri",64.7852757,4,3836,"Scenario 1(Business as Usual)",2030
"989","Gusau",68.794435,1,186,"Scenario 1(Business as Usual)",2020
"990","Gusau",68.794435,2,1281,"Scenario 1(Business as Usual)",2023
"991","Gusau",68.794435,3,2376,"Scenario 1(Business as Usual)",2026
"992","Gusau",68.794435,4,3471,"Scenario 1(Business as Usual)",2029
"993","Guyuk",58.959986,1,186,"Scenario 1(Business as Usual)",2020
"994","Guyuk",58.959986,2,1281,"Scenario 1(Business as Usual)",2023
"995","Guyuk",58.959986,3,2376,"Scenario 1(Business as Usual)",2026
"996","Guyuk",58.959986,4,3471,"Scenario 1(Business as Usual)",2029
"997","Guzamala",70.1881155,1,131,"Scenario 1(Business as Usual)",2020
"998","Guzamala",70.1881155,2,1226,"Scenario 1(Business as Usual)",2023
"999","Guzamala",70.1881155,3,2321,"Scenario 1(Business as Usual)",2026
"1000","Guzamala",70.1881155,4,3416,"Scenario 1(Business as Usual)",2029
"1001","Gwagwalada",57.8622846,1,223,"Scenario 1(Business as Usual)",2020
"1002","Gwagwalada",57.8622846,2,1318,"Scenario 1(Business as Usual)",2023
"1003","Gwagwalada",57.8622846,3,2413,"Scenario 1(Business as Usual)",2026
"1004","Gwagwalada",57.8622846,4,3508,"Scenario 1(Business as Usual)",2029
"1005","Gwale",60.8574402,1,916,"Scenario 1(Business as Usual)",2022
"1006","Gwale",60.8574402,2,2011,"Scenario 1(Business as Usual)",2025
"1007","Gwale",60.8574402,3,3106,"Scenario 1(Business as Usual)",2028
"1008","Gwandu",70.4443878,1,588,"Scenario 1(Business as Usual)",2021
"1009","Gwandu",70.4443878,2,1683,"Scenario 1(Business as Usual)",2024
"1010","Gwandu",70.4443878,3,2778,"Scenario 1(Business as Usual)",2027
"1011","Gwandu",70.4443878,4,3873,"Scenario 1(Business as Usual)",2030
"1012","Gwaram",69.9039331,1,615,"Scenario 1(Business as Usual)",2021
"1013","Gwaram",69.9039331,2,1710,"Scenario 1(Business as Usual)",2024
"1014","Gwaram",69.9039331,3,2805,"Scenario 1(Business as Usual)",2027
"1015","Gwaram",69.9039331,4,3900,"Scenario 1(Business as Usual)",2030
"1016","Gwarzo",71.9876187,1,953,"Scenario 1(Business as Usual)",2022
"1017","Gwarzo",71.9876187,2,2048,"Scenario 1(Business as Usual)",2025
"1018","Gwarzo",71.9876187,3,3143,"Scenario 1(Business as Usual)",2028
"1019","Gwer East",43.463817,1,186,"Scenario 1(Business as Usual)",2020
"1020","Gwer East",43.463817,2,1281,"Scenario 1(Business as Usual)",2023
"1021","Gwer East",43.463817,3,2376,"Scenario 1(Business as Usual)",2026
"1022","Gwer East",43.463817,4,3471,"Scenario 1(Business as Usual)",2029
"1023","Gwer West",47.8971197,1,223,"Scenario 1(Business as Usual)",2020
"1024","Gwer West",47.8971197,2,1318,"Scenario 1(Business as Usual)",2023
"1025","Gwer West",47.8971197,3,2413,"Scenario 1(Business as Usual)",2026
"1026","Gwer West",47.8971197,4,3508,"Scenario 1(Business as Usual)",2029
"1027","Gwiwa",64.8829951,1,496,"Scenario 1(Business as Usual)",2021
"1028","Gwiwa",64.8829951,2,1591,"Scenario 1(Business as Usual)",2024
"1029","Gwiwa",64.8829951,3,2686,"Scenario 1(Business as Usual)",2027
"1030","Gwiwa",64.8829951,4,3781,"Scenario 1(Business as Usual)",2030
"1031","Gwoza",65.5002722,1,186,"Scenario 1(Business as Usual)",2020
"1032","Gwoza",65.5002722,2,1281,"Scenario 1(Business as Usual)",2023
"1033","Gwoza",65.5002722,3,2376,"Scenario 1(Business as Usual)",2026
"1034","Gwoza",65.5002722,4,3471,"Scenario 1(Business as Usual)",2029
"1035","Hadejia",63.0488544,1,551,"Scenario 1(Business as Usual)",2021
"1036","Hadejia",63.0488544,2,1646,"Scenario 1(Business as Usual)",2024
"1037","Hadejia",63.0488544,3,2741,"Scenario 1(Business as Usual)",2027
"1038","Hadejia",63.0488544,4,3836,"Scenario 1(Business as Usual)",2030
