"","LGA","kill_rate","round","simday","scenario","year"
"1039","Hawul",62.5521494,1,186,"Scenario 1(Business as Usual)",2020
"1040","Hawul",62.5521494,2,1281,"Scenario 1(Business as Usual)",2023
"1041","Hawul",62.5521494,3,2376,"Scenario 1(Business as Usual)",2026
"1042","Hawul",62.5521494,4,3471,"Scenario 1(Business as Usual)",2029
"1043","Hong",62.9555395,1,186,"Scenario 1(Business as Usual)",2020
"1044","Hong",62.9555395,2,1281,"Scenario 1(Business as Usual)",2023
"1045","Hong",62.9555395,3,2376,"Scenario 1(Business as Usual)",2026
"1046","Hong",62.9555395,4,3471,"Scenario 1(Business as Usual)",2029
"1047","Ibadan North",38.5220242,1,70,"Scenario 1(Business as Usual)",2020
"1048","Ibadan North",38.5220242,2,1165,"Scenario 1(Business as Usual)",2023
"1049","Ibadan North",38.5220242,3,2260,"Scenario 1(Business as Usual)",2026
"1050","Ibadan North",38.5220242,4,3355,"Scenario 1(Business as Usual)",2029
"1051","Ibadan North East",37.3170294,1,70,"Scenario 1(Business as Usual)",2020
"1052","Ibadan North East",37.3170294,2,1165,"Scenario 1(Business as Usual)",2023
"1053","Ibadan North East",37.3170294,3,2260,"Scenario 1(Business as Usual)",2026
"1054","Ibadan North East",37.3170294,4,3355,"Scenario 1(Business as Usual)",2029
"1055","Ibadan North West",39.0908593,1,70,"Scenario 1(Business as Usual)",2020
"1056","Ibadan North West",39.0908593,2,1165,"Scenario 1(Business as Usual)",2023
"1057","Ibadan North West",39.0908593,3,2260,"Scenario 1(Business as Usual)",2026
"1058","Ibadan North West",39.0908593,4,3355,"Scenario 1(Business as Usual)",2029
"1059","Ibadan South East",35.4331864,1,131,"Scenario 1(Business as Usual)",2020
"1060","Ibadan South East",35.4331864,2,1226,"Scenario 1(Business as Usual)",2023
"1061","Ibadan South East",35.4331864,3,2321,"Scenario 1(Business as Usual)",2026
"1062","Ibadan South East",35.4331864,4,3416,"Scenario 1(Business as Usual)",2029
"1063","Ibadan South West",39.0146775,1,70,"Scenario 1(Business as Usual)",2020
"1064","Ibadan South West",39.0146775,2,1165,"Scenario 1(Business as Usual)",2023
"1065","Ibadan South West",39.0146775,3,2260,"Scenario 1(Business as Usual)",2026
"1066","Ibadan South West",39.0146775,4,3355,"Scenario 1(Business as Usual)",2029
"1067","Ibaji",40.6770517,1,162,"Scenario 1(Business as Usual)",2020
"1068","Ibaji",40.6770517,2,1257,"Scenario 1(Business as Usual)",2023
"1069","Ibaji",40.6770517,3,2352,"Scenario 1(Business as Usual)",2026
"1070","Ibaji",40.6770517,4,3447,"Scenario 1(Business as Usual)",2029
"1071","Ibarapa Central",44.4353906,1,131,"Scenario 1(Business as Usual)",2020
"1072","Ibarapa Central",44.4353906,2,1226,"Scenario 1(Business as Usual)",2023
"1073","Ibarapa Central",44.4353906,3,2321,"Scenario 1(Business as Usual)",2026
"1074","Ibarapa Central",44.4353906,4,3416,"Scenario 1(Business as Usual)",2029
"1075","Ibarapa East",41.3265999,1,186,"Scenario 1(Business as Usual)",2020
"1076","Ibarapa East",41.3265999,2,1281,"Scenario 1(Business as Usual)",2023
"1077","Ibarapa East",41.3265999,3,2376,"Scenario 1(Business as Usual)",2026
"1078","Ibarapa East",41.3265999,4,3471,"Scenario 1(Business as Usual)",2029
"1079","Ibarapa North",43.4775142,1,186,"Scenario 1(Business as Usual)",2020
"1080","Ibarapa North",43.4775142,2,1281,"Scenario 1(Business as Usual)",2023
"1081","Ibarapa North",43.4775142,3,2376,"Scenario 1(Business as Usual)",2026
"1082","Ibarapa North",43.4775142,4,3471,"Scenario 1(Business as Usual)",2029
"1083","Ibeju-Lekki",48.4293743,1,162,"Scenario 1(Business as Usual)",2020
"1084","Ibeju-Lekki",48.4293743,2,1257,"Scenario 1(Business as Usual)",2023
"1085","Ibeju-Lekki",48.4293743,3,2352,"Scenario 1(Business as Usual)",2026
"1086","Ibeju-Lekki",48.4293743,4,3447,"Scenario 1(Business as Usual)",2029
"1087","Ibeno",35.3239894,1,527,"Scenario 1(Business as Usual)",2021
"1088","Ibeno",35.3239894,2,1622,"Scenario 1(Business as Usual)",2024
"1089","Ibeno",35.3239894,3,2717,"Scenario 1(Business as Usual)",2027
"1090","Ibeno",35.3239894,4,3812,"Scenario 1(Business as Usual)",2030
"1091","Ibesikpo Asutan",43.0871605,1,527,"Scenario 1(Business as Usual)",2021
"1092","Ibesikpo Asutan",43.0871605,2,1622,"Scenario 1(Business as Usual)",2024
"1093","Ibesikpo Asutan",43.0871605,3,2717,"Scenario 1(Business as Usual)",2027
"1094","Ibesikpo Asutan",43.0871605,4,3812,"Scenario 1(Business as Usual)",2030
"1095","Ibi",47.7905881,1,953,"Scenario 1(Business as Usual)",2022
"1096","Ibi",47.7905881,2,2048,"Scenario 1(Business as Usual)",2025
"1097","Ibi",47.7905881,3,3143,"Scenario 1(Business as Usual)",2028
"1098","Ibiono Ibom",44.6021174,1,527,"Scenario 1(Business as Usual)",2021
"1099","Ibiono Ibom",44.6021174,2,1622,"Scenario 1(Business as Usual)",2024
"1100","Ibiono Ibom",44.6021174,3,2717,"Scenario 1(Business as Usual)",2027
"1101","Ibiono Ibom",44.6021174,4,3812,"Scenario 1(Business as Usual)",2030
"1102","Idah",44.5061456,1,162,"Scenario 1(Business as Usual)",2020
"1103","Idah",44.5061456,2,1257,"Scenario 1(Business as Usual)",2023
"1104","Idah",44.5061456,3,2352,"Scenario 1(Business as Usual)",2026
"1105","Idah",44.5061456,4,3447,"Scenario 1(Business as Usual)",2029
"1106","Idanre",38.691517,1,131,"Scenario 1(Business as Usual)",2020
"1107","Idanre",38.691517,2,1226,"Scenario 1(Business as Usual)",2023
"1108","Idanre",38.691517,3,2321,"Scenario 1(Business as Usual)",2026
"1109","Idanre",38.691517,4,3416,"Scenario 1(Business as Usual)",2029
"1110","Ideato North",49.9135162,1,162,"Scenario 1(Business as Usual)",2020
"1111","Ideato North",49.9135162,2,1257,"Scenario 1(Business as Usual)",2023
"1112","Ideato North",49.9135162,3,2352,"Scenario 1(Business as Usual)",2026
"1113","Ideato North",49.9135162,4,3447,"Scenario 1(Business as Usual)",2029
"1114","Ideato South",49.0817759,1,162,"Scenario 1(Business as Usual)",2020
"1115","Ideato South",49.0817759,2,1257,"Scenario 1(Business as Usual)",2023
"1116","Ideato South",49.0817759,3,2352,"Scenario 1(Business as Usual)",2026
"1117","Ideato South",49.0817759,4,3447,"Scenario 1(Business as Usual)",2029
"1118","Idemili North",47.8205882,1,162,"Scenario 1(Business as Usual)",2020
"1119","Idemili North",47.8205882,2,1257,"Scenario 1(Business as Usual)",2023
"1120","Idemili North",47.8205882,3,2352,"Scenario 1(Business as Usual)",2026
"1121","Idemili North",47.8205882,4,3447,"Scenario 1(Business as Usual)",2029
"1122","Idemili South",44.1250403,1,162,"Scenario 1(Business as Usual)",2020
"1123","Idemili South",44.1250403,2,1257,"Scenario 1(Business as Usual)",2023
"1124","Idemili South",44.1250403,3,2352,"Scenario 1(Business as Usual)",2026
"1125","Idemili South",44.1250403,4,3447,"Scenario 1(Business as Usual)",2029
"1126","Ido",41.8466109,1,131,"Scenario 1(Business as Usual)",2020
"1127","Ido",41.8466109,2,1226,"Scenario 1(Business as Usual)",2023
"1128","Ido",41.8466109,3,2321,"Scenario 1(Business as Usual)",2026
"1129","Ido",41.8466109,4,3416,"Scenario 1(Business as Usual)",2029
"1130","Idosi-Osi",37.9754213,1,186,"Scenario 1(Business as Usual)",2020
"1131","Idosi-Osi",37.9754213,2,1281,"Scenario 1(Business as Usual)",2023
"1132","Idosi-Osi",37.9754213,3,2376,"Scenario 1(Business as Usual)",2026
"1133","Idosi-Osi",37.9754213,4,3471,"Scenario 1(Business as Usual)",2029
"1134","Ifako-Ijaye",45.214207,1,162,"Scenario 1(Business as Usual)",2020
"1135","Ifako-Ijaye",45.214207,2,1257,"Scenario 1(Business as Usual)",2023
"1136","Ifako-Ijaye",45.214207,3,2352,"Scenario 1(Business as Usual)",2026
"1137","Ifako-Ijaye",45.214207,4,3447,"Scenario 1(Business as Usual)",2029
"1138","Ife Central",49.5002812,1,131,"Scenario 1(Business as Usual)",2020
"1139","Ife Central",49.5002812,2,1226,"Scenario 1(Business as Usual)",2023
"1140","Ife Central",49.5002812,3,2321,"Scenario 1(Business as Usual)",2026
"1141","Ife Central",49.5002812,4,3416,"Scenario 1(Business as Usual)",2029
"1142","Ife East",50.3641962,1,131,"Scenario 1(Business as Usual)",2020
"1143","Ife East",50.3641962,2,1226,"Scenario 1(Business as Usual)",2023
"1144","Ife East",50.3641962,3,2321,"Scenario 1(Business as Usual)",2026
"1145","Ife East",50.3641962,4,3416,"Scenario 1(Business as Usual)",2029
"1146","Ife North",47.3764721,1,131,"Scenario 1(Business as Usual)",2020
"1147","Ife North",47.3764721,2,1226,"Scenario 1(Business as Usual)",2023
"1148","Ife North",47.3764721,3,2321,"Scenario 1(Business as Usual)",2026
"1149","Ife North",47.3764721,4,3416,"Scenario 1(Business as Usual)",2029
"1150","Ife South",46.466042,1,131,"Scenario 1(Business as Usual)",2020
"1151","Ife South",46.466042,2,1226,"Scenario 1(Business as Usual)",2023
"1152","Ife South",46.466042,3,2321,"Scenario 1(Business as Usual)",2026
"1153","Ife South",46.466042,4,3416,"Scenario 1(Business as Usual)",2029
"1154","Ifedayo",35.4121438,1,186,"Scenario 1(Business as Usual)",2020
"1155","Ifedayo",35.4121438,2,1281,"Scenario 1(Business as Usual)",2023
"1156","Ifedayo",35.4121438,3,2376,"Scenario 1(Business as Usual)",2026
"1157","Ifedayo",35.4121438,4,3471,"Scenario 1(Business as Usual)",2029
"1158","Ifedore",43.8179998,1,186,"Scenario 1(Business as Usual)",2020
"1159","Ifedore",43.8179998,2,1281,"Scenario 1(Business as Usual)",2023
"1160","Ifedore",43.8179998,3,2376,"Scenario 1(Business as Usual)",2026
"1161","Ifedore",43.8179998,4,3471,"Scenario 1(Business as Usual)",2029
"1162","Ifelodun1",42.5290104,1,186,"Scenario 1(Business as Usual)",2020
"1163","Ifelodun1",42.5290104,2,1281,"Scenario 1(Business as Usual)",2023
"1164","Ifelodun1",42.5290104,3,2376,"Scenario 1(Business as Usual)",2026
"1165","Ifelodun1",42.5290104,4,3471,"Scenario 1(Business as Usual)",2029
"1166","Ifelodun2",45.99798,1,131,"Scenario 1(Business as Usual)",2020
"1167","Ifelodun2",45.99798,2,1226,"Scenario 1(Business as Usual)",2023
"1168","Ifelodun2",45.99798,3,2321,"Scenario 1(Business as Usual)",2026
"1169","Ifelodun2",45.99798,4,3416,"Scenario 1(Business as Usual)",2029
"1170","Ifo",48.4704494,1,527,"Scenario 1(Business as Usual)",2021
"1171","Ifo",48.4704494,2,1622,"Scenario 1(Business as Usual)",2024
"1172","Ifo",48.4704494,3,2717,"Scenario 1(Business as Usual)",2027
"1173","Ifo",48.4704494,4,3812,"Scenario 1(Business as Usual)",2030
"1174","Igabi",56.1783675,1,916,"Scenario 1(Business as Usual)",2022
"1175","Igabi",56.1783675,2,2011,"Scenario 1(Business as Usual)",2025
"1176","Igabi",56.1783675,3,3106,"Scenario 1(Business as Usual)",2028
"1177","Igalamela-Odolu",41.4321376,1,162,"Scenario 1(Business as Usual)",2020
"1178","Igalamela-Odolu",41.4321376,2,1257,"Scenario 1(Business as Usual)",2023
"1179","Igalamela-Odolu",41.4321376,3,2352,"Scenario 1(Business as Usual)",2026
"1180","Igalamela-Odolu",41.4321376,4,3447,"Scenario 1(Business as Usual)",2029
"1181","Igbo-Etiti",44.612671,1,162,"Scenario 1(Business as Usual)",2020
"1182","Igbo-Etiti",44.612671,2,1257,"Scenario 1(Business as Usual)",2023
"1183","Igbo-Etiti",44.612671,3,2352,"Scenario 1(Business as Usual)",2026
"1184","Igbo-Etiti",44.612671,4,3447,"Scenario 1(Business as Usual)",2029
"1185","Igbo-Eze North",40.4119407,1,162,"Scenario 1(Business as Usual)",2020
"1186","Igbo-Eze North",40.4119407,2,1257,"Scenario 1(Business as Usual)",2023
"1187","Igbo-Eze North",40.4119407,3,2352,"Scenario 1(Business as Usual)",2026
"1188","Igbo-Eze North",40.4119407,4,3447,"Scenario 1(Business as Usual)",2029
"1189","Igbo-Eze South",42.8315236,1,162,"Scenario 1(Business as Usual)",2020
"1190","Igbo-Eze South",42.8315236,2,1257,"Scenario 1(Business as Usual)",2023
"1191","Igbo-Eze South",42.8315236,3,2352,"Scenario 1(Business as Usual)",2026
"1192","Igbo-Eze South",42.8315236,4,3447,"Scenario 1(Business as Usual)",2029
"1193","Igueben",47.2108841,1,162,"Scenario 1(Business as Usual)",2020
"1194","Igueben",47.2108841,2,1257,"Scenario 1(Business as Usual)",2023
"1195","Igueben",47.2108841,3,2352,"Scenario 1(Business as Usual)",2026
"1196","Igueben",47.2108841,4,3447,"Scenario 1(Business as Usual)",2029
"1197","Ihiala",29.7729955,1,162,"Scenario 1(Business as Usual)",2020
"1198","Ihiala",29.7729955,2,1257,"Scenario 1(Business as Usual)",2023
"1199","Ihiala",29.7729955,3,2352,"Scenario 1(Business as Usual)",2026
"1200","Ihiala",29.7729955,4,3447,"Scenario 1(Business as Usual)",2029
"1201","Ihitte-Uboma",51.6367403,1,162,"Scenario 1(Business as Usual)",2020
"1202","Ihitte-Uboma",51.6367403,2,1257,"Scenario 1(Business as Usual)",2023
"1203","Ihitte-Uboma",51.6367403,3,2352,"Scenario 1(Business as Usual)",2026
"1204","Ihitte-Uboma",51.6367403,4,3447,"Scenario 1(Business as Usual)",2029
"1205","Ijebu East",48.1021987,1,551,"Scenario 1(Business as Usual)",2021
"1206","Ijebu East",48.1021987,2,1646,"Scenario 1(Business as Usual)",2024
"1207","Ijebu East",48.1021987,3,2741,"Scenario 1(Business as Usual)",2027
"1208","Ijebu East",48.1021987,4,3836,"Scenario 1(Business as Usual)",2030
"1209","Ijebu North",38.4607157,1,435,"Scenario 1(Business as Usual)",2021
"1210","Ijebu North",38.4607157,2,1530,"Scenario 1(Business as Usual)",2024
"1211","Ijebu North",38.4607157,3,2625,"Scenario 1(Business as Usual)",2027
"1212","Ijebu North",38.4607157,4,3720,"Scenario 1(Business as Usual)",2030
"1213","Ijebu North East",45.7008243,1,551,"Scenario 1(Business as Usual)",2021
"1214","Ijebu North East",45.7008243,2,1646,"Scenario 1(Business as Usual)",2024
"1215","Ijebu North East",45.7008243,3,2741,"Scenario 1(Business as Usual)",2027
"1216","Ijebu North East",45.7008243,4,3836,"Scenario 1(Business as Usual)",2030
"1217","Ijebu ode",43.5840096,1,435,"Scenario 1(Business as Usual)",2021
"1218","Ijebu ode",43.5840096,2,1530,"Scenario 1(Business as Usual)",2024
"1219","Ijebu ode",43.5840096,3,2625,"Scenario 1(Business as Usual)",2027
"1220","Ijebu ode",43.5840096,4,3720,"Scenario 1(Business as Usual)",2030
"1221","Ijero",34.8459432,1,186,"Scenario 1(Business as Usual)",2020
"1222","Ijero",34.8459432,2,1281,"Scenario 1(Business as Usual)",2023
"1223","Ijero",34.8459432,3,2376,"Scenario 1(Business as Usual)",2026
"1224","Ijero",34.8459432,4,3471,"Scenario 1(Business as Usual)",2029
"1225","Ijumu",38.7970309,1,186,"Scenario 1(Business as Usual)",2020
"1226","Ijumu",38.7970309,2,1281,"Scenario 1(Business as Usual)",2023
"1227","Ijumu",38.7970309,3,2376,"Scenario 1(Business as Usual)",2026
"1228","Ijumu",38.7970309,4,3471,"Scenario 1(Business as Usual)",2029
"1229","Ika",36.230356,1,527,"Scenario 1(Business as Usual)",2021
"1230","Ika",36.230356,2,1622,"Scenario 1(Business as Usual)",2024
"1231","Ika",36.230356,3,2717,"Scenario 1(Business as Usual)",2027
"1232","Ika",36.230356,4,3812,"Scenario 1(Business as Usual)",2030
"1233","Ika North East",45.0121249,1,892,"Scenario 1(Business as Usual)",2022
"1234","Ika North East",45.0121249,2,1987,"Scenario 1(Business as Usual)",2025
"1235","Ika North East",45.0121249,3,3082,"Scenario 1(Business as Usual)",2028
"1236","Ika South",43.6316512,1,892,"Scenario 1(Business as Usual)",2022
"1237","Ika South",43.6316512,2,1987,"Scenario 1(Business as Usual)",2025
"1238","Ika South",43.6316512,3,3082,"Scenario 1(Business as Usual)",2028
"1239","Ikara",69.3400299,1,916,"Scenario 1(Business as Usual)",2022
"1240","Ikara",69.3400299,2,2011,"Scenario 1(Business as Usual)",2025
"1241","Ikara",69.3400299,3,3106,"Scenario 1(Business as Usual)",2028
"1242","Ikeduru",46.1899584,1,162,"Scenario 1(Business as Usual)",2020
"1243","Ikeduru",46.1899584,2,1257,"Scenario 1(Business as Usual)",2023
"1244","Ikeduru",46.1899584,3,2352,"Scenario 1(Business as Usual)",2026
"1245","Ikeduru",46.1899584,4,3447,"Scenario 1(Business as Usual)",2029
"1246","Ikeja",52.4146789,1,162,"Scenario 1(Business as Usual)",2020
"1247","Ikeja",52.4146789,2,1257,"Scenario 1(Business as Usual)",2023
"1248","Ikeja",52.4146789,3,2352,"Scenario 1(Business as Usual)",2026
"1249","Ikeja",52.4146789,4,3447,"Scenario 1(Business as Usual)",2029
"1250","Ikenne",44.5601554,1,435,"Scenario 1(Business as Usual)",2021
"1251","Ikenne",44.5601554,2,1530,"Scenario 1(Business as Usual)",2024
"1252","Ikenne",44.5601554,3,2625,"Scenario 1(Business as Usual)",2027
"1253","Ikenne",44.5601554,4,3720,"Scenario 1(Business as Usual)",2030
"1254","Ikere",50.525877,1,70,"Scenario 1(Business as Usual)",2020
"1255","Ikere",50.525877,2,1165,"Scenario 1(Business as Usual)",2023
"1256","Ikere",50.525877,3,2260,"Scenario 1(Business as Usual)",2026
"1257","Ikere",50.525877,4,3355,"Scenario 1(Business as Usual)",2029
"1258","Ikole",39.4638898,1,186,"Scenario 1(Business as Usual)",2020
"1259","Ikole",39.4638898,2,1281,"Scenario 1(Business as Usual)",2023
"1260","Ikole",39.4638898,3,2376,"Scenario 1(Business as Usual)",2026
"1261","Ikole",39.4638898,4,3471,"Scenario 1(Business as Usual)",2029
"1262","Ikom",51.620494,1,527,"Scenario 1(Business as Usual)",2021
"1263","Ikom",51.620494,2,1622,"Scenario 1(Business as Usual)",2024
"1264","Ikom",51.620494,3,2717,"Scenario 1(Business as Usual)",2027
"1265","Ikom",51.620494,4,3812,"Scenario 1(Business as Usual)",2030
"1266","Ikono",41.9053252,1,527,"Scenario 1(Business as Usual)",2021
"1267","Ikono",41.9053252,2,1622,"Scenario 1(Business as Usual)",2024
"1268","Ikono",41.9053252,3,2717,"Scenario 1(Business as Usual)",2027
"1269","Ikono",41.9053252,4,3812,"Scenario 1(Business as Usual)",2030
"1270","Ikorodu",50.9105403,1,162,"Scenario 1(Business as Usual)",2020
"1271","Ikorodu",50.9105403,2,1257,"Scenario 1(Business as Usual)",2023
"1272","Ikorodu",50.9105403,3,2352,"Scenario 1(Business as Usual)",2026
"1273","Ikorodu",50.9105403,4,3447,"Scenario 1(Business as Usual)",2029
"1274","Ikot Abasi",29.3529351,1,527,"Scenario 1(Business as Usual)",2021
"1275","Ikot Abasi",29.3529351,2,1622,"Scenario 1(Business as Usual)",2024
"1276","Ikot Abasi",29.3529351,3,2717,"Scenario 1(Business as Usual)",2027
"1277","Ikot Abasi",29.3529351,4,3812,"Scenario 1(Business as Usual)",2030
"1278","Ikot Ekpene",42.4084125,1,527,"Scenario 1(Business as Usual)",2021
"1279","Ikot Ekpene",42.4084125,2,1622,"Scenario 1(Business as Usual)",2024
"1280","Ikot Ekpene",42.4084125,3,2717,"Scenario 1(Business as Usual)",2027
"1281","Ikot Ekpene",42.4084125,4,3812,"Scenario 1(Business as Usual)",2030
"1282","Ikpoba-Okha",39.6692086,1,162,"Scenario 1(Business as Usual)",2020
"1283","Ikpoba-Okha",39.6692086,2,1257,"Scenario 1(Business as Usual)",2023
"1284","Ikpoba-Okha",39.6692086,3,2352,"Scenario 1(Business as Usual)",2026
"1285","Ikpoba-Okha",39.6692086,4,3447,"Scenario 1(Business as Usual)",2029
"1286","Ikwerre",33.2764989,1,162,"Scenario 1(Business as Usual)",2020
"1287","Ikwerre",33.2764989,2,1257,"Scenario 1(Business as Usual)",2023
"1288","Ikwerre",33.2764989,3,2352,"Scenario 1(Business as Usual)",2026
"1289","Ikwerre",33.2764989,4,3447,"Scenario 1(Business as Usual)",2029
"1290","Ikwo",45.892996,1,162,"Scenario 1(Business as Usual)",2020
"1291","Ikwo",45.892996,2,1257,"Scenario 1(Business as Usual)",2023
"1292","Ikwo",45.892996,3,2352,"Scenario 1(Business as Usual)",2026
"1293","Ikwo",45.892996,4,3447,"Scenario 1(Business as Usual)",2029
"1294","Ikwuano",51.532143,1,162,"Scenario 1(Business as Usual)",2020
"1295","Ikwuano",51.532143,2,1257,"Scenario 1(Business as Usual)",2023
"1296","Ikwuano",51.532143,3,2352,"Scenario 1(Business as Usual)",2026
"1297","Ikwuano",51.532143,4,3447,"Scenario 1(Business as Usual)",2029
"1298","Ila",40.1944026,1,186,"Scenario 1(Business as Usual)",2020
"1299","Ila",40.1944026,2,1281,"Scenario 1(Business as Usual)",2023
"1300","Ila",40.1944026,3,2376,"Scenario 1(Business as Usual)",2026
"1301","Ila",40.1944026,4,3471,"Scenario 1(Business as Usual)",2029
