LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,scenario
Aba North,Ngor-Okpala,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aba North,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,38.9615805,38.9615805,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,44.2737006,44.2737006,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,49.5858207,49.5858207,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,54.8979407,54.8979407,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,60.2100608,60.2100608,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,65.5221809,65.5221809,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,70.834301,70.834301,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,76.1464211,76.1464211,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aba South,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,48.0513634,48.0513634,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,54.6131772,54.6131772,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,61.1749909,61.1749909,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,67.7368047,67.7368047,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,74.2986184,74.2986184,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abadam,Babura,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,29.2588303,29.2588303,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,31.5817033,31.5817033,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,33.9045763,33.9045763,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,36.2274493,36.2274493,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,38.5503223,38.5503223,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,40.8731953,40.8731953,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,43.1960683,43.1960683,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,45.5189413,45.5189413,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,47.8418143,47.8418143,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,50.1646874,50.1646874,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abaji,Keana,52.4875604,52.4875604,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,38.9193913,38.9193913,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,43.4926989,43.4926989,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,48.0660064,48.0660064,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,52.639314,52.639314,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,57.2126216,57.2126216,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,61.7859292,61.7859292,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,66.3592368,66.3592368,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,70.9325444,70.9325444,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,75.505852,75.505852,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abak,Nsit Ubium,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,43.7593634,43.7593634,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,48.0016012,48.0016012,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,52.2438391,52.2438391,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,56.4860769,56.4860769,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,60.7283147,60.7283147,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,64.9705525,64.9705525,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,69.2127903,69.2127903,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,73.4550281,73.4550281,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,77.6972659,77.6972659,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abakaliki,Owan East,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,60.1318541,60.1318541,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,64.3740919,64.3740919,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,68.6163298,68.6163298,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,72.8585676,72.8585676,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,77.1008054,77.1008054,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abeokuta North,Owan East,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abeokuta South,Uzo-Uwani,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,26.5939692,26.5939692,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,32.6328891,32.6328891,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,38.671809,38.671809,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,44.7107289,44.7107289,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,50.7496489,50.7496489,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,56.7885688,56.7885688,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,62.8274887,62.8274887,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,68.8664087,68.8664087,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,74.9053286,74.9053286,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abi,Obubra,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,48.1242402,48.1242402,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,53.4363603,53.4363603,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,58.7484804,58.7484804,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,64.0606004,64.0606004,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,69.3727205,69.3727205,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,74.6848406,74.6848406,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,79.9969607,79.9969607,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aboh-Mbaise,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,14.1534089,14.1534089,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,16.0048175,16.0048175,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,17.8562261,17.8562261,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,19.7076347,19.7076347,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,21.5590434,21.5590434,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,23.410452,23.410452,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,25.2618606,25.2618606,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,27.1132692,27.1132692,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,28.9646778,28.9646778,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,30.8160864,30.8160864,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abua-Odual,Ahoada West,32.667495,32.667495,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,9.4581216,9.4581216,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,11.7809946,11.7809946,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,14.1038676,14.1038676,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,16.4267406,16.4267406,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,18.7496136,18.7496136,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,21.0724866,21.0724866,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,23.3953596,23.3953596,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,25.7182326,25.7182326,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,28.0411056,28.0411056,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,30.3639787,30.3639787,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Abuja Municipal,Keana,32.6868517,32.6868517,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,36.3787535,36.3787535,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,40.6209913,40.6209913,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,44.8632292,44.8632292,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,49.105467,49.105467,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,53.3477048,53.3477048,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,57.5899426,57.5899426,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,61.8321804,61.8321804,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,66.0744182,66.0744182,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,70.316656,70.316656,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,74.5588939,74.5588939,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Adavi,Owan East,78.8011317,78.8011317,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,22.7244186,22.7244186,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,25.5218124,25.5218124,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,28.3192061,28.3192061,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,31.1165999,31.1165999,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,33.9139937,33.9139937,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,36.7113874,36.7113874,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,39.5087812,39.5087812,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,42.3061749,42.3061749,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,45.1035687,45.1035687,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,47.9009625,47.9009625,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ado,Akinyele,50.6983562,50.6983562,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,36.3787535,36.3787535,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,40.6209913,40.6209913,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,44.8632292,44.8632292,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,49.105467,49.105467,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,53.3477048,53.3477048,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,57.5899426,57.5899426,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,61.8321804,61.8321804,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,66.0744182,66.0744182,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,70.316656,70.316656,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,74.5588939,74.5588939,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ado Ekiti,Owan East,78.8011317,78.8011317,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,56.0626416,56.0626416,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,63.0843381,63.0843381,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,70.1060346,70.1060346,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,77.1277312,77.1277312,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ado-Odo-Ota,Uzo-Uwani,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,21.087411,21.087411,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,23.8848048,23.8848048,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,26.6821985,26.6821985,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,29.4795923,29.4795923,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,32.2769861,32.2769861,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,35.0743798,35.0743798,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,37.8717736,37.8717736,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,40.6691673,40.6691673,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,43.4665611,43.4665611,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,46.2639549,46.2639549,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Afijio,Akinyele,49.0613486,49.0613486,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Afikpo North,Oru West,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,57.7194198,57.7194198,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,63.0315399,63.0315399,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,68.34366,68.34366,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,73.65578,73.65578,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,78.9679001,78.9679001,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Afikpo South,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,30.8728765,30.8728765,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,33.9673353,33.9673353,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,37.0617941,37.0617941,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,40.1562529,40.1562529,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,43.2507117,43.2507117,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,46.3451705,46.3451705,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,49.4396293,49.4396293,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,52.5340881,52.5340881,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,55.6285469,55.6285469,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,58.7230057,58.7230057,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Agaie,Oke-Ero,61.8174645,61.8174645,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,22.3644673,22.3644673,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,24.6873403,24.6873403,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,27.0102133,27.0102133,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,29.3330863,29.3330863,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,31.6559593,31.6559593,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,33.9788323,33.9788323,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,36.3017053,36.3017053,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,38.6245783,38.6245783,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,40.9474513,40.9474513,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,43.2703244,43.2703244,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Agatu,Keana,45.5931974,45.5931974,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,56.0626416,56.0626416,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,63.0843381,63.0843381,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,70.1060346,70.1060346,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,77.1277312,77.1277312,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Agege,Uzo-Uwani,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,57.4467983,57.4467983,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,64.4147981,64.4147981,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,71.3827979,71.3827979,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,78.3507977,78.3507977,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aguata,Oru West,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,54.9517304,54.9517304,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,61.3148115,61.3148115,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,67.6778927,67.6778927,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,74.0409739,74.0409739,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Agwara,Birnin Kebbi,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,38.9615805,38.9615805,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,44.2737006,44.2737006,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,49.5858207,49.5858207,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,54.8979407,54.8979407,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,60.2100608,60.2100608,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,65.5221809,65.5221809,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,70.834301,70.834301,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,76.1464211,76.1464211,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ahiazu-Mbaise,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,33.7691397,33.7691397,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,35.6205483,35.6205483,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,37.4719569,37.4719569,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,39.3233655,39.3233655,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
