LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,scenario
Ahoada East,Ahoada West,41.1747742,41.1747742,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,43.0261828,43.0261828,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,44.8775914,44.8775914,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,46.729,46.729,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,48.5804086,48.5804086,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,50.4318172,50.4318172,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ahoada East,Ahoada West,52.2832258,52.2832258,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,37.0361505,37.0361505,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,38.8875591,38.8875591,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,40.7389677,40.7389677,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,42.5903763,42.5903763,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,44.441785,44.441785,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,46.2931936,46.2931936,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,48.1446022,48.1446022,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,49.9960108,49.9960108,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,51.8474194,51.8474194,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,53.698828,53.698828,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ahoada West,Ahoada West,55.5502366,55.5502366,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,21.087411,21.087411,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,23.8848048,23.8848048,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,26.6821985,26.6821985,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,29.4795923,29.4795923,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,32.2769861,32.2769861,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,35.0743798,35.0743798,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,37.8717736,37.8717736,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,40.6691673,40.6691673,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,43.4665611,43.4665611,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,46.2639549,46.2639549,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aiyedade,Akinyele,49.0613486,49.0613486,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,21.087411,21.087411,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,23.8848048,23.8848048,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,26.6821985,26.6821985,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,29.4795923,29.4795923,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,32.2769861,32.2769861,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,35.0743798,35.0743798,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,37.8717736,37.8717736,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,40.6691673,40.6691673,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,43.4665611,43.4665611,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,46.2639549,46.2639549,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Aiyedire,Akinyele,49.0613486,49.0613486,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,36.3787535,36.3787535,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,40.6209913,40.6209913,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,44.8632292,44.8632292,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,49.105467,49.105467,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,53.3477048,53.3477048,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,57.5899426,57.5899426,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,61.8321804,61.8321804,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,66.0744182,66.0744182,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,70.316656,70.316656,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,74.5588939,74.5588939,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ajaokuta,Owan East,78.8011317,78.8011317,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ajeromi-Ifelodun,Uzo-Uwani,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,23.5818373,23.5818373,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,26.6263539,26.6263539,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,29.6708705,29.6708705,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,32.7153871,32.7153871,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,35.7599037,35.7599037,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,38.8044203,38.8044203,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,41.8489369,41.8489369,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,44.8934535,44.8934535,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,47.9379701,47.9379701,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,50.9824867,50.9824867,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Ajingi,Taura,54.0270033,54.0270033,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,29.763,29.763,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,35.0751201,35.0751201,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,40.3872402,40.3872402,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,45.6993602,45.6993602,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,51.0114803,51.0114803,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,56.3236004,56.3236004,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,61.6357205,61.6357205,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,66.9478406,66.9478406,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,72.2599607,72.2599607,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,77.5720808,77.5720808,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akamkpa,Ngor-Okpala,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,21.087411,21.087411,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,23.8848048,23.8848048,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,26.6821985,26.6821985,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,29.4795923,29.4795923,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,32.2769861,32.2769861,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,35.0743798,35.0743798,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,37.8717736,37.8717736,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,40.6691673,40.6691673,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,43.4665611,43.4665611,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,46.2639549,46.2639549,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akinyele,Akinyele,49.0613486,49.0613486,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,22.598988,22.598988,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,26.6032596,26.6032596,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,30.6075312,30.6075312,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,34.6118028,34.6118028,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,38.6160744,38.6160744,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,42.620346,42.620346,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,46.6246176,46.6246176,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,50.6288892,50.6288892,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,54.6331608,54.6331608,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,58.6374324,58.6374324,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akko,Alkaleri,62.641704,62.641704,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,35.8423147,35.8423147,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,38.9367735,38.9367735,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,42.0312323,42.0312323,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,45.1256911,45.1256911,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,48.2201499,48.2201499,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,51.3146087,51.3146087,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,54.4090675,54.4090675,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,57.5035263,57.5035263,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,60.5979851,60.5979851,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,63.6924439,63.6924439,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akoko North East,Oke-Ero,66.7869027,66.7869027,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,57.8736494,57.8736494,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,60.9681082,60.9681082,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,64.062567,64.062567,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,67.1570258,67.1570258,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,70.2514846,70.2514846,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,73.3459434,73.3459434,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,76.4404022,76.4404022,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,79.534861,79.534861,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akoko North West,Oke-Ero,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,30.8728765,30.8728765,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,33.9673353,33.9673353,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,37.0617941,37.0617941,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,40.1562529,40.1562529,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,43.2507117,43.2507117,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,46.3451705,46.3451705,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,49.4396293,49.4396293,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,52.5340881,52.5340881,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,55.6285469,55.6285469,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,58.7230057,58.7230057,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akoko South East,Oke-Ero,61.8174645,61.8174645,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,39.5222509,39.5222509,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,42.6167097,42.6167097,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,45.7111685,45.7111685,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,48.8056273,48.8056273,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,51.9000861,51.9000861,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,54.9945449,54.9945449,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,58.0890037,58.0890037,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,61.1834625,61.1834625,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,64.2779213,64.2779213,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,67.3723801,67.3723801,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akoko South West,Oke-Ero,70.4668389,70.4668389,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,51.8613252,51.8613252,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,56.103563,56.103563,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,60.3458009,60.3458009,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,64.5880387,64.5880387,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,68.8302765,68.8302765,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,73.0725143,73.0725143,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,77.3147521,77.3147521,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,80,80,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,80,80,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akoko-Edo,Owan East,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,38.9193913,38.9193913,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,43.4926989,43.4926989,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,48.0660064,48.0660064,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,52.639314,52.639314,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,57.2126216,57.2126216,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,61.7859292,61.7859292,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,66.3592368,66.3592368,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,70.9325444,70.9325444,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,75.505852,75.505852,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,80,80,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akpabuyo,Nsit Ubium,80,80,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,43.7028172,43.7028172,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,45.5542258,45.5542258,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,47.4056344,47.4056344,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,49.257043,49.257043,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,51.1084517,51.1084517,1531,365,2024,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,52.9598603,52.9598603,1896,365,2025,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,54.8112689,54.8112689,2261,365,2026,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,56.6626775,56.6626775,2626,365,2027,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,58.5140861,58.5140861,2991,365,2028,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,60.3654947,60.3654947,3356,365,2029,Scenario 6 (Considered for funding in the NSP)
Akuku Toru,Ahoada West,62.2169033,62.2169033,3721,365,2030,Scenario 6 (Considered for funding in the NSP)
Akure North,Owan East,36.3787535,36.3787535,71,365,2020,Scenario 6 (Considered for funding in the NSP)
Akure North,Owan East,40.6209913,40.6209913,436,365,2021,Scenario 6 (Considered for funding in the NSP)
Akure North,Owan East,44.8632292,44.8632292,801,365,2022,Scenario 6 (Considered for funding in the NSP)
Akure North,Owan East,49.105467,49.105467,1166,365,2023,Scenario 6 (Considered for funding in the NSP)
