"","LGA","kill_rate","round","simday","scenario","year"
"2288","Ona-Ara",36.709896,3,2321,"Scenario 4(Improved coverage)",2026
"2289","Ona-Ara",36.709896,4,3416,"Scenario 4(Improved coverage)",2029
"2290","Ondo East",73.5470693,1,131,"Scenario 4(Improved coverage)",2020
"2291","Ondo East",73.5470693,2,1226,"Scenario 4(Improved coverage)",2023
"2292","Ondo East",73.5470693,3,2321,"Scenario 4(Improved coverage)",2026
"2293","Ondo East",73.5470693,4,3416,"Scenario 4(Improved coverage)",2029
"2294","Ondo West",73.9394724,1,131,"Scenario 4(Improved coverage)",2020
"2295","Ondo West",73.9394724,2,1226,"Scenario 4(Improved coverage)",2023
"2296","Ondo West",73.9394724,3,2321,"Scenario 4(Improved coverage)",2026
"2297","Ondo West",73.9394724,4,3416,"Scenario 4(Improved coverage)",2029
"2298","Onicha",74.0878397,1,162,"Scenario 4(Improved coverage)",2020
"2299","Onicha",74.0878397,2,1257,"Scenario 4(Improved coverage)",2023
"2300","Onicha",74.0878397,3,2352,"Scenario 4(Improved coverage)",2026
"2301","Onicha",74.0878397,4,3447,"Scenario 4(Improved coverage)",2029
"2302","Onitsha North",73.8396974,1,162,"Scenario 4(Improved coverage)",2020
"2303","Onitsha North",73.8396974,2,1257,"Scenario 4(Improved coverage)",2023
"2304","Onitsha North",73.8396974,3,2352,"Scenario 4(Improved coverage)",2026
"2305","Onitsha North",73.8396974,4,3447,"Scenario 4(Improved coverage)",2029
"2306","Onitsha South",73.6746223,1,162,"Scenario 4(Improved coverage)",2020
"2307","Onitsha South",73.6746223,2,1257,"Scenario 4(Improved coverage)",2023
"2308","Onitsha South",73.6746223,3,2352,"Scenario 4(Improved coverage)",2026
"2309","Onitsha South",73.6746223,4,3447,"Scenario 4(Improved coverage)",2029
"2310","Onna",66.904259,1,527,"Scenario 4(Improved coverage)",2021
"2311","Onna",66.904259,2,1622,"Scenario 4(Improved coverage)",2024
"2312","Onna",66.904259,3,2717,"Scenario 4(Improved coverage)",2027
"2313","Onna",66.904259,4,3812,"Scenario 4(Improved coverage)",2030
"2314","Opobo-Nkoro",66.5974784,1,162,"Scenario 4(Improved coverage)",2020
"2315","Opobo-Nkoro",66.5974784,2,1257,"Scenario 4(Improved coverage)",2023
"2316","Opobo-Nkoro",66.5974784,3,2352,"Scenario 4(Improved coverage)",2026
"2317","Opobo-Nkoro",66.5974784,4,3447,"Scenario 4(Improved coverage)",2029
"2318","Oredo",44.5104909,1,162,"Scenario 4(Improved coverage)",2020
"2319","Oredo",44.5104909,2,1257,"Scenario 4(Improved coverage)",2023
"2320","Oredo",44.5104909,3,2352,"Scenario 4(Improved coverage)",2026
"2321","Oredo",44.5104909,4,3447,"Scenario 4(Improved coverage)",2029
"2322","Orelope",73.9443491,1,186,"Scenario 4(Improved coverage)",2020
"2323","Orelope",73.9443491,2,1281,"Scenario 4(Improved coverage)",2023
"2324","Orelope",73.9443491,3,2376,"Scenario 4(Improved coverage)",2026
"2325","Orelope",73.9443491,4,3471,"Scenario 4(Improved coverage)",2029
"2326","Orhionmwon",73.1847739,1,162,"Scenario 4(Improved coverage)",2020
"2327","Orhionmwon",73.1847739,2,1257,"Scenario 4(Improved coverage)",2023
"2328","Orhionmwon",73.1847739,3,2352,"Scenario 4(Improved coverage)",2026
"2329","Orhionmwon",73.1847739,4,3447,"Scenario 4(Improved coverage)",2029
"2330","Ori Ire",73.3152018,1,186,"Scenario 4(Improved coverage)",2020
"2331","Ori Ire",73.3152018,2,1281,"Scenario 4(Improved coverage)",2023
"2332","Ori Ire",73.3152018,3,2376,"Scenario 4(Improved coverage)",2026
"2333","Ori Ire",73.3152018,4,3471,"Scenario 4(Improved coverage)",2029
"2334","Oriade",74.0970008,1,186,"Scenario 4(Improved coverage)",2020
"2335","Oriade",74.0970008,2,1281,"Scenario 4(Improved coverage)",2023
"2336","Oriade",74.0970008,3,2376,"Scenario 4(Improved coverage)",2026
"2337","Oriade",74.0970008,4,3471,"Scenario 4(Improved coverage)",2029
"2338","Orlu",73.6726042,1,162,"Scenario 4(Improved coverage)",2020
"2339","Orlu",73.6726042,2,1257,"Scenario 4(Improved coverage)",2023
"2340","Orlu",73.6726042,3,2352,"Scenario 4(Improved coverage)",2026
"2341","Orlu",73.6726042,4,3447,"Scenario 4(Improved coverage)",2029
"2342","Orolu",74.6511232,1,186,"Scenario 4(Improved coverage)",2020
"2343","Orolu",74.6511232,2,1281,"Scenario 4(Improved coverage)",2023
"2344","Orolu",74.6511232,3,2376,"Scenario 4(Improved coverage)",2026
"2345","Orolu",74.6511232,4,3471,"Scenario 4(Improved coverage)",2029
"2346","Oron",72.6182131,1,527,"Scenario 4(Improved coverage)",2021
"2347","Oron",72.6182131,2,1622,"Scenario 4(Improved coverage)",2024
"2348","Oron",72.6182131,3,2717,"Scenario 4(Improved coverage)",2027
"2349","Oron",72.6182131,4,3812,"Scenario 4(Improved coverage)",2030
"2350","Orsu",71.0527415,1,162,"Scenario 4(Improved coverage)",2020
"2351","Orsu",71.0527415,2,1257,"Scenario 4(Improved coverage)",2023
"2352","Orsu",71.0527415,3,2352,"Scenario 4(Improved coverage)",2026
"2353","Orsu",71.0527415,4,3447,"Scenario 4(Improved coverage)",2029
"2354","Oru East",66.4569581,1,162,"Scenario 4(Improved coverage)",2020
"2355","Oru East",66.4569581,2,1257,"Scenario 4(Improved coverage)",2023
"2356","Oru East",66.4569581,3,2352,"Scenario 4(Improved coverage)",2026
"2357","Oru East",66.4569581,4,3447,"Scenario 4(Improved coverage)",2029
"2358","Oru West",65.3359801,1,162,"Scenario 4(Improved coverage)",2020
"2359","Oru West",65.3359801,2,1257,"Scenario 4(Improved coverage)",2023
"2360","Oru West",65.3359801,3,2352,"Scenario 4(Improved coverage)",2026
"2361","Oru West",65.3359801,4,3447,"Scenario 4(Improved coverage)",2029
"2362","Oruk Anam",72.7192018,1,527,"Scenario 4(Improved coverage)",2021
"2363","Oruk Anam",72.7192018,2,1622,"Scenario 4(Improved coverage)",2024
"2364","Oruk Anam",72.7192018,3,2717,"Scenario 4(Improved coverage)",2027
"2365","Oruk Anam",72.7192018,4,3812,"Scenario 4(Improved coverage)",2030
"2366","Orumba North",74.052015,1,162,"Scenario 4(Improved coverage)",2020
"2367","Orumba North",74.052015,2,1257,"Scenario 4(Improved coverage)",2023
"2368","Orumba North",74.052015,3,2352,"Scenario 4(Improved coverage)",2026
"2369","Orumba North",74.052015,4,3447,"Scenario 4(Improved coverage)",2029
"2370","Orumba South",74.3276001,1,162,"Scenario 4(Improved coverage)",2020
"2371","Orumba South",74.3276001,2,1257,"Scenario 4(Improved coverage)",2023
"2372","Orumba South",74.3276001,3,2352,"Scenario 4(Improved coverage)",2026
"2373","Orumba South",74.3276001,4,3447,"Scenario 4(Improved coverage)",2029
"2374","Ose",73.2859996,1,70,"Scenario 4(Improved coverage)",2020
"2375","Ose",73.2859996,2,1165,"Scenario 4(Improved coverage)",2023
"2376","Ose",73.2859996,3,2260,"Scenario 4(Improved coverage)",2026
"2377","Ose",73.2859996,4,3355,"Scenario 4(Improved coverage)",2029
"2378","Oshimili North",73.2707076,1,892,"Scenario 4(Improved coverage)",2022
"2379","Oshimili North",73.2707076,2,1987,"Scenario 4(Improved coverage)",2025
"2380","Oshimili North",73.2707076,3,3082,"Scenario 4(Improved coverage)",2028
"2381","Oshimili South",72.6148594,1,892,"Scenario 4(Improved coverage)",2022
"2382","Oshimili South",72.6148594,2,1987,"Scenario 4(Improved coverage)",2025
"2383","Oshimili South",72.6148594,3,3082,"Scenario 4(Improved coverage)",2028
"2384","Oshodi-Isolo",51.2122932,1,162,"Scenario 4(Improved coverage)",2020
"2385","Oshodi-Isolo",51.2122932,2,1257,"Scenario 4(Improved coverage)",2023
"2386","Oshodi-Isolo",51.2122932,3,2352,"Scenario 4(Improved coverage)",2026
"2387","Oshodi-Isolo",51.2122932,4,3447,"Scenario 4(Improved coverage)",2029
"2388","Osisioma Ngwa",39.5923243,1,162,"Scenario 4(Improved coverage)",2020
"2389","Osisioma Ngwa",39.5923243,2,1257,"Scenario 4(Improved coverage)",2023
"2390","Osisioma Ngwa",39.5923243,3,2352,"Scenario 4(Improved coverage)",2026
"2391","Osisioma Ngwa",39.5923243,4,3447,"Scenario 4(Improved coverage)",2029
"2392","Osogbo",74.0434208,1,70,"Scenario 4(Improved coverage)",2020
"2393","Osogbo",74.0434208,2,1165,"Scenario 4(Improved coverage)",2023
"2394","Osogbo",74.0434208,3,2260,"Scenario 4(Improved coverage)",2026
"2395","Osogbo",74.0434208,4,3355,"Scenario 4(Improved coverage)",2029
"2396","Oturkpo",74.0789435,1,70,"Scenario 4(Improved coverage)",2020
"2397","Oturkpo",74.0789435,2,1165,"Scenario 4(Improved coverage)",2023
"2398","Oturkpo",74.0789435,3,2260,"Scenario 4(Improved coverage)",2026
"2399","Oturkpo",74.0789435,4,3355,"Scenario 4(Improved coverage)",2029
"2400","Ovia North East",73.2141435,1,70,"Scenario 4(Improved coverage)",2020
"2401","Ovia North East",73.2141435,2,1165,"Scenario 4(Improved coverage)",2023
"2402","Ovia North East",73.2141435,3,2260,"Scenario 4(Improved coverage)",2026
"2403","Ovia North East",73.2141435,4,3355,"Scenario 4(Improved coverage)",2029
"2404","Ovia South West",73.6080953,1,131,"Scenario 4(Improved coverage)",2020
"2405","Ovia South West",73.6080953,2,1226,"Scenario 4(Improved coverage)",2023
"2406","Ovia South West",73.6080953,3,2321,"Scenario 4(Improved coverage)",2026
"2407","Ovia South West",73.6080953,4,3416,"Scenario 4(Improved coverage)",2029
"2408","Owan East",72.7765005,1,70,"Scenario 4(Improved coverage)",2020
"2409","Owan East",72.7765005,2,1165,"Scenario 4(Improved coverage)",2023
"2410","Owan East",72.7765005,3,2260,"Scenario 4(Improved coverage)",2026
"2411","Owan East",72.7765005,4,3355,"Scenario 4(Improved coverage)",2029
"2412","Owan West",73.9132174,1,70,"Scenario 4(Improved coverage)",2020
"2413","Owan West",73.9132174,2,1165,"Scenario 4(Improved coverage)",2023
"2414","Owan West",73.9132174,3,2260,"Scenario 4(Improved coverage)",2026
"2415","Owan West",73.9132174,4,3355,"Scenario 4(Improved coverage)",2029
"2416","Owerri-Municipal",67.390989,1,162,"Scenario 4(Improved coverage)",2020
"2417","Owerri-Municipal",67.390989,2,1257,"Scenario 4(Improved coverage)",2023
"2418","Owerri-Municipal",67.390989,3,2352,"Scenario 4(Improved coverage)",2026
"2419","Owerri-Municipal",67.390989,4,3447,"Scenario 4(Improved coverage)",2029
"2420","Owerri North",70.4259228,1,162,"Scenario 4(Improved coverage)",2020
"2421","Owerri North",70.4259228,2,1257,"Scenario 4(Improved coverage)",2023
"2422","Owerri North",70.4259228,3,2352,"Scenario 4(Improved coverage)",2026
"2423","Owerri North",70.4259228,4,3447,"Scenario 4(Improved coverage)",2029
"2424","Owerri West",67.9467215,1,162,"Scenario 4(Improved coverage)",2020
"2425","Owerri West",67.9467215,2,1257,"Scenario 4(Improved coverage)",2023
"2426","Owerri West",67.9467215,3,2352,"Scenario 4(Improved coverage)",2026
"2427","Owerri West",67.9467215,4,3447,"Scenario 4(Improved coverage)",2029
"2428","Owo",72.1272468,1,70,"Scenario 4(Improved coverage)",2020
"2429","Owo",72.1272468,2,1165,"Scenario 4(Improved coverage)",2023
"2430","Owo",72.1272468,3,2260,"Scenario 4(Improved coverage)",2026
"2431","Owo",72.1272468,4,3355,"Scenario 4(Improved coverage)",2029
"2432","Oye",72.416227,1,186,"Scenario 4(Improved coverage)",2020
"2433","Oye",72.416227,2,1281,"Scenario 4(Improved coverage)",2023
"2434","Oye",72.416227,3,2376,"Scenario 4(Improved coverage)",2026
"2435","Oye",72.416227,4,3471,"Scenario 4(Improved coverage)",2029
"2436","Oyi",73.8924512,1,162,"Scenario 4(Improved coverage)",2020
"2437","Oyi",73.8924512,2,1257,"Scenario 4(Improved coverage)",2023
"2438","Oyi",73.8924512,3,2352,"Scenario 4(Improved coverage)",2026
"2439","Oyi",73.8924512,4,3447,"Scenario 4(Improved coverage)",2029
"2440","Oyigbo",71.7857195,1,162,"Scenario 4(Improved coverage)",2020
"2441","Oyigbo",71.7857195,2,1257,"Scenario 4(Improved coverage)",2023
"2442","Oyigbo",71.7857195,3,2352,"Scenario 4(Improved coverage)",2026
"2443","Oyigbo",71.7857195,4,3447,"Scenario 4(Improved coverage)",2029
"2444","Oyo East",74.5564576,1,131,"Scenario 4(Improved coverage)",2020
"2445","Oyo East",74.5564576,2,1226,"Scenario 4(Improved coverage)",2023
"2446","Oyo East",74.5564576,3,2321,"Scenario 4(Improved coverage)",2026
"2447","Oyo East",74.5564576,4,3416,"Scenario 4(Improved coverage)",2029
"2448","Oyo West",74.2197038,1,131,"Scenario 4(Improved coverage)",2020
"2449","Oyo West",74.2197038,2,1226,"Scenario 4(Improved coverage)",2023
"2450","Oyo West",74.2197038,3,2321,"Scenario 4(Improved coverage)",2026
"2451","Oyo West",74.2197038,4,3416,"Scenario 4(Improved coverage)",2029
"2452","Oyun",73.8025187,1,186,"Scenario 4(Improved coverage)",2020
"2453","Oyun",73.8025187,2,1281,"Scenario 4(Improved coverage)",2023
"2454","Oyun",73.8025187,3,2376,"Scenario 4(Improved coverage)",2026
"2455","Oyun",73.8025187,4,3471,"Scenario 4(Improved coverage)",2029
"2456","Pailoro",74.7006725,1,916,"Scenario 4(Improved coverage)",2022
"2457","Pailoro",74.7006725,2,2011,"Scenario 4(Improved coverage)",2025
"2458","Pailoro",74.7006725,3,3106,"Scenario 4(Improved coverage)",2028
"2459","Pankshin",74.7547566,1,186,"Scenario 4(Improved coverage)",2020
"2460","Pankshin",74.7547566,2,1281,"Scenario 4(Improved coverage)",2023
"2461","Pankshin",74.7547566,3,2376,"Scenario 4(Improved coverage)",2026
"2462","Pankshin",74.7547566,4,3471,"Scenario 4(Improved coverage)",2029
"2463","Patani",62.9722331,1,892,"Scenario 4(Improved coverage)",2022
"2464","Patani",62.9722331,2,1987,"Scenario 4(Improved coverage)",2025
"2465","Patani",62.9722331,3,3082,"Scenario 4(Improved coverage)",2028
"2466","Pategi",72.8448199,1,186,"Scenario 4(Improved coverage)",2020
"2467","Pategi",72.8448199,2,1281,"Scenario 4(Improved coverage)",2023
"2468","Pategi",72.8448199,3,2376,"Scenario 4(Improved coverage)",2026
"2469","Pategi",72.8448199,4,3471,"Scenario 4(Improved coverage)",2029
"2470","Port-Harcourt",31.1971015,1,131,"Scenario 4(Improved coverage)",2020
"2471","Port-Harcourt",31.1971015,2,1226,"Scenario 4(Improved coverage)",2023
"2472","Port-Harcourt",31.1971015,3,2321,"Scenario 4(Improved coverage)",2026
"2473","Port-Harcourt",31.1971015,4,3416,"Scenario 4(Improved coverage)",2029
"2474","Potiskum",75.1484814,1,916,"Scenario 4(Improved coverage)",2022
"2475","Potiskum",75.1484814,2,2011,"Scenario 4(Improved coverage)",2025
"2476","Potiskum",75.1484814,3,3106,"Scenario 4(Improved coverage)",2028
"2477","Qua'an Pan",74.8779939,1,223,"Scenario 4(Improved coverage)",2020
"2478","Qua'an Pan",74.8779939,2,1318,"Scenario 4(Improved coverage)",2023
"2479","Qua'an Pan",74.8779939,3,2413,"Scenario 4(Improved coverage)",2026
"2480","Qua'an Pan",74.8779939,4,3508,"Scenario 4(Improved coverage)",2029
"2481","Rabah",75.1745258,1,223,"Scenario 4(Improved coverage)",2020
"2482","Rabah",75.1745258,2,1318,"Scenario 4(Improved coverage)",2023
"2483","Rabah",75.1745258,3,2413,"Scenario 4(Improved coverage)",2026
"2484","Rabah",75.1745258,4,3508,"Scenario 4(Improved coverage)",2029
"2485","Rafi",74.8275428,1,916,"Scenario 4(Improved coverage)",2022
"2486","Rafi",74.8275428,2,2011,"Scenario 4(Improved coverage)",2025
"2487","Rafi",74.8275428,3,3106,"Scenario 4(Improved coverage)",2028
"2488","Rano",75.1949966,1,953,"Scenario 4(Improved coverage)",2022
"2489","Rano",75.1949966,2,2048,"Scenario 4(Improved coverage)",2025
"2490","Rano",75.1949966,3,3143,"Scenario 4(Improved coverage)",2028
"2491","Remo North",72.9284044,1,435,"Scenario 4(Improved coverage)",2021
"2492","Remo North",72.9284044,2,1530,"Scenario 4(Improved coverage)",2024
"2493","Remo North",72.9284044,3,2625,"Scenario 4(Improved coverage)",2027
"2494","Remo North",72.9284044,4,3720,"Scenario 4(Improved coverage)",2030
"2495","Rijau",74.9254902,1,916,"Scenario 4(Improved coverage)",2022
"2496","Rijau",74.9254902,2,2011,"Scenario 4(Improved coverage)",2025
"2497","Rijau",74.9254902,3,3106,"Scenario 4(Improved coverage)",2028
"2498","Rimi",75.0744464,1,435,"Scenario 4(Improved coverage)",2021
"2499","Rimi",75.0744464,2,1530,"Scenario 4(Improved coverage)",2024
"2500","Rimi",75.0744464,3,2625,"Scenario 4(Improved coverage)",2027
"2501","Rimi",75.0744464,4,3720,"Scenario 4(Improved coverage)",2030
"2502","Rimin Gado",75.1912544,1,953,"Scenario 4(Improved coverage)",2022
"2503","Rimin Gado",75.1912544,2,2048,"Scenario 4(Improved coverage)",2025
"2504","Rimin Gado",75.1912544,3,3143,"Scenario 4(Improved coverage)",2028
"2505","Ringim",75.1291935,1,551,"Scenario 4(Improved coverage)",2021
"2506","Ringim",75.1291935,2,1646,"Scenario 4(Improved coverage)",2024
"2507","Ringim",75.1291935,3,2741,"Scenario 4(Improved coverage)",2027
"2508","Ringim",75.1291935,4,3836,"Scenario 4(Improved coverage)",2030
"2509","Riyom",74.9076616,1,186,"Scenario 4(Improved coverage)",2020
"2510","Riyom",74.9076616,2,1281,"Scenario 4(Improved coverage)",2023
"2511","Riyom",74.9076616,3,2376,"Scenario 4(Improved coverage)",2026
"2512","Riyom",74.9076616,4,3471,"Scenario 4(Improved coverage)",2029
"2513","Rogo",75.1569755,1,953,"Scenario 4(Improved coverage)",2022
"2514","Rogo",75.1569755,2,2048,"Scenario 4(Improved coverage)",2025
"2515","Rogo",75.1569755,3,3143,"Scenario 4(Improved coverage)",2028
"2516","Roni",75.0785097,1,496,"Scenario 4(Improved coverage)",2021
"2517","Roni",75.0785097,2,1591,"Scenario 4(Improved coverage)",2024
"2518","Roni",75.0785097,3,2686,"Scenario 4(Improved coverage)",2027
"2519","Roni",75.0785097,4,3781,"Scenario 4(Improved coverage)",2030
"2520","Sabon-Gari",64.1366645,1,916,"Scenario 4(Improved coverage)",2022
"2521","Sabon-Gari",64.1366645,2,2011,"Scenario 4(Improved coverage)",2025
"2522","Sabon-Gari",64.1366645,3,3106,"Scenario 4(Improved coverage)",2028
"2523","Sabon Birni",75.1459311,1,223,"Scenario 4(Improved coverage)",2020
"2524","Sabon Birni",75.1459311,2,1318,"Scenario 4(Improved coverage)",2023
"2525","Sabon Birni",75.1459311,3,2413,"Scenario 4(Improved coverage)",2026
"2526","Sabon Birni",75.1459311,4,3508,"Scenario 4(Improved coverage)",2029
"2527","Sabuwa",74.9380719,1,588,"Scenario 4(Improved coverage)",2021
"2528","Sabuwa",74.9380719,2,1683,"Scenario 4(Improved coverage)",2024
"2529","Sabuwa",74.9380719,3,2778,"Scenario 4(Improved coverage)",2027
"2530","Sabuwa",74.9380719,4,3873,"Scenario 4(Improved coverage)",2030
"2531","Safana",74.9421794,1,496,"Scenario 4(Improved coverage)",2021
"2532","Safana",74.9421794,2,1591,"Scenario 4(Improved coverage)",2024
"2533","Safana",74.9421794,3,2686,"Scenario 4(Improved coverage)",2027
"2534","Safana",74.9421794,4,3781,"Scenario 4(Improved coverage)",2030
"2535","Sagbama",69.0172734,1,131,"Scenario 4(Improved coverage)",2020
"2536","Sagbama",69.0172734,2,1226,"Scenario 4(Improved coverage)",2023
"2537","Sagbama",69.0172734,3,2321,"Scenario 4(Improved coverage)",2026
"2538","Sagbama",69.0172734,4,3416,"Scenario 4(Improved coverage)",2029
"2539","Sakaba",75.0624257,1,551,"Scenario 4(Improved coverage)",2021
"2540","Sakaba",75.0624257,2,1646,"Scenario 4(Improved coverage)",2024
"2541","Sakaba",75.0624257,3,2741,"Scenario 4(Improved coverage)",2027
"2542","Sakaba",75.0624257,4,3836,"Scenario 4(Improved coverage)",2030
"2543","Saki East",74.4035901,1,186,"Scenario 4(Improved coverage)",2020
"2544","Saki East",74.4035901,2,1281,"Scenario 4(Improved coverage)",2023
"2545","Saki East",74.4035901,3,2376,"Scenario 4(Improved coverage)",2026
"2546","Saki East",74.4035901,4,3471,"Scenario 4(Improved coverage)",2029
"2547","Saki West",74.3612252,1,131,"Scenario 4(Improved coverage)",2020
"2548","Saki West",74.3612252,2,1226,"Scenario 4(Improved coverage)",2023
"2549","Saki West",74.3612252,3,2321,"Scenario 4(Improved coverage)",2026
"2550","Saki West",74.3612252,4,3416,"Scenario 4(Improved coverage)",2029
"2551","Sandamu",75.1482305,1,435,"Scenario 4(Improved coverage)",2021
"2552","Sandamu",75.1482305,2,1530,"Scenario 4(Improved coverage)",2024
"2553","Sandamu",75.1482305,3,2625,"Scenario 4(Improved coverage)",2027
"2554","Sandamu",75.1482305,4,3720,"Scenario 4(Improved coverage)",2030
"2555","Sanga",74.3854343,1,916,"Scenario 4(Improved coverage)",2022
"2556","Sanga",74.3854343,2,2011,"Scenario 4(Improved coverage)",2025
"2557","Sanga",74.3854343,3,3106,"Scenario 4(Improved coverage)",2028
"2558","Sapele",72.2602083,1,892,"Scenario 4(Improved coverage)",2022
"2559","Sapele",72.2602083,2,1987,"Scenario 4(Improved coverage)",2025
"2560","Sapele",72.2602083,3,3082,"Scenario 4(Improved coverage)",2028
"2561","Sardauna",71.8828925,1,892,"Scenario 4(Improved coverage)",2022
"2562","Sardauna",71.8828925,2,1987,"Scenario 4(Improved coverage)",2025
"2563","Sardauna",71.8828925,3,3082,"Scenario 4(Improved coverage)",2028
"2564","Shagamu",49.1958645,1,527,"Scenario 4(Improved coverage)",2021
"2565","Shagamu",49.1958645,2,1622,"Scenario 4(Improved coverage)",2024
"2566","Shagamu",49.1958645,3,2717,"Scenario 4(Improved coverage)",2027
"2567","Shagamu",49.1958645,4,3812,"Scenario 4(Improved coverage)",2030
"2568","Shagari",75.154983,1,223,"Scenario 4(Improved coverage)",2020
"2569","Shagari",75.154983,2,1318,"Scenario 4(Improved coverage)",2023
"2570","Shagari",75.154983,3,2413,"Scenario 4(Improved coverage)",2026
"2571","Shagari",75.154983,4,3508,"Scenario 4(Improved coverage)",2029
"2572","Shanga",74.9518527,1,588,"Scenario 4(Improved coverage)",2021
"2573","Shanga",74.9518527,2,1683,"Scenario 4(Improved coverage)",2024
"2574","Shanga",74.9518527,3,2778,"Scenario 4(Improved coverage)",2027
"2575","Shanga",74.9518527,4,3873,"Scenario 4(Improved coverage)",2030
"2576","Shani",75.0678509,1,186,"Scenario 4(Improved coverage)",2020
"2577","Shani",75.0678509,2,1281,"Scenario 4(Improved coverage)",2023
"2578","Shani",75.0678509,3,2376,"Scenario 4(Improved coverage)",2026
"2579","Shani",75.0678509,4,3471,"Scenario 4(Improved coverage)",2029
"2580","Shanono",75.178541,1,953,"Scenario 4(Improved coverage)",2022
"2581","Shanono",75.178541,2,2048,"Scenario 4(Improved coverage)",2025
"2582","Shanono",75.178541,3,3143,"Scenario 4(Improved coverage)",2028
"2583","Shelleng",74.9238946,1,186,"Scenario 4(Improved coverage)",2020
"2584","Shelleng",74.9238946,2,1281,"Scenario 4(Improved coverage)",2023
"2585","Shelleng",74.9238946,3,2376,"Scenario 4(Improved coverage)",2026
"2586","Shelleng",74.9238946,4,3471,"Scenario 4(Improved coverage)",2029
"2587","Shendam",74.6969104,1,223,"Scenario 4(Improved coverage)",2020
"2588","Shendam",74.6969104,2,1318,"Scenario 4(Improved coverage)",2023
"2589","Shendam",74.6969104,3,2413,"Scenario 4(Improved coverage)",2026
"2590","Shendam",74.6969104,4,3508,"Scenario 4(Improved coverage)",2029
"2591","Shinkafi",75.1838497,1,70,"Scenario 4(Improved coverage)",2020
"2592","Shinkafi",75.1838497,2,1165,"Scenario 4(Improved coverage)",2023
"2593","Shinkafi",75.1838497,3,2260,"Scenario 4(Improved coverage)",2026
"2594","Shinkafi",75.1838497,4,3355,"Scenario 4(Improved coverage)",2029
"2595","Shira",75.1370603,1,615,"Scenario 4(Improved coverage)",2021
"2596","Shira",75.1370603,2,1710,"Scenario 4(Improved coverage)",2024
"2597","Shira",75.1370603,3,2805,"Scenario 4(Improved coverage)",2027
"2598","Shira",75.1370603,4,3900,"Scenario 4(Improved coverage)",2030
"2599","Shiroro",74.8659521,1,916,"Scenario 4(Improved coverage)",2022
"2600","Shiroro",74.8659521,2,2011,"Scenario 4(Improved coverage)",2025
"2601","Shiroro",74.8659521,3,3106,"Scenario 4(Improved coverage)",2028
"2602","Shomgom",73.9563122,1,551,"Scenario 4(Improved coverage)",2021
"2603","Shomgom",73.9563122,2,1646,"Scenario 4(Improved coverage)",2024
"2604","Shomgom",73.9563122,3,2741,"Scenario 4(Improved coverage)",2027
"2605","Shomgom",73.9563122,4,3836,"Scenario 4(Improved coverage)",2030
"2606","Shomolu",52.0017201,1,162,"Scenario 4(Improved coverage)",2020
"2607","Shomolu",52.0017201,2,1257,"Scenario 4(Improved coverage)",2023
"2608","Shomolu",52.0017201,3,2352,"Scenario 4(Improved coverage)",2026
"2609","Shomolu",52.0017201,4,3447,"Scenario 4(Improved coverage)",2029
"2610","Silame",75.1555363,1,223,"Scenario 4(Improved coverage)",2020
"2611","Silame",75.1555363,2,1318,"Scenario 4(Improved coverage)",2023
"2612","Silame",75.1555363,3,2413,"Scenario 4(Improved coverage)",2026
"2613","Silame",75.1555363,4,3508,"Scenario 4(Improved coverage)",2029
"2614","Soba",74.9081498,1,916,"Scenario 4(Improved coverage)",2022
"2615","Soba",74.9081498,2,2011,"Scenario 4(Improved coverage)",2025
"2616","Soba",74.9081498,3,3106,"Scenario 4(Improved coverage)",2028
"2617","Sokoto North",75.1645507,1,223,"Scenario 4(Improved coverage)",2020
"2618","Sokoto North",75.1645507,2,1318,"Scenario 4(Improved coverage)",2023
"2619","Sokoto North",75.1645507,3,2413,"Scenario 4(Improved coverage)",2026
"2620","Sokoto North",75.1645507,4,3508,"Scenario 4(Improved coverage)",2029
"2621","Sokoto South",75.1847196,1,223,"Scenario 4(Improved coverage)",2020
"2622","Sokoto South",75.1847196,2,1318,"Scenario 4(Improved coverage)",2023
"2623","Sokoto South",75.1847196,3,2413,"Scenario 4(Improved coverage)",2026
"2624","Sokoto South",75.1847196,4,3508,"Scenario 4(Improved coverage)",2029
"2625","Song",74.8320258,1,186,"Scenario 4(Improved coverage)",2020
"2626","Song",74.8320258,2,1281,"Scenario 4(Improved coverage)",2023
"2627","Song",74.8320258,3,2376,"Scenario 4(Improved coverage)",2026
"2628","Song",74.8320258,4,3471,"Scenario 4(Improved coverage)",2029
"2629","Southern Ijaw",72.4294496,1,131,"Scenario 4(Improved coverage)",2020
"2630","Southern Ijaw",72.4294496,2,1226,"Scenario 4(Improved coverage)",2023
"2631","Southern Ijaw",72.4294496,3,2321,"Scenario 4(Improved coverage)",2026
"2632","Southern Ijaw",72.4294496,4,3416,"Scenario 4(Improved coverage)",2029
"2633","Sule-Tankarkar",75.1442515,1,496,"Scenario 4(Improved coverage)",2021
"2634","Sule-Tankarkar",75.1442515,2,1591,"Scenario 4(Improved coverage)",2024
"2635","Sule-Tankarkar",75.1442515,3,2686,"Scenario 4(Improved coverage)",2027
"2636","Sule-Tankarkar",75.1442515,4,3781,"Scenario 4(Improved coverage)",2030
"2637","Suleja",74.8915838,1,953,"Scenario 4(Improved coverage)",2022
"2638","Suleja",74.8915838,2,2048,"Scenario 4(Improved coverage)",2025
"2639","Suleja",74.8915838,3,3143,"Scenario 4(Improved coverage)",2028
