"","X1","State","LGA","repDS","peak","year","round","duration","coverage_high_access","coverage_low_access","max_age","simday","scenario"
"7453",6878,"Kaduna","Jema'a","Soba","july",2024,2,-1,1,0.6,5,1676,"scenario 2 - 5"
"7454",6879,"Kaduna","Jema'a","Soba","july",2024,3,-1,1,0.6,5,1706,"scenario 2 - 5"
"7455",6880,"Kaduna","Jema'a","Soba","july",2024,4,-1,1,0.6,5,1736,"scenario 2 - 5"
"7456",6997,"Kaduna","Jema'a","Soba","july",2024,1,-1,1,0.6,5,1646,"scenario 2 - 5"
"7457",8458,"Kaduna","Jema'a","Soba","july",2025,2,-1,1,0.6,5,2041,"scenario 2 - 5"
"7458",8459,"Kaduna","Jema'a","Soba","july",2025,3,-1,1,0.6,5,2071,"scenario 2 - 5"
"7459",8460,"Kaduna","Jema'a","Soba","july",2025,4,-1,1,0.6,5,2101,"scenario 2 - 5"
"7460",8577,"Kaduna","Jema'a","Soba","july",2025,1,-1,1,0.6,5,2011,"scenario 2 - 5"
"7461",10038,"Kaduna","Jema'a","Soba","july",2026,2,-1,1,0.6,5,2406,"scenario 2 - 5"
"7462",10039,"Kaduna","Jema'a","Soba","july",2026,3,-1,1,0.6,5,2436,"scenario 2 - 5"
"7463",10040,"Kaduna","Jema'a","Soba","july",2026,4,-1,1,0.6,5,2466,"scenario 2 - 5"
"7464",10157,"Kaduna","Jema'a","Soba","july",2026,1,-1,1,0.6,5,2376,"scenario 2 - 5"
"7465",11618,"Kaduna","Jema'a","Soba","july",2027,2,-1,1,0.6,5,2771,"scenario 2 - 5"
"7466",11619,"Kaduna","Jema'a","Soba","july",2027,3,-1,1,0.6,5,2801,"scenario 2 - 5"
"7467",11620,"Kaduna","Jema'a","Soba","july",2027,4,-1,1,0.6,5,2831,"scenario 2 - 5"
"7468",11737,"Kaduna","Jema'a","Soba","july",2027,1,-1,1,0.6,5,2741,"scenario 2 - 5"
"7469",13198,"Kaduna","Jema'a","Soba","july",2028,2,-1,1,0.6,5,3136,"scenario 2 - 5"
"7470",13199,"Kaduna","Jema'a","Soba","july",2028,3,-1,1,0.6,5,3166,"scenario 2 - 5"
"7471",13200,"Kaduna","Jema'a","Soba","july",2028,4,-1,1,0.6,5,3196,"scenario 2 - 5"
"7472",13317,"Kaduna","Jema'a","Soba","july",2028,1,-1,1,0.6,5,3106,"scenario 2 - 5"
"7473",14778,"Kaduna","Jema'a","Soba","july",2029,2,-1,1,0.6,5,3501,"scenario 2 - 5"
"7474",14779,"Kaduna","Jema'a","Soba","july",2029,3,-1,1,0.6,5,3531,"scenario 2 - 5"
"7475",14780,"Kaduna","Jema'a","Soba","july",2029,4,-1,1,0.6,5,3561,"scenario 2 - 5"
"7476",14897,"Kaduna","Jema'a","Soba","july",2029,1,-1,1,0.6,5,3471,"scenario 2 - 5"
"7477",16358,"Kaduna","Jema'a","Soba","july",2030,2,-1,1,0.6,5,3866,"scenario 2 - 5"
"7478",16359,"Kaduna","Jema'a","Soba","july",2030,3,-1,1,0.6,5,3896,"scenario 2 - 5"
"7479",16360,"Kaduna","Jema'a","Soba","july",2030,4,-1,1,0.6,5,3926,"scenario 2 - 5"
"7480",16477,"Kaduna","Jema'a","Soba","july",2030,1,-1,1,0.6,5,3836,"scenario 2 - 5"
"7481",278,"Borno","Jere","Gawabawa","august",2020,2,-1,1,0.6,5,253,"scenario 2 - 5"
"7482",279,"Borno","Jere","Gawabawa","august",2020,3,-1,1,0.6,5,283,"scenario 2 - 5"
"7483",280,"Borno","Jere","Gawabawa","august",2020,4,-1,1,0.6,5,313,"scenario 2 - 5"
"7484",681,"Borno","Jere","Gawabawa","august",2020,1,-1,1,0.6,5,223,"scenario 2 - 5"
"7485",1858,"Borno","Jere","Gawabawa","august",2021,2,-1,1,0.6,5,618,"scenario 2 - 5"
"7486",1859,"Borno","Jere","Gawabawa","august",2021,3,-1,1,0.6,5,648,"scenario 2 - 5"
"7487",1860,"Borno","Jere","Gawabawa","august",2021,4,-1,1,0.6,5,678,"scenario 2 - 5"
"7488",2261,"Borno","Jere","Gawabawa","august",2021,1,-1,1,0.6,5,588,"scenario 2 - 5"
"7489",3438,"Borno","Jere","Gawabawa","august",2022,2,-1,1,0.6,5,983,"scenario 2 - 5"
"7490",3439,"Borno","Jere","Gawabawa","august",2022,3,-1,1,0.6,5,1013,"scenario 2 - 5"
"7491",3440,"Borno","Jere","Gawabawa","august",2022,4,-1,1,0.6,5,1043,"scenario 2 - 5"
"7492",3841,"Borno","Jere","Gawabawa","august",2022,1,-1,1,0.6,5,953,"scenario 2 - 5"
"7493",5018,"Borno","Jere","Gawabawa","august",2023,2,-1,1,0.6,5,1348,"scenario 2 - 5"
"7494",5019,"Borno","Jere","Gawabawa","august",2023,3,-1,1,0.6,5,1378,"scenario 2 - 5"
"7495",5020,"Borno","Jere","Gawabawa","august",2023,4,-1,1,0.6,5,1408,"scenario 2 - 5"
"7496",5421,"Borno","Jere","Gawabawa","august",2023,1,-1,1,0.6,5,1318,"scenario 2 - 5"
"7497",6598,"Borno","Jere","Gawabawa","august",2024,2,-1,1,0.6,5,1713,"scenario 2 - 5"
"7498",6599,"Borno","Jere","Gawabawa","august",2024,3,-1,1,0.6,5,1743,"scenario 2 - 5"
"7499",6600,"Borno","Jere","Gawabawa","august",2024,4,-1,1,0.6,5,1773,"scenario 2 - 5"
"7500",7001,"Borno","Jere","Gawabawa","august",2024,1,-1,1,0.6,5,1683,"scenario 2 - 5"
"7501",8178,"Borno","Jere","Gawabawa","august",2025,2,-1,1,0.6,5,2078,"scenario 2 - 5"
"7502",8179,"Borno","Jere","Gawabawa","august",2025,3,-1,1,0.6,5,2108,"scenario 2 - 5"
"7503",8180,"Borno","Jere","Gawabawa","august",2025,4,-1,1,0.6,5,2138,"scenario 2 - 5"
"7504",8581,"Borno","Jere","Gawabawa","august",2025,1,-1,1,0.6,5,2048,"scenario 2 - 5"
"7505",9758,"Borno","Jere","Gawabawa","august",2026,2,-1,1,0.6,5,2443,"scenario 2 - 5"
"7506",9759,"Borno","Jere","Gawabawa","august",2026,3,-1,1,0.6,5,2473,"scenario 2 - 5"
"7507",9760,"Borno","Jere","Gawabawa","august",2026,4,-1,1,0.6,5,2503,"scenario 2 - 5"
"7508",10161,"Borno","Jere","Gawabawa","august",2026,1,-1,1,0.6,5,2413,"scenario 2 - 5"
"7509",11338,"Borno","Jere","Gawabawa","august",2027,2,-1,1,0.6,5,2808,"scenario 2 - 5"
"7510",11339,"Borno","Jere","Gawabawa","august",2027,3,-1,1,0.6,5,2838,"scenario 2 - 5"
"7511",11340,"Borno","Jere","Gawabawa","august",2027,4,-1,1,0.6,5,2868,"scenario 2 - 5"
"7512",11741,"Borno","Jere","Gawabawa","august",2027,1,-1,1,0.6,5,2778,"scenario 2 - 5"
"7513",12918,"Borno","Jere","Gawabawa","august",2028,2,-1,1,0.6,5,3173,"scenario 2 - 5"
"7514",12919,"Borno","Jere","Gawabawa","august",2028,3,-1,1,0.6,5,3203,"scenario 2 - 5"
"7515",12920,"Borno","Jere","Gawabawa","august",2028,4,-1,1,0.6,5,3233,"scenario 2 - 5"
"7516",13321,"Borno","Jere","Gawabawa","august",2028,1,-1,1,0.6,5,3143,"scenario 2 - 5"
"7517",14498,"Borno","Jere","Gawabawa","august",2029,2,-1,1,0.6,5,3538,"scenario 2 - 5"
"7518",14499,"Borno","Jere","Gawabawa","august",2029,3,-1,1,0.6,5,3568,"scenario 2 - 5"
"7519",14500,"Borno","Jere","Gawabawa","august",2029,4,-1,1,0.6,5,3598,"scenario 2 - 5"
"7520",14901,"Borno","Jere","Gawabawa","august",2029,1,-1,1,0.6,5,3508,"scenario 2 - 5"
"7521",16078,"Borno","Jere","Gawabawa","august",2030,2,-1,1,0.6,5,3903,"scenario 2 - 5"
"7522",16079,"Borno","Jere","Gawabawa","august",2030,3,-1,1,0.6,5,3933,"scenario 2 - 5"
"7523",16080,"Borno","Jere","Gawabawa","august",2030,4,-1,1,0.6,5,3963,"scenario 2 - 5"
"7524",16481,"Borno","Jere","Gawabawa","august",2030,1,-1,1,0.6,5,3873,"scenario 2 - 5"
"7525",685,"Katsina","Jibia","Rimi","march",2020,1,-1,1,0.975975976,5,186,"scenario 2 - 5"
"7526",862,"Katsina","Jibia","Rimi","march",2020,2,-1,1,0.977477477,5,214,"scenario 2 - 5"
"7527",863,"Katsina","Jibia","Rimi","march",2020,3,-1,1,0.951951952,5,242,"scenario 2 - 5"
"7528",864,"Katsina","Jibia","Rimi","march",2020,4,-1,1,0.6,5,270,"scenario 2 - 5"
"7529",2265,"Katsina","Jibia","Rimi","march",2021,1,-1,1,0.975975976,5,551,"scenario 2 - 5"
"7530",2442,"Katsina","Jibia","Rimi","march",2021,2,-1,1,0.977477477,5,579,"scenario 2 - 5"
"7531",2443,"Katsina","Jibia","Rimi","march",2021,3,-1,1,0.951951952,5,607,"scenario 2 - 5"
"7532",2444,"Katsina","Jibia","Rimi","march",2021,4,-1,1,0.6,5,635,"scenario 2 - 5"
"7533",3845,"Katsina","Jibia","Rimi","march",2022,1,-1,1,0.975975976,5,916,"scenario 2 - 5"
"7534",4022,"Katsina","Jibia","Rimi","march",2022,2,-1,1,0.977477477,5,944,"scenario 2 - 5"
"7535",4023,"Katsina","Jibia","Rimi","march",2022,3,-1,1,0.951951952,5,972,"scenario 2 - 5"
"7536",4024,"Katsina","Jibia","Rimi","march",2022,4,-1,1,0.6,5,1000,"scenario 2 - 5"
"7537",5425,"Katsina","Jibia","Rimi","march",2023,1,-1,1,0.975975976,5,1281,"scenario 2 - 5"
"7538",5602,"Katsina","Jibia","Rimi","march",2023,2,-1,1,0.977477477,5,1309,"scenario 2 - 5"
"7539",5603,"Katsina","Jibia","Rimi","march",2023,3,-1,1,0.951951952,5,1337,"scenario 2 - 5"
"7540",5604,"Katsina","Jibia","Rimi","march",2023,4,-1,1,0.6,5,1365,"scenario 2 - 5"
"7541",7005,"Katsina","Jibia","Rimi","march",2024,1,-1,1,0.975975976,5,1646,"scenario 2 - 5"
"7542",7182,"Katsina","Jibia","Rimi","march",2024,2,-1,1,0.977477477,5,1674,"scenario 2 - 5"
"7543",7183,"Katsina","Jibia","Rimi","march",2024,3,-1,1,0.951951952,5,1702,"scenario 2 - 5"
"7544",7184,"Katsina","Jibia","Rimi","march",2024,4,-1,1,0.6,5,1730,"scenario 2 - 5"
"7545",8585,"Katsina","Jibia","Rimi","march",2025,1,-1,1,0.975975976,5,2011,"scenario 2 - 5"
"7546",8762,"Katsina","Jibia","Rimi","march",2025,2,-1,1,0.977477477,5,2039,"scenario 2 - 5"
"7547",8763,"Katsina","Jibia","Rimi","march",2025,3,-1,1,0.951951952,5,2067,"scenario 2 - 5"
"7548",8764,"Katsina","Jibia","Rimi","march",2025,4,-1,1,0.6,5,2095,"scenario 2 - 5"
"7549",10165,"Katsina","Jibia","Rimi","march",2026,1,-1,1,0.975975976,5,2376,"scenario 2 - 5"
"7550",10342,"Katsina","Jibia","Rimi","march",2026,2,-1,1,0.977477477,5,2404,"scenario 2 - 5"
"7551",10343,"Katsina","Jibia","Rimi","march",2026,3,-1,1,0.951951952,5,2432,"scenario 2 - 5"
"7552",10344,"Katsina","Jibia","Rimi","march",2026,4,-1,1,0.6,5,2460,"scenario 2 - 5"
"7553",11745,"Katsina","Jibia","Rimi","march",2027,1,-1,1,0.975975976,5,2741,"scenario 2 - 5"
"7554",11922,"Katsina","Jibia","Rimi","march",2027,2,-1,1,0.977477477,5,2769,"scenario 2 - 5"
"7555",11923,"Katsina","Jibia","Rimi","march",2027,3,-1,1,0.951951952,5,2797,"scenario 2 - 5"
"7556",11924,"Katsina","Jibia","Rimi","march",2027,4,-1,1,0.6,5,2825,"scenario 2 - 5"
"7557",13325,"Katsina","Jibia","Rimi","march",2028,1,-1,1,0.975975976,5,3106,"scenario 2 - 5"
"7558",13502,"Katsina","Jibia","Rimi","march",2028,2,-1,1,0.977477477,5,3134,"scenario 2 - 5"
"7559",13503,"Katsina","Jibia","Rimi","march",2028,3,-1,1,0.951951952,5,3162,"scenario 2 - 5"
"7560",13504,"Katsina","Jibia","Rimi","march",2028,4,-1,1,0.6,5,3190,"scenario 2 - 5"
"7561",14905,"Katsina","Jibia","Rimi","march",2029,1,-1,1,0.975975976,5,3471,"scenario 2 - 5"
"7562",15082,"Katsina","Jibia","Rimi","march",2029,2,-1,1,0.977477477,5,3499,"scenario 2 - 5"
"7563",15083,"Katsina","Jibia","Rimi","march",2029,3,-1,1,0.951951952,5,3527,"scenario 2 - 5"
"7564",15084,"Katsina","Jibia","Rimi","march",2029,4,-1,1,0.6,5,3555,"scenario 2 - 5"
"7565",16485,"Katsina","Jibia","Rimi","march",2030,1,-1,1,0.975975976,5,3836,"scenario 2 - 5"
"7566",16662,"Katsina","Jibia","Rimi","march",2030,2,-1,1,0.977477477,5,3864,"scenario 2 - 5"
"7567",16663,"Katsina","Jibia","Rimi","march",2030,3,-1,1,0.951951952,5,3892,"scenario 2 - 5"
"7568",16664,"Katsina","Jibia","Rimi","march",2030,4,-1,1,0.6,5,3920,"scenario 2 - 5"
"7569",689,"Plateau","Jos East","Soba","july",2020,1,-1,1,0.6,5,186,"scenario 2 - 5"
"7570",1262,"Plateau","Jos East","Soba","july",2020,2,-1,1,0.6,5,216,"scenario 2 - 5"
"7571",1263,"Plateau","Jos East","Soba","july",2020,3,-1,1,0.6,5,246,"scenario 2 - 5"
"7572",1264,"Plateau","Jos East","Soba","july",2020,4,-1,1,0.6,5,276,"scenario 2 - 5"
"7573",2269,"Plateau","Jos East","Soba","july",2021,1,-1,1,0.6,5,551,"scenario 2 - 5"
"7574",2842,"Plateau","Jos East","Soba","july",2021,2,-1,1,0.6,5,581,"scenario 2 - 5"
"7575",2843,"Plateau","Jos East","Soba","july",2021,3,-1,1,0.6,5,611,"scenario 2 - 5"
"7576",2844,"Plateau","Jos East","Soba","july",2021,4,-1,1,0.6,5,641,"scenario 2 - 5"
"7577",3849,"Plateau","Jos East","Soba","july",2022,1,-1,1,0.6,5,916,"scenario 2 - 5"
"7578",4422,"Plateau","Jos East","Soba","july",2022,2,-1,1,0.6,5,946,"scenario 2 - 5"
"7579",4423,"Plateau","Jos East","Soba","july",2022,3,-1,1,0.6,5,976,"scenario 2 - 5"
"7580",4424,"Plateau","Jos East","Soba","july",2022,4,-1,1,0.6,5,1006,"scenario 2 - 5"
"7581",5429,"Plateau","Jos East","Soba","july",2023,1,-1,1,0.6,5,1281,"scenario 2 - 5"
"7582",6002,"Plateau","Jos East","Soba","july",2023,2,-1,1,0.6,5,1311,"scenario 2 - 5"
"7583",6003,"Plateau","Jos East","Soba","july",2023,3,-1,1,0.6,5,1341,"scenario 2 - 5"
"7584",6004,"Plateau","Jos East","Soba","july",2023,4,-1,1,0.6,5,1371,"scenario 2 - 5"
"7585",7009,"Plateau","Jos East","Soba","july",2024,1,-1,1,0.6,5,1646,"scenario 2 - 5"
"7586",7582,"Plateau","Jos East","Soba","july",2024,2,-1,1,0.6,5,1676,"scenario 2 - 5"
"7587",7583,"Plateau","Jos East","Soba","july",2024,3,-1,1,0.6,5,1706,"scenario 2 - 5"
"7588",7584,"Plateau","Jos East","Soba","july",2024,4,-1,1,0.6,5,1736,"scenario 2 - 5"
"7589",8589,"Plateau","Jos East","Soba","july",2025,1,-1,1,0.6,5,2011,"scenario 2 - 5"
"7590",9162,"Plateau","Jos East","Soba","july",2025,2,-1,1,0.6,5,2041,"scenario 2 - 5"
"7591",9163,"Plateau","Jos East","Soba","july",2025,3,-1,1,0.6,5,2071,"scenario 2 - 5"
"7592",9164,"Plateau","Jos East","Soba","july",2025,4,-1,1,0.6,5,2101,"scenario 2 - 5"
"7593",10169,"Plateau","Jos East","Soba","july",2026,1,-1,1,0.6,5,2376,"scenario 2 - 5"
"7594",10742,"Plateau","Jos East","Soba","july",2026,2,-1,1,0.6,5,2406,"scenario 2 - 5"
"7595",10743,"Plateau","Jos East","Soba","july",2026,3,-1,1,0.6,5,2436,"scenario 2 - 5"
"7596",10744,"Plateau","Jos East","Soba","july",2026,4,-1,1,0.6,5,2466,"scenario 2 - 5"
"7597",11749,"Plateau","Jos East","Soba","july",2027,1,-1,1,0.6,5,2741,"scenario 2 - 5"
"7598",12322,"Plateau","Jos East","Soba","july",2027,2,-1,1,0.6,5,2771,"scenario 2 - 5"
"7599",12323,"Plateau","Jos East","Soba","july",2027,3,-1,1,0.6,5,2801,"scenario 2 - 5"
"7600",12324,"Plateau","Jos East","Soba","july",2027,4,-1,1,0.6,5,2831,"scenario 2 - 5"
"7601",13329,"Plateau","Jos East","Soba","july",2028,1,-1,1,0.6,5,3106,"scenario 2 - 5"
"7602",13902,"Plateau","Jos East","Soba","july",2028,2,-1,1,0.6,5,3136,"scenario 2 - 5"
"7603",13903,"Plateau","Jos East","Soba","july",2028,3,-1,1,0.6,5,3166,"scenario 2 - 5"
"7604",13904,"Plateau","Jos East","Soba","july",2028,4,-1,1,0.6,5,3196,"scenario 2 - 5"
"7605",14909,"Plateau","Jos East","Soba","july",2029,1,-1,1,0.6,5,3471,"scenario 2 - 5"
"7606",15482,"Plateau","Jos East","Soba","july",2029,2,-1,1,0.6,5,3501,"scenario 2 - 5"
"7607",15483,"Plateau","Jos East","Soba","july",2029,3,-1,1,0.6,5,3531,"scenario 2 - 5"
"7608",15484,"Plateau","Jos East","Soba","july",2029,4,-1,1,0.6,5,3561,"scenario 2 - 5"
"7609",16489,"Plateau","Jos East","Soba","july",2030,1,-1,1,0.6,5,3836,"scenario 2 - 5"
"7610",17062,"Plateau","Jos East","Soba","july",2030,2,-1,1,0.6,5,3866,"scenario 2 - 5"
"7611",17063,"Plateau","Jos East","Soba","july",2030,3,-1,1,0.6,5,3896,"scenario 2 - 5"
"7612",17064,"Plateau","Jos East","Soba","july",2030,4,-1,1,0.6,5,3926,"scenario 2 - 5"
"7613",693,"Plateau","Jos North","Soba","july",2020,1,-1,1,0.6,5,186,"scenario 2 - 5"
"7614",1266,"Plateau","Jos North","Soba","july",2020,2,-1,1,0.6,5,216,"scenario 2 - 5"
"7615",1267,"Plateau","Jos North","Soba","july",2020,3,-1,1,0.6,5,246,"scenario 2 - 5"
"7616",1268,"Plateau","Jos North","Soba","july",2020,4,-1,1,0.6,5,276,"scenario 2 - 5"
"7617",2273,"Plateau","Jos North","Soba","july",2021,1,-1,1,0.6,5,551,"scenario 2 - 5"
"7618",2846,"Plateau","Jos North","Soba","july",2021,2,-1,1,0.6,5,581,"scenario 2 - 5"
"7619",2847,"Plateau","Jos North","Soba","july",2021,3,-1,1,0.6,5,611,"scenario 2 - 5"
"7620",2848,"Plateau","Jos North","Soba","july",2021,4,-1,1,0.6,5,641,"scenario 2 - 5"
"7621",3853,"Plateau","Jos North","Soba","july",2022,1,-1,1,0.6,5,916,"scenario 2 - 5"
"7622",4426,"Plateau","Jos North","Soba","july",2022,2,-1,1,0.6,5,946,"scenario 2 - 5"
"7623",4427,"Plateau","Jos North","Soba","july",2022,3,-1,1,0.6,5,976,"scenario 2 - 5"
"7624",4428,"Plateau","Jos North","Soba","july",2022,4,-1,1,0.6,5,1006,"scenario 2 - 5"
"7625",5433,"Plateau","Jos North","Soba","july",2023,1,-1,1,0.6,5,1281,"scenario 2 - 5"
"7626",6006,"Plateau","Jos North","Soba","july",2023,2,-1,1,0.6,5,1311,"scenario 2 - 5"
"7627",6007,"Plateau","Jos North","Soba","july",2023,3,-1,1,0.6,5,1341,"scenario 2 - 5"
"7628",6008,"Plateau","Jos North","Soba","july",2023,4,-1,1,0.6,5,1371,"scenario 2 - 5"
"7629",7013,"Plateau","Jos North","Soba","july",2024,1,-1,1,0.6,5,1646,"scenario 2 - 5"
"7630",7586,"Plateau","Jos North","Soba","july",2024,2,-1,1,0.6,5,1676,"scenario 2 - 5"
"7631",7587,"Plateau","Jos North","Soba","july",2024,3,-1,1,0.6,5,1706,"scenario 2 - 5"
"7632",7588,"Plateau","Jos North","Soba","july",2024,4,-1,1,0.6,5,1736,"scenario 2 - 5"
"7633",8593,"Plateau","Jos North","Soba","july",2025,1,-1,1,0.6,5,2011,"scenario 2 - 5"
"7634",9166,"Plateau","Jos North","Soba","july",2025,2,-1,1,0.6,5,2041,"scenario 2 - 5"
"7635",9167,"Plateau","Jos North","Soba","july",2025,3,-1,1,0.6,5,2071,"scenario 2 - 5"
"7636",9168,"Plateau","Jos North","Soba","july",2025,4,-1,1,0.6,5,2101,"scenario 2 - 5"
"7637",10173,"Plateau","Jos North","Soba","july",2026,1,-1,1,0.6,5,2376,"scenario 2 - 5"
"7638",10746,"Plateau","Jos North","Soba","july",2026,2,-1,1,0.6,5,2406,"scenario 2 - 5"
"7639",10747,"Plateau","Jos North","Soba","july",2026,3,-1,1,0.6,5,2436,"scenario 2 - 5"
"7640",10748,"Plateau","Jos North","Soba","july",2026,4,-1,1,0.6,5,2466,"scenario 2 - 5"
"7641",11753,"Plateau","Jos North","Soba","july",2027,1,-1,1,0.6,5,2741,"scenario 2 - 5"
"7642",12326,"Plateau","Jos North","Soba","july",2027,2,-1,1,0.6,5,2771,"scenario 2 - 5"
"7643",12327,"Plateau","Jos North","Soba","july",2027,3,-1,1,0.6,5,2801,"scenario 2 - 5"
"7644",12328,"Plateau","Jos North","Soba","july",2027,4,-1,1,0.6,5,2831,"scenario 2 - 5"
"7645",13333,"Plateau","Jos North","Soba","july",2028,1,-1,1,0.6,5,3106,"scenario 2 - 5"
"7646",13906,"Plateau","Jos North","Soba","july",2028,2,-1,1,0.6,5,3136,"scenario 2 - 5"
"7647",13907,"Plateau","Jos North","Soba","july",2028,3,-1,1,0.6,5,3166,"scenario 2 - 5"
"7648",13908,"Plateau","Jos North","Soba","july",2028,4,-1,1,0.6,5,3196,"scenario 2 - 5"
"7649",14913,"Plateau","Jos North","Soba","july",2029,1,-1,1,0.6,5,3471,"scenario 2 - 5"
"7650",15486,"Plateau","Jos North","Soba","july",2029,2,-1,1,0.6,5,3501,"scenario 2 - 5"
"7651",15487,"Plateau","Jos North","Soba","july",2029,3,-1,1,0.6,5,3531,"scenario 2 - 5"
"7652",15488,"Plateau","Jos North","Soba","july",2029,4,-1,1,0.6,5,3561,"scenario 2 - 5"
"7653",16493,"Plateau","Jos North","Soba","july",2030,1,-1,1,0.6,5,3836,"scenario 2 - 5"
"7654",17066,"Plateau","Jos North","Soba","july",2030,2,-1,1,0.6,5,3866,"scenario 2 - 5"
"7655",17067,"Plateau","Jos North","Soba","july",2030,3,-1,1,0.6,5,3896,"scenario 2 - 5"
"7656",17068,"Plateau","Jos North","Soba","july",2030,4,-1,1,0.6,5,3926,"scenario 2 - 5"
"7657",697,"Plateau","Jos South","Soba","july",2020,1,-1,1,0.6,5,186,"scenario 2 - 5"
"7658",1270,"Plateau","Jos South","Soba","july",2020,2,-1,1,0.6,5,216,"scenario 2 - 5"
"7659",1271,"Plateau","Jos South","Soba","july",2020,3,-1,1,0.6,5,246,"scenario 2 - 5"
"7660",1272,"Plateau","Jos South","Soba","july",2020,4,-1,1,0.6,5,276,"scenario 2 - 5"
"7661",2277,"Plateau","Jos South","Soba","july",2021,1,-1,1,0.6,5,551,"scenario 2 - 5"
"7662",2850,"Plateau","Jos South","Soba","july",2021,2,-1,1,0.6,5,581,"scenario 2 - 5"
"7663",2851,"Plateau","Jos South","Soba","july",2021,3,-1,1,0.6,5,611,"scenario 2 - 5"
"7664",2852,"Plateau","Jos South","Soba","july",2021,4,-1,1,0.6,5,641,"scenario 2 - 5"
"7665",3857,"Plateau","Jos South","Soba","july",2022,1,-1,1,0.6,5,916,"scenario 2 - 5"
"7666",4430,"Plateau","Jos South","Soba","july",2022,2,-1,1,0.6,5,946,"scenario 2 - 5"
"7667",4431,"Plateau","Jos South","Soba","july",2022,3,-1,1,0.6,5,976,"scenario 2 - 5"
"7668",4432,"Plateau","Jos South","Soba","july",2022,4,-1,1,0.6,5,1006,"scenario 2 - 5"
"7669",5437,"Plateau","Jos South","Soba","july",2023,1,-1,1,0.6,5,1281,"scenario 2 - 5"
"7670",6010,"Plateau","Jos South","Soba","july",2023,2,-1,1,0.6,5,1311,"scenario 2 - 5"
"7671",6011,"Plateau","Jos South","Soba","july",2023,3,-1,1,0.6,5,1341,"scenario 2 - 5"
"7672",6012,"Plateau","Jos South","Soba","july",2023,4,-1,1,0.6,5,1371,"scenario 2 - 5"
"7673",7017,"Plateau","Jos South","Soba","july",2024,1,-1,1,0.6,5,1646,"scenario 2 - 5"
"7674",7590,"Plateau","Jos South","Soba","july",2024,2,-1,1,0.6,5,1676,"scenario 2 - 5"
"7675",7591,"Plateau","Jos South","Soba","july",2024,3,-1,1,0.6,5,1706,"scenario 2 - 5"
"7676",7592,"Plateau","Jos South","Soba","july",2024,4,-1,1,0.6,5,1736,"scenario 2 - 5"
"7677",8597,"Plateau","Jos South","Soba","july",2025,1,-1,1,0.6,5,2011,"scenario 2 - 5"
"7678",9170,"Plateau","Jos South","Soba","july",2025,2,-1,1,0.6,5,2041,"scenario 2 - 5"
"7679",9171,"Plateau","Jos South","Soba","july",2025,3,-1,1,0.6,5,2071,"scenario 2 - 5"
"7680",9172,"Plateau","Jos South","Soba","july",2025,4,-1,1,0.6,5,2101,"scenario 2 - 5"
"7681",10177,"Plateau","Jos South","Soba","july",2026,1,-1,1,0.6,5,2376,"scenario 2 - 5"
"7682",10750,"Plateau","Jos South","Soba","july",2026,2,-1,1,0.6,5,2406,"scenario 2 - 5"
"7683",10751,"Plateau","Jos South","Soba","july",2026,3,-1,1,0.6,5,2436,"scenario 2 - 5"
"7684",10752,"Plateau","Jos South","Soba","july",2026,4,-1,1,0.6,5,2466,"scenario 2 - 5"
"7685",11757,"Plateau","Jos South","Soba","july",2027,1,-1,1,0.6,5,2741,"scenario 2 - 5"
"7686",12330,"Plateau","Jos South","Soba","july",2027,2,-1,1,0.6,5,2771,"scenario 2 - 5"
"7687",12331,"Plateau","Jos South","Soba","july",2027,3,-1,1,0.6,5,2801,"scenario 2 - 5"
"7688",12332,"Plateau","Jos South","Soba","july",2027,4,-1,1,0.6,5,2831,"scenario 2 - 5"
"7689",13337,"Plateau","Jos South","Soba","july",2028,1,-1,1,0.6,5,3106,"scenario 2 - 5"
"7690",13910,"Plateau","Jos South","Soba","july",2028,2,-1,1,0.6,5,3136,"scenario 2 - 5"
"7691",13911,"Plateau","Jos South","Soba","july",2028,3,-1,1,0.6,5,3166,"scenario 2 - 5"
"7692",13912,"Plateau","Jos South","Soba","july",2028,4,-1,1,0.6,5,3196,"scenario 2 - 5"
"7693",14917,"Plateau","Jos South","Soba","july",2029,1,-1,1,0.6,5,3471,"scenario 2 - 5"
"7694",15490,"Plateau","Jos South","Soba","july",2029,2,-1,1,0.6,5,3501,"scenario 2 - 5"
"7695",15491,"Plateau","Jos South","Soba","july",2029,3,-1,1,0.6,5,3531,"scenario 2 - 5"
"7696",15492,"Plateau","Jos South","Soba","july",2029,4,-1,1,0.6,5,3561,"scenario 2 - 5"
"7697",16497,"Plateau","Jos South","Soba","july",2030,1,-1,1,0.6,5,3836,"scenario 2 - 5"
"7698",17070,"Plateau","Jos South","Soba","july",2030,2,-1,1,0.6,5,3866,"scenario 2 - 5"
"7699",17071,"Plateau","Jos South","Soba","july",2030,3,-1,1,0.6,5,3896,"scenario 2 - 5"
"7700",17072,"Plateau","Jos South","Soba","july",2030,4,-1,1,0.6,5,3926,"scenario 2 - 5"
"7701",701,"Kogi","Kabba-Bunu","Oke-Ero","july",2020,1,-1,1,0.6,5,186,"scenario 2 - 5"
"7702",1038,"Kogi","Kabba-Bunu","Oke-Ero","july",2020,2,-1,1,0.6,5,216,"scenario 2 - 5"
