,LGA,time2,month,year ,PfPr_RDT,ci_l,ci_u,Number of Kids,PfPr_microscopy,ci_l,ci_u,Number of Kids
542,Misau,18-Dec,12,2018,0.255244187,-0.211467408,0.721955783,10,0.101883955,-0.065429544,0.269197455,8
543,Mkpat Enin,18-Dec,12,2018,0.318804487,0.290386396,0.347222578,13,0.16867465,-0.186537796,0.523887097,7
544,Moba,18-Oct,10,2018,0.56939541,0.396024217,0.742766603,7,0.520617213,0.334490175,0.706744251,5
545,Mobbar,18-Oct,10,2018,0.031912171,-0.045251141,0.109075484,11,0.430547435,0.200381435,0.660713435,5
546,Mokwa,18-Nov,11,2018,0.317336373,0.172410869,0.462261877,28,0.181216392,0.022228677,0.340204108,21
547,Moro,18-Sep,9,2018,0.125,0.125,0.125,5,0,0,0,4
548,Mubi North,18-Sep,9,2018,0.147049653,0.093090904,0.201008403,29,0,0,0,24
549,Mubi South,18-Sep,9,2018,0.097838325,0.071089005,0.124587645,11,0,0,0,9
550,Musawa,18-Dec,12,2018,0.6,0.6,0.6,18,0.111111111,0.111111111,0.111111111,16
551,Musawa,18-Sep,9,2018,0.666666667,0.666666667,0.666666667,15,0.5,0.5,0.5,10
552,Mushin,18-Oct,10,2018,0,0,0,4,0,0,0,4
553,Mushin,18-Sep,9,2018,0,0,0,28,0,0,0,26
554,Muya,18-Sep,9,2018,0.666666667,0.666666667,0.666666667,12,0.166666667,0.166666667,0.166666667,8
555,Nafada,18-Oct,10,2018,0.847410325,0.700975804,0.993844846,12,0.438593771,0.131211906,0.745975637,8
556,Nangere,18-Nov,11,2018,0.176470588,0.176470588,0.176470588,5,0.083333333,0.083333333,0.083333333,4
557,Nasarawa-Eggon,18-Oct,10,2018,0.166666667,0.166666667,0.166666667,5,0.2,0.2,0.2,4
558,Nasarawa1,18-Oct,10,2018,0.285714286,0.285714286,0.285714286,11,0,0,0,5
559,Nasarawa1,18-Aug,8,2018,0.111111111,0.111111111,0.111111111,14,0,0,0,11
560,Nasarawa2,18-Aug,8,2018,0.5,0.5,0.5,6,0.5,0.5,0.5,5
561,Nasarawa2,18-Sep,9,2018,0.466765237,0.208378677,0.725151796,8,0.090152785,-0.031605142,0.211910711,5
562,Ndokwa East,18-Sep,9,2018,0.333333333,0.333333333,0.333333333,13,0,0,0,7
563,Ndokwa West,18-Sep,9,2018,0,0,0,16,0,0,0,16
564,Nembe,18-Nov,11,2018,0,0,0,3,0.111111111,0.111111111,0.111111111,3
565,Ngaski,18-Nov,11,2018,0.74047619,0.624475108,0.856477273,14,0.261173184,0.128038726,0.394307642,12
566,Ngaski,18-Dec,12,2018,0.8,0.8,0.8,3,1,1,1,1
567,Ngor-Okpala,18-Dec,12,2018,0.090909091,0.090909091,0.090909091,12,0,0,0,9
568,Nguru,18-Sep,9,2018,0,0,0,19,0,0,0,14
569,Ningi,18-Sep,9,2018,0.719251343,0.670837049,0.767665636,52,0.377587409,0.222737738,0.53243708,32
570,Njaba,18-Oct,10,2018,0.429592713,0.181409775,0.67777565,9,0.113222517,0.012587919,0.213857115,7
571,Njikoka,18-Oct,10,2018,0.294016733,0.255735348,0.332298119,16,0.248785004,-0.212054903,0.709624911,12
572,Nkanu East,18-Oct,10,2018,0.6,0.6,0.6,16,0.545454545,0.545454545,0.545454545,12
573,Nkanu East,18-Nov,11,2018,0.561405709,0.343781087,0.77903033,10,0.235578377,0.091760351,0.379396403,8
574,Nkanu West,18-Nov,11,2018,0.583333333,0.583333333,0.583333333,14,0.454545455,0.454545455,0.454545455,13
575,Nkwerre,18-Sep,9,2018,0,0,0,9,0,0,0,7
576,Nnewi South,18-Sep,9,2018,0.072289171,-0.02827335,0.172851692,12,0.070567972,-0.029994549,0.171130492,12
577,Nsit Ibom,18-Oct,10,2018,0,0,0,13,0,0,0,7
578,Nsit Ubium,18-Oct,10,2018,0.285714286,0.285714286,0.285714286,4,0.2,0.2,0.2,3
579,Nsukka,18-Sep,9,2018,0.051529787,-0.071710735,0.174770308,10,0.066115697,-0.096331906,0.2285633,8
580,Numan,18-Nov,11,2018,0.545454545,0.545454545,0.545454545,11,0.125,0.125,0.125,8
581,Obafemi-Owode,18-Nov,11,2018,0.181818182,0.181818182,0.181818182,14,0.25,0.25,0.25,10
582,Obafemi-Owode,18-Sep,9,2018,0.727272727,0.727272727,0.727272727,11,0.5,0.5,0.5,8
583,Obanliku,18-Oct,10,2018,0.25,0.25,0.25,4,0,0,0,1
584,Obi Nwa,18-Oct,10,2018,0.75,0.75,0.75,3,0.25,0.25,0.25,3
585,Obi Nwa,18-Nov,11,2018,0.333333333,0.333333333,0.333333333,4,0,0,0,4
586,Obi2,18-Oct,10,2018,0.428571429,0.428571429,0.428571429,3,0.285714286,0.285714286,0.285714286,3
587,Obia-Akpor,18-Sep,9,2018,0.190361211,0.093616992,0.287105431,66,0.054435692,-0.003115785,0.111987168,58
588,Obot Akara,18-Oct,10,2018,0.125,0.125,0.125,2,0,0,0,2
589,Obowo,18-Nov,11,2018,0.226639185,0.220577097,0.232701272,12,0.089422897,-0.028289224,0.207135018,7
590,Obubra,18-Sep,9,2018,0.715847006,0.426760257,1.004933755,12,0.680327882,0.354674245,1.005981518,8
591,Odeda,18-Sep,9,2018,0.2,0.2,0.2,9,0.5,0.5,0.5,4
592,Odigbo,18-Nov,11,2018,0.346628826,0.013400555,0.679857098,12,0.177467855,-0.018410224,0.373345934,12
593,Odo-Otin,18-Oct,10,2018,0.666666667,0.666666667,0.666666667,5,0.333333333,0.333333333,0.333333333,5
594,Odo-Otin,18-Sep,9,2018,0.608369044,0.59293726,0.623800828,23,0.361643925,0.336490211,0.386797639,18
595,Odogbolu,18-Nov,11,2018,0.166666667,0.166666667,0.166666667,12,0,0,0,8
596,Odukpani,18-Nov,11,2018,0.207373283,-0.013676431,0.428422996,3,0.261627924,-0.090684344,0.613940192,3
597,Odukpani,18-Dec,12,2018,0.466101634,0.009260024,0.922943244,6,0.514018618,-0.04231759,1.070354826,5
598,Offa,18-Oct,10,2018,0.440339468,0.004697461,0.875981474,22,0.273980778,0.147163636,0.40079792,18
599,Ofu,18-Dec,12,2018,0.322033821,0.116864653,0.527202989,11,0.11999991,-0.118310976,0.358310797,9
600,Ogba-Egbema-Ndoni,18-Nov,11,2018,0,0,0,17,0,0,0,13
601,Ogbaru,18-Nov,11,2018,0.2,0.2,0.2,9,0.1,0.1,0.1,9
602,Ogbia,18-Sep,9,2018,0.589764985,0.45337657,0.726153401,9,0.110726557,-0.084345152,0.305798266,7
603,Ogbomosho North,18-Nov,11,2018,0.236348925,-0.070501224,0.543199075,20,0.219693671,-0.011409006,0.450796348,15
604,Ogoja,18-Sep,9,2018,0.221739122,-0.218828504,0.662306748,9,0.257575749,-0.188875832,0.70402733,5
605,Oguta,18-Nov,11,2018,0.3,0.3,0.3,13,0.375,0.375,0.375,10
606,Ohafia,18-Sep,9,2018,0.254876833,0.04852508,0.461228585,15,0.055463851,-0.046328971,0.157256673,11
607,Ohaji-Egbema,18-Nov,11,2018,0.249272639,0.149423844,0.349121435,19,0.186544644,0.055302248,0.31778704,11
608,Ohaji-Egbema,18-Dec,12,2018,0.75,0.75,0.75,2,0,0,0,2
609,Ohaozara,18-Nov,11,2018,0.291605316,0.217718719,0.365491913,23,0.113060429,0.087108336,0.139012522,17
610,Ohaukwu,18-Aug,8,2018,0.857142857,0.857142857,0.857142857,10,0.571428571,0.571428571,0.571428571,10
611,Oji-River,18-Oct,10,2018,0.166666667,0.166666667,0.166666667,9,0,0,0,6
612,Ojo,18-Nov,11,2018,0,0,0,14,0,0,0,11
613,Ojo,18-Dec,12,2018,0,0,0,25,0.085459194,-0.010721518,0.181639905,18
614,Oju,18-Oct,10,2018,0.575342423,0.416882047,0.733802799,14,0.304347812,0.251138273,0.357557351,9
615,Oju,18-Nov,11,2018,0.25,0.25,0.25,18,0.090909091,0.090909091,0.090909091,17
616,Oke-Ero,18-Oct,10,2018,0,0,0,3,0,0,0,3
617,Okehi,18-Sep,9,2018,1,1,1,2,0.333333333,0.333333333,0.333333333,2
618,Okene,18-Oct,10,2018,0.277016816,0.073701123,0.480332509,10,0.1236163,-0.005712904,0.252945505,8
619,Okene,18-Sep,9,2018,0.391029062,0.275902507,0.506155617,11,0.536859327,0.346976147,0.726742507,10
620,Okigwe,18-Dec,12,2018,0.333333333,0.254437287,0.412229379,6,0.777777778,0.567388322,0.988167233,5
621,Okitipupa,18-Nov,11,2018,0.666666667,0.666666667,0.666666667,3,0.333333333,0.333333333,0.333333333,3
622,Okitipupa,18-Dec,12,2018,0.2,0.2,0.2,3,0.333333333,0.333333333,0.333333333,2
623,Okobo,18-Oct,10,2018,0.363636364,0.363636364,0.363636364,14,0.5,0.5,0.5,10
624,Okpe,18-Nov,11,2018,0.6,0.6,0.6,2,0,0,0,1
625,Okpokwu,18-Nov,11,2018,0.470588235,0.470588235,0.470588235,19,0.153846154,0.153846154,0.153846154,15
626,Okrika,18-Oct,10,2018,0,0,0,26,0.041735151,-0.018019276,0.101489579,24
627,Olamabolo,18-Nov,11,2018,0.447932677,0.131921528,0.763943826,17,0.283198696,0.106801542,0.45959585,10
628,Omala,18-Oct,10,2018,0,0,0,1,0,0,0,1
629,Omala,18-Nov,11,2018,0.666666667,0.666666667,0.666666667,4,0.333333333,0.333333333,0.333333333,2
630,Omumma,18-Oct,10,2018,0.5,0.5,0.5,22,0.222222222,0.222222222,0.222222222,14
631,Omumma,18-Nov,11,2018,0.1,0.1,0.1,17,0.111111111,0.111111111,0.111111111,15
632,Ondo East,18-Oct,10,2018,0.833333333,0.833333333,0.833333333,6,0.25,0.25,0.25,4
633,Ondo West,18-Oct,10,2018,0.345672154,0.215538394,0.475805914,7,0.6,0.6,0.6,6
634,Onicha,18-Oct,10,2018,0.26077495,0.083252845,0.438297055,27,0.203149624,0.108950106,0.297349142,22
635,Onitsha North,18-Nov,11,2018,0,0,0,10,0,0,0,9
636,Onitsha South,18-Nov,11,2018,0,0,0,7,0,0,0,7
637,Onna,18-Nov,11,2018,0.290423855,0.089586369,0.491261341,9,0,0,0,7
638,Opobo-Nkoro,18-Oct,10,2018,0.097230508,0.011154498,0.183306517,14,0,0,0,10
639,Oredo,18-Aug,8,2018,0,0,0,3,0,0,0,3
640,Oredo,18-Sep,9,2018,0,0,0,2,0,0,0,2
641,Orhionmwon,18-Nov,11,2018,0.31156141,-0.027746522,0.650869343,10,0.517993716,0.291454657,0.744532776,7
642,Ori Ire,18-Nov,11,2018,0.714285714,0.714285714,0.714285714,6,0.2,0.2,0.2,4
643,Oriade,18-Oct,10,2018,0.693627077,0.578002107,0.809252048,13,0.099041806,0.014843018,0.183240593,10
644,Orlu,18-Oct,10,2018,0,0,0,3,0,0,0,3
645,Orolu,18-Sep,9,2018,0.611439787,0.426875235,0.796004338,20,0.466124617,0.319418639,0.612830595,15
646,Oron,18-Oct,10,2018,0.125,0.125,0.125,7,0.142857143,0.142857143,0.142857143,6
647,Orsu,18-Oct,10,2018,0.25,0.25,0.25,5,0.222222222,0.222222222,0.222222222,4
648,Orsu,18-Nov,11,2018,0.555555556,0.555555556,0.555555556,5,0.142857143,0.142857143,0.142857143,4
649,Oru East,18-Oct,10,2018,0.166666667,0.166666667,0.166666667,6,0,0,0,4
650,Oru West,18-Oct,10,2018,0.100086856,0.002905141,0.19726857,36,0,0,0,28
651,Oruk Anam,18-Oct,10,2018,0.622950858,0.475441366,0.770460349,9,0.707142893,0.566902462,0.847383325,7
652,Orumba North,18-Sep,9,2018,0.209240671,0.113333167,0.305148175,45,0.093653125,0.030894937,0.156411314,31
653,Ose,18-Oct,10,2018,0.561527582,0.550919313,0.57213585,12,0.625287347,0.344630237,0.905944457,7
654,Oshimili South,18-Sep,9,2018,0,0,0,2,,,,
655,Oshodi-Isolo,18-Sep,9,2018,0,0,0,35,0,0,0,26
656,Osisioma Ngwa,18-Nov,11,2018,0,0,0,11,0,0,0,9
657,Osogbo,18-Aug,8,2018,0.744251991,0.689200735,0.799303248,17,0.531527816,0.299626074,0.763429558,13
658,Oturkpo,18-Dec,12,2018,0.324931056,0.05526927,0.594592841,14,0.235292416,-0.113755458,0.58434029,9
659,Ovia North East,18-Dec,12,2018,0.111111111,0.111111111,0.111111111,15,0,0,0,10
660,Ovia South West,18-Nov,11,2018,0.205128216,0.159740617,0.250515815,9,0.173913059,0.108663019,0.239163099,6
661,Owan East,18-Nov,11,2018,0.625,0.625,0.625,9,0.2,0.2,0.2,6
662,Owan West,18-Oct,10,2018,0.283014773,0.238600526,0.327429019,19,0.232553992,0.187571559,0.277536425,15
663,Owerri North,18-Aug,8,2018,0,0,0,40,0,0,0,30
664,Owerri-Municipal,18-Aug,8,2018,0,0,0,4,0,0,0,4
665,Owo,18-Oct,10,2018,0.740204073,0.567339883,0.913068263,19,0.488785666,0.17005422,0.807517113,13
666,Oye,18-Sep,9,2018,0.629784951,0.458538862,0.80103104,9,0.580069205,0.269133796,0.891004613,6
667,Oyi,18-Oct,10,2018,0.099423636,-0.013541753,0.212389025,31,0,0,0,25
668,Oyigbo,18-Nov,11,2018,0,0,0,3,0,0,0,3
669,Oyo East,18-Nov,11,2018,0.333333333,0.333333333,0.333333333,19,0.25,0.25,0.25,15
670,Oyo West,18-Nov,11,2018,0.4,0.4,0.4,6,0.333333333,0.333333333,0.333333333,3
671,Oyun,18-Nov,11,2018,0,0,0,3,0,0,0,1
672,Pailoro,18-Sep,9,2018,0.357315458,0.283190936,0.431439979,65,0.284115728,0.213158917,0.35507254,47
673,Pankshin,18-Sep,9,2018,0.474274509,0.328437696,0.620111321,10,0.098132371,-0.043266508,0.23953125,7
674,Patani,18-Nov,11,2018,0,0,0,12,0,0,0,6
675,Pategi,18-Nov,11,2018,0.375,0.375,0.375,4,0.2,0.2,0.2,3
676,Port-Harcourt,18-Aug,8,2018,0,0,0,44,0.054108208,-0.058292139,0.166508555,30
677,Potiskum,18-Oct,10,2018,0.200689942,0.08899225,0.312387634,35,0.186462579,0.115029221,0.257895937,27
678,Qua'an Pan,18-Aug,8,2018,0.722488045,0.497626802,0.947349287,13,0.396419447,0.075183851,0.717655043,8
679,Rabah,18-Oct,10,2018,0.8,0.8,0.8,4,0.75,0.75,0.75,3
680,Rafi,18-Oct,10,2018,0.333333333,0.333333333,0.333333333,5,0.333333333,0.333333333,0.333333333,2
681,Rafi,18-Nov,11,2018,0.572687273,0.214656355,0.930718191,16,0.338078351,-0.100009173,0.776165874,14
682,Rano,18-Nov,11,2018,1,1,1,6,0.8,0.8,0.8,5
683,Remo North,18-Nov,11,2018,0.272727273,0.272727273,0.272727273,8,0,0,0,6
684,Rijau,18-Nov,11,2018,0.777777778,0.777777778,0.777777778,11,0.666666667,0.666666667,0.666666667,8
685,Ringim,18-Nov,11,2018,1,1,1,5,1,1,1,5
686,Riyom,18-Oct,10,2018,0.625,0.625,0.625,9,0.4,0.4,0.4,5
687,Rogo,18-Dec,12,2018,0.375,0.375,0.375,9,0.6,0.6,0.6,6
688,Sabon Birni,18-Dec,12,2018,0.507503417,0.417771076,0.597235757,16,0.255737724,-0.035789943,0.547265392,14
689,Sabon-Gari,18-Nov,11,2018,0.024547243,-0.03669262,0.085787106,28,0.032796999,-0.051411511,0.11700551,21
690,Sabon-Gari,18-Dec,12,2018,0,0,0,10,0,0,0,10
691,Sabuwa,18-Dec,12,2018,0.125,0.125,0.125,12,0,0,0,11
692,Safana,18-Nov,11,2018,0.375,0.375,0.375,9,0,0,0,6
693,Sagbama,18-Oct,10,2018,0.371162367,0.302006566,0.440318168,8,0.150244506,0.035872704,0.264616309,7
694,Sagbama,18-Nov,11,2018,0.146176193,0.124851889,0.167500498,10,0.069591489,-0.044984953,0.184167931,6
695,Saki East,18-Nov,11,2018,0.762741044,0.644933402,0.880548686,14,0.717630843,0.246400274,1.188861412,7
696,Saki West,18-Nov,11,2018,0.321888387,-0.059792337,0.703569111,18,0.079365073,-0.020077342,0.178807488,15
697,Sanga,18-Sep,9,2018,0,0,0,2,0,0,0,1
698,Sapele,18-Nov,11,2018,0.459161491,-0.229167645,1.147490627,5,0.351002721,0.061080231,0.64092521,3
699,Sardauna,18-Oct,10,2018,0.293429806,0.070564119,0.516295493,32,0.175954211,-0.043708839,0.395617261,22
700,Sardauna,18-Nov,11,2018,0,0,0,1,0,0,0,1
701,Shagamu,18-Nov,11,2018,0.25,0.25,0.25,13,0.166666667,0.166666667,0.166666667,10
702,Shagamu,18-Dec,12,2018,0.5,0.5,0.5,3,0,0,0,2
703,Shagamu,18-Sep,9,2018,0,0,0,6,0,0,0,6
704,Shagari,18-Sep,9,2018,0.666666667,0.666666667,0.666666667,4,0.666666667,0.666666667,0.666666667,3
705,Shanga,18-Dec,12,2018,0.857142857,0.857142857,0.857142857,4,0,0,0,4
706,Shelleng,18-Nov,11,2018,0.476549445,0.372692385,0.580406505,12,0.378727675,0.243680157,0.513775192,10
707,Shendam,18-Sep,9,2018,0.232322751,-0.049574681,0.514220182,27,0.134564312,-0.049099202,0.318227827,24
708,Shinkafi,18-Nov,11,2018,0.6,0.6,0.6,12,0.5,0.5,0.5,5
709,Shira,18-Oct,10,2018,0.468208132,0.301930044,0.63448622,15,0.063492037,-0.047195994,0.174180068,11
710,Shiroro,18-Sep,9,2018,0.398862667,0.080159879,0.717565456,24,0.407363365,-0.004051523,0.818778252,16
711,Shomgom,18-Dec,12,2018,0.436010573,0.393784757,0.478236389,9,0.142857143,0.142857143,0.142857143,6
712,Shomolu,18-Oct,10,2018,0,0,0,13,0,0,0,13
713,Silame,18-Oct,10,2018,0.625,0.625,0.625,3,0.5,0.5,0.5,3
714,Soba,18-Dec,12,2018,0.601123569,0.204582249,0.997664889,21,0.668005323,0.195173687,1.14083696,13
715,Sokoto North,18-Aug,8,2018,0,0,0,3,0,0,0,3
716,Sokoto North,18-Sep,9,2018,0.125,0.125,0.125,4,0.142857143,0.142857143,0.142857143,3
717,Sokoto South,18-Sep,9,2018,0.084690596,-0.081249678,0.25063087,13,0,0,0,8
718,Song,18-Oct,10,2018,0.554770332,0.298680322,0.810860342,25,0.22790698,0.174663083,0.281150876,19
719,Southern Ijaw,18-Dec,12,2018,0.503173205,0.391879188,0.614467223,12,0.193866376,0.119494408,0.268238345,10
720,Sule-Tankarkar,18-Nov,11,2018,0.538461538,0.538461538,0.538461538,20,0.307692308,0.307692308,0.307692308,20
721,Suleja,18-Aug,8,2018,0.25,0.25,0.25,19,0.25,0.25,0.25,5
722,Sumaila,18-Dec,12,2018,0.666666667,0.666666667,0.666666667,14,0,0,0,7
723,Suru,18-Dec,12,2018,0.769230769,0.769230769,0.769230769,17,0.555555556,0.555555556,0.555555556,11
724,Surulere1,18-Sep,9,2018,0.050156755,-0.036096032,0.136409541,14,0.085867646,-0.058091509,0.2298268,8
725,Surulere2,18-Nov,11,2018,0.5,0.5,0.5,15,0.5,0.5,0.5,7
726,Tafa,18-Oct,10,2018,0.5625,0.5625,0.5625,19,0.555555556,0.555555556,0.555555556,11
727,Tafawa-Balewa,18-Aug,8,2018,0.671424091,0.464621834,0.878226347,11,0.166666667,0.166666667,0.166666667,5
728,Tafawa-Balewa,18-Sep,9,2018,0.5,0.5,0.5,2,0.5,0.5,0.5,2
729,Tai,18-Sep,9,2018,0.481239807,0.441995192,0.520484422,20,0.059431518,-0.039032853,0.15789589,12
730,Takali,18-Dec,12,2018,0.222216646,-0.065560834,0.509994127,31,0.173549956,-0.020685811,0.367785722,27
731,Takum,18-Oct,10,2018,0.462897535,0.412600959,0.51319411,9,0.459610059,0.272078811,0.647141307,8
732,Talata Mafara,18-Oct,10,2018,0.272727273,0.272727273,0.272727273,32,0.149620905,-0.172023208,0.471265018,24
733,Talata Mafara,18-Nov,11,2018,0.625,0.625,0.625,11,0.2,0.2,0.2,7
734,Tambuwal,18-Sep,9,2018,0.786601191,0.593913472,0.979288911,43,0.576263127,0.37056911,0.781957145,32
735,Tarauni,18-Oct,10,2018,0.235173836,0.161709238,0.308638434,22,0.098092638,0.065449137,0.130736138,16
736,Tarka,18-Sep,9,2018,0.142857143,0.142857143,0.142857143,5,0,0,0,5
737,Taura,18-Nov,11,2018,0.733333333,0.733333333,0.733333333,12,0.538461538,0.538461538,0.538461538,10
738,Tofa,18-Oct,10,2018,0.666666667,0.666666667,0.666666667,13,0.375,0.375,0.375,12
739,Toro,18-Nov,11,2018,0.769230769,0.769230769,0.769230769,13,0.636363636,0.636363636,0.636363636,11
740,Toro,18-Sep,9,2018,0.575174814,0.521156194,0.629193434,22,0.380681854,0.205035554,0.556328155,14
741,Toto,18-Sep,9,2018,0.3479597,-0.049987379,0.745906779,5,0,0,0,4
742,Toungo,18-Oct,10,2018,0.625,0.625,0.625,8,0.25,0.25,0.25,8
743,Tsafe,18-Sep,9,2018,0.425306168,0.242994598,0.607617739,33,0.406151554,0.189697656,0.622605453,24
744,Tsanyawa,18-Dec,12,2018,0.444444444,0.444444444,0.444444444,10,1,1,1,1
745,Tudun Wada,18-Aug,8,2018,0,0,0,6,0,0,0,6
746,Tudun Wada,18-Sep,9,2018,0.445874274,0.128406688,0.76334186,23,0.286897171,0.024017449,0.549776892,18
747,Tureta,18-Nov,11,2018,0.5,0.5,0.5,5,0.285714286,0.285714286,0.285714286,4
748,Tureta,18-Dec,12,2018,0.5,0.5,0.5,4,0,0,0,4
749,Udenu,18-Sep,9,2018,0.264248861,0.120542168,0.407955553,17,0.056784772,-0.051166046,0.16473559,15
750,Udi,18-Oct,10,2018,0,0,0,15,0,0,0,13
751,Udu,18-Oct,10,2018,0,0,0,16,0,0,0,16
752,Ughelli North,18-Oct,10,2018,0.556678727,0.297730501,0.815626953,27,0.460163875,0.336593678,0.583734072,25
753,Ughelli South,18-Oct,10,2018,0.333333333,0.333333333,0.333333333,12,0.428571429,0.428571429,0.428571429,10
754,Ughelli South,18-Sep,9,2018,0.285714286,0.285714286,0.285714286,6,0,0,0,3
755,Ugwunagbo,18-Nov,11,2018,0.714285714,0.714285714,0.714285714,5,0.5,0.5,0.5,4
756,Uhunmwonde,18-Nov,11,2018,0.12406017,0.032834959,0.215285381,8,0,0,0,4
757,Ukanafun,18-Oct,10,2018,0.222222222,0.222222222,0.222222222,7,0,0,0,6
758,Ukanafun,18-Aug,8,2018,0.5,0.5,0.5,5,0,0,0,5
759,Ukum,18-Sep,9,2018,0.446469213,0.13909676,0.753841667,22,0.21664274,0.08940621,0.34387927,18
760,Ukwa East,18-Nov,11,2018,0.2,0.2,0.2,3,0,0,0,1
761,Ukwuani,18-Sep,9,2018,0.25,0.25,0.25,3,0,0,0,2
762,Umu-Neochi,18-Nov,11,2018,0.545454545,0.545454545,0.545454545,8,0.1,0.1,0.1,7
763,Umu-Neochi,18-Aug,8,2018,0.154054068,-0.035291685,0.343399821,8,0,0,0,5
764,Umuahia North,18-Oct,10,2018,0,0,0,2,0,0,0,1
765,Umuahia South,18-Oct,10,2018,0.08953525,-0.031505787,0.210576287,17,0.065157803,-0.023001613,0.153317218,12
766,Ungogo,18-Nov,11,2018,0.298690154,0.167227008,0.4301533,32,0.128204766,0.054625176,0.201784356,25
767,Ungogo,18-Sep,9,2018,0.142857143,0.142857143,0.142857143,19,0.187155959,0.16473224,0.209579678,15
768,Uruan,18-Aug,8,2018,0.683720952,0.546711446,0.820730457,10,0.340135981,-0.129533729,0.809805691,7
769,Urue-Offong-Oruko,18-Nov,11,2018,0.875,0.875,0.875,5,0.714285714,0.714285714,0.714285714,4
770,Ussa,18-Oct,10,2018,0,0,0,4,0,0,0,3
771,Uvwie,18-Oct,10,2018,0,0,0,22,0,0,0,16
772,Uyo,18-Aug,8,2018,0.154241648,0.134073351,0.174409944,14,0.176291759,-0.105661179,0.458244697,12
773,Uzo-Uwani,18-Sep,9,2018,0.276318597,-0.013409229,0.566046424,10,0.206318473,-0.070585644,0.48322259,7
774,Vandeikya,18-Oct,10,2018,0.470917238,0.38949313,0.552341345,35,0.157559698,-0.029075549,0.344194945,25
775,Wamako,18-Sep,9,2018,0.166666667,0.166666667,0.166666667,5,0,0,0,1
776,Wamba,18-Oct,10,2018,1,1,1,2,0.333333333,0.333333333,0.333333333,1
777,Warawa,18-Aug,8,2018,0.6,0.6,0.6,14,0.714285714,0.714285714,0.714285714,10
778,Warji,18-Sep,9,2018,0.454545455,0.454545455,0.454545455,7,0.714285714,0.714285714,0.714285714,5
779,Warri North,18-Dec,12,2018,0,0,0,4,0,0,0,3
780,Warri South,18-Oct,10,2018,0,0,0,3,0,0,0,2
781,Warri South,18-Nov,11,2018,0.181399735,0.015809161,0.346990308,7,0,0,0,4
782,Warri South West,18-Nov,11,2018,0.2,0.2,0.2,5,0.25,0.25,0.25,4
783,Wasagu-Danko,18-Nov,11,2018,1,1,1,8,0.166666667,0.166666667,0.166666667,6
784,Wase,18-Sep,9,2018,0.793103382,0.36926322,1.216943545,19,0.40579705,0.07304756,0.738546539,11
785,Wudil,18-Aug,8,2018,0.633783748,0.278991856,0.98857564,22,0.543106544,0.144614816,0.941598272,16
786,Wukari,18-Oct,10,2018,0.571428571,0.571428571,0.571428571,4,0.25,0.25,0.25,2
787,Wukari,18-Sep,9,2018,0.345746719,0.235251994,0.456241444,28,0.220809213,0.100760898,0.340857528,23
788,Wurno,18-Oct,10,2018,0.405067583,0.287871953,0.522263213,13,0.111307421,-0.013663434,0.236278276,9
789,Yabo,18-Sep,9,2018,0.909090909,0.909090909,0.909090909,11,0.555555556,0.555555556,0.555555556,9
790,Yagba East,18-Sep,9,2018,0.428571429,0.428571429,0.428571429,6,0.333333333,0.333333333,0.333333333,5
791,Yagba West,18-Sep,9,2018,1,1,1,2,1,1,1,2
792,Yakurr,18-Sep,9,2018,0.568548447,0.180532143,0.956564752,5,0,0,0,4
793,Yala,18-Oct,10,2018,0.13293053,0.007182067,0.258678994,15,0,0,0,11
794,Yamaltu-Deba,18-Nov,11,2018,0.573906002,0.413803991,0.734008013,38,0.511125703,0.41454171,0.607709697,26
795,Yankwashi,18-Oct,10,2018,0.573259772,0.457743989,0.688775554,16,0.366739707,0.171679251,0.561800164,12
796,Yauri,18-Dec,12,2018,0.562100178,0.302244392,0.821955963,7,0.49914741,-0.054739059,1.053033879,5
797,Yenegoa,18-Sep,9,2018,0.179975254,-0.063045395,0.422995903,17,0.13833253,0.014362725,0.262302335,14
798,Yola North,18-Sep,9,2018,0.410156189,0.030984156,0.789328221,8,0.108870997,-0.070697563,0.288439556,4
799,Yola South,18-Aug,8,2018,0,0,0,3,0,0,0,3
800,Yola South,18-Sep,9,2018,0,0,0,0,0,0,0,0
801,Yorro,18-Sep,9,2018,0.822931788,0.544553294,1.101310283,8,0.19834711,-0.083720623,0.480414844,6
802,Yusufari,18-Dec,12,2018,0,0,0,9,0.222222222,0.222222222,0.222222222,6
803,Zaki,18-Dec,12,2018,0.089075606,-0.005316376,0.183467588,14,0.079207951,-0.037844458,0.19626036,9
804,Zango,18-Oct,10,2018,0.818181818,0.818181818,0.818181818,14,0.6,0.6,0.6,6
805,Zango-Kataf,18-Sep,9,2018,0.377652054,0.310428053,0.444876055,15,0.447236184,0.376527007,0.517945361,13
806,Zaria,18-Nov,11,2018,0.204917965,-0.183780265,0.593616195,56,0.070101624,-0.066555493,0.20675874,41
807,Zing,18-Sep,9,2018,0.333333333,0.333333333,0.333333333,5,0.2,0.2,0.2,4
808,Zurmi,18-Nov,11,2018,0.685145324,0.417267224,0.953023423,31,0.388826043,0.088051694,0.689600391,23
809,Zuru,18-Nov,11,2018,0.8,0.8,0.8,5,0.5,0.5,0.5,2
