"","LGA","pen3","ci_l","ci_u","Number of Participants"
"101","Birnin Kebbi",0.0239443099513926,-0.0206874855727818,0.0685761054755669,66
"102","Biu",0.210526315789474,0.210526315789474,0.210526315789474,12
"103","Bodinga",0.0972261944880862,0.0689598808458154,0.125492508130357,40
"104","Boki",0.5,0.5,0.5,12
"105","Bokkos",0.663412730768519,0.454920087698606,0.871905373838432,27
"106","Boluwaduro",0.749873873238194,0.661516122762074,0.838231623714315,7
"107","Bomadi",0.727272727272727,0.727272727272727,0.727272727272727,13
"108","Bonny",0.705270128597523,0.530402293071549,0.880137964123497,10
"109","Borgu",0,0,0,12
"110","Boripe",0.75,0.75,0.75,14
"111","Bosso",0.546453460776586,0.433643670350802,0.65926325120237,49
"112","Brass",0.682527438352935,0.489184013651217,0.875870863054654,14
"113","Buji",0.197509405026394,-0.003938691900541,0.39895750195333,45
"114","Bukkuyum",0.0691789390061634,-0.0280672785074327,0.166425156519759,38
"115","Bungudu",0.171188589720025,-0.00314305123277162,0.345520230672822,69
"116","Bunkure",0.0833333333333333,0.0833333333333333,0.0833333333333334,45
"117","Bursari",0.411764705882353,0.411764705882353,0.411764705882353,13
"118","Buruku",0.318181808302689,0.260025122218464,0.376338494386915,46
"119","Burutu",0.327272763101311,0.0828456545054642,0.571699871697157,13
"120","Bwari",0.691241854621582,0.623378054446099,0.759105654797066,25
"121","Calabar South",0.79178082735333,0.422836212748637,1.16072544195802,6
"122","Calabar-Municipal",0.573098724560747,0.482550660600809,0.663646788520685,31
"123","Chanchaga",0.50069010076379,0.338377373282243,0.663002828245336,34
"124","Charanchi",0.19047619047619,0.19047619047619,0.190476190476191,47
"125","Chikun",0.25,0.25,0.25,26
"126","Dala",0.896036231592287,0.861851318576785,0.930221144607789,73
"127","Damaturu",0,0,0,3
"128","Damban",0.454545454545455,0.454545454545454,0.454545454545455,27
"129","Dambatta",0.571428571428571,0.571428571428571,0.571428571428572,47
"130","Dan Musa",0.6,0.6,0.6,13
"131","Dandi",0.149167495339753,0.101223103694554,0.197111886984952,19
"132","Dange-Shnsi",0,0,0,14
"133","Danja",0.583333333333333,0.583333333333333,0.583333333333333,42
"134","Darazo",0.313195509846339,0.113230860378081,0.513160159314597,34
"135","Dass",0.764705882352941,0.764705882352941,0.764705882352941,14
"136","Daura",0.274403272877649,0.0292084150027691,0.519598130752529,84
"137","Dawakin Kudu",0.277777777777778,0.277777777777778,0.277777777777778,47
"138","Dawakin Tofa",0.352941176470588,0.352941176470588,0.352941176470588,23
"139","Degema",0.6,0.6,0.6,7
"140","Dekina",0.501286546713454,0.329919548286169,0.672653545140739,30
"141","Demsa",0.850790515919508,0.843208078251115,0.858372953587901,16
"142","Doguwa",0.235294117647059,0.235294117647059,0.235294117647059,53
"143","Doma",0.572917341471659,0.498529768107298,0.647304914836019,10
"144","Donga",0.175653877264926,-0.0354631671198037,0.386770921649655,12
"145","Dukku",0.0130903311828525,-0.0107406659564588,0.0369213283221638,38
"146","Dutse",0.244217935229991,0.225221692802879,0.263214177657103,81
"147","Dutsi",0.333333333333333,0.333333333333333,0.333333333333333,18
"148","Eastern Obolo",0.444444444444444,0.444444444444444,0.444444444444444,12
"149","Edati",0.666666666666667,0.666666666666667,0.666666666666667,4
"150","Edu",0.699513635691677,0.522772024408813,0.876255246974542,23
"151","Efon-Alayee",0.666666666666667,0.561974064528565,0.771359268804768,7
"152","Egbado North",0.166666666666667,0.166666666666667,0.166666666666667,3
"153","Egbado South",0.227481940289278,0.0738376911729927,0.381126189405562,12
"154","Egbeda",0.237184839982323,0.14730383076433,0.327065849200317,106
"155","Egbedore",0.653896973160454,0.267888928940983,1.03990501737993,17
"156","Egor",0.858695672528287,0.683981154731387,1.03341019032519,8
"157","Ehime-Mbano",0.804359763664883,0.580356322242092,1.02836320508767,4
"158","Ejigbo",0.65253829167184,0.327258244868238,0.977818338475441,27
"159","Ekeremor",0.49494076356001,0.403338907741994,0.586542619378027,17
"160","Eket",0.285714285714286,0.285714285714286,0.285714285714286,6
"161","Ekiti",0.65630801643349,0.549667062198178,0.762948970668802,10
"162","Ekiti East",0.75,0.75,0.75,2
"163","Ekiti South West",0.863468624668554,0.812162238130589,0.91477501120652,7
"164","Ekiti West",0.607914667032247,0.409774861892626,0.806054472171867,10
"165","Ekwusigo",0.857142857142857,0.857142857142857,0.857142857142857,22
"166","Eleme",0.747312237769818,0.642756611510489,0.851867864029146,37
"167","Emohua",0.333333333333333,0.333333333333333,0.333333333333333,9
"168","Emure",0.727272727272727,0.727272727272727,0.727272727272727,9
"169","Enugu East",0.83096446681534,0.775423340819423,0.886505592811257,40
"170","Enugu North",0.874251505817983,0.831648129953116,0.916854881682851,14
"171","Enugu South",0.927355306631553,0.899001381494784,0.955709231768322,13
"172","Epe",0.75,0.75,0.75,7
"173","Esan Central",0.625,0.625,0.625,5
"174","Esan North East",0.888888888888889,0.888888888888889,0.888888888888889,6
"175","Esan South East",0.325921381131585,0.24173934429255,0.41010341797062,12
"176","Esan West",0.75,0.75,0.75,2
"177","Ese-Odo",0.5,0.5,0.5,11
"178","Esit Eket",0.529411764705882,0.529411764705882,0.529411764705882,20
"179","Essien Udim",0.842870108676849,0.780426529638067,0.905313687715631,22
"180","Etche",0.79437306558354,0.643818897606785,0.944927233560294,13
"181","Ethiope East",0.679059658042876,0.611515141488062,0.746604174597691,19
"182","Ethiope West",0,0,0,1
"183","Eti-Osa",1,1,1,4
"184","Etinan",0.166666666666667,0.166666666666667,0.166666666666667,3
"185","Etsako Central",0.833333333333333,0.833333333333333,0.833333333333334,2
"186","Etsako East",0.198452580821293,0.0607083782356051,0.336196783406981,14
"187","Etsako West",0.860234373146678,0.807711110569332,0.912757635724023,33
"188","Etung",0.833333333333333,0.833333333333333,0.833333333333333,4
"189","Ewekoro",0.186895883521414,0.0452069769101145,0.328584790132713,38
"190","Ezeagu",0.722065209936825,0.551503957359701,0.892626462513949,18
"191","Ezinihitte",0.678676695673473,0.52299112537907,0.834362265967876,17
"192","Ezza North",0.827586206896552,0.827586206896552,0.827586206896552,21
"193","Ezza South",0.662324752384885,0.603042978807785,0.721606525961985,56
"194","Fakai",0.0666666666666667,0.0666666666666667,0.0666666666666667,9
"195","Faskari",0,0,0,49
"196","Fika",0.19047619047619,0.19047619047619,0.19047619047619,25
"197","Fufore",0.164640861277698,-0.077100018952291,0.406381741507687,26
"198","Funakaye",0.314285714285714,0.314285714285714,0.314285714285714,27
"199","Fune",0.187109928620426,0.0900561186199057,0.284163738620947,46
"200","Funtua",0.382383733754462,0.349401918015683,0.415365549493241,85
"201","Gabasawa",0.266666666666667,0.266666666666667,0.266666666666667,18
"202","Gada",0.0987952032882846,-0.0425192943247124,0.240109700901282,28
"203","Gagarawa",0.647058823529412,0.647058823529412,0.647058823529412,22
"204","Gamawa",0,0,0,23
"205","Ganaye",0.363636363636364,0.363636363636364,0.363636363636364,8
"206","Ganjuwa",0.325334517448195,-0.0740104268801442,0.724679461776535,41
"207","Garki",0.466666666666667,0.466666666666667,0.466666666666667,14
"208","Garko",0.933333333333333,0.933333333333333,0.933333333333333,26
"209","Garum Mallam",0.380952380952381,0.380952380952381,0.380952380952381,31
"210","Gashaka",0.352941176470588,0.352941176470588,0.352941176470588,11
"211","Gassol",0.179155879327972,0.0752191295274712,0.283092629128473,70
"212","Gawabawa",0.0779604793260757,0.0134883656455467,0.142432593006605,18
"213","Gaya",0.5,0.5,0.5,26
"214","Gbako",0.736842105263158,0.736842105263158,0.736842105263158,28
"215","Gboko",0.579269336826848,0.47725531948045,0.681283354173246,52
"216","Gboyin",0.901990795775043,0.815017255662158,0.988964335887929,9
"217","Gezawa",0.230769230769231,0.230769230769231,0.230769230769231,29
"218","Giade",0,0,0,19
"219","Gireri",0.489345174069902,0.411101354657253,0.567588993482552,15
"220","Giwa",0.0870710611793629,0.0627034344792571,0.111438687879469,79
"221","Gokana",0.57147687942237,0.533758953108369,0.60919480573637,17
"222","Gombe",0.569268319701049,0.474648321213997,0.6638883181881,41
"223","Gombi",0.490669695428194,0.438305670404233,0.543033720452156,38
"224","Goronyo",0,0,0,4
"225","Gubio",0,0,0,6
"226","Guma",0.251256289926107,0.193256150124019,0.309256429728196,23
"227","Gumel",0.272727272727273,0.272727272727273,0.272727272727273,19
"228","Gummi",0,0,0,67
"229","Gusau",0.132615667532238,0.123060063855574,0.142171271208902,81
"230","Guyuk",0.736146088019052,0.488782894071132,0.983509281966971,48
"231","Gwagwalada",0.642205939971629,0.538548416310592,0.745863463632665,19
"232","Gwale",0.591130044751274,0.445014941986276,0.737245147516272,36
"233","Gwandu",0.0909090909090909,0.0909090909090909,0.0909090909090909,21
"234","Gwaram",0.193286484530996,-0.0662079186788458,0.452780887740839,60
"235","Gwarzo",0.275862068965517,0.275862068965517,0.275862068965517,55
"236","Gwer East",0.272727272727273,0.272727272727273,0.272727272727273,11
"237","Gwer West",0.7,0.7,0.7,16
"238","Gwiwa",0.76,0.76,0.76,26
"239","Hawul",0.477633477633478,0.0696255781633488,0.885641377103606,9
"240","Hong",0.857142857142857,0.857142857142857,0.857142857142857,11
"241","Ibadan North",0.396704941559957,0.258165784185762,0.535244098934152,25
"242","Ibadan North East",0.25,0.25,0.25,6
"243","Ibadan North West",0.420387926422241,0.304153285553791,0.536622567290691,77
"244","Ibadan South West",0.613612871596677,0.291793775454234,0.93543196773912,15
"245","Ibaji",0.6,0.6,0.6,14
"246","Ibarapa Central",0.551359425732098,0.118505504583343,0.984213346880853,36
"247","Ibeju/Lekki",0.647058823529412,0.647058823529412,0.647058823529412,30
"248","Ibesikpo Asutan",0.64864866653957,0.611656108583367,0.685641224495772,9
"249","Ibiono Ibom",0.271464645588533,0.194321310737861,0.348607980439204,13
"250","Ideato North",0.739795350407088,0.601550761963993,0.878039938850184,28
"251","Ideato South",0.8,0.8,0.8,2
"252","Idemili North",0.80680507389233,0.779993009733957,0.833617138050702,102
"253","Idemili South",0.860311752796918,0.807121130397627,0.913502375196209,68
"254","Ido",0.412095330396968,0.379931696938168,0.444258963855768,16
"255","Idosi-Osi",0.787888551511301,0.698756632542006,0.877020470480597,19
"256","Ifako-Ijaye",0.694713328670463,0.372229897166575,1.01719676017435,30
"257","Ife Central",0.6304348041839,0.486267642211582,0.774601966156218,9
"258","Ife East",1,1,1,7
"259","Ife North",0.913532709920705,0.75377023854308,1.07329518129833,9
"260","Ifedayo",0.4,0.4,0.4,5
"261","Ifedore",0.89619480529966,0.822430606278946,0.969959004320374,7
"262","Ifelodun1",0.391632780843887,0.0490435844763333,0.73422197721144,52
"263","Ifelodun2",0.8,0.8,0.8,6
"264","Ifo",0.58346445360695,0.244665375221629,0.922263531992272,26
"265","Igabi",0.155469432835386,0.119125966700432,0.19181289897034,335
"266","Igalamela-Odolu",0.447571979736006,0.280062072536357,0.615081886935656,23
"267","Igbo-Etiti",0.930770425721113,0.829655704550279,1.03188514689195,22
"268","Igbo-Eze North",0.493787848535456,0.325255716525971,0.66231998054494,14
"269","Igbo-Eze South",0.53376322574693,0.484414378231561,0.583112073262299,9
"270","Igueben",0.554161972234422,0.485346913894858,0.622977030573987,6
"271","Ihiala",0.876923065173828,0.722284257414162,1.03156187293349,21
"272","Ijebu East",0.285714285714286,0.285714285714286,0.285714285714286,10
"273","Ijebu North",0.356744908939826,0.00288365197857365,0.710606165901079,15
"274","Ijebu North East",0.428571428571429,0.428571428571428,0.428571428571429,3
"275","Ijebu ode",0.540540519947578,0.453037997376756,0.6280430425184,17
"276","Ijero",0.909679733628222,0.817611335429875,1.00174813182657,6
"277","Ijumu",0.545454545454545,0.545454545454545,0.545454545454545,9
"278","Ika North East",0.777777777777778,0.777777777777777,0.777777777777778,9
"279","Ika South",1,1,1,3
"280","Ikara",0.391194095423935,0.304811419672117,0.477576771175753,70
"281","Ikeduru",0.904957344313389,0.840262510848916,0.969652177777862,10
"282","Ikeja",0.727272727272727,0.727272727272727,0.727272727272727,35
"283","Ikenne",0.333333333333333,0.333333333333333,0.333333333333333,2
"284","Ikere",0.5,0.5,0.5,1
"285","Ikole",0.838753402612049,0.78061939835916,0.896887406864938,45
"286","Ikom",0.549650329201513,0.434437293934495,0.664863364468531,10
"287","Ikono",1,1,1,9
"288","Ikorodu",0.730132557437612,0.561443463520399,0.898821651354824,61
"289","Ikot Abasi",0.875,0.875,0.875,13
"290","Ikot Ekpene",0.877362676893184,0.662498844513592,1.09222650927278,11
"291","Ikpoba-Okha",0.624588700705611,0.327961639021785,0.921215762389436,28
"292","Ikwerre",0.348931210429293,0.157678876791012,0.540183544067574,55
"293","Ikwo",0.757830751857415,0.698622987295455,0.817038516419374,53
"294","Ikwuano",0.458786941784038,0.409576974552218,0.507996909015857,7
"295","Ila",0.79582662308077,0.754178941462136,0.837474304699404,17
"296","Ilaje",0.272727272727273,0.272727272727273,0.272727272727273,11
"297","Ile-Oluji-Okeigbo",1,1,1,13
"298","Ilemeji",0.714285714285714,0.714285714285714,0.714285714285715,1
"299","Ilesha East",1,1,1,2
"300","Ilesha West",0.8455114984354,0.645091211881889,1.04593178498891,23
"301","Illela",0.106529556687685,0.0325381081725956,0.180521005202774,48
"302","Ilorin East",0.837171340069799,0.738302589922097,0.936040090217501,20
"303","Ilorin West",0.658598715070621,0.575520364428725,0.741677065712518,34
"304","Imeko-Afon",0.285714285714286,0.285714285714286,0.285714285714286,2
"305","Ingawa",0.0434782608695652,0.0434782608695652,0.0434782608695652,31
"306","Ini",0.454545454545455,0.454545454545455,0.454545454545455,9
"307","Ipokia",0.2,0.2,0.2,12
"308","Irele",0.625,0.625,0.625,6
"309","Irepodun/Ifelodun",1,1,1,1
"310","Irepodun1",0.412819770562266,0.213306595392962,0.612332945731571,7
"311","Irepodun2",0.7,0.7,0.7,17
"312","Irewole",0.646080724841873,0.44411685810908,0.848044591574666,21
"313","Isa",0,0,0,12
"314","Ise/Orun",0.769414533830668,0.613265326959548,0.925563740701788,11
"315","Iseyin",0.422377873568891,0.34489566110047,0.499860086037313,38
"316","Ishielu",0.772727028715653,0.621406886232765,0.924047171198542,33
"317","Isiala Mbano",0.641955293094703,0.360193609899173,0.923716976290233,7
"318","Isiala-Ngwa North",0.644218557495921,0.500047329283062,0.78838978570878,13
"319","Isiala-Ngwa South",0.598524820255045,0.567928166098506,0.629121474411584,18
"320","Isin",0.718576235541329,0.515353091264637,0.92179937981802,10
"321","Isoko North",0.8,0.8,0.8,15
"322","Isoko South",0.652451034658658,0.614172593560045,0.690729475757271,13
"323","Isu",0.666666666666667,0.666666666666667,0.666666666666667,3
"324","Isuikwato",0.802105289984422,0.685682978911437,0.918527601057408,7
"325","Itas/Gadau",0.210584488831877,-0.0117723606474766,0.432941338311232,12
"326","Itu",1,1,1,3
"327","Iwajowa",0.181818181818182,0.181818181818182,0.181818181818182,18
"328","Iwo",0.84782816880502,0.78805036602215,0.90760597158789,23
"329","Izzi",0.714005483993521,0.633694296505421,0.79431667148162,97
"330","Jaba",0.6,0.6,0.6,4
"331","Jada",0.667722028546781,0.474061713975376,0.861382343118186,37
"332","Jahun",0.317648422365214,0.206959099292302,0.428337745438126,78
"333","Jakusko",0.0549392308809054,0.00031590981742409,0.109562551944387,34
"334","Jalingo",0.567961141187712,0.445965672587712,0.689956609787713,19
"335","Jama'are",0.334579498578769,0.312551824461983,0.356607172695556,52
"336","Jega",0.0522340766999375,-0.0282666657256482,0.132734819125523,32
"337","Jema'a",0.401183431175302,0.380585844691895,0.421781017658709,55
"338","Jere",0.42811290613707,0.086188731280987,0.770037080993153,66
"339","Jibia",0.407407407407407,0.407407407407407,0.407407407407407,59
"340","Jos East",0.7,0.7,0.7,14
"341","Jos North",0.82227264250585,0.740378338915956,0.904166946095743,48
"342","Jos South",0.631793326026649,0.570525936083329,0.69306071596997,11
"343","Kabba/Bunu",0.333333333333333,0.333333333333333,0.333333333333333,9
"344","Kabo",0.292491047587063,0.172263217272426,0.4127188779017,44
"345","Kachia",0.208778986464185,0.102450000866054,0.315107972062317,60
"346","Kaduna North",0.714506151613102,0.651927963863979,0.777084339362225,19
"347","Kaduna South",0.634059796429886,0.501730913704445,0.766388679155326,29
"348","Kafin Hausa",0.120014780572341,-0.0486927841223129,0.288722345266995,59
"349","Kafur",0.39614996843935,0.31921957650099,0.473080360377711,84
"350","Kaga",0.111111111111111,0.111111111111111,0.111111111111111,18
"351","Kagarko",0.714285714285714,0.714285714285714,0.714285714285714,27
"352","Kaiama",0,0,0,12
"353","kaita",0.473684210526316,0.473684210526316,0.473684210526316,32
"354","Kajola",0.605699838210411,0.436591811931869,0.774807864488953,12
"355","Kajuru",0.352941176470588,0.352941176470588,0.352941176470588,18
"356","Kalgo",0.0194121601544121,-0.0106508924538243,0.0494752127626485,45
"357","Kanam",0.60184566399999,0.370128310773987,0.833563017225992,19
"358","Kankara",0.552631578947368,0.552631578947368,0.552631578947368,56
"359","Kanke",0.498019817558207,0.334285982373,0.661753652743414,29
"360","Kankia",0.28,0.28,0.28,48
"361","Karasuwa",0.269722179962473,0.143847711719683,0.395596648205264,41
"362","Karaye",0.565217391304348,0.565217391304348,0.565217391304348,44
"363","Karin-Lamido",0.382573545906062,0.155151715550678,0.609995376261446,37
"364","Karu",0.693754141852323,0.487272160140126,0.90023612356452,41
"365","Katagum",0.209086287168663,0.0486535091449769,0.36951906519235,64
"366","Katcha",0,0,0,25
"367","Katsina",0.399781542105997,0.35241003366883,0.447153050543164,50
"368","Katsina-Ala",0.571687674643174,0.484152822529657,0.659222526756692,37
"369","Kaugama",0.375,0.375,0.375,24
"370","Kaura",0.9,0.9,0.9,11
"371","Kaura-Namoda",0.0110027837371456,-0.00718902280491715,0.0291945902792083,62
"372","Kauru",0.428571428571429,0.428571428571429,0.428571428571429,11
"373","Kazaure",0.269230769230769,0.269230769230769,0.269230769230769,25
"374","Keana",0.511152288843252,0.314953953206391,0.707350624480113,4
"375","Keffi",0.431864403228777,0.368035232311626,0.495693574145928,6
"376","Khana",0.818181818181818,0.818181818181818,0.818181818181818,18
"377","Kirfi",0.210526315789474,0.210526315789474,0.210526315789474,17
"378","Kiri Kasamma",0.271719077093045,-0.0106095942030375,0.554047748389128,21
"379","Kiru",0.305856863174697,-0.137983902995941,0.749697629345335,37
"380","kiyawa",0.142857142857143,0.142857142857143,0.142857142857143,30
"381","Kogi",1,1,1,1
"382","Koko/Besse",0,0,0,28
"383","Kokona",0.28988759017237,0.149997880894159,0.429777299450581,19
"384","Kolokuma/Opokuma",0.392400138025787,0.263846219037811,0.520954057013763,15
"385","Konduga",0.25,0.25,0.25,40
"386","Konshisha",0.4375,0.4375,0.4375,16
"387","Kontagora",0.135272118376406,-0.0428555956679923,0.313399832420805,35
"388","Kosofe",0.779333037643464,0.632097105505618,0.92656896978131,71
"389","Kubau",0.309628474807059,0.0773337566458919,0.541923192968227,64
"390","Kudan",0.363289885518731,0.302394593754159,0.424185177283303,61
"391","Kukawa",0,0,0,7
"392","Kunchi",0.12409199704202,-0.00861219813013356,0.256796192214174,36
"393","Kura",0.411764705882353,0.411764705882353,0.411764705882353,16
"394","Kurmi",0.15,0.15,0.15,21
"395","Kusada",0.0416666666666667,0.0416666666666667,0.0416666666666667,27
"396","Kwali",0.447425188565717,0.345317020827354,0.54953335630408,21
"397","Kwami",0.0652712487500888,-0.0630034951410234,0.193545992641201,50
"398","Kwande",0.575837718602211,0.508070436201558,0.643605001002864,27
"399","Kware",0,0,0,16
"400","Lafia",0.447257283880431,0.330346018019079,0.564168549741783,113
"401","Lagos Island",0.75,0.75,0.75,26
"402","Lagos Mainland",0.665289264840407,0.539044415832139,0.791534113848675,17
"403","Lamurde",0.363636363636364,0.363636363636364,0.363636363636364,7
"404","Langtang North",0.428571428571429,0.428571428571428,0.428571428571429,10
"405","Lau",0.52,0.42973215999857,0.61026784000143,11
"406","Lavun",0.245474723291591,-0.076252698857672,0.567202145440854,60
"407","Lere",0.230150752410466,0.201368460640451,0.258933044180482,60
"408","Lokoja",0.550899177480082,-0.134871739809015,1.23667009476918,18
"409","Machina",0.182436517170776,0.0474033602216848,0.317469674119867,269
"410","Magama",0.0309278311498328,0.0126863724207295,0.0491692898789362,61
"411","Mai'Adua",0.454545454545455,0.454545454545455,0.454545454545455,21
"412","Maiduguri",0.286145069286661,0.127185819318287,0.445104319255035,129
"413","Maigatari",0.193460784542506,-0.109358828108871,0.496280397193883,16
"414","Maiha",0.0952380952380952,0.0952380952380952,0.0952380952380953,13
"415","Maiyama",0.210526315789474,0.210526315789474,0.210526315789474,22
"416","Makoda",0.407407407407407,0.407407407407407,0.407407407407407,11
"417","Makurdi",0.552936425312399,0.25308446364263,0.852788386982167,77
"418","Malam Madori",0,0,0,11
"419","Malumfashi",0.588235294117647,0.588235294117647,0.588235294117647,23
"420","Mangu",0.728541630111976,0.599913117707047,0.857170142516904,41
"421","Mani",0.299281373340641,0.207739295753067,0.390823450928214,107
"422","Maradun",0,0,0,41
"423","Mariga",0,0,0,23
"424","Mashi",0,0,0,17
"425","Matazuu",0.166666666666667,0.166666666666667,0.166666666666667,12
"426","Mayo-Belwa",0.7,0.7,0.7,11
"427","Mbaitoli",0.587475661875415,0.401156045009921,0.773795278740909,24
"428","Mbo",0.285714285714286,0.285714285714286,0.285714285714286,5
