LGA,adm1,year,round,simday,max_age,coverage_high_access,coverage_low_access
Mashi,Katsina,2013,1,1308,5,1,0.8
Mashi,Katsina,2013,2,1339,5,1,0.8
Mashi,Katsina,2013,3,1369,5,1,0.8
Madobi,Kano,2014,1,1673,5,1,0.4
Madobi,Kano,2014,2,1704,5,1,0.4
Madobi,Kano,2014,3,1734,5,1,0.4
Madobi,Kano,2014,4,1765,5,1,0.4
Baure,Katsina,2014,1,1673,5,1,0.8
Baure,Katsina,2014,2,1704,5,1,0.8
Baure,Katsina,2014,3,1734,5,1,0.8
Baure,Katsina,2014,4,1765,5,1,0.8
Dutsi,Katsina,2014,1,1673,5,1,0.8
Dutsi,Katsina,2014,2,1704,5,1,0.8
Dutsi,Katsina,2014,3,1734,5,1,0.8
Dutsi,Katsina,2014,4,1765,5,1,0.8
Mai'Adua,Katsina,2014,1,1673,5,1,0.8
Mai'Adua,Katsina,2014,2,1704,5,1,0.8
Mai'Adua,Katsina,2014,3,1734,5,1,0.8
Mai'Adua,Katsina,2014,4,1765,5,1,0.8
Mashi,Katsina,2014,1,1673,5,1,0.8
Mashi,Katsina,2014,2,1704,5,1,0.8
Mashi,Katsina,2014,3,1734,5,1,0.8
Mashi,Katsina,2014,4,1765,5,1,0.8
Kazaure,Jigawa,2015,1,2038,5,1,0.4
Kazaure,Jigawa,2015,2,2069,5,1,0.4
Kazaure,Jigawa,2015,3,2099,5,1,0.4
Kazaure,Jigawa,2015,4,2130,5,1,0.4
Baure,Katsina,2015,1,2038,5,1,0.8
Baure,Katsina,2015,2,2069,5,1,0.8
Baure,Katsina,2015,3,2099,5,1,0.8
Baure,Katsina,2015,4,2130,5,1,0.8
Gada,Sokoto,2015,1,2038,5,1,0.4
Gada,Sokoto,2015,2,2069,5,1,0.4
Gada,Sokoto,2015,3,2099,5,1,0.4
Gada,Sokoto,2015,4,2130,5,1,0.4
Gawabawa,Sokoto,2015,1,2038,5,1,0.4
Gawabawa,Sokoto,2015,2,2069,5,1,0.4
Gawabawa,Sokoto,2015,3,2099,5,1,0.4
Gawabawa,Sokoto,2015,4,2130,5,1,0.4
Goronyo,Sokoto,2015,1,2038,5,1,0.4
Goronyo,Sokoto,2015,2,2069,5,1,0.4
Goronyo,Sokoto,2015,3,2099,5,1,0.4
Goronyo,Sokoto,2015,4,2130,5,1,0.4
Gudu,Sokoto,2015,1,2038,5,1,0.4
Gudu,Sokoto,2015,2,2069,5,1,0.4
Gudu,Sokoto,2015,3,2099,5,1,0.4
Gudu,Sokoto,2015,4,2130,5,1,0.4
Illela,Sokoto,2015,1,2038,5,1,0.4
Illela,Sokoto,2015,2,2069,5,1,0.4
Illela,Sokoto,2015,3,2099,5,1,0.4
Illela,Sokoto,2015,4,2130,5,1,0.4
Isa,Sokoto,2015,1,2038,5,1,0.4
Isa,Sokoto,2015,2,2069,5,1,0.4
Isa,Sokoto,2015,3,2099,5,1,0.4
Isa,Sokoto,2015,4,2130,5,1,0.4
Sabon Birni,Sokoto,2015,1,2038,5,1,0.4
Sabon Birni,Sokoto,2015,2,2069,5,1,0.4
Sabon Birni,Sokoto,2015,3,2099,5,1,0.4
Sabon Birni,Sokoto,2015,4,2130,5,1,0.4
Tangaza,Sokoto,2015,1,2038,5,1,0.4
Tangaza,Sokoto,2015,2,2069,5,1,0.4
Tangaza,Sokoto,2015,3,2099,5,1,0.4
Tangaza,Sokoto,2015,4,2130,5,1,0.4
Wamako,Sokoto,2015,1,2038,5,1,0.4
Wamako,Sokoto,2015,2,2069,5,1,0.4
Wamako,Sokoto,2015,3,2099,5,1,0.4
Wamako,Sokoto,2015,4,2130,5,1,0.4
Wurno,Sokoto,2015,1,2038,5,1,0.4
Wurno,Sokoto,2015,2,2069,5,1,0.4
Wurno,Sokoto,2015,3,2099,5,1,0.4
Wurno,Sokoto,2015,4,2130,5,1,0.4
Bakura,Zamfara,2015,1,2038,5,1,0.8
Bakura,Zamfara,2015,2,2069,5,1,0.8
Bakura,Zamfara,2015,3,2099,5,1,0.8
Bakura,Zamfara,2015,4,2130,5,1,0.8
Birnin Magaji,Zamfara,2015,1,2038,5,1,0.8
Birnin Magaji,Zamfara,2015,2,2069,5,1,0.8
Birnin Magaji,Zamfara,2015,3,2099,5,1,0.8
Birnin Magaji,Zamfara,2015,4,2130,5,1,0.8
Bungudu,Zamfara,2015,1,2038,5,1,0.8
Bungudu,Zamfara,2015,2,2069,5,1,0.8
Bungudu,Zamfara,2015,3,2099,5,1,0.8
Bungudu,Zamfara,2015,4,2130,5,1,0.8
Kaura Namoda,Zamfara,2015,1,2038,5,1,0.8
Kaura Namoda,Zamfara,2015,2,2069,5,1,0.8
Kaura Namoda,Zamfara,2015,3,2099,5,1,0.8
Kaura Namoda,Zamfara,2015,4,2130,5,1,0.8
Shinkafi,Zamfara,2015,1,2038,5,1,0.8
Shinkafi,Zamfara,2015,2,2069,5,1,0.8
Shinkafi,Zamfara,2015,3,2099,5,1,0.8
Shinkafi,Zamfara,2015,4,2130,5,1,0.8
Talata Mafara,Zamfara,2015,1,2038,5,1,0.8
Talata Mafara,Zamfara,2015,2,2069,5,1,0.8
Talata Mafara,Zamfara,2015,3,2099,5,1,0.8
Talata Mafara,Zamfara,2015,4,2130,5,1,0.8
Zurmi,Zamfara,2015,1,2038,5,1,0.8
Zurmi,Zamfara,2015,2,2069,5,1,0.8
Zurmi,Zamfara,2015,3,2099,5,1,0.8
Zurmi,Zamfara,2015,4,2130,5,1,0.8
Binji,Sokoto,2016,1,2404,5,1,0.4
Binji,Sokoto,2016,2,2435,5,1,0.4
Binji,Sokoto,2016,3,2465,5,1,0.4
Binji,Sokoto,2016,4,2496,5,1,0.4
Bodinga,Sokoto,2016,1,2404,5,1,0.4
Bodinga,Sokoto,2016,2,2435,5,1,0.4
Bodinga,Sokoto,2016,3,2465,5,1,0.4
Bodinga,Sokoto,2016,4,2496,5,1,0.4
Dange-Shnsi,Sokoto,2016,1,2404,5,1,0.4
Dange-Shnsi,Sokoto,2016,2,2435,5,1,0.4
Dange-Shnsi,Sokoto,2016,3,2465,5,1,0.4
Dange-Shnsi,Sokoto,2016,4,2496,5,1,0.4
Gada,Sokoto,2016,1,2404,5,1,0.4
Gada,Sokoto,2016,2,2435,5,1,0.4
Gada,Sokoto,2016,3,2465,5,1,0.4
Gada,Sokoto,2016,4,2496,5,1,0.4
Gawabawa,Sokoto,2016,1,2404,5,1,0.4
Gawabawa,Sokoto,2016,2,2435,5,1,0.4
Gawabawa,Sokoto,2016,3,2465,5,1,0.4
Gawabawa,Sokoto,2016,4,2496,5,1,0.4
Goronyo,Sokoto,2016,1,2404,5,1,0.4
Goronyo,Sokoto,2016,2,2435,5,1,0.4
Goronyo,Sokoto,2016,3,2465,5,1,0.4
Goronyo,Sokoto,2016,4,2496,5,1,0.4
Gudu,Sokoto,2016,1,2404,5,1,0.4
Gudu,Sokoto,2016,2,2435,5,1,0.4
Gudu,Sokoto,2016,3,2465,5,1,0.4
Gudu,Sokoto,2016,4,2496,5,1,0.4
Illela,Sokoto,2016,1,2404,5,1,0.4
Illela,Sokoto,2016,2,2435,5,1,0.4
Illela,Sokoto,2016,3,2465,5,1,0.4
Illela,Sokoto,2016,4,2496,5,1,0.4
Isa,Sokoto,2016,1,2404,5,1,0.4
Isa,Sokoto,2016,2,2435,5,1,0.4
Isa,Sokoto,2016,3,2465,5,1,0.4
Isa,Sokoto,2016,4,2496,5,1,0.4
Kebbe,Sokoto,2016,1,2404,5,1,0.4
Kebbe,Sokoto,2016,2,2435,5,1,0.4
Kebbe,Sokoto,2016,3,2465,5,1,0.4
Kebbe,Sokoto,2016,4,2496,5,1,0.4
Kware,Sokoto,2016,1,2404,5,1,0.4
Kware,Sokoto,2016,2,2435,5,1,0.4
Kware,Sokoto,2016,3,2465,5,1,0.4
Kware,Sokoto,2016,4,2496,5,1,0.4
Rabah,Sokoto,2016,1,2404,5,1,0.4
Rabah,Sokoto,2016,2,2435,5,1,0.4
Rabah,Sokoto,2016,3,2465,5,1,0.4
Rabah,Sokoto,2016,4,2496,5,1,0.4
Sabon Birni,Sokoto,2016,1,2404,5,1,0.4
Sabon Birni,Sokoto,2016,2,2435,5,1,0.4
Sabon Birni,Sokoto,2016,3,2465,5,1,0.4
Sabon Birni,Sokoto,2016,4,2496,5,1,0.4
Shagari,Sokoto,2016,1,2404,5,1,0.4
Shagari,Sokoto,2016,2,2435,5,1,0.4
Shagari,Sokoto,2016,3,2465,5,1,0.4
Shagari,Sokoto,2016,4,2496,5,1,0.4
Silame,Sokoto,2016,1,2404,5,1,0.4
Silame,Sokoto,2016,2,2435,5,1,0.4
Silame,Sokoto,2016,3,2465,5,1,0.4
Silame,Sokoto,2016,4,2496,5,1,0.4
Sokoto North,Sokoto,2016,1,2404,5,1,0.4
Sokoto North,Sokoto,2016,2,2435,5,1,0.4
Sokoto North,Sokoto,2016,3,2465,5,1,0.4
Sokoto North,Sokoto,2016,4,2496,5,1,0.4
Sokoto South,Sokoto,2016,1,2404,5,1,0.4
Sokoto South,Sokoto,2016,2,2435,5,1,0.4
Sokoto South,Sokoto,2016,3,2465,5,1,0.4
Sokoto South,Sokoto,2016,4,2496,5,1,0.4
Tambuwal,Sokoto,2016,1,2404,5,1,0.4
Tambuwal,Sokoto,2016,2,2435,5,1,0.4
Tambuwal,Sokoto,2016,3,2465,5,1,0.4
Tambuwal,Sokoto,2016,4,2496,5,1,0.4
Tangaza,Sokoto,2016,1,2404,5,1,0.4
Tangaza,Sokoto,2016,2,2435,5,1,0.4
Tangaza,Sokoto,2016,3,2465,5,1,0.4
Tangaza,Sokoto,2016,4,2496,5,1,0.4
Tureta,Sokoto,2016,1,2404,5,1,0.4
Tureta,Sokoto,2016,2,2435,5,1,0.4
Tureta,Sokoto,2016,3,2465,5,1,0.4
Tureta,Sokoto,2016,4,2496,5,1,0.4
Wamako,Sokoto,2016,1,2404,5,1,0.4
Wamako,Sokoto,2016,2,2435,5,1,0.4
Wamako,Sokoto,2016,3,2465,5,1,0.4
Wamako,Sokoto,2016,4,2496,5,1,0.4
Wurno,Sokoto,2016,1,2404,5,1,0.4
Wurno,Sokoto,2016,2,2435,5,1,0.4
Wurno,Sokoto,2016,3,2465,5,1,0.4
Wurno,Sokoto,2016,4,2496,5,1,0.4
Yabo,Sokoto,2016,1,2404,5,1,0.4
Yabo,Sokoto,2016,2,2435,5,1,0.4
Yabo,Sokoto,2016,3,2465,5,1,0.4
Yabo,Sokoto,2016,4,2496,5,1,0.4
Damaturu,Yobe,2016,1,2404,5,1,0.4
Damaturu,Yobe,2016,2,2435,5,1,0.4
Damaturu,Yobe,2016,3,2465,5,1,0.4
Damaturu,Yobe,2016,4,2496,5,1,0.4
Anka,Zamfara,2016,1,2435,5,1,0.8
Anka,Zamfara,2016,2,2465,5,1,0.8
Anka,Zamfara,2016,3,2497,5,1,0.8
Bakura,Zamfara,2016,1,2404,5,1,0.8
Bakura,Zamfara,2016,2,2435,5,1,0.8
Bakura,Zamfara,2016,3,2465,5,1,0.8
Bakura,Zamfara,2016,4,2496,5,1,0.8
Birnin Magaji,Zamfara,2016,1,2404,5,1,0.8
Birnin Magaji,Zamfara,2016,2,2435,5,1,0.8
Birnin Magaji,Zamfara,2016,3,2465,5,1,0.8
Birnin Magaji,Zamfara,2016,4,2496,5,1,0.8
Bukkuyum,Zamfara,2016,1,2435,5,1,0.8
Bukkuyum,Zamfara,2016,2,2465,5,1,0.8
Bukkuyum,Zamfara,2016,3,2496,5,1,0.8
Bungudu,Zamfara,2016,1,2404,5,1,0.8
Bungudu,Zamfara,2016,2,2435,5,1,0.8
Bungudu,Zamfara,2016,3,2465,5,1,0.8
Bungudu,Zamfara,2016,4,2496,5,1,0.8
Gummi,Zamfara,2016,1,2435,5,1,0.8
Gummi,Zamfara,2016,2,2465,5,1,0.8
Gummi,Zamfara,2016,3,2496,5,1,0.8
Gusau,Zamfara,2016,1,2435,5,1,0.8
Gusau,Zamfara,2016,2,2465,5,1,0.8
Gusau,Zamfara,2016,3,2496,5,1,0.8
Kaura Namoda,Zamfara,2016,1,2404,5,1,0.8
Kaura Namoda,Zamfara,2016,2,2435,5,1,0.8
Kaura Namoda,Zamfara,2016,3,2465,5,1,0.8
Kaura Namoda,Zamfara,2016,4,2496,5,1,0.8
Maradun,Zamfara,2016,1,2435,5,1,0.8
Maradun,Zamfara,2016,2,2465,5,1,0.8
Maradun,Zamfara,2016,3,2496,5,1,0.8
Maru,Zamfara,2016,1,2435,5,1,0.8
Maru,Zamfara,2016,2,2465,5,1,0.8
Maru,Zamfara,2016,3,2496,5,1,0.8
Shinkafi,Zamfara,2016,1,2404,5,1,0.8
Shinkafi,Zamfara,2016,2,2435,5,1,0.8
Shinkafi,Zamfara,2016,3,2465,5,1,0.8
Shinkafi,Zamfara,2016,4,2496,5,1,0.8
Talata Mafara,Zamfara,2016,1,2404,5,1,0.8
Talata Mafara,Zamfara,2016,2,2435,5,1,0.8
Talata Mafara,Zamfara,2016,3,2465,5,1,0.8
Talata Mafara,Zamfara,2016,4,2496,5,1,0.8
Tsafe,Zamfara,2016,1,2435,5,1,0.8
Tsafe,Zamfara,2016,2,2465,5,1,0.8
Tsafe,Zamfara,2016,3,2496,5,1,0.8
Zurmi,Zamfara,2016,1,2404,5,1,0.8
Zurmi,Zamfara,2016,2,2435,5,1,0.8
Zurmi,Zamfara,2016,3,2465,5,1,0.8
Zurmi,Zamfara,2016,4,2496,5,1,0.8
Jere,Borno,2017,1,2745,5,1,0.4
Jere,Borno,2017,2,2791,5,1,0.4
Jere,Borno,2017,3,2843,5,1,0.4
Jere,Borno,2017,4,2859,5,1,0.4
Konduga,Borno,2017,1,2745,5,1,0.4
Konduga,Borno,2017,2,2791,5,1,0.4
Konduga,Borno,2017,3,2843,5,1,0.4
Konduga,Borno,2017,4,2859,5,1,0.4
Mafa,Borno,2017,1,2791,5,1,0.4
Mafa,Borno,2017,2,2843,5,1,0.4
Monguno,Borno,2017,1,2745,5,1,0.4
Monguno,Borno,2017,2,2791,5,1,0.4
Monguno,Borno,2017,3,2843,5,1,0.4
Mmc,Borno,2017,1,2745,5,1,0.4
Mmc,Borno,2017,2,2791,5,1,0.4
Mmc,Borno,2017,3,2843,5,1,0.4
Kazaure,Jigawa,2017,1,2767,5,1,0.4
Kazaure,Jigawa,2017,2,2795,5,1,0.4
Kazaure,Jigawa,2017,3,2827,5,1,0.4
Roni,Jigawa,2017,1,2767,5,1,0.4
Roni,Jigawa,2017,2,2795,5,1,0.4
Roni,Jigawa,2017,3,2827,5,1,0.4
Baure,Katsina,2017,1,2768,5,1,0.8
Baure,Katsina,2017,2,2796,5,1,0.8
Baure,Katsina,2017,3,2828,5,1,0.8
Dutsi,Katsina,2017,1,2768,5,1,0.8
Dutsi,Katsina,2017,2,2796,5,1,0.8
Dutsi,Katsina,2017,3,2828,5,1,0.8
Mai'Adua,Katsina,2017,1,2768,5,1,0.8
Mai'Adua,Katsina,2017,2,2796,5,1,0.8
Mai'Adua,Katsina,2017,3,2828,5,1,0.8
Mashi,Katsina,2017,1,2768,5,1,0.8
Mashi,Katsina,2017,2,2796,5,1,0.8
Mashi,Katsina,2017,3,2828,5,1,0.8
Binji,Sokoto,2017,1,2768,5,1,0.4
Binji,Sokoto,2017,2,2796,5,1,0.4
Binji,Sokoto,2017,3,2828,5,1,0.4
Bodinga,Sokoto,2017,1,2768,5,1,0.4
Bodinga,Sokoto,2017,2,2796,5,1,0.4
Bodinga,Sokoto,2017,3,2828,5,1,0.4
Dange-Shnsi,Sokoto,2017,1,2768,5,1,0.4
Dange-Shnsi,Sokoto,2017,2,2796,5,1,0.4
Dange-Shnsi,Sokoto,2017,3,2828,5,1,0.4
Gada,Sokoto,2017,1,2768,5,1,0.4
Gada,Sokoto,2017,2,2796,5,1,0.4
Gada,Sokoto,2017,3,2828,5,1,0.4
Gawabawa,Sokoto,2017,1,2768,5,1,0.4
Gawabawa,Sokoto,2017,2,2796,5,1,0.4
Gawabawa,Sokoto,2017,3,2828,5,1,0.4
Goronyo,Sokoto,2017,1,2768,5,1,0.4
Goronyo,Sokoto,2017,2,2796,5,1,0.4
Goronyo,Sokoto,2017,3,2828,5,1,0.4
Gudu,Sokoto,2017,1,2768,5,1,0.4
Gudu,Sokoto,2017,2,2796,5,1,0.4
Gudu,Sokoto,2017,3,2828,5,1,0.4
Illela,Sokoto,2017,1,2768,5,1,0.4
Illela,Sokoto,2017,2,2796,5,1,0.4
Illela,Sokoto,2017,3,2828,5,1,0.4
Isa,Sokoto,2017,1,2768,5,1,0.4
Isa,Sokoto,2017,2,2796,5,1,0.4
Isa,Sokoto,2017,3,2828,5,1,0.4
Kebbe,Sokoto,2017,1,2768,5,1,0.4
Kebbe,Sokoto,2017,2,2796,5,1,0.4
Kebbe,Sokoto,2017,3,2828,5,1,0.4
Kware,Sokoto,2017,1,2768,5,1,0.4
Kware,Sokoto,2017,2,2796,5,1,0.4
Kware,Sokoto,2017,3,2828,5,1,0.4
Rabah,Sokoto,2017,1,2768,5,1,0.4
Rabah,Sokoto,2017,2,2796,5,1,0.4
Rabah,Sokoto,2017,3,2828,5,1,0.4
Sabon Birni,Sokoto,2017,1,2768,5,1,0.4
Sabon Birni,Sokoto,2017,2,2796,5,1,0.4
Sabon Birni,Sokoto,2017,3,2828,5,1,0.4
Shagari,Sokoto,2017,1,2768,5,1,0.4
Shagari,Sokoto,2017,2,2796,5,1,0.4
Shagari,Sokoto,2017,3,2828,5,1,0.4
Silame,Sokoto,2017,1,2768,5,1,0.4
Silame,Sokoto,2017,2,2796,5,1,0.4
Silame,Sokoto,2017,3,2828,5,1,0.4
Sokoto North,Sokoto,2017,1,2768,5,1,0.4
Sokoto North,Sokoto,2017,2,2796,5,1,0.4
Sokoto North,Sokoto,2017,3,2828,5,1,0.4
Sokoto South,Sokoto,2017,1,2768,5,1,0.4
Sokoto South,Sokoto,2017,2,2796,5,1,0.4
Sokoto South,Sokoto,2017,3,2828,5,1,0.4
Tambuwal,Sokoto,2017,1,2768,5,1,0.4
Tambuwal,Sokoto,2017,2,2796,5,1,0.4
Tambuwal,Sokoto,2017,3,2828,5,1,0.4
Tangaza,Sokoto,2017,1,2768,5,1,0.4
Tangaza,Sokoto,2017,2,2796,5,1,0.4
Tangaza,Sokoto,2017,3,2828,5,1,0.4
Tureta,Sokoto,2017,1,2768,5,1,0.4
Tureta,Sokoto,2017,2,2796,5,1,0.4
Wamako,Sokoto,2017,1,2768,5,1,0.4
Wamako,Sokoto,2017,2,2796,5,1,0.4
Wurno,Sokoto,2017,1,2768,5,1,0.4
Wurno,Sokoto,2017,2,2796,5,1,0.4
Wurno,Sokoto,2017,3,2828,5,1,0.4
Yabo,Sokoto,2017,1,2768,5,1,0.4
Yabo,Sokoto,2017,2,2796,5,1,0.4
Yabo,Sokoto,2017,3,2828,5,1,0.4
Anka,Zamfara,2017,1,2764,5,1,0.8
Anka,Zamfara,2017,2,2797,5,1,0.8
Anka,Zamfara,2017,3,2828,5,1,0.8
Bakura,Zamfara,2017,1,2764,5,1,0.8
Bakura,Zamfara,2017,2,2797,5,1,0.8
Bakura,Zamfara,2017,3,2828,5,1,0.8
Birnin Magaji,Zamfara,2017,1,2764,5,1,0.8
Birnin Magaji,Zamfara,2017,2,2797,5,1,0.8
Birnin Magaji,Zamfara,2017,3,2828,5,1,0.8
Bukkuyum,Zamfara,2017,1,2764,5,1,0.8
Bukkuyum,Zamfara,2017,2,2797,5,1,0.8
Bukkuyum,Zamfara,2017,3,2828,5,1,0.8
Bungudu,Zamfara,2017,1,2764,5,1,0.8
Bungudu,Zamfara,2017,2,2797,5,1,0.8
Bungudu,Zamfara,2017,3,2828,5,1,0.8
Gummi,Zamfara,2017,1,2764,5,1,0.8
Gummi,Zamfara,2017,2,2797,5,1,0.8
Gummi,Zamfara,2017,3,2828,5,1,0.8
Gusau,Zamfara,2017,1,2764,5,1,0.8
Gusau,Zamfara,2017,2,2797,5,1,0.8
Gusau,Zamfara,2017,3,2828,5,1,0.8
Kaura Namoda,Zamfara,2017,1,2764,5,1,0.8
Kaura Namoda,Zamfara,2017,2,2797,5,1,0.8
Kaura Namoda,Zamfara,2017,3,2828,5,1,0.8
Maradun,Zamfara,2017,1,2764,5,1,0.8
Maradun,Zamfara,2017,2,2797,5,1,0.8
Maradun,Zamfara,2017,3,2828,5,1,0.8
Maru,Zamfara,2017,1,2764,5,1,0.8
Maru,Zamfara,2017,2,2797,5,1,0.8
Maru,Zamfara,2017,3,2828,5,1,0.8
Shinkafi,Zamfara,2017,1,2764,5,1,0.8
Shinkafi,Zamfara,2017,2,2797,5,1,0.8
Shinkafi,Zamfara,2017,3,2828,5,1,0.8
Talata Mafara,Zamfara,2017,1,2764,5,1,0.8
Talata Mafara,Zamfara,2017,2,2797,5,1,0.8
Talata Mafara,Zamfara,2017,3,2828,5,1,0.8
Tsafe,Zamfara,2017,1,2764,5,1,0.8
Tsafe,Zamfara,2017,2,2797,5,1,0.8
Tsafe,Zamfara,2017,3,2828,5,1,0.8
Zurmi,Zamfara,2017,1,2764,5,1,0.8
Zurmi,Zamfara,2017,2,2797,5,1,0.8
Zurmi,Zamfara,2017,3,2828,5,1,0.8
Michika,Adamawa,2018,1,3161,5,1,0.8
Michika,Adamawa,2018,2,3189,5,1,0.8
Michika,Adamawa,2018,3,3219,5,1,0.8
Michika,Adamawa,2018,4,3249,5,1,0.8
Mubi North,Adamawa,2018,1,3161,5,1,0.8
Mubi North,Adamawa,2018,2,3189,5,1,0.8
Mubi North,Adamawa,2018,3,3219,5,1,0.8
Mubi North,Adamawa,2018,4,3249,5,1,0.8
Mubi South,Adamawa,2018,1,3161,5,1,0.8
Mubi South,Adamawa,2018,2,3189,5,1,0.8
Mubi South,Adamawa,2018,3,3219,5,1,0.8
Mubi South,Adamawa,2018,4,3249,5,1,0.8
Bama,Borno,2018,1,3161,5,1,0.4
Bama,Borno,2018,2,3189,5,1,0.4
Bama,Borno,2018,3,3219,5,1,0.4
Bama,Borno,2018,4,3249,5,1,0.4
Damboa,Borno,2018,1,3161,5,1,0.4
Damboa,Borno,2018,2,3189,5,1,0.4
Damboa,Borno,2018,3,3219,5,1,0.4
Damboa,Borno,2018,4,3249,5,1,0.4
Dikwa,Borno,2018,1,3161,5,1,0.4
Dikwa,Borno,2018,2,3189,5,1,0.4
Dikwa,Borno,2018,3,3219,5,1,0.4
Dikwa,Borno,2018,4,3249,5,1,0.4
Guzamala,Borno,2018,1,3161,5,1,0.4
Guzamala,Borno,2018,2,3189,5,1,0.4
Guzamala,Borno,2018,3,3219,5,1,0.4
Guzamala,Borno,2018,4,3249,5,1,0.4
Jere,Borno,2018,1,3161,5,1,0.4
Jere,Borno,2018,2,3189,5,1,0.4
Jere,Borno,2018,3,3219,5,1,0.4
Jere,Borno,2018,4,3249,5,1,0.4
Kukawa,Borno,2018,1,3161,5,1,0.4
Kukawa,Borno,2018,2,3189,5,1,0.4
Kukawa,Borno,2018,3,3219,5,1,0.4
Kukawa,Borno,2018,4,3249,5,1,0.4
Mafa,Borno,2018,1,3161,5,1,0.4
Mafa,Borno,2018,2,3189,5,1,0.4
Mafa,Borno,2018,3,3219,5,1,0.4
Mafa,Borno,2018,4,3249,5,1,0.4
Maiduguri,Borno,2018,1,3161,5,1,0.4
Maiduguri,Borno,2018,2,3189,5,1,0.4
Maiduguri,Borno,2018,3,3219,5,1,0.4
Maiduguri,Borno,2018,4,3249,5,1,0.4
Mobbar,Borno,2018,1,3161,5,1,0.4
Mobbar,Borno,2018,2,3189,5,1,0.4
Mobbar,Borno,2018,3,3219,5,1,0.4
Mobbar,Borno,2018,4,3249,5,1,0.4
Babura,Jigawa,2018,1,3129,5,1,0.4
Babura,Jigawa,2018,2,3160,5,1,0.4
Babura,Jigawa,2018,3,3188,5,1,0.4
Babura,Jigawa,2018,4,3216,5,1,0.4
Garki,Jigawa,2018,1,3129,5,1,0.4
Garki,Jigawa,2018,2,3160,5,1,0.4
Garki,Jigawa,2018,3,3188,5,1,0.4
Garki,Jigawa,2018,4,3216,5,1,0.4
Kazaure,Jigawa,2018,1,3129,5,1,0.4
Kazaure,Jigawa,2018,2,3160,5,1,0.4
Kazaure,Jigawa,2018,3,3188,5,1,0.4
Kazaure,Jigawa,2018,4,3216,5,1,0.4
Roni,Jigawa,2018,1,3129,5,1,0.4
Roni,Jigawa,2018,2,3160,5,1,0.4
Roni,Jigawa,2018,3,3188,5,1,0.4
Roni,Jigawa,2018,4,3216,5,1,0.4
Taura,Jigawa,2018,1,3129,5,1,0.4
Taura,Jigawa,2018,2,3160,5,1,0.4
Taura,Jigawa,2018,3,3188,5,1,0.4
Taura,Jigawa,2018,4,3216,5,1,0.4
Baure,Katsina,2018,1,3129,5,1,0.8
Baure,Katsina,2018,2,3160,5,1,0.8
Baure,Katsina,2018,3,3188,5,1,0.8
Baure,Katsina,2018,4,3216,5,1,0.8
Dutsi,Katsina,2018,1,3129,5,1,0.8
Dutsi,Katsina,2018,2,3160,5,1,0.8
Dutsi,Katsina,2018,3,3188,5,1,0.8
Dutsi,Katsina,2018,4,3216,5,1,0.8
Mai'Adua,Katsina,2018,1,3129,5,1,0.8
