,LGA,adm1,year,round,simday,coverage_high_access,coverage_low_access,max_age
1,Baure,Katsina,2013,1,1307,1,0.6,5
2,Baure,Katsina,2013,2,1335,1,0.6,5
3,Baure,Katsina,2013,3,1367,1,0.6,5
4,Mashi,Katsina,2013,1,1307,1,0.6,5
5,Mashi,Katsina,2013,2,1335,1,0.6,5
6,Mashi,Katsina,2013,3,1367,1,0.6,5
7,Madobi,Kano,2014,1,1671,0.8,0.2,5
8,Madobi,Kano,2014,2,1699,0.8,0.2,5
9,Madobi,Kano,2014,3,1731,0.8,0.2,5
10,Madobi,Kano,2014,4,1763,0.8,0.2,5
11,Baure,Katsina,2014,1,1672,1,0.6,5
12,Baure,Katsina,2014,2,1700,1,0.6,5
13,Baure,Katsina,2014,3,1732,1,0.6,5
14,Baure,Katsina,2014,4,1763,1,0.6,5
15,Dutsi,Katsina,2014,1,1672,1,0.6,5
16,Dutsi,Katsina,2014,2,1700,1,0.6,5
17,Dutsi,Katsina,2014,3,1732,1,0.6,5
18,Dutsi,Katsina,2014,4,1763,1,0.6,5
19,Mai'Adua,Katsina,2014,1,1672,1,0.6,5
20,Mai'Adua,Katsina,2014,2,1700,1,0.6,5
21,Mai'Adua,Katsina,2014,3,1732,1,0.6,5
22,Mai'Adua,Katsina,2014,4,1763,1,0.6,5
23,Mashi,Katsina,2014,1,1672,1,0.6,5
24,Mashi,Katsina,2014,2,1700,1,0.6,5
25,Mashi,Katsina,2014,3,1732,1,0.6,5
26,Mashi,Katsina,2014,4,1763,1,0.6,5
27,Kazaure,Jigawa,2015,1,2036,0.8,0.2,5
28,Kazaure,Jigawa,2015,2,2064,0.8,0.2,5
29,Kazaure,Jigawa,2015,3,2096,0.8,0.2,5
30,Kazaure,Jigawa,2015,4,2128,0.8,0.2,5
31,Baure,Katsina,2015,1,2037,1,0.6,5
32,Baure,Katsina,2015,2,2065,1,0.6,5
33,Baure,Katsina,2015,3,2097,1,0.6,5
34,Baure,Katsina,2015,4,2128,1,0.6,5
35,Gada,Sokoto,2015,1,2064,0.8,0.2,5
36,Gada,Sokoto,2015,2,2096,0.8,0.2,5
37,Gada,Sokoto,2015,3,2122,0.8,0.2,5
38,Gada,Sokoto,2015,4,2150,0.8,0.2,5
39,Gawabawa,Sokoto,2015,1,2064,0.8,0.2,5
40,Gawabawa,Sokoto,2015,2,2096,0.8,0.2,5
41,Gawabawa,Sokoto,2015,3,2122,0.8,0.2,5
42,Gawabawa,Sokoto,2015,4,2150,0.8,0.2,5
43,Goronyo,Sokoto,2015,1,2064,0.8,0.2,5
44,Goronyo,Sokoto,2015,2,2096,0.8,0.2,5
45,Goronyo,Sokoto,2015,3,2122,0.8,0.2,5
46,Goronyo,Sokoto,2015,4,2150,0.8,0.2,5
47,Gudu,Sokoto,2015,1,2064,0.8,0.2,5
48,Gudu,Sokoto,2015,2,2096,0.8,0.2,5
49,Gudu,Sokoto,2015,3,2122,0.8,0.2,5
50,Gudu,Sokoto,2015,4,2150,0.8,0.2,5
51,Illela,Sokoto,2015,1,2064,0.8,0.2,5
52,Illela,Sokoto,2015,2,2096,0.8,0.2,5
53,Illela,Sokoto,2015,3,2122,0.8,0.2,5
54,Illela,Sokoto,2015,4,2150,0.8,0.2,5
55,Isa,Sokoto,2015,1,2064,0.8,0.2,5
56,Isa,Sokoto,2015,2,2096,0.8,0.2,5
57,Isa,Sokoto,2015,3,2122,0.8,0.2,5
58,Isa,Sokoto,2015,4,2150,0.8,0.2,5
59,Sabon Birni,Sokoto,2015,1,2064,0.8,0.2,5
60,Sabon Birni,Sokoto,2015,2,2096,0.8,0.2,5
61,Sabon Birni,Sokoto,2015,3,2122,0.8,0.2,5
62,Sabon Birni,Sokoto,2015,4,2150,0.8,0.2,5
63,Tangaza,Sokoto,2015,1,2064,0.8,0.2,5
64,Tangaza,Sokoto,2015,2,2096,0.8,0.2,5
65,Tangaza,Sokoto,2015,3,2122,0.8,0.2,5
66,Tangaza,Sokoto,2015,4,2150,0.8,0.2,5
67,Wamako,Sokoto,2015,1,2064,0.8,0.2,5
68,Wamako,Sokoto,2015,2,2096,0.8,0.2,5
69,Wamako,Sokoto,2015,3,2122,0.8,0.2,5
70,Wamako,Sokoto,2015,4,2150,0.8,0.2,5
71,Wurno,Sokoto,2015,1,2064,0.8,0.2,5
72,Wurno,Sokoto,2015,2,2096,0.8,0.2,5
73,Wurno,Sokoto,2015,3,2122,0.8,0.2,5
74,Wurno,Sokoto,2015,4,2150,0.8,0.2,5
75,Bakura,Zamfara,2015,1,2064,1,0.6,5
76,Bakura,Zamfara,2015,2,2096,1,0.6,5
77,Bakura,Zamfara,2015,3,2122,1,0.6,5
78,Bakura,Zamfara,2015,4,2156,1,0.6,5
79,Birnin Magaji,Zamfara,2015,1,2064,1,0.6,5
80,Birnin Magaji,Zamfara,2015,2,2096,1,0.6,5
81,Birnin Magaji,Zamfara,2015,3,2122,1,0.6,5
82,Birnin Magaji,Zamfara,2015,4,2156,1,0.6,5
83,Bungudu,Zamfara,2015,1,2064,1,0.6,5
84,Bungudu,Zamfara,2015,2,2096,1,0.6,5
85,Bungudu,Zamfara,2015,3,2122,1,0.6,5
86,Bungudu,Zamfara,2015,4,2156,1,0.6,5
87,Kaura Namoda,Zamfara,2015,1,2064,1,0.6,5
88,Kaura Namoda,Zamfara,2015,2,2096,1,0.6,5
89,Kaura Namoda,Zamfara,2015,3,2122,1,0.6,5
90,Kaura Namoda,Zamfara,2015,4,2156,1,0.6,5
91,Shinkafi,Zamfara,2015,1,2064,1,0.6,5
92,Shinkafi,Zamfara,2015,2,2096,1,0.6,5
93,Shinkafi,Zamfara,2015,3,2122,1,0.6,5
94,Shinkafi,Zamfara,2015,4,2156,1,0.6,5
95,Talata Mafara,Zamfara,2015,1,2064,1,0.6,5
96,Talata Mafara,Zamfara,2015,2,2096,1,0.6,5
97,Talata Mafara,Zamfara,2015,3,2122,1,0.6,5
98,Talata Mafara,Zamfara,2015,4,2156,1,0.6,5
99,Zurmi,Zamfara,2015,1,2064,1,0.6,5
100,Zurmi,Zamfara,2015,2,2096,1,0.6,5
101,Zurmi,Zamfara,2015,3,2122,1,0.6,5
102,Zurmi,Zamfara,2015,4,2156,1,0.6,5
103,Binji,Sokoto,2016,1,2430,0.8,0.2,5
104,Binji,Sokoto,2016,2,2462,0.8,0.2,5
105,Binji,Sokoto,2016,3,2488,0.8,0.2,5
106,Binji,Sokoto,2016,4,2516,0.8,0.2,5
107,Bodinga,Sokoto,2016,1,2430,0.8,0.2,5
108,Bodinga,Sokoto,2016,2,2462,0.8,0.2,5
109,Bodinga,Sokoto,2016,3,2488,0.8,0.2,5
110,Bodinga,Sokoto,2016,4,2516,0.8,0.2,5
111,Dange-Shnsi,Sokoto,2016,1,2430,0.8,0.2,5
112,Dange-Shnsi,Sokoto,2016,2,2462,0.8,0.2,5
113,Dange-Shnsi,Sokoto,2016,3,2488,0.8,0.2,5
114,Dange-Shnsi,Sokoto,2016,4,2516,0.8,0.2,5
115,Gada,Sokoto,2016,1,2430,0.8,0.2,5
116,Gada,Sokoto,2016,2,2462,0.8,0.2,5
117,Gada,Sokoto,2016,3,2488,0.8,0.2,5
118,Gada,Sokoto,2016,4,2516,0.8,0.2,5
119,Gawabawa,Sokoto,2016,1,2430,0.8,0.2,5
120,Gawabawa,Sokoto,2016,2,2462,0.8,0.2,5
121,Gawabawa,Sokoto,2016,3,2488,0.8,0.2,5
122,Gawabawa,Sokoto,2016,4,2516,0.8,0.2,5
123,Goronyo,Sokoto,2016,1,2430,0.8,0.2,5
124,Goronyo,Sokoto,2016,2,2462,0.8,0.2,5
125,Goronyo,Sokoto,2016,3,2488,0.8,0.2,5
126,Goronyo,Sokoto,2016,4,2516,0.8,0.2,5
127,Gudu,Sokoto,2016,1,2430,0.8,0.2,5
128,Gudu,Sokoto,2016,2,2462,0.8,0.2,5
129,Gudu,Sokoto,2016,3,2488,0.8,0.2,5
130,Gudu,Sokoto,2016,4,2516,0.8,0.2,5
131,Illela,Sokoto,2016,1,2430,0.8,0.2,5
132,Illela,Sokoto,2016,2,2462,0.8,0.2,5
133,Illela,Sokoto,2016,3,2488,0.8,0.2,5
134,Illela,Sokoto,2016,4,2516,0.8,0.2,5
135,Isa,Sokoto,2016,1,2430,0.8,0.2,5
136,Isa,Sokoto,2016,2,2462,0.8,0.2,5
137,Isa,Sokoto,2016,3,2488,0.8,0.2,5
138,Isa,Sokoto,2016,4,2516,0.8,0.2,5
139,Kebbe,Sokoto,2016,1,2430,0.8,0.2,5
140,Kebbe,Sokoto,2016,2,2462,0.8,0.2,5
141,Kebbe,Sokoto,2016,3,2488,0.8,0.2,5
142,Kebbe,Sokoto,2016,4,2516,0.8,0.2,5
143,Kware,Sokoto,2016,1,2430,0.8,0.2,5
144,Kware,Sokoto,2016,2,2462,0.8,0.2,5
145,Kware,Sokoto,2016,3,2488,0.8,0.2,5
146,Kware,Sokoto,2016,4,2516,0.8,0.2,5
147,Rabah,Sokoto,2016,1,2430,0.8,0.2,5
148,Rabah,Sokoto,2016,2,2462,0.8,0.2,5
149,Rabah,Sokoto,2016,3,2488,0.8,0.2,5
150,Rabah,Sokoto,2016,4,2516,0.8,0.2,5
151,Sabon Birni,Sokoto,2016,1,2430,0.8,0.2,5
152,Sabon Birni,Sokoto,2016,2,2462,0.8,0.2,5
153,Sabon Birni,Sokoto,2016,3,2488,0.8,0.2,5
154,Sabon Birni,Sokoto,2016,4,2516,0.8,0.2,5
155,Shagari,Sokoto,2016,1,2430,0.8,0.2,5
156,Shagari,Sokoto,2016,2,2462,0.8,0.2,5
157,Shagari,Sokoto,2016,3,2488,0.8,0.2,5
158,Shagari,Sokoto,2016,4,2516,0.8,0.2,5
159,Silame,Sokoto,2016,1,2430,0.8,0.2,5
160,Silame,Sokoto,2016,2,2462,0.8,0.2,5
161,Silame,Sokoto,2016,3,2488,0.8,0.2,5
162,Silame,Sokoto,2016,4,2516,0.8,0.2,5
163,Sokoto North,Sokoto,2016,1,2430,0.8,0.2,5
164,Sokoto North,Sokoto,2016,2,2462,0.8,0.2,5
165,Sokoto North,Sokoto,2016,3,2488,0.8,0.2,5
166,Sokoto North,Sokoto,2016,4,2516,0.8,0.2,5
167,Sokoto South,Sokoto,2016,1,2430,0.8,0.2,5
168,Sokoto South,Sokoto,2016,2,2462,0.8,0.2,5
169,Sokoto South,Sokoto,2016,3,2488,0.8,0.2,5
170,Sokoto South,Sokoto,2016,4,2516,0.8,0.2,5
171,Tambuwal,Sokoto,2016,1,2430,0.8,0.2,5
172,Tambuwal,Sokoto,2016,2,2462,0.8,0.2,5
173,Tambuwal,Sokoto,2016,3,2488,0.8,0.2,5
174,Tambuwal,Sokoto,2016,4,2516,0.8,0.2,5
175,Tangaza,Sokoto,2016,1,2430,0.8,0.2,5
176,Tangaza,Sokoto,2016,2,2462,0.8,0.2,5
177,Tangaza,Sokoto,2016,3,2488,0.8,0.2,5
178,Tangaza,Sokoto,2016,4,2516,0.8,0.2,5
179,Tureta,Sokoto,2016,1,2430,0.8,0.2,5
180,Tureta,Sokoto,2016,2,2462,0.8,0.2,5
181,Tureta,Sokoto,2016,3,2488,0.8,0.2,5
182,Tureta,Sokoto,2016,4,2516,0.8,0.2,5
183,Wamako,Sokoto,2016,1,2430,0.8,0.2,5
184,Wamako,Sokoto,2016,2,2462,0.8,0.2,5
185,Wamako,Sokoto,2016,3,2488,0.8,0.2,5
186,Wamako,Sokoto,2016,4,2516,0.8,0.2,5
187,Wurno,Sokoto,2016,1,2430,0.8,0.2,5
188,Wurno,Sokoto,2016,2,2462,0.8,0.2,5
189,Wurno,Sokoto,2016,3,2488,0.8,0.2,5
190,Wurno,Sokoto,2016,4,2516,0.8,0.2,5
191,Yabo,Sokoto,2016,1,2430,0.8,0.2,5
192,Yabo,Sokoto,2016,2,2462,0.8,0.2,5
193,Yabo,Sokoto,2016,3,2488,0.8,0.2,5
194,Yabo,Sokoto,2016,4,2516,0.8,0.2,5
195,Damaturu,Yobe,2016,1,2430,0.8,0.2,5
196,Damaturu,Yobe,2016,2,2462,0.8,0.2,5
197,Damaturu,Yobe,2016,3,2488,0.8,0.2,5
198,Damaturu,Yobe,2016,4,2516,0.8,0.2,5
199,Anka,Zamfara,2016,1,2430,1,0.6,5
200,Anka,Zamfara,2016,2,2462,1,0.6,5
201,Anka,Zamfara,2016,3,2488,1,0.6,5
202,Bakura,Zamfara,2016,1,2430,1,0.6,5
203,Bakura,Zamfara,2016,2,2462,1,0.6,5
204,Bakura,Zamfara,2016,3,2488,1,0.6,5
205,Bakura,Zamfara,2016,4,2516,1,0.6,5
206,Birnin Magaji,Zamfara,2016,1,2430,1,0.6,5
207,Birnin Magaji,Zamfara,2016,2,2462,1,0.6,5
208,Birnin Magaji,Zamfara,2016,3,2488,1,0.6,5
209,Birnin Magaji,Zamfara,2016,4,2516,1,0.6,5
210,Bukkuyum,Zamfara,2016,1,2430,1,0.6,5
211,Bukkuyum,Zamfara,2016,2,2462,1,0.6,5
212,Bukkuyum,Zamfara,2016,3,2488,1,0.6,5
213,Bungudu,Zamfara,2016,1,2430,1,0.6,5
214,Bungudu,Zamfara,2016,2,2462,1,0.6,5
215,Bungudu,Zamfara,2016,3,2488,1,0.6,5
216,Bungudu,Zamfara,2016,4,2516,1,0.6,5
217,Gummi,Zamfara,2016,1,2430,1,0.6,5
218,Gummi,Zamfara,2016,2,2462,1,0.6,5
219,Gummi,Zamfara,2016,3,2488,1,0.6,5
220,Gusau,Zamfara,2016,1,2430,1,0.6,5
221,Gusau,Zamfara,2016,2,2462,1,0.6,5
222,Gusau,Zamfara,2016,3,2488,1,0.6,5
223,Kaura Namoda,Zamfara,2016,1,2430,1,0.6,5
224,Kaura Namoda,Zamfara,2016,2,2462,1,0.6,5
225,Kaura Namoda,Zamfara,2016,3,2488,1,0.6,5
226,Kaura Namoda,Zamfara,2016,4,2516,1,0.6,5
227,Maradun,Zamfara,2016,1,2430,1,0.6,5
228,Maradun,Zamfara,2016,2,2462,1,0.6,5
229,Maradun,Zamfara,2016,3,2488,1,0.6,5
230,Maru,Zamfara,2016,1,2430,1,0.6,5
231,Maru,Zamfara,2016,2,2462,1,0.6,5
232,Maru,Zamfara,2016,3,2488,1,0.6,5
233,Shinkafi,Zamfara,2016,1,2430,1,0.6,5
234,Shinkafi,Zamfara,2016,2,2462,1,0.6,5
235,Shinkafi,Zamfara,2016,3,2488,1,0.6,5
236,Shinkafi,Zamfara,2016,4,2516,1,0.6,5
237,Talata Mafara,Zamfara,2016,1,2430,1,0.6,5
238,Talata Mafara,Zamfara,2016,2,2462,1,0.6,5
239,Talata Mafara,Zamfara,2016,3,2488,1,0.6,5
240,Talata Mafara,Zamfara,2016,4,2516,1,0.6,5
241,Tsafe,Zamfara,2016,1,2430,1,0.6,5
242,Tsafe,Zamfara,2016,2,2462,1,0.6,5
243,Tsafe,Zamfara,2016,3,2488,1,0.6,5
244,Zurmi,Zamfara,2016,1,2430,1,0.6,5
245,Zurmi,Zamfara,2016,2,2462,1,0.6,5
246,Zurmi,Zamfara,2016,3,2488,1,0.6,5
247,Zurmi,Zamfara,2016,4,2516,1,0.6,5
248,Jere,Borno,2017,1,2745,0.8,0.2,5
249,Jere,Borno,2017,2,2791,0.8,0.2,5
250,Jere,Borno,2017,3,2843,0.8,0.2,5
251,Konduga,Borno,2017,1,2745,0.8,0.2,5
252,Konduga,Borno,2017,2,2791,0.8,0.2,5
253,Konduga,Borno,2017,3,2843,0.8,0.2,5
254,Mafa,Borno,2017,1,2745,0.8,0.2,5
255,Mafa,Borno,2017,2,2791,0.8,0.2,5
256,Monguno,Borno,2017,1,2745,0.8,0.2,5
257,Monguno,Borno,2017,2,2791,0.8,0.2,5
258,Monguno,Borno,2017,3,2843,0.8,0.2,5
259,Maiduguri,Borno,2017,1,2745,0.8,0.2,5
260,Maiduguri,Borno,2017,2,2791,0.8,0.2,5
261,Maiduguri,Borno,2017,3,2843,0.8,0.2,5
262,Kazaure,Jigawa,2017,1,2767,0.8,0.2,5
263,Kazaure,Jigawa,2017,2,2795,0.8,0.2,5
264,Kazaure,Jigawa,2017,3,2827,0.8,0.2,5
265,Roni,Jigawa,2017,1,2767,0.8,0.2,5
266,Roni,Jigawa,2017,2,2795,0.8,0.2,5
267,Roni,Jigawa,2017,3,2827,0.8,0.2,5
268,Baure,Katsina,2017,1,2768,1,0.6,5
269,Baure,Katsina,2017,2,2796,1,0.6,5
270,Baure,Katsina,2017,3,2828,1,0.6,5
271,Dutsi,Katsina,2017,1,2768,1,0.6,5
272,Dutsi,Katsina,2017,2,2796,1,0.6,5
273,Dutsi,Katsina,2017,3,2828,1,0.6,5
274,Mai'Adua,Katsina,2017,1,2768,1,0.6,5
275,Mai'Adua,Katsina,2017,2,2796,1,0.6,5
276,Mai'Adua,Katsina,2017,3,2828,1,0.6,5
277,Mashi,Katsina,2017,1,2768,1,0.6,5
278,Mashi,Katsina,2017,2,2796,1,0.6,5
279,Mashi,Katsina,2017,3,2828,1,0.6,5
280,Binji,Sokoto,2017,1,2768,0.8,0.2,5
281,Binji,Sokoto,2017,2,2796,0.8,0.2,5
282,Binji,Sokoto,2017,3,2858,0.8,0.2,5
283,Bodinga,Sokoto,2017,1,2768,0.8,0.2,5
284,Bodinga,Sokoto,2017,2,2796,0.8,0.2,5
285,Bodinga,Sokoto,2017,3,2858,0.8,0.2,5
286,Dange-Shnsi,Sokoto,2017,1,2768,0.8,0.2,5
287,Dange-Shnsi,Sokoto,2017,2,2796,0.8,0.2,5
288,Dange-Shnsi,Sokoto,2017,3,2858,0.8,0.2,5
289,Gada,Sokoto,2017,1,2768,0.8,0.2,5
290,Gada,Sokoto,2017,2,2796,0.8,0.2,5
291,Gada,Sokoto,2017,3,2858,0.8,0.2,5
292,Gawabawa,Sokoto,2017,1,2768,0.8,0.2,5
293,Gawabawa,Sokoto,2017,2,2796,0.8,0.2,5
294,Gawabawa,Sokoto,2017,3,2858,0.8,0.2,5
295,Goronyo,Sokoto,2017,1,2768,0.8,0.2,5
296,Goronyo,Sokoto,2017,2,2796,0.8,0.2,5
297,Goronyo,Sokoto,2017,3,2858,0.8,0.2,5
298,Gudu,Sokoto,2017,1,2768,0.8,0.2,5
299,Gudu,Sokoto,2017,2,2796,0.8,0.2,5
300,Gudu,Sokoto,2017,3,2858,0.8,0.2,5
301,Illela,Sokoto,2017,1,2768,0.8,0.2,5
302,Illela,Sokoto,2017,2,2796,0.8,0.2,5
303,Illela,Sokoto,2017,3,2858,0.8,0.2,5
304,Isa,Sokoto,2017,1,2768,0.8,0.2,5
305,Isa,Sokoto,2017,2,2796,0.8,0.2,5
306,Isa,Sokoto,2017,3,2858,0.8,0.2,5
307,Kebbe,Sokoto,2017,1,2768,0.8,0.2,5
308,Kebbe,Sokoto,2017,2,2796,0.8,0.2,5
309,Kebbe,Sokoto,2017,3,2858,0.8,0.2,5
310,Kware,Sokoto,2017,1,2768,0.8,0.2,5
311,Kware,Sokoto,2017,2,2796,0.8,0.2,5
312,Kware,Sokoto,2017,3,2858,0.8,0.2,5
313,Rabah,Sokoto,2017,1,2768,0.8,0.2,5
314,Rabah,Sokoto,2017,2,2796,0.8,0.2,5
315,Rabah,Sokoto,2017,3,2858,0.8,0.2,5
316,Sabon Birni,Sokoto,2017,1,2768,0.8,0.2,5
317,Sabon Birni,Sokoto,2017,2,2796,0.8,0.2,5
318,Sabon Birni,Sokoto,2017,3,2858,0.8,0.2,5
319,Shagari,Sokoto,2017,1,2768,0.8,0.2,5
320,Shagari,Sokoto,2017,2,2796,0.8,0.2,5
321,Shagari,Sokoto,2017,3,2858,0.8,0.2,5
322,Silame,Sokoto,2017,1,2768,0.8,0.2,5
323,Silame,Sokoto,2017,2,2796,0.8,0.2,5
324,Silame,Sokoto,2017,3,2858,0.8,0.2,5
325,Sokoto North,Sokoto,2017,1,2768,0.8,0.2,5
326,Sokoto North,Sokoto,2017,2,2796,0.8,0.2,5
327,Sokoto North,Sokoto,2017,3,2858,0.8,0.2,5
328,Sokoto South,Sokoto,2017,1,2768,0.8,0.2,5
329,Sokoto South,Sokoto,2017,2,2796,0.8,0.2,5
330,Sokoto South,Sokoto,2017,3,2858,0.8,0.2,5
331,Tambuwal,Sokoto,2017,1,2768,0.8,0.2,5
332,Tambuwal,Sokoto,2017,2,2796,0.8,0.2,5
333,Tambuwal,Sokoto,2017,3,2858,0.8,0.2,5
334,Tangaza,Sokoto,2017,1,2768,0.8,0.2,5
335,Tangaza,Sokoto,2017,2,2796,0.8,0.2,5
336,Tangaza,Sokoto,2017,3,2858,0.8,0.2,5
337,Tureta,Sokoto,2017,1,2768,0.8,0.2,5
338,Tureta,Sokoto,2017,2,2796,0.8,0.2,5
339,Wamako,Sokoto,2017,1,2768,0.8,0.2,5
340,Wamako,Sokoto,2017,2,2796,0.8,0.2,5
341,Wurno,Sokoto,2017,1,2768,0.8,0.2,5
342,Wurno,Sokoto,2017,2,2796,0.8,0.2,5
343,Wurno,Sokoto,2017,3,2858,0.8,0.2,5
344,Yabo,Sokoto,2017,1,2768,0.8,0.2,5
345,Yabo,Sokoto,2017,2,2796,0.8,0.2,5
346,Yabo,Sokoto,2017,3,2858,0.8,0.2,5
347,Anka,Zamfara,2017,1,2764,1,0.6,5
348,Anka,Zamfara,2017,2,2797,1,0.6,5
349,Anka,Zamfara,2017,3,2858,1,0.6,5
350,Bakura,Zamfara,2017,1,2764,1,0.6,5
351,Bakura,Zamfara,2017,2,2797,1,0.6,5
352,Bakura,Zamfara,2017,3,2858,1,0.6,5
353,Birnin Magaji,Zamfara,2017,1,2764,1,0.6,5
354,Birnin Magaji,Zamfara,2017,2,2797,1,0.6,5
355,Birnin Magaji,Zamfara,2017,3,2858,1,0.6,5
356,Bukkuyum,Zamfara,2017,1,2764,1,0.6,5
357,Bukkuyum,Zamfara,2017,2,2797,1,0.6,5
