LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
Wudil,Gwarzo,2022,Wudil,0.711402805,0.593380607,0.459316669,0.739032014,0.764562514,0.696329773,0.53,1,august,953
Wudil,Gwarzo,2025,Wudil,0.711402805,0.593380607,0.459316669,0.739032014,0.764562514,0.696329773,0.53,2,august,2048
Daura,Babura,2021,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.575080323,0.591670466,0.53,1,may,496
Daura,Babura,2024,Daura,0.519412943,0.420582088,0.468171518,0.45305405,0.575080323,0.591670466,0.53,2,may,1591
Bakori,Gwarzo,2021,Bakori,0.66,0.756097561,0.71875,0.739726027,0.670473637,0.649992258,0.53,1,august,588
Bakori,Gwarzo,2024,Bakori,0.66,0.756097561,0.71875,0.739726027,0.670473637,0.649992258,0.53,2,august,1683
Batagarawa,Rimi,2021,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.663607785,0.646174875,0.53,1,march,435
Batagarawa,Rimi,2024,Batagarawa,0.754530143,0.524184174,0.475913102,0.694047638,0.663607785,0.646174875,0.53,2,march,1530
Batsari,Rimi,2021,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.697059776,0.664209538,0.53,1,march,435
Batsari,Rimi,2024,Batsari,0.847826087,0.608695652,0.44,0.767123288,0.697059776,0.664209538,0.53,2,march,1530
Charanchi,Rimi,2021,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.738728442,0.684701159,0.53,1,march,435
Charanchi,Rimi,2024,Charanchi,0.861111111,0.818181818,0.742857143,0.803030303,0.738728442,0.684701159,0.53,2,march,1530
Dan Musa,Rimi,2021,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.7165261,0.53,1,march,435
Dan Musa,Rimi,2024,Dan Musa,0.954545455,0.818181818,0.826923077,0.873239437,0.814381216,0.7165261,0.53,2,march,1530
Dandume,Giwa,2021,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.480345251,0.523452319,0.53,1,august,588
Dandume,Giwa,2024,Dandume,0.582706192,0.469378753,0.328007795,0.532330697,0.480345251,0.523452319,0.53,2,august,1683
Danja,Giwa,2021,Danja,0.630434783,0.55,0.2,0.44,0.615786128,0.617933944,0.53,1,august,588
Danja,Giwa,2024,Danja,0.630434783,0.55,0.2,0.44,0.615786128,0.617933944,0.53,2,august,1683
Dutsin-Ma,Rimi,2021,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.731600297,0.681349048,0.53,1,march,435
Dutsin-Ma,Rimi,2024,Dutsin-Ma,0.732019322,0.592426281,0.525823573,0.685107348,0.731600297,0.681349048,0.53,2,march,1530
Faskari,Giwa,2021,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.713932669,0.672768838,0.53,1,august,588
Faskari,Giwa,2024,Faskari,0.508196721,0.62962963,0.689655172,0.594594595,0.713932669,0.672768838,0.53,2,august,1683
Funtua,Gwarzo,2021,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.500280747,0.538540771,0.53,1,august,588
Funtua,Gwarzo,2024,Funtua,0.673321885,0.507343504,0.348372254,0.599895342,0.500280747,0.538540771,0.53,2,august,1683
Asa,Oke-Ero,2020,Asa,0.393939394,0.260869565,0.266666667,0.440677966,0.293917451,0.372563685,0.53,1,july,186
Asa,Oke-Ero,2023,Asa,0.393939394,0.260869565,0.266666667,0.440677966,0.293917451,0.372563685,0.53,2,july,1281
Ingawa,Rimi,2021,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.687125681,0.65900205,0.53,1,march,435
Ingawa,Rimi,2024,Ingawa,0.931034483,0.833333333,0.512820513,0.818181818,0.687125681,0.65900205,0.53,2,march,1530
Kafur,Gwarzo,2021,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.742026184,0.686230808,0.53,1,august,588
Kafur,Gwarzo,2024,Kafur,0.708988548,0.703184718,0.730656019,0.680214942,0.742026184,0.686230808,0.53,2,august,1683
Kankara,Rimi,2021,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.712510337,0.53,1,march,435
Kankara,Rimi,2024,Kankara,0.918032787,0.857142857,0.844444444,0.911392405,0.803891608,0.712510337,0.53,2,march,1530
Kankia,Rimi,2021,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.693136955,0.53,1,march,435
Kankia,Rimi,2024,Kankia,0.85,0.821428571,0.833333333,0.835820896,0.757287742,0.693136955,0.53,2,march,1530
Katsina,Rimi,2021,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.71205914,0.671836104,0.53,1,march,435
Katsina,Rimi,2024,Katsina,0.567142174,0.556590769,0.471469757,0.497753543,0.71205914,0.671836104,0.53,2,march,1530
Kurfi,Rimi,2021,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.682045441,0.656290638,0.53,1,march,435
Kurfi,Rimi,2024,Kurfi,0.732019322,0.592426281,0.525823573,0.685107348,0.682045441,0.656290638,0.53,2,march,1530
Kusada,Rimi,2021,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.768769267,0.698147157,0.53,1,march,435
Kusada,Rimi,2024,Kusada,0.75,0.571428571,0.446428571,0.718309859,0.768769267,0.698147157,0.53,2,march,1530
Malumfashi,Gwarzo,2021,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.793678153,0.708480769,0.53,1,august,588
Malumfashi,Gwarzo,2024,Malumfashi,0.571428571,0.5,0.359375,0.543478261,0.793678153,0.708480769,0.53,2,august,1683
Mani,Rimi,2021,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.663582347,0.64616062,0.53,1,march,435
Mani,Rimi,2024,Mani,0.636810762,0.577843274,0.520196789,0.552895802,0.663582347,0.64616062,0.53,2,march,1530
Matazuu,Rimi,2021,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.801649222,0.711635809,0.53,1,march,435
Matazuu,Rimi,2024,Matazuu,0.961538462,0.923076923,0.941176471,0.984615385,0.801649222,0.711635809,0.53,2,march,1530
Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.745947987,0.688032578,0.53,1,august,588
Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,0.874349018,0.714472081,0.540596894,0.784096173,0.745947987,0.688032578,0.53,2,august,1683
Musawa,Gwarzo,2021,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.831548285,0.722835449,0.53,1,august,588
Musawa,Gwarzo,2024,Musawa,0.758070431,0.589424132,0.517838492,0.685483475,0.831548285,0.722835449,0.53,2,august,1683
Rimi,Rimi,2021,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.681368316,0.655926771,0.53,1,march,435
Rimi,Rimi,2024,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.681368316,0.655926771,0.53,2,march,1530
Sabuwa,Giwa,2021,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.595830662,0.605307927,0.53,1,august,588
Sabuwa,Giwa,2024,Sabuwa,0.363636364,0.36,0.266666667,0.566666667,0.595830662,0.605307927,0.53,2,august,1683
Safana,Babura,2021,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.60659165,0.53,1,may,496
Safana,Babura,2024,Safana,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.60659165,0.53,2,may,1591
Sandamu,Rimi,2021,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.756649451,0.692853778,0.53,1,march,435
Sandamu,Rimi,2024,Sandamu,0.732019322,0.592426281,0.525823573,0.685107348,0.756649451,0.692853778,0.53,2,march,1530
Aleiro,Birnin Kebbi,2021,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.705366928,0.6684684,0.53,1,august,588
Aleiro,Birnin Kebbi,2024,Aleiro,0.789226475,0.614967322,0.534978419,0.78771905,0.705366928,0.6684684,0.53,2,august,1683
Argungu,Birnin Kebbi,2021,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.749755556,0.689763899,0.53,1,august,588
Argungu,Birnin Kebbi,2024,Argungu,0.880353787,0.739925815,0.650569606,0.878877198,0.749755556,0.689763899,0.53,2,august,1683
Augie,Birnin Kebbi,2021,Augie,0.977777778,0.708333333,0.85,0.909090909,0.747566745,0.688770794,0.53,1,august,588
Augie,Birnin Kebbi,2024,Augie,0.977777778,0.708333333,0.85,0.909090909,0.747566745,0.688770794,0.53,2,august,1683
Bunza,Birnin Kebbi,2021,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.672182056,0.650932828,0.53,1,august,588
Bunza,Birnin Kebbi,2024,Bunza,0.789226475,0.614967322,0.534978419,0.78771905,0.672182056,0.650932828,0.53,2,august,1683
Fakai,Birnin Kebbi,2021,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,0.53,1,august,588
Fakai,Birnin Kebbi,2024,Fakai,0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,0.53,2,august,1683
Gwandu,Birnin Kebbi,2021,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,0.53,1,august,588
Gwandu,Birnin Kebbi,2024,Gwandu,0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,0.53,2,august,1683
Jega,Birnin Kebbi,2021,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,0.53,1,august,588
Jega,Birnin Kebbi,2024,Jega,0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,0.53,2,august,1683
Kalgo,Birnin Kebbi,2021,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,0.53,1,august,588
Kalgo,Birnin Kebbi,2024,Kalgo,0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,0.53,2,august,1683
Iseyin,Akinyele,2020,Iseyin,0.621354362,0.440761858,0.204179158,0.559328204,0.381804807,0.444882082,0.53,1,may,131
Iseyin,Akinyele,2023,Iseyin,0.621354362,0.440761858,0.204179158,0.559328204,0.381804807,0.444882082,0.53,2,may,1226
Maiyama,Birnin Kebbi,2021,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,0.53,1,august,588
Maiyama,Birnin Kebbi,2024,Maiyama,0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,0.53,2,august,1683
Ngaski,Owan East,2021,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,0.53,1,march,435
Ngaski,Owan East,2024,Ngaski,0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,0.53,2,march,1530
Sakaba,Alkaleri,2021,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,0.53,1,july,551
Sakaba,Alkaleri,2024,Sakaba,0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,0.53,2,july,1646
Shanga,Birnin Kebbi,2021,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,0.53,1,august,588
Shanga,Birnin Kebbi,2024,Shanga,0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,0.53,2,august,1683
Suru,Birnin Kebbi,2021,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,0.53,1,august,588
Suru,Birnin Kebbi,2024,Suru,0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,0.53,2,august,1683
Wasagu-Danko,Alkaleri,2021,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,0.53,1,july,551
Wasagu-Danko,Alkaleri,2024,Wasagu/Danko,0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,0.53,2,july,1646
Yauri,Birnin Kebbi,2021,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,0.53,1,august,588
Yauri,Birnin Kebbi,2024,Yauri,0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,0.53,2,august,1683
Zuru,Alkaleri,2021,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,0.53,1,july,551
Zuru,Alkaleri,2024,Zuru,0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,0.53,2,july,1646
Adavi,Owan East,2020,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,0.53,1,march,70
Adavi,Owan East,2023,Adavi,0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,0.53,2,march,1165
Ajaokuta,Owan East,2020,Ajaokuta,0.4,0.416666667,0.407407407,0.413043478,0.321205627,0.394962504,0.53,1,march,70
Ajaokuta,Owan East,2023,Ajaokuta,0.4,0.416666667,0.407407407,0.413043478,0.321205627,0.394962504,0.53,2,march,1165
Ankpa,Owan East,2020,Ankpa,0.409335716,0.263829772,0.384044517,0.327565622,0.382494781,0.445447774,0.53,1,march,70
Ankpa,Owan East,2023,Ankpa,0.409335716,0.263829772,0.384044517,0.327565622,0.382494781,0.445447774,0.53,2,march,1165
Bassa1,Keana,2020,Bassa1,0.9,0.75,0.770833333,0.846153846,0.406315085,0.464886674,0.53,1,august,223
Bassa1,Keana,2023,Bassa1,0.9,0.75,0.770833333,0.846153846,0.406315085,0.464886674,0.53,2,august,1318
Dekina,Owan East,2020,Dekina,0.22239362,0.223553422,0.186247591,0.329535015,0.371777405,0.436648124,0.53,1,march,70
Dekina,Owan East,2023,Dekina,0.22239362,0.223553422,0.186247591,0.329535015,0.371777405,0.436648124,0.53,2,march,1165
Edu,Oke-Ero,2020,Edu,0.275828235,0.222354339,0.238085868,0.365918206,0.339359862,0.409929917,0.53,1,july,186
Edu,Oke-Ero,2023,Edu,0.275828235,0.222354339,0.238085868,0.365918206,0.339359862,0.409929917,0.53,2,july,1281
Ibaji,Uzo-Uwani,2020,Ibaji,0.526264619,0.509690941,0.423182439,0.608589306,0.335530068,0.406770517,0.53,1,june,162
Ibaji,Uzo-Uwani,2023,Ibaji,0.526264619,0.509690941,0.423182439,0.608589306,0.335530068,0.406770517,0.53,2,june,1257
Idah,Uzo-Uwani,2020,Idah,0.276486564,0.224106265,0.160050482,0.188842186,0.382023573,0.445061456,0.53,1,june,162
Idah,Uzo-Uwani,2023,Idah,0.276486564,0.224106265,0.160050482,0.188842186,0.382023573,0.445061456,0.53,2,june,1257
Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,0.845747123,0.769543044,0.693778231,0.720103359,0.344682632,0.414321376,0.53,1,june,162
Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,0.845747123,0.769543044,0.693778231,0.720103359,0.344682632,0.414321376,0.53,2,june,1257
Ijumu,Oke-Ero,2020,Ijumu,0.55,0.666666667,0.583333333,0.54,0.312708323,0.387970309,0.53,1,july,186
Ijumu,Oke-Ero,2023,Ijumu,0.55,0.666666667,0.583333333,0.54,0.312708323,0.387970309,0.53,2,july,1281
Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.535581734,0.361650218,0.434111405,0.5,0.319779497,0.393788165,0.53,1,july,186
Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.535581734,0.361650218,0.434111405,0.5,0.319779497,0.393788165,0.53,2,july,1281
Kogi,Keana,2020,Kogi,0.363636364,0.1,0.166666667,0.301886792,0.368216183,0.433718849,0.53,1,august,223
Kogi,Keana,2023,Kogi,0.363636364,0.1,0.166666667,0.301886792,0.368216183,0.433718849,0.53,2,august,1318
Lokoja,Keana,2020,Lokoja,0.605339166,0.541794922,0.421650388,0.591267231,0.314676325,0.389588612,0.53,1,august,223
Lokoja,Keana,2023,Lokoja,0.605339166,0.541794922,0.421650388,0.591267231,0.314676325,0.389588612,0.53,2,august,1318
Mopa-Muro,Oke-Ero,2020,Mopa-Muro,0.391788901,0.299429972,0.260379648,0.355121446,0.291856976,0.370880339,0.53,1,july,186
Mopa-Muro,Oke-Ero,2023,Mopa-Muro,0.391788901,0.299429972,0.260379648,0.355121446,0.291856976,0.370880339,0.53,2,july,1281
Ofu,Owan East,2020,Ofu,0.540084421,0.414473633,0.407294799,0.568438009,0.33495597,0.406296962,0.53,1,march,70
Ofu,Owan East,2023,Ofu,0.540084421,0.414473633,0.407294799,0.568438009,0.33495597,0.406296962,0.53,2,march,1165
Okehi,Owan East,2020,Okehi,0.75,0.571428571,0.333333333,0.512820513,0.293031638,0.371839834,0.53,1,march,70
Okehi,Owan East,2023,Okehi,0.75,0.571428571,0.333333333,0.512820513,0.293031638,0.371839834,0.53,2,march,1165
Okene,Owan East,2020,Okene,0.516561461,0.448181307,0.306656436,0.491094608,0.275677686,0.357715363,0.53,1,march,70
Okene,Owan East,2023,Okene,0.516561461,0.448181307,0.306656436,0.491094608,0.275677686,0.357715363,0.53,2,march,1165
Olamabolo,Owan East,2020,Olamabolo,0.36041507,0.629779202,0.288515541,0.315320738,0.317039805,0.391533051,0.53,1,march,70
Olamabolo,Owan East,2023,Olamabolo,0.36041507,0.629779202,0.288515541,0.315320738,0.317039805,0.391533051,0.53,2,march,1165
Omala,Keana,2020,Omala,0.122571401,0.032353346,0.182721127,0.20689111,0.455368605,0.504091735,0.53,1,august,223
Omala,Keana,2023,Omala,0.122571401,0.032353346,0.182721127,0.20689111,0.455368605,0.504091735,0.53,2,august,1318
Yagba East,Oke-Ero,2020,Yagba East,0.529411765,0.6,0.375,0.535714286,0.291276571,0.370406416,0.53,1,july,186
Yagba East,Oke-Ero,2023,Yagba East,0.529411765,0.6,0.375,0.535714286,0.291276571,0.370406416,0.53,2,july,1281
Ifelodun1,Oke-Ero,2020,Ifelodun1,0.367932207,0.306901545,0.247713367,0.460711266,0.357982328,0.425290104,0.53,1,july,186
Ifelodun1,Oke-Ero,2023,Ifelodun1,0.367932207,0.306901545,0.247713367,0.460711266,0.357982328,0.425290104,0.53,2,july,1281
Ilorin East,Oke-Ero,2020,Ilorin East,0.289941315,0.295344661,0.263293536,0.302916209,0.350824888,0.419388367,0.53,1,july,186
Ilorin East,Oke-Ero,2023,Ilorin East,0.289941315,0.295344661,0.263293536,0.302916209,0.350824888,0.419388367,0.53,2,july,1281
Ilorin South,Oke-Ero,2020,Ilorin South,0.391788901,0.299429972,0.260379648,0.355121446,0.316790933,0.391328258,0.53,1,july,186
Ilorin South,Oke-Ero,2023,Ilorin South,0.391788901,0.299429972,0.260379648,0.355121446,0.316790933,0.391328258,0.53,2,july,1281
Ilorin West,Owan East,2020,Ilorin West,0.217238965,0.200527697,0.205987169,0.141257146,0.300629985,0.378056657,0.53,1,march,70
Ilorin West,Owan East,2023,Ilorin West,0.217238965,0.200527697,0.205987169,0.141257146,0.300629985,0.378056657,0.53,2,march,1165
Irepodun1,Owan East,2020,Irepodun1,0.191973375,0.155091047,0.287478323,0.3102155,0.354587436,0.422491317,0.53,1,march,70
Irepodun1,Owan East,2023,Irepodun1,0.191973375,0.155091047,0.287478323,0.3102155,0.354587436,0.422491317,0.53,2,march,1165
Itesiwaju,Akinyele,2020,Itesiwaju,0.43481825,0.392030997,0.310573478,0.377487976,0.428195908,0.482539024,0.53,1,may,131
Itesiwaju,Akinyele,2023,Itesiwaju,0.43481825,0.392030997,0.310573478,0.377487976,0.428195908,0.482539024,0.53,2,may,1226
Isin,Oke-Ero,2020,Isin,0.299054347,0.166666667,0.178191485,0.340654862,0.349688854,0.418451319,0.53,1,july,186
Isin,Oke-Ero,2023,Isin,0.299054347,0.166666667,0.178191485,0.340654862,0.349688854,0.418451319,0.53,2,july,1281
Kaiama,Oke-Ero,2020,Kaiama,0.619047619,0.59375,0.347826087,0.638888889,0.409404988,0.467392893,0.53,1,july,186
Kaiama,Oke-Ero,2023,Kaiama,0.619047619,0.59375,0.347826087,0.638888889,0.409404988,0.467392893,0.53,2,july,1281
Moro,Oke-Ero,2020,Moro,0.208333333,0.25,0.108108108,0.2,0.336971467,0.407959544,0.53,1,july,186
Moro,Oke-Ero,2023,Moro,0.208333333,0.25,0.108108108,0.2,0.336971467,0.407959544,0.53,2,july,1281
Offa,Akinyele,2020,Offa,0.243887332,0.268292669,0.286452093,0.303979904,0.350724749,0.419305771,0.53,1,may,131
Offa,Akinyele,2023,Offa,0.243887332,0.268292669,0.286452093,0.303979904,0.350724749,0.419305771,0.53,2,may,1226
Oke-Ero,Oke-Ero,2020,Oke-Ero,0.133333333,0.090909091,0.210526316,0.208333333,0.328086235,0.400631968,0.53,1,july,186
Oke-Ero,Oke-Ero,2023,Oke-Ero,0.133333333,0.090909091,0.210526316,0.208333333,0.328086235,0.400631968,0.53,2,july,1281
Kajola,Akinyele,2020,Kajola,0.396945104,0.1752945,0.256845889,0.399760373,0.406200649,0.464793778,0.53,1,may,131
Kajola,Akinyele,2023,Kajola,0.396945104,0.1752945,0.256845889,0.399760373,0.406200649,0.464793778,0.53,2,may,1226
Oyun,Oke-Ero,2020,Oyun,0.411474907,0.116692039,0.26626085,0.369624561,0.379244204,0.442781654,0.53,1,july,186
Oyun,Oke-Ero,2023,Oyun,0.411474907,0.116692039,0.26626085,0.369624561,0.379244204,0.442781654,0.53,2,july,1281
Pategi,Oke-Ero,2020,Pategi,0.764705882,0.4,0.222222222,0.755102041,0.318277299,0.392551518,0.53,1,july,186
Pategi,Oke-Ero,2023,Pategi,0.764705882,0.4,0.222222222,0.755102041,0.318277299,0.392551518,0.53,2,july,1281
Agege,Uzo-Uwani,2020,Agege,0.236100835,0.257686681,0.050976405,0.178004623,0.445938468,0.49666464,0.53,1,june,162
Agege,Uzo-Uwani,2023,Agege,0.236100835,0.257686681,0.050976405,0.178004623,0.445938468,0.49666464,0.53,2,june,1257
Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,0.148953743,0.147321439,0.011366354,0.041432729,0.442448497,0.493901179,0.53,1,june,162
Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,0.148953743,0.147321439,0.011366354,0.041432729,0.442448497,0.493901179,0.53,2,june,1257
Alimosho,Uzo-Uwani,2020,Alimosho,0.247223361,0.184538925,0.148105303,0.147674315,0.431973509,0.485561977,0.53,1,june,162
Alimosho,Uzo-Uwani,2023,Alimosho,0.247223361,0.184538925,0.148105303,0.147674315,0.431973509,0.485561977,0.53,2,june,1257
Apapa,Isoko South,2020,Apapa,0.307692308,0.2,0.210526316,0.206896552,0.464571223,0.511279973,0.53,1,june,162
Apapa,Isoko South,2023,Apapa,0.307692308,0.2,0.210526316,0.206896552,0.464571223,0.511279973,0.53,2,june,1257
Epe,Uzo-Uwani,2020,Epe,0.076923077,0.25,0.166666667,0.18,0.40174632,0.461173792,0.53,1,june,162
Epe,Uzo-Uwani,2023,Epe,0.076923077,0.25,0.166666667,0.18,0.40174632,0.461173792,0.53,2,june,1257
Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.276486564,0.224106265,0.160050482,0.031920249,0.390672088,0.45214207,0.53,1,june,162
Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.276486564,0.224106265,0.160050482,0.031920249,0.390672088,0.45214207,0.53,2,june,1257
Ikeja,Uzo-Uwani,2020,Ikeja,0.4,0.224106265,0.160050482,0.109090909,0.481253048,0.524146789,0.53,1,june,162
Ikeja,Uzo-Uwani,2023,Ikeja,0.4,0.224106265,0.160050482,0.109090909,0.481253048,0.524146789,0.53,2,june,1257
Mushin,Isoko South,2020,Mushin,0.121620751,0.14988435,0.0713975,0.048112926,0.475938767,0.520071762,0.53,1,june,162
Mushin,Isoko South,2023,Mushin,0.121620751,0.14988435,0.0713975,0.048112926,0.475938767,0.520071762,0.53,2,june,1257
Kokona,Oke-Ero,2021,Kokona,0.729032252,0.640765073,0.538461538,0.659225087,0.460705224,0.508267659,0.53,1,july,551
Kokona,Oke-Ero,2024,Kokona,0.729032252,0.640765073,0.538461538,0.659225087,0.460705224,0.508267659,0.53,2,july,1646
Ojo,Isoko South,2020,Ojo,0.278301893,0.289831061,0.147221679,0.192058757,0.435361631,0.488266396,0.53,1,june,162
Ojo,Isoko South,2023,Ojo,0.278301893,0.289831061,0.147221679,0.192058757,0.435361631,0.488266396,0.53,2,june,1257
Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.13028846,0.078841517,0.160050482,0.044036018,0.465655625,0.512122932,0.53,1,june,162
Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.13028846,0.078841517,0.160050482,0.044036018,0.465655625,0.512122932,0.53,2,june,1257
Surulere1,Oke-Ero,2020,Surulere1,0.03442095,0.036336121,0.013773319,0.027144489,0.464358896,0.511114818,0.53,1,july,186
Surulere1,Oke-Ero,2023,Surulere1,0.03442095,0.036336121,0.013773319,0.027144489,0.464358896,0.511114818,0.53,2,july,1281
Akwanga,Oke-Ero,2021,Akwanga,0.822883221,0.800838317,0.727112838,0.792005115,0.509076895,0.545084849,0.53,1,july,551
Akwanga,Oke-Ero,2024,Akwanga,0.822883221,0.800838317,0.727112838,0.792005115,0.509076895,0.545084849,0.53,2,july,1646
Obi2,Keana,2021,Obi2,0.823529412,0.85,0.294117647,0.8,0.47867099,0.522169724,0.53,1,august,588
Obi2,Keana,2024,Obi2,0.823529412,0.85,0.294117647,0.8,0.47867099,0.522169724,0.53,2,august,1683
Awe,Keana,2021,Awe,0.605432934,0.429533507,0.468947384,0.732287966,0.564364244,0.584430432,0.53,1,august,588
Awe,Keana,2024,Awe,0.605432934,0.429533507,0.468947384,0.732287966,0.564364244,0.584430432,0.53,2,august,1683
Doma,Keana,2021,Doma,0.738946068,0.484623909,0.332206395,0.600357251,0.39040939,0.451927322,0.53,1,august,588
Doma,Keana,2024,Doma,0.738946068,0.484623909,0.332206395,0.600357251,0.39040939,0.451927322,0.53,2,august,1683
Karu,Oke-Ero,2021,Karu,0.380360634,0.380141437,0.448174308,0.397831492,0.470750314,0.516071368,0.53,1,july,551
Karu,Oke-Ero,2024,Karu,0.380360634,0.380141437,0.448174308,0.397831492,0.470750314,0.516071368,0.53,2,july,1646
Keana,Keana,2021,Keana,0.511047108,0.441048146,0.346819024,0.589015934,0.38719336,0.449296597,0.53,1,august,588
Keana,Keana,2024,Keana,0.511047108,0.441048146,0.346819024,0.589015934,0.38719336,0.449296597,0.53,2,august,1683
Keffi,Oke-Ero,2021,Keffi,0.722389048,0.429725569,0.434474849,0.570575557,0.452112722,0.5015342,0.53,1,july,551
Keffi,Oke-Ero,2024,Keffi,0.722389048,0.429725569,0.434474849,0.570575557,0.452112722,0.5015342,0.53,2,july,1646
Lafia,Alkaleri,2021,Lafia,0.501905966,0.364569988,0.269162619,0.465595333,0.503966925,0.541291955,0.53,1,july,551
Lafia,Alkaleri,2024,Lafia,0.501905966,0.364569988,0.269162619,0.465595333,0.503966925,0.541291955,0.53,2,july,1646
Nasarawa2,Keana,2021,Nasarawa2,0.656017976,0.461261583,0.483376965,0.64975546,0.379114078,0.442674871,0.53,1,august,588
Nasarawa2,Keana,2024,Nasarawa2,0.656017976,0.461261583,0.483376965,0.64975546,0.379114078,0.442674871,0.53,2,august,1683
Nasarawa-Eggon,Alkaleri,2021,Nasarawa-Eggon,0.692307692,0.666666667,0.620689655,0.658536585,0.497648158,0.536568319,0.53,1,july,551
Nasarawa-Eggon,Alkaleri,2024,Nasarawa-Eggon,0.692307692,0.666666667,0.620689655,0.658536585,0.497648158,0.536568319,0.53,2,july,1646
Chanchaga,Keana,2022,Chanchaga,0.343627973,0.174183095,0.194156293,0.327245053,0.393820889,0.454714405,0.53,1,august,953
