"","row.names.itn_dis_2.","LGA","repDS","year_10","year_13","year_14","year_15","year_16","year_17","year_18","year_19","year","LGA_nu","U5_ITN_use","six_nine_ITN_use","ten_eighteen_ITN_use","over_eighteen_ITN_use","mortality_rate","kill_rate","round","peak","simday"
"834","417.1","Bunza","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Bunza",0.789226475,0.614967322,0.534978419,0.78771905,0.672182056,0.650932828,2,"august",1683
"835","418","Fakai","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Fakai",0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,1,"august",588
"836","418.1","Fakai","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Fakai",0.925,0.807692308,0.711538462,0.783783784,0.590008654,0.601533253,2,"august",1683
"837","419","Gwandu","Birnin Kebbi",1,NA,NA,1,NA,NA,1,NA,2021,"Gwandu",0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,1,"august",588
"838","419.1","Gwandu","Birnin Kebbi",1,NA,NA,1,NA,NA,1,NA,2024,"Gwandu",0.789226475,0.78125,0.791666667,0.865671642,0.783737788,0.704443878,2,"august",1683
"839","420","Jega","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Jega",0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,1,"august",588
"840","420.1","Jega","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Jega",0.934417004,0.799158486,0.537410615,0.915591009,0.700200915,0.665830158,2,"august",1683
"841","421","Kalgo","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Kalgo",0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,1,"august",588
"842","421.1","Kalgo","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Kalgo",0.927737471,0.789110521,0.720989636,0.876524196,0.681068976,0.655765729,2,"august",1683
"843","422","Iseyin","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Iseyin",0.621354362,0.440761858,0.204179158,0.559328204,0.381804807,0.444882082,1,"may",131
"844","422.1","Iseyin","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Iseyin",0.621354362,0.440761858,0.204179158,0.559328204,0.381804807,0.444882082,2,"may",1226
"845","423","Maiyama","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Maiyama",0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,1,"august",588
"846","423.1","Maiyama","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Maiyama",0.875,0.714285714,0.457142857,0.782608696,0.635960953,0.630198767,2,"august",1683
"847","424","Ngaski","Owan East",NA,NA,NA,1,NA,NA,1,NA,2021,"Ngaski",0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,1,"march",435
"848","424.1","Ngaski","Owan East",NA,NA,NA,1,NA,NA,1,NA,2024,"Ngaski",0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781,2,"march",1530
"849","425","Sakaba","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2021,"Sakaba",0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,1,"july",551
"850","425.1","Sakaba","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2024,"Sakaba",0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231,2,"july",1646
"851","426","Shanga","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Shanga",0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,1,"august",588
"852","426.1","Shanga","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Shanga",0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023,2,"august",1683
"853","427","Suru","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Suru",0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,1,"august",588
"854","427.1","Suru","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Suru",0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045,2,"august",1683
"855","428","Wasagu/Danko","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2021,"Wasagu-Danko",0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,1,"july",551
"856","428.1","Wasagu/Danko","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2024,"Wasagu-Danko",0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384,2,"july",1646
"857","429","Yauri","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2021,"Yauri",0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,1,"august",588
"858","429.1","Yauri","Birnin Kebbi",NA,NA,NA,1,NA,NA,1,NA,2024,"Yauri",0.98183935,0.929500384,0.67213445,0.89052381,0.619243928,0.620072014,2,"august",1683
"859","430","Zuru","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2021,"Zuru",0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,1,"july",551
"860","430.1","Zuru","Alkaleri",NA,NA,NA,1,NA,NA,1,NA,2024,"Zuru",0.484534717,0.913043478,0.703703704,0.895833333,0.60621808,0.611940869,2,"july",1646
"861","431","Adavi","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Adavi",0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,1,"march",70
"862","431.1","Adavi","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Adavi",0.830655145,0.595557959,0.519685549,0.592855281,0.308698703,0.384675567,2,"march",1165
"863","432","Ajaokuta","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ajaokuta",0.4,0.416666667,0.407407407,0.413043478,0.321205627,0.394962504,1,"march",70
"864","432.1","Ajaokuta","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ajaokuta",0.4,0.416666667,0.407407407,0.413043478,0.321205627,0.394962504,2,"march",1165
"865","433","Ankpa","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ankpa",0.409335716,0.263829772,0.384044517,0.327565622,0.382494781,0.445447774,1,"march",70
"866","433.1","Ankpa","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ankpa",0.409335716,0.263829772,0.384044517,0.327565622,0.382494781,0.445447774,2,"march",1165
"867","434","Bassa1","Keana",NA,NA,NA,NA,NA,1,NA,NA,2020,"Bassa1",0.9,0.75,0.770833333,0.846153846,0.406315085,0.464886674,1,"august",223
"868","434.1","Bassa1","Keana",NA,NA,NA,NA,NA,1,NA,NA,2023,"Bassa1",0.9,0.75,0.770833333,0.846153846,0.406315085,0.464886674,2,"august",1318
"869","435","Dekina","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Dekina",0.22239362,0.223553422,0.186247591,0.329535015,0.371777405,0.436648124,1,"march",70
"870","435.1","Dekina","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Dekina",0.22239362,0.223553422,0.186247591,0.329535015,0.371777405,0.436648124,2,"march",1165
"871","436","Edu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Edu",0.275828235,0.222354339,0.238085868,0.365918206,0.339359862,0.409929917,1,"july",186
"872","436.1","Edu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Edu",0.275828235,0.222354339,0.238085868,0.365918206,0.339359862,0.409929917,2,"july",1281
"873","437","Ibaji","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ibaji",0.526264619,0.509690941,0.423182439,0.608589306,0.335530068,0.406770517,1,"june",162
"874","437.1","Ibaji","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ibaji",0.526264619,0.509690941,0.423182439,0.608589306,0.335530068,0.406770517,2,"june",1257
"875","438","Idah","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Idah",0.276486564,0.224106265,0.160050482,0.188842186,0.382023573,0.445061456,1,"june",162
"876","438.1","Idah","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Idah",0.276486564,0.224106265,0.160050482,0.188842186,0.382023573,0.445061456,2,"june",1257
"877","439","Igalamela-Odolu","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2020,"Igalamela-Odolu",0.845747123,0.769543044,0.693778231,0.720103359,0.344682632,0.414321376,1,"june",162
"878","439.1","Igalamela-Odolu","Uzo-Uwani",NA,NA,NA,NA,NA,1,NA,NA,2023,"Igalamela-Odolu",0.845747123,0.769543044,0.693778231,0.720103359,0.344682632,0.414321376,2,"june",1257
"879","440","Ijumu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ijumu",0.55,0.666666667,0.583333333,0.54,0.312708323,0.387970309,1,"july",186
"880","440.1","Ijumu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ijumu",0.55,0.666666667,0.583333333,0.54,0.312708323,0.387970309,2,"july",1281
"881","441","Kabba/Bunu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Kabba-Bunu",0.535581734,0.361650218,0.434111405,0.5,0.319779497,0.393788165,1,"july",186
"882","441.1","Kabba/Bunu","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Kabba-Bunu",0.535581734,0.361650218,0.434111405,0.5,0.319779497,0.393788165,2,"july",1281
"883","442","Kogi","Keana",NA,NA,NA,NA,NA,1,NA,NA,2020,"Kogi",0.363636364,0.1,0.166666667,0.301886792,0.368216183,0.433718849,1,"august",223
"884","442.1","Kogi","Keana",NA,NA,NA,NA,NA,1,NA,NA,2023,"Kogi",0.363636364,0.1,0.166666667,0.301886792,0.368216183,0.433718849,2,"august",1318
"885","443","Lokoja","Keana",NA,NA,NA,NA,NA,1,NA,NA,2020,"Lokoja",0.605339166,0.541794922,0.421650388,0.591267231,0.314676325,0.389588612,1,"august",223
"886","443.1","Lokoja","Keana",NA,NA,NA,NA,NA,1,NA,NA,2023,"Lokoja",0.605339166,0.541794922,0.421650388,0.591267231,0.314676325,0.389588612,2,"august",1318
"887","444","Mopa-Muro","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Mopa-Muro",0.391788901,0.299429972,0.260379648,0.355121446,0.291856976,0.370880339,1,"july",186
"888","444.1","Mopa-Muro","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Mopa-Muro",0.391788901,0.299429972,0.260379648,0.355121446,0.291856976,0.370880339,2,"july",1281
"889","445","Ofu","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ofu",0.540084421,0.414473633,0.407294799,0.568438009,0.33495597,0.406296962,1,"march",70
"890","445.1","Ofu","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ofu",0.540084421,0.414473633,0.407294799,0.568438009,0.33495597,0.406296962,2,"march",1165
"891","446","Okehi","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Okehi",0.75,0.571428571,0.333333333,0.512820513,0.293031638,0.371839834,1,"march",70
"892","446.1","Okehi","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Okehi",0.75,0.571428571,0.333333333,0.512820513,0.293031638,0.371839834,2,"march",1165
"893","447","Okene","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Okene",0.516561461,0.448181307,0.306656436,0.491094608,0.275677686,0.357715363,1,"march",70
"894","447.1","Okene","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Okene",0.516561461,0.448181307,0.306656436,0.491094608,0.275677686,0.357715363,2,"march",1165
"895","448","Olamabolo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Olamabolo",0.36041507,0.629779202,0.288515541,0.315320738,0.317039805,0.391533051,1,"march",70
"896","448.1","Olamabolo","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Olamabolo",0.36041507,0.629779202,0.288515541,0.315320738,0.317039805,0.391533051,2,"march",1165
"897","449","Omala","Keana",NA,NA,NA,NA,NA,1,NA,NA,2020,"Omala",0.122571401,0.032353346,0.182721127,0.20689111,0.455368605,0.504091735,1,"august",223
"898","449.1","Omala","Keana",NA,NA,NA,NA,NA,1,NA,NA,2023,"Omala",0.122571401,0.032353346,0.182721127,0.20689111,0.455368605,0.504091735,2,"august",1318
"899","450","Yagba East","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Yagba East",0.529411765,0.6,0.375,0.535714286,0.291276571,0.370406416,1,"july",186
"900","450.1","Yagba East","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Yagba East",0.529411765,0.6,0.375,0.535714286,0.291276571,0.370406416,2,"july",1281
"901","451","Ifelodun1","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ifelodun1",0.367932207,0.306901545,0.247713367,0.460711266,0.357982328,0.425290104,1,"july",186
"902","451.1","Ifelodun1","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ifelodun1",0.367932207,0.306901545,0.247713367,0.460711266,0.357982328,0.425290104,2,"july",1281
"903","452","Ilorin East","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ilorin East",0.289941315,0.295344661,0.263293536,0.302916209,0.350824888,0.419388367,1,"july",186
"904","452.1","Ilorin East","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ilorin East",0.289941315,0.295344661,0.263293536,0.302916209,0.350824888,0.419388367,2,"july",1281
"905","453","Ilorin South","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ilorin South",0.391788901,0.299429972,0.260379648,0.355121446,0.316790933,0.391328258,1,"july",186
"906","453.1","Ilorin South","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ilorin South",0.391788901,0.299429972,0.260379648,0.355121446,0.316790933,0.391328258,2,"july",1281
"907","454","Ilorin West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Ilorin West",0.217238965,0.200527697,0.205987169,0.141257146,0.300629985,0.378056657,1,"march",70
"908","454.1","Ilorin West","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Ilorin West",0.217238965,0.200527697,0.205987169,0.141257146,0.300629985,0.378056657,2,"march",1165
"909","455","Irepodun1","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2020,"Irepodun1",0.191973375,0.155091047,0.287478323,0.3102155,0.354587436,0.422491317,1,"march",70
"910","455.1","Irepodun1","Owan East",NA,NA,NA,NA,NA,1,NA,NA,2023,"Irepodun1",0.191973375,0.155091047,0.287478323,0.3102155,0.354587436,0.422491317,2,"march",1165
"911","456","Itesiwaju","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Itesiwaju",0.43481825,0.392030997,0.310573478,0.377487976,0.428195908,0.482539024,1,"may",131
"912","456.1","Itesiwaju","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Itesiwaju",0.43481825,0.392030997,0.310573478,0.377487976,0.428195908,0.482539024,2,"may",1226
"913","457","Isin","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Isin",0.299054347,0.166666667,0.178191485,0.340654862,0.349688854,0.418451319,1,"july",186
"914","457.1","Isin","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Isin",0.299054347,0.166666667,0.178191485,0.340654862,0.349688854,0.418451319,2,"july",1281
"915","458","Kaiama","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Kaiama",0.619047619,0.59375,0.347826087,0.638888889,0.409404988,0.467392893,1,"july",186
"916","458.1","Kaiama","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Kaiama",0.619047619,0.59375,0.347826087,0.638888889,0.409404988,0.467392893,2,"july",1281
"917","459","Moro","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Moro",0.208333333,0.25,0.108108108,0.2,0.336971467,0.407959544,1,"july",186
"918","459.1","Moro","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Moro",0.208333333,0.25,0.108108108,0.2,0.336971467,0.407959544,2,"july",1281
"919","460","Offa","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2020,"Offa",0.243887332,0.268292669,0.286452093,0.303979904,0.350724749,0.419305771,1,"may",131
"920","460.1","Offa","Akinyele",NA,NA,NA,NA,NA,1,NA,NA,2023,"Offa",0.243887332,0.268292669,0.286452093,0.303979904,0.350724749,0.419305771,2,"may",1226
"921","461","Oke-Ero","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Oke-Ero",0.133333333,0.090909091,0.210526316,0.208333333,0.328086235,0.400631968,1,"july",186
"922","461.1","Oke-Ero","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Oke-Ero",0.133333333,0.090909091,0.210526316,0.208333333,0.328086235,0.400631968,2,"july",1281
"923","462","Kajola","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2020,"Kajola",0.396945104,0.1752945,0.256845889,0.399760373,0.406200649,0.464793778,1,"may",131
"924","462.1","Kajola","Akinyele",NA,NA,NA,NA,1,NA,NA,NA,2023,"Kajola",0.396945104,0.1752945,0.256845889,0.399760373,0.406200649,0.464793778,2,"may",1226
"925","463","Oyun","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Oyun",0.411474907,0.116692039,0.26626085,0.369624561,0.379244204,0.442781654,1,"july",186
"926","463.1","Oyun","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Oyun",0.411474907,0.116692039,0.26626085,0.369624561,0.379244204,0.442781654,2,"july",1281
"927","464","Pategi","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2020,"Pategi",0.764705882,0.4,0.222222222,0.755102041,0.318277299,0.392551518,1,"july",186
"928","464.1","Pategi","Oke-Ero",NA,NA,NA,NA,NA,1,NA,NA,2023,"Pategi",0.764705882,0.4,0.222222222,0.755102041,0.318277299,0.392551518,2,"july",1281
"929","465","Agege","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Agege",0.236100835,0.257686681,0.050976405,0.178004623,0.445938468,0.49666464,1,"june",162
"930","465.1","Agege","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Agege",0.236100835,0.257686681,0.050976405,0.178004623,0.445938468,0.49666464,2,"june",1257
"931","466","Ajeromi-Ifelodun","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Ajeromi-Ifelodun",0.148953743,0.147321439,0.011366354,0.041432729,0.442448497,0.493901179,1,"june",162
"932","466.1","Ajeromi-Ifelodun","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Ajeromi-Ifelodun",0.148953743,0.147321439,0.011366354,0.041432729,0.442448497,0.493901179,2,"june",1257
"933","467","Alimosho","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Alimosho",0.247223361,0.184538925,0.148105303,0.147674315,0.431973509,0.485561977,1,"june",162
"934","467.1","Alimosho","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Alimosho",0.247223361,0.184538925,0.148105303,0.147674315,0.431973509,0.485561977,2,"june",1257
"935","468","Apapa","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Apapa",0.307692308,0.2,0.210526316,0.206896552,0.464571223,0.511279973,1,"june",162
"936","468.1","Apapa","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Apapa",0.307692308,0.2,0.210526316,0.206896552,0.464571223,0.511279973,2,"june",1257
"937","469","Epe","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Epe",0.076923077,0.25,0.166666667,0.18,0.40174632,0.461173792,1,"june",162
"938","469.1","Epe","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Epe",0.076923077,0.25,0.166666667,0.18,0.40174632,0.461173792,2,"june",1257
"939","470","Ifako-Ijaye","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Ifako-Ijaye",0.276486564,0.224106265,0.160050482,0.031920249,0.390672088,0.45214207,1,"june",162
"940","470.1","Ifako-Ijaye","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Ifako-Ijaye",0.276486564,0.224106265,0.160050482,0.031920249,0.390672088,0.45214207,2,"june",1257
"941","471","Ikeja","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Ikeja",0.4,0.224106265,0.160050482,0.109090909,0.481253048,0.524146789,1,"june",162
"942","471.1","Ikeja","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Ikeja",0.4,0.224106265,0.160050482,0.109090909,0.481253048,0.524146789,2,"june",1257
"943","472","Mushin","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Mushin",0.121620751,0.14988435,0.0713975,0.048112926,0.475938767,0.520071762,1,"june",162
"944","472.1","Mushin","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Mushin",0.121620751,0.14988435,0.0713975,0.048112926,0.475938767,0.520071762,2,"june",1257
"945","473","Kokona","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2021,"Kokona",0.729032252,0.640765073,0.538461538,0.659225087,0.460705224,0.508267659,1,"july",551
"946","473.1","Kokona","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2024,"Kokona",0.729032252,0.640765073,0.538461538,0.659225087,0.460705224,0.508267659,2,"july",1646
"947","474","Ojo","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Ojo",0.278301893,0.289831061,0.147221679,0.192058757,0.435361631,0.488266396,1,"june",162
"948","474.1","Ojo","Isoko South",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Ojo",0.278301893,0.289831061,0.147221679,0.192058757,0.435361631,0.488266396,2,"june",1257
"949","475","Oshodi-Isolo","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Oshodi-Isolo",0.13028846,0.078841517,0.160050482,0.044036018,0.465655625,0.512122932,1,"june",162
"950","475.1","Oshodi-Isolo","Uzo-Uwani",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Oshodi-Isolo",0.13028846,0.078841517,0.160050482,0.044036018,0.465655625,0.512122932,2,"june",1257
"951","476","Surulere1","Oke-Ero",NA,NA,NA,NA,NA,NA,NA,NA,2020,"Surulere1",0.03442095,0.036336121,0.013773319,0.027144489,0.464358896,0.511114818,1,"july",186
"952","476.1","Surulere1","Oke-Ero",NA,NA,NA,NA,NA,NA,NA,NA,2023,"Surulere1",0.03442095,0.036336121,0.013773319,0.027144489,0.464358896,0.511114818,2,"july",1281
"953","477","Akwanga","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2021,"Akwanga",0.822883221,0.800838317,0.727112838,0.792005115,0.509076895,0.545084849,1,"july",551
"954","477.1","Akwanga","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2024,"Akwanga",0.822883221,0.800838317,0.727112838,0.792005115,0.509076895,0.545084849,2,"july",1646
"955","478","Obi2","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Obi2",0.823529412,0.85,0.294117647,0.8,0.47867099,0.522169724,1,"august",588
"956","478.1","Obi2","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Obi2",0.823529412,0.85,0.294117647,0.8,0.47867099,0.522169724,2,"august",1683
"957","479","Awe","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Awe",0.605432934,0.429533507,0.468947384,0.732287966,0.564364244,0.584430432,1,"august",588
"958","479.1","Awe","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Awe",0.605432934,0.429533507,0.468947384,0.732287966,0.564364244,0.584430432,2,"august",1683
"959","480","Doma","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Doma",0.738946068,0.484623909,0.332206395,0.600357251,0.39040939,0.451927322,1,"august",588
"960","480.1","Doma","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Doma",0.738946068,0.484623909,0.332206395,0.600357251,0.39040939,0.451927322,2,"august",1683
"961","481","Karu","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2021,"Karu",0.380360634,0.380141437,0.448174308,0.397831492,0.470750314,0.516071368,1,"july",551
"962","481.1","Karu","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2024,"Karu",0.380360634,0.380141437,0.448174308,0.397831492,0.470750314,0.516071368,2,"july",1646
"963","482","Keana","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Keana",0.511047108,0.441048146,0.346819024,0.589015934,0.38719336,0.449296597,1,"august",588
"964","482.1","Keana","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Keana",0.511047108,0.441048146,0.346819024,0.589015934,0.38719336,0.449296597,2,"august",1683
"965","483","Keffi","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2021,"Keffi",0.722389048,0.429725569,0.434474849,0.570575557,0.452112722,0.5015342,1,"july",551
"966","483.1","Keffi","Oke-Ero",NA,NA,1,NA,NA,NA,1,NA,2024,"Keffi",0.722389048,0.429725569,0.434474849,0.570575557,0.452112722,0.5015342,2,"july",1646
"967","484","Lafia","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Lafia",0.501905966,0.364569988,0.269162619,0.465595333,0.503966925,0.541291955,1,"july",551
"968","484.1","Lafia","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Lafia",0.501905966,0.364569988,0.269162619,0.465595333,0.503966925,0.541291955,2,"july",1646
"969","485","Nasarawa2","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Nasarawa2",0.656017976,0.461261583,0.483376965,0.64975546,0.379114078,0.442674871,1,"august",588
"970","485.1","Nasarawa2","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Nasarawa2",0.656017976,0.461261583,0.483376965,0.64975546,0.379114078,0.442674871,2,"august",1683
"971","486","Nasarawa-Eggon","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Nasarawa-Eggon",0.692307692,0.666666667,0.620689655,0.658536585,0.497648158,0.536568319,1,"july",551
"972","486.1","Nasarawa-Eggon","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Nasarawa-Eggon",0.692307692,0.666666667,0.620689655,0.658536585,0.497648158,0.536568319,2,"july",1646
"973","487","Chanchaga","Keana",1,NA,1,NA,NA,NA,NA,1,2022,"Chanchaga",0.343627973,0.174183095,0.194156293,0.327245053,0.393820889,0.454714405,1,"august",953
"974","487.1","Chanchaga","Keana",1,NA,1,NA,NA,NA,NA,1,2025,"Chanchaga",0.343627973,0.174183095,0.194156293,0.327245053,0.393820889,0.454714405,2,"august",2048
"975","488","Toto","Keana",NA,NA,1,NA,NA,NA,1,NA,2021,"Toto",0.665760191,0.576987785,0.491463825,0.630641004,0.39100856,0.452417095,1,"august",588
"976","488.1","Toto","Keana",NA,NA,1,NA,NA,NA,1,NA,2024,"Toto",0.665760191,0.576987785,0.491463825,0.630641004,0.39100856,0.452417095,2,"august",1683
"977","489","Wamba","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2021,"Wamba",0.941176471,0.5,0.71875,0.819444444,0.418578169,0.474808309,1,"july",551
"978","489.1","Wamba","Alkaleri",NA,NA,1,NA,NA,NA,1,NA,2024,"Wamba",0.941176471,0.5,0.71875,0.819444444,0.418578169,0.474808309,2,"july",1646
"979","490","Agaie","Oke-Ero",NA,NA,1,NA,NA,NA,NA,1,2022,"Agaie",0.391788901,0.299429972,0.260379648,0.355121446,0.469310553,0.514957552,1,"july",916
