,LGA,Rep_DS,State,U5_coverage,adult_coverage,simday,duration,year
389,Jibia,Rimi,,0.333333333,0.333333333,0,-1,2018
390,Jos East,Soba,,0.5,0.5,0,-1,2018
391,Jos North,Soba,,0.10462622,0.10462622,0,-1,2018
392,Jos South,Soba,,0.02049469,0.02049469,0,-1,2018
393,Kabba/Bunu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
394,Kabo,Gwarzo,,0.328669685,0.328669685,0,-1,2018
395,Kachia,Ngor-Okpala,,0.026107845,0.026107845,0,-1,2018
396,Kaduna North,Soba,,0.065737057,0.065737057,0,-1,2018
397,Kaduna South,Soba,,0.02049469,0.02049469,0,-1,2018
398,Kafin Hausa,Taura,,0.41906863,0.41906863,0,-1,2018
399,Kafur,Gwarzo,,0.204678348,0.204678348,0,-1,2018
400,Kaga,Darazo,,0.114371076,0.114371076,0,-1,2018
401,Kagarko,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
402,Kaiama,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
403,kaita,Rimi,,0.153846154,0.153846154,0,-1,2018
404,Kajola,Akinyele,,0.154926235,0.154926235,0,-1,2018
405,Kajuru,Soba,,0.02049469,0.02049469,0,-1,2018
406,Kala/Balge,Darazo,,0.114371076,0.114371076,0,-1,2018
407,Kalgo,Birnin Kebbi,,0.528194641,0.528194641,0,-1,2018
408,Kaltungo,Alkaleri,,0.234127553,0.234127553,0,-1,2018
409,Kanam,Alkaleri,,0.297169748,0.297169748,0,-1,2018
410,Kankara,Rimi,,0.209995572,0.209995572,0,-1,2018
411,Kanke,Alkaleri,,0.234127553,0.234127553,0,-1,2018
412,Kankia,Rimi,,0.285714286,0.285714286,0,-1,2018
413,Kano Municipal,Alkaleri,,0.234127553,0.234127553,0,-1,2018
414,Karasuwa,Taura,,0.057494575,0.057494575,0,-1,2018
415,Karaye,Gwarzo,,0.416666667,0.416666667,0,-1,2018
416,Karin-Lamido,Alkaleri,,0.156914887,0.156914887,0,-1,2018
417,Karu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
418,Katagum,Gwarzo,,0.116822469,0.116822469,0,-1,2018
419,Katcha,Oke-Ero,,0.306471335,0.306471335,0,-1,2018
420,Katsina,Rimi,,0.498949589,0.498949589,0,-1,2018
421,Katsina-Ala,Keana,,0.177187213,0.177187213,0,-1,2018
422,Kaugama,Taura,,0.111111111,0.111111111,0,-1,2018
423,Kaura,Soba,,0.02049469,0.02049469,0,-1,2018
424,Kaura-Namoda,Rimi,,0.209995572,0.209995572,0,-1,2018
425,Kauru,Soba,,0.02049469,0.02049469,0,-1,2018
426,Kazaure,Babura,,0.3125,0.3125,0,-1,2018
427,Keana,Keana,,0.177187213,0.177187213,0,-1,2018
428,Kebbe,Birnin Kebbi,,0.42225568,0.42225568,0,-1,2018
429,Keffi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
430,Khana,Nsit Ubium,,0.285714286,0.285714286,0,-1,2018
431,Kibiya,Gwarzo,,0.172172547,0.172172547,0,-1,2018
432,Kirfi,Alkaleri,,0.076923077,0.076923077,0,-1,2018
433,Kiri Kasamma,Taura,,0.293729355,0.293729355,0,-1,2018
434,Kiru,Gwarzo,,0.238749426,0.238749426,0,-1,2018
435,kiyawa,Takali,,0.142857143,0.142857143,0,-1,2018
436,Kogi,Keana,,0.333333333,0.333333333,0,-1,2018
437,Koko/Besse,Birnin Kebbi,,0.630339538,0.630339538,0,-1,2018
438,Kokona,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
439,Kolokuma/Opokuma,Ahoada West,,0.389048955,0.389048955,0,-1,2018
440,Konduga,Darazo,,0.5,0.5,0,-1,2018
441,Konshisha,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
442,Kontagora,Oke-Ero,,0.320938838,0.320938838,0,-1,2018
443,Kosofe,Isoko South,,0.691001687,0.691001687,0,-1,2018
444,Kubau,Soba,,0.02049469,0.02049469,0,-1,2018
445,Kudan,Giwa,,0.130508332,0.130508332,0,-1,2018
446,Kuje,Keana,,0.177187213,0.177187213,0,-1,2018
447,Kukawa,Babura,,0.6,0.6,0,-1,2018
448,Kumbotso,Taura,,0.174928041,0.174928041,0,-1,2018
449,Kunchi,Babura,,0.147410353,0.147410353,0,-1,2018
450,Kura,Gwarzo,,0.222222222,0.222222222,0,-1,2018
451,Kurfi,Rimi,,0.209995572,0.209995572,0,-1,2018
452,Kurmi,Oru West,,0.4,0.4,0,-1,2018
453,Kusada,Rimi,,0.1875,0.1875,0,-1,2018
454,Kwali,Keana,,0.177187213,0.177187213,0,-1,2018
455,Kwami,Alkaleri,,0.069494533,0.069494533,0,-1,2018
456,Kwande,Oke-Ero,,0.188679397,0.188679397,0,-1,2018
457,Kware,Gawabawa,,0.2,0.2,0,-1,2018
458,Kwaya Kusar,Alkaleri,,0.234127553,0.234127553,0,-1,2018
459,Lafia,Alkaleri,,0.234127553,0.234127553,0,-1,2018
460,Lagelu,Akinyele,,0.154926235,0.154926235,0,-1,2018
461,Lagos Island,Isoko South,,0.12159624,0.12159624,0,-1,2018
462,Lagos Mainland,Isoko South,,0.12159624,0.12159624,0,-1,2018
463,Lamurde,Alkaleri,,0.234127553,0.234127553,0,-1,2018
464,Langtang North,Alkaleri,,0.234127553,0.234127553,0,-1,2018
465,Langtang South,Keana,,0.177187213,0.177187213,0,-1,2018
466,Lapai,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
467,Lau,Alkaleri,,0.181818182,0.181818182,0,-1,2018
468,Lavun,Oke-Ero,,0.409442103,0.409442103,0,-1,2018
469,Lere,Soba,,0.02049469,0.02049469,0,-1,2018
470,Logo,Keana,,0.177187213,0.177187213,0,-1,2018
471,Lokoja,Keana,,0.177187213,0.177187213,0,-1,2018
472,Machina,Taura,,0.054679287,0.054679287,0,-1,2018
473,Madagali,Darazo,,0.114371076,0.114371076,0,-1,2018
474,Madobi,Taura,,0.174928041,0.174928041,0,-1,2018
475,Mafa,Darazo,,0.114371076,0.114371076,0,-1,2018
476,Magama,Oke-Ero,,0.302301803,0.302301803,0,-1,2018
477,Magumeri,Gawabawa,,0.106631444,0.106631444,0,-1,2018
478,Mai'Adua,Rimi,,0.4,0.4,0,-1,2018
479,Maiduguri,Darazo,,0.031180397,0.031180397,0,-1,2018
480,Maigatari,Babura,,0.20590316,0.20590316,0,-1,2018
481,Maiha,Alkaleri,,0.234127553,0.234127553,0,-1,2018
482,Maiyama,Birnin Kebbi,,0.722222222,0.722222222,0,-1,2018
483,Makoda,Babura,,0.6,0.6,0,-1,2018
484,Makurdi,Keana,,0.084369554,0.084369554,0,-1,2018
485,Malam Madori,Taura,,0.5,0.5,0,-1,2018
486,Malumfashi,Gwarzo,,0.666666667,0.666666667,0,-1,2018
487,Mangu,Darazo,,0.286332243,0.286332243,0,-1,2018
488,Mani,Rimi,,0.199881617,0.199881617,0,-1,2018
489,Maradun,Darazo,,0.073493989,0.073493989,0,-1,2018
490,Mariga,Oke-Ero,,0.1,0.1,0,-1,2018
491,Markafi,Gwarzo,,0.172172547,0.172172547,0,-1,2018
492,Marte,Babura,,0.349277359,0.349277359,0,-1,2018
493,Maru,Giwa,,0.130508332,0.130508332,0,-1,2018
494,Mashegu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
495,Mashi,Rimi,,0.166666667,0.166666667,0,-1,2018
496,Matazuu,Rimi,,0.285714286,0.285714286,0,-1,2018
497,Mayo-Belwa,Alkaleri,,0.545454545,0.545454545,0,-1,2018
498,Mbaitoli,Ngor-Okpala,,0.37771346,0.37771346,0,-1,2018
499,Mbo,Nsit Ubium,,0.1,0.1,0,-1,2018
500,Michika,Darazo,,0.114371076,0.114371076,0,-1,2018
501,Miga,Taura,,0.111111111,0.111111111,0,-1,2018
502,Mikang,Alkaleri,,0.234127553,0.234127553,0,-1,2018
503,Minjibir,Taura,,0.537957946,0.537957946,0,-1,2018
504,Misau,Darazo,,0.122470573,0.122470573,0,-1,2018
505,Mkpat Enin,Nsit Ubium,,0.37995598,0.37995598,0,-1,2018
506,Moba,Oke-Ero,,0.086996203,0.086996203,0,-1,2018
507,Mobbar,Babura,,0.524066481,0.524066481,0,-1,2018
508,Mokwa,Oke-Ero,,0.255880274,0.255880274,0,-1,2018
509,Monguno,Babura,,0.349277359,0.349277359,0,-1,2018
510,Mopa-Muro,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
511,Moro,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
512,Mubi North,Darazo,,0.222784613,0.222784613,0,-1,2018
513,Mubi South,Darazo,,0.056373989,0.056373989,0,-1,2018
514,Musawa,Gwarzo,,0.368421053,0.368421053,0,-1,2018
515,Mushin,Isoko South,,0.12159624,0.12159624,0,-1,2018
516,Muya,Giwa,,0.357142857,0.357142857,0,-1,2018
517,Nafada,Alkaleri,,0.20161137,0.20161137,0,-1,2018
518,Nangere,Darazo,,0.033333333,0.033333333,0,-1,2018
519,Nasarawa1,Alkaleri,,0.234127553,0.234127553,0,-1,2018
520,Nasarawa2,Alkaleri,,0.366085612,0.366085612,0,-1,2018
521,Nasarawa-Eggon,Keana,,0.177187213,0.177187213,0,-1,2018
522,Ndokwa East,Ahoada West,,0.246461454,0.246461454,0,-1,2018
523,Ndokwa West,Isoko South,,0.12159624,0.12159624,0,-1,2018
524,Nembe,Ahoada West,,0.25,0.25,0,-1,2018
525,Ngala,Taura,,0.174928041,0.174928041,0,-1,2018
526,Nganzai,Gawabawa,,0.106631444,0.106631444,0,-1,2018
527,Ngaski,Owan East,,0.604290953,0.604290953,0,-1,2018
528,Ngor-Okpala,Ngor-Okpala,,0.555555556,0.555555556,0,-1,2018
529,Nguru,Taura,,0.174928041,0.174928041,0,-1,2018
530,Ningi,Takali,,0.085910642,0.085910642,0,-1,2018
531,Njaba,Ngor-Okpala,,0.8,0.8,0,-1,2018
532,Njikoka,Uzo-Uwani,,0.666666667,0.666666667,0,-1,2018
533,Nkanu East,Owan East,,0.446239251,0.446239251,0,-1,2018
534,Nkanu West,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
535,Nkwerre,Ngor-Okpala,,0.25,0.25,0,-1,2018
536,Nnewi North,Oru West,,0.411077428,0.411077428,0,-1,2018
537,Nnewi South,Oru West,,0.573883177,0.573883177,0,-1,2018
538,Nsit Atai,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
539,Nsit Ibom,Nsit Ubium,,0.25,0.25,0,-1,2018
540,Nsit Ubium,Nsit Ubium,,0.428571429,0.428571429,0,-1,2018
541,Nsukka,Uzo-Uwani,,0.405325453,0.405325453,0,-1,2018
542,Numan,Alkaleri,,0.647058824,0.647058824,0,-1,2018
543,Nwangele,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
544,Obafemi-Owode,Owan East,,0.455464296,0.455464296,0,-1,2018
545,Obanliku,Obubra,,0.41009749,0.41009749,0,-1,2018
546,Obi Nwa,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
547,Obi1,Keana,,0.177187213,0.177187213,0,-1,2018
548,Obi2,Keana,,0.177187213,0.177187213,0,-1,2018
549,Obia/Akpor,Ahoada West,,0.213483794,0.213483794,0,-1,2018
550,Obokun,Akinyele,,0.154926235,0.154926235,0,-1,2018
551,Obot Akara,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
552,Obowo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
553,Obubra,Obubra,,0.41009749,0.41009749,0,-1,2018
554,Obudu,Obubra,,0.41009749,0.41009749,0,-1,2018
555,Odeda,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
556,Odigbo,Akinyele,,0.154926235,0.154926235,0,-1,2018
557,Odogbolu,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
558,Odo-Otin,Owan East,,0.278942779,0.278942779,0,-1,2018
559,Odukpani,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
560,Offa,Akinyele,,0.154926235,0.154926235,0,-1,2018
561,Ofu,Owan East,,0.278942779,0.278942779,0,-1,2018
562,Ogba/Egbema/Ndoni,Ahoada West,,0.135679232,0.135679232,0,-1,2018
563,Ogbadibo,Owan East,,0.278942779,0.278942779,0,-1,2018
564,Ogbaru,Ahoada West,,0.666666667,0.666666667,0,-1,2018
565,Ogbia,Ahoada West,,0.246461454,0.246461454,0,-1,2018
566,Ogbomosho North,Akinyele,,0.154926235,0.154926235,0,-1,2018
567,Ogbomosho South,Akinyele,,0.154926235,0.154926235,0,-1,2018
568,Ogo Oluwa,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
569,Ogoja,Obubra,,0.41009749,0.41009749,0,-1,2018
570,Ogori/Mangongo,Owan East,,0.278942779,0.278942779,0,-1,2018
571,Ogu/Bolo,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
572,Ogun waterside,Owan East,,0.278942779,0.278942779,0,-1,2018
573,Oguta,Oru West,,0.5,0.5,0,-1,2018
574,Ohafia,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
575,Ohaji/Egbema,Oru West,,0.466885712,0.466885712,0,-1,2018
576,Ohaozara,Obubra,,0.689516124,0.689516124,0,-1,2018
577,Ohaukwu,Owan East,,0.25,0.25,0,-1,2018
578,Ohimini,Akinyele,,0.154926235,0.154926235,0,-1,2018
579,Oji-River,Oru West,,0.411077428,0.411077428,0,-1,2018
580,Ojo,Isoko South,,0.12159624,0.12159624,0,-1,2018
581,Oju,Oke-Ero,,0.066412872,0.066412872,0,-1,2018
582,Oke-Ero,Oke-Ero,,0.4,0.4,0,-1,2018
583,Okehi,Owan East,,0.278942779,0.278942779,0,-1,2018
584,Okene,Owan East,,0.073066858,0.073066858,0,-1,2018
585,Okigwe,Ngor-Okpala,,0.333333333,0.333333333,0,-1,2018
586,Okitipupa,Owan East,,0.278942779,0.278942779,0,-1,2018
587,Okobo,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
588,Okpe,Isoko South,,0.12159624,0.12159624,0,-1,2018
589,Okpokwu,Akinyele,,0.142857143,0.142857143,0,-1,2018
590,Okrika,Nsit Ubium,,0.561288113,0.561288113,0,-1,2018
591,Olamabolo,Akinyele,,0.154926235,0.154926235,0,-1,2018
592,Ola-oluwa,Owan East,,0.333333333,0.333333333,0,-1,2018
593,Olorunda,Akinyele,,0.154926235,0.154926235,0,-1,2018
594,Olorunsogo,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
595,Oluyole,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
596,Omala,Keana,,0.177187213,0.177187213,0,-1,2018
597,Omumma,Ngor-Okpala,,0.071010918,0.071010918,0,-1,2018
598,Ona-Ara,Akinyele,,0.154926235,0.154926235,0,-1,2018
599,Ondo East,Akinyele,,0.154926235,0.154926235,0,-1,2018
600,Ondo West,Akinyele,,0.154926235,0.154926235,0,-1,2018
601,Onicha,Obubra,,0.375690614,0.375690614,0,-1,2018
602,Onitsha North,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
603,Onitsha South,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
604,Onna,Nsit Ubium,,0.359183639,0.359183639,0,-1,2018
605,Opobo/Nkoro,Nsit Ubium,,0.610439911,0.610439911,0,-1,2018
606,Oredo,Uzo-Uwani,,0.317164272,0.317164272,0,-1,2018
607,Orelope,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
608,Orhionmwon,Uzo-Uwani,,0.182157933,0.182157933,0,-1,2018
609,Ori Ire,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
610,Oriade,Oke-Ero,,0.339520622,0.339520622,0,-1,2018
611,Orlu,Oru West,,0.25,0.25,0,-1,2018
612,Orolu,Oke-Ero,,0.303030378,0.303030378,0,-1,2018
613,Oron,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
614,Orsu,Oru West,,0.257661386,0.257661386,0,-1,2018
615,Oru East,Oru West,,0.411077428,0.411077428,0,-1,2018
616,Oru West,Oru West,,0.433164524,0.433164524,0,-1,2018
617,Oruk Anam,Nsit Ubium,,0.292929329,0.292929329,0,-1,2018
618,Orumba North,Oru West,,0.4807692,0.4807692,0,-1,2018
619,Orumba South,Oru West,,0.411077428,0.411077428,0,-1,2018
620,Ose,Owan East,,0.278942779,0.278942779,0,-1,2018
621,Oshimili North,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
622,Oshimili South,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
623,Oshodi-Isolo,Uzo-Uwani,,0.25,0.25,0,-1,2018
624,Osisioma Ngwa,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
625,Osogbo,Owan East,,0.5,0.5,0,-1,2018
626,Oturkpo,Owan East,,0.278942779,0.278942779,0,-1,2018
627,Ovia North East,Owan East,,0.278942779,0.278942779,0,-1,2018
628,Ovia South West,Akinyele,,0.142857143,0.142857143,0,-1,2018
629,Owan East,Owan East,,0.2,0.2,0,-1,2018
630,Owan West,Owan East,,0.278942779,0.278942779,0,-1,2018
631,Owerri North,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
632,Owerri West,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
633,Owerri-Municipal,Oru West,,0.411077428,0.411077428,0,-1,2018
634,Owo,Owan East,,0.145621575,0.145621575,0,-1,2018
635,Oye,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
636,Oyi,Uzo-Uwani,,0.783699091,0.783699091,0,-1,2018
637,Oyigbo,Nsit Ubium,,0.5,0.5,0,-1,2018
638,Oyo East,Akinyele,,0.154926235,0.154926235,0,-1,2018
639,Oyo West,Akinyele,,0.154926235,0.154926235,0,-1,2018
640,Oyun,Oke-Ero,,0.513597417,0.513597417,0,-1,2018
641,Pailoro,Oke-Ero,,0.210245212,0.210245212,0,-1,2018
642,Pankshin,Alkaleri,,0.333333333,0.333333333,0,-1,2018
643,Patani,Isoko South,,0.12159624,0.12159624,0,-1,2018
644,Pategi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
645,Port-Harcourt,Ahoada West,,0.306711988,0.306711988,0,-1,2018
646,Potiskum,Darazo,,0.013980398,0.013980398,0,-1,2018
647,Qua'an Pan,Keana,,0.125279627,0.125279627,0,-1,2018
648,Rabah,Gawabawa,,0.333333333,0.333333333,0,-1,2018
649,Rafi,Oke-Ero,,0.496424291,0.496424291,0,-1,2018
650,Rano,Gwarzo,,0.222222222,0.222222222,0,-1,2018
651,Remo North,Owan East,,0.278942779,0.278942779,0,-1,2018
652,Rijau,Alkaleri,,0.9,0.9,0,-1,2018
653,Rimi,Rimi,,0.209995572,0.209995572,0,-1,2018
654,Rimin Gado,Gwarzo,,0.172172547,0.172172547,0,-1,2018
655,Ringim,Taura,,0.333333333,0.333333333,0,-1,2018
656,Riyom,Soba,,0.02049469,0.02049469,0,-1,2018
657,Rogo,Gwarzo,,0.333333333,0.333333333,0,-1,2018
658,Roni,Babura,,0.349277359,0.349277359,0,-1,2018
659,Sabon Birni,Gawabawa,,0.123867041,0.123867041,0,-1,2018
660,Sabon-Gari,Soba,,0.054684067,0.054684067,0,-1,2018
661,Sabuwa,Giwa,,0.5,0.5,0,-1,2018
662,Safana,Babura,,0.444444444,0.444444444,0,-1,2018
663,Sagbama,Ahoada West,,0.418733984,0.418733984,0,-1,2018
664,Sakaba,Alkaleri,,0.234127553,0.234127553,0,-1,2018
665,Saki East,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
666,Saki West,Akinyele,,0.154926235,0.154926235,0,-1,2018
667,Sandamu,Rimi,,0.209995572,0.209995572,0,-1,2018
668,Sanga,Soba,,0.02049469,0.02049469,0,-1,2018
669,Sapele,Isoko South,,0.12159624,0.12159624,0,-1,2018
670,Sardauna,Oru West,,0.206564122,0.206564122,0,-1,2018
671,Shagamu,Uzo-Uwani,,0.454039056,0.454039056,0,-1,2018
672,Shagari,Birnin Kebbi,,0.15,0.15,0,-1,2018
673,Shanga,Birnin Kebbi,,0.857142857,0.857142857,0,-1,2018
674,Shani,Alkaleri,,0.234127553,0.234127553,0,-1,2018
675,Shanono,Gwarzo,,0.172172547,0.172172547,0,-1,2018
676,Shelleng,Darazo,,0.340187947,0.340187947,0,-1,2018
677,Shendam,Keana,,0.138149507,0.138149507,0,-1,2018
678,Shinkafi,Rimi,,0.209995572,0.209995572,0,-1,2018
679,Shira,Takali,,0.206388206,0.206388206,0,-1,2018
680,Shiroro,Oke-Ero,,0.426405016,0.426405016,0,-1,2018
681,Shomgom,Alkaleri,,0.141404793,0.141404793,0,-1,2018
682,Shomolu,Isoko South,,0.12159624,0.12159624,0,-1,2018
683,Silame,Gawabawa,,0.083333333,0.083333333,0,-1,2018
684,Soba,Soba,,0.02049469,0.02049469,0,-1,2018
685,Sokoto North,Gawabawa,,0.166666667,0.166666667,0,-1,2018
686,Sokoto South,Birnin Kebbi,,0.42225568,0.42225568,0,-1,2018
687,Song,Darazo,,0.305714286,0.305714286,0,-1,2018
688,Southern Ijaw,Ahoada West,,0.246461454,0.246461454,0,-1,2018
689,Suleja,Babura,,0.368421053,0.368421053,0,-1,2018
690,Sule-Tankarkar,Giwa,,0.32385119,0.32385119,0,-1,2018
691,Sumaila,Takali,,0.625,0.625,0,-1,2018
692,Suru,Birnin Kebbi,,0.533333333,0.533333333,0,-1,2018
693,Surulere1,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
694,Surulere2,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
695,Tafa,Oke-Ero,,0.5,0.5,0,-1,2018
696,Tafawa-Balewa,Alkaleri,,0.231206997,0.231206997,0,-1,2018
697,Tai,Nsit Ubium,,0.077966116,0.077966116,0,-1,2018
698,Takali,Takali,,0.268237707,0.268237707,0,-1,2018
699,Takum,Keana,,0.151369488,0.151369488,0,-1,2018
700,Talata Mafara,Darazo,,0.114371076,0.114371076,0,-1,2018
701,Tambuwal,Birnin Kebbi,,0.069294778,0.069294778,0,-1,2018
702,Tangaza,Gawabawa,,0.106631444,0.106631444,0,-1,2018
703,Tarauni,Alkaleri,,0.811023636,0.811023636,0,-1,2018
704,Tarka,Keana,,0.177187213,0.177187213,0,-1,2018
705,Tarmua,Rimi,,0.209995572,0.209995572,0,-1,2018
706,Taura,Taura,,0.411764706,0.411764706,0,-1,2018
707,Tofa,Taura,,0.230769231,0.230769231,0,-1,2018
708,Toro,Giwa,,0.204617808,0.204617808,0,-1,2018
709,Toto,Keana,,0.177187213,0.177187213,0,-1,2018
710,Toungo,Keana,,0.071428571,0.071428571,0,-1,2018
711,Tsafe,Takali,,0.034150989,0.034150989,0,-1,2018
712,Tsanyawa,Gwarzo,,0.172172547,0.172172547,0,-1,2018
713,Tudun Wada,Gwarzo,,0.087906934,0.087906934,0,-1,2018
714,Tureta,Birnin Kebbi,,0.105908045,0.105908045,0,-1,2018
715,Udenu,Uzo-Uwani,,0.691656723,0.691656723,0,-1,2018
716,Udi,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
717,Udu,Isoko South,,0.12159624,0.12159624,0,-1,2018
718,Udung Uko,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
719,Ughelli North,Isoko South,,0.12159624,0.12159624,0,-1,2018
720,Ughelli South,Isoko South,,0.12159624,0.12159624,0,-1,2018
721,Ugwunagbo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
722,Uhunmwonde,Owan East,,0.278942779,0.278942779,0,-1,2018
723,Ukanafun,Nsit Ubium,,0.4,0.4,0,-1,2018
724,Ukum,Keana,,0.177187213,0.177187213,0,-1,2018
725,Ukwa East,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
726,Ukwa West,Nsit Ubium,,0.297727761,0.297727761,0,-1,2018
727,Ukwuani,Uzo-Uwani,,0.420192485,0.420192485,0,-1,2018
728,Umuahia North,Oru West,,0.64092895,0.64092895,0,-1,2018
729,Umuahia South,Ngor-Okpala,,0.5,0.5,0,-1,2018
730,Umu-Neochi,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
731,Ungogo,Taura,,0.357446766,0.357446766,0,-1,2018
732,Unuimo,Ngor-Okpala,,0.283373403,0.283373403,0,-1,2018
733,Uruan,Nsit Ubium,,0.689497753,0.689497753,0,-1,2018
734,Urue-Offong/Oruko,Nsit Ubium,,0.4,0.4,0,-1,2018
735,Ushongo,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
736,Ussa,Oru West,,0.25,0.25,0,-1,2018
737,Uvwie,Isoko South,,0.12159624,0.12159624,0,-1,2018
738,Uyo,Nsit Ubium,,0.395245307,0.395245307,0,-1,2018
739,Uzo-Uwani,Uzo-Uwani,,0.216210522,0.216210522,0,-1,2018
740,Vandeikya,Oke-Ero,,0.126702176,0.126702176,0,-1,2018
741,Wamako,Gawabawa,,0.106631444,0.106631444,0,-1,2018
742,Wamba,Alkaleri,,0.234127553,0.234127553,0,-1,2018
743,Warawa,Gwarzo,,0.052631579,0.052631579,0,-1,2018
744,Warji,Takali,,0.153846154,0.153846154,0,-1,2018
745,Warri North,Owan East,,0.278942779,0.278942779,0,-1,2018
746,Warri South,Isoko South,,0.12159624,0.12159624,0,-1,2018
747,Warri South West,Isoko South,,0.12159624,0.12159624,0,-1,2018
748,Wasagu/Danko,Alkaleri,,0.428571429,0.428571429,0,-1,2018
749,Wase,Alkaleri,,0.046511611,0.046511611,0,-1,2018
750,Wudil,Gwarzo,,0.123493704,0.123493704,0,-1,2018
751,Wukari,Keana,,0.231376297,0.231376297,0,-1,2018
752,Wurno,Gawabawa,,0.059036723,0.059036723,0,-1,2018
753,Wushishi,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
754,Yabo,Gawabawa,,0.176470588,0.176470588,0,-1,2018
755,Yagba East,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
756,Yagba West,Oke-Ero,,0.246839589,0.246839589,0,-1,2018
757,Yakurr,Obubra,,0.3790322,0.3790322,0,-1,2018
758,Yala,Oke-Ero,,0.293427231,0.293427231,0,-1,2018
759,Yamaltu/Deba,Alkaleri,,0.161803669,0.161803669,0,-1,2018
760,Yankwashi,Babura,,0.476408199,0.476408199,0,-1,2018
761,Yauri,Birnin Kebbi,,0.666430515,0.666430515,0,-1,2018
762,Yenegoa,Isoko South,,0.546976409,0.546976409,0,-1,2018
763,Yola North,Alkaleri,,0.148773002,0.148773002,0,-1,2018
764,Yola South,Alkaleri,,0.25,0.25,0,-1,2018
765,Yorro,Alkaleri,,0.107583686,0.107583686,0,-1,2018
766,Yunusari,Babura,,0.349277359,0.349277359,0,-1,2018
767,Yusufari,Taura,,0.174928041,0.174928041,0,-1,2018
768,Zaki,Taura,,0.292063501,0.292063501,0,-1,2018
769,Zango,Babura,,0.352941176,0.352941176,0,-1,2018
770,Zango-Kataf,Soba,,0.02049469,0.02049469,0,-1,2018
771,Zaria,Soba,,0.053514175,0.053514175,0,-1,2018
772,Zing,Alkaleri,,0.234127553,0.234127553,0,-1,2018
773,Zurmi,Rimi,,0.209995572,0.209995572,0,-1,2018
774,Zuru,Alkaleri,,0.234127553,0.234127553,0,-1,2018
