LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Akoko South West,Oke-Ero,0,0,71,365,2020,1,0
Akoko South West,Oke-Ero,0,0,436,295,2021,2,0
Akoko-Edo,Owan East,0,0,71,365,2020,1,0
Akoko-Edo,Owan East,0,0,436,295,2021,2,0
Akpabuyo,Nsit Ubium,0,0,71,365,2020,1,0
Akpabuyo,Nsit Ubium,0,0,436,295,2021,2,0
Akuku Toru,Ahoada West,0,0,71,365,2020,1,0
Akuku Toru,Ahoada West,0,0,436,295,2021,2,0
Akure North,Owan East,0,0,71,365,2020,1,0
Akure North,Owan East,0,0,436,295,2021,2,0
Akure South,Owan East,0,0,71,365,2020,1,0
Akure South,Owan East,0,0,436,295,2021,2,0
Akwanga,Oke-Ero,0,0,71,365,2020,1,0
Akwanga,Oke-Ero,0,0,436,295,2021,2,0
Albasu,Takali,0,0,71,365,2020,1,0
Albasu,Takali,0,0,436,295,2021,2,0
Aleiro,Birnin Kebbi,0,0,71,365,2020,1,0
Aleiro,Birnin Kebbi,0,0,436,295,2021,2,0
Alimosho,Uzo-Uwani,0,0,71,365,2020,1,0
Alimosho,Uzo-Uwani,0,0,436,295,2021,2,0
Alkaleri,Alkaleri,0,0,71,365,2020,1,0
Alkaleri,Alkaleri,0,0,436,295,2021,2,0
Amuwo-Odofin,Isoko South,0,0,71,365,2020,1,0
Amuwo-Odofin,Isoko South,0,0,436,295,2021,2,0
Anambra East,Uzo-Uwani,0,0,71,365,2020,1,0
Anambra East,Uzo-Uwani,0,0,436,295,2021,2,0
Anambra West,Uzo-Uwani,0,0,71,365,2020,1,0
Anambra West,Uzo-Uwani,0,0,436,295,2021,2,0
Anaocha,Oru West,0,0,71,365,2020,1,0
Anaocha,Oru West,0,0,436,295,2021,2,0
Andoni,Nsit Ubium,0,0,71,365,2020,1,0
Andoni,Nsit Ubium,0,0,436,295,2021,2,0
Aninri,Oru West,0,0,71,365,2020,1,0
Aninri,Oru West,0,0,436,295,2021,2,0
Aniocha North,Uzo-Uwani,0,0,71,365,2020,1,0
Aniocha North,Uzo-Uwani,0,0,436,295,2021,2,0
Aniocha South,Uzo-Uwani,0,0,71,365,2020,1,0
Aniocha South,Uzo-Uwani,0,0,436,295,2021,2,0
Anka,Darazo,0,0,71,365,2020,1,0
Anka,Darazo,0,0,436,295,2021,2,0
Ankpa,Owan East,0,0,71,365,2020,1,0
Ankpa,Owan East,0,0,436,295,2021,2,0
Apa,Keana,0,0,71,365,2020,1,0
Apa,Keana,0,0,436,295,2021,2,0
Apapa,Isoko South,0,0,71,365,2020,1,0
Apapa,Isoko South,0,0,436,295,2021,2,0
Ardo-Kola,Keana,0,0,71,365,2020,1,0
Ardo-Kola,Keana,0,0,436,295,2021,2,0
Arewa-Dandi,Birnin Kebbi,0,0,71,365,2020,1,0
Arewa-Dandi,Birnin Kebbi,0,0,436,295,2021,2,0
Argungu,Birnin Kebbi,0,0,71,365,2020,1,0
Argungu,Birnin Kebbi,0,0,436,295,2021,2,0
Arochukwu,Ngor-Okpala,0,0,71,365,2020,1,0
Arochukwu,Ngor-Okpala,0,0,436,295,2021,2,0
Asa,Oke-Ero,0,0,71,365,2020,1,0
Asa,Oke-Ero,0,0,436,295,2021,2,0
Asari-Toru,Ahoada West,0,0,71,365,2020,1,0
Asari-Toru,Ahoada West,0,0,436,295,2021,2,0
Askira-Uba,Darazo,0,0,71,365,2020,1,0
Askira-Uba,Darazo,0,0,436,295,2021,2,0
Atakumosa East,Oke-Ero,0,0,71,365,2020,1,0
Atakumosa East,Oke-Ero,0,0,436,295,2021,2,0
Atakumosa West,Akinyele,0,0,71,365,2020,1,0
Atakumosa West,Akinyele,0,0,436,295,2021,2,0
Atiba,Akinyele,0,0,71,365,2020,1,0
Atiba,Akinyele,0,0,436,295,2021,2,0
Atigbo,Oke-Ero,0,0,71,365,2020,1,0
Atigbo,Oke-Ero,0,0,436,295,2021,2,0
Augie,Birnin Kebbi,0,0,71,365,2020,1,0
Augie,Birnin Kebbi,0,0,436,295,2021,2,0
Auyo,Taura,0,0,71,365,2020,1,0
Auyo,Taura,0,0,436,295,2021,2,0
Awe,Keana,0,0,71,365,2020,1,0
Awe,Keana,0,0,436,295,2021,2,0
Awgu,Oru West,0,0,71,365,2020,1,0
Awgu,Oru West,0,0,436,295,2021,2,0
Awka North,Uzo-Uwani,0,0,71,365,2020,1,0
Awka North,Uzo-Uwani,0,0,436,295,2021,2,0
Awka South,Uzo-Uwani,0,0,71,365,2020,1,0
Awka South,Uzo-Uwani,0,0,436,295,2021,2,0
Ayamelum,Uzo-Uwani,0,0,71,365,2020,1,0
Ayamelum,Uzo-Uwani,0,0,436,295,2021,2,0
Babura,Babura,0,0,71,365,2020,1,0
Babura,Babura,0,0,436,295,2021,2,0
Badagry,Uzo-Uwani,0,0,71,365,2020,1,0
Badagry,Uzo-Uwani,0,0,436,295,2021,2,0
Bade,Taura,0,0,71,365,2020,1,0
Bade,Taura,0,0,436,295,2021,2,0
Bagudo,Birnin Kebbi,0,0,71,365,2020,1,0
Bagudo,Birnin Kebbi,0,0,436,295,2021,2,0
Bagwai,Babura,0,0,71,365,2020,1,0
Bagwai,Babura,0,0,436,295,2021,2,0
Bakassi,Obubra,0,0,71,365,2020,1,0
Bakassi,Obubra,0,0,436,295,2021,2,0
Bakori,Gwarzo,0,0,71,365,2020,1,0
Bakori,Gwarzo,0,0,436,295,2021,2,0
Bakura,Darazo,0,0,71,365,2020,1,0
Bakura,Darazo,0,0,436,295,2021,2,0
Balanga,Alkaleri,0,0,71,365,2020,1,0
Balanga,Alkaleri,0,0,436,295,2021,2,0
Bali,Keana,0,0,71,365,2020,1,0
Bali,Keana,0,0,436,295,2021,2,0
Bama,Darazo,0,0,71,365,2020,1,0
Bama,Darazo,0,0,436,295,2021,2,0
Barikin Ladi,Soba,0,0,71,365,2020,1,0
Barikin Ladi,Soba,0,0,436,295,2021,2,0
Baruten,Oke-Ero,0,0,71,365,2020,1,0
Baruten,Oke-Ero,0,0,436,295,2021,2,0
Bassa1,Keana,0,0,71,365,2020,1,0
Bassa1,Keana,0,0,436,295,2021,2,0
Bassa2,Soba,0,0,71,365,2020,1,0
Bassa2,Soba,0,0,436,295,2021,2,0
Batagarawa,Rimi,0,0,71,365,2020,1,0
Batagarawa,Rimi,0,0,436,295,2021,2,0
Batsari,Rimi,0,0,71,365,2020,1,0
Batsari,Rimi,0,0,436,295,2021,2,0
Bauchi,Alkaleri,0,0,71,365,2020,1,0
Bauchi,Alkaleri,0,0,436,295,2021,2,0
Baure,Babura,0,0,71,365,2020,1,0
Baure,Babura,0,0,436,295,2021,2,0
Bayo,Alkaleri,0,0,71,365,2020,1,0
Bayo,Alkaleri,0,0,436,295,2021,2,0
Bebeji,Gwarzo,0,0,71,365,2020,1,0
Bebeji,Gwarzo,0,0,436,295,2021,2,0
Bekwara,Oke-Ero,0,0,71,365,2020,1,0
Bekwara,Oke-Ero,0,0,436,295,2021,2,0
Bende,Ngor-Okpala,0,0,71,365,2020,1,0
Bende,Ngor-Okpala,0,0,436,295,2021,2,0
Biase,Ngor-Okpala,0,0,71,365,2020,1,0
Biase,Ngor-Okpala,0,0,436,295,2021,2,0
Bichi,Gwarzo,0,0,71,365,2020,1,0
Bichi,Gwarzo,0,0,436,295,2021,2,0
Bida,Oke-Ero,0,0,71,365,2020,1,0
Bida,Oke-Ero,0,0,436,295,2021,2,0
Billiri,Alkaleri,0,0,71,365,2020,1,0
Billiri,Alkaleri,0,0,436,295,2021,2,0
Bindawa,Rimi,0,0,71,365,2020,1,0
Bindawa,Rimi,0,0,436,295,2021,2,0
Binji,Gawabawa,0,0,71,365,2020,1,0
Binji,Gawabawa,0,0,436,295,2021,2,0
Biriniwa,Taura,0,0,71,365,2020,1,0
Biriniwa,Taura,0,0,436,295,2021,2,0
Birni Kudu,Takali,0,0,71,365,2020,1,0
Birni Kudu,Takali,0,0,436,295,2021,2,0
Birnin Kebbi,Birnin Kebbi,0,0,71,365,2020,1,0
Birnin Kebbi,Birnin Kebbi,0,0,436,295,2021,2,0
Birnin Magaji,Rimi,0,0,71,365,2020,1,0
Birnin Magaji,Rimi,0,0,436,295,2021,2,0
Birnin-Gwari,Giwa,0,0,71,365,2020,1,0
Birnin-Gwari,Giwa,0,0,436,295,2021,2,0
Biu,Darazo,0,0,71,365,2020,1,0
Biu,Darazo,0,0,436,295,2021,2,0
Bodinga,Gawabawa,0,0,71,365,2020,1,0
Bodinga,Gawabawa,0,0,436,295,2021,2,0
Bogoro,Alkaleri,0,0,71,365,2020,1,0
Bogoro,Alkaleri,0,0,436,295,2021,2,0
Boki,Obubra,0,0,71,365,2020,1,0
Boki,Obubra,0,0,436,295,2021,2,0
Bokkos,Giwa,0,0,71,365,2020,1,0
Bokkos,Giwa,0,0,436,295,2021,2,0
Boluwaduro,Akinyele,0,0,71,365,2020,1,0
Boluwaduro,Akinyele,0,0,436,295,2021,2,0
Bomadi,Isoko South,0,0,71,365,2020,1,0
Bomadi,Isoko South,0,0,436,295,2021,2,0
Bonny,Nsit Ubium,0,0,71,365,2020,1,0
Bonny,Nsit Ubium,0,0,436,295,2021,2,0
Borgu,Oke-Ero,0,0,71,365,2020,1,0
Borgu,Oke-Ero,0,0,436,295,2021,2,0
Boripe,Akinyele,0,0,71,365,2020,1,0
Boripe,Akinyele,0,0,436,295,2021,2,0
Bosso,Keana,0,0,71,365,2020,1,0
Bosso,Keana,0,0,436,295,2021,2,0
Brass,Ahoada West,0,0,71,365,2020,1,0
Brass,Ahoada West,0,0,436,295,2021,2,0
Buji,Takali,0,0,71,365,2020,1,0
Buji,Takali,0,0,436,295,2021,2,0
Bukkuyum,Alkaleri,0,0,71,365,2020,1,0
Bukkuyum,Alkaleri,0,0,436,295,2021,2,0
Bungudu,Takali,0,0,71,365,2020,1,0
Bungudu,Takali,0,0,436,295,2021,2,0
Bunkure,Gwarzo,0,0,71,365,2020,1,0
Bunkure,Gwarzo,0,0,436,295,2021,2,0
Bunza,Birnin Kebbi,0,0,71,365,2020,1,0
Bunza,Birnin Kebbi,0,0,436,295,2021,2,0
Bursari,Taura,0,0,71,365,2020,1,0
Bursari,Taura,0,0,436,295,2021,2,0
Buruku,Keana,0,0,71,365,2020,1,0
Buruku,Keana,0,0,436,295,2021,2,0
Burutu,Isoko South,0,0,71,365,2020,1,0
Burutu,Isoko South,0,0,436,295,2021,2,0
Bwari,Giwa,0,0,71,365,2020,1,0
Bwari,Giwa,0,0,436,295,2021,2,0
Calabar South,Nsit Ubium,0,0,71,365,2020,1,0
Calabar South,Nsit Ubium,0,0,436,295,2021,2,0
Calabar-Municipal,Nsit Ubium,0,0,71,365,2020,1,0
Calabar-Municipal,Nsit Ubium,0,0,436,295,2021,2,0
Chanchaga,Keana,0,0,71,365,2020,1,0
Chanchaga,Keana,0,0,436,295,2021,2,0
Charanchi,Rimi,0,0,71,365,2020,1,0
Charanchi,Rimi,0,0,436,295,2021,2,0
Chibok,Darazo,0,0,71,365,2020,1,0
Chibok,Darazo,0,0,436,295,2021,2,0
Chikun,Soba,0,0,71,365,2020,1,0
Chikun,Soba,0,0,436,295,2021,2,0
Dala,Alkaleri,0,0,71,365,2020,1,0
Dala,Alkaleri,0,0,436,295,2021,2,0
Damaturu,Darazo,0,0,71,365,2020,1,0
Damaturu,Darazo,0,0,436,295,2021,2,0
Damban,Darazo,0,0,71,365,2020,1,0
Damban,Darazo,0,0,436,295,2021,2,0
Dambatta,Babura,0,0,71,365,2020,1,0
Dambatta,Babura,0,0,436,295,2021,2,0
Damboa,Darazo,0,0,71,365,2020,1,0
Damboa,Darazo,0,0,436,295,2021,2,0
Dan Musa,Rimi,0,0,71,365,2020,1,0
Dan Musa,Rimi,0,0,436,295,2021,2,0
Dandi,Birnin Kebbi,0,0,71,365,2020,1,0
Dandi,Birnin Kebbi,0,0,436,295,2021,2,0
Dandume,Giwa,0,0,71,365,2020,1,0
Dandume,Giwa,0,0,436,295,2021,2,0
Dange-Shnsi,Gawabawa,0,0,71,365,2020,1,0
Dange-Shnsi,Gawabawa,0,0,436,295,2021,2,0
Danja,Giwa,0,0,71,365,2020,1,0
Danja,Giwa,0,0,436,295,2021,2,0
Darazo,Darazo,0,0,71,365,2020,1,0
Darazo,Darazo,0,0,436,295,2021,2,0
Dass,Alkaleri,0,0,71,365,2020,1,0
Dass,Alkaleri,0,0,436,295,2021,2,0
Daura,Babura,0,0,71,365,2020,1,0
Daura,Babura,0,0,436,295,2021,2,0
Dawakin Kudu,Gwarzo,0,0,71,365,2020,1,0
Dawakin Kudu,Gwarzo,0,0,436,295,2021,2,0
Dawakin Tofa,Taura,0,0,71,365,2020,1,0
Dawakin Tofa,Taura,0,0,436,295,2021,2,0
Degema,Ahoada West,0,0,71,365,2020,1,0
Degema,Ahoada West,0,0,436,295,2021,2,0
Dekina,Owan East,0,0,71,365,2020,1,0
Dekina,Owan East,0,0,436,295,2021,2,0
Demsa,Alkaleri,0,0,71,365,2020,1,0
Demsa,Alkaleri,0,0,436,295,2021,2,0
Dikwa,Darazo,0,0,71,365,2020,1,0
Dikwa,Darazo,0,0,436,295,2021,2,0
Doguwa,Giwa,0,0,71,365,2020,1,0
Doguwa,Giwa,0,0,436,295,2021,2,0
Doma,Keana,0,0,71,365,2020,1,0
Doma,Keana,0,0,436,295,2021,2,0
Donga,Keana,0,0,71,365,2020,1,0
Donga,Keana,0,0,436,295,2021,2,0
Dukku,Darazo,0,0,71,365,2020,1,0
Dukku,Darazo,0,0,436,295,2021,2,0
Dunukofia,Uzo-Uwani,0,0,71,365,2020,1,0
Dunukofia,Uzo-Uwani,0,0,436,295,2021,2,0
Dutse,Takali,0,0,71,365,2020,1,0
Dutse,Takali,0,0,436,295,2021,2,0
Dutsi,Rimi,0,0,71,365,2020,1,0
Dutsi,Rimi,0,0,436,295,2021,2,0
Dutsin-Ma,Rimi,0,0,71,365,2020,1,0
Dutsin-Ma,Rimi,0,0,436,295,2021,2,0
Eastern Obolo,Nsit Ubium,0,0,71,365,2020,1,0
Eastern Obolo,Nsit Ubium,0,0,436,295,2021,2,0
Ebonyi,Owan East,0,0,71,365,2020,1,0
Ebonyi,Owan East,0,0,436,295,2021,2,0
Edati,Oke-Ero,0,0,71,365,2020,1,0
Edati,Oke-Ero,0,0,436,295,2021,2,0
Ede North,Akinyele,0,0,71,365,2020,1,0
Ede North,Akinyele,0,0,436,295,2021,2,0
Ede South,Akinyele,0,0,71,365,2020,1,0
Ede South,Akinyele,0,0,436,295,2021,2,0
Edu,Oke-Ero,0,0,71,365,2020,1,0
Edu,Oke-Ero,0,0,436,295,2021,2,0
Efon-Alayee,Oke-Ero,0,0,71,365,2020,1,0
Efon-Alayee,Oke-Ero,0,0,436,295,2021,2,0
Egbado North,Owan East,0,0,71,365,2020,1,0
Egbado North,Owan East,0,0,436,295,2021,2,0
Egbado South,Uzo-Uwani,0,0,71,365,2020,1,0
Egbado South,Uzo-Uwani,0,0,436,295,2021,2,0
Egbeda,Akinyele,0,0,71,365,2020,1,0
Egbeda,Akinyele,0,0,436,295,2021,2,0
Egbedore,Akinyele,0,0,71,365,2020,1,0
Egbedore,Akinyele,0,0,436,295,2021,2,0
Egor,Uzo-Uwani,0,0,71,365,2020,1,0
Egor,Uzo-Uwani,0,0,436,295,2021,2,0
Ehime-Mbano,Ngor-Okpala,0,0,71,365,2020,1,0
Ehime-Mbano,Ngor-Okpala,0,0,436,295,2021,2,0
Ejigbo,Akinyele,0,0,71,365,2020,1,0
Ejigbo,Akinyele,0,0,436,295,2021,2,0
Ekeremor,Ahoada West,0,0,71,365,2020,1,0
Ekeremor,Ahoada West,0,0,436,295,2021,2,0
Eket,Nsit Ubium,0,0,71,365,2020,1,0
Eket,Nsit Ubium,0,0,436,295,2021,2,0
Ekiti,Oke-Ero,0,0,71,365,2020,1,0
Ekiti,Oke-Ero,0,0,436,295,2021,2,0
Ekiti East,Oke-Ero,0,0,71,365,2020,1,0
Ekiti East,Oke-Ero,0,0,436,295,2021,2,0
Ekiti South West,Oke-Ero,0,0,71,365,2020,1,0
Ekiti South West,Oke-Ero,0,0,436,295,2021,2,0
Ekiti West,Oke-Ero,0,0,71,365,2020,1,0
Ekiti West,Oke-Ero,0,0,436,295,2021,2,0
Ekwusigo,Oru West,0,0,71,365,2020,1,0
Ekwusigo,Oru West,0,0,436,295,2021,2,0
Eleme,Ahoada West,0,0,71,365,2020,1,0
Eleme,Ahoada West,0,0,436,295,2021,2,0
Emohua,Ahoada West,0,0,71,365,2020,1,0
Emohua,Ahoada West,0,0,436,295,2021,2,0
Emure,Oke-Ero,0,0,71,365,2020,1,0
Emure,Oke-Ero,0,0,436,295,2021,2,0
Enugu East,Uzo-Uwani,0,0,71,365,2020,1,0
Enugu East,Uzo-Uwani,0,0,436,295,2021,2,0
Enugu North,Uzo-Uwani,0,0,71,365,2020,1,0
Enugu North,Uzo-Uwani,0,0,436,295,2021,2,0
Enugu South,Uzo-Uwani,0,0,71,365,2020,1,0
Enugu South,Uzo-Uwani,0,0,436,295,2021,2,0
Epe,Uzo-Uwani,0,0,71,365,2020,1,0
Epe,Uzo-Uwani,0,0,436,295,2021,2,0
Esan Central,Owan East,0,0,71,365,2020,1,0
Esan Central,Owan East,0,0,436,295,2021,2,0
Esan North East,Uzo-Uwani,0,0,71,365,2020,1,0
Esan North East,Uzo-Uwani,0,0,436,295,2021,2,0
Esan South East,Uzo-Uwani,0,0,71,365,2020,1,0
Esan South East,Uzo-Uwani,0,0,436,295,2021,2,0
Esan West,Uzo-Uwani,0,0,71,365,2020,1,0
Esan West,Uzo-Uwani,0,0,436,295,2021,2,0
Ese-Odo,Owan East,0,0,71,365,2020,1,0
Ese-Odo,Owan East,0,0,436,295,2021,2,0
Esit Eket,Nsit Ubium,0,0,71,365,2020,1,0
Esit Eket,Nsit Ubium,0,0,436,295,2021,2,0
Essien Udim,Ngor-Okpala,0,0,71,365,2020,1,0
Essien Udim,Ngor-Okpala,0,0,436,295,2021,2,0
Etche,Ngor-Okpala,0,0,71,365,2020,1,0
Etche,Ngor-Okpala,0,0,436,295,2021,2,0
Ethiope East,Isoko South,0,0,71,365,2020,1,0
Ethiope East,Isoko South,0,0,436,295,2021,2,0
Ethiope West,Isoko South,0,0,71,365,2020,1,0
Ethiope West,Isoko South,0,0,436,295,2021,2,0
Etim Ekpo,Isoko South,0,0,71,365,2020,1,0
Etim Ekpo,Isoko South,0,0,436,295,2021,2,0
Etinan,Ngor-Okpala,0,0,71,365,2020,1,0
Etinan,Ngor-Okpala,0,0,436,295,2021,2,0
Eti-Osa,Nsit Ubium,0,0,71,365,2020,1,0
Eti-Osa,Nsit Ubium,0,0,436,295,2021,2,0
Etsako Central,Owan East,0,0,71,365,2020,1,0
Etsako Central,Owan East,0,0,436,295,2021,2,0
Etsako East,Owan East,0,0,71,365,2020,1,0
Etsako East,Owan East,0,0,436,295,2021,2,0
Etsako West,Owan East,0,0,71,365,2020,1,0
Etsako West,Owan East,0,0,436,295,2021,2,0
Etung,Obubra,0,0,71,365,2020,1,0
Etung,Obubra,0,0,436,295,2021,2,0
Ewekoro,Uzo-Uwani,0,0,71,365,2020,1,0
Ewekoro,Uzo-Uwani,0,0,436,295,2021,2,0
Ezeagu,Uzo-Uwani,0,0,71,365,2020,1,0
Ezeagu,Uzo-Uwani,0,0,436,295,2021,2,0
Ezinihitte,Ngor-Okpala,0,0,71,365,2020,1,0
Ezinihitte,Ngor-Okpala,0,0,436,295,2021,2,0
Ezza North,Owan East,0,0,71,365,2020,1,0
Ezza North,Owan East,0,0,436,295,2021,2,0
Ezza South,Obubra,0,0,71,365,2020,1,0
Ezza South,Obubra,0,0,436,295,2021,2,0
Fagge,Alkaleri,0,0,71,365,2020,1,0
Fagge,Alkaleri,0,0,436,295,2021,2,0
Fakai,Birnin Kebbi,0,0,71,365,2020,1,0
Fakai,Birnin Kebbi,0,0,436,295,2021,2,0
Faskari,Giwa,0,0,71,365,2020,1,0
Faskari,Giwa,0,0,436,295,2021,2,0
Fika,Darazo,0,0,71,365,2020,1,0
Fika,Darazo,0,0,436,295,2021,2,0
Fufore,Alkaleri,0,0,71,365,2020,1,0
Fufore,Alkaleri,0,0,436,295,2021,2,0
Funakaye,Alkaleri,0,0,71,365,2020,1,0
Funakaye,Alkaleri,0,0,436,295,2021,2,0
Fune,Darazo,0,0,71,365,2020,1,0
Fune,Darazo,0,0,436,295,2021,2,0
Funtua,Gwarzo,0,0,71,365,2020,1,0
Funtua,Gwarzo,0,0,436,295,2021,2,0
Gabasawa,Taura,0,0,71,365,2020,1,0
Gabasawa,Taura,0,0,436,295,2021,2,0
Gada,Gawabawa,0,0,71,365,2020,1,0
Gada,Gawabawa,0,0,436,295,2021,2,0
Gagarawa,Taura,0,0,71,365,2020,1,0
Gagarawa,Taura,0,0,436,295,2021,2,0
Gamawa,Gwarzo,0,0,71,365,2020,1,0
Gamawa,Gwarzo,0,0,436,295,2021,2,0
Ganaye,Alkaleri,0,0,71,365,2020,1,0
Ganaye,Alkaleri,0,0,436,295,2021,2,0
Ganjuwa,Darazo,0,0,71,365,2020,1,0
Ganjuwa,Darazo,0,0,436,295,2021,2,0
Garki,Babura,0,0,71,365,2020,1,0
Garki,Babura,0,0,436,295,2021,2,0
Garko,Gwarzo,0,0,71,365,2020,1,0
Garko,Gwarzo,0,0,436,295,2021,2,0
Garum Mallam,Gwarzo,0,0,71,365,2020,1,0
Garum Mallam,Gwarzo,0,0,436,295,2021,2,0
Gashaka,Oru West,0,0,71,365,2020,1,0
Gashaka,Oru West,0,0,436,295,2021,2,0
Gassol,Keana,0,0,71,365,2020,1,0
Gassol,Keana,0,0,436,295,2021,2,0
Gawabawa,Gawabawa,0,0,71,365,2020,1,0
Gawabawa,Gawabawa,0,0,436,295,2021,2,0
Gaya,Gwarzo,0,0,71,365,2020,1,0
Gaya,Gwarzo,0,0,436,295,2021,2,0
Gbako,Oke-Ero,0,0,71,365,2020,1,0
Gbako,Oke-Ero,0,0,436,295,2021,2,0
Gboko,Keana,0,0,71,365,2020,1,0
Gboko,Keana,0,0,436,295,2021,2,0
Gboyin,Obubra,0,0,71,365,2020,1,0
Gboyin,Obubra,0,0,436,295,2021,2,0
Geidam,Babura,0,0,71,365,2020,1,0
Geidam,Babura,0,0,436,295,2021,2,0
Gezawa,Gwarzo,0,0,71,365,2020,1,0
Gezawa,Gwarzo,0,0,436,295,2021,2,0
Giade,Darazo,0,0,71,365,2020,1,0
Giade,Darazo,0,0,436,295,2021,2,0
Gireri,Darazo,0,0,71,365,2020,1,0
Gireri,Darazo,0,0,436,295,2021,2,0
Giwa,Giwa,0,0,71,365,2020,1,0
Giwa,Giwa,0,0,436,295,2021,2,0
Gokana,Nsit Ubium,0,0,71,365,2020,1,0
Gokana,Nsit Ubium,0,0,436,295,2021,2,0
Gombe,Alkaleri,0,0,71,365,2020,1,0
Gombe,Alkaleri,0,0,436,295,2021,2,0
Gombi,Alkaleri,0,0,71,365,2020,1,0
Gombi,Alkaleri,0,0,436,295,2021,2,0
Goronyo,Gawabawa,0,0,71,365,2020,1,0
Goronyo,Gawabawa,0,0,436,295,2021,2,0
Gubio,Gawabawa,0,0,71,365,2020,1,0
