,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
74,Gireri,Darazo,july,216,2020,2,-1,1,0.6,10
75,Gireri,Darazo,july,246,2020,3,-1,1,0.6,10
76,Gireri,Darazo,july,276,2020,4,-1,1,0.6,10
77,Gombi,Alkaleri,july,186,2020,1,-1,1,0.6,10
78,Gombi,Alkaleri,july,216,2020,2,-1,1,0.6,10
79,Gombi,Alkaleri,july,246,2020,3,-1,1,0.6,10
80,Gombi,Alkaleri,july,276,2020,4,-1,1,0.6,10
81,Guyuk,Alkaleri,july,186,2020,1,-1,1,0.6,10
82,Guyuk,Alkaleri,july,216,2020,2,-1,1,0.6,10
83,Guyuk,Alkaleri,july,246,2020,3,-1,1,0.6,10
84,Guyuk,Alkaleri,july,276,2020,4,-1,1,0.6,10
85,Hong,Darazo,july,186,2020,1,-1,1,0.6,10
86,Hong,Darazo,july,216,2020,2,-1,1,0.6,10
87,Hong,Darazo,july,246,2020,3,-1,1,0.6,10
88,Hong,Darazo,july,276,2020,4,-1,1,0.6,10
89,Lamurde,Alkaleri,july,186,2020,1,-1,1,0.6,10
90,Lamurde,Alkaleri,july,216,2020,2,-1,1,0.6,10
91,Lamurde,Alkaleri,july,246,2020,3,-1,1,0.6,10
92,Lamurde,Alkaleri,july,276,2020,4,-1,1,0.6,10
93,Mayo-Belwa,Alkaleri,july,186,2020,1,-1,1,0.6,10
94,Mayo-Belwa,Alkaleri,july,216,2020,2,-1,1,0.6,10
95,Mayo-Belwa,Alkaleri,july,246,2020,3,-1,1,0.6,10
96,Mayo-Belwa,Alkaleri,july,276,2020,4,-1,1,0.6,10
97,Numan,Alkaleri,july,186,2020,1,-1,1,0.6,10
98,Numan,Alkaleri,july,216,2020,2,-1,1,0.6,10
99,Numan,Alkaleri,july,246,2020,3,-1,1,0.6,10
100,Numan,Alkaleri,july,276,2020,4,-1,1,0.6,10
101,Shelleng,Darazo,july,186,2020,1,-1,1,0.6,10
102,Shelleng,Darazo,july,216,2020,2,-1,1,0.6,10
103,Shelleng,Darazo,july,246,2020,3,-1,1,0.6,10
104,Shelleng,Darazo,july,276,2020,4,-1,1,0.6,10
105,Itu,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
106,Itu,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
107,Itu,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
108,Itu,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
109,Song,Darazo,july,186,2020,1,-1,1,0.6,10
110,Song,Darazo,july,216,2020,2,-1,1,0.6,10
111,Song,Darazo,july,246,2020,3,-1,1,0.6,10
112,Song,Darazo,july,276,2020,4,-1,1,0.6,10
113,Yola North,Alkaleri,july,186,2020,1,-1,1,0.6,10
114,Yola North,Alkaleri,july,216,2020,2,-1,1,0.6,10
115,Yola North,Alkaleri,july,246,2020,3,-1,1,0.6,10
116,Yola North,Alkaleri,july,276,2020,4,-1,1,0.6,10
117,Yola South,Alkaleri,july,186,2020,1,-1,1,0.6,10
118,Yola South,Alkaleri,july,216,2020,2,-1,1,0.6,10
119,Yola South,Alkaleri,july,246,2020,3,-1,1,0.6,10
120,Yola South,Alkaleri,july,276,2020,4,-1,1,0.6,10
121,Abak,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
122,Abak,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
123,Abak,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
124,Abak,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
125,Awka North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
126,Awka North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
127,Awka North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
128,Awka North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
129,Eket,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
130,Eket,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
131,Eket,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
132,Eket,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
133,Esit Eket,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
134,Esit Eket,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
135,Esit Eket,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
136,Esit Eket,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
137,Essien Udim,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
138,Essien Udim,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
139,Essien Udim,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
140,Essien Udim,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
141,Etim Ekpo,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
142,Etim Ekpo,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
143,Etim Ekpo,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
144,Etim Ekpo,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
145,Etinan,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
146,Etinan,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
147,Etinan,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
148,Etinan,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
149,Ibesikpo Asutan,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
150,Ibesikpo Asutan,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
151,Ibesikpo Asutan,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
152,Ibesikpo Asutan,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
153,Ibiono Ibom,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
154,Ibiono Ibom,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
155,Ibiono Ibom,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
156,Ibiono Ibom,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
157,Ika,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
158,Ika,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
159,Ika,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
160,Ika,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
161,Ikono,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
162,Ikono,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
163,Ikono,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
164,Ikono,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
165,Ikot Abasi,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
166,Ikot Abasi,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
167,Ikot Abasi,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
168,Ikot Abasi,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
169,Ikot Ekpene,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
170,Ikot Ekpene,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
171,Ikot Ekpene,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
172,Ikot Ekpene,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
173,Ini,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
174,Ini,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
175,Ini,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
176,Ini,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
177,Mkpat Enin,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
178,Mkpat Enin,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
179,Mkpat Enin,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
180,Mkpat Enin,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
181,Nsit Atai,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
182,Nsit Atai,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
183,Nsit Atai,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
184,Nsit Atai,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
185,Nsit Ibom,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
186,Nsit Ibom,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
187,Nsit Ibom,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
188,Nsit Ibom,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
189,Nsit Ubium,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
190,Nsit Ubium,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
191,Nsit Ubium,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
192,Nsit Ubium,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
193,Awka South,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
194,Awka South,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
195,Awka South,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
196,Awka South,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
197,Obot Akara,Ngor-Okpala,june,162,2020,1,-1,1,0.6,10
198,Obot Akara,Ngor-Okpala,june,192,2020,2,-1,1,0.6,10
199,Obot Akara,Ngor-Okpala,june,222,2020,3,-1,1,0.6,10
200,Obot Akara,Ngor-Okpala,june,252,2020,4,-1,1,0.6,10
201,Okobo,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
202,Okobo,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
203,Okobo,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
204,Okobo,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
205,Onna,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
206,Onna,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
207,Onna,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
208,Onna,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
209,Oruk Anam,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
210,Oruk Anam,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
211,Oruk Anam,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
212,Oruk Anam,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
213,Ukanafun,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
214,Ukanafun,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
215,Ukanafun,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
216,Ukanafun,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
217,Uruan,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
218,Uruan,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
219,Uruan,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
220,Uruan,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
221,Urue-Offong-Oruko,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
222,Urue-Offong-Oruko,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
223,Urue-Offong-Oruko,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
224,Urue-Offong-Oruko,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
225,Ayamelum,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
226,Ayamelum,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
227,Ayamelum,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
228,Ayamelum,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
229,Uyo,Nsit Ubium,june,162,2020,1,-1,1,0.6,10
230,Uyo,Nsit Ubium,june,192,2020,2,-1,1,0.6,10
231,Uyo,Nsit Ubium,june,222,2020,3,-1,1,0.6,10
232,Uyo,Nsit Ubium,june,252,2020,4,-1,1,0.6,10
233,Aguata,Oru West,june,162,2020,1,-1,1,0.6,10
234,Aguata,Oru West,june,192,2020,2,-1,1,0.6,10
235,Aguata,Oru West,june,222,2020,3,-1,1,0.6,10
236,Aguata,Oru West,june,252,2020,4,-1,1,0.6,10
237,Anambra East,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
238,Anambra East,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
239,Anambra East,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
240,Anambra East,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
241,Anambra West,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
242,Anambra West,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
243,Anambra West,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
244,Anambra West,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
245,Anaocha,Oru West,june,162,2020,1,-1,1,0.6,10
246,Anaocha,Oru West,june,192,2020,2,-1,1,0.6,10
247,Anaocha,Oru West,june,222,2020,3,-1,1,0.6,10
248,Anaocha,Oru West,june,252,2020,4,-1,1,0.6,10
249,Dunukofia,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
250,Dunukofia,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
251,Dunukofia,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
252,Dunukofia,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
253,Ekwusigo,Oru West,june,162,2020,1,-1,1,0.6,10
254,Ekwusigo,Oru West,june,192,2020,2,-1,1,0.6,10
255,Ekwusigo,Oru West,june,222,2020,3,-1,1,0.6,10
256,Ekwusigo,Oru West,june,252,2020,4,-1,1,0.6,10
257,Idemili North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
258,Idemili North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
259,Idemili North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
260,Idemili North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
261,Idemili South,Oru West,june,162,2020,1,-1,1,0.6,10
262,Idemili South,Oru West,june,192,2020,2,-1,1,0.6,10
263,Idemili South,Oru West,june,222,2020,3,-1,1,0.6,10
264,Idemili South,Oru West,june,252,2020,4,-1,1,0.6,10
265,Ihiala,Oru West,june,162,2020,1,-1,1,0.6,10
266,Ihiala,Oru West,june,192,2020,2,-1,1,0.6,10
267,Ihiala,Oru West,june,222,2020,3,-1,1,0.6,10
268,Ihiala,Oru West,june,252,2020,4,-1,1,0.6,10
269,Njikoka,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
270,Njikoka,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
271,Njikoka,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
272,Njikoka,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
273,Nnewi North,Oru West,june,162,2020,1,-1,1,0.6,10
274,Nnewi North,Oru West,june,192,2020,2,-1,1,0.6,10
275,Nnewi North,Oru West,june,222,2020,3,-1,1,0.6,10
276,Nnewi North,Oru West,june,252,2020,4,-1,1,0.6,10
277,Nnewi South,Oru West,june,162,2020,1,-1,1,0.6,10
278,Nnewi South,Oru West,june,192,2020,2,-1,1,0.6,10
279,Nnewi South,Oru West,june,222,2020,3,-1,1,0.6,10
280,Nnewi South,Oru West,june,252,2020,4,-1,1,0.6,10
281,Ogbaru,Ahoada West,may,131,2020,1,-1,1,0.6,10
282,Ogbaru,Ahoada West,may,161,2020,2,-1,1,0.6,10
283,Ogbaru,Ahoada West,may,191,2020,3,-1,1,0.6,10
284,Ogbaru,Ahoada West,may,221,2020,4,-1,1,0.6,10
285,Onitsha North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
286,Onitsha North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
287,Onitsha North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
288,Onitsha North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
289,Onitsha South,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
290,Onitsha South,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
291,Onitsha South,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
292,Onitsha South,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
293,Orumba North,Oru West,june,162,2020,1,-1,1,0.6,10
294,Orumba North,Oru West,june,192,2020,2,-1,1,0.6,10
295,Orumba North,Oru West,june,222,2020,3,-1,1,0.6,10
296,Orumba North,Oru West,june,252,2020,4,-1,1,0.6,10
297,Orumba South,Oru West,june,162,2020,1,-1,1,0.6,10
298,Orumba South,Oru West,june,192,2020,2,-1,1,0.6,10
299,Orumba South,Oru West,june,222,2020,3,-1,1,0.6,10
300,Orumba South,Oru West,june,252,2020,4,-1,1,0.6,10
301,Oyi,Uzo-Uwani,june,162,2020,1,-1,1,0.6,10
302,Oyi,Uzo-Uwani,june,192,2020,2,-1,1,0.6,10
303,Oyi,Uzo-Uwani,june,222,2020,3,-1,1,0.6,10
304,Oyi,Uzo-Uwani,june,252,2020,4,-1,1,0.6,10
305,Alkaleri,Alkaleri,july,186,2020,1,-1,1,0.6,10
306,Alkaleri,Alkaleri,july,216,2020,2,-1,1,0.6,10
307,Alkaleri,Alkaleri,july,246,2020,3,-1,1,0.6,10
308,Alkaleri,Alkaleri,july,276,2020,4,-1,1,0.6,10
309,Bauchi,Alkaleri,july,186,2020,1,-1,1,0.6,10
310,Bauchi,Alkaleri,july,216,2020,2,-1,1,0.6,10
311,Bauchi,Alkaleri,july,246,2020,3,-1,1,0.6,10
312,Bauchi,Alkaleri,july,276,2020,4,-1,1,0.6,10
313,Bogoro,Alkaleri,july,186,2020,1,-1,1,0.6,10
314,Bogoro,Alkaleri,july,216,2020,2,-1,1,0.6,10
315,Bogoro,Alkaleri,july,246,2020,3,-1,1,0.6,10
316,Bogoro,Alkaleri,july,276,2020,4,-1,1,0.6,10
317,Damban,Darazo,july,186,2020,1,-1,1,0.6,10
318,Damban,Darazo,july,216,2020,2,-1,1,0.6,10
319,Damban,Darazo,july,246,2020,3,-1,1,0.6,10
320,Damban,Darazo,july,276,2020,4,-1,1,0.6,10
321,Darazo,Darazo,july,186,2020,1,-1,1,0.6,10
322,Darazo,Darazo,july,216,2020,2,-1,1,0.6,10
323,Darazo,Darazo,july,246,2020,3,-1,1,0.6,10
324,Darazo,Darazo,july,276,2020,4,-1,1,0.6,10
325,Dass,Alkaleri,july,186,2020,1,-1,1,0.6,10
326,Dass,Alkaleri,july,216,2020,2,-1,1,0.6,10
327,Dass,Alkaleri,july,246,2020,3,-1,1,0.6,10
328,Dass,Alkaleri,july,276,2020,4,-1,1,0.6,10
329,Gamawa,Gwarzo,may,131,2020,1,-1,1,0.6,10
330,Gamawa,Gwarzo,may,161,2020,2,-1,1,0.6,10
331,Gamawa,Gwarzo,may,191,2020,3,-1,1,0.6,10
332,Gamawa,Gwarzo,may,221,2020,4,-1,1,0.6,10
333,Jama'are,Taura,november,250,2020,1,-1,1,0.6,10
334,Jama'are,Taura,november,280,2020,2,-1,1,0.6,10
335,Jama'are,Taura,november,310,2020,3,-1,1,0.6,10
336,Jama'are,Taura,november,340,2020,4,-1,1,0.6,10
337,Ganjuwa,Darazo,july,186,2020,1,-1,1,0.6,10
338,Ganjuwa,Darazo,july,216,2020,2,-1,1,0.6,10
339,Ganjuwa,Darazo,july,246,2020,3,-1,1,0.6,10
340,Ganjuwa,Darazo,july,276,2020,4,-1,1,0.6,10
341,Giade,Darazo,july,186,2020,1,-1,1,0.6,10
342,Giade,Darazo,july,216,2020,2,-1,1,0.6,10
343,Giade,Darazo,july,246,2020,3,-1,1,0.6,10
344,Giade,Darazo,july,276,2020,4,-1,1,0.6,10
345,Itas-Gadau,Taura,november,250,2020,1,-1,1,0.6,10
346,Itas-Gadau,Taura,november,280,2020,2,-1,1,0.6,10
347,Itas-Gadau,Taura,november,310,2020,3,-1,1,0.6,10
348,Itas-Gadau,Taura,november,340,2020,4,-1,1,0.6,10
349,Katagum,Gwarzo,may,131,2020,1,-1,1,0.6,10
350,Katagum,Gwarzo,may,161,2020,2,-1,1,0.6,10
351,Katagum,Gwarzo,may,191,2020,3,-1,1,0.6,10
352,Katagum,Gwarzo,may,221,2020,4,-1,1,0.6,10
353,Kirfi,Alkaleri,july,186,2020,1,-1,1,0.6,10
354,Kirfi,Alkaleri,july,216,2020,2,-1,1,0.6,10
355,Kirfi,Alkaleri,july,246,2020,3,-1,1,0.6,10
356,Kirfi,Alkaleri,july,276,2020,4,-1,1,0.6,10
357,Misau,Darazo,july,186,2020,1,-1,1,0.6,10
358,Misau,Darazo,july,216,2020,2,-1,1,0.6,10
359,Misau,Darazo,july,246,2020,3,-1,1,0.6,10
360,Misau,Darazo,july,276,2020,4,-1,1,0.6,10
361,Ningi,Takali,october,250,2020,1,-1,1,0.6,10
362,Ningi,Takali,october,280,2020,2,-1,1,0.6,10
363,Ningi,Takali,october,310,2020,3,-1,1,0.6,10
364,Ningi,Takali,october,340,2020,4,-1,1,0.6,10
365,Ukum,Keana,september,250,2020,1,-1,1,0.6,10
366,Ukum,Keana,september,280,2020,2,-1,1,0.6,10
367,Ukum,Keana,september,310,2020,3,-1,1,0.6,10
368,Ukum,Keana,september,340,2020,4,-1,1,0.6,10
369,Shira,Takali,october,250,2020,1,-1,1,0.6,10
370,Shira,Takali,october,280,2020,2,-1,1,0.6,10
371,Shira,Takali,october,310,2020,3,-1,1,0.6,10
372,Shira,Takali,october,340,2020,4,-1,1,0.6,10
373,Tafawa-Balewa,Alkaleri,july,186,2020,1,-1,1,0.6,10
374,Tafawa-Balewa,Alkaleri,july,216,2020,2,-1,1,0.6,10
375,Tafawa-Balewa,Alkaleri,july,246,2020,3,-1,1,0.6,10
376,Tafawa-Balewa,Alkaleri,july,276,2020,4,-1,1,0.6,10
377,Toro,Giwa,august,223,2020,1,-1,1,0.6,10
378,Toro,Giwa,august,253,2020,2,-1,1,0.6,10
379,Toro,Giwa,august,283,2020,3,-1,1,0.6,10
380,Toro,Giwa,august,313,2020,4,-1,1,0.6,10
381,Warji,Takali,october,250,2020,1,-1,1,0.6,10
382,Warji,Takali,october,280,2020,2,-1,1,0.6,10
