,LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
61,Umuahia North,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
62,Umuahia North,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
63,Umuahia North,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
64,Umuahia North,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
65,Umuahia South,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
66,Umuahia South,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
67,Umuahia South,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
68,Umuahia South,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
69,Demsa,Alkaleri,july,186,2020,1,-1,1,0.6,100
70,Demsa,Alkaleri,july,216,2020,2,-1,1,0.6,100
71,Demsa,Alkaleri,july,246,2020,3,-1,1,0.6,100
72,Demsa,Alkaleri,july,276,2020,4,-1,1,0.6,100
73,Gireri,Darazo,july,186,2020,1,-1,1,0.6,100
74,Gireri,Darazo,july,216,2020,2,-1,1,0.6,100
75,Gireri,Darazo,july,246,2020,3,-1,1,0.6,100
76,Gireri,Darazo,july,276,2020,4,-1,1,0.6,100
77,Gombi,Alkaleri,july,186,2020,1,-1,1,0.6,100
78,Gombi,Alkaleri,july,216,2020,2,-1,1,0.6,100
79,Gombi,Alkaleri,july,246,2020,3,-1,1,0.6,100
80,Gombi,Alkaleri,july,276,2020,4,-1,1,0.6,100
81,Guyuk,Alkaleri,july,186,2020,1,-1,1,0.6,100
82,Guyuk,Alkaleri,july,216,2020,2,-1,1,0.6,100
83,Guyuk,Alkaleri,july,246,2020,3,-1,1,0.6,100
84,Guyuk,Alkaleri,july,276,2020,4,-1,1,0.6,100
85,Hong,Darazo,july,186,2020,1,-1,1,0.6,100
86,Hong,Darazo,july,216,2020,2,-1,1,0.6,100
87,Hong,Darazo,july,246,2020,3,-1,1,0.6,100
88,Hong,Darazo,july,276,2020,4,-1,1,0.6,100
89,Lamurde,Alkaleri,july,186,2020,1,-1,1,0.6,100
90,Lamurde,Alkaleri,july,216,2020,2,-1,1,0.6,100
91,Lamurde,Alkaleri,july,246,2020,3,-1,1,0.6,100
92,Lamurde,Alkaleri,july,276,2020,4,-1,1,0.6,100
93,Mayo-Belwa,Alkaleri,july,186,2020,1,-1,1,0.6,100
94,Mayo-Belwa,Alkaleri,july,216,2020,2,-1,1,0.6,100
95,Mayo-Belwa,Alkaleri,july,246,2020,3,-1,1,0.6,100
96,Mayo-Belwa,Alkaleri,july,276,2020,4,-1,1,0.6,100
97,Numan,Alkaleri,july,186,2020,1,-1,1,0.6,100
98,Numan,Alkaleri,july,216,2020,2,-1,1,0.6,100
99,Numan,Alkaleri,july,246,2020,3,-1,1,0.6,100
100,Numan,Alkaleri,july,276,2020,4,-1,1,0.6,100
101,Shelleng,Darazo,july,186,2020,1,-1,1,0.6,100
102,Shelleng,Darazo,july,216,2020,2,-1,1,0.6,100
103,Shelleng,Darazo,july,246,2020,3,-1,1,0.6,100
104,Shelleng,Darazo,july,276,2020,4,-1,1,0.6,100
105,Itu,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
106,Itu,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
107,Itu,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
108,Itu,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
109,Song,Darazo,july,186,2020,1,-1,1,0.6,100
110,Song,Darazo,july,216,2020,2,-1,1,0.6,100
111,Song,Darazo,july,246,2020,3,-1,1,0.6,100
112,Song,Darazo,july,276,2020,4,-1,1,0.6,100
113,Yola North,Alkaleri,july,186,2020,1,-1,1,0.6,100
114,Yola North,Alkaleri,july,216,2020,2,-1,1,0.6,100
115,Yola North,Alkaleri,july,246,2020,3,-1,1,0.6,100
116,Yola North,Alkaleri,july,276,2020,4,-1,1,0.6,100
117,Yola South,Alkaleri,july,186,2020,1,-1,1,0.6,100
118,Yola South,Alkaleri,july,216,2020,2,-1,1,0.6,100
119,Yola South,Alkaleri,july,246,2020,3,-1,1,0.6,100
120,Yola South,Alkaleri,july,276,2020,4,-1,1,0.6,100
121,Abak,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
122,Abak,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
123,Abak,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
124,Abak,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
125,Awka North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
126,Awka North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
127,Awka North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
128,Awka North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
129,Eket,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
130,Eket,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
131,Eket,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
132,Eket,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
133,Esit Eket,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
134,Esit Eket,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
135,Esit Eket,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
136,Esit Eket,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
137,Essien Udim,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
138,Essien Udim,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
139,Essien Udim,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
140,Essien Udim,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
141,Etim Ekpo,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
142,Etim Ekpo,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
143,Etim Ekpo,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
144,Etim Ekpo,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
145,Etinan,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
146,Etinan,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
147,Etinan,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
148,Etinan,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
149,Ibesikpo Asutan,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
150,Ibesikpo Asutan,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
151,Ibesikpo Asutan,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
152,Ibesikpo Asutan,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
153,Ibiono Ibom,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
154,Ibiono Ibom,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
155,Ibiono Ibom,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
156,Ibiono Ibom,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
157,Ika,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
158,Ika,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
159,Ika,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
160,Ika,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
161,Ikono,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
162,Ikono,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
163,Ikono,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
164,Ikono,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
165,Ikot Abasi,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
166,Ikot Abasi,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
167,Ikot Abasi,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
168,Ikot Abasi,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
169,Ikot Ekpene,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
170,Ikot Ekpene,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
171,Ikot Ekpene,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
172,Ikot Ekpene,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
173,Ini,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
174,Ini,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
175,Ini,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
176,Ini,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
177,Mkpat Enin,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
178,Mkpat Enin,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
179,Mkpat Enin,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
180,Mkpat Enin,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
181,Nsit Atai,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
182,Nsit Atai,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
183,Nsit Atai,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
184,Nsit Atai,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
185,Nsit Ibom,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
186,Nsit Ibom,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
187,Nsit Ibom,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
188,Nsit Ibom,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
189,Nsit Ubium,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
190,Nsit Ubium,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
191,Nsit Ubium,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
192,Nsit Ubium,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
193,Awka South,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
194,Awka South,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
195,Awka South,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
196,Awka South,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
197,Obot Akara,Ngor-Okpala,june,162,2020,1,-1,1,0.6,100
198,Obot Akara,Ngor-Okpala,june,192,2020,2,-1,1,0.6,100
199,Obot Akara,Ngor-Okpala,june,222,2020,3,-1,1,0.6,100
200,Obot Akara,Ngor-Okpala,june,252,2020,4,-1,1,0.6,100
201,Okobo,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
202,Okobo,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
203,Okobo,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
204,Okobo,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
205,Onna,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
206,Onna,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
207,Onna,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
208,Onna,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
209,Oruk Anam,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
210,Oruk Anam,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
211,Oruk Anam,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
212,Oruk Anam,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
213,Ukanafun,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
214,Ukanafun,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
215,Ukanafun,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
216,Ukanafun,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
217,Uruan,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
218,Uruan,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
219,Uruan,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
220,Uruan,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
221,Urue-Offong-Oruko,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
222,Urue-Offong-Oruko,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
223,Urue-Offong-Oruko,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
224,Urue-Offong-Oruko,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
225,Ayamelum,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
226,Ayamelum,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
227,Ayamelum,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
228,Ayamelum,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
229,Uyo,Nsit Ubium,june,162,2020,1,-1,1,0.6,100
230,Uyo,Nsit Ubium,june,192,2020,2,-1,1,0.6,100
231,Uyo,Nsit Ubium,june,222,2020,3,-1,1,0.6,100
232,Uyo,Nsit Ubium,june,252,2020,4,-1,1,0.6,100
233,Aguata,Oru West,june,162,2020,1,-1,1,0.6,100
234,Aguata,Oru West,june,192,2020,2,-1,1,0.6,100
235,Aguata,Oru West,june,222,2020,3,-1,1,0.6,100
236,Aguata,Oru West,june,252,2020,4,-1,1,0.6,100
237,Anambra East,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
238,Anambra East,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
239,Anambra East,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
240,Anambra East,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
241,Anambra West,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
242,Anambra West,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
243,Anambra West,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
244,Anambra West,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
245,Anaocha,Oru West,june,162,2020,1,-1,1,0.6,100
246,Anaocha,Oru West,june,192,2020,2,-1,1,0.6,100
247,Anaocha,Oru West,june,222,2020,3,-1,1,0.6,100
248,Anaocha,Oru West,june,252,2020,4,-1,1,0.6,100
249,Dunukofia,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
250,Dunukofia,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
251,Dunukofia,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
252,Dunukofia,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
253,Ekwusigo,Oru West,june,162,2020,1,-1,1,0.6,100
254,Ekwusigo,Oru West,june,192,2020,2,-1,1,0.6,100
255,Ekwusigo,Oru West,june,222,2020,3,-1,1,0.6,100
256,Ekwusigo,Oru West,june,252,2020,4,-1,1,0.6,100
257,Idemili North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
258,Idemili North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
259,Idemili North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
260,Idemili North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
261,Idemili South,Oru West,june,162,2020,1,-1,1,0.6,100
262,Idemili South,Oru West,june,192,2020,2,-1,1,0.6,100
263,Idemili South,Oru West,june,222,2020,3,-1,1,0.6,100
264,Idemili South,Oru West,june,252,2020,4,-1,1,0.6,100
265,Ihiala,Oru West,june,162,2020,1,-1,1,0.6,100
266,Ihiala,Oru West,june,192,2020,2,-1,1,0.6,100
267,Ihiala,Oru West,june,222,2020,3,-1,1,0.6,100
268,Ihiala,Oru West,june,252,2020,4,-1,1,0.6,100
269,Njikoka,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
270,Njikoka,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
271,Njikoka,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
272,Njikoka,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
273,Nnewi North,Oru West,june,162,2020,1,-1,1,0.6,100
274,Nnewi North,Oru West,june,192,2020,2,-1,1,0.6,100
275,Nnewi North,Oru West,june,222,2020,3,-1,1,0.6,100
276,Nnewi North,Oru West,june,252,2020,4,-1,1,0.6,100
277,Nnewi South,Oru West,june,162,2020,1,-1,1,0.6,100
278,Nnewi South,Oru West,june,192,2020,2,-1,1,0.6,100
279,Nnewi South,Oru West,june,222,2020,3,-1,1,0.6,100
280,Nnewi South,Oru West,june,252,2020,4,-1,1,0.6,100
281,Ogbaru,Ahoada West,may,131,2020,1,-1,1,0.6,100
282,Ogbaru,Ahoada West,may,161,2020,2,-1,1,0.6,100
283,Ogbaru,Ahoada West,may,191,2020,3,-1,1,0.6,100
284,Ogbaru,Ahoada West,may,221,2020,4,-1,1,0.6,100
285,Onitsha North,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
286,Onitsha North,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
287,Onitsha North,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
288,Onitsha North,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
289,Onitsha South,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
290,Onitsha South,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
291,Onitsha South,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
292,Onitsha South,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
293,Orumba North,Oru West,june,162,2020,1,-1,1,0.6,100
294,Orumba North,Oru West,june,192,2020,2,-1,1,0.6,100
295,Orumba North,Oru West,june,222,2020,3,-1,1,0.6,100
296,Orumba North,Oru West,june,252,2020,4,-1,1,0.6,100
297,Orumba South,Oru West,june,162,2020,1,-1,1,0.6,100
298,Orumba South,Oru West,june,192,2020,2,-1,1,0.6,100
299,Orumba South,Oru West,june,222,2020,3,-1,1,0.6,100
300,Orumba South,Oru West,june,252,2020,4,-1,1,0.6,100
301,Oyi,Uzo-Uwani,june,162,2020,1,-1,1,0.6,100
302,Oyi,Uzo-Uwani,june,192,2020,2,-1,1,0.6,100
303,Oyi,Uzo-Uwani,june,222,2020,3,-1,1,0.6,100
304,Oyi,Uzo-Uwani,june,252,2020,4,-1,1,0.6,100
305,Alkaleri,Alkaleri,july,186,2020,1,-1,1,0.6,100
306,Alkaleri,Alkaleri,july,216,2020,2,-1,1,0.6,100
307,Alkaleri,Alkaleri,july,246,2020,3,-1,1,0.6,100
308,Alkaleri,Alkaleri,july,276,2020,4,-1,1,0.6,100
309,Bauchi,Alkaleri,july,186,2020,1,-1,1,0.6,100
310,Bauchi,Alkaleri,july,216,2020,2,-1,1,0.6,100
311,Bauchi,Alkaleri,july,246,2020,3,-1,1,0.6,100
312,Bauchi,Alkaleri,july,276,2020,4,-1,1,0.6,100
313,Bogoro,Alkaleri,july,186,2020,1,-1,1,0.6,100
314,Bogoro,Alkaleri,july,216,2020,2,-1,1,0.6,100
315,Bogoro,Alkaleri,july,246,2020,3,-1,1,0.6,100
316,Bogoro,Alkaleri,july,276,2020,4,-1,1,0.6,100
317,Damban,Darazo,july,186,2020,1,-1,1,0.6,100
318,Damban,Darazo,july,216,2020,2,-1,1,0.6,100
319,Damban,Darazo,july,246,2020,3,-1,1,0.6,100
320,Damban,Darazo,july,276,2020,4,-1,1,0.6,100
321,Darazo,Darazo,july,186,2020,1,-1,1,0.6,100
322,Darazo,Darazo,july,216,2020,2,-1,1,0.6,100
323,Darazo,Darazo,july,246,2020,3,-1,1,0.6,100
324,Darazo,Darazo,july,276,2020,4,-1,1,0.6,100
325,Dass,Alkaleri,july,186,2020,1,-1,1,0.6,100
326,Dass,Alkaleri,july,216,2020,2,-1,1,0.6,100
327,Dass,Alkaleri,july,246,2020,3,-1,1,0.6,100
328,Dass,Alkaleri,july,276,2020,4,-1,1,0.6,100
329,Gamawa,Gwarzo,may,131,2020,1,-1,1,0.6,100
330,Gamawa,Gwarzo,may,161,2020,2,-1,1,0.6,100
331,Gamawa,Gwarzo,may,191,2020,3,-1,1,0.6,100
332,Gamawa,Gwarzo,may,221,2020,4,-1,1,0.6,100
333,Jama'are,Taura,november,250,2020,1,-1,1,0.6,100
334,Jama'are,Taura,november,280,2020,2,-1,1,0.6,100
335,Jama'are,Taura,november,310,2020,3,-1,1,0.6,100
336,Jama'are,Taura,november,340,2020,4,-1,1,0.6,100
337,Ganjuwa,Darazo,july,186,2020,1,-1,1,0.6,100
338,Ganjuwa,Darazo,july,216,2020,2,-1,1,0.6,100
339,Ganjuwa,Darazo,july,246,2020,3,-1,1,0.6,100
340,Ganjuwa,Darazo,july,276,2020,4,-1,1,0.6,100
341,Giade,Darazo,july,186,2020,1,-1,1,0.6,100
342,Giade,Darazo,july,216,2020,2,-1,1,0.6,100
343,Giade,Darazo,july,246,2020,3,-1,1,0.6,100
344,Giade,Darazo,july,276,2020,4,-1,1,0.6,100
345,Itas-Gadau,Taura,november,250,2020,1,-1,1,0.6,100
346,Itas-Gadau,Taura,november,280,2020,2,-1,1,0.6,100
347,Itas-Gadau,Taura,november,310,2020,3,-1,1,0.6,100
348,Itas-Gadau,Taura,november,340,2020,4,-1,1,0.6,100
349,Katagum,Gwarzo,may,131,2020,1,-1,1,0.6,100
350,Katagum,Gwarzo,may,161,2020,2,-1,1,0.6,100
351,Katagum,Gwarzo,may,191,2020,3,-1,1,0.6,100
352,Katagum,Gwarzo,may,221,2020,4,-1,1,0.6,100
353,Kirfi,Alkaleri,july,186,2020,1,-1,1,0.6,100
354,Kirfi,Alkaleri,july,216,2020,2,-1,1,0.6,100
355,Kirfi,Alkaleri,july,246,2020,3,-1,1,0.6,100
356,Kirfi,Alkaleri,july,276,2020,4,-1,1,0.6,100
357,Misau,Darazo,july,186,2020,1,-1,1,0.6,100
358,Misau,Darazo,july,216,2020,2,-1,1,0.6,100
359,Misau,Darazo,july,246,2020,3,-1,1,0.6,100
360,Misau,Darazo,july,276,2020,4,-1,1,0.6,100
361,Ningi,Takali,october,250,2020,1,-1,1,0.6,100
362,Ningi,Takali,october,280,2020,2,-1,1,0.6,100
363,Ningi,Takali,october,310,2020,3,-1,1,0.6,100
364,Ningi,Takali,october,340,2020,4,-1,1,0.6,100
365,Ukum,Keana,september,250,2020,1,-1,1,0.6,100
366,Ukum,Keana,september,280,2020,2,-1,1,0.6,100
367,Ukum,Keana,september,310,2020,3,-1,1,0.6,100
368,Ukum,Keana,september,340,2020,4,-1,1,0.6,100
369,Shira,Takali,october,250,2020,1,-1,1,0.6,100
370,Shira,Takali,october,280,2020,2,-1,1,0.6,100
371,Shira,Takali,october,310,2020,3,-1,1,0.6,100
372,Shira,Takali,october,340,2020,4,-1,1,0.6,100
373,Tafawa-Balewa,Alkaleri,july,186,2020,1,-1,1,0.6,100
374,Tafawa-Balewa,Alkaleri,july,216,2020,2,-1,1,0.6,100
375,Tafawa-Balewa,Alkaleri,july,246,2020,3,-1,1,0.6,100
376,Tafawa-Balewa,Alkaleri,july,276,2020,4,-1,1,0.6,100
377,Toro,Giwa,august,223,2020,1,-1,1,0.6,100
378,Toro,Giwa,august,253,2020,2,-1,1,0.6,100
379,Toro,Giwa,august,283,2020,3,-1,1,0.6,100
380,Toro,Giwa,august,313,2020,4,-1,1,0.6,100
381,Warji,Takali,october,250,2020,1,-1,1,0.6,100
382,Warji,Takali,october,280,2020,2,-1,1,0.6,100
