LGA,Rep_DS,U5_coverage,adult_coverage,simday,duration,year,round,severe_cases
Argungu,Birnin Kebbi,0.16384521,0.16384521,71,365,2020,1,0.138407703
Argungu,Birnin Kebbi,0.179752913,0.179752913,436,295,2021,2,0.154315406
Arochukwu,Ngor-Okpala,0.084123651,0.084123651,71,365,2020,1,0.1357803
Arochukwu,Ngor-Okpala,0.097403951,0.097403951,436,295,2021,2,0.149060601
Asa,Oke-Ero,0.09106948,0.09106948,71,365,2020,1,0.130236147
Asa,Oke-Ero,0.098805627,0.098805627,436,295,2021,2,0.137972294
Asari-Toru,Ahoada West,0.1153527,0.1153527,71,365,2020,1,0.127128522
Asari-Toru,Ahoada West,0.119981221,0.119981221,436,295,2021,2,0.131757043
Askira-Uba,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Askira-Uba,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Atakumosa East,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Atakumosa East,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Atakumosa West,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Atakumosa West,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Atiba,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Atiba,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Atigbo,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Atigbo,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Augie,Birnin Kebbi,0.150523088,0.150523088,71,365,2020,1,0.138407703
Augie,Birnin Kebbi,0.166430791,0.166430791,436,295,2021,2,0.154315406
Auyo,Taura,0.195111292,0.195111292,71,365,2020,1,0.130111292
Auyo,Taura,0.202722583,0.202722583,436,295,2021,2,0.137722583
Awe,Keana,0.050103986,0.050103986,71,365,2020,1,0.128307183
Awe,Keana,0.055911168,0.055911168,436,295,2021,2,0.134114365
Awgu,Oru West,0.120189357,0.120189357,71,365,2020,1,0.13992
Awgu,Oru West,0.137609356,0.137609356,436,295,2021,2,0.157339999
Awka North,Uzo-Uwani,0.184220908,0.184220908,71,365,2020,1,0.140054241
Awka North,Uzo-Uwani,0.20177515,0.20177515,436,295,2021,2,0.157608483
Awka South,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Awka South,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Ayamelum,Uzo-Uwani,0.209220911,0.209220911,71,365,2020,1,0.140054241
Ayamelum,Uzo-Uwani,0.226775153,0.226775153,436,295,2021,2,0.157608483
Babura,Babura,0.140390622,0.140390622,71,365,2020,1,0.138904535
Babura,Babura,0.156795157,0.156795157,436,295,2021,2,0.155309069
Badagry,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Badagry,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Bade,Taura,0.019516054,0.019516054,71,365,2020,1,0.130111292
Bade,Taura,0.027127345,0.027127345,436,295,2021,2,0.137722583
Bagudo,Birnin Kebbi,0.102226921,0.102226921,71,365,2020,1,0.138407703
Bagudo,Birnin Kebbi,0.118134624,0.118134624,436,295,2021,2,0.154315406
Bagwai,Babura,0.066404535,0.066404535,71,365,2020,1,0.138904535
Bagwai,Babura,0.082809069,0.082809069,436,295,2021,2,0.155309069
Bakassi,Obubra,0.117621672,0.117621672,71,365,2020,1,0.1375973
Bakassi,Obubra,0.132718972,0.132718972,436,295,2021,2,0.1526946
Bakori,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Bakori,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Bakura,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Bakura,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Balanga,Alkaleri,0.063552016,0.063552016,71,365,2020,1,0.132510679
Balanga,Alkaleri,0.073562695,0.073562695,436,295,2021,2,0.142521358
Bali,Keana,0.088042125,0.088042125,71,365,2020,1,0.128307183
Bali,Keana,0.093849308,0.093849308,436,295,2021,2,0.134114365
Bama,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Bama,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Barikin Ladi,Soba,0.005545625,0.005545625,71,365,2020,1,0.122921952
Barikin Ladi,Soba,0.005967577,0.005967577,436,295,2021,2,0.123343904
Baruten,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Baruten,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Bassa1,Keana,0.055807183,0.055807183,71,365,2020,1,0.128307183
Bassa1,Keana,0.061614365,0.061614365,436,295,2021,2,0.134114365
Bassa2,Soba,0.005545625,0.005545625,71,365,2020,1,0.122921952
Bassa2,Soba,0.005967577,0.005967577,436,295,2021,2,0.123343904
Batagarawa,Rimi,0.099087412,0.099087412,71,365,2020,1,0.128318181
Batagarawa,Rimi,0.104905593,0.104905593,436,295,2021,2,0.134136362
Batsari,Rimi,0.089151514,0.089151514,71,365,2020,1,0.128318181
Batsari,Rimi,0.094969695,0.094969695,436,295,2021,2,0.134136362
Bauchi,Alkaleri,0.016780052,0.016780052,71,365,2020,1,0.132510679
Bauchi,Alkaleri,0.026790731,0.026790731,436,295,2021,2,0.142521358
Baure,Babura,0.105690249,0.105690249,71,365,2020,1,0.138904535
Baure,Babura,0.122094783,0.122094783,436,295,2021,2,0.155309069
Bayo,Alkaleri,0.135010679,0.135010679,71,365,2020,1,0.132510679
Bayo,Alkaleri,0.145021358,0.145021358,436,295,2021,2,0.142521358
Bebeji,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Bebeji,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Bekwara,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Bekwara,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Bende,Ngor-Okpala,0.057261751,0.057261751,71,365,2020,1,0.1357803
Bende,Ngor-Okpala,0.070542052,0.070542052,436,295,2021,2,0.149060601
Biase,Ngor-Okpala,0.160287378,0.160287378,71,365,2020,1,0.1357803
Biase,Ngor-Okpala,0.173567678,0.173567678,436,295,2021,2,0.149060601
Bichi,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Bichi,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Bida,Oke-Ero,0.132736147,0.132736147,71,365,2020,1,0.130236147
Bida,Oke-Ero,0.140472294,0.140472294,436,295,2021,2,0.137972294
Billiri,Alkaleri,0.093344012,0.093344012,71,365,2020,1,0.132510679
Billiri,Alkaleri,0.103354691,0.103354691,436,295,2021,2,0.142521358
Bindawa,Rimi,0.030818181,0.030818181,71,365,2020,1,0.128318181
Bindawa,Rimi,0.036636362,0.036636362,436,295,2021,2,0.134136362
Binji,Gawabawa,0.065569477,0.065569477,71,365,2020,1,0.125569477
Binji,Gawabawa,0.068638953,0.068638953,436,295,2021,2,0.128638953
Biriniwa,Taura,0.049277958,0.049277958,71,365,2020,1,0.130111292
Biriniwa,Taura,0.05688925,0.05688925,436,295,2021,2,0.137722583
Birni Kudu,Takali,0.065529902,0.065529902,71,365,2020,1,0.132034132
Birni Kudu,Takali,0.075064034,0.075064034,436,295,2021,2,0.141568263
Birnin Kebbi,Birnin Kebbi,0.15914263,0.15914263,71,365,2020,1,0.138407703
Birnin Kebbi,Birnin Kebbi,0.175050333,0.175050333,436,295,2021,2,0.154315406
Birnin Magaji,Rimi,0.058317074,0.058317074,71,365,2020,1,0.128318181
Birnin Magaji,Rimi,0.064135255,0.064135255,436,295,2021,2,0.134136362
Birnin-Gwari,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Birnin-Gwari,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Biu,Darazo,0.130749759,0.130749759,71,365,2020,1,0.128249759
Biu,Darazo,0.136499519,0.136499519,436,295,2021,2,0.133999519
Bodinga,Gawabawa,0.029727338,0.029727338,71,365,2020,1,0.125569477
Bodinga,Gawabawa,0.032796814,0.032796814,436,295,2021,2,0.128638953
Bogoro,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Bogoro,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Boki,Obubra,0.0775973,0.0775973,71,365,2020,1,0.1375973
Boki,Obubra,0.0926946,0.0926946,436,295,2021,2,0.1526946
Bokkos,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Bokkos,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Boluwaduro,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Boluwaduro,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Bomadi,Isoko South,0.032220768,0.032220768,71,365,2020,1,0.124321708
Bomadi,Isoko South,0.034042476,0.034042476,436,295,2021,2,0.126143416
Bonny,Nsit Ubium,0.160570078,0.160570078,71,365,2020,1,0.133933269
Bonny,Nsit Ubium,0.172003347,0.172003347,436,295,2021,2,0.145366538
Borgu,Oke-Ero,0.079164719,0.079164719,71,365,2020,1,0.130236147
Borgu,Oke-Ero,0.086900866,0.086900866,436,295,2021,2,0.137972294
Boripe,Akinyele,0.090326818,0.090326818,71,365,2020,1,0.129493485
Boripe,Akinyele,0.097320302,0.097320302,436,295,2021,2,0.136486969
Bosso,Keana,0.059821852,0.059821852,71,365,2020,1,0.128307183
Bosso,Keana,0.065629034,0.065629034,436,295,2021,2,0.134114365
Brass,Ahoada West,0.133245175,0.133245175,71,365,2020,1,0.127128522
Brass,Ahoada West,0.137873696,0.137873696,436,295,2021,2,0.131757043
Buji,Takali,0.054222881,0.054222881,71,365,2020,1,0.132034132
Buji,Takali,0.063757013,0.063757013,436,295,2021,2,0.141568263
Bukkuyum,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Bukkuyum,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Bungudu,Takali,0.08383973,0.08383973,71,365,2020,1,0.132034132
Bungudu,Takali,0.093373861,0.093373861,436,295,2021,2,0.141568263
Bunkure,Gwarzo,0.052058822,0.052058822,71,365,2020,1,0.131515685
Bunkure,Gwarzo,0.061074506,0.061074506,436,295,2021,2,0.140531369
Bunza,Birnin Kebbi,0.121471623,0.121471623,71,365,2020,1,0.138407703
Bunza,Birnin Kebbi,0.137379326,0.137379326,436,295,2021,2,0.154315406
Bursari,Taura,0.038861292,0.038861292,71,365,2020,1,0.130111292
Bursari,Taura,0.046472583,0.046472583,436,295,2021,2,0.137722583
Buruku,Keana,0.055807192,0.055807192,71,365,2020,1,0.128307183
Buruku,Keana,0.061614375,0.061614375,436,295,2021,2,0.134114365
Burutu,Isoko South,0.032220768,0.032220768,71,365,2020,1,0.124321708
Burutu,Isoko South,0.034042476,0.034042476,436,295,2021,2,0.126143416
Bwari,Giwa,0.047806364,0.047806364,71,365,2020,1,0.131739128
Bwari,Giwa,0.057045492,0.057045492,436,295,2021,2,0.140978256
Calabar South,Nsit Ubium,0.085865209,0.085865209,71,365,2020,1,0.133933269
Calabar South,Nsit Ubium,0.097298478,0.097298478,436,295,2021,2,0.145366538
Calabar-Municipal,Nsit Ubium,0.086368188,0.086368188,71,365,2020,1,0.133933269
Calabar-Municipal,Nsit Ubium,0.097801457,0.097801457,436,295,2021,2,0.145366538
Chanchaga,Keana,0.103048561,0.103048561,71,365,2020,1,0.128307183
Chanchaga,Keana,0.108855744,0.108855744,436,295,2021,2,0.134114365
Charanchi,Rimi,0.03213397,0.03213397,71,365,2020,1,0.128318181
Charanchi,Rimi,0.037952151,0.037952151,436,295,2021,2,0.134136362
Chibok,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Chibok,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Chikun,Soba,0.005545625,0.005545625,71,365,2020,1,0.122921952
Chikun,Soba,0.005967577,0.005967577,436,295,2021,2,0.123343904
Dala,Alkaleri,0.222522231,0.222522231,71,365,2020,1,0.132510679
Dala,Alkaleri,0.23253291,0.23253291,436,295,2021,2,0.142521358
Damaturu,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Damaturu,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Damban,Darazo,0.089083093,0.089083093,71,365,2020,1,0.128249759
Damban,Darazo,0.094832852,0.094832852,436,295,2021,2,0.133999519
Dambatta,Babura,0.099737868,0.099737868,71,365,2020,1,0.138904535
Dambatta,Babura,0.116142402,0.116142402,436,295,2021,2,0.155309069
Damboa,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Damboa,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Dan Musa,Rimi,0.058317074,0.058317074,71,365,2020,1,0.128318181
Dan Musa,Rimi,0.064135255,0.064135255,436,295,2021,2,0.134136362
Dandi,Birnin Kebbi,0.103184061,0.103184061,71,365,2020,1,0.138407703
Dandi,Birnin Kebbi,0.119091764,0.119091764,436,295,2021,2,0.154315406
Dandume,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Dandume,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Dange-Shnsi,Gawabawa,0.034319477,0.034319477,71,365,2020,1,0.125569477
Dange-Shnsi,Gawabawa,0.037388953,0.037388953,436,295,2021,2,0.128638953
Danja,Giwa,0.041866211,0.041866211,71,365,2020,1,0.131739128
Danja,Giwa,0.051105339,0.051105339,436,295,2021,2,0.140978256
Darazo,Darazo,0.046037912,0.046037912,71,365,2020,1,0.128249759
Darazo,Darazo,0.051787672,0.051787672,436,295,2021,2,0.133999519
Dass,Alkaleri,0.068542567,0.068542567,71,365,2020,1,0.132510679
Dass,Alkaleri,0.078553246,0.078553246,436,295,2021,2,0.142521358
Daura,Babura,0.066962145,0.066962145,71,365,2020,1,0.138904535
Daura,Babura,0.083366679,0.083366679,436,295,2021,2,0.155309069
Dawakin Kudu,Gwarzo,0.077197503,0.077197503,71,365,2020,1,0.131515685
Dawakin Kudu,Gwarzo,0.086213188,0.086213188,436,295,2021,2,0.140531369
Dawakin Tofa,Taura,0.053065837,0.053065837,71,365,2020,1,0.130111292
Dawakin Tofa,Taura,0.060677129,0.060677129,436,295,2021,2,0.137722583
Degema,Ahoada West,0.067128522,0.067128522,71,365,2020,1,0.127128522
Degema,Ahoada West,0.071757043,0.071757043,436,295,2021,2,0.131757043
Dekina,Owan East,0.058180035,0.058180035,71,365,2020,1,0.133105595
Dekina,Owan East,0.06878563,0.06878563,436,295,2021,2,0.143711189
Demsa,Alkaleri,0.185507391,0.185507391,71,365,2020,1,0.132510679
Demsa,Alkaleri,0.19551807,0.19551807,436,295,2021,2,0.142521358
Dikwa,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Dikwa,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Doguwa,Giwa,0.041847824,0.041847824,71,365,2020,1,0.131739128
Doguwa,Giwa,0.051086952,0.051086952,436,295,2021,2,0.140978256
Doma,Keana,0.050103986,0.050103986,71,365,2020,1,0.128307183
Doma,Keana,0.055911168,0.055911168,436,295,2021,2,0.134114365
Donga,Keana,0.077037084,0.077037084,71,365,2020,1,0.128307183
Donga,Keana,0.082844267,0.082844267,436,295,2021,2,0.134114365
Dukku,Darazo,0.034342528,0.034342528,71,365,2020,1,0.128249759
Dukku,Darazo,0.040092288,0.040092288,436,295,2021,2,0.133999519
Dunukofia,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
Dunukofia,Uzo-Uwani,0.140156604,0.140156604,436,295,2021,2,0.157608483
Dutse,Takali,0.046656141,0.046656141,71,365,2020,1,0.132034132
Dutse,Takali,0.056190273,0.056190273,436,295,2021,2,0.141568263
Dutsi,Rimi,0.063510489,0.063510489,71,365,2020,1,0.128318181
Dutsi,Rimi,0.06932867,0.06932867,436,295,2021,2,0.134136362
Dutsin-Ma,Rimi,0.058317074,0.058317074,71,365,2020,1,0.128318181
Dutsin-Ma,Rimi,0.064135255,0.064135255,436,295,2021,2,0.134136362
Eastern Obolo,Nsit Ubium,0.161433269,0.161433269,71,365,2020,1,0.133933269
Eastern Obolo,Nsit Ubium,0.172866538,0.172866538,436,295,2021,2,0.145366538
Ebonyi,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Ebonyi,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Edati,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Edati,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Ede North,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ede North,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Ede South,Akinyele,0.045725043,0.045725043,71,365,2020,1,0.129493485
Ede South,Akinyele,0.052718528,0.052718528,436,295,2021,2,0.136486969
Edu,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Edu,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Efon-Alayee,Oke-Ero,0.069446044,0.069446044,71,365,2020,1,0.130236147
Efon-Alayee,Oke-Ero,0.077182191,0.077182191,436,295,2021,2,0.137972294
Egbado North,Owan East,0.080341289,0.080341289,71,365,2020,1,0.133105595
Egbado North,Owan East,0.090946884,0.090946884,436,295,2021,2,0.143711189
Egbado South,Uzo-Uwani,0.122602363,0.122602363,71,365,2020,1,0.140054241
