,adm1,LGA,smc_plan1,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
284,Kano,Gezawa,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
285,Kano,Gwale,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,5
286,Kano,Gwale,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,5
287,Kano,Gwale,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,5
288,Kano,Gwale,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,5
289,Kano,Gwarzo,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
290,Kano,Gwarzo,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
291,Kano,Gwarzo,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
292,Kano,Gwarzo,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
293,Kano,Kabo,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
294,Kano,Kabo,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
295,Kano,Kabo,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
296,Kano,Kabo,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
297,Kano,Kano Municipal,SMC,Alkaleri,july,186,2020,1,-1,1,0.6,5
298,Kano,Kano Municipal,SMC,Alkaleri,july,216,2020,2,-1,1,0.6,5
299,Kano,Kano Municipal,SMC,Alkaleri,july,246,2020,3,-1,1,0.6,5
300,Kano,Kano Municipal,SMC,Alkaleri,july,276,2020,4,-1,1,0.6,5
301,Kano,Karaye,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
302,Kano,Karaye,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
303,Kano,Karaye,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
304,Kano,Karaye,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
305,Kano,Kibiya,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
306,Kano,Kibiya,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
307,Kano,Kibiya,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
308,Kano,Kibiya,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
309,Kano,Kiru,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
310,Kano,Kiru,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
311,Kano,Kiru,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
312,Kano,Kiru,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
313,Kano,Kumbotso,SMC,Taura,july,186,2020,1,-1,1,0.6,5
314,Kano,Kumbotso,SMC,Taura,july,216,2020,2,-1,1,0.6,5
315,Kano,Kumbotso,SMC,Taura,july,246,2020,3,-1,1,0.6,5
316,Kano,Kumbotso,SMC,Taura,july,276,2020,4,-1,1,0.6,5
317,Kano,Kunchi,SMC,Babura,may,131,2020,1,-1,1,0.6,5
318,Kano,Kunchi,SMC,Babura,may,161,2020,2,-1,1,0.6,5
319,Kano,Kunchi,SMC,Babura,may,191,2020,3,-1,1,0.6,5
320,Kano,Kunchi,SMC,Babura,may,221,2020,4,-1,1,0.6,5
321,Kano,Kura,SMC,Gwarzo,august,223,2020,1,-1,1,0.6,5
322,Kano,Kura,SMC,Gwarzo,august,253,2020,2,-1,1,0.6,5
323,Kano,Kura,SMC,Gwarzo,august,283,2020,3,-1,1,0.6,5
324,Kano,Kura,SMC,Gwarzo,august,313,2020,4,-1,1,0.6,5
325,Kano,Madobi,SMC,Taura,july,186,2020,1,-1,1,0.6,5
326,Kano,Madobi,SMC,Taura,july,216,2020,2,-1,1,0.6,5
327,Kano,Madobi,SMC,Taura,july,246,2020,3,-1,1,0.6,5
328,Kano,Madobi,SMC,Taura,july,276,2020,4,-1,1,0.6,5
329,Kano,Makoda,SMC,Babura,may,131,2020,1,-1,1,0.6,5
330,Kano,Makoda,SMC,Babura,may,161,2020,2,-1,1,0.6,5
331,Kano,Makoda,SMC,Babura,may,191,2020,3,-1,1,0.6,5
