LGA_nu,LGA,repDS,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate
Mobbar,Mobbar,Babura,0.493776459,0.450878353,0.474307234,0.56222709,0.814938687,0.716736078
Mokwa,Mokwa,Oke-Ero,0.453568073,0.245256575,0.232270097,0.433460148,0.422191007,0.477717867
Monguno,Monguno,Babura,0.717584416,0.651199027,0.639332017,0.715626442,0.734824367,0.682872976
Mopa-Muro,Mopa-Muro,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.291856976,0.370880339
Moro,Moro,Oke-Ero,0.208333333,0.25,0.108108108,0.2,0.336971467,0.407959544
Mubi North,Mubi North,Darazo,0.337183006,0.375322672,0.325618543,0.360855615,0.698641529,0.665027176
Mubi South,Mubi South,Darazo,0.395320489,0.421511053,0.491295171,0.42711917,0.692375167,0.661769417
Musawa,Musawa,Gwarzo,0.758070431,0.589424132,0.517838492,0.685483475,0.831548285,0.722835449
Mushin,Mushin,Isoko South,0.121620751,0.14988435,0.0713975,0.048112926,0.475938767,0.520071762
Muya,Muya,Giwa,0.488372093,0.166666667,0.035714286,0.394366197,0.602049914,0.60929501
Nafada,Nafada,Alkaleri,0.480470832,0.387279203,0.271401175,0.718152909,0.699548844,0.665494757
Nangere,Nangere,Darazo,0.364864865,0.147058824,0.166666667,0.301204819,0.80170709,0.711658449
Nasarawa1,Nasarawa1,Alkaleri,0.758102767,0.625652174,0.592108085,0.612633102,0.596034944,0.605439633
Nasarawa2,Nasarawa2,Keana,0.656017976,0.461261583,0.483376965,0.64975546,0.379114078,0.442674871
Nasarawa-Eggon,Nasarawa-Eggon,Alkaleri,0.692307692,0.666666667,0.620689655,0.658536585,0.497648158,0.536568319
Ndokwa East,Ndokwa East,Ahoada West,0.416666667,0.307692308,0.214285714,0.366666667,0.258105917,0.343545804
Ndokwa West,Ndokwa West,Isoko South,0.631578947,0.5,0.470588235,0.321428571,0.26790329,0.351427873
Nembe,Nembe,Ahoada West,0.615384615,0.555555556,0.35,0.528301887,0.273335383,0.35581817
Ngala,Ngala,Taura,0.749295991,0.646893034,0.603650819,0.767208089,0.627405037,0.625059413
Nganzai,Nganzai,Gawabawa,0.541896854,0.352734644,0.28107122,0.599523849,0.772011267,0.699533384
Ngaski,Ngaski,Owan East,0.967346939,0.876599634,0.68161435,0.859334625,0.50355318,0.540983781
Ngor-Okpala,Ngor-Okpala,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.247389039,0.334983127
Nguru,Nguru,Taura,0.684210526,0.37037037,0.458333333,0.738095238,0.638131481,0.63148795
Ningi,Ningi,Takali,0.599580132,0.317186346,0.365245735,0.69904886,0.6738636,0.651854983
Njaba,Njaba,Ngor-Okpala,0.304424538,0.086561791,0.036011103,0.032867537,0.25554311,0.341492273
Njikoka,Njikoka,Uzo-Uwani,0.285714286,0.16700485,0.195035427,0.150182471,0.436915256,0.489504274
Nkanu East,Nkanu East,Owan East,0.559380035,0.306545916,0.262474999,0.394325816,0.414364125,0.471406566
Nkanu West,Nkanu West,Uzo-Uwani,0.210526316,0.1,0.160050482,0.106060606,0.464287853,0.511059551
Nkwerre,Nkwerre,Ngor-Okpala,0.222012635,0.104956786,0.219305704,0.182582974,0.404085994,0.463076205
Nnewi North,Nnewi North,Oru West,0.252890955,0.225946586,0.152765099,0.217649894,0.308642745,0.38462961
Nnewi South,Nnewi South,Oru West,0.384363006,0.428571429,0.244666354,0.251257319,0.303374646,0.380306319
Nsit Atai,Nsit Atai,Nsit Ubium,0.33446468,0.294193051,0.202569073,0.227821791,0.243345201,0.331769618
Nsit Ibom,Nsit Ibom,Nsit Ubium,0.2,0.076923077,0.202569073,0.169230769,0.357951303,0.425264532
Nsit Ubium,Nsit Ubium,Nsit Ubium,0.294117647,0.545454545,0.136363636,0.293103448,0.247213687,0.334843575
Nsukka,Nsukka,Uzo-Uwani,0.38611887,0.308084027,0.130108738,0.221830526,0.391481406,0.452803528
Numan,Numan,Alkaleri,0.833333333,0.4375,0.368421053,0.611111111,0.518273564,0.55184819
Nwangele,Nwangele,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909,0.427322485,0.481838967
Obafemi-Owode,Obafemi-Owode,Owan East,0.539050749,0.48770825,0.308850416,0.391735404,0.396257357,0.456702555
Obanliku,Obanliku,Obubra,0.882352941,0.842105263,0.75,0.703703704,0.445798859,0.496554243
Obi Nwa,Obi Nwa,Ngor-Okpala,0.3,0.466666667,0.318181818,0.34375,0.339144556,0.409752288
Obi1,Obi1,Keana,0.508873086,0.36051872,0.345747474,0.443661769,0.390472194,0.451978665
Obi2,Obi2,Keana,0.823529412,0.85,0.294117647,0.8,0.47867099,0.522169724
Obia-Akpor,Obia/Akpor,Ahoada West,0.255492555,0.193917311,0.191891516,0.248023911,0.214169292,0.308907738
Obokun,Obokun,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.323000927,0.396441237
Obot Akara,Obot Akara,Ngor-Okpala,0.352941176,0.444444444,0.230769231,0.298245614,0.376065149,0.440171735
Obowo,Obowo,Ngor-Okpala,0.04616033,0.075746025,0.067782444,0.145227952,0.461408625,0.508816551
Obubra,Obubra,Obubra,0.674772031,0.704081635,0.539772723,0.587939693,0.444533155,0.495552804
Obudu,Obudu,Obubra,0.647208055,0.594090851,0.548608298,0.560815073,0.438167494,0.490500973
Odeda,Odeda,Oke-Ero,0.823529412,0.454545455,0.3,0.5,0.380143878,0.44351983
Odigbo,Odigbo,Akinyele,0.681747006,0.659805784,0.531692306,0.603978194,0.423307719,0.478615868
Odogbolu,Odogbolu,Owan East,0.4,0.333333333,0.666666667,0.255813953,0.402893026,0.462106458
Odo-Otin,Odo-Otin,Oke-Ero,0.348131854,0.487897644,0.259816091,0.303001986,0.424052511,0.479214434
Odukpani,Odukpani,Ngor-Okpala,0.341531595,0.210471194,0.048749998,0.308634786,0.447918712,0.498229176
Offa,Offa,Akinyele,0.243887332,0.268292669,0.286452093,0.303979904,0.350724749,0.419305771
Ofu,Ofu,Owan East,0.540084421,0.414473633,0.407294799,0.568438009,0.33495597,0.406296962
Ogbadibo,Ogbadibo,Owan East,0.464431748,0.418946669,0.343821936,0.380122437,0.336392711,0.407482111
Ogba-Egbema-Ndoni,Ogba/Egbema/Ndoni,Ahoada West,0.399508815,0.156078347,0.117017556,0.140913141,0.223868267,0.316440728
Ogbaru,Ogbaru,Ahoada West,0.346153846,0.266666667,0.363636364,0.220588235,0.230996863,0.322021221
Ogbia,Ogbia,Ahoada West,0.279080839,0.195282068,0.099086898,0.168082691,0.381331283,0.44449378
Ogbomosho North,Ogbomosho North,Akinyele,0.378056084,0.444615416,0.408676299,0.388909059,0.277526963,0.359214893
Ogbomosho South,Ogbomosho South,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.343621306,0.413445748
Ogo Oluwa,Ogo Oluwa,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.439422178,0.491498674
Ogoja,Ogoja,Obubra,0.482802547,0.54187192,0.533333333,0.462743438,0.439863497,0.491849375
Ogori-Mangongo,Ogori/Mangongo,Owan East,0.464431748,0.418946669,0.343821936,0.380122437,0.310733482,0.386347145
Ogu-Bolo,Ogu/Bolo,Nsit Ubium,0.33446468,0.294193051,0.202569073,0.227821791,0.295928591,0.374208023
Ogun waterside,Ogun waterside,Owan East,0.464431748,0.418946669,0.343821936,0.380122437,0.440646451,0.492471268
Oguta,Oguta,Oru West,0.35483871,0.333333333,0.24,0.294117647,0.21360058,0.308468253
Ohafia,Ohafia,Ngor-Okpala,0.182997461,0.109757356,0.143886995,0.184305851,0.433165676,0.486514324
Ohaji-Egbema,Ohaji/Egbema,Oru West,0.261863148,0.095878891,0.096041132,0.150670666,0.230681852,0.321773866
Ohaozara,Ohaozara,Obubra,0.727416794,0.717607948,0.722082809,0.655497383,0.422916581,0.478301408
Ohaukwu,Ohaukwu,Owan East,0.375,0.5,0.483870968,0.446428571,0.40041459,0.460090005
Ohimini,Ohimini,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.349595567,0.418374369
Oji-River,Oji-River,Oru West,0.086956522,0.225946586,0.055555556,0.038961039,0.407484101,0.465835335
Ojo,Ojo,Isoko South,0.278301893,0.289831061,0.147221679,0.192058757,0.435361631,0.488266396
Oju,Oju,Oke-Ero,0.623814125,0.399359141,0.386233941,0.415949169,0.409720848,0.467648858
Oke-Ero,Oke-Ero,Oke-Ero,0.133333333,0.090909091,0.210526316,0.208333333,0.328086235,0.400631968
Okehi,Okehi,Owan East,0.75,0.571428571,0.333333333,0.512820513,0.293031638,0.371839834
Okene,Okene,Owan East,0.516561461,0.448181307,0.306656436,0.491094608,0.275677686,0.357715363
Okigwe,Okigwe,Ngor-Okpala,0.24,0.192307692,0.068181818,0.101449275,0.46132433,0.508750791
Okitipupa,Okitipupa,Owan East,0.418949214,0.290723381,0.270402164,0.376401525,0.400233097,0.459942251
Okobo,Okobo,Nsit Ubium,0.3,0.222222222,0.454545455,0.290909091,0.269257198,0.352520839
Okpe,Okpe,Isoko South,0.333333333,0.166666667,0.148148148,0.266666667,0.176806986,0.280610706
Okpokwu,Okpokwu,Akinyele,0.484848485,0.133333333,0.142857143,0.34375,0.347201019,0.416399046
Okrika,Okrika,Nsit Ubium,0.457985388,0.349969054,0.074590824,0.193130855,0.2595175,0.34467839
Olamabolo,Olamabolo,Owan East,0.36041507,0.629779202,0.288515541,0.315320738,0.317039805,0.391533051
Ola-oluwa,Ola-oluwa,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.43559805,0.488454858
Olorunda,Olorunda,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.431272633,0.485001715
Olorunsogo,Olorunsogo,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.414397427,0.471433482
Oluyole,Oluyole,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.288412035,0.36806908
Omala,Omala,Keana,0.122571401,0.032353346,0.182721127,0.20689111,0.455368605,0.504091735
Omumma,Omumma,Ngor-Okpala,0.146245584,0.160250289,0.110463687,0.194673955,0.307313641,0.383538256
Ona-Ara,Ona-Ara,Akinyele,0.43481825,0.392030997,0.310573478,0.377487976,0.28722207,0.36709896
Ondo East,Ondo East,Akinyele,0.642857143,0.454545455,0.538461538,0.759259259,0.359070133,0.426186667
Ondo West,Ondo West,Akinyele,0.693629478,0.559531249,0.420098786,0.5171677,0.391888362,0.453136055
Onicha,Onicha,Obubra,0.674363328,0.706345041,0.57082199,0.662857148,0.407479271,0.465831417
Onitsha North,Onitsha North,Uzo-Uwani,0.03030303,0.224106265,0.160050482,0.029850746,0.382531956,0.445478249
Onitsha South,Onitsha South,Uzo-Uwani,0.276486564,0.224106265,0.047619048,0.015151515,0.368656397,0.434081069
Onna,Onna,Nsit Ubium,0.415362737,0.411823643,0.219786096,0.410602704,0.191877243,0.291878138
Opobo-Nkoro,Opobo/Nkoro,Nsit Ubium,0.602010979,0.442883908,0.447329865,0.289477492,0.188571483,0.289388868
Oredo,Oredo,Uzo-Uwani,0.408607556,0.324212256,0.228866773,0.318484301,0.382076571,0.445104909
Orelope,Orelope,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.392367103,0.45352717
Orhionmwon,Orhionmwon,Uzo-Uwani,0.25178341,0.296366685,0.275456393,0.242035061,0.335936711,0.407105953
Ori Ire,Ori Ire,Oke-Ero,0.25,0.3,0.238095238,0.418181818,0.343662506,0.41347974
Oriade,Oriade,Oke-Ero,0.105263158,0.104201982,0.03949059,0.09244473,0.408517869,0.466673765
Orlu,Orlu,Oru West,0.260869565,0.125,0.133333333,0.157303371,0.36849761,0.433950418
Orolu,Orolu,Oke-Ero,0.424911632,0.346846816,0.212690927,0.317622076,0.499090523,0.537649782
Oron,Oron,Nsit Ubium,0.066666667,0.294193051,0.2,0.25,0.308094501,0.384179387
Orsu,Orsu,Oru West,0.257919839,0.364935574,0.328369299,0.243362921,0.258149058,0.343580402
Oru East,Oru East,Oru West,0.052631579,0.222222222,0.227272727,0.166666667,0.187100101,0.288284046
Oru West,Oru West,Oru West,0.272736387,0.333250624,0.207451519,0.346218903,0.176205894,0.28016566
Oruk Anam,Oruk Anam,Nsit Ubium,0.345323717,0.431578963,0.239130379,0.284408547,0.312496984,0.387796568
Orumba North,Orumba North,Oru West,0.254172856,0.159451365,0.102097342,0.110652484,0.403508225,0.462606614
Orumba South,Orumba South,Oru West,0.252890955,0.225946586,0.152765099,0.217649894,0.438379079,0.490669288
Ose,Ose,Owan East,0.6772655,0.615682482,0.615079366,0.571626617,0.341879574,0.412008749
Oshimili North,Oshimili North,Uzo-Uwani,0.276486564,0.224106265,0.160050482,0.188842186,0.34095855,0.41124887
Oshimili South,Oshimili South,Uzo-Uwani,0.375,0.444444444,0.166666667,0.37254902,0.3079518,0.384062211
Oshodi-Isolo,Oshodi-Isolo,Uzo-Uwani,0.13028846,0.078841517,0.160050482,0.044036018,0.465655625,0.512122932
Osisioma Ngwa,Osisioma Ngwa,Ngor-Okpala,0.264705882,0.2,0.130434783,0.333333333,0.3223721,0.395923243
Osogbo,Osogbo,Owan East,0.247452907,0.2,0.155639397,0.317641643,0.402576327,0.461848924
Oturkpo,Oturkpo,Owan East,0.665504672,0.504148738,0.437773746,0.495138587,0.406479871,0.465020433
Ovia North East,Ovia North East,Owan East,0.363636364,0.3,0.166666667,0.375,0.337624396,0.408498179
Ovia South West,Ovia South West,Akinyele,0.631147615,0.384615397,0.516129069,0.518817183,0.363545715,0.429873962
Owan East,Owan East,Owan East,0.37037037,0.25,0.25,0.372093023,0.315089802,0.389928709
Owan West,Owan West,Owan East,0.151941644,0.138882972,0.214010569,0.387601876,0.389346565,0.451058274
Owerri North,Owerri North,Ngor-Okpala,0.619047619,0.666666667,0.526315789,0.607843137,0.244109669,0.332376349
Owerri West,Owerri West,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909,0.204213478,0.301251273
Owerri-Municipal,Owerri-Municipal,Oru West,0.8125,0.75,0.916666667,0.585714286,0.197408696,0.296064867
Owo,Owo,Owan East,0.730592434,0.745756536,0.533431942,0.601262243,0.289251141,0.368753461
Oye,Oye,Oke-Ero,0.245703847,0.209197195,0.036515435,0.143266993,0.299868816,0.377433124
Oyi,Oyi,Uzo-Uwani,0.22643074,0.060150372,0.033836856,0.101360915,0.387377598,0.449447388
Oyigbo,Oyigbo,Nsit Ubium,0.333333333,0.294193051,0.0625,0.152173913,0.27812843,0.359702918
Oyo East,Oyo East,Akinyele,0.222222222,0.142857143,0.277777778,0.257575758,0.47806867,0.521707747
Oyo West,Oyo West,Akinyele,0.454545455,0.142857143,0.05,0.234042553,0.423437594,0.478720265
Oyun,Oyun,Oke-Ero,0.411474907,0.116692039,0.26626085,0.369624561,0.379244204,0.442781654
Pailoro,Pailoro,Oke-Ero,0.232081151,0.111427771,0.111189888,0.215628656,0.511626287,0.546967894
Pankshin,Pankshin,Alkaleri,0.217219582,0.189659539,0.26875978,0.281852219,0.526813534,0.558053877
Patani,Patani,Isoko South,0.489620759,0.569279466,0.528683068,0.357097751,0.156971919,0.266110793
Pategi,Pategi,Oke-Ero,0.764705882,0.4,0.222222222,0.755102041,0.318277299,0.392551518
Port-Harcourt,Port-Harcourt,Ahoada West,0.238711516,0.2946257,0.330645146,0.205550909,0.218124383,0.311971015
Potiskum,Potiskum,Darazo,0.585939966,0.429924145,0.394835359,0.513146014,0.756968245,0.692995272
Qua'an Pan,Qua'an Pan,Keana,0.373816153,0.283542035,0.231385107,0.347472741,0.569366691,0.587826633
Rabah,Rabah,Gawabawa,0.365853659,0.166666667,0.170212766,0.582278481,0.793430134,0.708381434
Rafi,Rafi,Oke-Ero,0.453310856,0.38809097,0.286600197,0.460372282,0.550360117,0.574772763
Rano,Rano,Gwarzo,0.885714286,0.769230769,0.65,0.855072464,0.827920103,0.721528803
Remo North,Remo North,Owan East,0.588235294,0.333333333,0.343821936,0.195652174,0.322328246,0.39588712
Rijau,Rijau,Alkaleri,0.484534717,0.96875,0.638888889,0.984615385,0.589881947,0.601450652
Rimi,Rimi,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.681368316,0.655926771
Rimin Gado,Rimin Gado,Gwarzo,0.705952781,0.606857993,0.508646207,0.693592607,0.821146228,0.719050977
Ringim,Ringim,Taura,0.828571429,0.95,0.846153846,0.970149254,0.733954558,0.682463107
Riyom,Riyom,Soba,0.64,0.642857143,0.714285714,0.464285714,0.581840921,0.596169578
Rogo,Rogo,Gwarzo,0.87804878,0.666666667,0.576923077,0.887096774,0.768098821,0.697858927
Roni,Roni,Babura,0.717584416,0.651199027,0.639332017,0.715626442,0.684763375,0.657745318
Sabon Birni,Sabon Birni,Gawabawa,0.738132088,0.461368656,0.342557519,0.791720571,0.753753181,0.691562668
Sabon-Gari,Sabon-Gari,Soba,0.607866755,0.354691675,0.361975754,0.374085897,0.655108883,0.641366645
Sabuwa,Sabuwa,Giwa,0.363636364,0.36,0.266666667,0.566666667,0.595830662,0.605307927
Safana,Safana,Babura,0.952380952,0.852941176,0.882352941,0.942028986,0.597825124,0.60659165
Sagbama,Sagbama,Ahoada West,0.231956133,0.226313895,0.173679613,0.205364027,0.219154854,0.312771086
Sakaba,Sakaba,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113,0.671709859,0.650673231
Saki East,Saki East,Oke-Ero,0.256501549,0.198962469,0.053177693,0.419861008,0.45017239,0.500006612
Saki West,Saki West,Akinyele,0.393841171,0.413092568,0.347480103,0.463219228,0.443453887,0.494698068
Sandamu,Sandamu,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.756649451,0.692853778
Sanga,Sanga,Soba,0.7,0.541666667,0.75,0.508196721,0.447246758,0.49769857
Sapele,Sapele,Isoko South,0.335412085,0.218260693,0.274587058,0.349576812,0.293983111,0.37261735
Sardauna,Sardauna,Oru West,0.036710873,0.025877755,0.015378114,0.056807141,0.281154575,0.362160557
Shagamu,Shagamu,Uzo-Uwani,0.288248311,0.254403105,0.168918903,0.203706057,0.440001033,0.491958645
Shagari,Shagari,Birnin Kebbi,0.52,0.333333333,0.527777778,0.740740741,0.765427371,0.696705129
Shanga,Shanga,Birnin Kebbi,0.973684211,0.814814815,0.697674419,0.714285714,0.602629245,0.609664023
Shani,Shani,Alkaleri,0.484534717,0.381738609,0.338571783,0.497522113,0.675999756,0.653021266
Shanono,Shanono,Gwarzo,0.705952781,0.606857993,0.508646207,0.693592607,0.799731381,0.710883327
Shelleng,Shelleng,Darazo,0.364360702,0.294522122,0.31610634,0.366244989,0.58914423,0.600969346
Shendam,Shendam,Keana,0.314996096,0.143340498,0.189678365,0.265435073,0.510631455,0.546233826
Shinkafi,Shinkafi,Rimi,0.571428571,0.322580645,0.255813953,0.681818182,0.80839035,0.714247715
Shira,Shira,Takali,0.781774613,0.55818179,0.45037035,0.758869912,0.742991291,0.686675947
Shiroro,Shiroro,Oke-Ero,0.265165379,0.181315656,0.285587031,0.294412917,0.564594834,0.584587609
Shomgom,Shomgom,Alkaleri,0.528795842,0.400231178,0.481615342,0.835300207,0.393550536,0.454493674
Shomolu,Shomolu,Isoko South,0.3,0.2,0.17817353,0.078125,0.475867815,0.520017201
Silame,Silame,Gawabawa,0.709677419,0.692307692,0.7,0.948717949,0.766165395,0.697024733
Soba,Soba,Soba,0.843427297,0.749648955,0.739366889,0.67322227,0.582055388,0.596311426
Sokoto North,Sokoto North,Gawabawa,0.404509205,0.271187727,0.284439847,0.557486971,0.778619091,0.702320289
Sokoto South,Sokoto South,Birnin Kebbi,0.462122758,0.374430593,0.404363962,0.684160645,0.80984662,0.71480524
Song,Song,Darazo,0.481299215,0.567045456,0.489233428,0.494332723,0.551949619,0.575879905
Southern Ijaw,Southern Ijaw,Ahoada West,0.229416799,0.190161179,0.205909014,0.268609718,0.300385456,0.377856327
Suleja,Suleja,Giwa,0.412932782,0.3,0.156546892,0.235180818,0.574948442,0.59158217
Sule-Tankarkar,Sule-Tankarkar,Babura,0.921568627,0.833333333,0.862068966,0.941176471,0.751666281,0.690626067
Sumaila,Sumaila,Takali,0.837837838,0.655172414,0.212121212,0.671641791,0.700387319,0.665925938
Suru,Suru,Birnin Kebbi,0.93877551,0.806451613,0.527777778,0.819444444,0.607478923,0.612737045
Surulere1,Surulere1,Oke-Ero,0.03442095,0.036336121,0.013773319,0.027144489,0.464358896,0.511114818
Surulere2,Surulere2,Oke-Ero,0.157894737,0.444444444,0.4375,0.355932203,0.412184156,0.469643564
Tafa,Tafa,Oke-Ero,0.606060606,0.52,0.34375,0.46031746,0.544339269,0.570554
Tafawa-Balewa,Tafawa-Balewa,Alkaleri,0.461421544,0.263822992,0.171341493,0.42448662,0.531148459,0.561175608
Tai,Tai,Nsit Ubium,0.139534877,0.155405389,0.112765959,0.123642053,0.305338962,0.381917564
Takali,Takali,Takali,0.678756292,0.561025491,0.694047979,0.677809015,0.795192474,0.709085745
Takum,Takum,Keana,0.351704909,0.347428556,0.220457908,0.290336882,0.408710545,0.466829983
Talata Mafara,Talata Mafara,Darazo,0.493658506,0.228289256,0.141540684,0.569468183,0.728240789,0.679747419
Tambuwal,Tambuwal,Birnin Kebbi,0.655906915,0.46118628,0.565238128,0.808849393,0.771427002,0.699284483
Tangaza,Tangaza,Gawabawa,0.541896854,0.352734644,0.28107122,0.599523849,0.75519424,0.692206336
Tarauni,Tarauni,Alkaleri,0.510791322,0.580469168,0.39707834,0.493405235,0.628535688,0.625743826
Tarka,Tarka,Keana,0.88,0.583333333,0.782608696,0.716666667,0.339520975,0.410062837
Tarmua,Tarmua,Rimi,0.732019322,0.592426281,0.525823573,0.685107348,0.741653475,0.686058597
Taura,Taura,Taura,0.822222222,0.769230769,0.620689655,0.841269841,0.802187286,0.711846173
Tofa,Tofa,Taura,0.75,0.55,0.42,0.784810127,0.825591067,0.720682508
Toro,Toro,Giwa,0.481885111,0.255012033,0.242007543,0.632073731,0.625332185,0.623800515
Toto,Toto,Keana,0.665760191,0.576987785,0.491463825,0.630641004,0.39100856,0.452417095
Toungo,Toungo,Keana,0.433333333,0.357142857,0.454545455,0.295081967,0.383744468,0.446472042
Tsafe,Tsafe,Takali,0.53209981,0.123542428,0.209375482,0.5975451,0.751053987,0.690350267
Tsanyawa,Tsanyawa,Gwarzo,0.914893617,0.652173913,0.611111111,0.873015873,0.716116255,0.673850382
Tudun Wada,Tudun Wada,Gwarzo,0.593939372,0.486304143,0.291187144,0.506036979,0.765017665,0.696527424
Tureta,Tureta,Birnin Kebbi,0.545499786,0.236689636,0.276186409,0.602619501,0.792046748,0.70782607
Udenu,Udenu,Uzo-Uwani,0.218782976,0.170819671,0.028096039,0.175444736,0.38139738,0.444547985
Udi,Udi,Uzo-Uwani,0.3040081,0.253926617,0.162436058,0.258933681,0.379547492,0.443030522
Udu,Udu,Isoko South,0.578947368,0.285714286,0.392857143,0.327272727,0.132665008,0.24889334
Udung Uko,Udung Uko,Nsit Ubium,0.33446468,0.294193051,0.202569073,0.227821791,0.232099503,0.322887578
Ughelli North,Ughelli North,Isoko South,0.190181401,0.12316324,0.039430875,0.130051453,0.187814216,0.288820013
Ughelli South,Ughelli South,Isoko South,0.498249426,0.48956742,0.224957721,0.182540209,0.146146999,0.258365504
Ugwunagbo,Ugwunagbo,Ngor-Okpala,0.142857143,0.142857143,0.277777778,0.076923077,0.311296946,0.386810187
Uhunmwonde,Uhunmwonde,Owan East,0.224944264,0.162064783,0.167862242,0.283756511,0.3888156,0.450623986
Ukanafun,Ukanafun,Nsit Ubium,0.265452627,0.285096449,0.102586479,0.139673943,0.340679142,0.41101835
Ukum,Ukum,Keana,0.402895063,0.341754412,0.408776947,0.277550274,0.383970395,0.446657171
Ukwa East,Ukwa East,Nsit Ubium,0.217391304,0.055555556,0.04,0.071428571,0.30363416,0.380519132
Ukwa West,Ukwa West,Nsit Ubium,0.33446468,0.294193051,0.202569073,0.227821791,0.294680951,0.373187786
Ukwuani,Ukwuani,Uzo-Uwani,0.266666667,0.1,0.058823529,0.217391304,0.33569314,0.406905033
Umuahia North,Umuahia North,Ngor-Okpala,0.133333333,0.266473717,0.2,0.175438596,0.451576154,0.501112024
Umuahia South,Umuahia South,Ngor-Okpala,0.190246395,0.219712762,0.165294373,0.278242778,0.48752647,0.528927156
Umu-Neochi,Umu-Neochi,Oru West,0.414834691,0.505751301,0.336016178,0.369315235,0.436597759,0.489251418
Ungogo,Ungogo,Taura,0.798303699,0.691283154,0.545649808,0.667878796,0.67144052,0.650525031
Unuimo,Unuimo,Ngor-Okpala,0.304424538,0.266473717,0.219305704,0.266910909,0.474438578,0.518917277
Uruan,Uruan,Nsit Ubium,0.33564019,0.30263162,0.215921543,0.260106819,0.401030149,0.460591042
Urue-Offong-Oruko,Urue-Offong/Oruko,Nsit Ubium,0.421052632,0.307692308,0.208333333,0.321428571,0.204236897,0.30126919
Ushongo,Ushongo,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.333533837,0.405123965
Ussa,Ussa,Oru West,0.115384615,0.225946586,0.152765099,0.075757576,0.406782856,0.46526634
Uvwie,Uvwie,Isoko South,0.294117647,0.368943463,0.238086574,0.153605817,0.128201894,0.245801456
Uyo,Uyo,Nsit Ubium,0.189887959,0.077486364,0.109020534,0.123168765,0.399966547,0.459725229
Uzo-Uwani,Uzo-Uwani,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.404737188,0.463605313
Vandeikya,Vandeikya,Oke-Ero,0.581193317,0.487317931,0.378051261,0.458639931,0.384252901,0.446888644
Wamako,Wamako,Gawabawa,0.419354839,0.454545455,0.416666667,0.410714286,0.797146263,0.709862406
Wamba,Wamba,Alkaleri,0.941176471,0.5,0.71875,0.819444444,0.418578169,0.474808309
Warawa,Warawa,Gwarzo,0.283018868,0.322580645,0.226415094,0.5,0.807358735,0.713851327
Warji,Warji,Takali,0.861111111,0.296296296,0.390243902,0.836363636,0.680001753,0.655190649
Warri North,Warri North,Owan East,0.606036701,0.471168493,0.487972817,0.429468134,0.22537172,0.317614669
Warri South,Warri South,Isoko South,0.351097037,0.450830272,0.38439152,0.345305595,0.150613557,0.261546529
Warri South West,Warri South West,Isoko South,0.428571429,0.428571429,0.2,0.685185185,0.13055915,0.247431724
Wasagu-Danko,Wasagu/Danko,Alkaleri,0.95,0.947368421,0.666666667,0.90625,0.603250653,0.610059384
Wase,Wase,Alkaleri,0.328671332,0.261467872,0.218855208,0.283783791,0.505206823,0.542214526
Wudil,Wudil,Gwarzo,0.711402805,0.593380607,0.459316669,0.739032014,0.764562514,0.696329773
Wukari,Wukari,Keana,0.42950465,0.303466465,0.252620506,0.355949278,0.400486685,0.460148695
Wurno,Wurno,Gawabawa,0.566000583,0.440460625,0.44933945,0.738449162,0.774541035,0.700606421
Wushishi,Wushishi,Oke-Ero,0.391788901,0.299429972,0.260379648,0.355121446,0.567422283,0.586509958
Yabo,Yabo,Gawabawa,0.652173913,0.5,0.424242424,0.822580645,0.745764844,0.687948856
Yagba East,Yagba East,Oke-Ero,0.529411765,0.6,0.375,0.535714286,0.291276571,0.370406416
Yagba West,Yagba West,Oke-Ero,0.25,0.5,0.5,0.517241379,0.304086126,0.380889805
Yakurr,Yakurr,Obubra,0.24258289,0.088757375,0.255827844,0.349943355,0.412760432,0.470109825
Yala,Yala,Oke-Ero,0.354784519,0.478395015,0.378736362,0.41809937,0.446939058,0.497455497
Yamaltu-Deba,Yamaltu/Deba,Alkaleri,0.352948378,0.312419728,0.151352523,0.634547765,0.541765398,0.568738538
Yankwashi,Yankwashi,Babura,0.906122861,0.769208941,0.818889593,0.939150636,0.686545172,0.658693878
