LGA,MapA_mix,llin_type,smc_LGA,repDS,peak,simday,year,round,duration,coverage_high_access,coverage_low_access,max_age
kaita,CM+IPTp+IRS+SMC,itn_pbo,smc,Rimi,march,1621,2024,4,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Aleiro,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Arewa-Dandi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Argungu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Augie,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Bagudo,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Birnin Kebbi,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Bunza,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Dandi,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Fakai,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Gwandu,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Jega,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Kalgo,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Koko-Besse,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Maiyama,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ngaski,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1646,2024,1,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1676,2024,2,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1706,2024,3,-1,0.8,0.2,5
Sakaba,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1736,2024,4,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Shanga,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Suru,CM+IPTp+LLINs+SMC,itn,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1646,2024,1,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1676,2024,2,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1706,2024,3,-1,0.8,0.2,5
Wasagu-Danko,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1736,2024,4,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1678,2024,1,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1708,2024,2,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1738,2024,3,-1,0.8,0.2,5
Yauri,CM+IPTp+IRS+SMC,itn_pbo,smc,Birnin Kebbi,august,1768,2024,4,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1646,2024,1,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1676,2024,2,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1706,2024,3,-1,0.8,0.2,5
Zuru,CM+IPTp+IRS+SMC,itn_pbo,smc,Alkaleri,july,1736,2024,4,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Adavi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ajaokuta,CM+IPTp+IRS+SMC,itn_pbo,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ankpa,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1678,2024,1,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1708,2024,2,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1738,2024,3,-1,0.8,0.2,5
Bassa1,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1768,2024,4,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Dekina,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1622,2024,1,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1652,2024,2,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1682,2024,3,-1,0.8,0.2,5
Ibaji,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1712,2024,4,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1622,2024,1,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1652,2024,2,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1682,2024,3,-1,0.8,0.2,5
Idah,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1712,2024,4,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1622,2024,1,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1652,2024,2,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1682,2024,3,-1,0.8,0.2,5
Igalamela-Odolu,CM+IPTp+LLINs+SMC,itn,smc,Uzo-Uwani,june,1712,2024,4,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Ijumu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Kabba-Bunu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,1678,2024,1,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,1708,2024,2,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,1738,2024,3,-1,0.8,0.2,5
Kogi,CM+IPTp+IRS+SMC,itn_pbo,smc,Keana,august,1768,2024,4,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1678,2024,1,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1708,2024,2,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1738,2024,3,-1,0.8,0.2,5
Lokoja,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1768,2024,4,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Mopa-Muro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ofu,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ogori-Mangongo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Okehi,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Okene,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Olamabolo,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1678,2024,1,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1708,2024,2,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1738,2024,3,-1,0.8,0.2,5
Omala,CM+IPTp+LLINs+SMC,itn,smc,Keana,august,1768,2024,4,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Yagba East,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Yagba West,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Asa,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Baruten,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Edu,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Ekiti,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Ifelodun1,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Ilorin East,CM+IPTp+UrbanLLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Ilorin South,CM+IPTp+LLINs+SMC,itn,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Ilorin West,CM+IPTp+UrbanLLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1531,2024,1,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1561,2024,2,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1591,2024,3,-1,0.8,0.2,5
Irepodun1,CM+IPTp+LLINs+SMC,itn,smc,Owan East,march,1621,2024,4,-1,0.8,0.2,5
Isin,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Isin,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Isin,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Isin,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Kaiama,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Kaiama,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Kaiama,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Kaiama,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Moro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Moro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Moro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Moro,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Offa,CM+IPTp+IRS+SMC,itn_pbo,smc,Akinyele,may,1587,2024,1,-1,0.8,0.2,5
Offa,CM+IPTp+IRS+SMC,itn_pbo,smc,Akinyele,may,1617,2024,2,-1,0.8,0.2,5
Offa,CM+IPTp+IRS+SMC,itn_pbo,smc,Akinyele,may,1647,2024,3,-1,0.8,0.2,5
Offa,CM+IPTp+IRS+SMC,itn_pbo,smc,Akinyele,may,1677,2024,4,-1,0.8,0.2,5
Oke-Ero,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Oke-Ero,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Oke-Ero,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
Oke-Ero,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1736,2024,4,-1,0.8,0.2,5
Oyun,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1646,2024,1,-1,0.8,0.2,5
Oyun,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1676,2024,2,-1,0.8,0.2,5
Oyun,CM+IPTp+IRS+SMC,itn_pbo,smc,Oke-Ero,july,1706,2024,3,-1,0.8,0.2,5
