,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,block_initial,round,peak,simday,MapA_mix,llin_type
28,Gireri,Darazo,2023,Gireri,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
29,Gombi,Alkaleri,2020,Gombi,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
30,Gombi,Alkaleri,2023,Gombi,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
31,Guyuk,Alkaleri,2020,Guyuk,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
32,Guyuk,Alkaleri,2023,Guyuk,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
33,Hong,Darazo,2020,Hong,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
34,Hong,Darazo,2023,Hong,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
35,Lamurde,Alkaleri,2020,Lamurde,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
36,Lamurde,Alkaleri,2023,Lamurde,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
37,Mayo-Belwa,Alkaleri,2020,Mayo-Belwa,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
38,Mayo-Belwa,Alkaleri,2023,Mayo-Belwa,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
39,Numan,Alkaleri,2020,Numan,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
40,Numan,Alkaleri,2023,Numan,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
41,Shelleng,Darazo,2020,Shelleng,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
42,Shelleng,Darazo,2023,Shelleng,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
43,Itu,Ngor-Okpala,2021,Itu,0.8,0.8,0.8,0.8,0.471929182,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
44,Itu,Ngor-Okpala,2024,Itu,0.8,0.8,0.8,0.8,0.471929182,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
45,Song,Darazo,2020,Song,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
46,Song,Darazo,2023,Song,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
47,Yola North,Alkaleri,2020,Yola North,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
48,Yola North,Alkaleri,2023,Yola North,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
49,Yola South,Alkaleri,2020,Yola South,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
50,Yola South,Alkaleri,2023,Yola South,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
51,Abak,Nsit Ubium,2021,Abak,0.8,0.8,0.8,0.8,0.425644469,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
52,Abak,Nsit Ubium,2024,Abak,0.8,0.8,0.8,0.8,0.425644469,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
53,Awka North,Uzo-Uwani,2020,Awka North,0.8,0.8,0.8,0.8,0.450124783,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
54,Awka North,Uzo-Uwani,2023,Awka North,0.8,0.8,0.8,0.8,0.450124783,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
55,Eket,Nsit Ubium,2021,Eket,0.8,0.8,0.8,0.8,0.328021397,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
56,Eket,Nsit Ubium,2024,Eket,0.8,0.8,0.8,0.8,0.328021397,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
57,Esit Eket,Nsit Ubium,2021,Esit Eket,0.8,0.8,0.8,0.8,0.346897657,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
58,Esit Eket,Nsit Ubium,2024,Esit Eket,0.8,0.8,0.8,0.8,0.346897657,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
59,Essien Udim,Ngor-Okpala,2021,Essien Udim,0.8,0.8,0.8,0.8,0.435041855,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
60,Essien Udim,Ngor-Okpala,2024,Essien Udim,0.8,0.8,0.8,0.8,0.435041855,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
61,Etim Ekpo,Ngor-Okpala,2021,Etim Ekpo,0.8,0.8,0.8,0.8,0.399175674,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
62,Etim Ekpo,Ngor-Okpala,2024,Etim Ekpo,0.8,0.8,0.8,0.8,0.399175674,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
63,Etinan,Nsit Ubium,2021,Etinan,0.8,0.8,0.8,0.8,0.35413511,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
64,Etinan,Nsit Ubium,2024,Etinan,0.8,0.8,0.8,0.8,0.35413511,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
65,Ibesikpo Asutan,Nsit Ubium,2021,Ibesikpo Asutan,0.8,0.8,0.8,0.8,0.430871605,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
66,Ibesikpo Asutan,Nsit Ubium,2024,Ibesikpo Asutan,0.8,0.8,0.8,0.8,0.430871605,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
67,Ibiono Ibom,Ngor-Okpala,2021,Ibiono Ibom,0.8,0.8,0.8,0.8,0.446021174,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
68,Ibiono Ibom,Ngor-Okpala,2024,Ibiono Ibom,0.8,0.8,0.8,0.8,0.446021174,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
69,Ika,Ngor-Okpala,2021,Ika,0.8,0.8,0.8,0.8,0.36230356,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
70,Ika,Ngor-Okpala,2024,Ika,0.8,0.8,0.8,0.8,0.36230356,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
71,Ikono,Ngor-Okpala,2021,Ikono,0.8,0.8,0.8,0.8,0.419053252,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
72,Ikono,Ngor-Okpala,2024,Ikono,0.8,0.8,0.8,0.8,0.419053252,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
73,Ikot Abasi,Nsit Ubium,2021,Ikot Abasi,0.8,0.8,0.8,0.8,0.293529351,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
74,Ikot Abasi,Nsit Ubium,2024,Ikot Abasi,0.8,0.8,0.8,0.8,0.293529351,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
75,Ikot Ekpene,Ngor-Okpala,2021,Ikot Ekpene,0.8,0.8,0.8,0.8,0.424084125,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
76,Ikot Ekpene,Ngor-Okpala,2024,Ikot Ekpene,0.8,0.8,0.8,0.8,0.424084125,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
77,Ini,Ngor-Okpala,2021,Ini,0.8,0.8,0.8,0.8,0.45642023,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
78,Ini,Ngor-Okpala,2024,Ini,0.8,0.8,0.8,0.8,0.45642023,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
79,Mkpat Enin,Nsit Ubium,2021,Mkpat Enin,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
80,Mkpat Enin,Nsit Ubium,2024,Mkpat Enin,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
81,Nsit Atai,Nsit Ubium,2021,Nsit Atai,0.8,0.8,0.8,0.8,0.331769618,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
82,Nsit Atai,Nsit Ubium,2024,Nsit Atai,0.8,0.8,0.8,0.8,0.331769618,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
83,Nsit Ibom,Nsit Ubium,2021,Nsit Ibom,0.8,0.8,0.8,0.8,0.425264532,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
84,Nsit Ibom,Nsit Ubium,2024,Nsit Ibom,0.8,0.8,0.8,0.8,0.425264532,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
85,Nsit Ubium,Nsit Ubium,2021,Nsit Ubium,0.8,0.8,0.8,0.8,0.334843575,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
86,Nsit Ubium,Nsit Ubium,2024,Nsit Ubium,0.8,0.8,0.8,0.8,0.334843575,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
87,Awka South,Uzo-Uwani,2020,Awka South,0.8,0.8,0.8,0.8,0.485419293,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
88,Awka South,Uzo-Uwani,2023,Awka South,0.8,0.8,0.8,0.8,0.485419293,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
89,Obot Akara,Ngor-Okpala,2021,Obot Akara,0.8,0.8,0.8,0.8,0.440171735,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
90,Obot Akara,Ngor-Okpala,2024,Obot Akara,0.8,0.8,0.8,0.8,0.440171735,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
91,Okobo,Nsit Ubium,2021,Okobo,0.8,0.8,0.8,0.8,0.352520839,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
92,Okobo,Nsit Ubium,2024,Okobo,0.8,0.8,0.8,0.8,0.352520839,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
93,Onna,Nsit Ubium,2021,Onna,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
94,Onna,Nsit Ubium,2024,Onna,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
95,Oruk Anam,Nsit Ubium,2021,Oruk Anam,0.8,0.8,0.8,0.8,0.387796568,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
96,Oruk Anam,Nsit Ubium,2024,Oruk Anam,0.8,0.8,0.8,0.8,0.387796568,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
97,Ukanafun,Nsit Ubium,2021,Ukanafun,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,527,CM+IPTp+IRS+IPTi,itn_pbo
98,Ukanafun,Nsit Ubium,2024,Ukanafun,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1622,CM+IPTp+IRS+IPTi,itn_pbo
99,Uruan,Nsit Ubium,2021,Uruan,0.8,0.8,0.8,0.8,0.460591042,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
100,Uruan,Nsit Ubium,2024,Uruan,0.8,0.8,0.8,0.8,0.460591042,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
101,Urue-Offong-Oruko,Nsit Ubium,2021,Urue-Offong/Oruko,0.8,0.8,0.8,0.8,0.30126919,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
102,Urue-Offong-Oruko,Nsit Ubium,2024,Urue-Offong/Oruko,0.8,0.8,0.8,0.8,0.30126919,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
103,Ayamelum,Uzo-Uwani,2020,Ayamelum,0.8,0.8,0.8,0.8,0.489171465,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
104,Ayamelum,Uzo-Uwani,2023,Ayamelum,0.8,0.8,0.8,0.8,0.489171465,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
105,Uyo,Nsit Ubium,2021,Uyo,0.8,0.8,0.8,0.8,0.459725229,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn
106,Uyo,Nsit Ubium,2024,Uyo,0.8,0.8,0.8,0.8,0.459725229,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn
107,Aguata,Oru West,2020,Aguata,0.8,0.8,0.8,0.8,0.503044714,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
108,Aguata,Oru West,2023,Aguata,0.8,0.8,0.8,0.8,0.503044714,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
109,Anambra East,Uzo-Uwani,2020,Anambra East,0.8,0.8,0.8,0.8,0.439848897,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
110,Anambra East,Uzo-Uwani,2023,Anambra East,0.8,0.8,0.8,0.8,0.439848897,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
111,Anambra West,Uzo-Uwani,2020,Anambra West,0.8,0.8,0.8,0.8,0.453035277,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
112,Anambra West,Uzo-Uwani,2023,Anambra West,0.8,0.8,0.8,0.8,0.453035277,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
113,Anaocha,Oru West,2020,Anaocha,0.8,0.8,0.8,0.8,0.476153753,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
114,Anaocha,Oru West,2023,Anaocha,0.8,0.8,0.8,0.8,0.476153753,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
115,Dunukofia,Uzo-Uwani,2020,Dunukofia,0.8,0.8,0.8,0.8,0.477122595,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
116,Dunukofia,Uzo-Uwani,2023,Dunukofia,0.8,0.8,0.8,0.8,0.477122595,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
117,Ekwusigo,Oru West,2020,Ekwusigo,0.8,0.8,0.8,0.8,0.341515837,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
118,Ekwusigo,Oru West,2023,Ekwusigo,0.8,0.8,0.8,0.8,0.341515837,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
119,Idemili North,Uzo-Uwani,2020,Idemili North,0.8,0.8,0.8,0.8,0.478205882,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
120,Idemili North,Uzo-Uwani,2023,Idemili North,0.8,0.8,0.8,0.8,0.478205882,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
121,Idemili South,Oru West,2020,Idemili South,0.8,0.8,0.8,0.8,0.441250403,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
122,Idemili South,Oru West,2023,Idemili South,0.8,0.8,0.8,0.8,0.441250403,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
123,Ihiala,Oru West,2020,Ihiala,0.8,0.8,0.8,0.8,0.297729955,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
124,Ihiala,Oru West,2023,Ihiala,0.8,0.8,0.8,0.8,0.297729955,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
125,Njikoka,Uzo-Uwani,2020,Njikoka,0.8,0.8,0.8,0.8,0.489504274,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
126,Njikoka,Uzo-Uwani,2023,Njikoka,0.8,0.8,0.8,0.8,0.489504274,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
127,Nnewi North,Oru West,2020,Nnewi North,0.8,0.8,0.8,0.8,0.7188,0.863,1,june,162,CM+IPTp+IRS+IPTi,itn_pbo
128,Nnewi North,Oru West,2023,Nnewi North,0.8,0.8,0.8,0.8,0.7188,0.863,2,june,1257,CM+IPTp+IRS+IPTi,itn_pbo
129,Nnewi South,Oru West,2020,Nnewi South,0.8,0.8,0.8,0.8,0.380306319,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
130,Nnewi South,Oru West,2023,Nnewi South,0.8,0.8,0.8,0.8,0.380306319,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
131,Ogbaru,Ahoada West,2020,Ogbaru,0.8,0.8,0.8,0.8,0.322021221,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn
132,Ogbaru,Ahoada West,2023,Ogbaru,0.8,0.8,0.8,0.8,0.322021221,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn
133,Onitsha North,Uzo-Uwani,2020,Onitsha North,0.8,0.8,0.8,0.8,0.445478249,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
134,Onitsha North,Uzo-Uwani,2023,Onitsha North,0.8,0.8,0.8,0.8,0.445478249,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
135,Onitsha South,Uzo-Uwani,2020,Onitsha South,0.8,0.8,0.8,0.8,0.434081069,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
136,Onitsha South,Uzo-Uwani,2023,Onitsha South,0.8,0.8,0.8,0.8,0.434081069,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
137,Orumba North,Oru West,2020,Orumba North,0.8,0.8,0.8,0.8,0.462606614,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
138,Orumba North,Oru West,2023,Orumba North,0.8,0.8,0.8,0.8,0.462606614,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
139,Orumba South,Oru West,2020,Orumba South,0.8,0.8,0.8,0.8,0.490669288,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn
140,Orumba South,Oru West,2023,Orumba South,0.8,0.8,0.8,0.8,0.490669288,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn
141,Oyi,Uzo-Uwani,2020,Oyi,0.8,0.8,0.8,0.8,0.449447388,0.53,1,june,162,CM+IPTp+LLINs+SMC,itn
142,Oyi,Uzo-Uwani,2023,Oyi,0.8,0.8,0.8,0.8,0.449447388,0.53,2,june,1257,CM+IPTp+LLINs+SMC,itn
143,Alkaleri,Alkaleri,2021,Alkaleri,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
144,Alkaleri,Alkaleri,2024,Alkaleri,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
145,Bauchi,Alkaleri,2021,Bauchi,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
146,Bauchi,Alkaleri,2024,Bauchi,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
147,Bogoro,Alkaleri,2021,Bogoro,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
148,Bogoro,Alkaleri,2024,Bogoro,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
149,Damban,Darazo,2021,Damban,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
150,Damban,Darazo,2024,Damban,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
151,Darazo,Darazo,2021,Darazo,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
152,Darazo,Darazo,2024,Darazo,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
153,Dass,Alkaleri,2021,Dass,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
154,Dass,Alkaleri,2024,Dass,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
155,Gamawa,Gwarzo,2021,Gamawa,0.8,0.8,0.8,0.8,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
156,Gamawa,Gwarzo,2024,Gamawa,0.8,0.8,0.8,0.8,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
157,Jama'are,Taura,2021,Jama'are,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
158,Jama'are,Taura,2024,Jama'are,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
159,Ganjuwa,Darazo,2021,Ganjuwa,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
160,Ganjuwa,Darazo,2024,Ganjuwa,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
161,Giade,Darazo,2021,Giade,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
162,Giade,Darazo,2024,Giade,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
163,Itas-Gadau,Taura,2021,Itas/Gadau,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
164,Itas-Gadau,Taura,2024,Itas/Gadau,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
165,Katagum,Gwarzo,2021,Katagum,0.8,0.8,0.8,0.8,0.7188,0.863,1,august,588,CM+IPTp+IRS+SMC,itn_pbo
166,Katagum,Gwarzo,2024,Katagum,0.8,0.8,0.8,0.8,0.7188,0.863,2,august,1683,CM+IPTp+IRS+SMC,itn_pbo
167,Kirfi,Alkaleri,2021,Kirfi,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
168,Kirfi,Alkaleri,2024,Kirfi,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
169,Misau,Darazo,2021,Misau,0.8,0.8,0.8,0.8,0.7188,0.863,1,july,551,CM+IPTp+IRS+SMC,itn_pbo
170,Misau,Darazo,2024,Misau,0.8,0.8,0.8,0.8,0.7188,0.863,2,july,1646,CM+IPTp+IRS+SMC,itn_pbo
171,Ningi,Takali,2021,Ningi,0.8,0.8,0.8,0.8,0.7188,0.863,1,september,615,CM+IPTp+IRS+SMC,itn_pbo
172,Ningi,Takali,2024,Ningi,0.8,0.8,0.8,0.8,0.7188,0.863,2,september,1710,CM+IPTp+IRS+SMC,itn_pbo
173,Ukum,Keana,2020,Ukum,0.8,0.8,0.8,0.8,0.446657171,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn
