,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial ,round,peak,simday,MapB_mix,llin_MapB
293,Ekiti East,Oke-Ero,2020,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
294,Ekiti East,Oke-Ero,2023,Ekiti East,0.25,0.299429972,0.125,0.188679245,0.342294717,0.412351259,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
295,Ekiti South West,Oke-Ero,2020,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
296,Ekiti South West,Oke-Ero,2023,Ekiti South West,0.27166064,0.266233759,0.271209078,0.255773664,0.434979733,0.487961894,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
297,Awgu,Oru West,2020,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
298,Awgu,Oru West,2023,Awgu,0.083333333,0.095238095,0.107142857,0.085365854,0.428474781,0.482762456,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
299,Ekiti West,Oke-Ero,2020,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
300,Ekiti West,Oke-Ero,2023,Ekiti West,0.184223534,0.213830864,0.207872038,0.250242197,0.332828195,0.404541983,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
301,Emure,Oke-Ero,2020,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
302,Emure,Oke-Ero,2023,Emure,0.357142857,0.153846154,0.090909091,0.216666667,0.372039671,0.436863758,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
303,Gboyin,Obubra,2020,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
304,Gboyin,Obubra,2023,Gboyin,0.31983529,0.131551915,0.188804999,0.238079038,0.286540024,0.36654315,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
305,Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
306,Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.200434256,0.201353458,0.15356295,0.157016209,0.302701283,0.379754213,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
307,Ijero,Oke-Ero,2020,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
308,Ijero,Oke-Ero,2023,Ijero,0.351895834,0.399107494,0.215514406,0.210181374,0.264220599,0.348459432,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
309,Ikere,Owan East,2020,Ikere,0.5,0.166666667,0.3,0.288888889,0.456857423,0.50525877,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
310,Ikere,Owan East,2023,Ikere,0.5,0.166666667,0.3,0.288888889,0.456857423,0.50525877,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
311,Ikole,Oke-Ero,2020,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.320812672,0.394638898,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
312,Ikole,Oke-Ero,2023,Ikole,0.213149407,0.229371439,0.189242759,0.224233591,0.320812672,0.394638898,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
313,Ilemeji,Oke-Ero,2020,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.308389127,0.384421328,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
314,Ilemeji,Oke-Ero,2023,Ilemeji,0.666666667,0.571428571,0.4,0.24,0.308389127,0.384421328,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
315,Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.314066122,0.38908676,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
316,Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.181818182,0.299429972,0.260379648,0.157894737,0.314066122,0.38908676,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
317,Ise-Orun,Oke-Ero,2020,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.409896538,0.467791215,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
318,Ise-Orun,Oke-Ero,2023,Ise/Orun,0.171060699,0.158432706,0.218823528,0.266373142,0.409896538,0.467791215,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
319,Moba,Oke-Ero,2020,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.282164723,0.362981752,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
320,Moba,Oke-Ero,2023,Moba,0.383931717,0.196426059,0.159547617,0.17050588,0.282164723,0.362981752,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
321,Oye,Oke-Ero,2020,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.299868816,0.377433124,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
322,Oye,Oke-Ero,2023,Oye,0.245703847,0.209197195,0.036515435,0.143266993,0.299868816,0.377433124,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
323,Ezeagu,Uzo-Uwani,2020,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.415961311,0.472696867,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
324,Ezeagu,Uzo-Uwani,2023,Ezeagu,0.406541925,0.310152923,0.183547524,0.347315147,0.415961311,0.472696867,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
325,Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.38332308,0.44612671,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
326,Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.169787781,0.114435291,0.170949379,0.215102855,0.38332308,0.44612671,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
327,Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.332315805,0.404119407,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
328,Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.221092798,0.217855838,0.209511436,0.118120562,0.332315805,0.404119407,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
329,Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.361653388,0.428315236,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
330,Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.233254471,0.136519718,0.166793844,0.240351624,0.361653388,0.428315236,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
331,Isi-Uzo,Owan East,2020,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.425114132,0.480067127,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
332,Isi-Uzo,Owan East,2023,Isi-Uzo,0.464431748,0.418946669,0.343821936,0.380122437,0.425114132,0.480067127,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
333,Nkanu East,Owan East,2020,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.414364125,0.471406566,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
334,Nkanu East,Owan East,2023,Nkanu East,0.559380035,0.306545916,0.262474999,0.394325816,0.414364125,0.471406566,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
335,Nkanu West,Uzo-Uwani,2020,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.464287853,0.511059551,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
336,Nkanu West,Uzo-Uwani,2023,Nkanu West,0.210526316,0.1,0.160050482,0.106060606,0.464287853,0.511059551,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
337,Nsukka,Uzo-Uwani,2020,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.391481406,0.452803528,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
338,Nsukka,Uzo-Uwani,2023,Nsukka,0.38611887,0.308084027,0.130108738,0.221830526,0.391481406,0.452803528,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
339,Oji-River,Oru West,2020,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.407484101,0.465835335,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
340,Oji-River,Oru West,2023,Oji-River,0.086956522,0.225946586,0.055555556,0.038961039,0.407484101,0.465835335,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
341,Udenu,Uzo-Uwani,2020,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.38139738,0.444547985,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
342,Udenu,Uzo-Uwani,2023,Udenu,0.218782976,0.170819671,0.028096039,0.175444736,0.38139738,0.444547985,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
343,Udi,Uzo-Uwani,2020,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.379547492,0.443030522,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
344,Udi,Uzo-Uwani,2023,Udi,0.3040081,0.253926617,0.162436058,0.258933681,0.379547492,0.443030522,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
345,Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.404737188,0.463605313,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
346,Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.327028337,0.367206931,0.086675444,0.252716862,0.404737188,0.463605313,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
347,Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.4502266,0.500049325,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
348,Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.090909091,0.428571429,0.076923077,0.214285714,0.4502266,0.500049325,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
349,Abaji,Keana,2020,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.476373849,0.520406247,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
350,Abaji,Keana,2023,Abaji,0.426753569,0.242500786,0.181989309,0.341084875,0.476373849,0.520406247,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
351,Kwali,Keana,2020,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.476055073,0.520161192,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
352,Kwali,Keana,2023,Kwali,0.249141339,0.091169507,0.095544523,0.240719521,0.476055073,0.520161192,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
353,Bunkure,Gwarzo,2022,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.769743323,0.698564959,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
354,Bunkure,Gwarzo,2025,Bunkure,0.829787234,0.666666667,0.794117647,0.861111111,0.769743323,0.698564959,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
355,Dala,Alkaleri,2022,Dala,0.658560253,0.452861936,0.465236703,0.621102597,0.582690135,0.59673093,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
356,Dala,Alkaleri,2025,Dala,0.658560253,0.452861936,0.465236703,0.621102597,0.582690135,0.59673093,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
357,Nafada,Alkaleri,2021,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.699548844,0.665494757,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
358,Nafada,Alkaleri,2024,Nafada,0.480470832,0.387279203,0.271401175,0.718152909,0.699548844,0.665494757,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
359,Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.366998982,0.432717137,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
360,Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.194444444,0.266473717,0.076923077,0.086021505,0.366998982,0.432717137,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
361,Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.459803075,0.507563152,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
362,Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.1769013,0.190706742,0.191736714,0.128451426,0.459803075,0.507563152,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
363,Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.456817192,0.505227255,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
364,Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.039516986,0.062695796,0.109386966,0.189200567,0.456817192,0.505227255,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
365,Ideato North,Oru West,2020,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.449066913,0.499135162,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
366,Ideato North,Oru West,2023,Ideato North,0.096977064,0.134732491,0.062479402,0.126360864,0.449066913,0.499135162,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
367,Ideato South,Ngor-Okpala,2020,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.438565746,0.490817759,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
368,Ideato South,Ngor-Okpala,2023,Ideato South,0.454545455,0.266473717,0.095238095,0.117647059,0.438565746,0.490817759,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
369,Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.471133329,0.516367403,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
370,Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.304424538,0.266473717,0.219305704,0.266910909,0.471133329,0.516367403,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
371,Ikeduru,Ngor-Okpala,2020,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.402638622,0.461899584,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
372,Ikeduru,Ngor-Okpala,2023,Ikeduru,0.169572346,0.12167345,0.171591701,0.240899779,0.402638622,0.461899584,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
373,Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.468083262,0.514006846,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
374,Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.289884807,0.243586368,0.227390223,0.210542634,0.468083262,0.514006846,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
375,Isu,Ngor-Okpala,2020,Isu,0.214285714,0.266473717,0.25,0.288135593,0.310898215,0.386482512,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
376,Isu,Ngor-Okpala,2023,Isu,0.214285714,0.266473717,0.25,0.288135593,0.310898215,0.386482512,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
377,Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.257476859,0.343041421,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
378,Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.388128732,0.305279057,0.151276234,0.283367964,0.257476859,0.343041421,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
379,Obowo,Ngor-Okpala,2020,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.461408625,0.508816551,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
380,Obowo,Ngor-Okpala,2023,Obowo,0.04616033,0.075746025,0.067782444,0.145227952,0.461408625,0.508816551,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
381,Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.247389039,0.334983127,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
382,Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.151515152,0.266473717,0.055555556,0.246153846,0.247389039,0.334983127,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
383,Njaba,Ngor-Okpala,2020,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.25554311,0.341492273,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
384,Njaba,Ngor-Okpala,2023,Njaba,0.304424538,0.086561791,0.036011103,0.032867537,0.25554311,0.341492273,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
385,Nkwerre,Ngor-Okpala,2020,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.404085994,0.463076205,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
386,Nkwerre,Ngor-Okpala,2023,Nkwerre,0.222012635,0.104956786,0.219305704,0.182582974,0.404085994,0.463076205,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
387,Nwangele,Ngor-Okpala,2020,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.427322485,0.481838967,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
388,Nwangele,Ngor-Okpala,2023,Nwangele,0.304424538,0.266473717,0.219305704,0.266910909,0.427322485,0.481838967,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
389,Oyo East,Akinyele,2020,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.47806867,0.521707747,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
390,Oyo East,Akinyele,2023,Oyo East,0.222222222,0.142857143,0.277777778,0.257575758,0.47806867,0.521707747,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
391,Oguta,Oru West,2020,Oguta,0.35483871,0.333333333,0.24,0.294117647,0.21360058,0.308468253,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
392,Oguta,Oru West,2023,Oguta,0.35483871,0.333333333,0.24,0.294117647,0.21360058,0.308468253,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
393,Ohaji-Egbema,Oru West,2020,Ohaji/Egbema,0.261863148,0.095878891,0.096041132,0.150670666,0.230681852,0.321773866,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
394,Ohaji-Egbema,Oru West,2023,Ohaji/Egbema,0.261863148,0.095878891,0.096041132,0.150670666,0.230681852,0.321773866,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
395,Okigwe,Ngor-Okpala,2020,Okigwe,0.24,0.192307692,0.068181818,0.101449275,0.46132433,0.508750791,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
396,Okigwe,Ngor-Okpala,2023,Okigwe,0.24,0.192307692,0.068181818,0.101449275,0.46132433,0.508750791,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
397,Orlu,Oru West,2020,Orlu,0.260869565,0.125,0.133333333,0.157303371,0.36849761,0.433950418,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
398,Orlu,Oru West,2023,Orlu,0.260869565,0.125,0.133333333,0.157303371,0.36849761,0.433950418,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
399,Orsu,Oru West,2020,Orsu,0.257919839,0.364935574,0.328369299,0.243362921,0.258149058,0.343580402,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
400,Orsu,Oru West,2023,Orsu,0.257919839,0.364935574,0.328369299,0.243362921,0.258149058,0.343580402,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
401,Oru East,Oru West,2020,Oru East,0.052631579,0.222222222,0.227272727,0.166666667,0.187100101,0.288284046,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
402,Oru East,Oru West,2023,Oru East,0.052631579,0.222222222,0.227272727,0.166666667,0.187100101,0.288284046,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
403,Oru West,Oru West,2020,Oru West,0.272736387,0.333250624,0.207451519,0.346218903,0.176205894,0.28016566,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
404,Oru West,Oru West,2023,Oru West,0.272736387,0.333250624,0.207451519,0.346218903,0.176205894,0.28016566,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
405,Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.8125,0.75,0.916666667,0.585714286,0.197408696,0.296064867,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
406,Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.8125,0.75,0.916666667,0.585714286,0.197408696,0.296064867,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
407,Owerri North,Ngor-Okpala,2020,Owerri North,0.619047619,0.666666667,0.526315789,0.607843137,0.244109669,0.332376349,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
408,Owerri North,Ngor-Okpala,2023,Owerri North,0.619047619,0.666666667,0.526315789,0.607843137,0.244109669,0.332376349,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
409,Owerri West,Ngor-Okpala,2020,Owerri West,0.304424538,0.266473717,0.219305704,0.266910909,0.204213478,0.301251273,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
410,Owerri West,Ngor-Okpala,2023,Owerri West,0.304424538,0.266473717,0.219305704,0.266910909,0.204213478,0.301251273,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
411,Unuimo,Ngor-Okpala,2020,Unuimo,0.304424538,0.266473717,0.219305704,0.266910909,0.474438578,0.518917277,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
412,Unuimo,Ngor-Okpala,2023,Unuimo,0.304424538,0.266473717,0.219305704,0.266910909,0.474438578,0.518917277,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
413,Biriniwa,Taura,2021,Biriniwa,0.749295991,0.646893034,0.947368421,0.767208089,0.694642094,0.662953681,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
414,Biriniwa,Taura,2024,Biriniwa,0.749295991,0.646893034,0.947368421,0.767208089,0.694642094,0.662953681,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
415,Guri,Taura,2021,Guri,0.749295991,0.646893034,0.603650819,0.767208089,0.666612333,0.647852757,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
416,Guri,Taura,2024,Guri,0.749295991,0.646893034,0.603650819,0.767208089,0.666612333,0.647852757,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
417,Kaugama,Taura,2021,Kaugama,0.87755102,0.888888889,0.921052632,0.767208089,0.649987707,0.638425145,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
418,Kaugama,Taura,2024,Kaugama,0.87755102,0.888888889,0.921052632,0.767208089,0.649987707,0.638425145,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
419,Kazaure,Babura,2021,Kazaure,0.867924528,0.789473684,0.796875,0.949367089,0.72677407,0.679043778,0.53,1,may,496,CM+IPTp+LLINs+SMC,itn 
420,Kazaure,Babura,2024,Kazaure,0.867924528,0.789473684,0.796875,0.949367089,0.72677407,0.679043778,0.53,2,may,1591,CM+IPTp+LLINs+SMC,itn 
421,Kiri Kasamma,Taura,2021,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.651907622,0.53,1,july,551,CM+IPTp+LLINs+SMC,itn 
422,Kiri Kasamma,Taura,2024,Kiri Kasamma,0.95426831,0.931417983,0.902249808,0.953359679,0.673959786,0.651907622,0.53,2,july,1646,CM+IPTp+LLINs+SMC,itn 
423,Kajuru,Soba,2022,Kajuru,0.928571429,0.761904762,0.48,0.652173913,0.492999945,0.533070449,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
424,Kajuru,Soba,2025,Kajuru,0.928571429,0.761904762,0.48,0.652173913,0.492999945,0.533070449,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
425,Koko-Besse,Birnin Kebbi,2021,Koko/Besse,0.950888927,0.844308444,0.675011074,0.85687547,0.576157564,0.592390938,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
426,Koko-Besse,Birnin Kebbi,2024,Koko/Besse,0.950888927,0.844308444,0.675011074,0.85687547,0.576157564,0.592390938,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
427,Igabi,Soba,2022,Igabi,0.566011302,0.528315258,0.436655293,0.481778827,0.531995981,0.561783675,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
428,Igabi,Soba,2025,Igabi,0.566011302,0.528315258,0.436655293,0.481778827,0.531995981,0.561783675,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
429,Ogori-Mangongo,Owan East,2020,Ogori/Mangongo,0.464431748,0.418946669,0.343821936,0.380122437,0.310733482,0.386347145,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
430,Ogori-Mangongo,Owan East,2023,Ogori/Mangongo,0.464431748,0.418946669,0.343821936,0.380122437,0.310733482,0.386347145,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
431,Kaduna North,Soba,2022,Kaduna North,0.218632612,0.254940711,0.159292034,0.089167459,0.657446265,0.642698146,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
432,Kaduna North,Soba,2025,Kaduna North,0.218632612,0.254940711,0.159292034,0.089167459,0.657446265,0.642698146,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
433,Zango-Kataf,Soba,2022,Zango-Kataf,0.61059512,0.537943709,0.637003665,0.728417262,0.379476754,0.442972479,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
434,Zango-Kataf,Soba,2025,Zango-Kataf,0.61059512,0.537943709,0.637003665,0.728417262,0.379476754,0.442972479,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
435,Albasu,Takali,2022,Albasu,0.789473684,0.631578947,0.590909091,0.806451613,0.794967768,0.70899614,0.53,1,september,980,CM+IPTp+LLINs+SMC,itn 
436,Albasu,Takali,2025,Albasu,0.789473684,0.631578947,0.590909091,0.806451613,0.794967768,0.70899614,0.53,2,september,2075,CM+IPTp+LLINs+SMC,itn 
437,Gezawa,Gwarzo,2022,Gezawa,0.740740741,0.741935484,0.711538462,0.718309859,0.80805322,0.714118308,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
438,Gezawa,Gwarzo,2025,Gezawa,0.740740741,0.741935484,0.711538462,0.718309859,0.80805322,0.714118308,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
439,Kano Municipal,Alkaleri,2022,Kano Municipal,0.484534717,0.381738609,0.338571783,0.497522113,0.636999309,0.630816237,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
