LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday
Etsako Central,Owan East,2023,Etsako Central,0.3,0.16,0.469565218,0.192857143,0.300181787,0.377689484,0.53,2,march,1165
Etsako East,Owan East,2020,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.314825995,0.389711717,0.53,1,march,70
Etsako East,Owan East,2023,Etsako East,0.267424012,0.042097475,0.098715821,0.263192386,0.314825995,0.389711717,0.53,2,march,1165
Etsako West,Owan East,2020,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.290127246,0.36946828,0.53,1,march,70
Etsako West,Owan East,2023,Etsako West,0.188161468,0.056915725,0.047881546,0.110155571,0.290127246,0.36946828,0.53,2,march,1165
Igueben,Uzo-Uwani,2020,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.415233246,0.472108841,0.53,1,june,162
Igueben,Uzo-Uwani,2023,Igueben,0.295470338,0.18690541,0.382773018,0.375250022,0.415233246,0.472108841,0.53,2,june,1257
Ikpoba-Okha,Uzo-Uwani,2020,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.323305427,0.396692086,0.53,1,june,162
Ikpoba-Okha,Uzo-Uwani,2023,Ikpoba-Okha,0.384785248,0.380477755,0.583932505,0.490864148,0.323305427,0.396692086,0.53,2,june,1257
Aninri,Oru West,2020,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.430439768,0.484335586,0.53,1,june,162
Aninri,Oru West,2023,Aninri,0.499028341,0.603212731,0.217801049,0.455423477,0.430439768,0.484335586,0.53,2,june,1257
Oredo,Uzo-Uwani,2020,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.382076571,0.445104909,0.53,1,june,162
Oredo,Uzo-Uwani,2023,Oredo,0.490329067,0.389054707,0.274640128,0.382181161,0.382076571,0.445104909,0.53,2,june,1257
Orhionmwon,Uzo-Uwani,2020,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.335936711,0.407105953,0.53,1,june,162
Orhionmwon,Uzo-Uwani,2023,Orhionmwon,0.302140092,0.355640022,0.330547672,0.290442073,0.335936711,0.407105953,0.53,2,june,1257
Ovia North East,Owan East,2020,Ovia North East,0.436363637,0.36,0.2,0.45,0.337624396,0.408498179,0.53,1,march,70
Ovia North East,Owan East,2023,Ovia North East,0.436363637,0.36,0.2,0.45,0.337624396,0.408498179,0.53,2,march,1165
Ovia South West,Akinyele,2020,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.363545715,0.429873962,0.53,1,may,131
Ovia South West,Akinyele,2023,Ovia South West,0.757377138,0.461538476,0.619354883,0.62258062,0.363545715,0.429873962,0.53,2,may,1226
Owan East,Owan East,2020,Owan East,0.444444444,0.3,0.3,0.446511628,0.315089802,0.389928709,0.53,1,march,70
Owan East,Owan East,2023,Owan East,0.444444444,0.3,0.3,0.446511628,0.315089802,0.389928709,0.53,2,march,1165
Owan West,Owan East,2020,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.389346565,0.451058274,0.53,1,march,70
Owan West,Owan East,2023,Owan West,0.182329973,0.166659566,0.256812683,0.465122251,0.389346565,0.451058274,0.53,2,march,1165
Uhunmwonde,Owan East,2020,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.3888156,0.450623986,0.53,1,march,70
Uhunmwonde,Owan East,2023,Uhunmwonde,0.269933117,0.19447774,0.20143469,0.340507813,0.3888156,0.450623986,0.53,2,march,1165
Ado Ekiti,Owan East,2020,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.357399296,0.424809523,0.53,1,march,70
Ado Ekiti,Owan East,2023,Ado Ekiti,0.369185758,0.320151242,0.361948968,0.301585159,0.357399296,0.424809523,0.53,2,march,1165
Efon-Alayee,Oke-Ero,2020,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.32342441,0.396790109,0.53,1,july,186
Efon-Alayee,Oke-Ero,2023,Efon-Alayee,0.251162791,0.45,0.2,0.270588235,0.32342441,0.396790109,0.53,2,july,1281
Ekiti East,Oke-Ero,2020,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.342294717,0.412351259,0.53,1,july,186
Ekiti East,Oke-Ero,2023,Ekiti East,0.3,0.359315966,0.15,0.226415094,0.342294717,0.412351259,0.53,2,july,1281
Ekiti South West,Oke-Ero,2020,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.434979733,0.487961894,0.53,1,july,186
Ekiti South West,Oke-Ero,2023,Ekiti South West,0.325992768,0.319480511,0.325450894,0.306928397,0.434979733,0.487961894,0.53,2,july,1281
Awgu,Oru West,2020,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.428474781,0.482762456,0.53,1,june,162
Awgu,Oru West,2023,Awgu,0.1,0.114285714,0.128571428,0.102439025,0.428474781,0.482762456,0.53,2,june,1257
Ekiti West,Oke-Ero,2020,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.332828195,0.404541983,0.53,1,july,186
Ekiti West,Oke-Ero,2023,Ekiti West,0.221068241,0.256597037,0.249446446,0.300290636,0.332828195,0.404541983,0.53,2,july,1281
Emure,Oke-Ero,2020,Emure,0.428571428,0.184615385,0.109090909,0.26,0.372039671,0.436863758,0.53,1,july,186
Emure,Oke-Ero,2023,Emure,0.428571428,0.184615385,0.109090909,0.26,0.372039671,0.436863758,0.53,2,july,1281
Gboyin,Obubra,2020,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.286540024,0.36654315,0.53,1,june,162
Gboyin,Obubra,2023,Gboyin,0.383802348,0.157862298,0.226565999,0.285694846,0.286540024,0.36654315,0.53,2,june,1257
Idosi-Osi,Oke-Ero,2020,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.302701283,0.379754213,0.53,1,july,186
Idosi-Osi,Oke-Ero,2023,Idosi-Osi,0.240521107,0.24162415,0.18427554,0.188419451,0.302701283,0.379754213,0.53,2,july,1281
Ijero,Oke-Ero,2020,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.264220599,0.348459432,0.53,1,july,186
Ijero,Oke-Ero,2023,Ijero,0.422275001,0.478928993,0.258617287,0.252217649,0.264220599,0.348459432,0.53,2,july,1281
Ikere,Owan East,2020,Ikere,0.6,0.2,0.36,0.346666667,0.456857423,0.50525877,0.53,1,march,70
Ikere,Owan East,2023,Ikere,0.6,0.2,0.36,0.346666667,0.456857423,0.50525877,0.53,2,march,1165
Ikole,Oke-Ero,2020,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.320812672,0.394638898,0.53,1,july,186
Ikole,Oke-Ero,2023,Ikole,0.255779288,0.275245727,0.227091311,0.269080309,0.320812672,0.394638898,0.53,2,july,1281
Ilemeji,Oke-Ero,2020,Ilemeji,0.8,0.685714285,0.48,0.288,0.308389127,0.384421328,0.53,1,july,186
Ilemeji,Oke-Ero,2023,Ilemeji,0.8,0.685714285,0.48,0.288,0.308389127,0.384421328,0.53,2,july,1281
Irepodun-Ifelodun,Oke-Ero,2020,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.314066122,0.38908676,0.53,1,july,186
Irepodun-Ifelodun,Oke-Ero,2023,Irepodun/Ifelodun,0.218181818,0.359315966,0.312455578,0.189473684,0.314066122,0.38908676,0.53,2,july,1281
Ise-Orun,Oke-Ero,2020,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.409896538,0.467791215,0.53,1,july,186
Ise-Orun,Oke-Ero,2023,Ise/Orun,0.205272839,0.190119247,0.262588234,0.31964777,0.409896538,0.467791215,0.53,2,july,1281
Moba,Oke-Ero,2020,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.282164723,0.362981752,0.53,1,july,186
Moba,Oke-Ero,2023,Moba,0.46071806,0.235711271,0.19145714,0.204607056,0.282164723,0.362981752,0.53,2,july,1281
Oye,Oke-Ero,2020,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.299868816,0.377433124,0.53,1,july,186
Oye,Oke-Ero,2023,Oye,0.294844616,0.251036634,0.043818522,0.171920392,0.299868816,0.377433124,0.53,2,july,1281
Ezeagu,Uzo-Uwani,2020,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.415961311,0.472696867,0.53,1,june,162
Ezeagu,Uzo-Uwani,2023,Ezeagu,0.48785031,0.372183508,0.220257029,0.416778176,0.415961311,0.472696867,0.53,2,june,1257
Igbo-Etiti,Uzo-Uwani,2020,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.38332308,0.44612671,0.53,1,june,162
Igbo-Etiti,Uzo-Uwani,2023,Igbo-Etiti,0.203745337,0.137322349,0.205139255,0.258123426,0.38332308,0.44612671,0.53,2,june,1257
Igbo-Eze North,Uzo-Uwani,2020,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.332315805,0.404119407,0.53,1,june,162
Igbo-Eze North,Uzo-Uwani,2023,Igbo-Eze North,0.265311358,0.261427006,0.251413723,0.141744674,0.332315805,0.404119407,0.53,2,june,1257
Igbo-Eze South,Uzo-Uwani,2020,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.361653388,0.428315236,0.53,1,june,162
Igbo-Eze South,Uzo-Uwani,2023,Igbo-Eze South,0.279905365,0.163823662,0.200152613,0.288421949,0.361653388,0.428315236,0.53,2,june,1257
Isi-Uzo,Owan East,2020,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.425114132,0.480067127,0.53,1,march,70
Isi-Uzo,Owan East,2023,Isi-Uzo,0.557318098,0.502736003,0.412586323,0.456146924,0.425114132,0.480067127,0.53,2,march,1165
Nkanu East,Owan East,2020,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.414364125,0.471406566,0.53,1,march,70
Nkanu East,Owan East,2023,Nkanu East,0.671256042,0.367855099,0.314969999,0.473190979,0.414364125,0.471406566,0.53,2,march,1165
Nkanu West,Uzo-Uwani,2020,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.464287853,0.511059551,0.53,1,june,162
Nkanu West,Uzo-Uwani,2023,Nkanu West,0.252631579,0.12,0.192060578,0.127272727,0.464287853,0.511059551,0.53,2,june,1257
Nsukka,Uzo-Uwani,2020,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.391481406,0.452803528,0.53,1,june,162
Nsukka,Uzo-Uwani,2023,Nsukka,0.463342644,0.369700832,0.156130486,0.266196631,0.391481406,0.452803528,0.53,2,june,1257
Oji-River,Oru West,2020,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.407484101,0.465835335,0.53,1,june,162
Oji-River,Oru West,2023,Oji-River,0.104347826,0.271135903,0.066666667,0.046753247,0.407484101,0.465835335,0.53,2,june,1257
Udenu,Uzo-Uwani,2020,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.38139738,0.444547985,0.53,1,june,162
Udenu,Uzo-Uwani,2023,Udenu,0.262539571,0.204983605,0.033715247,0.210533683,0.38139738,0.444547985,0.53,2,june,1257
Udi,Uzo-Uwani,2020,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.379547492,0.443030522,0.53,1,june,162
Udi,Uzo-Uwani,2023,Udi,0.36480972,0.30471194,0.19492327,0.310720417,0.379547492,0.443030522,0.53,2,june,1257
Uzo-Uwani,Uzo-Uwani,2020,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.404737188,0.463605313,0.53,1,june,162
Uzo-Uwani,Uzo-Uwani,2023,Uzo-Uwani,0.392434004,0.440648317,0.104010533,0.303260234,0.404737188,0.463605313,0.53,2,june,1257
Ahiazu-Mbaise,Ngor-Okpala,2020,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.4502266,0.500049325,0.53,1,june,162
Ahiazu-Mbaise,Ngor-Okpala,2023,Ahiazu-Mbaise,0.109090909,0.514285715,0.092307692,0.257142857,0.4502266,0.500049325,0.53,2,june,1257
Abaji,Keana,2020,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.476373849,0.520406247,0.53,1,august,223
Abaji,Keana,2023,Abaji,0.512104283,0.291000943,0.218387171,0.40930185,0.476373849,0.520406247,0.53,2,august,1318
Bwari,Giwa,2020,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,0.558433035,0.580366866,0.53,1,august,223
Bwari,Giwa,2023,Bwari,0.293046682,0.15601146,0.051542088,0.214801693,0.558433035,0.580366866,0.53,2,august,1318
Gwagwalada,Keana,2020,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,0.555904987,0.578622846,0.53,1,august,223
Gwagwalada,Keana,2023,Gwagwalada,0.402830711,0.274578738,0.214784645,0.269977715,0.555904987,0.578622846,0.53,2,august,1318
Kuje,Keana,2020,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,0.448338859,0.498560793,0.53,1,august,223
Kuje,Keana,2023,Kuje,0.610647703,0.432622464,0.414896969,0.532394123,0.448338859,0.498560793,0.53,2,august,1318
Kwali,Keana,2020,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.476055073,0.520161192,0.53,1,august,223
Kwali,Keana,2023,Kwali,0.298969607,0.109403408,0.114653428,0.288863425,0.476055073,0.520161192,0.53,2,august,1318
Bunkure,Gwarzo,2022,Bunkure,0.995744681,0.8,0.952941176,1,0.769743323,0.698564959,0.53,1,august,953
Bunkure,Gwarzo,2025,Bunkure,0.995744681,0.8,0.952941176,1,0.769743323,0.698564959,0.53,2,august,2048
Abuja Municipal,Keana,2020,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,0.500846708,0.538963989,0.53,1,august,223
Abuja Municipal,Keana,2023,Abuja Municipal,0.50222768,0.384286394,0.186141338,0.316884328,0.500846708,0.538963989,0.53,2,august,1318
Akko,Alkaleri,2021,Akko,0.382799508,0.25781592,0.257317138,0.560130559,0.430348191,0.484262319,0.53,1,july,551
Akko,Alkaleri,2024,Akko,0.382799508,0.25781592,0.257317138,0.560130559,0.430348191,0.484262319,0.53,2,july,1646
Balanga,Alkaleri,2021,Balanga,0.668218898,0.610052309,0.677143624,0.963898364,0.625491041,0.623897182,0.53,1,july,551
Balanga,Alkaleri,2024,Balanga,0.668218898,0.610052309,0.677143624,0.963898364,0.625491041,0.623897182,0.53,2,july,1646
Billiri,Alkaleri,2021,Billiri,0.637826651,0.457088483,0.400725564,0.846306197,0.209402585,0.305232023,0.53,1,july,551
Billiri,Alkaleri,2024,Billiri,0.637826651,0.457088483,0.400725564,0.846306197,0.209402585,0.305232023,0.53,2,july,1646
Dukku,Darazo,2021,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,0.67468816,0.652305857,0.53,1,july,551
Dukku,Darazo,2024,Dukku,0.279662353,0.11527095,0.118347098,0.507599431,0.67468816,0.652305857,0.53,2,july,1646
Funakaye,Alkaleri,2021,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,0.631961788,0.627807972,0.53,1,july,551
Funakaye,Alkaleri,2024,Funakaye,0.425806452,0.25882353,0.247058824,0.666666667,0.631961788,0.627807972,0.53,2,july,1646
Gombe,Alkaleri,2021,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,0.497689178,0.536599101,0.53,1,july,551
Gombe,Alkaleri,2024,Gombe,0.431240231,0.336823553,0.337691965,0.552329936,0.497689178,0.536599101,0.53,2,july,1646
Kaltungo,Alkaleri,2021,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,0.500615672,0.538791259,0.53,1,july,551
Kaltungo,Alkaleri,2024,Kaltungo,0.58144166,0.458086331,0.40628614,0.597026536,0.500615672,0.538791259,0.53,2,july,1646
Kwami,Alkaleri,2021,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,0.528174359,0.559035931,0.53,1,july,551
Kwami,Alkaleri,2024,Kwami,0.365403827,0.232387961,0.191213999,0.636279222,0.528174359,0.559035931,0.53,2,july,1646
Dala,Alkaleri,2022,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.582690135,0.59673093,0.53,1,july,916
Dala,Alkaleri,2025,Dala,0.790272304,0.543434323,0.558284044,0.745323116,0.582690135,0.59673093,0.53,2,july,2011
Nafada,Alkaleri,2021,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.699548844,0.665494757,0.53,1,july,551
Nafada,Alkaleri,2024,Nafada,0.576564998,0.464735044,0.32568141,0.861783491,0.699548844,0.665494757,0.53,2,july,1646
Shomgom,Alkaleri,2021,Shomgom,0.63455501,0.480277414,0.57793841,1,0.393550536,0.454493674,0.53,1,july,551
Shomgom,Alkaleri,2024,Shomgom,0.63455501,0.480277414,0.57793841,1,0.393550536,0.454493674,0.53,2,july,1646
Yamaltu-Deba,Alkaleri,2021,Yamaltu/Deba,0.423538054,0.374903674,0.181623028,0.761457318,0.541765398,0.568738538,0.53,1,july,551
Yamaltu-Deba,Alkaleri,2024,Yamaltu/Deba,0.423538054,0.374903674,0.181623028,0.761457318,0.541765398,0.568738538,0.53,2,july,1646
Aboh-Mbaise,Ngor-Okpala,2020,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.366998982,0.432717137,0.53,1,june,162
Aboh-Mbaise,Ngor-Okpala,2023,Aboh-Mbaise,0.233333333,0.31976846,0.092307692,0.103225806,0.366998982,0.432717137,0.53,2,june,1257
Fagge,Alkaleri,2022,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,0.567041099,0.586251328,0.53,1,july,916
Fagge,Alkaleri,2025,Fagge,0.58144166,0.458086331,0.40628614,0.597026536,0.567041099,0.586251328,0.53,2,july,2011
Ehime-Mbano,Ngor-Okpala,2020,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.459803075,0.507563152,0.53,1,june,162
Ehime-Mbano,Ngor-Okpala,2023,Ehime-Mbano,0.21228156,0.22884809,0.230084057,0.154141711,0.459803075,0.507563152,0.53,2,june,1257
Ezinihitte,Ngor-Okpala,2020,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.456817192,0.505227255,0.53,1,june,162
Ezinihitte,Ngor-Okpala,2023,Ezinihitte,0.047420383,0.075234955,0.131264359,0.22704068,0.456817192,0.505227255,0.53,2,june,1257
Ideato North,Oru West,2020,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.449066913,0.499135162,0.53,1,june,162
Ideato North,Oru West,2023,Ideato North,0.116372477,0.161678989,0.074975282,0.151633037,0.449066913,0.499135162,0.53,2,june,1257
Ideato South,Ngor-Okpala,2020,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.438565746,0.490817759,0.53,1,june,162
Ideato South,Ngor-Okpala,2023,Ideato South,0.545454546,0.31976846,0.114285714,0.141176471,0.438565746,0.490817759,0.53,2,june,1257
Ihitte-Uboma,Ngor-Okpala,2020,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.471133329,0.516367403,0.53,1,june,162
Ihitte-Uboma,Ngor-Okpala,2023,Ihitte/Uboma,0.365309446,0.31976846,0.263166845,0.320293091,0.471133329,0.516367403,0.53,2,june,1257
Ikeduru,Ngor-Okpala,2020,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.402638622,0.461899584,0.53,1,june,162
Ikeduru,Ngor-Okpala,2023,Ikeduru,0.203486815,0.14600814,0.205910041,0.289079735,0.402638622,0.461899584,0.53,2,june,1257
Isiala Mbano,Ngor-Okpala,2020,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.468083262,0.514006846,0.53,1,june,162
Isiala Mbano,Ngor-Okpala,2023,Isiala Mbano,0.347861768,0.292303642,0.272868268,0.252651161,0.468083262,0.514006846,0.53,2,june,1257
Isu,Ngor-Okpala,2020,Isu,0.257142857,0.31976846,0.3,0.345762712,0.310898215,0.386482512,0.53,1,june,162
Isu,Ngor-Okpala,2023,Isu,0.257142857,0.31976846,0.3,0.345762712,0.310898215,0.386482512,0.53,2,june,1257
Mbaitoli,Ngor-Okpala,2020,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,0.257476859,0.343041421,0.53,1,june,162
Mbaitoli,Ngor-Okpala,2023,Mbaitoli,0.465754478,0.366334868,0.181531481,0.340041557,0.257476859,0.343041421,0.53,2,june,1257
Obowo,Ngor-Okpala,2020,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,0.461408625,0.508816551,0.53,1,june,162
Obowo,Ngor-Okpala,2023,Obowo,0.055392396,0.09089523,0.081338933,0.174273542,0.461408625,0.508816551,0.53,2,june,1257
Ngor-Okpala,Ngor-Okpala,2020,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,0.247389039,0.334983127,0.53,1,june,162
Ngor-Okpala,Ngor-Okpala,2023,Ngor-Okpala,0.181818182,0.31976846,0.066666667,0.295384615,0.247389039,0.334983127,0.53,2,june,1257
Njaba,Ngor-Okpala,2020,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,0.25554311,0.341492273,0.53,1,june,162
Njaba,Ngor-Okpala,2023,Njaba,0.365309446,0.103874149,0.043213324,0.039441044,0.25554311,0.341492273,0.53,2,june,1257
Nkwerre,Ngor-Okpala,2020,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,0.404085994,0.463076205,0.53,1,june,162
Nkwerre,Ngor-Okpala,2023,Nkwerre,0.266415162,0.125948143,0.263166845,0.219099569,0.404085994,0.463076205,0.53,2,june,1257
Nwangele,Ngor-Okpala,2020,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,0.427322485,0.481838967,0.53,1,june,162
Nwangele,Ngor-Okpala,2023,Nwangele,0.365309446,0.31976846,0.263166845,0.320293091,0.427322485,0.481838967,0.53,2,june,1257
Oyo East,Akinyele,2020,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,0.47806867,0.521707747,0.53,1,may,131
Oyo East,Akinyele,2023,Oyo East,0.266666666,0.171428572,0.333333334,0.30909091,0.47806867,0.521707747,0.53,2,may,1226
Oguta,Oru West,2020,Oguta,0.425806452,0.4,0.288,0.352941176,0.21360058,0.308468253,0.53,1,june,162
Oguta,Oru West,2023,Oguta,0.425806452,0.4,0.288,0.352941176,0.21360058,0.308468253,0.53,2,june,1257
Ohaji-Egbema,Oru West,2020,Ohaji/Egbema,0.314235778,0.115054669,0.115249358,0.180804799,0.230681852,0.321773866,0.53,1,june,162
Ohaji-Egbema,Oru West,2023,Ohaji/Egbema,0.314235778,0.115054669,0.115249358,0.180804799,0.230681852,0.321773866,0.53,2,june,1257
Okigwe,Ngor-Okpala,2020,Okigwe,0.288,0.23076923,0.081818182,0.12173913,0.46132433,0.508750791,0.53,1,june,162
Okigwe,Ngor-Okpala,2023,Okigwe,0.288,0.23076923,0.081818182,0.12173913,0.46132433,0.508750791,0.53,2,june,1257
Orlu,Oru West,2020,Orlu,0.313043478,0.15,0.16,0.188764045,0.36849761,0.433950418,0.53,1,june,162
Orlu,Oru West,2023,Orlu,0.313043478,0.15,0.16,0.188764045,0.36849761,0.433950418,0.53,2,june,1257
Orsu,Oru West,2020,Orsu,0.309503807,0.437922689,0.394043159,0.292035505,0.258149058,0.343580402,0.53,1,june,162
Orsu,Oru West,2023,Orsu,0.309503807,0.437922689,0.394043159,0.292035505,0.258149058,0.343580402,0.53,2,june,1257
Oru East,Oru West,2020,Oru East,0.063157895,0.266666666,0.272727272,0.2,0.187100101,0.288284046,0.53,1,june,162
Oru East,Oru West,2023,Oru East,0.063157895,0.266666666,0.272727272,0.2,0.187100101,0.288284046,0.53,2,june,1257
Oru West,Oru West,2020,Oru West,0.327283664,0.399900749,0.248941823,0.415462684,0.176205894,0.28016566,0.53,1,june,162
Oru West,Oru West,2023,Oru West,0.327283664,0.399900749,0.248941823,0.415462684,0.176205894,0.28016566,0.53,2,june,1257
Owerri-Municipal,Oru West,2020,Owerri-Municipal,0.975,0.9,1,0.702857143,0.197408696,0.296064867,0.53,1,june,162
Owerri-Municipal,Oru West,2023,Owerri-Municipal,0.975,0.9,1,0.702857143,0.197408696,0.296064867,0.53,2,june,1257
Tofa,Taura,2022,Tofa,0.9,0.66,0.504,0.941772152,0.825591067,0.720682508,0.53,1,july,916
Tofa,Taura,2025,Tofa,0.9,0.66,0.504,0.941772152,0.825591067,0.720682508,0.53,2,july,2011
Owerri North,Ngor-Okpala,2020,Owerri North,0.742857143,0.8,0.631578947,0.729411764,0.244109669,0.332376349,0.53,1,june,162
Owerri North,Ngor-Okpala,2023,Owerri North,0.742857143,0.8,0.631578947,0.729411764,0.244109669,0.332376349,0.53,2,june,1257
Owerri West,Ngor-Okpala,2020,Owerri West,0.365309446,0.31976846,0.263166845,0.320293091,0.204213478,0.301251273,0.53,1,june,162
Owerri West,Ngor-Okpala,2023,Owerri West,0.365309446,0.31976846,0.263166845,0.320293091,0.204213478,0.301251273,0.53,2,june,1257
Unuimo,Ngor-Okpala,2020,Unuimo,0.365309446,0.31976846,0.263166845,0.320293091,0.474438578,0.518917277,0.53,1,june,162
Unuimo,Ngor-Okpala,2023,Unuimo,0.365309446,0.31976846,0.263166845,0.320293091,0.474438578,0.518917277,0.53,2,june,1257
Auyo,Taura,2021,Auyo,0.872727272,0.83076923,0.925714285,0.897196261,0.676553245,0.65332251,0.53,1,july,551
Auyo,Taura,2024,Auyo,0.872727272,0.83076923,0.925714285,0.897196261,0.676553245,0.65332251,0.53,2,july,1646
Babura,Babura,2021,Babura,1,1,0.896338272,1,0.754462934,0.691880002,0.53,1,may,496
Babura,Babura,2024,Babura,1,1,0.896338272,1,0.754462934,0.691880002,0.53,2,may,1591
Biriniwa,Taura,2021,Biriniwa,0.899155189,0.776271641,1,0.920649707,0.694642094,0.662953681,0.53,1,july,551
Biriniwa,Taura,2024,Biriniwa,0.899155189,0.776271641,1,0.920649707,0.694642094,0.662953681,0.53,2,july,1646
Malam Madori,Taura,2021,Malam Madori,1,0.981818182,1,1,0.663624026,0.646183975,0.53,1,july,551
Malam Madori,Taura,2024,Malam Madori,1,0.981818182,1,1,0.663624026,0.646183975,0.53,2,july,1646
Birni Kudu,Takali,2021,Birni Kudu,1,0.936495392,1,1,0.79905925,0.710618621,0.53,1,september,615
Birni Kudu,Takali,2024,Birni Kudu,1,0.936495392,1,1,0.79905925,0.710618621,0.53,2,september,1710
Buji,Takali,2021,Buji,0.890505868,0.518720378,0.659864932,1,0.759566013,0.694143703,0.53,1,september,615
Buji,Takali,2024,Buji,0.890505868,0.518720378,0.659864932,1,0.759566013,0.694143703,0.53,2,september,1710
Jahun,Taura,2021,Jahun,1,1,0.955770578,1,0.743526887,0.68692249,0.53,1,july,551
Jahun,Taura,2024,Jahun,1,1,0.955770578,1,0.743526887,0.68692249,0.53,2,july,1646
Dutse,Takali,2021,Dutse,0.888238328,1,0.746911506,0.920857489,0.790579855,0.707234774,0.53,1,september,615
Dutse,Takali,2024,Dutse,0.888238328,1,0.746911506,0.920857489,0.790579855,0.707234774,0.53,2,september,1710
Gagarawa,Taura,2021,Gagarawa,1,1,1,1,0.716266925,0.673924789,0.53,1,july,551
Gagarawa,Taura,2024,Gagarawa,1,1,1,1,0.716266925,0.673924789,0.53,2,july,1646
Kafin Hausa,Taura,2021,Kafin Hausa,1,1,1,1,0.673182764,0.651482047,0.53,1,july,551
Kafin Hausa,Taura,2024,Kafin Hausa,1,1,1,1,0.673182764,0.651482047,0.53,2,july,1646
Garki,Babura,2021,Garki,1,1,1,1,0.74078424,0.685656303,0.53,1,may,496
Garki,Babura,2024,Garki,1,1,1,1,0.74078424,0.685656303,0.53,2,may,1591
Gumel,Babura,2021,Gumel,0.976744186,0.977777778,1,1,0.765232277,0.696620535,0.53,1,may,496
