,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,mortality_rate,kill_rate,block_initial,round,peak,simday,MapB_mix,llin_MapB
446,Yagba West,Oke-Ero,2023,Yagba West,0.3,0.6,0.6,0.620689655,0.304086126,0.380889805,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
447,Kura,Gwarzo,2022,Kura,0.99,0.834782609,0.65,1,0.796070741,0.70943541,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
448,Kura,Gwarzo,2025,Kura,0.99,0.834782609,0.65,1,0.796070741,0.70943541,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
449,Makoda,Babura,2022,Makoda,0.763636363,0.622222223,0.646153846,0.891428572,0.698126715,0.664761406,0.53,1,may,861,CM+IPTp+LLINs+SMC,itn 
450,Makoda,Babura,2025,Makoda,0.763636363,0.622222223,0.646153846,0.891428572,0.698126715,0.664761406,0.53,2,may,1956,CM+IPTp+LLINs+SMC,itn 
451,Nasarawa1,Alkaleri,2022,Nasarawa1,0.90972332,0.750782609,0.710529702,0.735159722,0.596034944,0.605439633,0.53,1,july,916,CM+IPTp+UrbanLLINs+SMC,itn 
452,Nasarawa1,Alkaleri,2025,Nasarawa1,0.90972332,0.750782609,0.710529702,0.735159722,0.596034944,0.605439633,0.53,2,july,2011,CM+IPTp+UrbanLLINs+SMC,itn 
453,Rogo,Gwarzo,2022,Rogo,1,0.8,0.692307692,1,0.768098821,0.697858927,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
454,Rogo,Gwarzo,2025,Rogo,1,0.8,0.692307692,1,0.768098821,0.697858927,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
455,Warawa,Gwarzo,2022,Warawa,0.339622642,0.387096774,0.271698113,0.6,0.807358735,0.713851327,0.53,1,august,953,CM+IPTp+LLINs+SMC,itn 
456,Warawa,Gwarzo,2025,Warawa,0.339622642,0.387096774,0.271698113,0.6,0.807358735,0.713851327,0.53,2,august,2048,CM+IPTp+LLINs+SMC,itn 
457,Katsina,Rimi,2021,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.71205914,0.671836104,0.53,1,march,435,CM+IPTp+LLINs+SMC,itn 
458,Katsina,Rimi,2024,Katsina,0.680570609,0.667908923,0.565763708,0.597304252,0.71205914,0.671836104,0.53,2,march,1530,CM+IPTp+LLINs+SMC,itn 
459,Birnin Kebbi,Birnin Kebbi,2021,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.745947987,0.688032578,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
460,Birnin Kebbi,Birnin Kebbi,2024,Birnin Kebbi,1,0.857366497,0.648716273,0.940915408,0.745947987,0.688032578,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
461,Aleiro,Birnin Kebbi,2021,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.705366928,0.6684684,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
462,Aleiro,Birnin Kebbi,2024,Aleiro,0.94707177,0.737960786,0.641974103,0.94526286,0.705366928,0.6684684,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
463,Argungu,Birnin Kebbi,2021,Argungu,1,0.887910978,0.780683527,1,0.749755556,0.689763899,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
464,Argungu,Birnin Kebbi,2024,Argungu,1,0.887910978,0.780683527,1,0.749755556,0.689763899,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
465,Augie,Birnin Kebbi,2021,Augie,1,0.85,1,1,0.747566745,0.688770794,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
466,Augie,Birnin Kebbi,2024,Augie,1,0.85,1,1,0.747566745,0.688770794,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
467,Bunza,Birnin Kebbi,2021,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.672182056,0.650932828,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
468,Bunza,Birnin Kebbi,2024,Bunza,0.94707177,0.737960786,0.641974103,0.94526286,0.672182056,0.650932828,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
469,Gwandu,Birnin Kebbi,2021,Gwandu,0.94707177,0.9375,0.95,1,0.783737788,0.704443878,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
470,Gwandu,Birnin Kebbi,2024,Gwandu,0.94707177,0.9375,0.95,1,0.783737788,0.704443878,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
471,Kalgo,Birnin Kebbi,2021,Kalgo,1,0.946932625,0.865187563,1,0.681068976,0.655765729,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
472,Kalgo,Birnin Kebbi,2024,Kalgo,1,0.946932625,0.865187563,1,0.681068976,0.655765729,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
473,Iseyin,Akinyele,2020,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.381804807,0.444882082,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
474,Iseyin,Akinyele,2023,Iseyin,0.745625234,0.52891423,0.24501499,0.671193845,0.381804807,0.444882082,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
475,Suru,Birnin Kebbi,2021,Suru,1,0.967741936,0.633333334,0.983333333,0.607478923,0.612737045,0.53,1,august,588,CM+IPTp+LLINs+SMC,itn 
476,Suru,Birnin Kebbi,2024,Suru,1,0.967741936,0.633333334,0.983333333,0.607478923,0.612737045,0.53,2,august,1683,CM+IPTp+LLINs+SMC,itn 
477,Adavi,Owan East,2020,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.308698703,0.384675567,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn 
478,Adavi,Owan East,2023,Adavi,0.996786174,0.714669551,0.623622659,0.711426337,0.308698703,0.384675567,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn 
479,Ankpa,Owan East,2020,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.382494781,0.445447774,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
480,Ankpa,Owan East,2023,Ankpa,0.491202859,0.316595726,0.46085342,0.393078746,0.382494781,0.445447774,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
481,Bassa1,Keana,2020,Bassa1,1,0.9,0.925,1,0.406315085,0.464886674,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
482,Bassa1,Keana,2023,Bassa1,1,0.9,0.925,1,0.406315085,0.464886674,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
483,Dekina,Owan East,2020,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.371777405,0.436648124,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn 
484,Dekina,Owan East,2023,Dekina,0.266872344,0.268264106,0.223497109,0.395442018,0.371777405,0.436648124,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn 
485,Edu,Oke-Ero,2020,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.339359862,0.409929917,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
486,Edu,Oke-Ero,2023,Edu,0.330993882,0.266825207,0.285703042,0.439101847,0.339359862,0.409929917,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
487,Ibaji,Uzo-Uwani,2020,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.335530068,0.406770517,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
488,Ibaji,Uzo-Uwani,2023,Ibaji,0.631517543,0.611629129,0.507818927,0.730307167,0.335530068,0.406770517,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
489,Idah,Uzo-Uwani,2020,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.382023573,0.445061456,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
490,Idah,Uzo-Uwani,2023,Idah,0.331783877,0.268927518,0.192060578,0.226610623,0.382023573,0.445061456,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
491,Igalamela-Odolu,Uzo-Uwani,2020,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.344682632,0.414321376,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
492,Igalamela-Odolu,Uzo-Uwani,2023,Igalamela-Odolu,1,0.923451653,0.832533877,0.864124031,0.344682632,0.414321376,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
493,Ijumu,Oke-Ero,2020,Ijumu,0.66,0.8,0.7,0.648,0.312708323,0.387970309,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
494,Ijumu,Oke-Ero,2023,Ijumu,0.66,0.8,0.7,0.648,0.312708323,0.387970309,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
495,Kabba-Bunu,Oke-Ero,2020,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.319779497,0.393788165,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
496,Kabba-Bunu,Oke-Ero,2023,Kabba/Bunu,0.642698081,0.433980262,0.520933686,0.6,0.319779497,0.393788165,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
497,Lokoja,Keana,2020,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.314676325,0.389588612,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
498,Lokoja,Keana,2023,Lokoja,0.726406999,0.650153906,0.505980466,0.709520677,0.314676325,0.389588612,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
499,Ofu,Owan East,2020,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.33495597,0.406296962,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
500,Ofu,Owan East,2023,Ofu,0.648101305,0.49736836,0.488753759,0.682125611,0.33495597,0.406296962,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
501,Okehi,Owan East,2020,Okehi,0.9,0.685714285,0.4,0.615384616,0.293031638,0.371839834,0.53,1,march,70,CM+IPTp+LLINs+SMC,itn 
502,Okehi,Owan East,2023,Okehi,0.9,0.685714285,0.4,0.615384616,0.293031638,0.371839834,0.53,2,march,1165,CM+IPTp+LLINs+SMC,itn 
503,Okene,Owan East,2020,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.275677686,0.357715363,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
504,Okene,Owan East,2023,Okene,0.619873753,0.537817568,0.367987723,0.58931353,0.275677686,0.357715363,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
505,Olamabolo,Owan East,2020,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.317039805,0.391533051,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
506,Olamabolo,Owan East,2023,Olamabolo,0.432498084,0.755735042,0.346218649,0.378384886,0.317039805,0.391533051,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
507,Omala,Keana,2020,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.455368605,0.504091735,0.53,1,august,223,CM+IPTp+LLINs+SMC,itn 
508,Omala,Keana,2023,Omala,0.147085681,0.038824015,0.219265352,0.248269332,0.455368605,0.504091735,0.53,2,august,1318,CM+IPTp+LLINs+SMC,itn 
509,Yagba East,Oke-Ero,2020,Yagba East,0.635294118,0.72,0.45,0.642857143,0.291276571,0.370406416,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
510,Yagba East,Oke-Ero,2023,Yagba East,0.635294118,0.72,0.45,0.642857143,0.291276571,0.370406416,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
511,Ifelodun1,Oke-Ero,2020,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.357982328,0.425290104,0.53,1,july,186,CM+IPTp+LLINs+SMC,itn 
512,Ifelodun1,Oke-Ero,2023,Ifelodun1,0.441518648,0.368281854,0.29725604,0.552853519,0.357982328,0.425290104,0.53,2,july,1281,CM+IPTp+LLINs+SMC,itn 
513,Ilorin East,Oke-Ero,2020,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.350824888,0.419388367,0.53,1,july,186,CM+IPTp+Urban-LLINs+IPTi,itn 
514,Ilorin East,Oke-Ero,2023,Ilorin East,0.347929578,0.354413593,0.315952243,0.363499451,0.350824888,0.419388367,0.53,2,july,1281,CM+IPTp+Urban-LLINs+IPTi,itn 
515,Ilorin South,Oke-Ero,2020,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.316790933,0.391328258,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
516,Ilorin South,Oke-Ero,2023,Ilorin South,0.470146681,0.359315966,0.312455578,0.426145735,0.316790933,0.391328258,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
517,Ilorin West,Owan East,2020,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.300629985,0.378056657,0.53,1,march,70,CM+IPTp+Urban-LLINs+IPTi,itn 
518,Ilorin West,Owan East,2023,Ilorin West,0.260686758,0.240633236,0.247184603,0.169508575,0.300629985,0.378056657,0.53,2,march,1165,CM+IPTp+Urban-LLINs+IPTi,itn 
519,Irepodun1,Owan East,2020,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.354587436,0.422491317,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
520,Irepodun1,Owan East,2023,Irepodun1,0.23036805,0.186109256,0.344973988,0.3722586,0.354587436,0.422491317,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
521,Kajola,Akinyele,2020,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.406200649,0.464793778,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
522,Kajola,Akinyele,2023,Kajola,0.476334125,0.2103534,0.308215067,0.479712448,0.406200649,0.464793778,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
523,Agege,Uzo-Uwani,2020,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.445938468,0.49666464,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
524,Agege,Uzo-Uwani,2023,Agege,0.283321002,0.309224017,0.061171686,0.213605548,0.445938468,0.49666464,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
525,Ajeromi-Ifelodun,Uzo-Uwani,2020,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.442448497,0.493901179,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn 
526,Ajeromi-Ifelodun,Uzo-Uwani,2023,Ajeromi-Ifelodun,0.178744492,0.176785727,0.013639625,0.049719275,0.442448497,0.493901179,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn 
527,Alimosho,Uzo-Uwani,2020,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.431973509,0.485561977,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
528,Alimosho,Uzo-Uwani,2023,Alimosho,0.296668033,0.22144671,0.177726364,0.177209178,0.431973509,0.485561977,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
529,Apapa,Isoko South,2020,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.464571223,0.511279973,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn 
530,Apapa,Isoko South,2023,Apapa,0.36923077,0.24,0.252631579,0.248275862,0.464571223,0.511279973,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn 
531,Epe,Uzo-Uwani,2020,Epe,0.092307692,0.3,0.2,0.216,0.40174632,0.461173792,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
532,Epe,Uzo-Uwani,2023,Epe,0.092307692,0.3,0.2,0.216,0.40174632,0.461173792,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
533,Ifako-Ijaye,Uzo-Uwani,2020,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.390672088,0.45214207,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
534,Ifako-Ijaye,Uzo-Uwani,2023,Ifako-Ijaye,0.331783877,0.268927518,0.192060578,0.038304299,0.390672088,0.45214207,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
535,Ikeja,Uzo-Uwani,2020,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.481253048,0.524146789,0.53,1,june,162,CM+IPTp+Urban-LLINs+IPTi,itn 
536,Ikeja,Uzo-Uwani,2023,Ikeja,0.48,0.268927518,0.192060578,0.130909091,0.481253048,0.524146789,0.53,2,june,1257,CM+IPTp+Urban-LLINs+IPTi,itn 
537,Mushin,Isoko South,2020,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.475938767,0.520071762,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn 
538,Mushin,Isoko South,2023,Mushin,0.145944901,0.17986122,0.085677,0.057735511,0.475938767,0.520071762,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn 
539,Ojo,Isoko South,2020,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.435361631,0.488266396,0.53,1,june,162,CM+IPTp+LLINs+IPTi,itn 
540,Ojo,Isoko South,2023,Ojo,0.333962272,0.347797273,0.176666015,0.230470508,0.435361631,0.488266396,0.53,2,june,1257,CM+IPTp+LLINs+IPTi,itn 
541,Oshodi-Isolo,Uzo-Uwani,2020,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.465655625,0.512122932,0.53,1,june,162,CM+IPTp+Urban-LLINs,itn 
542,Oshodi-Isolo,Uzo-Uwani,2023,Oshodi-Isolo,0.156346152,0.09460982,0.192060578,0.052843222,0.465655625,0.512122932,0.53,2,june,1257,CM+IPTp+Urban-LLINs,itn 
543,Surulere1,Oke-Ero,2020,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.464358896,0.511114818,0.53,1,july,186,CM+IPTp+Urban-LLINs,itn 
544,Surulere1,Oke-Ero,2023,Surulere1,0.04130514,0.043603345,0.016527983,0.032573387,0.464358896,0.511114818,0.53,2,july,1281,CM+IPTp+Urban-LLINs,itn 
545,Edati,Oke-Ero,2022,Edati,0.564705882,0.45,0.32,0.643478261,0.417118573,0.473631021,0.53,1,july,916,CM+IPTp+LLINs+SMC,itn 
546,Edati,Oke-Ero,2025,Edati,0.564705882,0.45,0.32,0.643478261,0.417118573,0.473631021,0.53,2,july,2011,CM+IPTp+LLINs+SMC,itn 
547,Abeokuta South,Uzo-Uwani,2021,Abeokuta South,0.453741482,0.763985334,0.210269801,0.308763,0.443245868,0.494533241,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
548,Abeokuta South,Uzo-Uwani,2024,Abeokuta South,0.453741482,0.763985334,0.210269801,0.308763,0.443245868,0.494533241,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
549,Ado-Odo-Ota,Uzo-Uwani,2021,Ado-Odo/Ota,0.524575987,0.537380311,0.347813119,0.370028664,0.405185074,0.46396913,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
550,Ado-Odo-Ota,Uzo-Uwani,2024,Ado-Odo/Ota,0.524575987,0.537380311,0.347813119,0.370028664,0.405185074,0.46396913,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
551,Ijebu North East,Oke-Ero,2021,Ijebu North East,0.133333333,0.359315966,0.312455578,0.08,0.396632199,0.457008243,0.53,1,july,551,CM+IPTp+LLINs+IPTi,itn 
552,Ijebu North East,Oke-Ero,2024,Ijebu North East,0.133333333,0.359315966,0.312455578,0.08,0.396632199,0.457008243,0.53,2,july,1646,CM+IPTp+LLINs+IPTi,itn 
553,Abeokuta North,Owan East,2021,Abeokuta North,0.67025256,0.608940504,0.475640375,0.614834083,0.429058332,0.483229857,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
554,Abeokuta North,Owan East,2024,Abeokuta North,0.67025256,0.608940504,0.475640375,0.614834083,0.429058332,0.483229857,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
555,Egbado South,Uzo-Uwani,2021,Egbado South,0.246595961,0.455186768,0.256776698,0.311881625,0.38366582,0.446407593,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
556,Egbado South,Uzo-Uwani,2024,Egbado South,0.246595961,0.455186768,0.256776698,0.311881625,0.38366582,0.446407593,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
557,Ewekoro,Uzo-Uwani,2021,Ewekoro,0.93582084,0.815669165,0.576344653,0.764182084,0.487001134,0.528528126,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
558,Ewekoro,Uzo-Uwani,2024,Ewekoro,0.93582084,0.815669165,0.576344653,0.764182084,0.487001134,0.528528126,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
559,Ifo,Uzo-Uwani,2021,Ifo,0.463578757,0.365847142,0.284858226,0.23952477,0.430900956,0.484704494,0.53,1,june,527,CM+IPTp+LLINs+IPTi,itn 
560,Ifo,Uzo-Uwani,2024,Ifo,0.463578757,0.365847142,0.284858226,0.23952477,0.430900956,0.484704494,0.53,2,june,1622,CM+IPTp+LLINs+IPTi,itn 
561,Ikenne,Owan East,2021,Ikenne,0.184615385,0.502736003,0.3,0.096,0.382682373,0.445601554,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
562,Ikenne,Owan East,2024,Ikenne,0.184615385,0.502736003,0.3,0.096,0.382682373,0.445601554,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
563,Obafemi-Owode,Owan East,2021,Obafemi-Owode,0.646860899,0.5852499,0.370620499,0.470082485,0.396257357,0.456702555,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
564,Obafemi-Owode,Owan East,2024,Obafemi-Owode,0.646860899,0.5852499,0.370620499,0.470082485,0.396257357,0.456702555,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
565,Odogbolu,Owan East,2021,Odogbolu,0.48,0.4,0.8,0.306976744,0.402893026,0.462106458,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
566,Odogbolu,Owan East,2024,Odogbolu,0.48,0.4,0.8,0.306976744,0.402893026,0.462106458,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
567,Ogun waterside,Owan East,2021,Ogun waterside,0.557318098,0.502736003,0.412586323,0.456146924,0.440646451,0.492471268,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
568,Ogun waterside,Owan East,2024,Ogun waterside,0.557318098,0.502736003,0.412586323,0.456146924,0.440646451,0.492471268,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
569,Remo North,Owan East,2021,Remo North,0.705882353,0.4,0.412586323,0.234782609,0.322328246,0.39588712,0.53,1,march,435,CM+IPTp+LLINs+IPTi,itn 
570,Remo North,Owan East,2024,Remo North,0.705882353,0.4,0.412586323,0.234782609,0.322328246,0.39588712,0.53,2,march,1530,CM+IPTp+LLINs+IPTi,itn 
571,Akoko North East,Oke-Ero,2020,Akoko North East,0.669376888,0.820676216,0.781688111,0.709115756,0.346553372,0.415864752,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
572,Akoko North East,Oke-Ero,2023,Akoko North East,0.669376888,0.820676216,0.781688111,0.709115756,0.346553372,0.415864752,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
573,Akoko North West,Oke-Ero,2020,Akoko North West,0.492619626,0.632146709,0.308627694,0.376104541,0.316763911,0.391306023,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
574,Akoko North West,Oke-Ero,2023,Akoko North West,0.492619626,0.632146709,0.308627694,0.376104541,0.316763911,0.391306023,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
575,Akoko South West,Oke-Ero,2020,Akoko South West,0.854220418,0.781239216,0.68552443,0.689768402,0.330802879,0.402871779,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
576,Akoko South West,Oke-Ero,2023,Akoko South West,0.854220418,0.781239216,0.68552443,0.689768402,0.330802879,0.402871779,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
577,Akure North,Owan East,2020,Akure North,0.282352942,0.171428572,0.45,0.222222222,0.337034585,0.408011613,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
578,Akure North,Owan East,2023,Akure North,0.282352942,0.171428572,0.45,0.222222222,0.337034585,0.408011613,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
579,Akure South,Owan East,2020,Akure South,0.514285715,0.675,0.6,0.545454546,0.299585483,0.377201065,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
580,Akure South,Owan East,2023,Akure South,0.514285715,0.675,0.6,0.545454546,0.299585483,0.377201065,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
581,Ese-Odo,Owan East,2020,Ese-Odo,0.666666667,0.6,0.564705882,0.628571429,0.298999586,0.376721268,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
582,Ese-Odo,Owan East,2023,Ese-Odo,0.666666667,0.6,0.564705882,0.628571429,0.298999586,0.376721268,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
583,Idanre,Akinyele,2020,Idanre,0.5217819,0.470437196,0.372688174,0.452985571,0.311424686,0.38691517,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
584,Idanre,Akinyele,2023,Idanre,0.5217819,0.470437196,0.372688174,0.452985571,0.311424686,0.38691517,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
585,Ifedore,Oke-Ero,2020,Ifedore,0.641831059,0.823810298,0.45947393,0.622814561,0.373640917,0.438179998,0.53,1,july,186,CM+IPTp+LLINs+IPTi,itn 
586,Ifedore,Oke-Ero,2023,Ifedore,0.641831059,0.823810298,0.45947393,0.622814561,0.373640917,0.438179998,0.53,2,july,1281,CM+IPTp+LLINs+IPTi,itn 
587,Ile-Oluji-Okeigbo,Akinyele,2020,Ile-Oluji-Okeigbo,0.929284,0.608921734,0.499557367,0.642724831,0.384384096,0.446996131,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
588,Ile-Oluji-Okeigbo,Akinyele,2023,Ile-Oluji-Okeigbo,0.929284,0.608921734,0.499557367,0.642724831,0.384384096,0.446996131,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
589,Irele,Akinyele,2020,Irele,0.8,0.64,0.728571428,0.611320754,0.393822894,0.454716042,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
590,Irele,Akinyele,2023,Irele,0.8,0.64,0.728571428,0.611320754,0.393822894,0.454716042,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
591,Odigbo,Akinyele,2020,Odigbo,0.818096407,0.791766941,0.638030767,0.724773833,0.423307719,0.478615868,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
592,Odigbo,Akinyele,2023,Odigbo,0.818096407,0.791766941,0.638030767,0.724773833,0.423307719,0.478615868,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
593,Okitipupa,Owan East,2020,Okitipupa,0.502739057,0.348868057,0.324482597,0.45168183,0.400233097,0.459942251,0.53,1,march,70,CM+IPTp+LLINs+IPTi,itn 
594,Okitipupa,Owan East,2023,Okitipupa,0.502739057,0.348868057,0.324482597,0.45168183,0.400233097,0.459942251,0.53,2,march,1165,CM+IPTp+LLINs+IPTi,itn 
595,Ondo East,Akinyele,2020,Ondo East,0.771428572,0.545454546,0.646153846,0.911111111,0.359070133,0.426186667,0.53,1,may,131,CM+IPTp+LLINs+IPTi,itn 
596,Ondo East,Akinyele,2023,Ondo East,0.771428572,0.545454546,0.646153846,0.911111111,0.359070133,0.426186667,0.53,2,may,1226,CM+IPTp+LLINs+IPTi,itn 
